Column1,Time,GNARE/SR/2025/01/13/4532,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),GNARE/NR/2024/12/20/3668,NR/01102023/02122045/L_NR_2021_13,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,GNA/NR/2025/04/01/8510,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/8954,NR/30092023/26122029/SH-06,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,GNA/NR/2025/04/01/8456,GNA/NR/2025/05/01/8068,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/05/01/3877,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/05/01/9252,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/05/01/2474,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/4138,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/01/9395,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/16/9317,GNA/NR/2025/05/01/6957,NR/01102023/31052040/LT-31,GNA/NR/2025/04/01/8964,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/16/1698,GNA/NR/2025/05/01/6363,L_NR_2019_19
6,01:15-01:30,39.42,66,0,30,0,66,0,0,0,0,0,0,0,0,0,90,30,28.33,0,15.54,28.98,5.8,30,31.29,23.64,10.46,10.63,6.56,87.14,7.4,13.09,115.53,261.43,100.65,28.98,273.16,13.53,0,17.56,8.47,0,67.63,0,0,0,14.49,82.12,164.24,0,7.26,0,20.53,14.49,0

7,01:30-01:45,39.62,73.33,0,30,0,73.33,0,0,0,0,0,0,0,0,0,90,30,28.33,0,15.54,28.98,5.8,30,31.29,14.25,10.46,10.63,6.56,77.87,7.4,13.09,63.54,261.43,100.65,28.98,273.16,13.53,0,17.56,8.47,0,67.63,0,0,0,14.49,82.12,164.24,0,7.26,0,20.53,14.49,0

8,01:45-02:00,39.82,73.33,0,30.17,0,73.33,0,0,0,0,0,0,0,0,0,90.49,30.17,28.33,0,15.54,28.98,5.8,30,31.29,14.25,10.46,10.63,6.56,87.14,7.4,13.09,115.53,261.43,100.65,28.98,273.16,13.53,0,17.56,8.47,0,67.63,0,0,0,14.49,82.12,164.24,0,7.26,0,20.53,14.49,0

9,02:00-02:15,40.02,73.33,0,30,0,73.33,0,0,0,0,0,0,0,0,0,90,30,28.33,0,15.54,0,0,26.5,31.29,26.5,10.46,10.63,6.56,74.9,7.01,12.83,63.44,225.01,100.65,28.98,273.16,13.53,0,17.56,8.47,0,0,0,96.61,0,14.49,82.12,164.24,0,7.26,0,20.53,0,0

10,02:15-02:30,40.02,73.33,0,30.67,0,73.33,0,0,0,0,0,0,0,0,0,91.99,30.67,28.33,0,15.54,0,0,26.5,31.29,26.5,10.46,10.63,6.56,74.9,7.01,12.83,63.44,225.01,100.65,28.98,273.16,13.53,0,17.56,8.47,0,0,0,96.61,0,14.49,82.12,164.24,0,7.26,0,20.53,0,0

11,02:30-02:45,40.02,73.33,0,30.83,0,73.33,0,0,0,0,0,0,0,0,0,92.51,30.83,28.33,0,15.54,0,0,26.5,31.29,26.5,10.46,10.63,6.56,64.36,7.01,12.83,63.44,189.58,100.65,28.98,273.16,13.53,0,17.56,8.47,0,0,0,96.61,0,14.49,82.12,164.24,0,7.26,0,20.53,0,0

12,02:45-03:00,40.02,73.33,0,30.5,0,73.33,0,0,0,0,0,0,0,0,0,91.5,30.5,28.33,0,15.54,0,0,26.5,31.29,26.5,10.46,10.63,6.56,64.36,7.01,12.83,63.44,189.58,100.65,28.98,273.16,13.53,0,17.56,8.47,0,0,0,96.61,0,14.49,82.12,164.24,0,7.26,0,20.53,0,0

13,03:00-03:15,36.82,73.33,0,33.33,0,73.33,0,0,0,0,0,0,0,0,0,100.01,33.33,28.33,0,15.54,0,0,26.5,31.29,26.5,10.46,10.63,6.56,64.36,7.4,12.66,63.44,189.58,100.65,28.98,273.16,13.53,0,17.56,8.09,0,0,0,96.61,0,14.49,82.12,164.24,0,7.26,0,20.53,0,0

14,03:15-03:30,36.82,73.33,0,33.33,0,73.33,0,0,0,0,0,0,0,0,0,100.01,33.33,28,0,15.54,0,0,26.5,31.29,26.5,10.46,10.63,6.56,64.36,7.4,12.66,63.54,189.58,100.65,28.98,273.16,13.53,0,17.56,8.09,0,0,0,96.61,0,14.49,82.12,164.24,0,7.26,0,20.53,0,0

15,03:30-03:45,33.01,73.33,0,33.33,0,73.33,0,0,0,0,0,0,0,0,0,100.01,33.33,27.67,0,15.54,0,0,26.5,31.29,26.5,10.46,10.63,6.56,64.36,7.4,12.66,63.54,189.58,100.65,28.98,273.16,13.53,0,17.56,8.09,0,0,0,96.61,0,14.49,82.12,164.24,0,7.26,0,20.53,0,0

16,03:45-04:00,33.01,73.33,0,33.33,0,73.33,0,0,0,0,0,0,0,0,0,100.01,33.33,27.67,0,15.54,0,0,26.5,31.29,26.5,10.46,10.63,6.56,64.36,7.4,12.66,63.54,189.58,100.65,28.98,273.16,13.53,0,17.56,8.09,0,0,0,96.61,0,14.49,82.12,164.24,0,7.26,0,20.53,0,0

17,04:00-04:15,26.01,56.67,0,22.5,0,56.67,0,0,0,0,0,0,0,0,0,67.5,22.5,20.67,0,15.54,0,0,26.5,31.29,26.5,10.46,10.63,6.56,46.37,7.01,12.66,70.46,189.58,100.65,28.98,273.16,13.53,0,17.56,8.32,0,0,0,96.61,0,14.49,82.12,164.24,0,7.26,0,20.53,0,0

18,04:15-04:30,26.41,57.33,0,22.67,0,57.33,0,0,0,0,0,0,0,0,0,67.99,22.67,20.67,0,15.54,0,0,26.5,31.29,26.5,10.46,10.63,6.56,46.37,7.01,12.66,70.46,189.58,100.65,28.98,273.16,13.53,0,17.56,8.32,0,0,0,96.61,0,14.49,82.12,164.24,0,7.26,0,20.53,0,0

19,04:30-04:45,27.01,58.33,0,23,0,58.33,0,0,0,0,0,0,0,0,0,69,23,21,0,15.54,0,0,26.5,31.29,26.5,10.46,10.63,6.56,46.37,7.01,12.66,70.46,158.44,100.65,28.98,273.16,13.53,0,17.56,8.32,0,0,0,96.61,0,14.49,82.12,164.24,0,7.26,0,20.53,0,0

20,04:45-05:00,27.61,59.33,0,23.33,0,59.33,0,0,0,0,0,0,0,0,0,70.01,23.33,21.67,0,15.54,0,0,26.5,31.29,26.5,10.46,10.63,6.56,46.37,7.01,12.66,70.46,129.46,100.65,28.98,273.16,13.53,0,17.56,8.32,0,0,0,96.61,0,14.49,82.12,164.24,0,7.26,0,20.53,0,0

21,05:00-05:15,28.41,51.67,0,19.33,0,51.67,0,0,0,0,0,0,0,0,0,58.01,19.33,13.33,0,15.54,0,0,26.5,31.29,26.5,10.46,10.63,6.56,46.37,6.78,12.39,70.46,129.46,100.65,28.98,273.16,13.53,0,17.56,8.09,0,0,0,96.61,0,14.49,82.12,164.24,0,7.26,0,20.53,0,0

22,05:15-05:30,28.81,51.67,0,19.33,0,51.67,0,0,0,0,0,0,0,0,0,58.01,19.33,13.67,0,15.54,0,0,26.5,31.29,26.5,10.46,10.63,6.56,38.64,6.78,12.39,70.46,110.14,100.65,28.98,262.27,13.53,0,17.56,8.09,0,0,0,96.61,0,14.49,82.12,164.24,0,7.26,0,20.53,0,0

23,05:30-05:45,24.01,39.67,0,11.67,0,39.67,0,0,0,0,0,0,0,0,0,34.99,11.67,14.33,0,15.54,0,0,26.5,31.28,26.5,10.46,10.63,6.56,38.64,6.78,12.39,70.46,110.14,100.65,28.98,223.62,13.53,0,17.56,8.09,0,0,0,96.61,0,14.49,82.12,164.24,0,7.26,0,20.53,0,0.25

24,05:45-06:00,24.21,40.67,0,11.83,0,40.67,0,0,0,0,0,0,0,0.19,0,35.51,11.83,15,0,11.01,0,0,26.5,31.28,26.5,7.72,10.63,6.56,38.64,6.78,12.39,70.46,110.14,100.65,28.98,194.67,13.53,0,17.56,8.09,0,0,0,96.61,0,14.49,82.12,164.24,0,5.28,0,20.53,0,1.94

25,06:00-06:15,15.01,33,0,12.33,2.16,33,1,0,1,0,1,14.47,0,1.16,0.43,37.01,12.33,7,13.19,11.01,0,0,26.5,31.28,26.5,7.72,10.63,6.56,38.64,6.78,12.21,70.46,110.14,100.65,28.98,165.42,13.53,0,17.56,7.93,0,0,0,96.61,0,14.49,82.12,164.24,0,5.28,0,20.53,0,3.99

26,06:15-06:30,15.21,33.67,0,12.17,4.86,33.67,2,1,2,1,2,21.73,0,2.61,0.97,36.49,12.17,7,24.29,11.01,0,0,26.5,31.28,26.5,7.72,10.63,6.56,38.64,6.78,12.21,70.46,110.14,100.65,28.98,150.24,13.53,0,17.56,7.93,0,0,0,96.61,0,14.49,82.12,164.24,0,5.28,0,20.53,0,7.81

27,06:30-06:45,15.41,34.33,0,9.17,8.63,34.33,3,3,3,2,3,30.24,3,4.74,1.73,27.49,9.17,7,32.59,15.54,0,0,26.5,30.28,26.5,10.46,10.63,6.56,38.64,6.78,12.21,70.46,110.14,100.65,28.98,150.24,13.53,1.02,17.56,7.93,0.79,0,0,96.61,0,14.49,82.12,164.24,1.02,5.28,0,20.53,0,12.34

28,06:45-07:00,15.61,34.67,0,9.17,13.5,34.67,7,6,6,3,5,33,6,7.62,2.7,27.49,9.17,7,33,15.54,0,0,26.5,30.28,26.5,10.46,10.63,6.56,38.64,6.78,12.21,70.46,110.14,100.65,28.98,150.24,13.53,1.66,17.56,7.93,1.28,0,0,96.61,0,14.49,82.12,164.24,1.66,5.28,0,20.53,0,17.89

29,07:00-07:15,29.01,22.67,0,9.33,19.43,22.67,15,10,9,7,5,33,10,11.43,3.89,28.01,9.33,1.67,33,8.88,0,0,26.5,30.28,26.5,5.98,10.63,6.56,38.64,6.54,12.21,70.46,110.14,100.65,28.98,150.24,13.53,2.42,17.56,7.93,1.87,0,0,96.61,0,14.49,82.12,164.24,2.42,3.93,0,20.53,0,24.38

30,07:15-07:30,29.61,23,0,9.5,33.36,23,19,15,13,9,7,33,12,15.83,6.67,28.5,9.5,1.67,33,8.88,0,0,26.5,30.28,26.5,5.98,10.63,6.56,38.64,6.54,12.21,70.46,110.14,100.65,28.98,150.24,13.53,3.28,17.56,7.93,2.53,0,0,96.61,0,14.49,82.12,164.24,3.28,3.93,0,20.53,0,31.4

31,07:30-07:45,37.02,23.33,0,9.67,49.71,23.33,19,16,19,9,9,33,18,20.92,9.94,28.99,9.67,1.67,33,8.88,0,0,26.5,30.28,26.5,5.98,10.63,6.56,38.64,6.54,12.21,70.46,110.14,100.65,28.98,150.24,13.53,4.19,17.56,7.93,3.24,0,0,96.61,0,14.49,82.12,164.24,4.19,3.93,0,20.53,0,47.93

32,07:45-08:00,37.02,24,0,9.83,63.8,24,23,19,25,12,12,33,25,26.55,12.76,29.51,9.83,1.67,33,8.88,0,0,26.5,31.28,26.5,5.98,10.63,6.56,38.64,6.54,12.21,70.46,110.14,100.65,28.98,150.24,13.53,5.16,17.56,7.93,3.98,0,0,96.61,0,14.49,82.12,164.24,5.16,3.93,0,20.53,0,55.88

33,08:00-08:15,27.01,24.33,0,10.33,71.63,24.33,30,25,30,15,14,33,33,20.17,14.33,31.01,10.33,1.67,33,8.88,0,0,26.5,31.28,26.5,5.98,10.63,6.56,38.64,6.54,12.04,70.46,110.14,100.65,28.98,150.24,13.53,6.14,17.56,7.7,4.75,0,0,0,0,14.49,82.12,164.24,6.14,4.14,0,20.53,0,63.69

34,08:15-08:30,27.01,25,0,10.83,84.87,25,37,31,37,18,16,33,33,23.72,16.98,32.51,10.83,1.67,33,8.88,0,0,26.5,31.28,26.5,5.98,10.63,6.56,38.64,6.54,12.04,70.46,110.14,100.65,28.98,150.24,13.53,7.12,17.56,7.7,5.5,0,0,0,0,14.49,82.12,164.24,7.12,4.14,0,20.53,0,70.9

35,08:30-08:45,28.01,25.67,0,10.83,98.18,25.67,43,40,43,22,18,33,33,27.67,19.64,32.51,10.83,1.67,33,8.88,0,0,26.5,31.28,26.5,5.98,10.63,6.56,38.64,6.54,12.04,70.46,158.44,100.65,28.98,150.24,13.53,8.08,17.56,7.7,6.24,0,0,0,0,14.49,82.12,164.24,8.08,4.14,0,20.53,0,77.47

36,08:45-09:00,28.21,25.67,0,11,111.76,25.67,51,46,49,26,21,33,33,31.32,22.35,33,11,1.67,33,8.88,0,0,26.5,31.28,26.5,5.98,10.63,6.56,38.64,6.54,12.04,70.46,170.26,100.65,28.98,150.24,13.53,8.99,17.56,7.7,6.94,0,0,0,0,14.49,82.12,164.24,8.99,4.14,0,20.53,0,88.31

37,09:00-09:15,28.61,33.33,0,11.17,106.17,33.33,57,51,56,28,23,33,33,34.69,21.23,33.49,11.17,1.67,33,8.88,0,0,26.61,30.28,26.61,5.98,10.63,6.74,38.64,6.23,11.95,70.46,170.26,100.65,28.98,150.24,13.53,9.85,17.56,7.39,7.61,0,0,0,0,14.49,82.12,164.24,9.85,4.14,0,20.53,0,88.93

38,09:15-09:30,29.01,35,0,11.33,118.2,35,61,55,61,31,25,33,33,37.83,23.64,34.01,11.33,1.67,33,8.88,0,0,26.61,31.28,26.61,5.98,10.63,6.74,38.64,6.23,11.95,70.46,170.26,100.65,28.98,156.5,13.53,10.65,17.56,7.39,8.22,0,0,0,0,14.49,82.12,164.24,10.65,4.14,0,20.53,0,95.55

39,09:30-09:45,20.01,36.33,0,14.17,122.18,36.33,70,60,63,35,27,33,33,42.42,24.44,42.49,14.17,1.67,33,8.88,0,0,26.61,31.28,26.61,5.98,10.63,6.74,38.64,6.23,11.95,70.46,170.26,100.65,28.98,159.19,13.53,11.38,17.56,7.39,8.8,0,0,0,0,14.49,82.12,164.24,11.38,4.14,0,20.53,0,101.72

40,09:45-10:00,20.41,38.33,0,14.5,132.66,38.33,74,64,66,37,29,33,33,46.42,26.53,43.5,14.5,1.67,33,8.88,0,0,26.61,31.28,26.61,5.98,10.63,6.74,38.64,6.23,11.95,70.46,170.26,100.65,28.98,161.45,13.53,12.05,17.56,7.39,9.31,0,0,0,0,14.49,82.12,164.24,12.05,4.14,0,20.53,0,107.64

41,10:00-10:15,21.01,45,0,19.17,142.49,45,75,67,72,38,32,33,33,56.05,28.5,57.49,19.17,1.67,33,8.88,0,0,26.61,30.28,26.61,5.98,10.63,6.74,38.64,6.23,11.95,70.46,170.26,100.65,28.98,172.11,13.53,12.65,17.56,7.55,9.78,0,0,0,0,14.49,82.12,164.24,12.65,4.14,0,20.53,0,112.42

42,10:15-10:30,22.01,46.67,0,19.5,151.52,46.67,80,70,77,40,34,33,33,58.88,30.31,58.5,19.5,1.67,33,8.88,0,0,26.61,30.28,26.61,5.98,10.63,6.74,38.64,6.23,11.95,70.46,170.26,100.65,28.98,201.96,13.53,13.2,17.56,7.55,10.2,0,0,0,0,14.49,82.12,164.24,13.2,4.14,0,20.53,0,118.86

43,10:30-10:45,14.01,56.67,0,25,160.15,56.67,84,73,78,42,37,33,33,67.32,32.03,75,25,1.67,33,8.88,0,0,26.61,30.28,26.61,5.98,10.63,6.74,38.64,5.69,11.95,70.46,170.26,100.65,28.98,229.26,13.53,13.68,17.56,7.55,10.56,0,0,0,0,14.49,82.12,164.24,13.68,4.14,0,20.53,0,122.19

44,10:45-11:00,14.61,58.33,0,25.83,167.24,58.33,89,76,80,44,38,33,33,68.14,33.45,77.51,25.83,5.33,33,8.88,0,0,26.61,30.28,26.61,5.98,10.63,6.74,38.64,5.69,11.95,70.46,170.26,100.65,28.98,246.08,13.53,14.08,17.56,7.55,10.88,0,0,0,0,14.49,82.12,164.24,14.08,4.14,0,20.53,0,124.33

45,11:00-11:15,30.01,60,0,26.33,182.12,60,90,79,83,45,39,33,33,68.58,36.42,79.01,26.33,4.67,33,8.88,0,0,26.61,30.28,26.61,5.98,10.63,6.74,38.64,5.61,11.85,70.46,176.05,100.65,28.98,273.16,13.53,14.41,17.56,0,11.14,0,0,0,0,14.49,82.12,164.24,14.41,4.14,0,20.53,0,126.06

46,11:15-11:30,33.01,60.67,0,26.67,186.76,60.67,91,81,85,46,40,33,33,70.16,37.35,79.99,26.67,4,33,8.88,0,0,26.61,30.28,26.61,5.98,10.63,6.74,38.64,4.29,11.85,70.46,192.48,100.65,28.98,273.16,13.53,14.69,17.56,0,11.35,0,0,0,0,14.49,82.12,164.24,14.69,4.14,0,20.53,0,127.38

47,11:30-11:45,35.01,61.67,0,27.5,190.12,61.67,91,82,88,46,42,33,33,71.18,38.02,82.5,27.5,4,33,8.88,0,0,26.61,31.28,26.61,5.98,10.63,6.74,38.64,1.95,11.85,70.46,215.66,100.65,28.98,273.16,13.53,14.91,17.56,0,11.52,0,0,0,0,14.49,82.12,164.24,14.91,4.14,0,20.53,0,127.75

48,11:45-12:00,36.01,62,0,28.33,192.47,62,91,82,89,46,43,33,33,71.89,38.49,85.01,28.33,4.33,33,8.88,0,0,26.61,31.28,26.61,5.98,10.63,6.74,45.31,1.17,11.85,70.46,225.99,100.65,28.98,273.16,13.53,15.06,17.56,0,11.64,0,0,0,0,14.49,82.12,164.24,15.06,4.14,0,20.53,0,120

49,12:00-12:15,45.82,68.57,0,28.67,204.03,68.57,91,82,93,46,44,33,33,77.81,40.81,85.99,28.67,23.33,33,4.35,0,0,26.7,31.28,26.7,3.24,10.63,6.93,58.61,1.17,11.68,70.46,165.87,100.65,28.98,273.16,13.53,15.17,17.56,0,11.72,0,0,0,0,14.49,82.12,164.24,15.17,2.17,0,20.53,0,119.86

50,12:15-12:30,46.22,68.93,0,29.17,205.42,68.93,91,82,93,46,44,33,33,79.07,41.08,87.49,29.17,24,33,4.35,0,0,26.7,31.28,26.7,3.24,10.63,6.93,58.61,2.34,11.68,72.67,165.87,100.65,28.98,273.16,13.53,15.2,17.56,0,11.75,0,0,0,0,14.49,82.12,164.24,15.2,2.17,0,20.53,0,118.96

51,12:30-12:45,45.82,61.67,0,29.17,206.47,61.67,93,84,94,47,44,33,33,75.88,41.29,87.49,29.17,24.67,33,8.88,0,0,26.7,31.28,26.7,5.98,10.63,6.93,58.61,5.69,11.68,70.46,165.87,100.65,28.98,273.16,13.53,15.18,17.56,0,11.74,0,0,0,0,14.49,82.12,164.24,15.18,4.14,0,20.53,0,118.52

52,12:45-13:00,45.82,62.33,0,29.17,206.6,62.33,93,84,94,47,44,33,33,75.74,41.32,87.49,29.17,25,33,8.88,0,0,26.7,31.28,26.7,5.98,10.63,6.93,58.61,5.69,11.68,70.46,165.87,100.65,28.98,273.16,13.53,15.12,17.56,0,11.68,0,0,0,0,14.49,82.12,164.24,15.12,4.14,0,20.53,0,117.78

53,13:00-13:15,45.62,63.33,0,29.17,205.84,63.33,93,84,94,47,44,33,33,76.1,41.17,87.49,29.17,20,33,8.88,0,0,26.7,31.28,26.7,5.98,10.63,6.74,58.61,5.69,11.68,70.46,165.87,100.65,28.98,273.16,13.53,15,17.56,8.16,11.59,0,0,0,0,14.49,82.12,164.24,15,0,0,20.53,0,116.61

54,13:15-13:30,45.82,64,0,29.17,204.7,64,93,84,94,47,44,33,33,75.71,40.94,87.49,29.17,20.33,33,8.88,0,0,26.7,31.28,26.7,5.98,10.63,6.74,55.82,5.69,11.68,70.46,165.87,100.65,28.98,273.16,13.53,14.84,17.56,8.16,11.47,0,0,0,0,14.49,82.12,164.24,14.84,0,0,20.53,0,114.96

55,13:30-13:45,45.62,64.67,0,29.17,202.77,64.67,93,84,89,47,44,33,33,74.92,40.56,87.49,29.17,20.67,33,8.88,0,0,26.7,31.28,26.7,5.98,10.63,6.74,58.61,5.69,11.68,70.46,165.87,100.65,28.98,273.16,13.53,14.62,17.56,8.16,11.3,0,0,0,0,14.49,82.12,164.24,14.62,0,0,20.53,0,111.9

56,13:45-14:00,45.62,65.33,0,29.17,200.19,65.33,93,81,88,47,44,33,33,73.48,40.04,87.49,29.17,21,33,8.88,0,0,26.7,31.28,26.7,5.98,10.63,6.74,58.61,5.69,11.68,70.46,204.51,100.65,28.98,273.16,13.53,14.35,17.56,8.16,11.09,0,0,0,0,14.49,82.12,164.24,14.35,0,0,20.53,0,108.4

57,14:00-14:15,36.01,66,0,29.17,187.55,66,90,78,87,45,44,33,33,76.16,37.51,87.49,29.17,21.33,33,8.88,0,0,26.7,30.78,26.7,5.98,10.63,6.74,58.61,7.01,11.68,70.46,225.99,100.65,28.98,273.16,13.53,14.02,17.56,8.47,10.84,0,0,0,0,14.49,82.12,164.24,14.02,0,0,20.53,0,104.5

58,14:15-14:30,37.02,66.67,0,29.17,181.83,66.67,87,75,85,43,43,33,33,73.61,36.37,87.49,29.17,21.67,33,8.88,0,0,26.7,30.78,26.7,5.98,10.63,6.74,58.61,7.01,11.68,70.46,225.99,100.65,28.98,273.16,13.53,13.64,17.56,8.47,10.53,0,0,0,0,14.49,82.12,164.24,13.64,0,0,20.53,0,100.3

59,14:30-14:45,42.02,67.33,0,29.17,175.73,67.33,85,72,81,43,42,33,33,70.09,35.15,87.49,29.17,22,33,8.88,0,0,26.7,31.29,26.7,5.98,10.63,6.74,58.61,7.4,11.68,66.28,225.99,100.65,28.98,273.16,13.53,13.19,17.56,8.47,10.19,0,0,0,0,14.49,82.12,164.24,13.19,0,0,20.53,0,95.95

60,14:45-15:00,42.42,68.33,0,29.17,168.14,68.33,83,69,77,42,40,33,33,67.49,33.63,87.49,29.17,22.67,33,8.88,0,0,26.7,31.29,26.7,5.98,10.63,6.74,58.61,7.4,11.68,66.28,225.99,100.65,28.98,273.16,13.53,12.69,17.56,8.47,9.8,0,0,0,0,14.49,82.12,164.24,12.69,0,0,20.53,0,88.54

61,15:00-15:15,42.82,70,0,29.17,159.26,70,70,61,70,35,36,33,33,63.99,31.85,87.49,29.17,29.33,33,8.88,0,0,26.7,30.78,26.7,5.98,10.63,6.93,58.61,7.4,11.85,66.28,225.99,100.65,28.98,273.16,13.53,12.13,17.56,8.86,9.38,0,0,0,0,14.49,82.12,164.24,12.13,0,0,20.53,0,73.51

62,15:15-15:30,43.02,71.67,0,29.17,149.96,71.67,65,55,66,33,34,33,33,60.53,29.99,87.49,29.17,28.33,33,8.88,0,0,26.7,31.28,26.7,5.98,10.63,6.93,58.61,7.79,11.85,66.28,225.99,100.65,28.98,273.16,13.53,11.52,17.56,8.86,8.9,0,0,0,0,14.49,82.12,164.24,11.52,0,0,20.53,0,68.23

63,15:30-15:45,42.82,75.17,0,29.17,125.97,75.17,58,52,63,29,30,33,33,53.6,25.2,87.49,29.17,28.33,33,8.88,0,0,26.7,31.28,26.7,5.98,10.63,6.93,69.15,7.79,11.85,66.28,201.31,100.65,28.98,273.16,13.53,10.84,17.56,8.86,8.38,0,0,0,0,14.49,82.12,164.24,10.84,0,0,20.53,0,62.58

