Block,Time,KGSU1AND2,KKNP,KOLDAM,TEHRIPSP,UNCHAHAR4,ANTA_LF,DADRI_RF,CHAMERA2,DHAULIGNGA,FSTPP I & II,NLCTS2EXP,NNTPP,RAPPC,TANAKPUR,TelanganaSTPP,DADRI_LF,RAMPUR,RIHAND1,SIMHST2,DADRT2,KUDGI,NLCEXP,NLCIIST1,PARBATI2,RAPPD,RIHAND2,RSTPSU1TO6,SEWA2,SIMHST1,SINGRAULI_HYDRO,KISHANGANGA,MAPS,NLCIIST2,PARBATI3,RAPPB,RSTPSU7,TALA,TALST2,VALLURNTECL,ANTA_GF,AURY_RF,DULHASTI,KOTESHWR,NAPP,NJPC,NTPL,SINGRAULI,TANDA2,UNCHAHAR2,UNCHAHAR3,URI,URI2,ANTA_RF,DADRI_GF,KGSU3AND4,KHSTPP-II,RIHAND3,SALAL,TEHRI,AURY_CRF,BRBCL,BSIUL,CHAMERA1,CHAMERA3,JHAJJAR,KHSTPP-I,KKNPPU2,SASAN,UNCHAHAR1,ANTA_CRF,AURY_GF,AURY_LF,DADRI_CRF
83,20:30-20:45,0,0,8.63,192.57,2.76,0,97.49000000000001,49.6,44.82,16.68,0,0,65.6,11.91,0,0,5.85,48.09,0,689.09,0,0,0,27.87,39.04,125.27,0,19.49,0,0,7.18,0,0,57.98,0,0,22.05,0,0,0,74.03,38.45,45.08,24.23,177.45,0,113.75,5.25,43.92,27.38,17.67,33.52,48.55,0,0,98.87,130.84,78.44,82.36,0,24.99,0,42.35,23.8,567.88,45.53,0,371.25,21.65,0,0,0,0

84,20:45-21:00,0,0,8.63,192.57,2.76,0,97.49000000000001,47.12,42.46,16.68,0,0,65.6,11.91,0,0,5.68,48.09,0,689.09,0,0,0,26.4,39.04,125.27,0,18.34,0,0,6.97,0,0,50.55,0,0,22.23,0,0,0,74.03,38.32,45.08,24.23,175.8,0,113.75,5.25,43.92,27.38,17.67,33.52,48.55,0,0,98.87,130.84,78.44,82.36,0,24.99,0,42.15,22.61,582.88,45.53,0,371.25,21.65,0,0,0,0

85,21:00-21:15,0,0,8.63,192.57,2.76,0,97.49000000000001,47.12,42.46,16.68,0,0,65.6,11.91,0,0,5.68,48.09,0,689.09,0,0,0,26.4,39.04,125.27,0,18.34,0,0,6.97,0,0,50.55,0,0,22.79,0,0,0,74.03,38.32,45.08,24.23,175.8,0,113.75,5.25,43.92,27.38,52.36,33.52,49.31,0,0,98.87,130.84,78.44,82.36,0,24.99,0,42.15,22.61,583.88,45.53,0,371.25,21.65,0,0,0,0

86,21:15-21:30,0,0,8.63,192.57,2.76,0,100.13,47.12,42.46,16.68,0,0,65.6,11.91,0,0,5.68,48.09,0,689.09,0,0,0,26.4,39.04,125.27,0,18.34,0,0,6.97,0,0,50.55,0,0,22.97,0,0,0,74.03,38.32,45.08,24.23,175.8,0,113.75,5.25,43.92,27.38,52.36,33.52,49.31,0,0,98.87,130.84,78.44,82.36,0,24.99,0,42.15,22.61,582.88,45.53,0,371.25,21.65,0,0,0,0

87,21:30-21:45,0,0,8.63,192.57,3.23,0,105.4,49.6,44.82,16.68,0,0,65.6,11.91,0,0,5.85,48.09,0,689.09,0,0,0,27.87,39.04,125.27,0,19.49,0,0,7.18,0,0,57.98,0,0,23.14,0,0,0,74.03,38.45,45.08,24.23,177.45,0,113.75,5.25,43.92,27.38,35.33,33.52,50.08,0,0,98.87,130.84,78.44,82.36,0,24.99,0,42.35,23.8,577.88,45.53,0,371.25,21.65,0,0,0,0

88,21:45-22:00,0,0,8.63,192.57,3.23,0,105.4,49.6,44.82,16.68,0,0,65.6,11.91,0,0,5.85,48.09,0,689.09,0,0,0,27.87,39.04,125.27,0,19.49,0,0,7.18,0,0,57.98,0,0,23.3,0,0,0,74.03,38.45,45.08,24.23,177.45,0,113.75,5.25,43.92,27.38,35.33,33.52,50.08,0,0,98.87,130.84,78.44,82.36,0,24.99,0,42.35,23.8,579.88,45.53,0,371.25,21.65,0,0,0,0

89,22:00-22:15,0,0,8.63,192.57,3.23,0,105.4,49.6,44.82,16.68,0,0,65.6,11.91,0,0,5.85,48.09,0,689.09,0,0,0,27.87,39.04,125.27,0,19.49,0,0,7.18,0,0,57.98,0,0,23.44,0,0,0,74.03,38.45,45.08,24.23,177.45,0,113.75,5.25,43.92,27.38,30.91,33.52,50.58,0,0,98.87,130.84,78.44,82.36,0,24.99,0,42.35,23.8,591.88,45.53,0,371.25,21.65,0,0,0,0

90,22:15-22:30,0,0,8.63,192.57,3.23,0,105.4,49.6,44.82,16.68,0,0,65.6,11.91,0,0,5.85,48.09,0,689.09,0,0,0,27.87,39.04,125.27,0,19.49,0,0,7.18,0,0,57.98,0,0,23.54,0,0,0,74.03,38.45,45.08,24.23,177.45,0,113.75,5.25,43.92,27.38,30.91,33.52,50.58,0,0,98.87,130.84,78.44,82.36,0,24.99,0,42.35,23.8,592.88,45.53,0,371.25,21.65,0,0,0,0

91,22:30-22:45,0,0,8.63,192.57,3.23,0,105.4,47.12,42.46,16.68,0,0,65.6,11.91,0,0,5.68,48.09,0,689.09,0,0,0,26.4,39.04,125.27,0,18.34,0,0,6.97,0,0,49.07,0,0,23.59,0,0,0,74.03,38.32,45.08,24.23,175.8,0,113.75,5.25,43.92,27.38,30.91,33.52,50.83,0,0,98.87,130.84,78.44,82.36,0,24.99,6.52,42.15,22.61,599.88,45.53,0,371.25,21.65,0,0,0,0

92,22:45-23:00,0,0,8.63,192.57,3.23,0,105.4,47.12,42.46,16.68,0,0,65.6,11.91,0,0,5.68,48.09,0,689.09,0,0,0,26.4,39.04,125.27,0,18.34,0,0,6.97,0,0,49.07,0,0,23.64,0,0,0,74.03,38.32,45.08,24.23,175.8,0,113.75,5.25,43.92,27.38,30.91,33.52,50.83,0,0,98.87,130.84,78.44,82.36,0,24.99,6.52,42.15,22.61,599.88,45.53,0,371.25,21.65,0,0,0,0

93,23:00-23:15,0,0,8.63,192.57,3.23,0,105.4,47.12,42.46,16.68,0,0,65.6,11.91,0,0,5.68,48.09,0,689.03,0,0,0,26.4,39.04,125.27,0,18.34,0,0,6.97,0,0,49.07,0,0,24.13,0,0,0,77.93,38.32,45.08,24.23,175.8,0,113.75,5.25,43.92,27.38,4.41,33.52,51.59,0,0,98.87,130.84,78.44,82.36,0,24.99,13.04,42.15,22.61,595.88,45.53,0,371.25,21.65,0,0,0,0

94,23:15-23:30,0,0,8.63,192.57,3.23,0,105.4,47.12,42.46,16.68,0,0,65.6,11.91,0,0,5.68,48.09,0,689.02,0,0,0,26.4,39.04,125.27,0,18.34,0,0,6.97,0,0,49.07,0,0,24.18,0,0,0,77.93,38.32,45.08,24.23,175.8,0,113.75,5.25,43.92,27.38,4.41,33.52,51.59,0,0,98.87,130.84,78.44,82.36,0,24.99,19.56,42.15,22.61,590.88,45.53,0,371.25,21.65,0,0,0,0

95,23:30-23:45,0,0,8.63,192.57,3.23,0,105.4,47.12,42.46,16.68,0,0,65.6,11.91,0,0,5.68,48.09,0,689.01,0,0,0,26.4,39.04,125.27,0,18.34,0,0,6.97,0,0,49.07,0,0,24.2,0,0,0,77.93,38.32,45.08,24.23,175.8,0,113.75,5.25,43.92,27.38,4.41,33.52,51.84,0,0,98.87,130.84,78.44,82.36,0,24.99,13.04,42.15,22.61,585.88,45.53,0,337.5,21.65,0,0,0,0

96,23:45-24:00,0,0,8.63,192.57,3.23,0,105.4,47.12,42.46,16.68,0,0,65.6,11.91,0,0,5.68,48.09,0,689.01,0,0,0,26.4,39.04,125.27,0,18.34,0,0,6.97,0,0,49.07,0,0,24.25,0,0,0,77.93,38.32,45.08,24.23,175.8,0,113.75,5.25,43.92,27.38,4.41,33.52,51.84,0,0,98.87,130.84,78.44,82.36,0,24.99,13.04,42.15,22.61,580.88,45.53,0,315,21.65,0,0,0,0

