Block,Time Block,NLCIIST1,NJPC,NLCIIST2,NAPP,NLCEXP,KHSTPP-I,MAPS,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KUDGI,KISHANGANGA,KGSU1AND2,KGSU3AND4,FSTPP I & II,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_CRF,ANTA_CRF,AURY_RF,DADRI_GF,ANTA_RF,AURY_LF,ANTA_LF,AURY_GF,ANTA_GF,DHAULIGNGA,DULHASTI,DADRT2,VALLURNTECL,JHAJJAR,UNCHAHAR2,UNCHAHAR4,TALST2,TEHRI,TANAKPUR,UNCHAHAR1,TANDA2,TALA,UNCHAHAR3,TelanganaSTPP,URI2,URI,BSIUL,CHAMERA3,CHAMERA2,BRBCL,CHAMERA1,RAPPB,RAMPUR,RAPPC,NTPL,PARBATI3,SIMHST2,RIHAND1,SINGRAULI_HYDRO,SALAL,SEWA2,SINGRAULI,RSTPSU1TO6,RSTPSU7,RIHAND3,SASAN,RIHAND2,SIMHST1,NLCTS2EXP,NNTPP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,0,0,0,19.48,0,24.5,0,8.52,78.31,0,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,302.53,0,228.91,22.38,0,0,22.5,0.49,13.28,0,0,13.94,0,28.42,34.97,0,0,0,19.2,0,0,0,24.61,0,0,0,76.58,0.72,12.83,3.2,116,0,0,59.67,394.2,98.23,0,0,0,0,0,0,0,0

62,15:15-15:30,0,0,0,19.48,0,24.5,0,8.52,78.31,0,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,302.53,0,228.91,22.38,0,0,22.5,0.49,13.28,0,0,13.94,0,28.42,34.97,0,0,0,19.2,0,0,0,24.61,0,0,0,76.58,0.72,12.83,3.2,116,0,0,59.67,394.2,98.23,0,0,0,0,0,0,0,0

63,15:30-15:45,0,0,0,19.48,0,24.5,0,8.52,78.31,0,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,302.53,0,228.91,22.38,0,0,22.5,0.49,13.28,0,0,13.94,0,28.42,34.97,0,0,0,19.2,0,0,0,24.61,0,0,0,76.58,0.72,12.83,3.2,116,0,0,59.67,394.2,98.23,0,0,0,0,0,0,0,0

64,15:45-16:00,0,0,0,19.48,0,24.5,0,8.52,78.31,0,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,302.53,0,228.91,22.38,0,0,22.5,0.49,13.28,0,0,13.94,0,28.42,34.97,0,0,0,19.2,0,0,0,24.61,0,0,0,76.58,0.72,12.83,3.2,116,0,0,59.67,394.2,98.23,0,0,0,0,0,0,0,0

65,16:00-16:15,0,0,0,19.48,0,24.5,0,8.52,78.31,0,0,0,0,0,0,0,9.61,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,303.5,0,228.91,22.38,0,0,33.74,1.48,13.28,0,0,13.94,0,28.42,34.97,1.06,0,0,19.2,0,0,0,24.61,0,0,0,81.67,0.72,12.83,9.22,116,0,0,59.67,381.79,98.23,0,0,0,0,0,0,0,0

66,16:15-16:30,0,0,0,19.48,0,24.5,0,8.52,78.31,0,0,0,0,0,0,0,9.61,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,303.5,0,228.91,22.38,0,0,33.74,1.48,13.28,0,0,13.94,0,28.42,34.97,6.26,0,0,19.2,13.43,0,0,24.61,0,0,0,81.67,0.72,12.83,10.11,116,0,0,59.67,381.79,98.23,0,0,0,0,0,0,0,0

67,16:30-16:45,0,22.45,0,19.48,0,24.5,0,8.52,78.31,0,0,0,0,0,0,0,9.61,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,303.5,0,228.91,22.38,0,0,33.74,1.48,13.28,0,0,13.94,0,28.42,33.92,6.26,0,0,19.2,26.97,0,0,24.61,0,0,0,76.58,0.72,12.83,10.11,113.34,0,0,59.67,381.79,98.23,0,0,0,0,0,0,0,0

68,16:45-17:00,0,44.91,0,19.48,0,27.15,0,8.52,81.16,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,7.6,15.82,303.5,0,228.91,22.38,0,0,33.74,1.48,13.28,0,0,13.94,0,28.42,33.92,6.26,0,3.84,19.2,26.97,0,0,24.61,0,0,0,82.33,0.72,12.83,10.11,85.06,0,0,59.67,381.79,98.23,0,0,0,0,0,0,0,0

69,17:00-17:15,0,67.36,0,19.48,0,25.81,0,8.52,78.31,0,0,0,0,0,0,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,7.6,31.64,303.5,0,228.91,22.38,0,0,45,1.48,13.28,0,0,13.94,0,28.42,33.92,6.26,9.29,7.67,19.2,40.46,0,0,24.61,0,0,0,76.58,0.72,12.83,10.11,116,0,0,59.67,381.79,98.23,0,0,0,0,0,0,0,0

70,17:15-17:30,0,89.82,0,19.48,0,25.18,0,17.04,78.31,0,0,0,0,0,0,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,16.61,31.64,303.5,0,228.91,22.38,0,0,45,1.48,13.28,0,0,13.94,0,28.42,33.92,6.26,18.58,12.64,19.2,40.46,0,0,24.61,0,0,0,76.58,0.72,12.83,10.11,116,0,0,59.67,381.79,98.23,0,0,0,0,0,0,0,0

71,17:30-17:45,0,112.27,0,19.48,0,31.72,0,37.49,105.55,0,0,0,0,0,0,0,12.54,0,0,0,0,0,0,0,0,0,0,0,0,26.31,47.45,312.13,0,228.91,22.38,0,0,45,1.48,11.4,0,0,13.94,0,31.9,38.16,18.78,27.9,37.93,19.2,40.46,0,0,24.61,0,0,0,76.58,0.72,12.83,15.18,116,0,0,59.67,381.79,98.23,0,0,0,0,0,0,0,0

72,17:45-18:00,0,134.74,0,19.48,0,32.33,0,37.49,105.55,0,0,0,0,0,0,0,12.54,0,0,0,0,0,0,0,0,0,0,0,0,26.31,47.45,312.13,0,231.62,27.62,0,0,45,1.48,13.01,0,0,15.74,0,31.9,38.16,18.78,27.9,37.93,19.2,40.46,0,0,24.61,0,0,0,76.58,0.72,12.83,15.18,116,0,0,59.67,381.79,98.23,0,0,0,0,0,0,0,0

73,18:00-18:15,0,134.74,0,19.48,0,32.33,0,37.49,105.55,0,0,0,0,0,0,0,12.54,0,0,0,0,0,0,0,0,0,0,0,0,26.31,47.45,312.13,0,231.62,27.62,0,0,26.25,1.48,13.01,0,0,17.32,0,31.9,38.16,18.78,27.9,37.93,19.2,18.96,0,0,24.61,0,0,0,76.58,0.72,14.51,15.18,116,0,0,59.67,381.79,98.23,0,0,0,0,0,0,0,0

74,18:15-18:30,0,134.74,0,19.48,0,32.33,0,37.49,122.71,0,0,0,0,0,0,0,12.54,0,0,0,0,0,0,0,0,0,0,0,0,26.31,47.45,312.13,0,231.62,27.62,0,0,33.74,1.48,13.01,0,0,17.32,0,31.9,38.16,18.78,27.9,37.93,19.2,18.96,0,0,24.61,0,0,0,76.58,0.72,66.93,15.18,116,0,0,59.67,381.79,98.23,0,0,0,0,0,0,0,0

75,18:30-18:45,0,134.74,0,19.48,0,43.71,0,37.49,142.37,0,0,0,0,0,0,0,14.96,0,0,0,0,0,0,0,0,0,0,0,0,26.31,47.45,312.13,0,231.62,27.62,0,0,33.74,1.48,13.01,0,0,17.32,0,31.9,34.97,18.78,27.9,37.93,19.2,40.46,0,0,24.61,0,0,0,88.32,0.72,66.93,15.18,134.1,0,0,59.67,394.2,114.01,0,0,0,0,0,0,0,0

76,18:45-19:00,0,112.27,0,19.48,0,43.71,0,37.49,142.37,0,0,0,0,0,0,0,14.96,0,0,0,0,0,0,0,0,0,0,0,0,26.31,47.45,312.13,0,231.62,27.62,0,0,33.74,1.48,13.01,0,0,17.32,0,31.9,34.97,18.78,27.9,37.93,19.2,40.46,0,0,24.61,0,0,0,88.32,0.72,66.93,15.18,134.1,0,0,59.67,394.2,114.01,0,0,0,0,0,0,0,0

77,19:00-19:15,0,89.82,0,19.48,0,43.71,0,17.04,142.37,0,0,0,0,0,0,0,17.47,0,0,0,0,0,0,0,0,0,0,0,0,17.54,31.64,312.13,0,235.46,37.39,0,0,33.74,1.48,19.73,0,0,22.68,0,28.42,34.97,6.26,9.29,37.93,19.2,26.98,0,0,24.61,0,0,0,88.32,0.72,66.93,15.18,134.1,0,0,59.67,394.2,114.01,0,0,0,0,0,0,0,0

78,19:15-19:30,0,67.36,0,19.48,0,43.71,0,8.52,142.37,0,0,0,0,0,0,0,17.47,0,0,0,0,0,0,0,0,0,0,0,0,7.6,15.82,312.13,0,240.26,40.69,0,0,33.74,1.48,19.73,0,0,25.34,0,28.42,34.97,6.26,0,37.93,19.2,26.98,0,0,24.61,0,0,0,88.32,0.72,25.66,15.18,134.1,0,0,59.67,394.2,114.01,0,0,0,0,0,0,0,0

79,19:30-19:45,0,44.91,0,19.48,0,43.71,0,8.52,142.37,0,0,0,0,0,0,0,17.47,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,312.13,0,235.46,40.69,0,0,33.74,1.48,19.73,0,0,25.34,0,28.42,34.97,6.26,0,3.84,19.2,26.98,0,0,24.61,0,0,0,88.32,0.72,25.66,15.18,134.1,0,0,59.67,394.2,114.01,0,0,0,0,0,0,0,0

80,19:45-20:00,0,22.45,0,19.48,0,43.71,0,8.52,142.37,0,0,0,0,0,0,0,17.47,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,312.13,0,235.46,40.69,0,0,33.74,1.48,19.73,0,0,25.34,0,28.42,34.97,6.26,0,0,19.2,24.27,0,0,24.61,0,0,0,88.32,0.72,25.66,15.18,134.1,0,0,59.67,394.2,114.01,0,0,0,0,0,0,0,0

81,20:00-20:15,0,22.45,0,19.48,0,43.71,0,8.52,142.37,0,0,0,0,0,0,0,17.47,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,312.13,0,245.06,38.94,0,0,33.74,1.48,19.56,0,0,23.86,0,29.06,34.97,6.26,0,0,19.2,13.43,0,0,24.61,0,0,0,88.32,0.72,25.66,15.18,134.1,0,0,59.67,394.2,114.01,0,0,0,0,0,0,0,0

82,20:15-20:30,0,0,0,19.48,0,43.71,0,8.52,142.37,0,0,0,0,0,0,0,17.47,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,312.13,0,235.46,38.94,0,0,33.74,1.48,19.56,0,0,23.86,0,29.06,34.97,6.26,0,0,19.2,13.43,0,0,24.61,0,0,0,88.32,0.72,25.66,15.18,134.1,0,0,59.67,394.2,114.01,0,0,0,0,0,0,0,0

83,20:30-20:45,0,0,0,19.48,0,40.12,0,8.52,127.75,0,0,0,0,0,0,0,12.47,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,312.13,0,231.62,31.34,0,0,33.74,1.48,15.41,0,0,19.49,0,29.06,34.97,6.26,0,0,19.2,13.43,0,0,24.61,0,0,0,88.32,0.72,25.66,15.18,134.1,0,0,59.67,394.2,114.01,0,0,0,0,0,0,0,0

84,20:45-21:00,0,0,0,19.48,0,40.12,0,8.52,127.75,0,0,0,0,0,0,0,12.47,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,312.13,0,231.62,31.34,0,0,22.5,1.48,15.41,0,0,19.49,0,29.06,34.97,6.26,0,0,19.2,13.43,0,0,24.61,0,0,0,88.32,0.72,25.66,15.18,134.1,0,0,59.67,394.2,114.01,0,0,0,0,0,0,0,0

85,21:00-21:15,0,0,0,19.48,0,39.37,0,8.52,127.75,0,0,0,0,0,0,0,12.47,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,312.13,0,231.62,31.46,0,0,22.5,0.49,15.37,0,0,19.36,0,29.06,34.97,6.26,0,0,19.2,13.43,0,0,24.61,0,0,0,88.32,0.72,25.66,15.18,134.1,0,0,59.67,394.2,114.01,0,0,0,0,0,0,0,0

86,21:15-21:30,0,0,0,19.48,0,40.13,0,8.52,127.75,0,0,0,0,0,0,0,12.47,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,312.13,0,231.62,27.62,0,0,22.5,0.49,12.99,0,0,17.32,0,29.06,34.97,6.26,0,0,19.2,12.82,0,0,24.61,0,0,0,88.32,0.72,25.66,15.18,134.1,0,0,59.67,394.2,114.01,0,0,0,0,0,0,0,0

87,21:30-21:45,0,0,0,19.48,0,40.13,0,8.52,127.75,0,0,0,0,0,0,0,12.47,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,312.13,0,231.62,27.62,0,0,22.38,0.49,12.99,0,0,17.32,0,29.06,34.97,6.26,0,0,19.2,12.87,0,0,24.61,0,0,0,88.32,0.72,25.66,15.18,134.1,0,0,59.67,394.2,114.01,0,0,0,0,0,0,0,0

88,21:45-22:00,0,0,0,19.48,0,40.13,0,8.52,127.75,0,0,0,0,0,0,0,12.47,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,312.13,0,231.62,27.62,0,0,21.9,0.49,12.99,0,0,17.32,0,29.06,34.97,6.26,0,0,19.2,0,0,0,24.61,0,0,0,88.32,0.72,25.66,15.18,134.1,0,0,59.67,394.2,114.01,0,0,0,0,0,0,0,0

89,22:00-22:15,0,0,0,19.48,0,39.9,0,8.52,127.75,0,0,0,0,0,0,0,12.47,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,312.13,0,231.62,27.62,0,0,21.9,2.46,12.99,0,0,17.32,0,29.06,34.97,6.26,0,0,19.2,0,0,0,24.61,0,0,0,88.32,0.72,25.66,15.18,134.1,0,0,59.67,394.2,114.01,0,0,0,0,0,0,0,0

90,22:15-22:30,0,0,0,19.48,0,40.13,0,8.52,127.75,0,0,0,0,0,0,0,12.47,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,312.13,0,231.62,27.62,0,0,21.9,2.46,12.99,0,0,17.32,0,29.06,34.97,6.26,0,0,19.2,0,0,0,24.61,0,0,0,88.32,0.72,25.66,15.18,134.1,0,0,59.67,394.2,114.01,0,0,0,0,0,0,0,0

91,22:30-22:45,0,0,0,19.48,0,40.13,0,8.52,127.57,0,0,0,0,0,0,0,12.47,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,312.13,0,231.62,27.62,0,0,21.9,2.46,12.99,0,0,17.32,0,29.06,34.97,6.26,0,0,19.2,0,0,0,24.61,0,0,0,88.32,0.72,12.83,15.18,134.1,0,0,59.67,394.2,114.01,0,0,0,0,0,0,0,0

92,22:45-23:00,0,0,0,19.48,0,40.13,0,8.52,127.57,0,0,0,0,0,0,0,12.47,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,312.13,0,231.62,27.62,0,0,21.9,2.46,12.99,0,0,17.32,0,29.06,34.97,6.26,0,0,19.2,0,0,0,24.61,0,0,0,88.32,0.72,12.83,15.18,134.1,0,0,59.67,394.2,114.01,0,0,0,0,0,0,0,0

93,23:00-23:15,0,0,0,19.48,0,39.92,0,8.52,127.57,0,0,0,0,0,0,0,12.54,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,312.13,0,231.62,27.62,0,0,21.9,1.97,12.99,0,0,17.32,0,29.06,34.13,6.26,0,0,19.2,0,0,0,24.61,0,0,0,88.32,0.72,12.83,15.18,134.1,0,0,59.67,394.2,114.01,0,0,0,0,0,0,0,0

94,23:15-23:30,0,0,0,19.48,0,39.37,0,8.52,127.57,0,0,0,0,0,0,0,12.54,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,312.13,0,231.62,27.62,0,0,21.9,1.97,12.99,0,0,17.32,0,29.06,34.13,6.26,0,0,19.2,0,0,0,24.61,0,0,0,88.32,0.72,12.83,15.18,134.1,0,0,59.67,394.2,114.01,0,0,0,0,0,0,0,0

95,23:30-23:45,0,0,0,19.48,0,40.76,0,8.52,127.57,0,0,0,0,0,0,0,12.54,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,312.13,0,231.62,27.62,0,0,21.9,1.97,12.99,0,0,17.32,0,29.06,34.13,6.26,0,0,19.2,0,0,0,24.61,0,0,0,88.32,0.72,2.24,15.18,134.1,0,0,59.67,394.2,114.01,0,0,0,0,0,0,0,0

96,23:45-24:00,0,0,0,19.48,0,40.38,0,8.52,127.57,0,0,0,0,0,0,0,12.54,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,312.13,0,231.62,27.62,0,0,21.9,1.97,12.99,0,0,17.32,0,29.06,34.13,6.26,0,0,19.2,0,0,0,24.61,0,0,0,88.32,0.72,2.24,15.18,134.1,0,0,59.67,394.2,114.01,0,0,0,0,0,0,0,0

