Block,Time Block,NLCIIST2,NLCIIST1,NLCEXP,NJPC,KKNPPU2,KOLDAM,KHSTPP-II,KISHANGANGA,KKNP,MAPS,KOTESHWR,NAPP,KUDGI,KHSTPP-I,DADRI_LF,DADRI_RF,DADRI_GF,BSIUL,BRBCL,CHAMERA2,CHAMERA1,DULHASTI,DADRT2,DHAULIGNGA,JHAJJAR,KGSU3AND4,FSTPP I & II,KGSU1AND2,ANTA_RF,ANTA_LF,AURY_LF,AURY_GF,AURY_RF,ANTA_CRF,ANTA_GF,DADRI_CRF,AURY_CRF,VALLURNTECL,URI2,UNCHAHAR1,UNCHAHAR4,UNCHAHAR3,UNCHAHAR2,URI,TEHRI,TANAKPUR,SINGRAULI_HYDRO,TANDA2,SIMHST2,TelanganaSTPP,TALA,SINGRAULI,TALST2,CHAMERA3,RAPPB,RIHAND2,SASAN,RIHAND1,SIMHST1,RAMPUR,RSTPSU1TO6,NLCTS2EXP,RAPPC,RSTPSU7,NNTPP,SALAL,SEWA2,NTPL,RIHAND3,PARBATI3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
57,14:00-14:15,0,0,0,123.75,0,3.88,83.06,1.39,0,0,28.07,43.68,0,38.27,0,0,0,6.31,17.45,14.28,0,52.1,365.45,39.13,111.47,0,9.96,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,65.87,11.53,0,0,0,0,8.68,132.21,0,10.35,0,115.02,403.14,44.26,0,2.69,0,0,58.33,0,0,76.88,0,0,120.4,14.97,0,0,0,0,0

58,14:15-14:30,0,0,0,123.75,0,3.88,83.06,1.39,0,0,28.07,43.68,0,43.51,0,0,0,6.31,17.7,14.28,0,52.1,365.45,39.13,111.47,0,9.96,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,68.64,11.53,0,0,0,0,8.68,132.21,0,10.35,0,115.02,403.14,44.26,0,2.69,0,0,58.33,0,0,76.88,0,0,120.4,14.97,0,0,0,0,0

59,14:30-14:45,0,0,0,123.75,0,3.88,83.06,1.39,0,0,28.07,43.68,0,43.51,0,0,0,6.31,18.04,14.28,0,52.1,365.45,39.13,111.47,0,9.96,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,68.64,11.53,0,0,0,0,8.68,132.21,0,10.35,0,115.02,403.14,44.26,0,2.69,0,0,58.33,0,0,76.88,5.61,0,120.4,14.97,0,0,0,0,0

60,14:45-15:00,0,0,0,123.75,0,3.88,83.06,1.39,0,0,28.07,43.68,0,43.51,0,0,0,6.31,19.1,14.28,12.24,52.1,365.45,39.13,111.47,0,9.96,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,68.64,11.53,0,0,0,0,8.68,132.21,0,10.35,0,115.02,403.14,44.26,0,2.69,0,0,58.33,0,0,76.88,5.61,0,120.4,14.97,0,0,0,0,0

61,15:00-15:15,0,0,0,123.75,0,3.88,83.06,1.39,0,0,28.07,43.68,0,43.51,0,0,0,6.31,19.37,14.28,12.24,52.1,367.06,39.13,111.47,0,9.96,0,0,0,0,0,0,0,0,0,0,0,32.91,14.56,0,18.97,30.62,43.3,68.64,11.53,0,0,0,0,8.68,132.21,0,10.35,0,115.02,403.14,44.26,0,2.69,0,0,58.33,0,0,76.88,11.22,0,120.4,14.97,0,0,0,0,0

62,15:15-15:30,0,0,0,123.75,0,3.88,83.06,1.39,0,0,28.07,43.68,0,43.51,0,0,0,6.31,19.37,14.28,12.24,52.1,386.43,39.13,111.47,0,9.96,0,0,0,0,0,0,0,0,0,0,0,32.91,14.56,0,18.97,30.62,43.3,68.64,11.53,0,0,0,0,8.68,132.21,0,10.35,0,115.02,403.14,44.26,0,2.69,0,0,58.33,0,0,76.88,11.22,0,120.4,14.97,0,0,0,0,0

63,15:30-15:45,0,0,0,123.75,0,3.88,83.06,1.39,0,0,28.07,43.68,0,43.51,0,0,0,6.31,19.37,14.28,12.24,52.1,415.49,39.13,111.47,0,9.96,0,0,0,0,0,0,0,0,0,0,0,32.91,14.56,0,18.97,30.62,43.3,68.64,11.53,0,0,0,0,8.68,132.21,0,16.34,0,115.02,403.14,44.26,0,2.69,0,0,58.33,0,0,76.88,11.22,0,120.4,14.97,0,0,0,0,0

64,15:45-16:00,0,0,0,123.75,0,3.88,83.06,1.39,0,0,28.07,43.68,0,43.51,0,0,0,6.31,19.37,21.68,12.24,52.1,423.23,39.13,111.47,0,9.96,0,0,0,0,0,0,0,0,0,0,0,32.91,14.56,0,18.97,30.62,43.3,68.64,11.53,0,0,0,0,8.66,132.21,0,16.34,0,115.02,403.14,44.26,0,2.69,0,0,58.33,0,0,76.88,11.22,0,120.4,14.97,0,0,0,0,0

65,16:00-16:15,0,0,0,123.75,0,3.88,83.06,1.39,0,0,28.07,43.68,0,43.51,0,0,0,6.31,19.37,21.68,12.24,52.1,424.2,39.13,111.47,0,9.96,0,0,0,0,0,0,0,0,0,0,0,32.91,14.56,0,18.97,30.62,43.3,68.64,11.53,0,0,0,0,8.63,132.21,0,16.34,0,115.02,403.14,44.26,0,2.69,0,0,58.33,0,0,76.88,15.61,0,120.4,14.97,0,0,0,0,0

66,16:15-16:30,0,0,0,123.75,0,3.88,83.06,1.39,0,0,28.07,43.68,0,43.51,0,0,0,6.31,19.37,21.68,12.24,52.1,450.35,39.13,111.47,0,9.96,0,0,0,0,0,0,0,0,0,0,0,32.91,14.56,0,18.97,30.62,43.3,74.48,11.53,0,0,0,0,8.63,132.21,0,16.34,0,115.02,403.14,44.26,0,2.69,0,0,58.33,0,0,76.88,15.61,0,120.4,14.97,0,0,0,0,0

67,16:30-16:45,0,0,0,123.75,0,3.88,83.06,1.39,0,0,28.07,43.68,0,43.51,0,0,0,6.31,19.37,21.68,25.25,52.1,524.93,39.13,111.47,0,9.96,0,0,0,0,0,0,0,0,0,0,0,32.91,14.56,0,18.97,30.62,43.3,74.48,11.53,0,0,0,0,8.56,132.21,0,16.34,0,115.02,403.14,44.26,0,2.69,0,0,58.33,0,0,76.88,15.61,0,120.4,3.4,0,0,0,0,0

68,16:45-17:00,0,0,0,123.75,0,3.88,83.06,1.39,0,0,28.07,43.68,0,43.51,0,0,0,6.31,19.37,21.68,25.25,52.1,527.83,39.13,111.47,0,9.96,0,0,0,0,0,0,0,0,0,0,0,32.91,14.56,0,18.97,30.62,43.3,74.48,11.53,0,0,0,0,8.52,132.21,0,16.34,0,115.02,403.14,44.26,0,2.69,0,0,58.33,0,0,76.88,15.61,0,120.4,3.4,0,0,0,0,0

69,17:00-17:15,0,0,0,123.75,0,3.88,83.24,1.39,0,0,28.07,43.68,0,38.05,0,0,0,6.31,19.37,21.68,27.21,52.1,527.83,39.13,111.47,0,10.29,0,0,0,0,0,0,0,0,0,0,0,32.91,14.56,0,18.97,30.62,43.3,74.48,11.53,0,0,0,0,8.79,132.21,0,16.34,0,115.02,403.14,44.26,0,2.69,0,0,58.33,0,0,76.88,15.61,0,120.4,3.4,0,0,0,0,0

70,17:15-17:30,0,0,0,123.75,0,3.88,83.24,1.39,0,0,28.07,43.68,0,38.05,0,0,0,6.31,19.37,21.68,27.21,52.1,527.83,39.13,111.47,0,10.29,0,0,0,0,0,0,0,0,0,0,0,32.91,14.56,0,18.97,30.62,43.3,74.48,11.53,0,0,0,0,8.79,132.21,0,16.34,0,115.02,403.14,44.26,0,2.69,0,0,58.33,0,0,76.88,15.61,0,120.4,3.4,0,0,0,0,0

71,17:30-17:45,0,0,0,161.84,0,3.88,95.76,1.39,0,0,28.07,43.68,0,43.51,0,0,0,6.31,19.37,21.68,40.82,52.1,518.15,39.13,111.47,0,14.81,0,0,0,0,0,0,0,0,0,0,0,32.91,14.56,0,18.97,36.08,43.3,74.48,11.53,0,0,0,0,8.37,132.21,0,16.34,0,115.02,403.14,44.26,0,3.43,0,0,58.33,0,0,74.27,15.61,0,120.4,3.4,0,0,0,0,0

72,17:45-18:00,0,0,0,161.84,0,3.88,95.76,1.39,0,0,28.07,43.68,0,43.51,0,0,0,6.31,19.37,21.68,40.82,52.1,527.83,39.13,111.47,0,14.81,0,0,0,0,0,0,0,0,0,0,0,32.91,14.56,0,18.97,36.44,43.3,74.48,11.53,0,0,0,0,8.37,132.21,0,16.34,0,115.02,403.14,44.26,0,3.43,0,0,58.33,0,0,74.27,15.61,0,120.4,5.44,0,0,0,0,0

73,18:00-18:15,0,0,0,161.84,0,3.88,95.76,1.39,0,0,37.42,43.68,0,43.51,0,0,0,6.31,19.37,21.68,40.82,52.1,556.89,39.13,199.81,0,14.81,0,0,0,0,0,0,0,0,0,0,0,32.91,14.56,0,18.97,36.44,43.3,74.48,11.53,0,0,0,0,8.94,132.21,0,16.34,0,115.02,403.14,44.26,0,3.43,0,0,58.33,0,0,74.27,15.61,0,120.4,10.89,0,0,0,0,0

74,18:15-18:30,0,0,0,161.84,0,3.88,95.76,2.79,0,0,37.42,43.68,0,43.51,0,0,0,6.31,18.27,21.68,40.82,52.1,532.68,39.13,288.91,0,14.81,0,0,0,0,0,0,0,0,0,0,0,32.91,14.56,0,18.97,36.44,43.3,74.48,11.53,0,0,0,0,8.94,132.21,0,16.34,0,115.02,403.14,44.26,0,3.43,0,0,58.33,0,0,74.27,15.61,0,120.4,52.41,0,0,0,0,0

75,18:30-18:45,0,0,0,163.35,0,3.88,95.76,4.18,0,0,41.59,43.68,0,43.51,0,0,0,18.94,18.46,44.21,40.82,53.34,527.83,40.12,363.01,0,14.81,0,0,0,0,0,0,0,0,0,0,0,32.91,14.56,0,18.97,35.52,43.3,74.48,12.28,0,0,0,0,8.94,132.21,0,32.68,0,115.02,403.14,44.26,0,3.51,0,0,58.33,0,0,74.27,16.82,0,120.4,52.41,0,0,0,0,0

76,18:45-19:00,0,0,0,163.35,0,3.88,95.76,4.18,0,0,41.59,43.68,0,43.51,0,0,0,18.94,19.37,44.21,40.82,53.34,583.93,40.12,391.69,0,14.81,0,0,0,0,0,0,0,0,0,0,0,32.91,19.54,0,24.97,39.82,43.3,74.48,12.28,0,0,0,0,8.94,132.21,0,32.68,0,115.02,403.14,44.26,0,3.51,0,0,58.33,0,0,74.27,16.82,0,120.4,52.41,0,0,0,0,0

77,19:00-19:15,0,0,0,163.35,0,3.88,95.76,4.18,0,0,41.59,43.68,0,43.51,0,0,0,18.94,19.37,44.21,40.82,53.34,657.41,40.12,391.69,0,14.81,0,0,0,0,0,0,0,0,0,0,0,32.91,19.54,0,24.97,39.82,43.3,74.48,10.3,0,0,0,0,8.94,132.21,0,32.68,0,115.02,403.14,44.26,0,3.51,0,0,58.33,0,0,74.27,16.82,0,120.4,52.41,0,0,0,0,0

78,19:15-19:30,0,0,0,163.35,0,3.88,95.76,4.18,0,0,41.59,43.68,0,43.51,0,0,0,18.94,19.37,44.21,40.82,53.34,657.41,40.12,391.69,0,14.81,0,0,0,0,0,0,0,0,0,0,0,32.91,19.54,0,24.97,39.82,43.3,74.48,10.3,0,0,0,0,8.94,132.21,0,32.68,0,115.02,403.14,44.26,0,3.51,0,0,58.33,0,0,74.27,16.82,0,120.4,52.41,0,0,0,0,0

79,19:30-19:45,0,0,0,163.35,0,3.88,95.76,4.18,0,0,41.59,43.68,0,43.51,0,0,0,18.94,19.37,44.21,40.82,53.34,657.41,40.12,391.69,0,14.81,0,0,0,0,0,0,0,0,0,0,0,32.91,19.54,0,24.97,39.82,43.3,74.48,10.3,0,0,0,0,7.81,132.21,0,32.68,0,115.02,403.14,44.26,0,3.51,0,0,58.33,0,0,74.27,16.82,0,120.4,52.41,0,0,0,0,0

80,19:45-20:00,0,0,0,163.35,0,3.88,95.76,4.18,0,0,41.59,43.68,0,43.51,0,0,0,18.94,19.37,44.21,40.82,53.34,657.41,40.12,391.69,0,14.81,0,0,0,0,0,0,0,0,0,0,0,32.91,19.54,0,24.97,39.82,43.3,74.48,10.3,0,0,0,0,7.81,132.21,0,32.68,0,115.02,403.14,44.26,0,3.51,0,0,58.33,0,0,74.27,16.82,0,120.4,17.01,0,0,0,0,0

81,20:00-20:15,0,0,0,163.35,0,3.88,95.76,4.18,0,0,41.59,43.68,0,43.51,0,0,0,18.94,19.37,44.21,40.82,53.34,657.41,40.12,391.69,0,14.81,0,0,0,0,0,0,0,0,0,0,0,32.91,19.54,0,24.97,39.82,43.3,74.48,10.3,0,0,0,0,8.2,132.21,0,32.68,0,115.02,403.14,44.26,0,3.51,0,0,58.33,0,0,74.27,16.82,0,120.4,17.01,0,0,0,0,0

82,20:15-20:30,0,0,0,163.35,0,3.88,95.76,4.18,0,0,41.59,43.68,0,43.51,0,0,0,18.94,19.37,44.21,40.82,53.34,657.41,40.12,391.69,0,14.81,0,0,0,0,0,0,0,0,0,0,0,32.91,19.54,0,24.97,39.82,43.3,74.48,12.28,0,0,0,0,8.2,132.21,0,32.68,0,115.02,403.14,44.26,0,3.51,0,0,58.33,0,0,74.27,16.82,0,120.4,17.01,0,0,0,0,0

83,20:30-20:45,0,0,0,161.84,0,3.88,95.76,2.79,0,0,37.42,43.68,0,43.51,0,0,0,3.2,19.37,30.34,40.82,52.1,587.5,39.13,363.01,0,14.81,0,0,0,0,0,0,0,0,0,0,0,32.91,17.49,0,22.5,35.52,43.3,74.48,10.67,0,0,0,0,8.2,132.21,0,24.51,0,115.02,403.14,44.26,0,3.43,0,0,58.33,0,0,74.27,16.82,0,120.4,17.01,0,0,0,0,0

84,20:45-21:00,0,0,0,161.84,0,3.88,95.76,2.79,0,0,37.42,43.68,0,43.51,0,0,0,3.2,19.37,30.34,40.82,52.1,585.56,39.13,363.01,0,14.81,0,0,0,0,0,0,0,0,0,0,0,32.91,17.49,0,22.5,35.52,43.3,74.48,9.55,0,0,0,0,8.48,132.21,0,24.51,0,115.02,403.14,44.26,0,3.43,0,0,58.33,0,0,74.27,16.82,0,120.4,17.01,0,0,0,0,0

85,21:00-21:15,0,0,0,161.84,0,3.88,95.76,2.79,0,0,37.42,43.68,0,43.51,0,0,0,3.2,19.37,30.34,40.82,52.1,657.41,39.13,391.69,0,14.81,0,0,0,0,0,0,0,0,0,0,0,32.91,19.54,0,24.97,39.82,43.3,74.48,10.3,0,0,0,0,9,132.21,0,24.51,0,115.02,403.14,44.26,0,3.43,0,0,58.33,0,0,74.27,16.82,0,120.4,17.01,0,0,0,0,0

86,21:15-21:30,0,0,0,161.84,0,3.88,95.76,2.79,0,0,37.42,43.68,0,43.51,0,0,0,3.2,19.37,30.34,40.82,52.1,657.41,39.13,391.69,0,14.81,0,0,0,0,0,0,0,0,0,0,0,32.91,19.54,0,24.97,39.82,43.3,74.48,11.53,0,0,0,0,9,132.21,0,24.51,0,115.02,403.14,44.26,0,3.43,0,0,58.33,0,0,74.27,16.82,0,120.4,17.01,0,0,0,0,0

87,21:30-21:45,0,0,0,161.84,0,3.88,95.76,2.79,0,0,37.42,43.68,0,43.51,0,0,0,3.2,18.46,30.34,40.82,52.1,657.41,39.13,391.69,0,14.81,0,0,0,0,0,0,0,0,0,0,0,32.91,19.54,0,24.97,39.82,43.3,74.48,11.53,0,0,0,0,9,132.21,0,24.51,0,115.02,403.14,44.26,0,3.43,0,0,58.33,0,0,74.27,16.82,0,120.4,17.01,0,0,0,0,0

88,21:45-22:00,0,0,0,161.84,0,3.88,95.76,2.79,0,0,37.42,43.68,0,43.51,0,0,0,12.63,19.37,30.34,40.82,52.1,657.41,39.13,391.69,0,14.81,0,0,0,0,0,0,0,0,0,0,0,32.91,19.54,0,24.97,39.82,43.3,74.48,11.53,0,0,0,0,9,132.21,0,24.51,0,115.02,403.14,44.26,0,3.43,0,0,58.33,0,0,74.27,16.82,0,120.4,17.01,0,0,0,0,0

89,22:00-22:15,0,0,0,163.35,0,3.88,95.76,2.79,0,0,41.59,43.68,0,43.51,0,0,0,18.94,19.37,44.21,40.82,53.34,591.88,40.12,366.72,0,14.81,0,0,0,0,0,0,0,0,0,0,0,32.91,19.39,0,24.76,39.51,43.3,74.48,12.28,0,0,0,0,9.28,132.21,0,32.68,0,115.02,403.14,44.26,0,3.51,0,0,58.33,0,0,74.27,16.82,0,120.4,17.01,0,0,0,0,0

90,22:15-22:30,0,0,0,163.35,0,3.88,95.76,2.79,0,0,41.59,43.68,0,43.51,0,0,0,18.94,19.37,44.21,40.82,53.34,585.56,40.12,332.67,0,14.81,0,0,0,0,0,0,0,0,0,0,0,32.91,19.39,0,24.76,39.51,43.3,74.48,12.28,0,0,0,0,9.28,132.21,0,32.68,0,115.02,403.14,44.26,0,3.51,0,0,58.33,0,0,74.27,16.82,0,120.4,17.01,0,0,0,0,0

91,22:30-22:45,0,0,0,163.35,0,3.88,95.76,2.79,0,0,41.59,43.68,0,43.51,0,0,0,18.94,19.37,44.21,40.82,53.34,585.56,40.12,298.63,0,14.81,0,0,0,0,0,0,0,0,0,0,0,32.91,17,0,21.42,39.51,43.3,74.48,12.28,0,0,0,0,9.28,132.21,0,32.68,0,115.02,403.14,44.26,0,3.51,0,0,58.33,0,0,74.27,16.82,0,120.4,17.01,0,0,0,0,0

92,22:45-23:00,0,0,0,163.35,0,3.88,95.76,2.79,0,0,41.59,43.68,0,43.51,0,0,0,18.94,19.37,44.21,40.82,53.34,585.56,40.12,186.47,0,14.81,0,0,0,0,0,0,0,0,0,0,0,32.91,17,0,21.84,39.51,43.3,74.48,12.28,0,0,0,0,9.28,132.21,0,32.68,0,115.02,403.14,44.26,0,3.51,0,0,58.33,0,0,74.27,16.82,0,120.4,17.01,0,0,0,0,0

93,23:00-23:15,0,0,0,161.84,0,3.88,95.76,1.39,0,0,37.42,43.68,0,43.51,0,0,0,12.63,19.37,28.55,40.82,52.1,585.56,39.13,186.47,0,14.81,0,0,0,0,0,0,0,0,0,0,0,32.91,17,0,21.84,39.51,43.3,74.48,11.53,0,0,0,0,9.28,132.21,0,20.7,0,115.02,403.14,44.26,0,3.43,0,0,58.33,0,0,74.27,16.82,0,120.4,14.97,0,0,0,0,0

94,23:15-23:30,0,0,0,161.84,0,3.88,95.76,1.39,0,0,37.42,43.68,0,43.51,0,0,0,12.63,16.97,28.55,40.82,52.1,585.56,39.13,186.47,0,14.81,0,0,0,0,0,0,0,0,0,0,0,32.91,15.01,0,19.42,35.52,43.3,74.48,11.53,0,0,0,0,9.28,132.21,0,20.7,0,115.02,403.14,44.26,0,3.43,0,0,58.33,0,0,74.27,16.82,0,120.4,14.97,0,0,0,0,0

95,23:30-23:45,0,0,0,161.84,0,3.88,95.76,1.39,0,0,37.42,43.68,0,43.51,0,0,0,12.63,16.27,28.55,40.82,52.1,585.56,39.13,186.47,0,14.81,0,0,0,0,0,0,0,0,0,0,0,32.91,15.01,0,19.42,36.44,43.3,74.48,11.53,0,0,0,0,9.28,132.21,0,20.7,0,115.02,403.14,44.26,0,3.43,0,0,58.33,0,0,74.27,16.82,0,120.4,14.97,0,0,0,0,0

96,23:45-24:00,0,0,0,161.84,0,3.88,95.76,1.39,0,0,37.42,43.68,0,43.51,0,0,0,12.63,14.23,28.55,40.82,52.1,585.56,39.13,186.47,0,14.81,0,0,0,0,0,0,0,0,0,0,0,32.91,15.01,0,19.42,36.44,43.3,74.48,11.53,0,0,0,0,9.28,132.21,0,20.7,0,115.02,403.14,44.26,0,3.43,0,0,58.33,0,0,74.27,16.82,0,120.4,14.97,0,0,0,0,0

