Block,Time,RIHAND3,SEWA2,JHAJJAR,AURY_LF,RAMPUR,URI2,RIHAND1,AURY_CRF,KOTESHWR,AURY_RF,BSIUL,DADRI_GF,SINGRAULI,ANTA_RF,UNCHAHAR2,RIHAND2,TEHRI,KISHANGANGA,DADRI_CRF,URI,TANAKPUR,TANDA2,UNCHAHAR1,PARBATI3,DULHASTI,RAPPB,KOLDAM,ANTA_LF,CHAMERA1,GANDHAR-NAPM,MOUDA_II,KSTPS I&II,KAPS,SIPAT II,DADRI_RF,MOUDA,SASAN,KHSTPP-I,VSTPS III,VSTPS IV,KSTPS7,SOLAPUR,DADRT2,ANTA_GF,KAWAS-ComGas,ANTA_CRF,UNCHAHAR4,GANDHAR-RLNG,KAWAS-RLNG,SIPAT I,VSTPS II,RAPPC,CHAMERA2,TALA,KHSTPP-II,CHAMERA3,UNCHAHAR3,KAWAS-zLIQ,DADRI_LF,NJPC,VSTPS I,KAWAS-NAPM,GADARWARA-I,LARA-I,GANDHAR-ComGas,NAPP,SALAL,SINGRAULI_HYDRO,GANDHAR-APM,AURY_GF,FSTPP I & II,KHARGONE-I,KAWAS-APM,DHAULIGNGA,BRBCL,VSTPS V,TAPS-II,SIMHST2,NLCTS2EXP,KGSU1AND2,RSTPSU7,NLCIIST2,NTPL,TALST2,NNTPP,RSTPSU1TO6,NLCEXP,KGSU3AND4,KUDGI,MAPS,VALLURNTECL,NLCIIST1,KKNP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,121.902020,16.552026,232.805658,0.000000,0.469813,33.382780,90.877303,0.000000,8.394844,0.000000,19.077300,0.000000,138.769784,0.000000,12.241942,116.284815,0.000000,2.458347,0.000000,47.866680,0.000000,2.351036,11.638011,0.000000,51.937806,0.000000,0.000000,0.000000,0.000000,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,26.138888,1.888156,2.585733,1.292867,3.413167,182.024421,0.000000,0.000000,0.000000,0.739244,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,90.826179,20.367772,13.902926,0.000000,0.000000,24.364289,2.266406,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,11.197863,3.413168,0.000000,0.000000,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.66,1.72,2.10,3.11,0.23,2.29,0.80,1.55,0,0,0,0,0

56,13:45-14:00,121.902020,16.552026,232.805658,0.000000,0.469813,33.382780,90.877303,0.000000,8.394844,0.000000,19.077300,0.000000,138.769784,0.000000,12.241942,116.284815,0.000000,2.458347,0.000000,47.866680,0.000000,2.351036,11.638011,0.000000,51.937806,0.000000,0.000000,0.000000,0.000000,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,26.954876,1.888156,2.585733,1.292867,3.413167,182.040530,0.000000,0.000000,0.000000,0.739244,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,92.948941,20.367772,13.902926,0.000000,0.000000,24.364289,2.266406,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,13.102733,3.413168,0.000000,0.000000,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.66,1.72,2.10,3.11,0.23,2.29,0.80,1.55,0,0,0,0,0

57,14:00-14:15,121.902020,16.552026,229.580853,0.000000,0.469813,33.382780,90.877303,0.000000,0.000000,0.000000,12.629173,0.000000,138.769784,0.000000,12.241942,116.284815,0.000000,2.458347,0.000000,47.866680,0.000000,2.351036,8.577270,0.000000,51.937806,0.000000,0.000000,0.000000,0.000000,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,40.939115,1.888156,2.585733,1.292867,3.413167,181.988980,0.000000,0.000000,0.000000,0.725292,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,20.367772,13.646205,0.000000,0.000000,24.364289,2.266406,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,16.894764,3.413168,0.000000,0.000000,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.66,1.72,2.10,3.11,0.23,2.29,0.80,1.55,0,0,0,0,0

58,14:15-14:30,121.902020,16.552026,229.580853,0.000000,0.469813,33.382780,90.877303,0.000000,0.000000,0.000000,12.629173,0.000000,138.769784,0.000000,17.607481,116.284815,0.000000,2.458347,0.000000,47.866680,0.000000,2.351036,8.577270,0.000000,51.937806,0.000000,0.000000,0.000000,0.000000,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,40.939115,1.888156,2.585733,1.292867,3.413167,182.005089,0.000000,0.000000,0.000000,0.725292,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,20.367772,13.646205,0.000000,0.000000,24.364289,2.266406,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,18.210150,3.413168,0.000000,0.000000,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.60,1.72,2.10,3.11,0.23,2.29,0.80,1.55,0,0,0,0,0

59,14:30-14:45,121.902020,16.552026,229.580853,0.000000,0.469813,33.382780,90.877303,0.000000,0.000000,0.000000,12.629173,0.000000,138.769784,0.000000,28.212918,116.284815,0.000000,2.458347,0.000000,47.866680,0.000000,2.351036,9.128476,0.000000,51.937806,0.000000,0.000000,0.000000,0.000000,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,42.108804,1.888156,2.585733,1.292867,3.413167,182.111670,0.000000,0.000000,0.000000,0.723936,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,20.367772,13.712168,0.000000,0.000000,24.364289,2.266406,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,18.210150,3.413168,0.000000,0.000000,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.60,1.72,2.10,3.11,0.23,2.29,0.80,1.55,0,0,0,0,0

60,14:45-15:00,121.902020,16.552026,229.580853,0.000000,0.469813,33.382780,90.877303,0.000000,0.000000,0.000000,12.629173,0.000000,138.769784,0.000000,28.212918,116.284815,0.000000,2.458347,0.000000,47.866680,0.000000,2.351036,9.530515,0.000000,51.937806,0.000000,0.000000,0.000000,0.000000,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,42.108804,1.888156,2.585733,1.292867,3.413167,182.125629,0.000000,0.000000,0.000000,0.723936,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,20.367772,13.712168,0.000000,0.000000,24.364289,2.266406,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,18.210150,3.413168,0.000000,0.000000,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.60,1.61,2.10,3.11,0.23,2.29,0.77,1.55,0,0,0,0,0

61,15:00-15:15,121.902020,16.552026,229.580853,0.000000,0.469813,34.351375,90.877303,0.000000,0.000000,0.000000,12.629173,0.000000,138.769784,0.000000,41.956548,116.284815,9.530576,2.458347,0.000000,47.866680,0.000000,2.351036,8.683255,3.345696,51.937806,0.000000,0.000000,0.000000,0.000000,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,42.693648,1.888156,2.585733,1.292867,3.413167,215.703852,0.000000,0.000000,0.000000,0.654606,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,20.367772,11.669826,0.000000,0.000000,24.364289,2.266406,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,18.210150,3.413168,0.000000,0.000000,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.60,1.61,2.10,2.78,0.23,2.29,0.77,1.55,0,0,0,0,0

62,15:15-15:30,121.902020,16.552026,229.580853,0.000000,0.857919,34.351375,90.877303,0.000000,0.000000,0.000000,12.629173,0.000000,138.769784,0.000000,41.956548,116.284815,16.338130,2.458347,0.000000,47.866680,0.000000,2.351036,8.683255,3.345696,51.937806,0.000000,0.000000,0.000000,0.000000,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,42.693648,1.888156,2.585733,1.292867,3.413167,263.888487,0.000000,0.000000,0.000000,0.654606,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,20.367772,11.669826,0.000000,0.000000,44.388381,2.266406,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,18.210150,3.413168,0.000000,0.000000,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.60,1.61,2.10,2.78,0.23,2.29,0.77,1.55,0,0,0,0,0

63,15:30-15:45,121.902020,16.552026,301.843353,0.000000,0.857919,34.351375,90.877303,0.000000,0.000000,0.000000,12.629173,0.000000,138.769784,0.000000,41.956548,116.284815,28.591728,2.458347,0.000000,47.866680,0.000000,2.351036,15.334886,3.345696,51.937806,0.000000,0.000000,0.000000,0.000000,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,42.108804,1.888156,2.585733,1.292867,3.413167,311.067228,0.000000,0.000000,0.000000,1.375498,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,20.367772,18.587457,0.000000,0.000000,44.388381,2.266406,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,18.210150,3.413168,0.000000,0.000000,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.53,1.61,2.10,2.78,0.23,2.29,0.77,1.55,0,0,0,0,0

64,15:45-16:00,121.902020,16.552026,351.414561,0.000000,0.857919,34.351375,90.877303,0.000000,0.000000,0.000000,12.629173,0.000000,138.769784,0.000000,41.956548,116.284815,28.591728,2.458347,0.000000,47.866680,0.000000,2.351036,15.496934,3.345696,51.937806,0.000000,0.000000,0.000000,0.000000,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,42.108804,1.888156,2.585733,1.292867,3.413167,311.067228,0.000000,0.000000,0.000000,1.375498,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,20.367772,18.587457,0.000000,0.000000,44.388381,2.266406,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,18.210150,3.413168,0.000000,0.000000,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.53,1.61,2.10,2.78,0.23,2.29,0.77,1.55,0,0,0,0,0

65,16:00-16:15,121.902020,16.552026,351.414561,0.000000,0.857919,33.382780,90.877303,0.000000,0.000000,0.000000,6.314586,0.000000,138.769784,0.000000,41.956548,116.284815,28.591728,2.458347,0.000000,47.866680,0.000000,2.351036,17.491379,3.345696,51.937806,0.000000,0.000000,0.000000,0.000000,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,42.108804,1.888156,2.585733,1.292867,3.413167,330.447067,0.000000,0.000000,0.000000,1.375498,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,20.367772,21.583942,0.000000,0.000000,44.388381,2.204027,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,18.210150,3.413168,0.000000,0.000000,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.53,1.61,2.10,2.04,0.23,2.29,0.77,1.55,0,0,0,0,0

66,16:15-16:30,121.902020,16.552026,351.414561,0.000000,0.857919,33.382780,90.877303,0.000000,0.000000,0.000000,6.314586,0.000000,138.769784,0.000000,41.956548,116.284815,28.591728,2.458347,0.000000,51.057792,0.000000,2.351036,17.491379,3.345696,51.937806,0.000000,0.000000,0.000000,0.000000,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,42.108804,1.888156,2.585733,1.292867,3.413167,330.447067,0.000000,0.000000,0.000000,1.375498,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,20.367772,21.583942,0.000000,0.000000,44.388381,2.204027,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,18.210150,3.413168,0.000000,0.000000,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.53,1.61,2.10,2.04,0.23,2.29,0.77,1.55,0,0,0,0,0

67,16:30-16:45,121.902020,16.552026,361.049561,0.000000,0.857919,33.382780,90.877303,0.000000,0.000000,0.000000,6.314586,0.000000,138.769784,0.000000,41.956548,116.284815,28.591728,2.458347,0.000000,51.057792,0.000000,2.351036,17.491379,3.345696,51.937806,0.000000,0.000000,0.000000,0.000000,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,42.108804,1.888156,2.585733,1.292867,3.413167,0.000000,0.000000,0.000000,0.000000,1.375498,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,20.367772,21.583942,0.000000,0.000000,44.388381,2.204027,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,18.210150,3.413168,0.000000,0.000000,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.53,1.61,2.10,2.54,0.23,2.29,0.77,1.55,0,0,0,0,0

68,16:45-17:00,121.902020,16.552026,361.049561,0.000000,1.021332,33.382780,90.877303,0.000000,0.000000,0.000000,6.314586,0.000000,138.769784,0.000000,41.956548,116.284815,28.591728,2.458347,0.000000,48.930384,1.234244,2.351036,17.820029,3.345696,51.937806,0.000000,0.000000,0.000000,0.000000,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,42.108804,1.888156,2.585733,1.292867,3.413167,0.000000,0.000000,0.000000,0.000000,1.375498,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,20.367772,22.031969,0.000000,0.000000,52.871494,2.204027,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,18.210150,3.413168,0.000000,0.000000,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.53,1.61,2.10,2.54,0.23,2.29,0.77,1.55,0,0,0,0,0

69,17:00-17:15,121.902020,16.552026,361.049561,0.000000,1.143891,33.382780,77.048149,0.000000,0.000000,0.000000,6.314586,0.000000,138.769784,0.000000,41.956548,116.284815,28.591728,2.458347,0.000000,48.930384,1.604517,2.351036,17.820029,3.345696,51.937806,0.000000,0.000000,0.000000,0.000000,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,40.939115,1.888156,2.585733,1.292867,3.413167,0.000000,0.000000,0.000000,0.000000,1.375498,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,20.367772,22.031969,0.000000,0.000000,59.184508,2.204027,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,18.210150,3.413168,0.000000,0.000000,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.53,1.61,2.10,1.90,0.23,2.29,0.77,1.55,0,0,0,0,0

70,17:15-17:30,121.902020,16.552026,361.049561,0.000000,1.143891,33.382780,77.048149,0.000000,0.000000,0.000000,6.314586,0.000000,138.769784,0.000000,41.956548,116.284815,28.591728,2.458347,0.000000,48.930384,1.604517,2.351036,17.820029,3.345696,51.937806,0.000000,0.000000,0.000000,0.000000,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,40.939115,1.888156,2.585733,1.292867,3.413167,0.000000,0.000000,0.000000,0.000000,1.375498,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,20.367772,22.031969,0.000000,0.000000,59.184508,2.204027,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,18.210150,3.413168,0.000000,0.000000,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.53,1.61,2.10,1.90,0.23,2.29,0.77,1.55,0,0,0,0,0

71,17:30-17:45,121.902020,16.552026,312.874561,0.000000,1.143891,33.382780,77.048149,0.000000,0.000000,0.000000,12.718200,0.000000,138.769784,0.000000,41.956548,116.284815,28.591728,2.458347,0.000000,48.930384,8.022583,2.351036,17.820029,3.345696,51.937806,0.000000,0.000000,0.000000,13.536558,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,40.939115,1.888156,2.585733,1.292867,3.413167,0.000000,0.000000,0.000000,0.000000,1.375498,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,20.367772,22.031969,0.000000,0.000000,59.184508,2.204027,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,18.210150,3.413168,0.000000,0.000000,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.53,1.61,2.10,1.90,0.23,2.29,0.77,1.55,0,0,0,0,0

72,17:45-18:00,121.902020,16.552026,270.480561,0.000000,1.143891,33.382780,77.048149,0.000000,0.000000,0.000000,12.718200,0.000000,138.769784,0.000000,41.956548,116.284815,28.591728,2.458347,0.000000,48.930384,8.022583,2.351036,17.820029,3.345696,51.937806,0.000000,0.000000,0.000000,13.536558,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,40.939115,1.888156,2.585733,1.292867,3.413167,0.000000,0.000000,0.000000,0.000000,1.375498,0.000000,0.000000,5.119751,1.872044,57.136865,28.028318,0.000000,140.922377,20.367772,22.031969,0.000000,0.000000,59.184508,2.204027,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.036106,0.000000,0.000000,18.210150,3.413168,0.000000,0.000000,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.53,1.61,2.10,1.90,0.23,2.29,0.77,1.55,0,0,0,0,0

73,18:00-18:15,121.902020,16.552026,270.480561,0.000000,1.143891,33.382780,77.048149,0.000000,8.394844,0.000000,6.314586,0.000000,138.769784,0.000000,41.956548,116.284815,28.591728,2.458347,0.000000,48.930384,8.022583,2.351036,17.820029,3.345696,44.481148,0.000000,0.828388,0.000000,27.073117,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,40.939115,1.888156,2.585733,1.292867,3.413167,0.000000,0.000000,0.000000,0.000000,1.375498,0.000000,0.000000,5.119751,1.872044,57.136865,17.021246,0.000000,140.922377,4.015992,22.031969,0.000000,0.000000,59.184508,2.204027,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.055656,0.000000,0.000000,18.210150,3.413168,0.000000,0.000000,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.53,1.61,2.10,2.52,0.23,2.29,0.77,1.55,0,0,0,0,0

74,18:15-18:30,121.902020,16.552026,303.239561,0.000000,1.143891,33.382780,77.048149,0.000000,8.394844,0.000000,6.314586,0.000000,138.769784,0.000000,41.956548,116.284815,6.126799,2.458347,0.000000,48.930384,0.617122,2.351036,17.820029,3.345696,47.109579,0.000000,0.828388,0.000000,27.073117,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,40.939115,1.888156,2.585733,1.292867,3.413167,0.000000,0.000000,0.000000,0.000000,1.375498,0.000000,0.000000,5.119751,1.872044,57.136865,17.021246,0.000000,140.922377,4.015992,22.031969,0.000000,0.000000,59.184508,2.204027,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.055656,0.000000,0.000000,18.210150,3.413168,0.000000,9.553234,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.53,1.61,2.10,2.52,0.23,2.29,0.77,1.55,0,0,0,0,0

75,18:30-18:45,121.902020,16.552026,351.414561,0.000000,1.879251,33.382780,77.048149,0.000000,16.789688,0.000000,12.718200,0.000000,138.769784,0.000000,41.956548,116.284815,29.817089,2.458347,0.000000,48.930384,0.617122,2.351036,17.820029,3.345696,51.937806,0.000000,2.050261,0.000000,38.058250,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,39.769426,1.888156,2.585733,1.292867,3.413167,0.000000,0.000000,0.000000,0.000000,1.375498,0.000000,0.000000,5.119751,1.872044,57.136865,28.028318,0.000000,140.922377,30.552328,22.031969,0.000000,0.000000,97.457156,2.204027,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.055656,0.000000,0.000000,18.210150,3.413168,0.000000,19.106467,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.53,1.61,2.10,2.04,0.23,2.29,0.77,1.55,0,0,0,0,0

76,18:45-19:00,121.902020,16.552026,399.589561,0.000000,2.349064,33.382780,77.048149,0.000000,25.594036,0.000000,18.943759,0.000000,138.769784,0.000000,41.956548,116.284815,29.817089,2.514219,0.000000,48.930384,0.617122,2.351036,17.820029,3.345696,51.937806,0.000000,3.075391,0.000000,40.609675,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,39.769426,1.888156,2.585733,1.292867,3.413167,0.000000,0.000000,0.000000,0.000000,1.375498,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,30.552328,22.031969,0.000000,0.000000,121.821445,2.204027,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.055656,0.000000,0.000000,18.210150,3.413168,0.000000,28.659701,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.53,1.61,2.10,2.04,0.23,2.29,0.77,1.55,0,0,0,0,0

77,19:00-19:15,121.902020,16.552026,436.270981,0.000000,2.778024,33.382780,77.048149,0.000000,25.594036,0.000000,18.943759,0.000000,138.769784,0.000000,41.956548,116.284815,29.817089,2.514219,0.000000,48.930384,0.617122,2.351036,21.380065,6.691393,51.937806,0.000000,3.727746,0.000000,40.609675,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,39.769426,1.888156,2.585733,1.292867,3.413167,0.000000,0.000000,0.000000,0.000000,1.375498,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,30.552328,25.975960,0.000000,0.000000,146.185735,2.204027,0.000000,2.068586,4.102703,0.000000,42.539088,81.729851,1.055656,0.000000,0.000000,18.210150,3.413168,0.000000,38.212934,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.53,1.61,2.10,1.21,0.23,2.29,0.77,1.55,0,0,0,0,0

78,19:15-19:30,121.902020,16.552026,432.349566,0.000000,2.778024,33.382780,77.048149,0.000000,25.594036,0.000000,18.943759,0.000000,138.769784,0.000000,41.956548,116.284815,29.817089,2.514219,0.000000,51.057792,0.617122,2.351036,21.380065,12.044507,51.937806,0.000000,4.100521,0.000000,40.609675,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,39.769426,1.888156,2.585733,1.292867,3.413167,0.000000,0.000000,0.000000,0.000000,1.375498,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,30.552328,25.975960,0.000000,0.000000,146.185735,2.204027,0.000000,2.068586,4.102703,0.000000,42.539088,81.729851,1.055656,0.000000,0.000000,18.210150,3.413168,0.000000,38.212934,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.53,1.61,2.10,1.21,0.23,2.29,0.77,1.55,0,0,0,0,0

79,19:30-19:45,121.902020,16.552026,432.349566,0.000000,2.778024,33.382780,77.048149,0.000000,25.594036,0.000000,18.943759,0.000000,138.769784,0.000000,41.956548,116.284815,29.817089,2.514219,0.000000,51.057792,0.617122,2.351036,21.380065,52.192864,51.937806,0.000000,4.100521,0.000000,40.609675,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,39.769426,1.888156,2.585733,1.292867,3.413167,0.000000,0.000000,0.000000,0.000000,1.375498,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,30.552328,25.975960,0.000000,0.000000,146.185735,2.252431,0.000000,2.068586,4.102703,0.000000,42.539088,81.729851,1.055656,0.000000,0.000000,18.210150,3.413168,0.000000,38.212934,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.53,1.61,2.10,0.00,0.23,2.29,0.77,1.55,0,0,0,0,0

80,19:45-20:00,121.902020,16.552026,432.349566,0.000000,2.778024,33.382780,77.048149,0.000000,25.594036,0.000000,18.943759,0.000000,138.769784,0.000000,41.956548,116.284815,29.817089,2.514219,0.000000,48.930384,0.617122,2.351036,21.380065,69.590485,51.937806,0.000000,4.100521,0.000000,40.609675,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,39.769426,1.888156,2.585733,1.292867,3.413167,0.000000,0.000000,0.000000,0.000000,1.375498,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,30.552328,25.975960,0.000000,0.000000,146.185735,2.256009,0.000000,2.068586,4.102703,0.000000,42.539088,81.729851,1.055656,0.000000,0.000000,18.210150,3.413168,0.000000,38.212934,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.53,1.61,2.10,0.00,0.23,2.29,0.77,1.55,0,0,0,0,0

81,20:00-20:15,121.902020,16.552026,432.349566,0.000000,2.778024,33.382780,77.048149,0.000000,25.594036,0.000000,18.943759,0.000000,138.769784,0.000000,41.956548,116.284815,29.817089,2.514219,0.000000,48.930384,0.617122,2.351036,21.380065,69.590485,51.937806,0.000000,4.100521,0.000000,40.609675,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,39.769426,1.888156,2.585733,1.292867,3.413167,0.000000,0.000000,0.000000,0.000000,1.375498,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,30.552328,25.975960,0.000000,0.000000,146.185735,2.256009,0.000000,2.068586,4.102703,0.000000,42.539088,81.729851,1.055656,0.000000,0.000000,18.210150,3.413168,0.000000,38.212934,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.53,1.61,2.10,0.00,0.23,2.29,0.77,1.55,0,0,0,0,0

82,20:15-20:30,121.902020,16.552026,432.349566,0.000000,2.778024,33.382780,77.048149,0.000000,25.594036,0.000000,18.943759,0.000000,138.769784,0.000000,41.956548,116.284815,29.817089,2.514219,0.000000,48.930384,0.617122,2.351036,21.380065,69.590485,51.937806,0.000000,4.100521,0.000000,40.609675,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,39.769426,1.888156,2.585733,1.292867,3.413167,0.000000,0.000000,0.000000,0.000000,1.375498,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,30.552328,25.975960,0.000000,0.000000,146.185735,2.256009,0.000000,2.068586,4.102703,0.000000,42.539088,81.729851,1.055656,0.000000,0.000000,18.210150,3.413168,0.000000,38.212934,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.53,1.61,2.10,0.00,0.23,2.29,0.77,1.55,0,0,0,0,0

