Block,Time,JHAJJAR,CHAMERA1,DULHASTI,URI2,CHAMERA3,DADRI_LF,TANAKPUR,TANDA2,SEWA2,RAPPB,PARBATI3,DADRI_CRF,KOLDAM,DADRI_RF,ANTA_LF,SALAL,KOTESHWR,DADRI_GF,ANTA_GF,CHAMERA2,RAPPC,DHAULIGNGA,AURY_CRF,SINGRAULI_HYDRO,UNCHAHAR2,AURY_GF,ANTA_RF,KISHANGANGA,AURY_LF,RIHAND3,SINGRAULI,RAMPUR,UNCHAHAR4,RIHAND1,TEHRI,ANTA_CRF,UNCHAHAR1,DADRT2,NAPP,NJPC,URI,UNCHAHAR3,RIHAND2,BSIUL,AURY_RF,KUDGI,BRBCL,TALA,SASAN,KHSTPP-I,FSTPP I & II,KHSTPP-II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
16,03:45-04:00,632.183982,0.000000,47.849643,5.208076,0.000000,0.000000,11.406895,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.865694,8.589145,0.000000,0.000000,11.611896,24.933782,8.822312,0.000000,0.759153,24.369302,0.000000,0.000000,0.000000,0.000000,119.695958,99.814688,0.000000,0.000000,89.046800,0.000000,0.000000,19.343482,661.207878,38.867767,38.497255,10.685616,13.366699,0.000000,6.311482,0.000000,0.00,19.357951,21.342195,337.772902,40.535652,11.032124,142.780373,0,0,0,0,0

17,04:00-04:15,632.183982,0.000000,47.849643,5.208076,0.000000,0.000000,11.406895,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.865694,8.589145,0.000000,0.000000,11.611896,24.933782,8.822312,0.000000,0.759153,24.369302,0.000000,0.000000,0.000000,0.000000,119.695958,99.814688,0.000000,0.000000,89.046800,0.000000,0.000000,19.343482,661.207878,38.867767,38.497255,10.685616,15.148925,0.000000,6.311482,0.000000,0.00,19.357951,21.342195,337.772902,40.535652,11.032124,142.780373,0,0,0,0,0

18,04:15-04:30,632.183982,0.000000,47.849643,6.510095,0.000000,0.000000,11.406895,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.865694,8.589145,0.000000,0.000000,11.611896,24.933782,8.822312,0.000000,0.759153,24.369302,0.000000,0.000000,0.000000,0.000000,119.695958,99.814688,0.000000,0.000000,89.046800,0.000000,0.000000,19.343482,661.207878,38.867767,38.497255,10.685616,16.038103,0.000000,1.064690,0.000000,0.00,19.357951,21.342195,337.772902,40.535652,11.032124,142.780373,0,0,0,0,0

19,04:30-04:45,632.183982,0.000000,47.849643,6.510095,0.000000,0.000000,11.406895,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.865694,8.589145,0.000000,0.000000,11.611896,24.933782,8.822312,0.000000,0.759153,24.369302,0.000000,0.000000,0.000000,0.000000,119.695958,99.814688,0.000000,0.000000,89.046800,0.000000,0.000000,19.343482,661.207878,38.867767,38.497255,8.548493,17.820596,0.000000,1.064690,0.000000,0.00,19.357951,21.342195,337.772902,40.535652,11.032124,142.780373,0,0,0,0,0

20,04:45-05:00,632.183982,0.000000,47.849643,6.510095,0.000000,0.000000,11.406895,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.865694,8.589145,0.000000,0.000000,11.611896,24.933782,8.822312,0.000000,0.759153,24.369302,0.000000,0.000000,0.000000,0.000000,119.695958,99.814688,0.000000,0.000000,89.046800,0.000000,0.000000,19.343482,661.207878,38.867767,38.497255,8.548493,18.709410,0.000000,1.064690,0.000000,0.00,19.357951,21.342195,337.772902,40.535652,11.032124,142.780373,0,0,0,0,0

21,05:00-05:15,632.183982,0.000000,47.849643,6.510095,0.000000,0.000000,11.406895,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.865694,8.589145,0.000000,0.000000,11.611896,24.933782,8.822312,0.000000,0.759153,24.369302,0.000000,0.000000,0.000000,0.000000,119.695958,99.814688,0.000000,0.000000,89.046800,0.000000,0.000000,19.343482,661.207878,38.867767,38.497255,8.548493,20.492184,0.000000,1.064690,0.000000,0.00,19.357951,21.342195,337.772902,40.535652,11.032124,142.780373,0,0,0,0,0

22,05:15-05:30,632.183982,0.000000,47.849643,6.510095,9.367181,0.000000,11.406895,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.865694,8.589145,0.000000,0.000000,11.611896,24.933782,8.822312,0.000000,0.759153,24.369302,0.000000,0.000000,0.000000,0.000000,119.695958,99.814688,0.000000,0.000000,89.046800,14.634648,0.000000,19.343482,661.207878,38.867767,38.497255,6.411370,21.386718,0.000000,1.064690,0.000000,0.00,19.357951,21.342195,337.772902,40.535652,11.032124,142.780373,0,0,0,0,0

23,05:30-05:45,632.183982,13.534146,47.849643,5.208076,9.367181,0.000000,10.786955,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.618696,8.589145,0.000000,0.000000,11.611896,24.933782,11.123784,0.000000,0.759153,24.369302,0.000000,0.000000,0.000000,0.000000,119.695958,99.814688,0.000000,0.000000,89.046800,30.122984,0.000000,19.343482,661.207878,38.867767,37.580653,8.548493,21.386718,0.000000,1.064690,0.000000,0.00,19.357951,21.342195,337.772902,40.535652,11.032124,142.780373,0,0,0,0,0

24,05:45-06:00,632.183982,27.144756,47.849643,5.208076,18.734363,0.000000,10.786955,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.618696,8.589145,0.000000,0.000000,25.417151,24.933782,17.644623,0.000000,0.759153,24.369302,0.000000,0.000000,0.000000,0.000000,119.695958,99.814688,0.000000,0.000000,89.046800,45.184476,0.000000,19.343482,661.207878,38.867767,77.911110,8.548493,22.597113,0.000000,1.064690,0.000000,0.00,19.357951,21.342195,337.772902,40.535652,11.032124,142.780373,0,0,0,0,0

25,06:00-06:15,632.183982,27.144756,47.849643,5.208076,18.734363,0.000000,10.786955,0.000000,5.109234,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.618696,8.589145,0.000000,0.000000,25.417151,24.933782,26.466935,0.000000,0.759153,24.369302,0.000000,0.000000,0.000000,0.000000,119.695958,99.814688,0.000000,0.000000,89.046800,60.245968,0.000000,19.343482,661.207878,38.867767,100.826143,8.548493,24.681940,0.000000,3.194070,0.000000,9.68,19.357951,21.342195,337.772902,40.535652,11.032124,142.780373,0,0,0,0,0

26,06:15-06:30,632.183982,40.755365,47.849643,5.208076,28.129892,0.000000,10.786955,0.000000,15.296738,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.618696,19.086988,0.000000,0.000000,38.241845,24.933782,35.371077,0.000000,0.759153,24.369302,0.000000,0.000000,0.000000,0.000000,119.695958,99.814688,0.000000,0.000000,89.046800,60.245968,0.000000,19.343482,661.207878,38.867767,135.840313,8.548493,25.542978,0.000000,18.934447,0.000000,9.68,19.357951,21.342195,337.772902,40.535652,11.032124,142.780373,0,0,0,0,0

27,06:30-06:45,632.183982,40.755365,47.849643,10.416153,28.129892,0.000000,10.786955,0.000000,15.296738,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.618696,19.086988,0.000000,0.000000,38.241845,24.933782,35.371077,0.000000,0.759153,24.369302,0.000000,0.000000,0.000000,0.000000,119.695958,99.814688,0.000000,0.000000,89.046800,60.245968,0.000000,19.343482,661.207878,38.867767,135.840313,8.548493,25.542978,0.000000,18.934447,0.000000,9.68,19.357951,21.342195,337.772902,40.535652,11.032124,142.780373,0,0,0,0,0

28,06:45-07:00,632.183982,40.755365,47.849643,30.873476,28.129892,0.000000,10.786955,0.000000,15.296738,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.618696,19.086988,0.000000,0.000000,38.241845,24.933782,35.371077,0.000000,0.759153,24.369302,0.000000,0.000000,0.000000,0.000000,119.695958,99.814688,0.000000,0.000000,89.046800,60.245968,0.000000,19.343482,661.207878,38.867767,135.840313,10.685616,25.542978,0.000000,18.934447,0.000000,9.68,19.357951,21.342195,337.772902,40.535652,11.032124,142.780373,0,0,0,0,0

29,07:00-07:15,632.183982,40.755365,47.849643,30.873476,28.129892,0.000000,10.786955,0.000000,15.296738,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.618696,19.086988,0.000000,0.000000,38.241845,24.933782,35.371077,0.000000,0.759153,24.369302,0.000000,0.000000,0.000000,0.000000,119.695958,99.814688,0.000000,0.000000,89.046800,60.245968,0.000000,19.343482,661.207878,38.867767,135.840313,47.550991,25.542978,0.000000,18.934447,0.000000,9.68,19.357951,21.342195,337.772902,40.983112,8.275545,86.307740,0,0,0,0,0

30,07:15-07:30,632.183982,27.144756,47.849643,30.873476,18.734363,0.000000,10.786955,0.000000,5.109234,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.618696,8.589145,0.000000,0.000000,38.241845,24.933782,26.466935,0.000000,0.759153,24.369302,0.000000,0.000000,0.000000,0.000000,119.695958,99.814688,0.000000,0.000000,89.046800,45.184476,0.000000,19.343482,661.207878,38.867767,109.992156,47.550991,25.542978,0.000000,6.311482,0.000000,14.52,19.357951,21.342195,337.772902,40.983112,8.275545,86.307740,0,0,0,0,0

31,07:30-07:45,632.183982,13.534146,47.849643,30.873476,9.367181,0.000000,10.786955,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.618696,8.589145,0.000000,0.000000,25.417151,24.933782,17.644623,0.000000,0.759153,24.369302,0.000000,0.000000,0.000000,0.000000,119.695958,99.814688,0.000000,0.000000,89.046800,30.122984,0.000000,19.343482,661.207878,38.867767,82.494117,10.685616,25.542978,0.000000,6.311482,0.000000,23.23,19.357951,21.342195,337.772902,40.983112,8.275545,86.307740,0,0,0,0,0

32,07:45:08:00,632.183982,0.000000,47.849643,10.416153,0.000000,0.000000,10.786955,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.618696,8.589145,0.000000,0.000000,11.611896,24.933782,8.822312,0.000000,0.759153,24.369302,0.000000,0.000000,0.000000,0.000000,119.695958,99.814688,0.000000,0.000000,89.046800,14.634648,0.000000,19.343482,661.207878,38.867767,64.162091,8.548493,25.542978,0.000000,6.311482,0.000000,31.94,19.357951,21.342195,337.772902,40.983112,8.275545,86.307740,0,0,0,0,0

33,08:00-08:15,625.965224,0.000000,47.849643,5.208076,0.000000,0.000000,9.299099,0.000000,0.000000,0.000000,3.080342,0.000000,0.000000,0.000000,0.000000,23.618696,8.589145,0.000000,0.000000,11.611896,24.933782,8.822312,0.000000,0.759153,24.369302,0.000000,0.000000,0.000000,0.000000,119.695958,99.814688,0.000000,0.000000,89.046800,0.000000,0.000000,15.690046,661.207878,38.867767,41.247058,8.548493,20.131933,0.000000,6.311482,0.000000,41.62,19.357951,21.342195,337.772902,40.983112,8.275545,86.307740,0,0,0,0,0

34,08:15-08:30,625.965224,0.000000,47.849643,5.208076,0.000000,0.000000,9.299099,0.000000,0.000000,0.000000,6.160684,0.000000,0.000000,0.000000,0.000000,23.618696,8.589145,0.000000,0.000000,11.611896,24.933782,8.822312,0.000000,0.759153,24.369302,0.000000,0.000000,0.000000,0.000000,119.695958,99.814688,0.000000,0.000000,89.046800,0.000000,0.000000,15.690046,661.207878,38.867767,41.247058,8.548493,20.131933,0.000000,6.311482,0.000000,50.33,19.357951,21.342195,337.772902,40.983112,8.275545,86.307740,0,0,0,0,0

35,08:30-08:45,625.965224,0.000000,47.849643,5.208076,0.000000,0.000000,9.299099,0.000000,0.000000,0.000000,31.651128,0.000000,0.000000,0.000000,0.000000,23.618696,8.589145,0.000000,0.000000,11.611896,24.933782,8.822312,0.000000,0.759153,24.369302,0.000000,0.000000,0.000000,0.000000,119.695958,99.814688,0.000000,0.000000,89.046800,0.000000,0.000000,15.690046,618.021088,38.867767,41.247058,8.548493,20.131933,0.000000,6.311482,0.000000,61.95,19.357951,18.496569,337.772902,40.983112,8.275545,86.307740,0,0,0,0,0

36,08:45:09:00,625.965224,0.000000,47.849643,5.208076,0.000000,0.000000,9.299099,0.000000,0.000000,0.000000,47.476691,0.000000,0.000000,0.000000,0.000000,23.618696,8.589145,0.000000,0.000000,11.611896,24.933782,8.822312,0.000000,0.759153,24.369302,0.000000,0.000000,0.000000,0.000000,119.695958,99.814688,0.000000,0.000000,89.046800,0.000000,0.000000,15.690046,618.021088,38.867767,41.247058,8.548493,20.131933,0.000000,6.311482,0.000000,72.59,19.357951,18.496569,337.772902,40.983112,8.275545,86.307740,0,0,0,0,0

37,09:00:09:15,625.965224,0.000000,47.849643,5.208076,0.000000,0.000000,9.299099,0.000000,0.000000,0.000000,47.476691,0.000000,0.000000,0.000000,0.000000,12.934048,8.589145,0.000000,0.000000,11.611896,24.933782,8.822312,0.000000,0.759153,24.369302,0.000000,0.000000,0.000000,0.000000,119.695958,99.814688,0.000000,0.000000,89.046800,0.000000,0.000000,15.690046,661.207180,38.867767,41.247058,10.685616,20.131933,0.000000,2.129380,0.000000,96.79,19.357951,18.496569,337.772902,40.983112,8.275545,100.652889,0,0,0,0,0

38,09:15-09:30,625.965224,0.000000,47.849643,5.208076,0.000000,0.000000,9.299099,0.000000,0.000000,0.000000,47.476691,0.000000,0.000000,0.000000,0.000000,12.934048,8.589145,0.000000,0.000000,11.611896,24.933782,8.822312,0.000000,0.759153,24.369302,0.000000,0.000000,0.000000,0.000000,119.695958,99.814688,0.000000,0.000000,89.046800,0.000000,0.000000,15.690046,661.207878,38.867767,41.247058,10.685616,20.131933,0.000000,2.129380,0.000000,106.47,19.357951,18.496569,337.772902,40.983112,8.275545,100.652889,0,0,0,0,0

39,09:30-09:45,625.965224,0.000000,47.849643,5.208076,0.000000,0.000000,9.299099,0.000000,0.000000,0.000000,31.651128,0.000000,0.000000,0.000000,0.000000,12.934048,8.589145,0.000000,0.000000,11.611896,24.933782,8.822312,0.000000,0.759153,24.369302,0.000000,0.000000,0.000000,0.000000,119.695958,99.814688,0.000000,0.000000,89.046800,0.000000,0.000000,15.690046,661.207878,38.867767,41.247058,47.550991,20.131933,0.000000,0.000000,0.000000,106.47,19.357951,18.496569,337.772902,40.983112,8.275545,125.457553,0,0,0,0,0

40,09:45-10:00,625.965224,0.000000,47.849643,5.208076,0.000000,0.000000,9.299099,0.000000,0.000000,0.000000,31.651128,0.000000,0.000000,0.000000,0.000000,12.934048,8.589145,0.000000,0.000000,11.611896,24.933782,8.822312,0.000000,0.759153,24.369302,0.000000,0.000000,0.000000,0.000000,119.695958,99.814688,0.000000,0.000000,89.046800,0.000000,0.000000,15.690046,661.207878,38.867767,41.247058,47.550991,20.131933,0.000000,0.000000,0.000000,125.83,19.357951,18.496569,337.772902,40.983112,8.275545,125.457553,0,0,0,0,0

41,10:00-10:15,625.965224,0.000000,47.849643,5.208076,0.000000,0.000000,9.299099,0.000000,0.000000,0.000000,4.928547,0.000000,0.000000,0.000000,0.000000,12.934048,8.589145,0.000000,0.000000,11.611896,24.933782,8.822312,0.000000,0.759153,24.369302,0.000000,0.000000,0.000000,0.000000,119.695958,99.814688,0.000000,0.000000,89.046800,0.000000,0.000000,15.690046,661.207878,38.867767,41.247058,10.685616,20.131933,0.000000,0.000000,0.000000,135.51,19.357951,18.496569,337.772902,40.983112,8.275545,125.457553,0,0,0,0,0

42,10:15-10:30,625.965224,0.000000,47.849643,5.208076,0.000000,0.000000,9.299099,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.325900,0.000000,12.934048,8.589145,0.000000,0.000000,11.611896,24.933782,8.822312,0.000000,0.759153,24.369302,0.000000,6.697868,0.000000,0.000000,119.695958,99.814688,0.000000,0.000000,89.046800,0.000000,0.000000,15.690046,661.207878,38.867767,41.247058,8.548493,20.131933,0.000000,0.000000,15.273462,135.51,19.357951,18.496569,337.772902,40.983112,8.275545,125.457553,0,0,0,0,0

43,10:30-10:45,625.965224,0.000000,47.849643,5.208076,0.000000,0.000000,9.299099,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.433319,0.000000,12.934048,8.589145,0.000000,0.000000,11.611896,24.933782,8.822312,0.000000,0.759153,24.369302,0.000000,1.303573,0.000000,0.000000,119.695958,99.814688,0.000000,0.000000,89.046800,0.000000,0.000000,15.690046,661.207878,38.867767,41.247058,8.548493,20.131933,0.000000,0.000000,4.108214,135.51,19.357951,16.789193,337.772902,40.983112,8.275545,125.457553,0,0,0,0,0

44,10:45-11:00,625.965224,0.000000,47.849643,5.208076,0.000000,0.000000,9.299099,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600447,0.000000,12.934048,8.589145,0.000000,0.000000,11.611896,24.933782,8.822312,0.000000,0.759153,24.369302,0.000000,0.000000,0.000000,0.000000,119.695958,99.814688,0.000000,0.000000,89.046800,0.000000,0.000000,15.690046,661.207878,38.867767,41.247058,8.548493,20.131933,0.000000,0.000000,0.000000,135.51,19.357951,16.789193,337.772902,40.983112,8.275545,125.457553,0,0,0,0,0

45,11:00-11:15,625.965224,0.000000,47.849643,6.510095,0.000000,0.000000,12.683971,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.934048,8.589145,0.000000,0.000000,11.611896,24.933782,8.822312,0.000000,0.759153,24.369302,0.000000,0.000000,0.000000,0.000000,119.695958,99.814688,0.000000,0.000000,89.046800,0.000000,0.000000,15.690046,661.207878,38.867767,41.247058,8.548493,20.131933,0.000000,0.000000,0.000000,135.51,19.357951,16.789193,337.772902,40.983112,8.275545,125.457553,0,0,0,0,0

46,11:15-11:30,625.965224,0.000000,47.849643,9.114134,0.000000,0.000000,12.683971,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.934048,8.589145,0.000000,0.000000,11.611896,24.933782,8.822312,0.000000,0.759153,24.369302,0.000000,0.000000,0.000000,0.000000,119.695958,99.814688,0.000000,0.000000,89.046800,0.000000,0.000000,15.690046,661.207878,38.867767,41.247058,8.548493,20.131933,0.000000,0.000000,0.000000,135.51,19.357951,16.789193,337.772902,40.983112,8.275545,125.457553,0,0,0,0,0

