Block,Time Block,BRBCL,CHAMERA2,CHAMERA1,BSIUL,NAPP,KUDGI,NLCEXP,MAPS,NLCIIST1,NJPC,NLCIIST2,KOTESHWR,KOLDAM,KKNPPU2,DULHASTI,DADRT2,JHAJJAR,CHAMERA3,DHAULIGNGA,FSTPP I & II,KGSU1AND2,KISHANGANGA,KGSU3AND4,KHSTPP-I,KHSTPP-II,KKNP,DADRI_RF,AURY_RF,URI2,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,DADRI_LF,URI,ANTA_LF,AURY_GF,DADRI_CRF,UNCHAHAR4,VALLURNTECL,ANTA_GF,AURY_CRF,RAPPC,RIHAND2,TALA,SASAN,RIHAND1,RAPPB,SINGRAULI_HYDRO,SIMHST1,RSTPSU1TO6,SIMHST2,RAPPD,RSTPSU7,SINGRAULI,SALAL,SEWA2,RIHAND3,TEHRI,TelanganaSTPP,UNCHAHAR1,TANDA2,UNCHAHAR3,TALST2,UNCHAHAR2,TANAKPUR,TEHRIPSP,NTPL,PARBATI3,PARBATI2,RAMPUR,NNTPP,NLCTS2EXP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,18.04,0,27.04,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,0,104.35,242.44,0,40.85,15.01,0,0,0,38.46,95.12,0,0,0,32.25,0,0,0,0,0,14.86,0,0,0,1.93,0,0,0,63.27,120.52,9.27,378.83,45.5,0,0,0,0,0,37.56,0,100.7,0,18.3,125.88,79.24,0,14.49,5.34,17.69,0,29.39,9.49,100.04,0,0,24.72,5.46,0,0,0,0,0,0,0

56,13:45-14:00,18.04,0,27.04,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,0,104.35,242.44,0,40.85,15.01,0,0,0,38.46,95.12,0,0,0,32.25,0,0,0,0,0,14.86,0,0,0,1.93,0,0,0,63.27,120.52,9.27,378.83,45.5,0,0,0,0,0,37.56,0,100.7,0,18.3,125.88,79.24,0,14.49,5.34,17.69,0,29.39,9.49,100.04,0,0,24.72,5.46,0,0,0,0,0,0,0

57,14:00-14:15,18.04,0,27.04,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,0,104.35,242.44,0,40.85,15.01,0,0,0,33.83,95.12,0,0,0,32.25,0,0,0,0,0,14.86,0,0,0,1.93,0,0,0,63.27,120.52,9.42,378.83,45.5,0,0,0,0,0,37.56,0,105.41,0,18.3,125.88,79.24,0,14.49,5.34,17.69,0,29.39,9.49,100.04,0,0,24.72,5.46,0,0,0,0,0,0,0

58,14:15-14:30,18.04,0,27.04,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,0,104.35,242.44,0,40.85,15.01,0,0,0,38.03,95.12,0,0,0,32.25,0,0,0,0,0,14.86,0,0,0,1.93,0,0,0,63.27,120.52,9.42,378.83,45.5,0,0,0,0,0,37.56,0,107.56,0,18.3,125.88,79.24,0,14.49,5.34,17.69,0,29.39,9.49,100.04,0,0,24.72,5.46,0,0,0,0,0,0,0

59,14:30-14:45,18.04,0,27.04,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,0,142.83,248.89,0,40.85,15.01,0,0,0,38.46,95.12,0,0,0,32.25,0,0,0,0,0,4.24,0,0,0,1.93,0,0,0,63.27,120.52,14.77,378.83,45.5,0,0,0,0,0,37.56,0,107.56,0,18.3,125.88,79.24,0,14.89,5.34,19.42,0,31.32,9.49,100.04,0,0,24.72,5.46,0,0,0,0,0,0,0

60,14:45-15:00,18.04,0,27.04,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,0,190.94,248.89,0,40.85,15.01,0,0,0,38.46,95.12,0,0,0,32.25,0,0,0,0,0,4.24,0,0,0,1.93,0,0,0,63.27,120.52,14.77,378.83,45.5,0,0,0,0,0,37.56,0,107.56,0,18.3,125.88,79.24,0,14.89,5.34,19.42,0,31.32,9.49,100.04,0,0,24.72,5.46,0,0,0,0,0,0,0

61,15:00-15:15,18.04,0,27.04,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,0,190.94,248.89,0,40.85,15.01,0,0,0,38.46,95.12,0,0,0,32.25,0,0,0,0,0,4.24,0,0,0,1.93,0,0,0,63.27,120.52,14.77,378.83,45.5,0,0,0,0,0,37.56,0,107.56,0,11.91,125.88,79.24,0,14.89,5.34,19.42,0,31.32,9.49,100.04,0,0,24.72,5.46,0,0,0,0,0,0,0

62,15:15-15:30,18.04,0,27.04,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,0,190.94,248.89,0,40.85,15.01,0,0,0,38.46,95.12,0,0,0,32.25,0,0,0,0,0,4.24,0,0,0,1.93,0,0,0,63.27,120.52,14.77,378.83,45.5,0,0,0,0,0,37.56,0,107.56,0,11.91,125.88,79.24,0,14.89,5.34,19.42,0,31.32,9.49,100.04,0,0,24.72,5.46,0,0,0,0,0,0,0

63,15:30-15:45,18.04,0,27.04,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,0,190.94,248.89,0,40.85,15.01,0,0,0,38.46,95.12,0,0,0,32.25,0,0,0,0,0,4.24,0,0,0,1.93,0,0,0,63.27,120.52,12.19,378.83,45.5,0,0,0,0,0,37.56,0,107.56,0,11.91,125.88,79.24,0,14.89,5.34,19.42,0,31.32,9.49,100.04,0,0,24.72,5.46,0,0,0,0,0,0,0

64,15:45-16:00,18.04,0,27.04,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,0,190.94,248.89,0,40.85,15.01,0,0,0,38.46,95.12,0,0,0,32.25,0,0,0,0,0,4.24,0,0,0,1.93,0,0,0,63.27,120.52,12.19,378.83,45.5,0,0,0,0,0,37.56,0,107.56,0,11.91,125.88,79.24,0,14.89,5.34,19.42,0,31.32,9.49,100.04,0,0,24.72,5.46,0,0,0,0,0,0,0

65,16:00-16:15,18.04,0,27.04,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,0,190.94,248.89,0,40.85,15.01,0,0,0,43.8,95.12,0,0,0,32.25,0,0,0,0,0,4.24,0,0,0,1.93,0,0,0,63.27,120.52,12.02,378.83,45.5,0,0,0,0,0,37.56,0,107.56,0,11.91,125.88,79.24,0,14.89,5.34,19.42,0,31.32,9.49,100.04,0,0,24.72,5.46,0,0,0,0,0,0,0

66,16:15-16:30,18.04,0,27.04,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,0,190.94,248.89,0,40.85,15.01,0,0,0,43.8,95.12,0,0,0,32.25,0,0,0,0,0,4.24,0,0,0,1.93,0,0,0,63.27,120.52,12.02,378.83,45.5,0,0,0,0,0,37.56,0,107.56,0,11.91,125.88,79.24,0,14.89,5.34,19.42,0,31.32,9.49,100.04,0,0,24.72,5.46,0,0,0,0,0,0,0

67,16:30-16:45,18.04,0,27.04,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,0,190.94,248.89,0,40.85,15.01,0,0,0,43.8,95.12,0,0,0,32.25,0,0,0,0,0,4.24,0,0,0,1.93,0,0,0,63.27,120.52,11.88,378.83,45.5,0,0,0,0,0,37.56,0,107.56,0,11.91,125.88,79.24,0,14.89,5.34,19.42,0,31.32,9.49,100.04,0,0,5.42,5.46,0,0,0,0,0,0,0

68,16:45-17:00,18.04,0,27.04,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,0,190.94,248.89,0,40.85,15.01,0,0,0,43.8,95.12,0,0,0,32.25,0,0,0,0,0,4.24,0,0,0,1.93,0,0,0,63.27,120.52,11.88,378.83,45.5,0,0,0,0,0,37.56,0,107.56,0,11.91,125.88,79.24,0,14.89,5.34,19.42,0,31.32,9.49,100.04,0,0,5.42,5.46,0,0,0,0,0,0,0

69,17:00-17:15,18.04,0,27.04,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,0,142.83,248.89,0,40.85,14.01,0,0.62,0,43.8,95.12,0,0,0,32.25,0,0,0,0,0,4.24,0,0,0,1.93,0,0,0,63.27,120.52,11.75,378.83,45.5,0,0,0,0,0,37.56,0,107.56,0,11.91,125.88,79.24,0,14.89,5.34,19.42,0,31.32,9.49,100.04,0,0,5.42,5.46,0,0,0,0,0,0,0

70,17:15-17:30,18.04,0,27.04,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,0,164.48,248.89,0,40.85,14.01,0,2.24,0,43.8,95.12,0,0,0,32.25,0,0,0,0,0,4.24,0,0,0,1.93,0,0,0,63.27,120.52,11.75,378.83,45.5,0,0,0,0,0,37.56,0,107.56,0,11.91,125.88,79.24,0,14.89,5.34,19.42,0,31.32,9.49,100.04,0,0,5.42,5.46,0,0,0,0,0,0,0

71,17:30-17:45,18.04,0,27.04,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,0,239.04,248.89,0,40.85,14.01,0,2.24,0,43.8,95.12,0,0,0,32.25,0,0,0,0,0,4.24,0,0,0,1.93,0,0,0,63.27,120.52,11.59,378.83,45.5,0,0,0,0,0,37.56,0,107.56,0,11.91,125.88,79.24,0,14.89,5.34,19.42,0,31.32,9.49,100.04,0,0,5.42,5.46,0,0,0,0,0,0,0

72,17:45-18:00,18.04,0,27.04,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,0,287.15,248.89,0,40.85,16.82,0,2.24,0,43.8,95.12,0,0,0,32.25,0,0,0,0,0,38.24,0,0,0,1.93,0,0,0,63.27,120.52,11.45,378.83,45.5,0,0,0,0,0,37.56,0,107.56,0,11.91,125.88,79.24,0,14.89,5.34,19.42,0,31.32,9.49,100.04,0,0,5.42,5.46,0,0,0,0,0,0,0

73,18:00-18:15,18.04,0,0,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,0,376.34,271.01,0,40.85,16.82,0,2.24,0,43.8,95.12,0,0,0,32.25,0,0,0,0,0,38.24,0,0,0,1.93,0,0,0,63.27,120.52,11.18,378.83,45.5,0,0,0,0,0,37.56,0,107.56,0,11.91,125.88,79.24,0,17.17,5.34,21.61,0,34.85,9.49,100.04,0,0,5.42,5.46,0,0,0,0,0,0,0

74,18:15-18:30,18.04,0,0,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,0,465.14,348.1,0,40.85,19.39,0,4.47,0,43.8,95.12,0,0,0,32.25,0,0,0,0,0,38.24,0,0,0,1.93,0,0,0,63.27,120.52,11.04,378.83,45.5,0,0,0,0,0,37.56,0,107.56,0,11.91,125.88,79.24,0,20.83,5.34,25.97,0,41.77,9.49,100.04,0,0,5.42,5.46,0,0,0,0,0,0,0

75,18:30-18:45,18.04,0,0,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,0,518.05,405.82,0,40.85,18.59,0,4.47,0,43.8,95.12,0,0,0,32.25,0,0,0,0,0,21.24,0,0,0,1.57,0,0,0,63.27,120.52,10.75,378.83,45.5,0,0,0,0,0,37.56,0,107.56,0,11.91,125.88,79.24,0,20.83,5.34,26.34,0,42.25,9.49,100.04,0,0,5.42,5.46,0,0,0,0,0,0,0

76,18:45-19:00,18.04,0,0,0,23.31,0,0,0,0,170.72,0,43.37,8.3,0,0,566.16,456.81,0,43.12,18.59,0,6.91,0,43.8,95.12,0,0,0,32.25,0,0,0,0,0,21.24,0,0,0,1.95,0,0,0,63.27,120.52,10.75,378.83,45.5,0,0,0,0,0,37.56,0,107.56,0,18.75,125.88,79.24,0,20.83,5.34,26.34,0,41.69,9.49,100.04,0,0,5.42,5.63,0,0,0,0,0,0,0

77,19:00-19:15,18.04,0,0,0,23.31,0,0,0,0,170.72,0,43.37,8.3,0,0,662.94,387.5,0,43.12,18.59,0,6.91,0,43.8,95.12,0,0,0,32.25,0,0,0,0,0,21.24,0,0,0,1.95,0,0,0,63.27,120.52,10.75,378.83,45.5,0,0,0,0,0,37.56,0,107.56,0,18.75,125.88,79.24,0,20.83,5.34,26.34,0,41.69,9.49,100.04,0,0,13.55,5.63,0,0,0,0,0,0,0

78,19:15-19:30,18.04,0,0,0,23.31,0,0,0,0,170.72,0,43.37,8.3,0,0,662.94,456.3,0,43.12,18.59,0,6.91,0,43.8,95.12,0,0,0,32.25,0,0,0,0,0,21.24,0,0,0,1.95,0,0,0,63.27,120.52,10.88,378.83,45.5,0,0,0,0,0,37.56,0,107.56,0,18.75,125.88,79.24,0,20.83,5.34,26.34,0,41.69,9.49,100.04,0,0,13.55,5.63,0,0,0,0,0,0,0

79,19:30-19:45,18.04,0,13.58,0,23.31,0,0,0,0,170.72,0,43.37,8.3,0,0,662.94,456.88,0,43.12,18.59,0,6.91,0,43.8,95.12,0,0,0,32.25,0,0,0,0,0,8.5,0,0,0,1.95,0,0,0,63.27,120.52,11.04,324.71,45.5,0,0,0,0,0,37.56,0,107.56,0,18.75,125.88,79.24,0,20.83,5.34,26.34,0,41.69,9.49,100.04,0,0,13.55,5.63,0,0,0,0,0,0,0

80,19:45-20:00,18.04,0,13.58,0,23.31,0,0,0,0,170.72,0,43.37,8.3,0,0,662.94,456.88,0,43.12,18.59,0,6.91,0,43.8,95.12,0,0,0,32.25,0,0,0,0,0,8.5,0,0,0,1.95,0,0,0,63.27,120.52,11.04,324.71,45.5,0,0,0,0,0,37.56,0,107.56,0,18.75,125.88,79.24,0,20.83,5.34,26.34,0,41.69,9.49,100.04,0,0,13.55,5.63,0,0,0,0,0,0,0

81,20:00-20:15,18.04,0,13.58,0,23.31,0,0,0,0,170.72,0,43.37,8.3,0,0,662.94,456.88,0,43.12,18.59,0,4.47,0,43.8,95.12,0,0,0,32.25,0,0,0,0,0,7.44,0,0,0,1.61,0,0,0,63.27,120.52,11.18,324.71,45.5,0,0,0,0,0,37.56,0,107.56,0,18.75,125.88,79.24,0,20.83,5.34,26.34,0,41.69,9.49,100.04,0,0,13.55,5.63,0,0,0,0,0,0,0

82,20:15-20:30,18.04,0,13.58,0,23.31,0,0,0,0,170.72,0,43.37,8.3,0,0,662.94,456.88,0,43.12,18.59,0,4.47,0,43.8,95.12,0,0,0,32.25,0,0,0,0,0,7.44,0,0,0,1.61,0,0,0,63.27,120.52,11.18,324.71,45.5,0,0,0,0,0,37.56,0,107.56,0,18.75,125.88,79.24,0,20.83,5.34,26.34,0,41.69,9.49,100.04,0,0,13.55,5.63,0,0,0,0,0,0,0

83,20:30-20:45,18.04,0,13.58,0,23.31,0,0,0,0,170.72,0,43.37,8.3,0,0,662.94,456.88,0,43.12,18.59,0,4.47,0,43.8,95.12,0,0,0,32.25,0,0,0,0,0,7.44,0,0,0,1.61,0,0,0,63.27,120.52,11.31,324.71,45.5,0,0,0,0,0,37.56,0,107.56,0,18.75,125.88,79.24,0,20.83,5.34,26.34,0,41.69,9.49,100.04,0,0,13.55,5.63,0,0,0,0,0,0,0

84,20:45-21:00,18.04,0,13.52,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,0,662.94,456.88,0,40.85,18.59,0,4.47,0,43.8,95.12,0,0,0,32.25,0,0,0,0,0,7.44,0,0,0,1.61,0,0,0,63.27,120.52,11.31,324.71,45.5,0,0,0,0,0,37.56,0,107.56,0,11.91,125.88,79.24,0,20.83,5.34,26.34,0,41.69,9.49,100.04,0,0,13.55,5.46,0,0,0,0,0,0,0

85,21:00-21:15,18.04,0,13.52,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,0,662.94,456.88,0,40.85,18.59,0,4.47,0,43.8,95.12,0,0,0,32.25,0,0,0,0,0,7.44,0,0,0,1.61,0,0,0,63.27,120.52,11.45,324.71,45.5,0,0,0,0,0,37.56,0,107.56,0,11.91,125.88,79.24,0,20.83,5.34,26.34,0,41.69,9.49,100.04,0,0,13.55,5.46,0,0,0,0,0,0,0

86,21:15-21:30,18.04,0,13.52,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,0,662.94,456.88,0,40.85,18.59,0,4.47,0,43.8,95.12,0,0,0,32.25,0,0,0,0,0,7.44,0,0,0,1.61,0,0,0,63.27,120.52,11.45,324.71,45.5,0,0,0,0,0,37.56,0,107.56,0,11.91,125.88,79.24,0,20.83,5.34,26.34,0,41.69,9.49,100.04,0,0,13.55,5.46,0,0,0,0,0,0,0

87,21:30-21:45,18.04,0,13.58,0,23.31,0,0,0,0,170.72,0,43.37,8.3,0,0,662.94,456.88,0,43.12,18.59,0,6.91,0,43.8,95.12,0,0,0,32.25,0,0,0,0,0,24.43,0,0,0,1.61,0,0,0,63.27,120.52,11.59,324.71,45.5,0,0,0,0,0,37.56,0,107.56,0,18.75,125.88,79.24,0,20.83,5.34,26.34,0,41.69,9.49,100.04,0,0,13.55,5.63,0,0,0,0,0,0,0

88,21:45-22:00,18.04,0,13.58,0,23.31,0,0,0,0,170.72,0,43.37,8.3,0,0,662.94,456.88,0,43.12,18.59,0,6.91,0,43.8,95.12,0,0,0,32.25,0,0,0,0,0,24.43,0,0,0,1.61,0,0,0,63.27,120.52,11.75,324.71,45.5,0,0,0,0,0,37.56,0,107.56,0,18.75,125.88,79.24,0,20.83,5.34,26.34,0,41.69,9.49,100.04,0,0,13.55,5.63,0,0,0,0,0,0,0

89,22:00-22:15,18.04,0,13.58,0,23.31,0,0,0,0,170.72,0,43.37,8.3,0,0,658.87,408.81,0,43.12,18.59,0,6.91,0,43.8,114.45,0,0,0,32.25,0,0,0,0,0,4.24,0,0,0,1.61,0,0,0,63.27,120.52,11.88,324.71,45.5,0,0,0,0,0,37.56,0,107.56,0,18.75,125.88,79.24,0,20.83,5.34,26.34,0,41.69,9.49,185.27,0,0,13.55,5.63,0,0,0,0,0,0,0

90,22:15-22:30,18.04,0,13.58,0,23.31,0,0,0,0,170.72,0,43.37,8.3,0,0,658.87,348.47,0,43.12,18.59,0,6.91,0,43.8,134.8,0,0,0,32.25,0,0,0,0,0,4.24,0,0,0,1.61,0,0,0,63.27,120.52,12.02,324.71,45.5,0,0,0,0,0,37.56,0,107.56,0,18.75,125.88,79.24,0,20.83,5.34,26.34,0,41.69,9.49,185.27,0,0,13.55,5.63,0,0,0,0,0,0,0

91,22:30-22:45,17.14,0,13.52,0,23.31,0,0,0,0,103.47,0,43.37,8.3,0,0,658.87,290.37,0,40.85,19.31,0,6.71,0,43.8,142.68,0,0,0,32.25,0,0,0,0,0,4.24,0,0,0,1.61,0,0,0,63.27,120.52,12.87,324.71,45.5,0,0,0,0,0,37.56,0,107.56,0,11.91,125.88,79.24,0,20.83,5.34,26.34,0,41.69,9.49,185.27,0,0,13.55,3.42,0,0,0,0,0,0,0

92,22:45-23:00,16.81,0,13.52,0,23.31,0,0,0,0,51.73,0,43.37,8.3,0,0,658.87,290.37,0,40.85,19.39,0,6.71,0,43.8,142.68,0,0,0,32.25,0,0,0,0,0,4.24,0,0,0,1.61,0,0,0,63.27,120.52,12.87,324.71,45.5,0,0,0,0,0,37.56,0,107.56,0,11.91,125.88,79.24,0,20.83,5.34,26.34,0,41.69,9.49,185.27,0,0,13.55,1.7,0,0,0,0,0,0,0

93,23:00-23:15,18.04,0,13.52,0,23.31,0,0,0,0,0,0,43.37,8.3,0,0,659.19,290.37,0,40.85,18.59,0,6.71,0,43.8,142.68,0,0,0,32.25,0,0,0,0,0,4.24,0,0,0,1.61,0,0,0,63.27,120.52,13.01,324.71,45.5,0,0,0,0,0,37.56,0,107.56,0,11.91,125.88,79.24,0,20.83,5.34,26.34,0,41.69,9.49,185.27,0,0,13.55,0,0,0,0,0,0,0,0

94,23:15-23:30,16.53,0,13.52,0,23.31,0,0,0,0,0,0,43.37,8.3,0,0,659.19,290.37,0,40.85,18.59,0,6.71,0,43.8,142.68,0,0,0,32.25,0,0,0,0,0,4.24,0,0,0,1.61,0,0,0,63.27,120.52,13.01,324.71,45.5,0,0,0,0,0,37.56,0,107.56,0,11.91,125.88,79.24,0,20.83,5.34,26.34,0,41.69,9.49,185.27,0,0,13.55,0,0,0,0,0,0,0,0

95,23:30-23:45,17.09,0,13.52,0,23.31,0,0,0,0,0,0,43.37,8.3,0,0,589.44,290.37,0,40.85,18.8,0,6.71,0,43.8,142.68,0,0,0,32.25,0,0,0,0,0,2.13,0,0,0,1.61,0,0,0,63.27,120.52,13.01,324.71,45.5,0,0,0,0,0,37.56,0,107.56,0,11.91,125.88,79.24,0,20.83,5.34,26.34,0,42.25,9.49,185.27,0,0,13.55,0,0,0,0,0,0,0,0

96,23:45-24:00,18.04,0,13.52,0,23.31,0,0,0,0,0,0,43.37,8.3,0,0,508.43,290.37,0,40.85,18.8,0,6.71,0,43.8,142.68,0,0,0,32.25,0,0,0,0,0,2.13,0,0,0,1.93,0,0,0,63.27,120.52,13.01,324.71,45.5,0,0,0,0,0,37.56,0,107.56,0,11.91,125.88,79.24,0,20.83,5.34,26.34,0,42.25,9.49,185.27,0,0,13.55,0,0,0,0,0,0,0,0

