Block,Time,DADRI_GF,JHAJJAR,DHAULIGNGA,UNCHAHAR4,RIHAND1,RAMPUR,FSTPP I & II,BRBCL,SASAN,TALA,KHSTPP-II,KHSTPP-I,SINGRAULI,UNCHAHAR2,TANAKPUR,NJPC,SEWA2,CHAMERA2,ANTA_CRF,CHAMERA1,URI2,SINGRAULI_HYDRO,KOTESHWR,BSIUL,ANTA_LF,UNCHAHAR3,DULHASTI,AURY_CRF,ANTA_RF,DADRI_LF,AURY_LF,AURY_GF,KOLDAM,NAPP,PARBATI3,TEHRI,CHAMERA3,TANDA2,RIHAND2,RAPPC,DADRI_CRF,UNCHAHAR1,RIHAND3,RAPPB,DADRT2,KISHANGANGA,SALAL,DADRI_RF,ANTA_GF,URI,AURY_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
16,03:45-04:00,0.000000,112.472100,0.000000,0.000000,88.439600,0.000000,4.806500,14.419524,402.563601,0.000000,83.633100,21.421801,118.600388,13.458200,8.004264,0.000000,0.000000,0.000000,0.000000,0.000000,6.465704,0.570080,8.530576,0.000000,0.000000,4.806500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,113.553562,52.211279,0.000000,3.845200,118.879765,0.000000,338.377600,0.000000,1.340437,0.000000,0.000000,4.775738,0.000000,0,0,0,0,0

17,04:00-04:15,0.000000,112.472100,0.000000,0.000000,88.439600,0.000000,4.806500,14.419524,402.563601,0.000000,83.633100,21.421801,118.600388,13.458200,3.078563,0.000000,0.000000,0.000000,0.000000,0.000000,6.465704,0.570080,8.530576,0.000000,0.000000,4.806500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.110923,0.000000,0.000000,113.553562,52.211279,0.000000,3.845200,118.879765,0.000000,338.377600,0.000000,1.340437,0.000000,0.000000,4.775738,0.000000,0,0,0,0,0

18,04:15-04:30,0.000000,112.472100,0.000000,0.000000,88.439600,0.000000,4.806500,14.419524,402.563601,0.000000,83.633100,21.421801,118.600388,13.458200,3.078563,0.000000,0.000000,0.000000,0.000000,0.000000,6.465704,0.570080,8.530576,0.000000,0.000000,4.806500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,29.917579,0.000000,0.000000,113.553562,52.211279,0.000000,3.845200,118.879765,0.000000,338.377600,0.000000,1.340437,0.000000,0.000000,4.775738,0.000000,0,0,0,0,0

19,04:30-04:45,0.000000,112.472100,0.000000,0.000000,88.439600,0.000000,4.806500,14.419524,402.563601,0.000000,96.176473,21.421801,118.600388,13.458200,3.078563,0.000000,0.000000,0.000000,0.000000,0.000000,6.465704,0.570080,8.530576,0.000000,0.000000,4.806500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,29.917579,0.000000,0.000000,113.553562,52.211279,0.000000,3.845200,118.879765,0.000000,338.377600,0.000000,1.340437,0.000000,0.000000,4.775738,0.000000,0,0,0,0,0

20,04:45-05:00,0.000000,112.472100,0.000000,0.000000,88.439600,0.000000,4.806500,14.419524,402.563601,0.000000,97.851496,21.421801,118.600388,13.458200,3.078563,0.000000,0.000000,0.000000,0.000000,0.000000,6.465704,0.570080,8.530576,0.000000,0.000000,4.806500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,29.917579,0.000000,0.000000,113.553562,52.211279,0.000000,3.845200,118.879765,0.000000,338.377600,0.000000,1.340437,0.000000,0.000000,4.775738,0.000000,0,0,0,0,0

21,05:00-05:15,0.000000,112.472100,0.000000,0.000000,88.439600,0.000000,6.896241,14.419524,402.563601,0.000000,97.851496,21.421801,118.600388,19.779431,3.078563,0.000000,0.000000,0.000000,0.000000,0.000000,6.465704,0.570080,8.530576,0.000000,0.000000,4.806500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,29.917579,0.000000,0.000000,113.553562,52.211279,0.000000,3.845200,118.879765,0.000000,338.377600,0.000000,1.340437,0.000000,0.000000,4.775738,0.000000,0,0,0,0,0

22,05:15-05:30,0.000000,112.472100,0.000000,0.000000,88.439600,0.000000,9.581373,14.419524,402.563601,0.000000,97.851496,21.421801,118.600388,24.626295,3.078563,0.000000,0.000000,0.000000,0.000000,0.000000,6.465704,0.570080,8.530576,0.000000,0.000000,4.806500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,29.917579,9.303308,0.000000,113.553562,52.211279,0.000000,3.845200,118.879765,0.000000,338.377600,0.000000,1.340437,0.000000,0.000000,4.775738,0.000000,0,0,0,0,0

23,05:30-05:45,0.000000,112.472100,0.000000,0.000000,88.439600,0.000000,9.581373,14.419524,402.563601,0.000000,97.851496,21.421801,118.600388,24.626295,3.078563,18.207022,0.000000,12.660359,0.000000,0.000000,6.465704,0.570080,8.530576,0.000000,0.000000,4.806500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,29.917579,9.303308,0.000000,113.553562,52.211279,0.000000,3.845200,118.879765,0.000000,338.377600,0.000000,1.340437,0.000000,0.000000,4.775738,0.000000,0,0,0,0,0

24,05:45-06:00,0.000000,112.472100,6.158905,0.000000,88.439600,0.000000,9.581373,14.419524,402.563601,0.000000,116.568103,25.112424,118.600388,24.626295,3.078563,36.414044,0.000000,12.660359,0.000000,0.000000,6.465704,0.570080,8.530576,0.000000,0.000000,4.806500,15.841120,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.671205,44.876368,9.303308,0.000000,113.553562,52.211279,0.000000,3.845200,118.879765,0.000000,338.377600,0.000000,1.340437,0.000000,0.000000,4.775738,0.000000,0,0,0,0,0

25,06:00-06:15,0.000000,112.472100,16.127442,0.000000,88.439600,0.000000,9.581373,14.419524,402.563601,0.000000,116.568103,25.112424,118.600388,24.626295,3.078563,59.172822,3.844239,25.320719,0.000000,6.758900,6.465704,0.570080,8.530576,2.114860,0.000000,4.806500,31.682241,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.717651,44.876368,18.606615,0.000000,113.553562,52.211279,0.000000,3.845200,118.879765,0.000000,386.442600,0.000000,1.340437,0.000000,0.000000,4.775738,0.000000,0,0,0,0,0

26,06:15-06:30,0.000000,112.472100,26.347414,0.000000,88.439600,0.000000,9.581373,14.419524,402.563601,0.000000,116.568103,25.112424,118.600388,24.626295,3.078563,81.931599,10.128288,25.320719,0.000000,26.579945,6.465704,0.570080,25.591729,12.536890,0.000000,4.806500,47.523361,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.717651,44.876368,19.585911,0.000000,113.553562,52.211279,0.000000,3.845200,118.879765,0.000000,386.442600,0.000000,1.340437,0.000000,0.000000,4.775738,0.000000,0,0,0,0,0

27,06:30-06:45,0.000000,112.472100,26.347414,0.000000,88.439600,0.000000,13.008792,14.419524,402.563601,0.000000,141.806770,33.452577,118.600388,35.205690,3.078563,109.242132,10.128288,25.320719,0.000000,26.579945,6.465704,0.570080,25.591729,12.536890,0.000000,5.767800,47.523361,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.717651,44.876368,19.585911,0.000000,113.553562,52.211279,0.000000,4.806500,118.879765,0.000000,405.668600,0.000000,1.340437,0.000000,0.000000,4.775738,0.000000,0,0,0,0,0

28,06:45-07:00,0.000000,112.472100,26.347414,0.000000,88.439600,0.000000,13.008792,14.419524,402.563601,0.000000,141.806770,33.452577,118.600388,35.205690,3.078563,132.000910,10.128288,25.320719,0.000000,26.579945,6.465704,0.570080,25.591729,12.536890,0.000000,5.767800,47.523361,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.717651,44.876368,19.585911,0.000000,113.553562,52.211279,0.000000,4.806500,118.879765,0.000000,463.346600,0.000000,1.340437,0.000000,0.000000,4.775738,0.000000,0,0,0,0,0

29,07:00-07:15,0.000000,112.472100,26.347414,0.000000,88.439600,0.000000,17.438078,14.419524,402.563601,0.000000,141.806770,33.452577,118.600388,35.205690,3.078563,134.914033,10.128288,25.320719,0.000000,26.579945,5.819133,0.570080,25.591729,12.536890,0.000000,5.767800,47.523361,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.717651,44.876368,19.585911,0.000000,113.553562,52.211279,0.000000,4.806500,118.879765,0.000000,521.024600,0.000000,1.340437,0.000000,0.000000,4.775738,0.000000,0,0,0,0,0

30,07:15-07:30,0.000000,112.472100,26.347414,0.000000,88.439600,0.000000,17.438078,14.419524,402.563601,0.000000,141.806770,33.452577,118.600388,35.205690,3.078563,134.914033,10.128288,25.320719,0.000000,26.579945,5.819133,0.570080,25.591729,12.536890,0.000000,5.767800,47.523361,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.717651,44.876368,19.585911,0.000000,113.553562,52.211279,0.000000,4.806500,118.879765,0.000000,540.250600,0.000000,1.340437,0.000000,0.000000,5.837014,0.000000,0,0,0,0,0

31,07:30-07:45,0.000000,112.472100,26.347414,0.000000,88.439600,0.000000,17.438078,14.419524,402.563601,0.000000,141.806770,33.452577,118.600388,40.749603,3.078563,113.793888,10.128288,25.320719,0.000000,26.579945,5.819133,0.570080,25.591729,12.536890,0.000000,5.767800,47.523361,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.671205,44.876368,19.585911,0.000000,113.553562,52.211279,0.000000,4.806500,118.879765,0.000000,540.250600,0.000000,1.340437,0.000000,0.000000,38.205907,0.000000,0,0,0,0,0

32,07:45:08:00,0.000000,146.022699,17.564943,0.000000,88.439600,0.000000,17.438078,14.419524,402.563601,0.000000,141.806770,33.452577,118.600388,40.749603,3.078563,84.025407,4.741228,25.243834,0.000000,13.505650,5.819133,0.570080,9.478418,6.268445,0.000000,9.327590,31.682241,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44.876368,9.303308,0.000000,113.553562,52.211279,0.000000,5.547758,118.879765,0.000000,588.315600,0.000000,1.340437,0.000000,0.000000,38.205907,0.000000,0,0,0,0,0

33,08:00-08:15,0.000000,195.143900,7.619264,0.000000,88.439600,0.000000,17.438078,14.419524,402.563601,0.000000,141.806770,33.452577,118.600388,40.749603,3.078563,72.828088,0.000000,12.660359,0.000000,8.353697,5.819133,0.570080,8.530576,0.000000,0.000000,9.327590,15.841120,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44.876368,9.303308,0.000000,113.553562,52.211279,0.000000,5.547758,118.879765,0.000000,578.332500,0.000000,1.340437,0.000000,0.000000,7.428926,0.000000,0,0,0,0,0

34,08:15-08:30,0.000000,212.447300,0.000000,0.000000,88.439600,0.000000,17.438078,14.419524,402.563601,0.000000,141.806770,33.452577,118.600388,40.749603,3.078563,36.414044,0.000000,12.660359,0.000000,0.000000,5.819133,0.570080,8.530576,0.000000,0.000000,13.725569,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44.876368,0.000000,0.000000,113.553562,52.211279,0.000000,5.881522,118.879765,0.000000,604.632610,0.000000,1.340437,0.000000,0.000000,6.367651,0.000000,0,0,0,0,0

35,08:30-08:45,0.000000,188.638140,0.000000,0.000000,88.439600,0.000000,17.438078,14.419524,402.563601,0.000000,141.806770,33.452577,118.600388,35.023043,3.078563,22.485672,0.000000,0.000000,0.000000,0.000000,5.819133,0.570080,8.530576,0.000000,0.000000,5.767800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44.876368,0.000000,0.000000,113.553562,52.211279,0.000000,4.806500,118.879765,0.000000,568.719500,0.000000,1.340437,0.000000,0.000000,6.367651,0.000000,0,0,0,0,0

36,08:45:09:00,0.000000,173.995300,0.000000,0.000000,88.439600,0.000000,17.438078,14.419524,402.563601,0.000000,141.806770,33.452577,118.600388,40.748946,3.078563,18.480127,0.000000,0.000000,0.000000,0.000000,5.819133,0.570080,8.530576,0.000000,0.000000,9.327590,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44.876368,0.000000,0.000000,113.553562,52.211279,0.000000,5.547758,118.879765,0.000000,626.397500,0.000000,1.340437,0.000000,0.000000,6.367651,0.000000,0,0,0,0,0

37,09:00:09:15,0.000000,161.498400,0.000000,0.000000,88.439600,0.000000,17.438078,14.419524,402.563601,0.000000,141.806770,33.452577,118.600388,40.749603,3.078563,0.000000,0.000000,0.000000,0.000000,0.000000,5.819133,0.570080,8.530576,0.000000,0.000000,5.767800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44.876368,0.000000,0.000000,113.553562,52.211279,0.000000,4.806500,118.879765,0.000000,568.719500,0.000000,1.340437,0.000000,0.000000,6.367651,0.000000,0,0,0,0,0

38,09:15-09:30,0.000000,199.950400,0.000000,0.000000,88.439600,0.000000,17.438078,14.419524,402.563601,0.000000,141.806770,33.452577,118.600388,40.749603,3.078563,0.000000,0.000000,0.000000,0.000000,0.000000,5.819133,0.570080,8.530576,0.000000,0.000000,5.767800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44.876368,0.000000,0.000000,113.553562,52.211279,0.000000,4.806500,118.879765,0.000000,568.719500,0.000000,1.340437,0.000000,0.000000,6.898289,0.000000,0,0,0,0,0

39,09:30-09:45,0.000000,199.950400,0.000000,0.000000,88.439600,0.000000,17.438078,14.419524,402.563601,0.000000,141.806770,33.452577,118.600388,40.749603,3.078563,0.000000,0.000000,0.000000,0.000000,0.000000,5.819133,0.570080,8.530576,0.000000,0.000000,10.667065,15.841120,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44.876368,0.000000,0.000000,113.553562,52.211279,0.000000,5.140263,118.879765,0.000000,575.793610,0.000000,1.340437,0.000000,0.000000,38.205907,0.000000,0,0,0,0,0

40,09:45-10:00,0.000000,199.950400,0.000000,0.000000,88.439600,0.000000,17.438078,14.419524,402.563601,0.000000,141.806770,33.452577,118.600388,35.023043,3.694276,0.000000,0.000000,0.000000,0.000000,0.000000,5.819133,0.570080,8.530576,0.000000,0.000000,10.667065,15.841120,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,29.917579,0.000000,0.000000,113.553562,52.211279,0.000000,5.140263,118.879765,0.000000,575.793610,0.000000,1.340437,0.000000,0.000000,38.205907,0.000000,0,0,0,0,0

41,10:00-10:15,0.000000,199.950400,0.000000,0.000000,88.439600,0.000000,17.438078,14.419524,402.563601,0.000000,141.806770,33.452577,118.600388,35.023043,3.694276,0.000000,0.000000,0.000000,0.000000,0.000000,5.819133,0.570080,8.530576,0.000000,0.000000,10.667065,15.841120,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.958789,0.000000,0.000000,113.553562,52.211279,0.000000,5.140263,118.879765,0.000000,575.793610,0.000000,8.936245,0.000000,0.000000,7.428926,0.000000,0,0,0,0,0

42,10:15-10:30,0.000000,199.950400,0.000000,0.000000,88.439600,0.000000,17.438078,14.419524,402.563601,0.000000,141.806770,33.452577,118.600388,35.023043,3.694276,0.000000,0.000000,0.000000,0.000000,0.000000,5.819133,0.570080,8.530576,0.000000,0.000000,10.667065,15.841120,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.958789,0.000000,0.000000,113.553562,52.211279,0.000000,5.140263,118.879765,0.000000,575.793610,0.000000,68.138867,0.000000,0.000000,6.367651,0.000000,0,0,0,0,0

43,10:30-10:45,0.000000,199.950400,0.000000,0.000000,88.439600,0.000000,17.438078,14.419524,402.563601,0.000000,141.806770,33.452577,118.600388,35.023043,3.694276,0.000000,0.000000,0.000000,0.000000,0.000000,5.819133,0.570080,8.530576,0.000000,0.000000,10.667065,15.841120,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.267428,0.000000,0.000000,113.553562,52.211279,0.000000,5.140263,118.879765,0.000000,575.793610,0.000000,68.138867,0.000000,0.000000,6.367651,0.000000,0,0,0,0,0

44,10:45-11:00,0.000000,199.950400,0.000000,0.000000,88.439600,0.000000,17.438078,14.419524,402.563601,0.000000,141.806770,33.452577,118.600388,35.023043,3.694276,0.000000,0.000000,0.000000,0.000000,0.000000,5.819133,0.570080,8.530576,0.000000,0.000000,10.667065,15.841120,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,113.553562,52.211279,0.000000,5.140263,118.879765,0.000000,575.793610,0.000000,68.138867,0.000000,0.000000,6.367651,0.000000,0,0,0,0,0

45,11:00-11:15,0.000000,199.950400,0.000000,0.000000,88.439600,0.000000,17.438078,14.419524,402.563601,0.000000,141.806770,33.452577,118.600388,37.349976,3.694276,0.000000,0.000000,0.000000,0.000000,0.000000,5.819133,0.570080,8.530576,0.000000,0.000000,10.667065,15.841120,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,113.553562,52.211279,0.000000,5.140263,118.879765,0.000000,575.793610,0.000000,68.138867,0.000000,0.000000,6.367651,0.000000,0,0,0,0,0

46,11:15-11:30,0.000000,199.950400,0.000000,0.000000,88.439600,0.000000,17.438078,14.419524,402.563601,0.000000,141.806770,33.452577,118.600388,40.749603,3.694276,0.000000,0.000000,0.000000,0.000000,0.000000,23.793790,0.570080,8.530576,0.000000,0.000000,10.667065,15.841120,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,113.553562,52.211279,0.000000,5.140263,118.879765,0.000000,575.793610,0.000000,3.351092,0.000000,0.000000,6.367651,0.000000,0,0,0,0,0

47,11:30-11:45,0.000000,197.066500,0.000000,0.000000,88.439600,0.000000,17.438078,14.419524,402.563601,0.000000,141.806770,33.452577,118.600388,40.749603,8.004264,0.000000,0.000000,0.000000,0.000000,0.000000,23.793790,0.570080,8.530576,0.000000,0.000000,10.667065,15.841120,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,113.553562,52.211279,0.000000,5.140263,118.879765,0.000000,556.937711,0.000000,1.340437,0.000000,0.000000,6.367651,0.000000,0,0,0,0,0

