Block,Time,DHAULIGNGA,RAMPUR,CHAMERA3,KISHANGANGA,NJPC,NAPP,CHAMERA2,JHAJJAR,PARBATI3,KOTESHWR,DULHASTI,DADRT2,KOLDAM,RIHAND3,TEHRI,UNCHAHAR4,SINGRAULI,RIHAND2,TANDA2,UNCHAHAR3,SEWA2,RIHAND1,URI2,UNCHAHAR2,RAPPC,UNCHAHAR1,SINGRAULI_HYDRO,RAPPB,BSIUL,CHAMERA1,TANAKPUR,SALAL,URI,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,TALA,FSTPP I & II,BRBCL,KHSTPP-I,KHSTPP-II,VSTPS I,VSTPS II,VSTPS III,VSTPS IV,VSTPS V,LARA-I,MOUDA,SIPAT I,SIPAT II,SOLAPUR,MOUDA_II,TAPS-II,SASAN,GADARWARA-I,KHARGONE-I,KSTPS I&II,KSTPS7,KAPS,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas
32,07:45:08:00,19.830272,0,21.118518,2.551476,0,44.150584,29.001777,661.459879,0,8.712864,53.905351,344.67316,0,126.520838,0,1.492325,144.026761,120.694688,2.491366,26.963602,17.179061,94.319982,34.64741,43.545976,59.301366,22.193776,1.055067,0,6.5538,25.28,1.1529,61.586,50.784,0,6.080756,54.726808,0,0,72.0861,0,0,0,6.41457,36.737993,0,3.03,2.38,1.89,0.41,0.88,0.19,1.99,2.18,1.62,0,1.85,7.79,1.94,0,9.33,0.25,1.83,0.83,0,18.140334,15.00135,34.79931,147.515625,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,1.371098,348.975,4.2939,3.542466,2.889862,1.341844,0.82956,0,0,0.001858,0.021924,0,0,0.002557,0,0.017738

33,08:00-08:15,19.830272,0,10.559259,2.551476,0,44.150584,14.42728,661.459879,0,8.712864,53.905351,344.67316,0,126.520838,0,1.492325,144.026761,120.694688,2.491366,26.963602,17.179061,94.319982,35.944935,43.545976,59.301366,22.193776,1.055067,0,6.5538,25.28,0.5124,48.804,50.784,0,6.080756,54.726808,0,0,72.0861,0,0,0,6.41457,36.737993,0,3.03,2.38,1.89,0.41,0.88,0.19,1.99,2.18,1.62,0,1.85,7.79,1.94,0,9.33,0.25,1.83,0.83,0,18.140334,15.00135,34.79931,147.515625,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,1.371098,348.975,4.2939,3.542466,2.889862,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.017578

34,08:15-08:30,19.830272,0,10.559259,2.551476,0,44.150584,14.42728,661.459879,0,8.712864,53.905351,344.67316,0,126.520838,0,1.492325,144.026761,120.694688,2.491366,26.963602,17.179061,94.319982,35.944935,43.545976,59.301366,22.193776,1.055067,0,6.5538,12.64,0.5124,48.804,50.784,0,6.080756,54.726808,0,0,72.0861,0,0,0,6.41457,36.737993,0,3.03,2.38,1.89,0.41,0.88,0.19,1.99,2.18,1.62,0,1.85,7.79,1.94,0,9.33,0.25,1.83,0.83,0,18.140334,15.00135,34.79931,147.515625,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,1.371098,348.975,4.2939,3.542466,2.889862,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.017578

35,08:30-08:45,19.830272,0,10.420322,2.551476,0,44.150584,14.42728,661.459879,0,8.712864,53.905351,344.67316,0,126.520838,0,1.492325,144.026761,120.694688,2.491366,26.963602,17.179061,94.319982,34.64741,43.545976,59.301366,22.193776,1.055067,0,6.5538,12.64,0.5124,48.804,50.784,0,6.080756,54.726808,0,0,72.0861,0,0,0,6.41457,36.15485,0,3.03,2.38,1.89,0.41,0.88,0.19,1.99,2.18,1.62,0,1.85,7.79,1.94,0,9.33,0.25,1.83,0.8,0,18.140334,15.00135,34.79931,147.515625,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,1.371098,348.975,4.2939,3.542466,2.889862,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.017578

36,08:45:09:00,19.830272,0,0,2.551476,0,44.150584,14.42728,661.459879,0,8.712864,53.905351,344.67316,0,126.520838,0,1.492325,144.026761,120.694688,2.491366,26.963602,17.179061,94.319982,34.64741,43.545976,59.301366,22.193776,1.055067,0,6.5538,12.64,0.5124,48.804,50.784,0,6.080756,54.726808,0,0,72.0861,0,0,0,6.41457,36.15485,0,3.03,2.38,1.89,0.41,0.88,0.19,1.99,2.18,1.62,0,1.85,7.79,1.94,0,9.33,0.25,1.83,0.8,0,18.140334,15.00135,34.79931,147.515625,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,1.371098,348.975,4.2939,3.542466,2.889862,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.017578

37,09:00:09:15,9.915135,0,0,2.551476,0,44.150584,14.42728,661.459879,0,8.712864,53.905351,344.67316,0,126.520838,0,1.492325,144.026761,120.694688,2.525984,26.963602,17.179061,94.319982,34.64741,43.545976,59.301366,22.193776,1.055067,0,6.5538,0,0.5124,48.804,50.784,0,6.080756,54.726808,0,0,72.0861,0,0,0,6.41457,36.15485,0,3.03,2.38,1.89,0.41,0.88,0.19,1.99,2.18,1.62,0,1.85,7.79,1.94,0,9.33,0.25,1.83,0.8,0,18.140334,15.00135,34.79931,147.515625,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,1.371098,348.975,4.2939,3.542466,2.889862,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.017578

38,09:15-09:30,0,0,0,2.551476,0,44.150584,14.42728,661.459879,0,8.712864,51.482324,344.67316,0,126.520838,0,1.492325,144.026761,120.694688,2.525984,26.963602,17.179061,94.319982,34.64741,43.545976,59.301366,22.193776,1.055067,0,6.5538,0,0.5124,48.804,52.992,0,6.080756,54.726808,0,0,72.0861,0,0,0,6.41457,36.15485,0,3.03,2.38,1.89,0.41,0.88,0.19,1.99,2.18,1.62,0,1.85,7.79,1.94,0,9.33,0.25,1.83,0.8,0,18.140334,15.00135,34.79931,147.515625,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,1.371098,348.975,4.2939,3.542466,2.889862,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.017578

39,09:30-09:45,0,0,0,2.551476,0,44.150584,14.42728,661.459879,0,8.712864,35.813791,344.67316,0,126.520838,0,1.492325,144.026761,120.694688,2.525984,26.963602,17.179061,94.319982,34.64741,43.545976,59.301366,22.193776,1.055067,0,6.5538,0,0.5124,48.804,52.992,0,6.080756,54.726808,0,0,72.0861,0,0,0,6.41457,36.15485,0,3.03,2.38,1.89,0.41,0.88,0.2,1.99,2.18,1.62,0,1.85,7.83,1.94,0,9.33,0.25,1.52,0.76,0,18.140334,15.00135,34.79931,147.515625,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,1.371098,348.975,4.2939,3.542466,2.889862,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.017578

40,09:45-10:00,0,0,0,2.551476,0,44.150584,14.42728,661.459879,0,8.712864,17.906895,344.67316,0,126.520838,0,1.492325,144.026761,120.694688,2.525984,26.963602,17.179061,94.319982,34.64741,43.545976,59.301366,22.193776,1.055067,0,6.5538,0,0.5124,48.804,50.784,0,6.080756,54.726808,0,0,72.0861,0,0,0,6.41457,36.15485,0,3.03,2.38,1.89,0.42,0.88,0.2,1.99,2.18,1.62,0,1.85,7.83,1.94,0,9.33,0.25,1.52,0.8,0,18.140334,15.00135,34.79931,147.515625,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,1.371098,348.975,4.2939,3.542466,2.889862,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.017578

41,10:00-10:15,0,0,0,2.551476,0,44.150584,0,661.459879,0,8.712864,17.906895,344.67316,0,126.520838,0,1.492325,144.026761,120.694688,2.525984,26.963602,17.179061,94.319982,35.944935,43.545976,59.301366,22.193776,1.055067,0,6.5538,0,0.5124,48.804,50.784,0,6.080756,54.726808,0,0,72.0861,0,0,0,6.41457,35.571708,0,3.03,2.38,1.89,0.42,0.88,0.2,1.99,2.18,1.62,0,1.85,7.83,1.94,0,9.33,0.25,1.83,0.8,0,18.140334,15.00135,34.79931,147.515625,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,1.371098,348.975,4.2939,3.542466,2.889862,1.341844,0.82956,0,0,0.001858,0.021627,0,0,0.002557,0,0.017578

42,10:15-10:30,0,0,0,2.551476,0,44.150584,0,661.459879,0,8.712864,17.906895,344.67316,0,126.520838,0,1.492325,144.026761,120.694688,2.525984,26.963602,17.179061,94.319982,35.944935,43.545976,59.301366,22.193776,1.055067,0,6.5538,0,0.5124,48.804,50.784,0,6.080756,54.726808,0,0,72.0861,0,0,0,6.41457,35.571708,0,3.03,2.38,1.89,0.44,0.88,0.2,1.99,2.18,1.62,0,1.85,7.83,1.94,0,9.33,0.25,1.83,0.85,0,18.140334,15.00135,34.79931,147.515625,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,1.371098,348.975,4.2939,3.542466,2.889862,1.341844,0.82956,0,0,0.001858,0.021627,0,0,0.002557,0,0.017578

43,10:30-10:45,0,0,0,2.551476,0,44.150584,0,661.459879,0,8.712864,17.906895,344.67316,0,126.520838,0,1.492325,144.026761,120.694688,2.525984,26.963602,17.179061,94.319982,34.64741,43.545976,59.301366,22.193776,1.055067,0,6.5538,0,5.8926,36.022,50.784,0,6.080756,54.726808,0,0,72.0861,0,0,0,6.41457,35.571708,0,3.03,2.38,1.89,0.44,0.88,0.2,1.99,2.18,1.62,0,1.85,7.83,1.94,0,9.33,0.25,1.83,0.85,0,18.140334,15.00135,34.79931,147.515625,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,1.371098,348.975,4.2939,3.542466,2.889862,1.341844,0.82956,0,0,0.001858,0.021553,0,0,0.002557,0,0.017578

44,10:45-11:00,0,0,0,2.551476,0,44.150584,0,661.459879,0,8.712864,17.906895,344.67316,0,126.520838,0,1.492325,144.026761,120.694688,2.525984,26.963602,17.179061,94.319982,34.64741,43.545976,59.301366,22.193776,1.055067,0,6.5538,0,5.8926,36.022,50.784,0,6.080756,54.726808,0,0,72.0861,0,0,0,6.41457,35.571708,0,3.03,2.38,1.89,0.44,0.88,0.2,1.99,2.18,1.62,0,1.85,7.83,1.94,0,9.33,0.25,1.83,0.85,0,18.140334,15.00135,34.79931,147.515625,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,1.371098,348.975,4.2939,3.542466,2.889862,1.341844,0.82956,0,0,0.001858,0.021553,0,0,0.002557,0,0.017578

45,11:00-11:15,0,0,0,2.551476,0,44.150584,0,661.459879,0,8.712864,0,344.67316,0,126.520838,0,1.492325,144.026761,120.694688,2.589046,26.963602,17.179061,94.319982,34.64741,43.545976,59.301366,22.193776,1.055067,0,6.5538,0,6.0207,39.508,50.784,0,6.080756,54.726808,0,0,72.0861,0,0,0,6.41457,34.405422,0,3.03,2.38,1.89,0.44,0.88,0.19,1.99,2.18,1.62,0,1.85,7.83,1.94,0,9.33,0.25,1.83,0.85,0,18.140334,15.00135,34.79931,147.515625,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,1.371098,348.975,4.2939,3.542466,2.889862,1.341844,0.82956,0,0,0.001858,0.021405,0,0,0.002557,0,0.017259

46,11:15-11:30,0,0,0,2.551476,0,44.150584,0,661.459879,0,8.712864,0,344.67316,0,126.520838,0,1.492325,144.026761,120.694688,2.589046,26.963602,17.179061,94.319982,34.64741,43.545976,59.301366,22.193776,1.055067,0,6.5538,0,6.0207,39.508,50.784,0,6.080756,54.726808,0,0,72.0861,0,0,0,6.41457,34.405422,0,3.03,2.38,1.89,0.44,0.88,0.19,1.99,2.18,1.62,0,1.85,7.83,1.94,0,9.33,0.25,1.83,0.85,0,18.140334,15.00135,34.79931,147.515625,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,1.371098,348.975,4.2939,3.542466,2.889862,1.341844,0.82956,0,0,0.001858,0.021405,0,0,0.002557,0,0.017259

47,11:30-11:45,0,0,0,2.551476,0,44.150584,0,661.459879,0,8.712864,0,344.67316,0,126.520838,0,1.492325,144.026761,120.694688,2.589046,26.963602,17.179061,94.319982,35.944935,43.545976,59.301366,22.193776,1.055067,0,6.5538,0,0.6405,39.508,50.784,0,6.080756,54.726808,0,0,72.0861,0,0,0,6.41457,34.405422,0,3.03,2.38,1.89,0.44,0.88,0.19,1.99,2.18,1.62,0,1.85,7.83,1.94,0,9.33,0.25,1.88,0.85,0,18.140334,15.00135,34.79931,147.515625,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,1.371098,348.975,4.2939,3.542466,2.935491,1.341844,0.82956,0,0,0.001858,0.021405,0,0,0.002557,0,0.017259

48,11:45-12:00,0,0,0,2.551476,0,44.150584,0,661.459879,0,8.712864,0,344.67316,0,126.520838,0,1.492325,144.026761,120.694688,2.589046,26.963602,17.179061,94.319982,35.944935,43.545976,59.301366,22.193776,1.055067,0,6.5538,0,0.6405,39.508,50.784,0,6.080756,54.726808,0,0,72.0861,0,0,0,6.41457,34.405422,0,3.03,2.38,1.89,0.44,0.88,0.19,1.99,2.18,1.62,0,1.85,7.83,1.94,0,9.33,0.25,1.88,0.85,0,18.140334,15.00135,34.79931,147.515625,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,1.371098,348.975,4.2939,3.542466,2.935491,1.341844,0.82956,0,0,0.001858,0.021405,0,0,0.002557,0,0.017259

49,12:00-12:15,0,0,0,2.551476,0,44.150584,0,661.459879,0,8.712864,0,344.67316,0,126.520838,0,1.492325,144.026761,120.694688,2.589046,26.963602,17.179061,79.966942,34.64741,43.545976,59.301366,22.193776,1.055067,0,6.5538,0,0.6405,39.508,50.784,0,6.080756,54.726808,0,0,72.0861,0,0,0,6.41457,33.239137,0,3.03,2.38,1.89,0.44,0.88,0.2,1.99,2.18,1.62,0,1.85,7.83,1.94,0,9.33,0.25,1.88,0.85,0,18.140334,15.00135,34.79931,147.515625,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,1.371098,348.975,4.2939,3.542466,2.935491,1.341844,0.82956,0,0,0.001858,0.021405,0,0,0.002557,0,0.017259

50,12:15-12:30,0,0,0,2.551476,0,44.150584,0,661.459879,0,8.712864,0,344.67316,0,126.520838,0,1.492325,144.026761,120.694688,2.589046,26.963602,17.179061,79.966942,34.64741,43.545976,59.301366,22.193776,1.055067,0,6.5538,0,0.6405,39.508,50.784,0,6.080756,54.726808,0,0,72.0861,0,0,0,6.41457,33.239137,0,3.03,2.38,1.89,0.44,0.88,0.2,1.99,2.18,1.62,0,1.85,7.83,1.94,0,9.33,0.25,1.88,0.85,0,18.140334,15.00135,34.79931,147.515625,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,1.371098,348.975,4.2939,3.542466,2.935491,1.341844,0.82956,0,0,0.001858,0.021405,0,0,0.002557,0,0.017259

51,12:30-12:45,0,0,0,2.551476,0,44.150584,0,661.459879,0,8.712864,0,344.67316,0,126.520838,0,1.492325,144.026761,120.694688,2.589047,26.963602,17.179061,79.966942,34.64741,43.545976,59.301366,22.193776,1.055067,0,6.5538,0,0.6405,39.508,50.784,0,6.080756,54.726808,0,0,72.0861,0,0,0,6.41457,33.239137,0,3.03,2.38,1.89,0.44,0.88,0.2,1.99,2.18,1.62,0,1.85,7.83,1.94,0,9.33,0.25,1.83,0.85,0,18.140334,15.00135,34.79931,147.515625,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,1.371098,348.975,4.2939,3.542466,2.935491,1.341844,0.82956,0,0,0.001858,0.021405,0,0,0.002557,0,0.017259

52,12:45-13:00,0,0,0,2.551476,0,44.150584,0,661.459879,0,8.712864,0,344.67316,0,126.520838,0,1.492325,144.026761,120.694688,2.589046,26.963602,17.179061,79.966942,34.64741,43.545976,59.301366,22.193776,1.055067,0,6.5538,0,0.6405,39.508,52.992,0,6.080756,54.726808,0,0,72.0861,0,0,0,6.41457,33.239137,0,3.03,2.38,1.89,0.43,0.88,0.2,1.99,2.18,1.62,0,1.85,7.83,1.94,0,9.33,0.25,1.83,0.79,0,18.140334,15.00135,34.79931,147.515625,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,1.371098,348.975,4.2939,3.542466,2.935491,1.341844,0.82956,0,0,0.001858,0.021405,0,0,0.002557,0,0.017259

53,13:00-13:15,0,0,0,2.551476,0,44.150584,0,661.459879,0,8.712864,0,344.67316,0,126.520838,0,1.492325,144.026761,120.694688,2.589046,26.963602,17.179061,79.966942,34.64741,43.545976,59.301366,22.193776,1.055067,0,6.5538,0,0.1281,39.508,52.992,0,6.080756,54.726808,0,0,72.0861,0,0,0,6.41457,33.239137,0,3.03,2.38,1.89,0.43,0.88,0.2,1.99,2.18,1.62,0,1.85,7.83,1.94,0,9.33,0.25,1.83,0.79,0,18.140334,15.00135,34.79931,147.515625,2.330683,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,1.371098,348.975,4.2939,3.542466,2.935491,1.341844,0.82956,0,0,0.001858,0.02133,0,0,0.002557,0,0.017259

54,13:15-13:30,0,0,0,2.551476,0,44.150584,0,661.459879,0,8.712864,0,344.67316,0,126.520838,0,1.492325,144.026761,120.694688,2.589046,26.963602,17.179061,79.966942,34.64741,43.545976,59.301366,22.193776,1.055067,0,6.5538,0,0.1281,39.508,50.784,0,6.080756,54.726808,0,0,72.0861,0,0,0,6.41457,33.239137,0,3.03,2.38,1.89,0.43,0.88,0.2,1.99,2.18,1.62,0,1.85,7.83,1.94,0,9.33,0.25,1.83,0.79,0,18.140334,15.00135,34.79931,147.515625,2.330683,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,1.371098,348.975,4.2939,3.542466,2.935491,1.341844,0.82956,0,0,0.001858,0.02133,0,0,0.002557,0,0.017259

55,13:30-13:45,0,0,10.559259,2.551476,0,44.150584,3.680428,661.459879,0,8.712864,0,344.67316,0,126.520838,0,1.492325,144.026761,120.694688,2.589046,26.963602,17.179061,79.966942,34.64741,43.545976,59.301366,22.193776,1.055067,0,6.5538,0,0.1281,39.508,38.64,0,6.080756,54.726808,0,0,72.0861,0,0,0,6.41457,33.239137,0,3.03,2.38,1.89,0.43,0.88,0.2,1.99,2.18,1.62,0,1.85,7.83,1.94,0,9.33,0.25,1.83,0.79,0,18.140334,15.00135,34.79931,147.515625,2.330683,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,1.371098,348.975,4.2939,3.542466,2.935491,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

56,13:45-14:00,0,0,10.559259,2.551476,0,44.150584,14.42728,661.459879,0,8.712864,0,344.67316,0,126.520838,0,1.492325,144.026761,120.694688,2.525983,26.963602,17.179061,79.966942,34.64741,43.545976,59.301366,22.193776,1.055067,0,6.5538,0,0.1281,39.508,38.64,0,6.080756,54.726808,0,0,72.0861,0,0,0,6.41457,33.239137,0,3.03,2.38,1.89,0.43,0.88,0.2,1.99,2.18,1.62,0,1.85,7.83,1.94,0,9.33,0.25,1.83,0.79,0,18.140334,15.00135,34.79931,147.515625,2.330683,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,1.371098,348.975,4.2939,3.542466,2.935491,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

57,14:00-14:15,0,0,10.559259,2.551476,0,44.150584,14.42728,661.459879,0,0,0,344.67316,0,126.520838,10.668819,1.492325,144.026761,120.694688,2.525983,26.963602,17.179061,79.966942,34.64741,43.545976,59.301366,22.193776,1.055067,0,6.5538,0,0.1281,39.508,38.64,0,6.080756,54.726808,0,0,72.0861,0,0,0,6.41457,32.072852,0,3.03,2.38,1.89,0.43,0.88,0.2,1.99,2.18,1.62,0,1.85,7.83,1.94,0,9.33,0.25,1.83,0.79,0,18.140334,15.00135,34.79931,147.515625,2.330683,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,1.371098,348.975,4.2939,3.542466,2.935491,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

58,14:15-14:30,0,0,10.559259,2.551476,0,44.150584,14.42728,661.459879,0,0,0,344.67316,0,126.520838,21.337638,1.492325,144.026761,120.694688,2.525983,26.963602,17.179061,79.966942,34.64741,43.545976,59.301366,22.193776,1.055067,0,6.5538,0,0.1281,39.508,38.64,0,6.080756,54.726808,0,0,72.0861,0,0,0,6.41457,32.072852,0,3.03,2.38,1.89,0.43,0.88,0.2,1.99,2.18,1.62,0,1.85,7.83,1.94,0,9.33,0.25,1.83,0.79,0,18.140334,15.00135,34.79931,147.515625,2.330683,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,1.371098,348.975,4.2939,3.542466,2.935491,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

59,14:30-14:45,0,0,10.559259,2.551476,0,44.150584,14.42728,661.459879,0,0,17.906895,344.67316,0,126.520838,32.006457,1.492325,144.026761,120.694688,2.525983,26.963602,17.179061,79.966942,34.64741,43.545976,59.301366,22.193776,1.055067,0,6.5538,0,0.1281,39.508,38.64,0,6.080756,54.726808,0,0,72.0861,0,0,0,6.41457,32.072852,0,3.03,2.38,1.89,0.43,0.88,0.17,1.99,2.18,1.62,0,1.85,7.83,1.94,0,9.33,0.25,1.83,0.79,0,18.140334,15.00135,34.79931,147.515625,2.330683,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,1.371098,348.975,4.2939,3.542466,2.935491,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

60,14:45-15:00,0,0,10.559259,2.551476,0,44.150584,14.42728,661.459879,0,0,35.813791,344.67316,0,126.520838,32.006457,1.492325,144.026761,120.694688,2.525983,26.963602,17.179061,79.966942,34.64741,43.545976,59.301366,22.193776,1.055067,0,6.5538,0,0.1281,39.508,38.64,0,6.080756,54.726808,0,0,72.0861,0,0,0,6.41457,32.072852,0,3.03,2.38,1.89,0.42,0.88,0.17,1.99,2.18,1.62,0,1.85,7.83,1.94,0,9.33,0.25,1.83,0.74,0,18.140334,15.00135,34.79931,147.515625,2.330683,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,1.371098,348.975,4.2939,3.542466,2.935491,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

61,15:00-15:15,0,0,10.559259,2.551476,0,44.150584,14.42728,661.459879,0,0,35.813791,344.67316,0,126.520838,32.006457,1.492325,144.026761,120.694688,2.525983,26.963602,17.179061,79.966942,34.64741,43.545976,59.301366,22.193776,1.055067,0,0,0,0.1281,39.508,37.536,0,6.080756,54.726808,0,0,72.0861,0,0,0,6.41457,30.906565,0,3.03,2.38,1.89,0.42,0.88,0.17,1.99,2.18,1.62,0,1.85,7.83,1.94,0,9.33,0.25,1.83,0.74,0,18.140334,15.00135,34.79931,147.515625,2.330683,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,1.371098,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

62,15:15-15:30,0,0,10.559259,2.551476,0,44.150584,14.42728,661.459879,0,0,51.482324,344.67316,0,126.520838,32.006457,1.492325,144.026761,120.694688,2.525983,26.963602,17.179061,79.966942,34.64741,43.545976,59.301366,22.193776,1.055067,0,0,0,0.1281,39.508,37.536,0,6.080756,54.726808,0,0,72.0861,0,0,0,6.41457,30.906565,0,3.03,2.38,1.89,0.42,0.88,0.17,1.99,2.18,1.62,0,1.85,7.83,1.94,0,9.33,0.25,1.83,0.74,0,18.140334,15.00135,34.79931,147.515625,2.330683,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,1.371098,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

63,15:30-15:45,0,0,10.559259,2.551476,0,44.150584,14.42728,661.459879,0,0,53.905351,344.67316,0,126.520838,32.006457,1.492325,144.026761,120.694688,2.525983,26.963602,17.179061,79.966942,35.068228,43.545976,59.301366,22.193776,1.055067,0,0,12.64,0.1281,39.508,37.536,0,6.080756,54.726808,0,0,72.0861,0,0,0,6.41457,30.906565,0,3.03,2.38,1.89,0.42,0.88,0.17,1.99,2.18,1.62,0,1.85,7.83,1.94,0,9.33,0.25,1.73,0.74,0,18.140334,15.00135,34.79931,147.515625,2.330683,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,1.371098,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

64,15:45-16:00,0,0,10.559259,2.551476,0,44.150584,14.42728,661.459879,0,0,53.905351,344.67316,0,126.520838,32.006457,1.492325,144.026761,120.694688,2.525983,26.963602,17.179061,79.966942,35.068228,43.545976,59.301366,22.193776,1.055067,0,0,27.887,0.1281,39.508,37.536,0,6.080756,54.726808,0,0,72.0861,0,0,0,6.41457,30.906565,0,3.03,2.38,1.89,0.42,0.88,0.17,1.99,2.18,1.62,0,1.85,7.83,1.94,0,9.33,0.25,1.73,0.74,0,18.140334,15.00135,34.79931,147.515625,2.330683,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,1.870228,3.542468,1.755846,1.371098,348.975,4.2939,3.542466,2.969334,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

