Block,Time Block,KKNPPU2,KHSTPP-I,KHSTPP-II,KGSU1AND2,KGSU3AND4,FSTPP I & II,JHAJJAR,KOLDAM,KOTESHWR,BSIUL,CHAMERA1,BRBCL,DADRT2,CHAMERA2,CHAMERA3,DHAULIGNGA,DULHASTI,URI,VALLURNTECL,UNCHAHAR1,UNCHAHAR4,URI2,UNCHAHAR3,ANTA_CRF,UNCHAHAR2,ANTA_RF,AURY_LF,DADRI_GF,DADRI_LF,AURY_GF,DADRI_CRF,ANTA_LF,AURY_CRF,AURY_RF,ANTA_GF,DADRI_RF,KISHANGANGA,KKNP,TelanganaSTPP,TALST2,TEHRI,TANAKPUR,TALA,TANDA2,RAPPB,RIHAND2,SASAN,SIMHST2,RIHAND1,SINGRAULI_HYDRO,SIMHST1,RAMPUR,RSTPSU1TO6,SINGRAULI,RAPPC,RSTPSU7,SALAL,SEWA2,RIHAND3,NLCEXP,KUDGI,NLCIIST1,NJPC,NLCIIST2,MAPS,NLCTS2EXP,NAPP,NNTPP,NTPL,PARBATI3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,43.49,95.09,0,0,10.32,413.24,0,8.53,0,0,19.24,394.8,0,0,0,0,7.65,0,17.53,0,4.27,22.79,0,36.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.86,1.72,0,0,0,114.22,357.07,0,78.87,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

64,15:45-16:00,0,43.49,95.09,0,0,10.32,416.88,0,8.53,0,0,19.24,423.65,0,0,0,0,7.65,0,17.53,0,4.27,22.79,0,36.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.86,1.72,0,0,0,114.22,357.07,0,78.87,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

65,16:00-16:15,0,43.49,95.09,0,0,10.32,416.88,0,8.53,0,0,19.24,456.71,0,0,0,0,4.78,0,17.53,0,4.27,22.79,0,36.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.86,1.11,0,0,0,114.22,357.07,0,78.87,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

66,16:15-16:30,0,43.49,95.09,0,0,11.25,445.11,0,8.53,0,0,19.24,470.8,0,0,0,0,4.78,0,19.77,0,4.27,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.86,1.11,0,0,0,114.22,357.07,0,78.87,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

67,16:30-16:45,0,43.49,95.09,0,0,11.25,441.8,0,8.53,0,0,19.24,564.25,0,0,0,0,1.16,0,19.77,0,4.27,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.86,1.48,0,0,0,114.22,357.07,0,78.87,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

68,16:45-17:00,0,43.49,95.09,0,0,11.25,441.8,0,8.53,0,0,19.24,655.39,3.2,0,0,0,1.16,0,19.77,0,4.27,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.86,1.48,0,0,0,114.22,357.07,0,78.87,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,22.5,0,0,0,41.91,0,0,0,0,0,0,0,0

69,17:00-17:15,0,43.49,95.09,0,0,11.25,445.11,0,8.53,0,0,19.24,656.7,12.67,0,0,15.85,1.16,0,19.77,0,4.27,25.38,20.85,40.78,0,0,0,0,0,35.32,0,49.92,0,0,0,0,0,0,0,59.86,1.48,0,0,0,114.22,357.07,0,78.87,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,44.99,0,0,0,41.91,0,0,0,0,0,0,0,0

70,17:15-17:30,0,43.49,95.09,0,0,11.25,445.11,0,8.53,0,11.55,19.24,656.7,25.33,0,7.75,15.85,1.16,0,19.77,0,4.27,25.38,22.92,40.78,0,0,0,0,0,35.32,0,67.89,0,0,0,0,0,0,0,59.86,1.48,0,0,0,114.22,357.07,0,78.87,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,59.21,0,0,0,41.91,0,0,0,0,0,0,0,0

71,17:30-17:45,0,43.49,95.09,0,0,11.25,445.11,0,25.6,0,13.14,19.24,656.7,25.33,6.12,15.5,31.7,4.78,0,19.77,0,4.27,25.38,23.54,40.78,0,0,0,0,0,35.32,0,67.89,0,0,0,0,0,0,0,59.86,1.48,0,0,0,114.22,357.07,0,78.87,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,89.99,0,0,0,41.91,0,0,0,0,0,0,0,0

72,17:45-18:00,0,43.49,95.09,0,0,11.25,445.11,0,38.31,0,26.98,19.24,656.7,25.33,27.95,35.15,47.54,4.78,0,19.77,0,4.27,25.38,23.54,40.78,0,0,0,0,0,35.32,0,67.89,0,0,0,0,0,0,0,59.86,1.48,0,0,0,114.22,357.07,0,78.87,0,0,0,0,121.16,51.99,0,1.35,10.14,119.57,0,0,0,112.48,0,0,0,41.91,0,0,0,0,0,0,0,0

73,18:00-18:15,0,43.49,95.09,0,0,11.25,473.97,0,38.31,0,26.98,19.24,656.7,25.33,27.95,35.15,47.54,4.78,0,19.77,0,4.27,25.38,23.54,40.78,0,0,0,0,0,35.32,0,67.89,0,0,0,0,0,0,0,59.86,1.11,0,0,0,114.22,357.07,0,85,0,0,0,0,121.16,51.99,0,1.35,10.14,119.57,0,0,0,134.98,0,0,0,41.91,0,0,0,0,0,0,0,0

74,18:15-18:30,0,43.49,95.09,0,0,11.25,473.97,0,38.31,0,26.98,19.24,656.7,25.33,27.95,35.15,47.54,7.33,0,19.77,0,4.27,25.38,23.54,40.78,0,0,0,0,0,35.32,0,67.89,0,0,0,0,0,0,0,59.86,1.11,0,0,0,114.22,357.07,0,88.49,0,0,0,0,121.16,51.99,0,1.35,10.14,119.57,0,0,0,134.98,0,0,0,41.91,0,0,0,0,0,0,0,0

75,18:30-18:45,0,43.49,95.09,0,0,9.76,493.2,0,38.31,0,26.98,19.24,656.7,25.33,27.95,35.15,47.54,25.48,0,19.77,0,5.17,25.38,23.54,40.78,0,0,0,0,0,35.32,0,67.89,0,0,0,0,0,0,0,59.86,1.11,0,0,0,114.22,357.07,0,88.49,0,0,0,0,121.16,51.99,0,8.94,10.14,119.57,0,0,0,134.98,0,0,0,41.91,0,0,0,0,0,0,0,0

76,18:45-19:00,0,43.49,95.09,0,0,8.29,493.2,0,38.31,0,26.98,19.24,656.7,25.33,27.95,35.15,47.54,25.48,0,19.77,0,5.17,25.38,23.54,40.78,0,0,0,0,0,35.32,0,67.89,0,0,0,0,0,0,0,59.86,1.11,0,0,0,114.22,357.07,0,88.49,0,0,0,0,121.16,51.99,0,53.64,10.14,119.57,0,0,0,134.98,0,0,0,41.91,0,0,0,0,0,0,0,0

77,19:00-19:15,0,43.49,95.09,0,0,8.29,442.25,0,38.31,0,23.55,19.24,656.7,25.33,27.95,15.5,47.54,25.48,0,19.77,0,5.17,25.38,6.64,40.78,0,0,0,0,0,0.81,0,23.08,0,0,0,0,0,0,0,59.86,1.11,0,0,0,114.22,357.07,0,88.49,0,0,0,0,121.16,51.99,0,53.64,10.14,119.57,0,0,0,112.48,0,0,0,41.91,0,0,3.67,0,0,0,0,0

78,19:15-19:30,0,43.49,95.09,0,0,8.29,442.25,0,18.97,0,23.55,19.24,656.7,25.33,1.84,7.75,31.7,7.43,0,19.77,0,5.17,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.86,1.11,0,0,0,114.22,357.07,0,88.49,0,0,0,0,121.16,51.99,0,53.64,0,119.57,0,0,0,89.99,0,0,0,41.91,0,0,15.92,0,0,0,0,0

79,19:30-19:45,0,43.49,95.09,0,0,8.29,442.25,0,8.53,0,11.55,19.24,656.7,3.2,0,0,15.85,5.31,0,19.77,0,5.17,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.86,1.11,0,0,0,114.22,357.07,0,88.49,0,0,0,0,121.16,51.99,0,8.94,0,119.57,0,0,0,67.49,0,0,0,41.91,0,0,15.92,0,0,0,0,0

80,19:45-20:00,0,43.49,95.09,0,0,8.29,442.25,0,8.53,0,0,19.24,587,0,0,0,15.85,5.31,0,19.77,0,5.17,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.86,1.11,0,0,0,114.22,357.07,0,88.49,0,0,0,0,121.16,51.99,0,2.24,0,119.57,0,0,0,41.9,0,0,0,41.91,0,0,15.92,0,0,0,0,0

81,20:00-20:15,0,43.49,95.09,0,0,8.29,454.73,0,8.53,0,0,19.24,564.33,0,0,0,15.85,5.31,0,19.77,0,5.17,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.86,1.11,0,0,0,114.22,357.07,0,88.49,0,0,0,0,121.16,51.99,0,2.24,0,119.57,0,0,0,0,0,0,0,41.91,0,0,15.92,0,0,0,0,0

82,20:15-20:30,0,43.49,95.09,0,0,8.29,454.73,0,8.53,0,0,19.24,564.33,0,0,0,15.85,5.31,0,19.77,0,5.17,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.86,1.11,0,0,0,114.22,357.07,0,88.49,0,0,0,0,121.16,51.99,0,2.24,0,119.57,0,0,0,0,0,0,0,41.91,0,0,15.92,0,0,0,0,0

83,20:30-20:45,0,43.49,95.09,0,0,8.29,396.15,0,8.53,0,0,19.24,563,0,0,0,15.85,5.31,0,19.77,0,4.27,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.86,1.11,0,0,0,114.22,357.07,0,88.49,0,0,0,0,121.16,51.99,0,2.24,0,119.57,0,0,0,0,0,0,0,41.91,0,0,15.92,0,0,0,0,0

84,20:45-21:00,0,43.49,95.09,0,0,8.29,331.62,0,8.53,0,0,19.24,558.81,0,0,0,15.85,5.31,0,19.77,0,4.27,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.86,1.11,0,0,0,114.22,357.07,0,88.49,0,0,0,0,121.16,51.99,0,2.24,0,119.57,0,0,0,0,0,0,0,41.91,0,0,3.42,0,0,0,0,0

85,21:00-21:15,0,43.49,95.09,0,0,8.29,276.31,0,8.53,0,0,19.24,519.37,0,0,0,15.85,10.62,0,19.77,0,4.27,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.86,1.11,0,0,0,114.22,357.07,0,88.49,0,0,0,0,121.16,51.99,0,2.24,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

86,21:15-21:30,0,43.49,95.09,0,0,8.29,276.31,0,8.53,0,0,19.24,485.71,0,0,0,15.85,10.62,0,19.77,0,4.27,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.86,1.11,0,0,0,114.22,357.07,0,88.49,0,0,0,0,121.16,51.99,0,2.24,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

87,21:30-21:45,0,43.49,95.09,0,0,8.29,276.31,0,8.53,0,0,19.24,478.01,0,0,0,15.85,10.62,0,19.77,0,4.27,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.91,1.11,0,0,0,114.22,357.07,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

88,21:45-22:00,0,43.49,95.09,0,0,8.29,276.31,0,8.53,0,0,19.24,485.71,0,0,0,15.85,10.62,0,19.77,0,4.27,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.91,1.11,0,0,0,114.22,357.07,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

89,22:00-22:15,0,43.49,95.09,0,0,8.29,276.31,0,8.53,0,0,19.24,488.19,0,0,0,15.85,10.62,0,19.77,0,4.27,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.91,1.11,0,0,0,114.22,357.07,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

90,22:15-22:30,0,43.49,95.09,0,0,8.29,276.31,0,8.53,0,0,19.24,485.71,0,0,0,15.85,10.62,0,17.04,0,4.27,21.88,0,35.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.91,1.11,0,0,0,114.22,357.07,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

91,22:30-22:45,0,43.49,95.09,0,0,8.29,276.31,0,8.53,0,0,19.24,485.71,0,0,0,15.85,10.62,0,17.04,0,4.27,21.88,0,35.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.94,0.49,0,0,0,114.22,357.07,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

92,22:45-23:00,0,43.49,95.09,0,0,8.29,276.31,0,8.53,0,0,19.24,476.09,0,0,0,15.85,10.62,0,17.04,0,4.27,21.88,0,35.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.94,0.49,0,0,0,114.22,357.07,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

93,23:00-23:15,0,43.49,95.09,0,0,8.29,276.31,0,8.53,0,0,19.24,466.47,0,0,0,15.85,10.62,0,17.04,0,4.27,21.88,0,35.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.94,0.49,0,0,0,114.22,357.07,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

94,23:15-23:30,0,43.49,95.09,0,0,8.29,276.31,0,8.53,0,0,19.24,476.09,0,0,0,15.85,7.65,0,17.04,0,4.27,21.88,0,35.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.94,0.49,0,0,0,114.22,357.07,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

95,23:30-23:45,0,43.49,95.09,0,0,8.29,276.31,0,8.53,0,0,19.24,418.38,0,0,0,15.85,7.65,0,17.04,0,5.17,21.88,0,35.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,0.49,0,0,0,114.22,357.07,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

96,23:45-24:00,0,43.49,95.09,0,0,8.29,276.31,0,8.53,0,0,19.24,331.82,0,0,0,15.85,12.74,0,17.04,0,5.17,21.88,0,35.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,114.22,357.07,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

