Block,Time,NR/30092023/26122029/SH-06,NR/01112023/30112023/HP-09,NR/03112023/30112023/IEX-231101-05680,SR/01112023/30112023/KSEB_BYPL-NOV23,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/03112023/30112023/HPX-TAMDLY-011123-05147,WR/01102023/01102023/L_NR_2020_06,NR/01102023/22052037/LT-59,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,NR/01102023/02012046/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/01102023/30042040/GNA_LT_35,WR/01102023/16072048/L_NR_2022_08,NR/02112023/15112023/D20231102NR21539,NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/01102023/L_NR_2022_09,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/31032046/L_NR_2020_05,NR/01102023/05012040/L_NR_2020_02,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01112023/30112023/HP-10,NR/01102023/06022042/L_NR_2012_02,L_NR_2019_19,NR/01102023/30042040/GNA_LT_36,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,NR/01102023/14082046/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_07
14,03:15-03:30,26.030000,38.210000,48.220000,144.68,71.760000,26.030000,48.220000,8.33,1.860000,7.41,0,0,1.840000,0.000000,0,0,0.000000,8,48.220000,149.190000,48.220000,21.08,25.080000,25.01,2.310000,0,93.470000,110.920000,0,0.000000,0,0,0,0,0,21.08,0,8.34,0,0,0.000000,30.860000

15,03:30-03:45,26.030000,38.210000,48.220000,144.68,71.760000,26.030000,48.220000,8.33,1.860000,7.41,0,0,1.690000,0.000000,0,0,0.000000,8,48.220000,149.190000,48.220000,20.67,25.080000,25.01,2.310000,0,93.470000,108.990000,0,0.000000,0,0,0,0,0,20.67,0,8.34,0,0,0.000000,30.860000

16,03:45-04:00,26.030000,38.210000,48.220000,144.68,71.760000,26.030000,48.220000,8.33,1.860000,7.41,0,0,1.690000,0.000000,0,0,0.000000,6.66,48.220000,149.190000,48.220000,16.67,25.080000,25.01,2.310000,0,93.470000,108.990000,0,0.000000,0,0,0,0,0,16.67,0,8.34,0,0,0.000000,30.860000

17,04:00-04:15,26.030000,38.210000,48.220000,144.68,71.760000,26.030000,48.220000,8.33,1.780000,7.41,0,0,1.690000,0.000000,0,0,0.000000,6.66,48.220000,149.190000,48.220000,16.67,25.080000,25.01,2.310000,0,93.470000,108.990000,0,0.000000,0,0,0,0,0,16.67,0,8.34,0,0,0.000000,30.860000

18,04:15-04:30,26.030000,38.210000,48.220000,144.68,71.760000,26.030000,48.220000,8.33,1.780000,7.41,0,0,1.690000,0.000000,0,0,0.000000,6.66,48.220000,149.190000,48.220000,16.67,25.080000,25.01,2.310000,0,93.470000,108.990000,0,0.000000,0,0,0,0,0,16.67,0,8.34,0,0,0.000000,30.860000

19,04:30-04:45,26.030000,38.210000,48.220000,144.68,71.760000,26.030000,48.220000,8.33,1.780000,7.41,0,0,1.690000,0.000000,0,0,0.000000,6.66,48.220000,149.190000,48.220000,16.67,25.080000,25.01,2.310000,0,93.470000,115.740000,0,0.000000,0,0,0,0,0,16.67,0,8.34,0,0,0.000000,30.860000

20,04:45-05:00,26.030000,38.210000,48.220000,144.68,71.760000,26.030000,48.220000,8.33,1.780000,7.41,0,0,1.690000,0.000000,0,0,0.000000,6.66,48.220000,149.190000,48.220000,16.67,25.080000,25.01,2.310000,0,93.470000,135.990000,0,0.000000,0,0,0,0,0,16.67,0,8.34,0,0,0.000000,30.860000

21,05:00-05:15,26.030000,38.210000,48.220000,144.68,67.520000,26.030000,48.220000,8.33,1.780000,7.41,0,0,1.690000,0.000000,0,0,0.000000,6.66,48.220000,192.900000,48.220000,16.67,25.080000,25.01,2.280000,0,93.470000,170.940000,0,0.000000,0,0,0,0,0,16.67,0,8.34,0,0,0.000000,30.860000

22,05:15-05:30,26.030000,38.210000,48.220000,144.68,67.520000,26.030000,48.220000,8.33,1.780000,7.41,0,0,1.690000,0.000000,0,0,0.000000,6.66,48.220000,231.480000,48.220000,16.67,25.080000,25.01,2.280000,0,93.470000,205.350000,0,0.000000,0,0,0,0,0,16.67,0,8.34,0,0,0.000000,33.760000

23,05:30-05:45,26.030000,38.210000,48.220000,144.68,67.520000,26.030000,48.220000,8.33,1.780000,7.41,0,0,1.690000,0.000000,0,0,0.000000,6.66,48.220000,231.480000,48.220000,16.67,25.080000,25.01,2.280000,0,93.470000,185.410000,0,0.000000,0,0,0,0,0,16.67,0,8.34,0,0,0.000000,46.300000

24,05:45-06:00,26.030000,38.210000,48.220000,144.68,67.520000,26.030000,48.220000,8.33,1.780000,7.41,0,0,1.690000,0.000000,0,0,0.000000,6.66,48.220000,231.480000,48.220000,16.67,25.080000,25.01,2.280000,0,93.470000,175.760000,0,0.000000,0,0,0,0,0,16.67,0,8.34,0,0,0.000000,41.470000

25,06:00-06:15,26.030000,0.000000,48.220000,144.68,67.520000,26.030000,48.220000,8.33,1.780000,7.41,0,0,1.690000,0.000000,0,0,0.000000,6.66,48.220000,271.270000,46.510000,16.67,25.080000,25.01,2.280000,0,223.460000,175.760000,0,0.000000,0,0,0,0,0,16.67,0,8.34,0,0,0.000000,55.230000

26,06:15-06:30,26.030000,0.000000,48.220000,144.68,67.520000,26.030000,48.220000,8.33,1.780000,7.41,0,0,1.690000,0.000000,0,0,0.000000,6.66,48.220000,271.270000,46.510000,16.67,25.080000,25.01,2.280000,1.12,223.460000,168.040000,0,0.000000,0,0,0,0,0,16.67,0,8.34,0,0,0.000000,55.230000

27,06:30-06:45,26.030000,0.000000,48.220000,144.68,67.520000,26.030000,48.220000,8.33,1.780000,7.41,0,0,1.690000,0.000000,0,0,0.000000,6.66,48.220000,271.270000,46.300000,16.67,25.080000,25.01,2.280000,4.55,223.460000,168.040000,0.58356,0.000000,3,0,0,0,0,16.67,0.95,8.34,0,0,0.000000,55.230000

28,06:45-07:00,26.030000,0.000000,48.220000,144.68,67.520000,26.030000,48.220000,7.5,1.780000,7.41,3.5,1.5,1.690000,0.140000,0,0.39,0.140000,6.66,48.220000,271.270000,46.300000,16.67,24.110000,22.5,2.280000,15,223.460000,205.350000,7.479294,0.140000,7,0,0,0,0,16.67,3.98,7.5,0,0.08,0.000000,55.230000

29,07:00-07:15,26.030000,0.000000,48.220000,144.68,67.520000,26.030000,48.220000,7.5,1.780000,7.41,7,3,1.690000,0.350000,0,2.74,0.350000,6.66,48.220000,271.270000,46.300000,16.67,24.110000,22.5,2.280000,26.02,223.460000,205.350000,18.615564,0.360000,14,0,1,0,2.55,16.67,19,7.5,0,0.55,0.000000,55.570000

30,07:15-07:30,26.030000,0.000000,48.220000,144.68,71.760000,26.030000,48.220000,7.5,1.780000,7.41,11,4,1.690000,0.690000,0,8.41,0.690000,6.66,48.220000,271.270000,67.520000,16.67,24.110000,22.5,2.280000,27.81,223.460000,205.350000,28.779234,0.710000,27.82,0.33,3,1,5,16.67,27.82,7.5,0,1.68,0.000000,68.030000

31,07:30-07:45,26.030000,0.000000,48.220000,144.68,71.760000,26.030000,48.220000,7.5,1.170000,7.21,14,6,1.690000,1.160000,0,18.36,1.160000,6.66,48.220000,271.270000,79.090000,16.67,24.110000,22.5,2.180000,29.99,223.460000,234.290000,38.845644,1.180000,29.98,1.67,11,5,9,16.67,29.98,7.5,0,3.67,0.000000,68.030000

32,07:45:08:00,26.030000,0.000000,48.220000,144.68,71.760000,26.030000,48.220000,7.5,1.170000,7.21,22,10,1.690000,1.770000,0,31.83,1.770000,6.66,48.220000,271.270000,101.020000,16.67,24.110000,22.5,2.180000,30.49,223.460000,234.290000,49.74849,1.800000,30.48,8.32,15,7,12,16.67,30.48,7.5,0,6.37,0.000000,68.030000

33,08:00-08:15,26.030000,0.000000,48.220000,144.68,67.520000,26.030000,48.220000,7.5,1.710000,7.21,35,15,1.690000,2.530000,0,55.38,2.530000,6.66,48.220000,271.270000,46.300000,16.67,24.110000,22.5,2.180000,30.99,223.460000,234.290000,61.147362,2.600000,30.98,16.02,23,12,16,16.67,30.98,7.5,0,11.08,0.000000,68.030000

34,08:15-08:30,26.030000,0.000000,48.220000,144.68,67.520000,26.030000,48.220000,7.5,1.710000,7.21,52,22,1.690000,3.540000,0,78.74,3.540000,6.66,48.220000,271.270000,46.300000,16.67,24.110000,22.5,2.180000,31.31,223.460000,260.990000,72.176646,3.630000,31.32,23.72,31,16,20.5,16.67,31.32,7.5,0,15.75,0.000000,55.570000

35,08:30-08:45,26.030000,0.000000,48.220000,144.68,67.520000,26.030000,48.220000,7.5,1.710000,7.21,77,33,1.530000,4.780000,0,79.17,4.780000,6.66,48.220000,271.270000,48.220000,16.67,24.110000,22.5,2.180000,32.16,223.460000,260.990000,82.23333,4.900000,32.17,31.42,40,20,24,16.67,32.17,7.5,0,15.83,0.000000,55.230000

36,08:45:09:00,26.030000,0.000000,48.220000,144.68,67.520000,26.030000,48.220000,7.5,1.710000,7.21,91,39,1.530000,6.170000,0,93.78,6.170000,6.66,48.220000,271.270000,48.220000,16.67,24.110000,22.5,2.180000,32.16,223.460000,260.990000,91.395222,6.320000,32.17,38.38,47,24,26.8,16.67,32.17,7.5,0,18.76,0.000000,55.230000

37,09:00:09:15,26.030000,0.000000,48.220000,144.68,67.520000,26.030000,48.220000,7.5,1.710000,7.21,112,48,1.530000,7.530000,0,145.07,7.530000,6.66,48.220000,271.270000,48.220000,16.67,24.110000,22.5,2.180000,32.16,223.460000,260.990000,90.150294,7.710000,32.17,45.5,55,27,29.5,16.67,32.17,7.5,0,29.02,0.000000,55.230000

38,09:15-09:30,26.030000,0.000000,48.220000,144.68,96.450000,26.030000,48.220000,7.5,1.710000,7.21,126,54,1.530000,8.770000,0,163.75,8.770000,6.66,48.220000,271.270000,48.220000,16.67,24.110000,22.5,2.180000,32.16,223.460000,260.990000,98.388216,8.990000,32.17,51.48,61,31,32,16.67,32.17,7.5,0,32.75,0.000000,70.200000

39,09:30-09:45,30.860000,0.000000,48.220000,144.68,117.670000,30.860000,48.220000,7.5,1.710000,7.21,140,60,1.530000,9.860000,0,182.48,9.860000,6.66,48.220000,271.270000,48.220000,16.67,25.080000,22.5,2.180000,32.16,223.460000,260.990000,105.497922,10.100000,32.17,56.79,65,33,35,16.67,32.17,7.5,0,36.49,0.000000,70.200000

40,09:45-10:00,30.860000,0.000000,48.220000,144.68,117.670000,30.860000,48.220000,7.5,1.710000,7.21,151,64,1.530000,10.820000,0,200.81,10.820000,6.66,48.220000,271.270000,48.220000,16.67,25.080000,22.5,2.180000,32.16,223.460000,248.640000,112.345026,11.100000,32.17,62.27,69,34,36.5,16.67,32.17,7.5,0,40.16,0.000000,70.200000

41,10:00-10:15,30.860000,0.000000,48.220000,144.68,117.670000,30.860000,48.220000,7.5,1.630000,7.21,161,69,1.610000,11.660000,0,216.38,11.660000,6.66,48.220000,271.270000,48.220000,16.67,26.040000,22.5,2.180000,32.16,223.460000,236.230000,117.49008,11.960000,32.17,66.94,71,35,38,16.67,32.17,7.5,0,43.27,0.000000,70.200000

42,10:15-10:30,30.860000,0.000000,48.220000,144.68,117.670000,30.860000,48.220000,7.5,1.630000,7.21,168,72,1.610000,12.410000,0,228.98,12.410000,6.66,48.220000,271.270000,48.220000,16.67,26.040000,22.5,2.180000,32.16,223.460000,236.230000,121.28322,12.710000,32.17,70.98,73,36,41,16.67,32.17,7.5,0,45.8,0.000000,70.200000

43,10:30-10:45,30.860000,0.000000,48.220000,144.68,117.670000,30.860000,48.220000,7.5,1.630000,7.21,175,75,1.610000,13.070000,0,236.44,13.070000,6.66,48.220000,271.270000,48.220000,16.67,26.040000,22.5,2.180000,32.16,223.460000,260.990000,118.939254,13.400000,32.17,74.56,75,38,41,16.67,32.17,7.5,0,47.29,0.000000,69.580000

44,10:45-11:00,30.860000,0.000000,48.220000,144.68,117.670000,30.860000,48.220000,7.5,1.630000,7.21,182,78,1.610000,13.660000,0,236.81,13.660000,6.66,48.220000,271.270000,48.220000,16.67,26.040000,22.5,2.180000,32.16,223.460000,260.990000,122.430888,14.000000,32.17,77.42,75,37,41.5,16.67,32.17,7.5,0,47.36,0.000000,69.580000

45,11:00-11:15,30.860000,0.000000,48.220000,144.68,117.670000,30.860000,48.220000,7.5,1.630000,7.21,189,81,1.690000,14.110000,0,229.17,14.110000,6.66,48.220000,271.270000,48.220000,15,26.040000,22.5,2.180000,31.84,223.460000,260.990000,125.231976,14.470000,31.83,79.91,75,37,42,15,31.83,7.5,0,45.83,0.000000,83.000000

46,11:15-11:30,30.860000,0.000000,48.220000,144.68,117.670000,30.860000,48.220000,7.5,1.630000,7.21,193,82,1.690000,14.460000,0,229.17,14.460000,6.66,48.220000,271.270000,48.220000,15,26.040000,22.5,2.180000,31.84,223.460000,260.990000,127.644024,14.820000,31.83,82.18,77,38,44,15,31.83,7.5,0,45.83,0.000000,83.000000

47,11:30-11:45,30.860000,0.000000,48.220000,144.68,117.670000,30.860000,48.220000,7.5,1.630000,7.21,186,79,1.690000,14.460000,0,229.17,14.460000,6.66,48.220000,271.270000,48.220000,15,26.040000,22.5,2.180000,31.84,223.460000,260.990000,128.937582,14.820000,31.83,83.75,71,35,43.5,15,31.83,7.5,0,45.83,0.000000,83.000000

48,11:45-12:00,30.860000,0.000000,48.220000,144.68,117.670000,30.860000,48.220000,7.5,1.630000,7.21,189,81,1.690000,14.460000,0,229.17,14.460000,6.66,48.220000,271.270000,48.220000,15,26.040000,22.5,2.180000,31.84,223.460000,260.990000,130.211688,14.820000,31.83,84.71,73,36,43.5,15,31.83,7.5,0,45.83,0.000000,70.540000

49,12:00-12:15,30.860000,0.000000,48.220000,144.68,117.670000,30.860000,48.220000,7.5,1.710000,9.1,189,81,1.770000,13.670000,0,229.17,13.670000,6.66,48.220000,271.270000,48.220000,15,25.080000,22.5,2.230000,31.84,223.460000,260.990000,132.56538,14.010000,31.83,85.53,74,37,43.5,15,31.83,7.5,0,45.83,0.000000,70.540000

50,12:15-12:30,30.860000,0.000000,48.220000,144.68,117.670000,30.860000,48.220000,7.5,1.710000,9.03,189,81,1.770000,13.670000,0,229.17,13.670000,6.66,48.220000,271.270000,48.220000,15.67,24.110000,22.5,2.230000,31.84,223.460000,260.990000,131.874834,14.010000,31.83,86.27,77,38,43.5,15.67,31.83,7.5,0,45.83,0.000000,70.540000

51,12:30-12:45,25.480000,0.000000,48.220000,144.68,117.670000,30.860000,48.220000,7.5,1.710000,9.19,182,78,1.770000,13.670000,0,229.17,13.670000,6.66,48.220000,271.270000,48.220000,16.33,24.110000,22.5,2.230000,31.84,223.460000,260.990000,130.017168,14.010000,31.83,86.36,73,37,43.5,16.33,31.83,7.5,0,45.83,0.000000,70.540000

52,12:45-13:00,25.480000,0.000000,48.220000,144.68,117.670000,30.860000,48.220000,7.5,1.710000,9.05,182,78,1.770000,13.670000,0,229.17,13.670000,7.46,48.220000,271.270000,48.220000,18.33,24.110000,22.5,2.230000,31.84,223.460000,260.990000,127.31334,14.010000,31.83,85.95,73,37,43.5,18.33,31.83,7.5,0,45.83,0.000000,70.540000

53,13:00-13:15,25.480000,0.000000,48.220000,144.68,67.520000,30.860000,48.220000,10.03,1.780000,8.86,182,78,1.840000,13.670000,0,229.17,13.670000,11.95,48.220000,271.270000,48.220000,24.51,24.110000,30.07,2.230000,32,223.460000,260.990000,123.607734,14.010000,32,84.78,74,37,42.5,24.51,32,10.02,0,45.83,0.000000,31.830000

54,13:15-13:30,25.480000,0.000000,48.220000,144.68,67.520000,30.860000,48.220000,10.66,1.780000,8.74,182,78,1.840000,13.630000,0,229.17,13.630000,12.99,48.220000,271.270000,48.220000,25.55,23.150000,31.98,2.230000,32,223.460000,260.990000,119.357472,13.970000,32,83.24,74,37,41.5,25.55,32,10.66,0,45.83,0.000000,31.830000

55,13:30-13:45,25.480000,0.000000,48.220000,144.68,67.520000,30.860000,48.220000,14.26,1.780000,8.83,182,78,1.840000,13.220000,0,229.17,13.220000,13.68,48.220000,271.270000,48.220000,26.82,23.150000,42.83,2.230000,32,223.460000,227.490000,117.334464,13.550000,32,80.96,59,29,39,26.82,32,14.28,0,45.83,0.000000,31.830000

56,13:45-14:00,25.480000,0.000000,48.220000,144.68,67.520000,30.860000,48.220000,14.63,1.780000,9.54,179,76,1.840000,12.810000,0,229.17,12.810000,14.57,48.220000,271.270000,48.220000,24.84,23.150000,43.92,2.230000,32,223.460000,198.550000,111.858726,13.130000,32,79.06,55,27,38,24.84,32,14.64,0,45.83,0.000000,46.810000

57,14:00-14:15,25.480000,0.000000,48.220000,144.68,67.520000,30.860000,48.220000,14.4,1.860000,9.54,165,70,1.920000,12.330000,0,219.59,12.330000,15.23,48.220000,271.270000,48.220000,25.25,23.150000,43.22,2.230000,32,223.460000,171.380000,105.449292,12.630000,32,75.46,51,26,37,25.25,32,14.41,0,43.92,0.000000,46.810000

58,14:15-14:30,25.480000,0.000000,48.220000,144.68,86.800000,30.860000,48.220000,15.76,1.860000,9.54,158,67,1.920000,11.660000,0,213.67,11.660000,15.52,48.220000,271.270000,48.220000,31.01,23.150000,47.3,2.230000,32,223.460000,171.380000,98.242326,11.960000,32,71.66,49,25,35,31.01,32,15.77,0,42.73,0.000000,46.810000

59,14:30-14:45,26.030000,0.000000,48.220000,144.68,67.520000,26.030000,48.220000,15.95,1.860000,9.54,151,64,2.000000,10.810000,0,204.01,10.810000,15.88,48.220000,271.270000,48.220000,30.74,23.150000,47.85,2.130000,32,223.460000,166.560000,90.636594,11.090000,32,68.12,47,23,34,30.74,32,15.95,0,40.8,0.000000,46.810000

60,14:45-15:00,26.030000,0.000000,48.220000,144.68,67.520000,26.030000,48.220000,15.95,1.860000,9.52,140,60,2.000000,9.870000,0,191.32,9.870000,15.55,48.220000,271.270000,48.220000,29.8,23.150000,47.85,2.130000,32,223.460000,166.560000,82.554288,10.110000,32,63.3,40,20,31,29.8,32,15.95,0,38.26,0.000000,46.810000

61,15:00-15:15,26.030000,0.000000,48.220000,144.68,67.520000,26.030000,48.220000,15.84,1.860000,9.54,126,54,2.070000,8.920000,0,166.67,8.920000,15.21,48.220000,271.270000,48.220000,28.85,23.150000,47.47,2.180000,32.34,223.460000,171.380000,73.713354,9.140000,32.33,58.11,34,17,28,28.85,32.33,15.82,0,33.33,0.000000,46.810000

62,15:15-15:30,26.030000,0.000000,48.220000,144.68,67.520000,26.030000,48.220000,16.1,1.860000,9.3,112,48,2.070000,7.920000,0,153.26,7.920000,14.44,48.220000,271.270000,48.220000,28.64,23.150000,48.31,2.180000,32.34,223.460000,200.320000,63.977628,8.120000,32.33,52.1,31,15,27,28.64,32.33,16.1,0,30.65,0.000000,46.810000

63,15:30-15:45,25.480000,0.000000,48.220000,144.68,118.050000,30.860000,48.220000,15.84,1.860000,8.66,95,40,2.070000,6.860000,0,125.13,6.860000,13.4,48.220000,271.270000,48.220000,28.03,23.150000,47.54,2.180000,32.34,223.460000,248.540000,53.843136,7.030000,32.33,45.5,22,11,19.5,28.03,32.33,15.85,0,25.02,0.000000,70.540000

64,15:45-16:00,25.480000,0.000000,48.220000,144.68,118.050000,30.860000,48.220000,15.46,1.860000,8.5,84,36,2.070000,5.690000,0,107.7,5.690000,12.49,48.220000,271.270000,48.220000,21.87,23.150000,46.41,2.180000,32.34,223.460000,260.990000,43.358508,5.840000,32.33,39.59,21,11,17.5,21.87,32.33,15.47,0,21.54,0.000000,70.540000

65,16:00-16:15,23.310000,0.000000,48.220000,144.68,67.520000,30.860000,48.220000,13.23,1.940000,8.21,70,30,2.070000,4.490000,0,90.37,4.490000,11.1,48.220000,271.270000,48.220000,21.49,24.110000,39.67,2.180000,32.5,223.460000,260.990000,32.231964,4.600000,32.5,32.64,15,8,13.5,21.49,32.5,13.22,0,18.07,0.000000,70.540000

66,16:15-16:30,30.860000,0.000000,48.220000,144.68,67.520000,30.860000,48.220000,12.54,1.940000,8.23,56,24,2.070000,3.340000,0,73.14,3.340000,10.07,48.220000,271.270000,48.220000,20.65,24.110000,37.63,2.180000,33,223.460000,260.990000,23.167332,3.430000,26,25.64,10,5,9.5,20.65,29.67,12.55,0,14.63,0.000000,70.540000

67,16:30-16:45,30.860000,0.000000,48.220000,144.68,67.520000,30.860000,48.220000,11.94,1.940000,7.21,42,18,2.070000,2.340000,0,55.91,2.340000,9.87,48.220000,271.270000,69.770000,19.76,23.150000,35.87,2.180000,16.06,223.460000,260.990000,13.169004,2.410000,12,17.66,3,1,8,19.76,11.07,11.96,0,11.18,0.000000,83.000000

68,16:45-17:00,30.860000,0.000000,48.220000,144.68,67.520000,30.860000,48.220000,10.8,1.940000,7.21,35,15,2.070000,1.580000,0,41.36,1.580000,9.05,48.220000,271.270000,101.020000,19.11,23.150000,32.4,2.180000,7.45,223.460000,260.990000,6.992994,1.610000,5,9.75,4,2,7,19.11,5.7,10.8,0,8.27,0.000000,83.000000

