Block,Time Block,RSTPSU1TO6,RIHAND3,RIHAND2,KISHANGANGA,KHSTPP-I,KHSTPP-II,DULHASTI,FSTPP I & II,KGSU3AND4,JHAJJAR,KGSU1AND2,NLCIIST2,NLCTS2EXP,NNTPP,CHAMERA2,BRBCL,CHAMERA1,BSIUL,CHAMERA3,DHAULIGNGA,DADRT2,RAMPUR,RAPPC,NTPL,PARBATI3,RIHAND1,PARBATI2,RAPPB,RAPPD,URI2,UNCHAHAR3,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,TANDA2,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,ANTA_CRF,TALA,TALST2,TANAKPUR,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,SEWA2,SINGRAULI_HYDRO,SIMHST1,SIMHST2,SINGRAULI,RSTPSU7,SALAL,SASAN,NAPP,KOTESHWR,KKNP,NLCEXP,KKNPPU2,KUDGI,NLCIIST1,KOLDAM,NJPC,MAPS,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,0,90.39,94.21,0,28.96,96.82,57.44,10.74,0,237.48,0,0,0,0,15.71,19.31,0,12.59,11.27,0,4.3,4.25,66.67,0,0,58.52,10.89,0,20.91,36.78,16.36,0,28.8,49.03,0,2.92,13.11,0,0.8,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,126.53,0,76.63,404.24,24.88,10.07,0,0,0,0,0,0,106.83,0,0,0,0,0,0

56,13:45-14:00,0,90.39,94.21,0,28.96,96.82,57.44,10.74,0,237.48,0,0,0,0,15.71,19.31,0,12.59,11.27,0,4.3,4.25,66.67,0,0,58.52,10.89,0,20.91,36.78,16.36,0,28.8,49.03,0,2.92,13.11,0,0.8,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,126.53,0,76.63,404.24,24.88,10.07,0,0,0,0,0,0,106.83,0,0,0,0,0,0

57,14:00-14:15,0,90.39,94.21,2.77,28.96,97.98,57.44,10.74,0,237.48,0,0,0,0,15.71,19.31,0,6.29,11.27,0,4.3,4.25,66.67,0,0,58.52,10.89,0,20.91,36.78,16.36,0,28.8,49.03,0,2.92,13.11,0,0.8,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,126.53,0,76.63,404.24,24.88,10.07,0,0,0,0,0,0,106.83,0,0,0,0,0,0

58,14:15-14:30,0,90.39,94.21,5.55,28.96,97.98,57.44,10.74,0,237.48,0,0,0,0,15.71,19.31,0,6.29,11.27,0,4.3,4.25,66.67,0,0,58.52,10.89,0,20.91,36.78,16.36,0,28.8,49.03,0,2.92,13.11,0,0.8,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,126.53,0,76.63,404.24,24.88,10.07,0,0,0,0,0,0,106.83,0,0,0,0,0,0

59,14:30-14:45,0,90.39,94.21,8.33,29.9,97.98,57.44,10.74,0,237.48,0,0,0,0,15.71,19.31,0,6.29,11.27,0,4.3,4.25,66.67,0,0,58.52,10.89,0,20.91,36.78,16.36,0,28.8,49.03,0,2.92,13.11,0,0.8,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,126.53,0,76.63,404.24,24.88,10.07,0,0,0,0,0,0,106.83,0,0,0,0,0,0

60,14:45-15:00,0,90.39,94.21,8.33,29.9,97.98,57.44,10.74,0,237.48,0,0,0,0,15.71,19.31,0,6.29,11.27,0,4.3,4.25,66.67,0,0,58.52,10.89,0,20.91,36.78,16.36,0,28.8,49.03,0,2.92,13.11,0,0.8,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,126.53,0,76.63,404.24,24.88,10.07,0,0,0,0,0,0,106.83,0,0,0,0,0,0

61,15:00-15:15,0,90.39,94.21,8.33,29.9,111.2,57.44,10.74,0,237.48,0,0,0,0,31.4,19.31,0,6.29,11.27,0,4.3,4.25,66.67,0,0,58.52,10.89,0,20.91,36.78,16.36,0,28.8,49.56,0,2.92,13.11,0,0.8,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,126.53,0,76.63,404.24,24.88,10.07,0,0,0,0,0,0,106.83,0,0,0,0,0,0

62,15:15-15:30,0,90.39,94.21,8.33,29.9,115.03,57.44,10.74,0,237.48,0,0,0,0,31.4,19.31,0,6.29,11.27,0,4.3,4.25,66.67,0,0,58.52,10.89,0,20.91,36.78,16.36,0,28.8,49.56,0,2.92,13.11,0,0.8,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,126.53,0,76.63,404.24,24.88,10.07,0,0,0,0,0,0,106.83,0,0,0,0,0,0

63,15:30-15:45,0,90.39,94.21,8.33,29.9,115.03,57.44,10.74,0,237.48,0,0,0,0,31.4,19.31,0,6.29,22.52,0,0,4.25,66.67,0,0,58.52,10.89,0,20.91,36.78,16.36,0,28.8,49.56,0,2.92,13.11,0,0.8,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,126.53,0,76.63,404.24,24.88,10.07,0,0,0,0,0,1.89,106.83,0,0,0,0,0,0

64,15:45-16:00,0,90.39,94.21,8.33,29.9,115.03,57.44,10.74,0,237.48,0,0,0,0,31.4,19.31,0,6.29,22.52,0,4.3,3.65,66.67,0,0,58.52,10.89,0,20.91,36.78,16.36,0,28.8,49.56,0,2.92,13.11,0,0.8,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,126.53,0,76.63,404.24,24.88,10.07,0,0,0,0,0,1.89,91.91,0,0,0,0,0,0

65,16:00-16:15,0,90.39,94.21,8.33,34.84,115.03,57.44,10.74,0,237.48,0,0,0,0,31.4,19.31,0,6.29,22.52,0,4.3,3.65,66.67,0,0,58.52,10.89,0,20.91,36.78,16.36,0,23.89,49.56,0,2.92,11.9,0,0.8,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,126.53,0,76.63,404.24,24.88,10.07,0,0,0,0,0,1.89,91.91,0,0,0,0,0,0

66,16:15-16:30,0,90.39,94.21,8.33,35.26,115.03,57.44,10.74,0,237.48,0,0,0,0,31.4,19.31,12.2,6.29,22.52,0,4.3,3.65,66.67,0,4.14,58.52,10.89,0,20.91,36.78,16.36,0,23.89,49.56,0,2.92,11.9,0,0.8,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,126.53,0,76.63,404.24,24.88,10.07,0,0,0,0,0,4.62,91.91,0,0,0,0,0,0

67,16:30-16:45,0,90.39,94.21,8.33,35.26,115.03,57.44,10.74,0,237.48,0,0,0,0,31.4,19.31,12.2,6.29,22.52,0,4.3,3.65,66.67,0,17.77,58.52,10.89,0,20.91,36.78,16.36,0,23.89,49.56,0,2.49,11.9,0,0.8,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,126.53,0,76.63,380.09,24.88,10.07,0,0,0,0,0,3.75,91.91,0,0,0,0,0,0

68,16:45-17:00,0,90.39,94.21,8.33,35.26,115.03,57.44,12.92,0,237.48,0,0,0,0,31.4,19.31,12.78,12.59,22.52,0,4.3,3.65,66.67,0,17.77,58.52,10.89,0,20.91,36.78,16.36,0,23.89,49.56,10.38,2.49,11.9,0,0.8,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,126.53,0,76.63,380.09,24.88,10.07,0,0,0,0,0,5.61,91.91,0,0,0,0,0,0

69,17:00-17:15,0,90.39,94.21,8.33,35.26,115.03,57.44,12.92,0,237.48,0,0,0,0,31.4,19.31,13.56,12.59,22.52,10.57,4.3,3.65,66.67,0,17.77,58.52,14.5,0,20.91,36.78,16.36,0,23.89,49.56,10.38,2.49,11.9,0,0.8,0,0,0,5.44,0,0,0,0,0,0,0,0,0,0,0,6.08,1.02,0,0,126.53,0,76.63,380.09,24.88,10.07,0,0,0,0,0,6.87,91.91,0,0,0,0,0,0

70,17:15-17:30,0,90.39,94.21,8.33,35.26,115.03,57.44,12.92,0,237.48,0,0,0,0,31.4,19.31,13.56,12.59,22.52,10.57,42.57,3.65,66.67,0,17.77,58.52,14.5,0,20.91,36.78,14.69,0,23.89,49.56,10.38,2.49,11.9,0,0.8,0,0,0,5.44,0,0,0,0,0,0,0,0,0,0,0,12.17,1.02,0,0,126.53,0,76.63,380.09,24.88,10.07,0,0,0,0,0,6.94,91.91,0,0,0,0,0,0

71,17:30-17:45,0,121.59,117.8,8.33,35.26,115.03,57.44,16.18,0,237.48,0,0,0,0,47.12,19.31,13.56,12.59,22.52,10.57,46.43,3.65,66.67,0,18.96,87.24,21.76,0,20.91,36.78,20.85,0,33.63,49.56,20.76,2.49,16.65,0,0.8,0,0,0,5.44,0,0,0,0,0,0,0,0,0,0,0,18.24,1.02,0,0,140.71,0,76.63,380.09,24.88,10.07,0,0,0,0,0,9.26,91.91,0,0,0,0,0,0

72,17:45-18:00,0,123.58,117.85,8.33,35.26,115.03,57.44,16.18,0,237.48,0,0,0,0,47.12,19.31,24.4,12.59,22.52,10.57,46.43,3.92,66.67,0,18.96,87.24,21.76,0,20.91,36.78,20.85,0,33.63,49.56,20.76,2.49,16.65,0,0.8,0,0,0,5.44,0,0,0,0,0,0,0,0,0,0,0,18.24,1.02,0,0,140.71,0,76.63,380.09,24.88,10.07,0,0,0,0,0,9.26,98.71,0,0,0,0,0,0

73,18:00-18:15,0,123.58,117.85,8.33,35.26,115.03,57.44,16.18,0,239.38,0,0,0,0,47.12,19.31,25.17,12.59,22.52,10.57,46.43,5.31,66.67,0,23.7,87.24,29.02,0,20.91,38.77,20.85,0,33.63,49.56,31.14,1.69,16.65,0,0.97,0,0,0,2.96,0,0,0,0,0,0,0,0,0,0,0,18.24,1.02,0,0,140.71,0,76.63,380.09,24.88,10.07,0,0,0,0,0,9.26,133.53,0,0,0,0,0,0

74,18:15-18:30,0,123.58,117.85,8.33,35.26,115.03,57.44,16.18,0,239.86,0,0,0,0,47.12,19.31,27.12,12.59,22.52,21.12,47.74,5.31,66.67,0,25.18,87.24,36.27,0,20.91,38.77,20.85,0,33.63,49.56,31.14,1.69,16.65,0,0.83,0,0,0,2.96,0,0,0,0,0,0,0,0,0,0,0,18.24,1.02,0,0,140.71,0,76.63,380.09,24.88,10.07,0,0,0,0,0,9.26,133.53,0,0,0,0,0,0

75,18:30-18:45,0,123.58,117.85,8.33,35.26,115.03,57.44,16.18,0,239.86,0,0,0,0,47.12,19.31,40.69,12.59,22.52,42.26,47.74,5.31,66.67,0,14.82,87.24,36.27,0,20.91,38.77,20.85,0,33.37,49.56,31.14,1.48,16.65,0,0.83,0,0,0,2.96,0,0,0,0,0,0,0,0,0,0,0,18.24,1.02,0,0,140.71,0,76.63,380.09,24.88,20.13,0,0,0,0,0,9.26,133.53,0,0,0,0,0,0

76,18:45-19:00,0,123.58,117.85,8.38,35.26,115.03,58.14,16.18,0,306.12,0,0,0,0,48.64,19.31,41.64,19.75,35.56,42.26,47.74,6.27,66.67,0,76.09,87.24,43.52,0,20.91,38.77,20.85,0,33.37,49.56,31.14,1.48,16.65,0,0.83,0,0,0,2.96,0,0,0,0,0,0,0,0,0,0,0,19.39,1.02,0,0,140.71,0,76.63,380.09,24.88,33.55,0,0,0,0,0,9.26,160.23,0,0,0,0,0,0

77,19:00-19:15,0,123.58,117.85,8.38,43.61,141.26,58.14,18.1,0,383.27,0,0,0,0,48.64,19.31,41.64,19.75,35.56,42.26,94.7,6.27,66.67,0,76.09,87.24,43.52,0,20.91,38.77,26.19,0,41.89,49.56,31.14,1.48,20.84,0,1.26,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,19.39,1.02,0,0,140.71,0,76.63,380.09,24.88,33.55,0,0,0,0,0,9.26,160.23,0,0,0,0,0,0

78,19:15-19:30,0,123.58,117.85,8.38,43.95,143.15,58.14,20.08,0,434.43,0,0,0,0,48.64,19.31,41.64,19.75,35.56,42.26,142.96,6.27,66.67,0,76.09,87.24,43.52,0,20.91,38.77,26.19,0,41.89,49.56,31.14,1.48,20.84,0,1.26,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,19.39,1.02,0,0,140.71,0,76.63,380.09,24.88,33.55,0,0,0,0,0,9.26,160.23,0,0,0,0,0,0

79,19:30-19:45,0,123.58,117.85,8.38,43.95,143.15,58.14,20.08,0,434.43,0,0,0,0,48.64,19.31,41.64,19.75,35.56,42.26,225.98,6.27,66.67,0,76.09,87.24,43.52,0,20.91,38.77,26.19,0,41.89,49.56,31.14,1.48,20.84,0,1.26,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,19.39,1.02,0,0,140.71,0,64.5,380.09,24.88,33.55,0,0,0,0,0,9.26,160.23,0,0,0,0,0,0

80,19:45-20:00,0,123.58,117.85,8.38,43.95,143.15,58.14,20.08,0,343.95,0,0,0,0,48.64,19.31,41.64,19.75,35.56,42.26,264.59,6.27,66.67,0,76.09,87.24,43.52,0,20.91,38.77,26.19,0,41.89,49.56,31.14,1.48,20.84,0,1.26,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,19.39,1.02,0,0,140.71,0,64.5,380.09,24.88,33.55,0,0,0,0,0,9.26,160.23,0,0,0,0,0,0

81,20:00-20:15,0,123.58,117.85,8.38,43.95,143.15,58.14,20.08,0,427.79,0,0,0,0,48.64,19.31,41.64,19.75,35.56,42.26,330.24,6.27,66.67,0,76.09,87.24,43.52,0,20.91,38.77,26.19,0,41.89,49.56,31.14,1.48,20.84,0,1.26,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,19.39,1.02,0,0,140.71,0,62.81,380.09,24.88,33.55,0,0,0,0,0,9.26,160.23,0,0,0,0,0,0

82,20:15-20:30,0,123.58,117.85,8.38,43.95,143.15,58.14,20.08,0,427.79,0,0,0,0,48.64,19.31,41.64,19.75,35.56,42.26,378.5,6.27,66.67,0,76.09,87.24,43.52,0,20.91,38.77,26.19,0,41.89,49.56,31.14,1.48,20.84,0,1.26,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,19.39,1.02,0,0,140.71,0,62.81,380.09,24.88,33.55,0,0,0,0,0,9.26,160.23,0,0,0,0,0,0

83,20:30-20:45,0,123.58,117.85,8.33,43.95,143.15,57.44,20.08,0,427.79,0,0,0,0,47.12,19.31,40.69,12.59,33.81,42.26,441.25,5.31,66.67,0,13.33,87.24,29.02,0,20.91,38.77,26.19,0,41.89,49.56,31.14,1.48,20.84,0,1.26,0,0,0,3.59,0,0,0,0,0,0,0,0,0,0,0,18.24,1.02,0,0,140.71,0,62.81,380.09,24.88,30.19,0,0,0,0,0,9.26,133.53,0,0,0,0,0,0

84,20:45-21:00,0,123.58,117.85,8.33,43.95,143.15,57.44,20.08,0,427.79,0,0,0,0,47.12,19.31,40.69,12.59,33.81,42.26,450.9,5.31,66.67,0,11.85,87.24,29.02,0,20.91,38.77,26.19,0,41.89,49.56,31.14,1.48,20.84,0,1.26,0,0,0,3.59,0,0,0,0,0,0,0,0,0,0,0,18.24,1.02,0,0,140.71,0,62.81,380.09,24.88,30.19,0,0,0,0,0,9.26,133.53,0,0,0,0,0,0

85,21:00-21:15,0,123.58,117.85,8.33,43.95,143.15,57.44,20.08,0,427.79,0,0,0,0,47.12,19.31,40.69,12.59,33.81,42.26,475.03,5.31,66.67,0,14.82,87.24,29.02,0,20.91,36.78,26.19,0,41.89,49.56,31.14,1.48,20.84,0,1.26,0,0,0,3.59,0,0,0,0,0,0,0,0,0,0,0,18.24,1.02,0,0,140.71,0,62.81,380.09,24.88,30.19,0,0,0,0,0,9.26,133.53,0,0,0,0,0,0

86,21:15-21:30,0,123.58,117.85,8.38,43.95,143.15,58.14,20.08,0,427.79,0,0,0,0,48.64,19.31,41.64,19.75,35.56,42.26,475.03,6.27,66.67,0,76.09,87.24,43.52,0,20.91,36.78,26.19,0,41.89,49.56,31.14,1.48,20.84,0,1.26,0,0,0,3.59,0,0,0,0,0,0,0,0,0,0,0,19.39,1.02,0,0,128.61,0,62.81,380.09,24.88,33.55,0,0,0,0,0,9.26,160.23,0,0,0,0,0,0

87,21:30-21:45,0,123.58,117.85,8.38,43.95,143.15,58.14,20.08,0,428.3,0,0,0,0,48.64,19.31,41.64,19.75,35.56,42.26,475.03,6.27,66.67,0,76.09,87.24,43.52,0,20.91,36.78,26.19,0,41.89,49.56,31.14,1.48,20.84,0,1.26,0,0,0,3.59,0,0,0,0,0,0,0,0,0,0,0,19.39,1.02,0,0,128.61,0,76.63,380.09,24.88,33.55,0,0,0,0,0,9.26,160.23,0,0,0,0,0,0

88,21:45-22:00,0,123.58,117.85,8.38,43.95,143.15,58.14,20.08,0,428.3,0,0,0,0,48.64,19.31,41.64,19.75,35.56,42.26,475.03,6.27,66.67,0,76.09,87.24,43.52,0,20.91,36.78,26.19,0,41.89,49.56,31.14,1.48,20.84,0,1.26,0,0,0,3.59,0,0,0,0,0,0,0,0,0,0,0,19.39,1.02,0,0,128.61,0,76.63,380.09,24.88,33.55,0,0,0,0,0,9.26,160.23,0,0,0,0,0,0

89,22:00-22:15,0,123.58,117.85,8.38,43.95,143.15,58.14,20.08,0,428.3,0,0,0,0,48.64,19.31,41.64,19.75,35.56,42.26,475.03,6.27,66.67,0,76.09,87.24,43.52,0,20.91,36.78,26.19,0,41.89,49.56,31.14,1.48,20.84,0,1.26,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,19.39,1.02,0,0,128.61,0,76.63,387.93,24.88,33.55,0,0,0,0,0,9.26,160.23,0,0,0,0,0,0

90,22:15-22:30,0,123.58,117.85,8.38,43.95,143.15,58.14,20.08,0,428.3,0,0,0,0,48.64,19.31,41.64,19.75,35.56,42.26,475.03,6.27,66.67,0,76.09,87.24,43.52,0,20.91,36.78,26.19,0,41.89,49.56,31.14,1.48,20.84,0,1.26,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,19.39,1.02,0,0,128.61,0,76.63,390.95,24.88,33.55,0,0,0,0,0,9.26,160.23,0,0,0,0,0,0

91,22:30-22:45,0,123.58,117.85,8.33,43.95,143.15,57.44,20.08,0,428.3,0,0,0,0,47.12,19.31,40.69,18.88,33.81,42.26,508.82,5.31,66.67,0,23.7,87.24,29.02,0,20.91,36.78,26.19,0,41.89,49.56,31.14,1.48,20.84,0,1.26,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,12.17,1.02,0,0,140.71,0,76.63,390.95,24.88,20.13,0,0,0,0,0,9.26,133.53,0,0,0,0,0,0

92,22:45-23:00,0,123.58,117.85,8.33,43.95,143.15,57.44,20.08,0,428.3,0,0,0,0,47.12,19.31,40.69,18.88,33.81,42.26,508.82,5.31,66.67,0,22.22,87.24,21.76,0,20.91,36.78,26.19,0,41.89,49.56,31.14,1.48,20.84,0,1.26,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,6.08,1.02,0,0,140.71,0,76.63,390.95,24.88,10.07,0,0,0,0,0,9.26,133.53,0,0,0,0,0,0

93,23:00-23:15,0,123.58,117.85,8.33,43.95,135.99,57.44,20.08,0,428.3,0,0,0,0,47.12,19.31,40.69,12.59,33.81,10.57,508.82,5.31,66.67,0,22.22,87.24,21.76,0,20.91,36.78,26.19,0,41.89,49.56,31.14,1.48,20.84,0,1.26,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,140.71,0,74.03,390.95,24.88,10.07,0,0,0,0,0,9.26,133.53,0,0,0,0,0,0

94,23:15-23:30,0,123.58,117.85,8.33,43.95,128.91,57.44,20.08,0,428.3,0,0,0,0,47.12,19.31,40.69,12.59,22.52,10.57,508.82,5.31,66.67,0,22.22,87.24,21.76,0,20.91,36.78,26.19,0,41.89,49.56,31.14,1.48,20.84,0,1.26,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,140.71,0,74.03,390.95,24.88,10.07,0,0,0,0,0,9.26,133.53,0,0,0,0,0,0

95,23:30-23:45,0,123.58,117.85,8.33,43.95,121.81,57.44,20.08,0,428.3,0,0,0,0,47.12,19.31,40.69,12.59,22.52,10.57,508.82,5.31,66.67,0,32.59,87.24,21.76,0,20.91,36.78,26.19,0,41.89,49.56,31.14,1.48,20.84,0,1.26,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,140.71,0,74.03,390.95,24.88,10.07,0,0,0,0,0,9.26,133.53,0,0,0,0,0,0

96,23:45-24:00,0,123.58,117.85,8.33,43.95,114.74,57.44,20.08,0,428.3,0,0,0,0,47.12,19.31,40.69,12.59,22.52,10.57,508.82,5.31,66.67,0,32.59,87.24,21.76,0,20.91,36.78,26.19,0,41.89,49.56,31.14,1.48,20.84,0,1.26,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,140.71,0,74.03,390.95,24.88,10.07,0,0,0,0,0,9.26,133.53,0,0,0,0,0,0

