Block,Time,L_NR_2023_04,SH-07,L_NR_2012_07,SH-06,LT-35,L_NR_2019_11,L_NR_2012_01,LT-36,L_NR_2012_02,LT-59,LT-05,LT-31,L_NR_2012_04,L_NR_2020_02,L_NR_2020_06,L_NR_2019_19,L_NR_2018_61,L_NR_2019_06,L_NR_2022_10,L_NR_2019_07,L_NR_2019_05,L_NR_2021_12,L_NR_2020_05,L_NR_2021_15,L_NR_2022_08,L_NR_2020_07,L_NR_2022_09,L_NR_2021_13,L_NR_2021_17,L_NR_2021_16,L_NR_2021_14,L_NR_2023_07,L_NR_2023_10
19,04:30-04:45,29.720000,30.930000,56.070000,30.930000,0.000000,6.530000,101.260000,0.000000,201.430000,6.610000,58.000000,0.000000,271.880000,6.040000,8.82,0,37.67,0,35.13,0,0,0,26.47,0,6.33,8.82,35.13,0,0,0,0,0,0

20,04:45-05:00,29.720000,30.930000,56.070000,30.930000,0.000000,6.530000,101.260000,0.000000,201.430000,6.610000,58.000000,0.000000,271.880000,6.040000,8.35,0,41.22,0,33.98,0,0,0,25.04,0,6.33,8.34,33.98,0,0,0,0,0,0

21,05:00-05:15,29.720000,30.930000,56.070000,30.930000,0.000000,6.300000,101.260000,0.000000,201.430000,6.610000,58.000000,0.000000,271.880000,5.950000,8.3,0,41.22,0,29.39,0,0,0,24.91,0,6.33,8.3,29.39,0,0,0,0,0,0

22,05:15-05:30,29.720000,30.930000,56.070000,30.930000,0.000000,6.300000,101.260000,0.000000,201.430000,6.610000,58.000000,0.000000,271.880000,5.950000,8.32,0,41.22,0,28.35,0,0,0,24.96,0,6.33,8.32,28.35,0,0,0,0,0,0

23,05:30-05:45,29.720000,30.930000,56.070000,30.930000,0.000000,6.300000,101.260000,0.000000,201.430000,6.610000,58.000000,0.000000,271.880000,5.950000,8.34,0,41.22,0,27.49,0,0,0,25.01,0,6.33,8.33,27.49,0,0,0,0,0,0

24,05:45-06:00,29.720000,30.930000,56.070000,30.930000,0.000000,6.300000,101.260000,0.000000,201.430000,6.610000,58.000000,0.000000,271.880000,5.950000,8.35,0,41.22,0,20.28,0,0,0,25.04,0,6.33,8.34,20.28,0,0,0,0,0,0

25,06:00-06:15,29.720000,30.930000,56.070000,30.930000,0.000000,6.530000,101.260000,0.000000,201.430000,6.610000,58.000000,0.000000,271.880000,5.950000,7.67,0.448224,41.22,4.69,20.28,6.66,0,0,23,0,6.33,7.66,20.28,0,0,1,0,0,0

26,06:15-06:30,29.720000,30.930000,56.070000,30.930000,0.010000,6.530000,101.260000,0.010000,201.430000,6.610000,58.000000,0.010000,271.880000,5.950000,7.5,1.812384,41.22,11.62,20.28,10.22,2.04,0,22.5,0.21,6.33,7.5,20.28,0,1,3,0,1.11,0.47

27,06:30-06:45,29.720000,30.930000,56.070000,30.930000,0.190000,6.530000,101.260000,0.190000,201.430000,6.610000,58.000000,0.190000,271.880000,5.950000,7.5,4.072992,41.62,19.71,20.08,15.75,5.85,2.79,22.5,0.67,6.33,7.5,20.08,0.56,2,4,0.33,3.35,1.43

28,06:45-07:00,29.720000,30.930000,56.070000,30.930000,0.620000,6.530000,101.260000,0.640000,201.430000,6.610000,58.000000,0.620000,271.880000,5.950000,7.5,7.239792,41.62,30.13,19.91,22.88,13.04,9.58,22.5,1.9,6.33,7.5,19.91,1.92,4,8,1.67,8.34,3.58

29,07:00-07:15,29.720000,30.930000,56.070000,30.930000,1.270000,6.530000,101.260000,1.310000,201.430000,6.460000,58.000000,1.270000,271.880000,5.860000,7.5,11.30304,41.62,31.32,20.19,31.32,22.31,18.67,22.5,3.86,6.33,7.5,20.19,3.73,5,11,3.33,15.71,6.73

30,07:15-07:30,29.720000,30.930000,56.070000,30.930000,2.080000,6.530000,101.260000,2.130000,201.430000,6.460000,58.000000,2.080000,271.880000,5.860000,7.5,19.078752,41.62,28.82,20.39,28.81,28.82,31.08,22.5,6.58,6.33,7.5,20.39,6.21,8,15,6.67,24.72,10.6

31,07:30-07:45,29.720000,30.930000,56.070000,30.930000,3.640000,6.530000,101.260000,3.730000,201.430000,6.460000,58.000000,3.640000,271.880000,5.860000,7.5,27.975024,41.62,30.33,20.75,30.34,30.33,45.15,22.5,9.89,6.33,7.5,20.75,9.03,10,19,10,49,21

32,07:45:08:00,29.720000,30.930000,56.070000,30.930000,4.690000,6.530000,101.260000,4.800000,201.430000,6.460000,58.000000,4.690000,271.880000,5.860000,7.5,41.811504,39.15,30.83,20.55,30.84,30.83,62.6,22.5,13.5,6.33,7.5,20.55,12.52,13,27,18.03,56,24

33,08:00-08:15,29.760000,30.930000,56.070000,30.930000,5.860000,6.380000,101.260000,6.010000,201.430000,6.460000,58.000000,5.860000,271.880000,5.860000,7.17,52.296048,39.53,32,16.55,32,32,82.21,21.5,17.97,6.33,7.16,16.55,16.44,17,33,25.07,70,30

34,08:15-08:30,29.760000,30.930000,56.070000,30.930000,7.040000,6.380000,101.260000,7.210000,201.430000,6.460000,58.000000,7.040000,271.880000,5.860000,7.17,62.809824,40.09,32.33,16.73,32.34,32.33,102.67,21.5,22.24,6.33,7.16,16.73,20.53,19,37,32.49,84,36

35,08:30-08:45,29.760000,30.930000,56.070000,30.930000,8.180000,6.380000,101.260000,8.380000,201.430000,6.460000,58.000000,8.180000,271.880000,5.860000,7.17,73.099488,40.35,32.5,17.16,32.5,32.5,122.78,21.5,26.18,6.33,7.16,17.16,24.55,23,45,39.88,98,42

36,08:45:09:00,29.760000,30.930000,56.070000,30.930000,9.310000,6.380000,101.260000,9.540000,201.430000,6.460000,58.000000,9.310000,271.880000,5.860000,7.17,82.62912,40.75,32.5,17.19,32.5,32.5,142.78,21.5,29.74,6.33,7.16,17.19,28.55,23,47,47.08,112,48

37,09:00:09:15,28.660000,30.930000,46.910000,30.930000,10.370000,6.380000,101.260000,10.630000,201.430000,6.460000,58.000000,10.370000,271.880000,5.860000,7.17,91.915152,35.08,32.5,17.23,32.5,32.5,161.61,21.5,32.09,6.33,7.16,17.23,32.32,28,57,53.86,128.1,54.9

38,09:15-09:30,28.660000,30.930000,46.910000,30.930000,11.380000,6.380000,101.260000,11.670000,201.430000,6.460000,58.000000,11.380000,271.880000,5.860000,7.17,99.495984,35.28,32.5,17.33,32.5,32.5,179.03,21.5,35.11,6.33,7.16,17.33,35.8,31,61,60.35,137.2,58.8

39,09:30-09:45,28.660000,30.930000,56.070000,30.930000,12.340000,6.380000,101.260000,12.650000,201.430000,6.610000,58.000000,12.340000,271.880000,6.140000,6.76,106.004976,35.66,32.67,16.78,32.66,32.67,195.74,20.27,37.69,6,6.75,16.78,39.15,34,69,66.49,151.9,65.1

40,09:45-10:00,29.630000,30.930000,56.070000,30.930000,13.240000,6.380000,101.260000,13.560000,201.430000,6.610000,58.000000,13.240000,271.880000,6.140000,6.76,112.231392,36.14,32.67,16.78,32.66,32.67,210.81,20.27,39.8,6,6.75,16.78,42.16,35,71,71.9,162.4,69.6

41,10:00-10:15,28.580000,30.930000,56.070000,30.930000,13.940000,6.230000,101.260000,14.290000,201.430000,6.610000,58.000000,13.940000,271.880000,6.040000,6.76,116.820816,36.54,32.67,16.78,32.66,32.67,224.55,20.27,40,6,6.75,16.78,44.91,36,73,76.89,173.6,74.4

42,10:15-10:30,28.580000,30.930000,56.070000,30.930000,14.590000,6.230000,101.260000,14.960000,201.430000,6.610000,58.000000,14.590000,271.880000,6.040000,6.76,121.5564,31.32,32.67,16.78,32.66,32.67,237.45,20.27,41,6,6.75,16.78,47.49,38,75,81.25,182,78

43,10:30-10:45,28.580000,30.930000,56.070000,30.930000,15.230000,6.230000,101.260000,15.600000,201.430000,6.610000,58.000000,15.230000,271.880000,6.040000,6.76,125.658624,31.59,32.67,16.83,32.66,32.67,248.91,20.27,41.7,6,6.75,16.83,49.78,38,76,85.16,189,81

44,10:45-11:00,28.580000,30.930000,56.070000,30.930000,15.760000,6.230000,101.260000,16.160000,201.430000,6.610000,58.000000,15.760000,271.880000,6.040000,6.76,129.93624,32.14,32.67,16.86,32.66,32.67,249.17,20.27,42.5,6,6.75,16.86,49.83,40,80,88.57,191.8,82.2

45,11:00-11:15,28.580000,30.930000,56.070000,30.930000,15.920000,6.230000,101.260000,16.310000,201.430000,6.610000,58.000000,15.920000,271.880000,6.040000,6.76,126.291984,32.33,32.67,18.55,32.66,32.67,249.17,20.27,44,6,6.75,18.55,49.83,40,80,89.45,191.8,82.2

46,11:15-11:30,28.580000,30.930000,56.070000,30.930000,16.050000,6.230000,101.260000,16.450000,201.430000,6.610000,58.000000,16.050000,271.880000,6.040000,6.76,127.704864,32.78,32.67,18.83,32.66,32.67,249.17,20.27,44.5,6,6.75,18.83,49.83,40,80,90.15,191.8,82.2

47,11:30-11:45,28.580000,30.930000,56.070000,30.930000,16.190000,6.230000,101.260000,16.600000,201.430000,6.610000,58.000000,16.190000,271.880000,6.040000,6.76,128.747472,33.06,32.67,19.45,32.66,32.67,249.17,20.27,45.5,6,6.75,19.45,49.83,40,80,92.33,191.8,82.2

48,11:45-12:00,28.580000,30.930000,56.070000,30.930000,16.350000,6.230000,101.260000,16.760000,201.430000,6.610000,58.000000,16.350000,271.880000,6.040000,6.76,129.93624,41.62,32.67,19.89,32.66,32.67,249.17,20.27,45.5,6,6.75,19.89,49.83,40,80,92.32,191.8,82.2

49,12:00-12:15,28.580000,30.930000,56.070000,30.930000,16.330000,6.300000,101.260000,16.740000,201.430000,6.770000,58.000000,16.330000,271.880000,5.950000,6.76,135.792384,41.62,32.67,28.58,32.66,32.67,249.17,20.27,45.5,6,6.75,28.58,49.83,40,80,92.33,191.8,82.2

50,12:15-12:30,28.580000,30.930000,56.070000,30.930000,16.330000,6.300000,101.260000,16.740000,201.430000,6.770000,58.000000,16.330000,271.880000,5.950000,6.76,136.035984,41.62,32.67,29.91,32.66,32.67,249.17,20.27,45.5,7.75,6.75,29.91,49.83,40,80,92.35,191.8,82.2

51,12:30-12:45,28.580000,30.930000,56.070000,30.930000,16.350000,6.300000,101.260000,16.750000,201.430000,6.770000,58.000000,16.350000,271.880000,5.950000,9.77,136.425744,41.62,32.67,30.13,32.66,32.67,249.17,29.32,45.5,8,9.77,30.13,49.83,40,80,92.38,191.8,82.2

52,12:45-13:00,28.580000,30.930000,56.070000,30.930000,16.380000,6.300000,101.260000,16.780000,201.430000,6.770000,58.000000,16.380000,271.880000,5.950000,10,136.961664,41.62,32.67,30.38,32.66,32.67,249.17,30,45.5,8.21,10,30.38,49.83,40,80,92.32,191.8,82.2

53,13:00-13:15,28.580000,30.930000,56.070000,30.930000,16.240000,6.300000,101.260000,16.660000,201.430000,6.770000,58.000000,16.240000,271.880000,5.950000,10.33,117.473664,41.62,32.67,31.13,32.66,32.67,249.17,31,45.5,8.33,10.34,31.13,49.83,40,80,92.32,191.8,82.2

54,13:15-13:30,28.580000,30.930000,56.070000,30.930000,16.150000,6.300000,101.260000,16.550000,201.430000,6.770000,58.000000,16.150000,271.880000,5.950000,10.67,117.473664,41.62,32.67,31.72,32.66,32.67,249.17,32,45.5,8.51,10.66,31.72,49.83,40,80,92.31,191.8,82.2

55,13:30-13:45,28.580000,30.930000,56.070000,30.930000,15.910000,6.300000,101.260000,16.310000,201.430000,6.770000,58.000000,15.910000,271.880000,5.950000,10.83,117.473664,41.62,32.67,31.92,32.66,32.67,249.17,32.5,45.5,8.74,10.84,31.92,49.83,40,81,92.13,191.8,82.2

56,13:45-14:00,29.540000,30.930000,56.070000,30.930000,15.710000,6.300000,101.260000,16.100000,201.430000,6.770000,58.000000,15.710000,271.880000,5.950000,11,117.473664,42.02,32.67,32.47,32.66,32.67,249.17,33,44,9,11,32.47,49.83,41,82,90.99,191.8,82.2

57,14:00-14:15,29.540000,30.930000,56.070000,30.930000,15.490000,6.530000,101.260000,15.880000,201.430000,7.000000,58.000000,15.490000,271.880000,5.950000,11.33,117.473664,42.02,32.67,36.43,32.66,32.67,249.17,34,43,11.66,11.34,36.43,49.83,39.33,78.67,88.92,189,81

58,14:15-14:30,29.540000,30.930000,56.070000,30.930000,15.190000,6.530000,101.260000,15.570000,201.430000,7.000000,58.000000,15.190000,271.880000,5.950000,11.67,117.473664,42.02,32.67,37.1,32.66,32.67,249.17,35,42,11.89,11.66,37.1,49.83,38.33,76.67,87.98,185.5,79.5

59,14:30-14:45,29.540000,30.930000,56.070000,30.930000,14.760000,6.530000,101.260000,15.140000,201.430000,7.000000,58.000000,14.760000,271.880000,5.950000,12,111.140064,42.02,32.67,37.76,32.66,32.67,249.17,36,41,12.22,12,37.76,49.83,37.33,74.67,84.6,182,78

60,14:45-15:00,29.540000,30.930000,56.070000,30.930000,14.230000,6.530000,101.260000,14.580000,201.430000,7.000000,58.000000,14.230000,271.880000,5.950000,12.74,105.264432,42.02,32.67,38.42,32.66,32.67,243.83,38.22,39,12.55,12.75,38.42,48.77,35,70,80.69,170.8,73.2

61,15:00-15:15,30.510000,30.930000,55.590000,30.930000,13.480000,6.530000,101.260000,13.810000,261.590000,7.000000,58.000000,13.480000,271.880000,6.040000,12.89,79.403856,42.02,32.67,39.28,32.66,32.67,232,38.66,37.2,12.74,12.88,39.28,46.4,33.33,66.67,76.38,163.8,70.2

62,15:15-15:30,30.510000,30.930000,55.590000,30.930000,12.720000,6.530000,101.260000,13.040000,261.590000,7.000000,58.000000,12.720000,271.880000,6.040000,16.81,75.847296,42.02,32.67,48.4,32.66,32.67,219.26,50.42,35.88,16.25,16.81,48.4,43.85,33.66,67.34,71.6,156.8,67.2

63,15:30-15:45,30.510000,30.930000,74.130000,30.930000,11.910000,6.530000,101.260000,12.200000,261.590000,7.000000,58.000000,11.910000,271.880000,5.760000,16.71,72.39792,38.1,32.67,49.51,32.66,32.67,205.08,50.12,34.3,16.38,16.7,49.51,41.02,32.66,65.34,66.36,144.2,61.8

64,15:45-16:00,30.510000,30.930000,74.130000,30.930000,10.950000,6.530000,101.260000,11.230000,261.590000,7.000000,58.000000,10.950000,271.880000,5.760000,16.61,68.30544,38.02,32.67,50.34,32.66,32.67,191.21,49.84,32.28,16.58,16.62,50.34,38.24,30,60,60.44,133,57

65,16:00-16:15,30.510000,30.930000,74.130000,30.930000,9.980000,6.690000,101.260000,10.230000,261.590000,6.230000,58.000000,9.980000,271.880000,5.860000,16.69,61.172832,37.79,32.67,50.46,32.66,32.67,174.16,50.07,29.79,17.14,16.69,50.46,34.83,26,52,54.38,122.5,52.5

66,16:15-16:30,30.510000,30.930000,74.130000,30.930000,8.860000,6.690000,101.260000,9.080000,261.590000,6.840000,58.000000,8.860000,271.880000,5.860000,16.78,29.582784,38.19,32.67,50.75,32.66,32.67,156.97,50.35,26.95,17.47,16.8,50.75,31.39,24,48,48,112,48

67,16:30-16:45,30.510000,30.930000,74.130000,30.930000,7.790000,6.690000,101.260000,7.980000,261.590000,6.840000,58.000000,7.790000,271.880000,5.860000,16.89,24.710784,37.9,33,51.08,33,20.87,138.72,50.66,23.75,17.63,16.88,51.08,27.74,21.66,43.34,41.47,91,39

68,16:45-17:00,30.510000,30.930000,74.130000,30.930000,6.640000,6.690000,101.260000,6.810000,261.590000,6.840000,58.000000,6.640000,271.880000,5.860000,16.97,24.710784,35.01,33,51.42,32.64,10.97,119.54,50.92,20.36,17.55,16.99,51.42,23.91,19.66,39.34,34.59,74.2,31.8

69,17:00-17:15,30.510000,30.930000,74.130000,30.930000,5.540000,6.690000,101.260000,5.670000,261.590000,7.080000,58.000000,5.540000,271.880000,6.040000,17.01,24.710784,35.01,33,50.75,18.86,4.08,100.31,51.03,16.97,17.89,17.01,50.75,20.06,17.33,34.67,27.53,63,27

70,17:15-17:30,30.510000,30.930000,74.130000,30.930000,4.430000,6.690000,101.260000,4.540000,261.590000,7.080000,58.000000,4.430000,271.880000,6.040000,17.06,23.902032,35.01,31.13,50.34,6.66,0.58,80.52,51.18,17.41,17.99,17.06,50.34,16.1,13.33,26.67,20.65,49,21

71,17:30-17:45,30.510000,30.930000,74.130000,30.930000,3.350000,6.690000,101.260000,3.440000,261.590000,7.080000,55.440000,3.350000,271.880000,6.040000,17.09,16.730448,35.01,22.43,50.01,1.11,0,61.55,51.28,13.2,18.17,17.11,50.01,12.31,9.33,18.67,13.82,38.5,16.5

72,17:45-18:00,30.510000,30.930000,74.130000,30.930000,2.350000,6.690000,101.260000,2.410000,261.590000,7.080000,55.440000,2.350000,271.880000,6.040000,17.14,9.89016,35.01,14.97,49.42,0.05,0,44.23,51.42,9.34,18.66,17.14,49.42,8.84,6.33,12.67,7.72,28,12

73,18:00-18:15,30.510000,30.930000,74.130000,30.930000,1.630000,6.920000,101.260000,1.680000,261.590000,7.310000,55.440000,1.630000,271.880000,6.230000,20,5.661264,39.02,0,49.01,0,0,28.49,60,6.14,18.76,20,49.01,5.7,1.33,2.67,1.01,17.5,7.5

74,18:15-18:30,30.510000,30.930000,74.130000,30.930000,0.730000,6.920000,101.260000,0.740000,261.590000,7.310000,55.440000,0.730000,271.880000,6.230000,20,2.543184,39.02,0,48.34,0,0,16.43,60,3.72,19.51,20,48.34,3.29,0.67,1.33,0.33,10.5,4.5

75,18:30-18:45,30.510000,30.930000,74.130000,30.930000,0.490000,6.920000,101.260000,0.510000,261.590000,7.310000,55.440000,0.490000,271.880000,6.230000,19.86,0.594384,39.02,0,45.21,0,0,7.87,59.57,2.18,19.17,19.85,45.21,1.57,0.33,0.67,0,3.5,1.5

76,18:45-19:00,30.510000,30.930000,74.130000,30.930000,0.220000,6.920000,101.260000,0.220000,261.590000,7.310000,55.440000,0.220000,271.880000,6.230000,19.53,0,39.02,0,44.87,0,0,2.1,58.6,0.96,18.75,19.53,44.87,0.42,0,0,0,0.7,0.3

77,19:00-19:15,30.510000,30.930000,74.130000,30.930000,0.050000,6.920000,101.260000,0.050000,261.590000,7.310000,55.440000,0.050000,271.880000,6.510000,19.29,0,39.02,0,44.54,0,0,0.75,57.87,0,18.42,19.29,44.54,0.15,0,0,0,0,0

78,19:15-19:30,30.510000,30.930000,74.130000,30.930000,0.000000,6.920000,101.260000,0.000000,261.590000,7.310000,55.440000,0.000000,271.880000,6.510000,19.06,0,39.02,0,43.62,0,0,0,57.18,0,18.17,19.06,43.62,0,0,0,0,0,0

79,19:30-19:45,30.510000,30.930000,74.130000,30.930000,0.000000,6.920000,101.260000,0.000000,261.590000,7.310000,55.440000,0.000000,271.880000,6.510000,18.77,0,39.02,0,43.05,0,0,0,56.31,0,16.83,18.77,43.05,0,0,0,0,0,0

80,19:45-20:00,30.510000,30.930000,74.130000,30.930000,0.000000,6.920000,101.260000,0.000000,261.590000,7.310000,55.440000,0.000000,271.880000,6.510000,18.53,0,39.02,0,49.74,0,0,0,55.58,0,16.75,18.52,49.74,0,0,0,0,0,0

81,20:00-20:15,30.510000,30.930000,74.130000,30.930000,0.000000,6.920000,101.260000,0.000000,261.590000,7.310000,55.440000,0.000000,271.880000,6.690000,18.12,0,39.02,0,49.25,0,0,0,54.37,0,16.47,18.12,49.25,0,0,0,0,0,0

82,20:15-20:30,30.510000,30.930000,74.130000,30.930000,0.000000,6.920000,101.260000,0.000000,261.590000,7.310000,55.440000,0.000000,271.880000,6.690000,17.68,0,39.02,0,48.72,0,0,0,53.04,0,16.22,17.68,48.72,0,0,0,0,0,0

83,20:30-20:45,30.510000,30.930000,74.130000,30.930000,0.000000,6.920000,101.260000,0.000000,261.590000,7.080000,56.390000,0.000000,271.880000,6.690000,17.24,0,39.02,0,48.42,0,0,0,51.72,0,15.76,17.25,48.42,0,0,0,0,0,0

84,20:45-21:00,30.510000,30.930000,74.130000,30.930000,0.000000,6.920000,101.260000,0.000000,261.590000,7.080000,56.390000,0.000000,271.880000,6.690000,16.77,0,39.02,0,48.22,0,0,0,50.3,0,15.41,16.76,48.22,0,0,0,0,0,0

85,21:00-21:15,28.580000,30.930000,74.130000,30.930000,0.000000,6.920000,101.260000,0.000000,261.590000,7.080000,58.000000,0.000000,271.880000,6.690000,13.42,0,39.02,0,30.01,0,0,0,40.26,0,11.08,13.42,30.01,0,0,0,0,0,0

86,21:15-21:30,28.580000,30.930000,74.130000,30.930000,0.000000,6.920000,101.260000,0.000000,261.590000,7.080000,58.000000,0.000000,271.880000,6.690000,13.39,0,39.02,0,30.84,0,0,0,40.16,0,10.95,13.38,30.84,0,0,0,0,0,0

87,21:30-21:45,28.580000,30.930000,74.130000,30.930000,0.000000,6.920000,101.260000,0.000000,261.590000,7.310000,58.000000,0.000000,271.880000,6.690000,13.31,0,36.48,0,32.08,0,0,0,39.92,0,10.71,13.31,32.08,0,0,0,0,0,0

88,21:45-22:00,28.580000,30.930000,74.130000,30.930000,0.000000,6.920000,101.260000,0.000000,261.590000,7.310000,58.000000,0.000000,271.880000,6.690000,13.28,0,36.74,0,33.17,0,0,0,39.83,0,10.62,13.26,33.17,0,0,0,0,0,0

89,22:00-22:15,29.630000,30.930000,74.130000,30.930000,0.000000,6.770000,101.260000,0.000000,261.590000,7.310000,58.000000,0.000000,271.880000,6.550000,13.22,0,36.94,0,35.08,0,0,0,39.66,0,10.47,13.22,35.08,0,0,0,0,0,0

90,22:15-22:30,29.630000,30.930000,74.130000,30.930000,0.000000,6.770000,101.260000,0.000000,261.590000,7.310000,58.000000,0.000000,271.880000,6.550000,12.58,0,37.4,0,38.42,0,0,0,37.74,0,10.14,12.57,38.42,0,0,0,0,0,0

91,22:30-22:45,29.630000,30.930000,74.130000,30.930000,0.000000,6.460000,101.260000,0.000000,261.590000,7.150000,58.000000,0.000000,271.880000,6.420000,12.03,0,37.4,0,28.84,0,0,0,36.08,0,8.48,12.03,28.84,0,0,0,0,0,0

92,22:45-23:00,29.630000,30.930000,74.130000,30.930000,0.000000,6.460000,101.260000,0.000000,261.590000,7.150000,58.000000,0.000000,271.880000,6.420000,10.34,0,37.4,0,31.38,0,0,0,31.01,0,8.42,10.33,31.38,0,0,0,0,0,0

93,23:00-23:15,28.660000,30.930000,74.130000,30.930000,0.000000,6.460000,101.260000,0.000000,261.590000,7.150000,58.000000,0.000000,271.880000,6.420000,9.76,0,37.65,0,32.21,0,0,0,29.28,0,8.36,9.77,32.21,0,0,0,0,0,0

