Block,Time,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/26012024/26012024/HPX-TAMCTG-250124-05913,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05423,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07,NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,NR/26012024/26012024/DD20240126NR22384,NR/01102023/30042040/GNA_LT_36,NR/01012024/31012024/HP-26,NR/01012024/31012024/HP-27,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05424,NR/01012024/31032024/ ChanjuII,NR/20122023/29022024/IEX_LDC_231218_00501,NR/26012024/26012024/HPX-TAMCTG-250124-05912,NR/06012024/31012024/NVVN/OA/16855,NR/01012024/31012024/HP-28,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01012024/31012024/52,NR/01012024/31012024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/19072037/LT-05,NR/01012024/31012024/HPX-TAMLDCRA-141223-05419,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01102023/14082046/L_NR_2021_16,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,NR/05012024/31012024/SJVN050124NR1341,NR/05012024/31012024/SJVN050124NR1342,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/02012046/L_NR_2021_17
18,04:15-04:30,25.870000,48.060000,0.000000,23.070000,0.650000,5.770000,1.380000,32.680000,0.950000,11.530000,109.580000,25.870000,148.680000,0.000000,0.000000,0.000000,0.000000,152.330000,57.240000,18.260000,1.290000,8.170000,0.000000,48.060000,24.500000,0.000000,0.000000,48.060000,65.930000,6.730000,0,0,0,17.38,0,17.38,0,7.33,0,0,6.34,7.34,0,0,0,22,0,7.44,0,0,0,0,0

19,04:30-04:45,25.870000,48.060000,0.000000,23.070000,0.650000,5.770000,1.380000,32.680000,0.950000,11.530000,157.640000,25.870000,148.680000,0.000000,0.000000,0.000000,0.000000,152.330000,57.240000,18.260000,1.290000,8.170000,0.000000,48.060000,24.500000,0.000000,0.000000,48.060000,65.930000,6.730000,0,0,0,17.47,0,17.47,0,7.33,0,0,6.34,7.34,0,0,0,22,0,7.4,0,0,0,0,0

20,04:45-05:00,25.870000,48.060000,0.000000,23.070000,0.650000,5.770000,1.380000,32.680000,0.950000,11.530000,169.390000,25.870000,192.240000,0.000000,0.000000,0.000000,0.000000,152.330000,57.240000,18.260000,1.290000,8.170000,0.000000,48.060000,24.500000,0.000000,0.000000,48.060000,65.930000,6.730000,0,0,0,17.36,0,17.36,0,7.33,0,0,6.34,7.34,0,0,0,22,0,7.4,0,0,0,0,0

21,05:00-05:15,25.870000,48.060000,0.000000,23.070000,0.650000,5.770000,1.340000,56.350000,0.950000,11.530000,169.390000,25.870000,230.690000,0.000000,0.000000,0.000000,0.000000,152.330000,57.240000,18.260000,1.370000,8.170000,0.000000,48.060000,24.500000,0.000000,0.000000,48.060000,65.930000,6.730000,0,0,0,17.44,0,17.44,0,7.33,0,0,6.34,7.34,0,0,0,22,0,7.4,0,0,0,0,0

22,05:15-05:30,25.870000,48.060000,0.000000,23.070000,0.650000,5.770000,1.340000,75.250000,0.950000,11.530000,217.450000,25.870000,270.340000,0.000000,0.000000,0.000000,0.000000,152.330000,57.240000,18.260000,1.370000,8.170000,0.000000,48.060000,24.500000,0.000000,0.000000,48.060000,94.190000,6.730000,0,0,0,17.63,0,17.63,0,7.33,0,0,6.34,7.34,0,0,0,22,0,7.61,0,0,0,0,0

23,05:30-05:45,25.310000,76.900000,0.000000,23.070000,0.650000,5.770000,1.340000,75.250000,0.950000,11.530000,260.100000,30.760000,270.340000,0.000000,0.000000,0.000000,0.000000,152.330000,57.240000,18.260000,1.370000,8.170000,0.000000,48.060000,24.500000,0.000000,0.000000,48.060000,94.190000,6.730000,0,0,0,31.55,0,31.55,0,17.98,0,0,12.88,17.99,0,0,0,53.95,0,8.06,0,0,0,0,0

24,05:45-06:00,25.310000,99.600000,0.000000,23.070000,0.650000,5.770000,1.340000,67.790000,0.950000,11.530000,260.100000,30.760000,270.340000,0.000000,0.000000,0.000000,0.000000,152.330000,57.240000,18.260000,1.370000,8.170000,0.000000,48.060000,24.500000,0.000000,0.000000,48.060000,94.190000,6.730000,0,0,0,31.89,0,31.89,0,17.82,0,0,13.56,17.82,0,0,0,53.46,0,8.26,0,0,0,0,0

25,06:00-06:15,30.760000,99.600000,0.000000,23.070000,0.690000,5.770000,1.340000,67.790000,0.950000,11.530000,233.490000,30.760000,270.340000,0.000000,0.000000,0.000000,0.000000,77.520000,0.000000,18.260000,1.290000,8.170000,0.000000,48.060000,0.000000,0.000000,96.120000,48.060000,94.190000,6.730000,0,0,0,32.04,0,32.04,0,17.63,0,0,13.74,17.63,0,0,0,52.89,0,8.46,0,0,0,0,0

26,06:15-06:30,30.760000,99.600000,0.000000,23.070000,0.690000,5.770000,1.340000,86.700000,0.950000,11.530000,260.100000,30.760000,270.340000,0.000000,0.000000,0.000000,0.000000,77.520000,0.000000,18.260000,1.290000,8.170000,0.000000,48.060000,0.000000,0.000000,96.120000,48.060000,115.290000,6.730000,0,0,0,32.39,0,32.39,0,17.45,0,0,13.85,17.45,0,0,0,52.35,0,8.66,0,0,0,0,0

27,06:30-06:45,30.760000,99.600000,0.000000,23.070000,0.690000,5.770000,1.340000,86.700000,0.000000,11.530000,260.100000,30.760000,270.340000,0.000000,0.000000,0.000000,0.000000,77.520000,0.000000,18.260000,1.290000,8.170000,0.000000,48.060000,0.000000,0.000000,96.120000,48.060000,115.290000,6.730000,0,0,0,24.88,0,24.88,0,13.09,0,0,10.88,13.08,0,0,0,39.26,0,7.85,0,0,0,0,0

28,06:45-07:00,30.760000,99.600000,0.000000,23.070000,0.690000,5.770000,1.340000,86.700000,0.000000,11.530000,260.100000,30.760000,270.340000,0.000000,0.000000,0.000000,0.000000,77.520000,0.000000,18.260000,1.290000,8.170000,0.000000,48.060000,0.000000,0.000000,96.120000,48.060000,115.290000,6.730000,0,0,0,25.15,0.89,25.15,0,12.93,0,0,10.64,12.91,0,0,0,38.78,0,7.97,0,0,0,1.9,0

29,07:00-07:15,30.760000,99.600000,0.000000,23.070000,0.690000,5.770000,1.340000,86.700000,0.950000,11.530000,260.100000,30.760000,270.340000,0.000000,0.000000,0.000000,0.000000,77.520000,0.000000,18.260000,1.290000,8.170000,0.000000,48.060000,0.000000,0.000000,96.120000,48.060000,115.290000,6.730000,0,0,0,25.89,3.44,25.89,0,12.59,0,0,9.88,12.59,2.55,0,0,37.78,0.02,7.61,0,0.447074,0,6.6,0

30,07:15-07:30,30.760000,99.600000,0.000000,23.070000,0.690000,5.770000,1.340000,86.700000,0.950000,11.530000,260.100000,30.760000,270.340000,0.000000,0.000000,0.000000,0.000000,77.520000,0.000000,18.260000,1.290000,8.170000,0.000000,48.060000,0.000000,0.000000,96.120000,48.060000,115.290000,6.730000,0,0.2,0,26.21,10.4,26.21,1,12.26,0.28,0,9.88,12.25,7.45,0,0,36.78,1.01,7.41,0,3.936195,0,13.2,0

31,07:30-07:45,30.760000,99.600000,0.000000,23.070000,0.690000,5.770000,1.340000,86.700000,0.950000,11.530000,260.100000,30.760000,270.340000,0.110000,0.110000,0.000000,0.110000,77.520000,0.000000,18.260000,1.290000,8.170000,0.000000,48.060000,0.000000,0.000000,96.120000,48.060000,115.290000,6.730000,0.55,0.73,0,31.55,18.45,31.55,3,14.43,1.75,1,9.74,14.41,15.48,0,0,43.28,3.67,8.15,2,9.534339,1,19,0

32,07:45:08:00,30.760000,99.600000,0.000000,22.110000,0.690000,5.770000,1.340000,86.700000,0.950000,11.530000,260.100000,30.760000,270.340000,0.430000,0.430000,0.000000,0.440000,77.520000,0.000000,18.260000,1.290000,8.170000,0.000000,48.060000,0.000000,0.000000,96.120000,48.060000,115.290000,6.730000,3.72,2.06,0,32.18,25.43,32.18,5,14.09,5.08,3,9.74,14.09,24.47,0,0,42.28,10.3,8.14,7,15.200516,3,25.6,0

33,08:00-08:15,30.760000,99.600000,102.850000,0.000000,0.690000,5.770000,1.340000,86.700000,0.950000,11.530000,260.100000,30.760000,270.340000,2.870000,2.870000,193.970000,2.940000,77.520000,0.000000,18.260000,1.290000,8.170000,48.060000,48.060000,0.000000,0.000000,48.060000,48.060000,115.290000,6.730000,5,5.31,0,33.22,30.33,33.22,8,16.26,8.55,4,9.56,16.25,30.33,0,0,48.78,26.54,8.38,18,21.595618,7,30.34,0

34,08:15-08:30,30.760000,99.600000,102.850000,0.000000,0.690000,5.770000,1.340000,86.700000,0.950000,11.530000,260.100000,30.760000,270.340000,2.870000,2.870000,193.970000,2.940000,77.520000,0.000000,18.260000,1.290000,8.170000,144.180000,48.060000,0.000000,0.000000,48.060000,48.060000,115.290000,6.730000,5,5.89,0,32.55,30.33,32.55,10,15.93,15.12,5,9.55,15.91,30.33,0,0,47.78,29.46,8.92,25,29.953958,10,30.34,0

35,08:30-08:45,30.760000,99.600000,102.850000,0.000000,0.690000,5.770000,1.340000,86.700000,0.950000,11.530000,260.100000,30.760000,270.340000,2.870000,2.870000,193.970000,2.940000,77.520000,0.000000,18.260000,1.290000,8.170000,144.180000,48.060000,0.000000,0.000000,48.060000,48.060000,115.290000,6.730000,5,6.24,0,31.52,32,31.52,19,15.44,5.05,9,8.88,15.45,32,0,0,46.33,31.23,8.66,39,40.479635,16,32,0

36,08:45:09:00,30.760000,99.600000,102.850000,0.000000,0.690000,5.770000,1.340000,86.700000,0.950000,11.530000,260.100000,30.760000,270.340000,3.860000,3.860000,193.970000,3.950000,77.520000,0.000000,18.260000,1.290000,8.170000,144.180000,48.060000,0.000000,0.000000,48.060000,48.060000,115.290000,6.730000,5,8.62,0,29.18,32,29.18,29,14.25,8.42,14,8.22,14.25,32,0,0,42.75,43.12,8.22,56,52.336815,24,32,0

37,09:00:09:15,30.760000,99.600000,102.850000,0.000000,0.690000,5.770000,1.340000,86.700000,0.950000,11.530000,260.100000,30.760000,270.340000,5.330000,5.330000,193.970000,5.460000,77.520000,0.000000,18.260000,1.290000,8.170000,144.180000,48.060000,0.000000,0.000000,48.060000,48.060000,115.290000,6.730000,5,11.09,0,30,32,30,40,16.26,10.75,20,8.22,16.25,32,0,0,48.78,55.46,9.14,74,64.767416,31,32,0

38,09:15-09:30,30.760000,99.600000,102.850000,0.000000,0.690000,5.770000,1.340000,86.700000,0.950000,11.530000,260.100000,30.760000,270.340000,6.900000,6.900000,193.970000,7.070000,77.520000,0.000000,18.260000,1.290000,8.170000,144.180000,48.060000,0.000000,0.000000,48.060000,48.060000,115.290000,6.730000,5,13.83,0,30,32,30,49,15.93,13.45,24,6.34,15.91,32,0,0,47.78,69.14,9.14,91,77.042513,39,32,0

39,09:30-09:45,30.760000,99.600000,102.850000,0.000000,0.690000,5.770000,1.340000,86.700000,0.950000,11.530000,260.100000,30.760000,270.340000,5.260000,5.260000,193.970000,5.400000,77.520000,0.000000,18.260000,1.290000,8.170000,144.180000,48.060000,0.000000,0.000000,48.060000,48.060000,115.290000,6.730000,5,21.38,0,30,32,30,52,15.44,16.22,26,6.34,15.45,32,0,0,46.33,106.92,9.14,102,88.967726,43,32,0

40,09:45-10:00,30.760000,99.600000,102.850000,0.000000,0.690000,5.770000,1.340000,86.700000,0.950000,11.530000,260.100000,30.760000,270.340000,6.790000,6.790000,193.970000,6.960000,77.520000,0.000000,18.260000,1.290000,8.170000,144.180000,48.060000,0.000000,0.000000,48.060000,48.060000,115.290000,6.730000,6,26.65,0,30,32.5,30,60,14.25,18.55,30,6.34,14.25,32.5,0,0,42.75,133.24,9.14,116,100.358394,49,32.5,0

41,10:00-10:15,30.760000,99.600000,102.850000,0.000000,0.690000,5.770000,1.340000,86.700000,0.950000,11.530000,260.100000,30.760000,270.340000,8.130000,8.130000,193.970000,8.330000,77.520000,0.000000,18.260000,1.290000,8.170000,144.180000,48.060000,0.000000,0.000000,48.060000,48.060000,115.290000,6.730000,7,24.2,0,30,32.5,30,63,17.5,23.42,32,6.34,17.5,32.5,0,0,52.5,120.98,9.14,126,110.748005,54,32.5,0

42,10:15-10:30,30.760000,99.600000,102.850000,0.000000,0.690000,5.770000,1.340000,86.700000,0.950000,11.530000,260.100000,30.760000,270.340000,9.600000,9.600000,193.970000,9.840000,77.520000,0.000000,18.260000,1.290000,8.170000,144.180000,48.060000,0.000000,0.000000,48.060000,48.060000,115.290000,6.730000,8,27.6,0,29.18,32.5,29.18,72,17.5,25.12,36,6.34,17.5,32.5,0,0,52.5,138.02,9.14,140,119.281287,60,32.5,0

43,10:30-10:45,30.760000,99.600000,102.850000,0.000000,0.000000,5.770000,1.340000,86.700000,0.950000,11.530000,260.100000,30.760000,270.340000,7.750000,7.750000,193.970000,7.940000,77.520000,0.000000,18.260000,1.290000,8.170000,144.180000,48.060000,0.000000,0.000000,48.060000,48.060000,115.290000,6.730000,10,31.49,0,25.89,32.5,25.89,77,17.17,26.78,39,6.34,17.16,32.5,0,0,51.5,157.45,9.28,154,134.267985,66,32.5,0

44,10:45-11:00,30.760000,99.600000,102.850000,0.000000,0.000000,5.770000,1.340000,86.700000,0.950000,11.530000,260.100000,30.760000,270.340000,8.700000,8.700000,193.970000,8.920000,77.520000,0.000000,18.260000,1.290000,8.170000,144.180000,48.060000,0.000000,0.000000,48.060000,48.060000,115.290000,6.730000,13,35.68,0,22.52,32.5,22.52,82,16.17,28.55,41,6.34,16.16,32.5,0,0,48.5,178.38,9.74,165,138.865072,70,32.5,0

45,11:00-11:15,30.760000,99.600000,0.000000,0.000000,0.650000,5.770000,1.340000,69.210000,0.950000,11.530000,219.150000,30.760000,270.340000,9.660000,9.660000,0.000000,9.890000,77.520000,0.000000,18.260000,1.370000,8.170000,0.000000,48.060000,0.000000,0.000000,96.120000,48.060000,115.290000,6.730000,16,40.38,0,17.44,32.5,17.44,85,15.83,31.88,43,6.34,15.84,32.5,0,0,47.5,201.9,10.54,182,142.781829,78,32.5,0

46,11:15-11:30,30.760000,99.600000,0.000000,0.000000,0.650000,5.770000,1.340000,69.210000,0.950000,11.530000,219.150000,30.760000,270.340000,11.570000,11.570000,0.000000,11.850000,77.520000,0.000000,18.260000,1.370000,8.170000,0.000000,48.060000,0.000000,0.000000,96.120000,48.060000,115.290000,6.730000,20,44.19,0,13.52,32.5,13.52,88,14.17,38.45,44,6.34,14.16,32.5,0,0,42.5,220.96,11.37,189,145.785,81,32.5,0

47,11:30-11:45,30.760000,99.600000,0.000000,0.000000,0.650000,5.770000,1.340000,69.210000,0.950000,11.530000,219.150000,30.760000,270.340000,13.090000,13.090000,0.000000,13.420000,77.520000,0.000000,18.260000,1.370000,8.170000,0.000000,48.060000,0.000000,0.000000,96.120000,48.060000,115.290000,6.730000,25,45.83,0,13.53,32.5,13.53,93,10,31.88,47,6.34,10,32.5,20.09,23.07,30,229.17,12.14,189,148.370254,81,32.5,0

48,11:45-12:00,30.760000,99.600000,0.000000,0.000000,0.650000,5.770000,1.340000,69.210000,0.950000,11.530000,219.150000,30.760000,270.340000,14.070000,14.070000,0.000000,14.420000,77.520000,0.000000,18.260000,1.370000,8.170000,0.000000,48.060000,0.000000,0.000000,96.120000,48.060000,115.290000,6.730000,33,45.83,0,13.55,32.5,13.55,93,9.17,38.45,47,6.34,9.16,32.5,20.09,23.07,27.5,229.17,12.65,189,150.100236,81,32.5,0

49,12:00-12:15,30.760000,99.600000,0.000000,0.000000,0.650000,5.770000,1.380000,69.210000,0.990000,11.530000,219.150000,30.760000,270.340000,14.230000,14.230000,0.000000,14.580000,77.520000,0.000000,18.260000,1.290000,8.170000,0.000000,48.060000,0.000000,0.000000,96.120000,48.060000,115.290000,6.730000,40,45.83,0,13.33,32.5,13.33,93,8.33,48.24,47,6.34,8.34,32.5,20.19,23.07,25,229.17,13.44,186,151.217921,79,32.5,0

50,12:15-12:30,30.760000,99.600000,0.000000,0.000000,0.650000,5.770000,1.380000,69.210000,0.990000,11.530000,219.150000,30.760000,270.340000,14.230000,14.230000,0.000000,14.580000,77.520000,0.000000,18.260000,1.290000,8.170000,0.000000,48.060000,0.000000,0.000000,96.120000,48.060000,115.290000,6.730000,45,45.83,0,13.33,32.5,13.33,93,7.5,70.4,47,6.34,7.5,32.5,20.19,23.07,22.5,229.17,14.09,186,151.645557,79,32.5,0

51,12:30-12:45,30.760000,99.600000,0.000000,0.000000,0.650000,5.770000,1.380000,69.210000,0.990000,11.530000,219.150000,30.760000,270.340000,14.230000,14.230000,0.000000,14.580000,77.520000,0.000000,18.260000,1.290000,8.170000,0.000000,48.060000,0.000000,0.000000,96.120000,48.060000,115.290000,6.730000,45,45.83,0,13.33,32.5,13.33,91,6.67,78.55,46,6.34,6.66,32.5,20.19,23.07,20,229.17,13.93,182,151.6164,78,32.5,0

