Block,Time,CHAMERA3,FSTPP I & II,KISHANGANGA,KKNP,KUDGI,PARBATI3,ANTA_RF,AURY_GF,KOLDAM,NJPC,NNTPP,RIHAND2,SASAN,SIMHST2,UNCHAHAR2,CHAMERA2,DULHASTI,KHSTPP-I,KOTESHWR,NTPL,PARBATI2,RSTPSU1TO6,VALLURNTECL,ANTA_CRF,DADRI_RF,KGSU3AND4,MAPS,NLCIIST1,NLCIIST2,RAMPUR,RIHAND3,TANDA2,UNCHAHAR1,ANTA_GF,ANTA_LF,AURY_LF,BSIUL,DADRT2,KHSTPP-II,KKNPPU2,RAPPC,RAPPD,SIMHST1,TANAKPUR,TEHRIPSP,DADRI_CRF,DADRI_GF,KGSU1AND2,NAPP,NLCEXP,RAPPB,SINGRAULI,SINGRAULI_HYDRO,URI,AURY_CRF,AURY_RF,CHAMERA1,DHAULIGNGA,RIHAND1,RSTPSU7,TALA,TelanganaSTPP,UNCHAHAR3,DADRI_LF,BRBCL,JHAJJAR,NLCTS2EXP,SALAL,SEWA2,TALST2,TEHRI,UNCHAHAR4,URI2
55,13:30-13:45,35.09,20.8,8.71,0,0,0,49.3,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,13.04,690.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,30.91,0,82.27,0,43.85,95.47,0,31.26,0,27.99,0,24.99,670.85,0,81.92,0,0,0,3.98,32.18

56,13:45-14:00,35.09,20.8,8.71,0,0,0,49.3,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,13.04,690.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,38.64,0,82.27,0,43.85,95.47,0,31.26,0,27.99,0,24.99,670.85,0,81.92,0,0,0,3.98,32.18

57,14:00-14:15,35.09,20.8,8.71,0,0,0,48.64,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,13.04,590.85,148.3,0,68.39,26.14,0,5.76,0,0,0,0,25.42,0,0,155.58,1.13,33.12,0,82.27,12.25,43.85,95.47,0,31.26,0,27.99,0,24.99,670.85,0,81.92,0,0,0,3.98,27.35

58,14:15-14:30,35.09,20.8,8.71,0,0,0,48.64,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,13.04,590.85,148.3,0,68.39,26.14,0,5.76,0,0,0,0,25.42,0,0,155.58,1.13,33.12,0,82.27,28.1,43.85,95.47,0,31.26,0,27.99,0,24.99,670.85,0,81.92,0,0,0,3.98,27.35

59,14:30-14:45,35.09,20.8,8.71,0,0,0,48.64,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,6.52,590.85,148.3,0,68.39,26.14,0,5.76,0,0,0,0,25.42,0,0,155.58,1.13,33.12,0,82.27,28.1,43.85,95.47,0,31.26,0,27.99,0,24.99,670.85,0,81.92,0,0,0,3.98,27.35

60,14:45-15:00,35.09,20.8,8.71,0,0,0,48.64,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,6.52,590.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,33.12,0,82.27,28.1,43.85,95.47,0,31.26,0,27.99,0,24.99,670.85,0,81.92,0,0,0,3.98,27.35

61,15:00-15:15,35.09,20.8,8.71,0,0,0,48.64,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,6.52,590.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,33.12,0,82.27,28.1,43.85,95.47,0,30.52,0,27.99,0,24.99,670.85,0,81.92,0,0,0,3.98,27.35

62,15:15-15:30,35.09,20.8,8.71,0,0,0,48.64,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,6.52,590.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,33.12,0,82.27,42.15,43.85,95.47,0,30.81,0,27.99,0,24.99,670.85,0,81.92,0,0,0,3.98,27.35

63,15:30-15:45,35.09,20.8,8.71,0,0,0,48.64,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,76.68,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,6.52,590.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,152.87,1.13,33.12,0,82.27,42.15,43.85,95.47,0,29.49,0,27.99,0,24.99,670.85,0,81.92,0,0,0,3.98,27.35

64,15:45-16:00,35.09,20.8,8.71,0,0,0,48.64,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,76.68,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,6.52,590.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,152.87,1.13,33.12,0,82.27,42.15,43.85,95.47,0,29.49,0,27.99,0,24.99,670.85,0,81.92,0,0,0,3.98,27.35

65,16:00-16:15,35.09,20.8,8.71,0,0,0,47.99,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,76.68,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,6.52,590.85,148.3,0,68.39,26.14,0,0,0,0,0,0,25.42,0,0,152.87,1.13,33.12,0,82.27,42.15,43.85,95.47,0,28.32,0,27.99,0,24.99,670.85,0,81.92,0,0,0,3.98,27.35

66,16:15-16:30,35.09,20.8,8.71,0,0,0,47.99,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,76.68,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,6.52,590.85,148.3,0,68.39,26.14,0,0,0,0,0,0,25.42,0,0,152.87,1.13,33.12,0,82.27,42.15,43.85,95.47,0,28.32,0,27.99,0,24.99,670.85,0,81.92,0,0,0,3.98,27.35

67,16:30-16:45,35.09,20.8,8.71,0,0,0,47.32,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,76.68,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,6.52,590.85,148.3,0,68.39,26.14,0,0,0,0,0,0,25.42,0,0,152.87,1.13,33.12,0,82.27,42.15,43.85,95.47,0,28.32,0,27.99,0,24.99,670.85,0,81.92,0,0,0,3.98,27.35

68,16:45-17:00,35.09,20.8,8.71,0,0,0,47.32,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,76.68,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,6.52,590.85,148.3,0,68.39,26.14,0,0,0,0,0,0,25.42,0,0,152.87,1.13,33.12,0,82.27,42.15,43.85,95.47,0,28.32,0,27.99,0,24.99,670.85,0,81.92,0,0,0,3.98,27.35

69,17:00-17:15,35.09,20.8,8.71,0,0,0,47.32,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,76.68,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,6.52,590.85,148.3,0,68.39,26.14,0,0,0,0,0,0,25.42,0,0,152.87,1.13,37.53,0,82.27,42.15,43.85,95.47,0,28.32,0,27.99,0,24.99,670.85,0,81.92,6.31,0,0,3.98,27.35

70,17:15-17:30,35.09,20.8,8.71,0,0,0,47.32,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,76.68,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,6.52,590.85,148.3,0,68.39,26.14,0,0,0,0,0,0,25.42,0,0,152.87,1.13,37.53,0,82.27,42.15,43.85,95.47,0,28.32,0,27.99,0,24.99,670.85,0,81.92,12.62,0,0,3.98,27.35

71,17:30-17:45,35.09,20.8,8.71,0,0,0,47.32,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,76.68,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,13.04,590.85,148.3,0,68.39,26.14,0,0,0,0,0,0,25.42,0,0,152.87,1.13,37.53,0,82.27,42.15,43.85,95.47,0,28.32,0,27.99,0,24.99,670.85,0,81.92,18.93,0,0,3.98,27.35

72,17:45-18:00,35.09,20.8,8.71,0,0,0,47.32,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,76.68,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,13.04,590.85,148.3,0,68.39,26.14,0,0,0,0,0,0,25.42,0,0,152.87,1.13,37.53,0,82.27,42.15,43.85,95.47,0,28.32,0,27.99,0,24.99,670.85,0,81.92,18.93,0,0,3.98,27.35

73,18:00-18:15,35.09,20.8,8.71,0,0,0,47.32,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,76.68,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,13.04,590.85,148.3,0,68.39,26.14,0,0,62.39,0,0,0,25.42,0,0,152.87,1.13,52.36,0,82.27,42.15,43.85,95.47,0,28.01,0,27.99,0,24.99,670.85,0,81.92,18.93,0,11.25,3.98,27.35

74,18:15-18:30,35.09,20.8,8.71,0,0,0,47.32,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,76.68,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,13.04,590.85,148.3,0,68.39,26.14,0,0,62.39,0,0,0,25.42,0,0,152.87,1.13,52.36,0,82.27,42.15,43.85,95.47,0,28.01,0,27.99,0,24.99,670.85,0,81.92,18.93,0,22.52,3.98,27.35

75,18:30-18:45,35.09,20.8,8.71,0,0,0,47.32,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,76.68,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,13.04,590.85,148.3,0,68.39,26.14,0,0,62.39,0,0,0,25.42,0,0,152.87,1.13,52.36,0,82.27,42.15,43.85,95.47,0,27.73,0,27.99,0,24.99,670.85,0,81.92,18.93,0,33.77,3.98,27.35

76,18:45-19:00,35.09,20.8,8.71,0,0,0,47.32,0,10.65,181.16,0,126.8,348.98,0,45.1,48.9,0,45.53,20.88,0,0,0,0,0,76.68,0,0,0,0,7.04,132.37,6.61,21.83,0,0,0,13.04,590.85,148.3,0,68.39,26.14,0,0,62.39,0,0,0,25.42,0,0,152.87,1.13,52.36,0,82.27,42.15,43.85,95.47,0,27.73,0,27.99,0,24.99,670.85,0,81.92,18.93,0,45.04,2.39,27.35

77,19:00-19:15,35.09,20.8,8.71,0,0,0,47.6,0,10.65,181.16,0,126.8,348.98,0,45.1,48.9,0,45.53,31.32,0,0,0,0,0,76.68,0,0,0,0,7.04,132.37,6.97,21.83,0,0,0,13.04,590.85,148.3,0,68.39,26.14,0,0,62.39,0,0,0,25.42,0,0,152.87,1.13,37.53,0,82.27,42.15,43.85,95.47,0,27.34,0,27.99,0,24.99,670.85,0,81.92,18.93,0,45.04,2.43,27.35

78,19:15-19:30,36.89,20.8,8.87,0,0,0,47.6,0,10.65,182.87,0,126.8,348.98,0,45.1,51.47,0,45.53,45.95,0,0,0,0,0,76.68,0,0,0,0,7.22,132.37,6.97,21.83,0,0,0,20.46,590.85,148.3,0,68.39,26.14,0,0,62.39,0,0,0,25.42,0,0,152.87,1.13,37.53,0,82.27,42.27,46.04,95.47,0,27.19,0,27.99,0,24.99,670.85,0,81.92,20.12,0,46.64,2.43,27.35

79,19:30-19:45,36.89,20.8,8.87,0,0,0,47.99,0,10.65,182.87,0,126.8,348.98,0,45.13,51.47,0,45.53,45.95,0,0,0,0,0,76.68,0,0,0,0,7.22,132.37,6.97,21.83,0,0,0,20.46,590.85,148.3,0,68.39,26.14,0,0,62.39,0,0,0,25.42,0,0,152.87,1.13,37.53,0,82.27,42.27,46.04,95.47,0,27.19,0,27.99,0,24.99,670.85,0,81.92,20.12,0,46.64,2.43,27.35

80,19:45-20:00,36.89,20.8,8.87,0,0,0,47.99,0,10.65,182.87,0,126.8,348.98,0,45.13,51.47,0,45.53,45.95,0,0,0,0,0,76.68,0,0,0,0,7.22,132.37,6.97,21.83,0,0,0,20.46,590.85,148.3,0,68.39,26.14,0,0,62.39,0,0,0,25.42,0,0,152.87,1.13,37.53,0,82.27,42.27,46.04,95.47,0,27.19,0,27.99,0,24.99,670.85,0,81.92,20.12,0,46.64,2.43,27.35

81,20:00-20:15,36.89,20.8,8.87,0,0,0,47.99,0,10.65,182.87,0,126.8,348.98,0,45.13,51.47,0,45.53,45.95,0,0,0,0,0,76.68,0,0,0,0,7.22,132.37,6.97,20.64,0,0,0,20.46,590.85,148.3,0,68.39,26.14,0,0,62.39,0,0,0,25.42,0,0,152.87,1.13,44.16,0,82.27,42.27,46.04,99.81,0,27.34,0,27.99,0,24.99,670.85,0,81.92,20.12,0,46.64,2.43,27.35

82,20:15-20:30,36.89,20.8,8.87,0,0,0,47.99,0,10.65,182.87,0,126.8,348.98,0,45.13,51.47,0,45.53,45.95,0,0,0,0,0,76.68,0,0,0,0,7.22,132.37,6.97,20.64,0,0,0,20.46,590.85,148.3,0,68.39,26.14,0,0,62.39,0,0,0,25.42,0,0,152.87,1.13,44.16,0,82.27,42.27,46.04,99.81,0,27.49,0,27.99,0,24.99,670.85,0,81.92,20.12,0,46.64,2.43,27.35

83,20:30-20:45,36.89,20.8,8.87,0,0,0,47.99,0,10.65,182.87,0,126.8,342,0,45.13,51.47,0,45.53,45.95,0,0,0,0,0,76.68,0,0,0,0,7.22,132.37,6.97,20.64,0,0,0,20.46,590.85,148.3,0,68.39,26.14,0,0,62.39,0,0,0,25.42,0,0,152.87,1.13,44.16,0,82.27,42.27,46.04,99.81,0,27.64,0,27.99,0,24.99,670.85,0,81.34,20.12,0,46.64,2.43,27.35

84,20:45-21:00,36.89,20.8,8.87,0,0,0,47.99,0,10.65,182.87,0,126.8,342,0,45.13,51.47,0,45.53,45.95,0,0,0,0,0,76.68,0,0,0,0,7.22,132.37,6.97,20.64,0,0,0,20.46,590.85,148.3,0,68.39,26.14,0,0,62.39,0,0,0,25.42,0,0,152.87,1.13,44.16,0,82.27,42.27,46.04,99.81,0,27.64,0,27.99,0,24.99,670.85,0,81.34,20.12,0,46.64,2.43,27.35

85,21:00-21:15,36.89,20.8,8.87,0,0,0,48.64,0,10.65,182.87,0,126.8,342,0,45.13,51.47,0,45.53,45.95,0,0,0,0,0,76.68,0,0,0,0,7.22,132.37,6.97,20.64,0,0,0,20.46,590.85,148.3,0,68.39,26.14,0,0,62.39,0,0,0,25.42,0,0,152.87,1.13,44.16,0,82.27,42.27,46.04,99.81,0,23.38,0,27.99,0,24.99,670.85,0,81.34,20.12,0,46.64,2.43,32.18

86,21:15-21:30,35.09,20.8,8.71,0,0,0,48.64,0,10.65,181.16,0,126.8,342,0,45.13,48.9,0,45.53,31.32,0,0,0,0,0,76.68,0,0,0,0,7.04,132.37,6.97,20.64,0,0,0,6.52,590.85,148.3,0,68.39,26.14,0,0,62.39,0,0,0,25.42,0,0,138.57,1.13,44.16,0,82.27,42.15,43.85,99.81,0,23.38,0,27.99,0,24.99,670.85,0,81.34,18.93,0,46.64,2.43,32.18

87,21:30-21:45,35.09,20.8,8.71,0,0,0,48.64,0,10.65,181.16,0,126.8,342,0,45.13,48.9,0,45.53,31.32,0,0,0,0,0,76.68,0,0,0,0,7.04,132.37,6.97,20.64,0,0,0,6.52,590.85,148.3,0,68.39,26.14,0,0,62.39,0,0,0,25.42,0,0,138.57,1.13,44.16,0,82.27,42.15,43.85,99.81,0,23.66,0,27.99,0,24.99,670.85,0,81.34,18.93,0,46.64,2.43,32.18

88,21:45-22:00,36.89,20.8,8.87,0,0,0,48.64,0,10.65,182.87,0,126.8,342,0,45.13,51.47,0,45.53,34.81,0,0,0,0,0,76.68,0,0,0,0,7.22,132.37,6.97,20.64,0,0,0,20.46,590.85,148.3,0,68.39,26.14,0,0,62.39,0,0,0,25.42,0,0,138.57,1.13,44.16,0,82.27,42.27,46.04,99.81,0,23.66,0,27.99,0,24.99,670.85,0,81.34,20.12,0,46.64,2.43,32.18

89,22:00-22:15,36.89,20.8,8.87,0,0,0,48.91,0,10.65,182.87,0,126.8,348.98,0,45.13,51.47,0,45.53,34.81,0,0,0,0,0,76.68,0,0,0,0,7.22,132.37,6.97,20.64,0,0,0,20.46,590.85,148.3,0,68.39,26.14,0,3.85,62.39,0,0,0,25.42,0,0,138.57,1.13,35.33,0,82.27,42.27,46.04,99.81,0,23.81,0,27.99,0,24.99,670.85,0,81.34,20.12,0,46.64,2.43,32.18

90,22:15-22:30,36.89,20.8,8.87,0,0,0,48.91,0,10.65,182.87,0,126.8,348.98,0,45.13,51.47,0,45.53,34.81,0,0,0,0,0,76.68,0,0,0,0,7.22,132.37,6.97,20.64,0,0,0,20.46,590.85,148.3,0,68.39,26.14,0,3.85,62.39,0,0,0,25.42,0,0,138.57,1.13,35.33,0,82.27,42.27,46.04,99.81,0,23.81,0,27.99,0,24.99,670.85,0,81.34,20.12,0,46.64,2.43,32.18

91,22:30-22:45,36.89,20.8,8.87,0,0,0,48.91,0,10.65,182.87,0,126.8,348.98,0,45.13,51.47,0,45.53,34.81,0,0,0,0,0,76.68,0,0,0,0,7.22,132.37,6.97,20.64,0,0,0,20.46,590.85,148.3,0,68.39,26.14,0,7.68,62.39,0,0,0,25.42,0,0,152.87,1.13,30.91,0,82.27,42.27,46.04,99.81,0,24.25,0,27.99,0,24.99,670.85,0,81.34,20.12,0,46.64,2.43,32.18

92,22:45-23:00,35.09,20.8,8.71,0,0,0,48.91,0,10.65,181.16,0,126.8,348.98,0,45.12,48.9,0,45.53,23.21,0,0,0,0,0,76.68,0,0,0,0,7.04,132.37,6.97,20.64,0,0,0,13.04,590.85,148.3,0,68.39,26.14,0,12.17,62.39,0,0,0,25.42,0,0,152.87,1.13,30.91,0,82.27,42.15,43.85,99.81,0,24.7,0,27.99,0,24.99,670.85,0,81.34,6.31,0,45.04,2.43,32.18

93,23:00-23:15,35.09,20.8,8.71,0,0,0,49.3,0,10.65,181.16,0,126.8,348.98,0,45.12,48.9,0,45.53,10.44,0,0,0,0,0,76.68,0,0,0,0,7.04,132.37,6.87,20.64,0,0,0,13.04,590.85,148.3,0,68.39,26.14,0,12.17,62.39,0,0,0,25.42,0,0,152.87,1.13,30.91,0,82.27,42.15,43.85,99.81,0,24.7,0,27.99,0,24.99,670.85,0,81.34,0,0,45.04,2.48,32.18

94,23:15-23:30,35.09,20.8,8.71,0,0,0,49.3,0,10.65,181.16,0,126.8,348.98,0,45.12,48.9,19.87,45.53,10.44,0,0,0,0,0,76.68,0,0,0,0,7.04,132.37,6.87,20.64,0,0,0,13.04,590.85,148.3,0,68.39,26.14,0,12.17,62.39,0,0,0,25.42,0,0,152.87,1.13,35.33,0,82.27,42.15,43.85,99.81,0,24.7,0,27.99,0,24.99,670.85,0,81.34,0,0,45.04,2.48,32.18

95,23:30-23:45,35.09,20.8,8.71,0,0,0,49.3,0,10.65,181.16,0,126.8,348.98,0,45.12,48.9,39.74,45.53,10.44,0,0,0,0,0,76.68,0,0,0,0,7.04,132.37,6.87,20.64,0,0,0,13.04,590.85,148.3,0,68.39,26.14,0,12.17,62.39,0,0,0,25.42,0,0,152.87,1.13,35.33,0,82.27,42.15,43.85,99.81,0,24.7,0,27.99,0,24.99,670.85,0,81.34,0,0,45.04,2.48,32.18

96,23:45-24:00,35.09,20.8,8.71,0,0,0,49.3,0,10.65,181.16,0,126.8,348.98,0,45.12,48.9,57.86,45.53,10.44,0,0,0,0,0,76.68,0,0,0,0,7.04,132.37,6.87,20.64,0,0,0,13.04,590.85,148.3,0,68.39,26.14,0,12.17,62.39,0,0,0,25.42,0,0,152.87,1.13,35.33,0,82.27,42.15,43.85,99.81,0,24.7,0,27.99,0,24.99,670.85,0,81.34,0,0,45.04,2.48,32.18

