Block,Time Block,TANDA2,TEHRIPSP,TEHRI,TANAKPUR,TALA,TALST2,URI2,VALLURNTECL,URI,UNCHAHAR4,UNCHAHAR3,RIHAND1,RAPPB,SINGRAULI_HYDRO,SIMHST1,RSTPSU1TO6,SIMHST2,RAPPD,RSTPSU7,SALAL,SEWA2,SINGRAULI,RAMPUR,RIHAND3,RAPPC,RIHAND2,SASAN,MAPS,PARBATI2,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NAPP,NNTPP,NTPL,PARBATI3,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-I,JHAJJAR,KOTESHWR,KGSU1AND2,KHSTPP-II,KKNP,KGSU3AND4,KUDGI,UNCHAHAR1,UNCHAHAR2,TelanganaSTPP,CHAMERA2,CHAMERA3,BRBCL,BSIUL,CHAMERA1,DHAULIGNGA,DULHASTI,DADRT2,FSTPP I & II,DADRI_CRF,ANTA_GF,AURY_CRF,DADRI_GF,AURY_RF,ANTA_CRF,ANTA_RF,AURY_LF,ANTA_LF,AURY_GF,DADRI_LF,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
53,13:00-13:15,1.6,0,0,11.52,31.62,0,32.7,0,51.26,0.63,12.75,84.07,0,1.12,0,0,0,24.9,0,80.37,0,111.45,6.81,101.88,66.49,106,393.9,0,56.16,0,0,175.25,0,0,24.59,0,0,57.25,0,10.3,8.43,26.14,107.38,10.1,0,97.03,0,0,0,10.11,23.4,0,47.31,33.95,22.46,6.31,40.78,42.42,56.27,4.98,10.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,1.6,0,0,11.52,31.62,0,32.7,0,51.26,0.63,12.75,84.07,0,1.12,0,0,0,24.9,0,80.37,0,111.45,6.81,101.88,66.49,106,393.9,0,56.16,0,0,175.25,0,0,24.59,0,0,57.25,0,10.3,8.43,26.14,107.38,10.1,0,97.05,0,0,0,10.11,23.4,0,47.31,33.95,20.13,6.31,40.78,42.42,56.27,4.98,10.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,1.6,0,0,11.52,31.62,0,32.7,0,51.26,0.63,12.75,84.07,0,1.12,0,0,0,24.9,0,80.37,0,111.45,6.81,101.88,66.49,106,393.9,0,56.16,0,0,175.25,0,0,24.59,0,0,57.25,0,10.3,8.43,29.02,107.38,10.1,0,97.05,0,0,0,10.11,23.4,0,47.31,33.95,20.37,6.31,40.78,42.42,56.27,4.98,10.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,1.6,0,0,11.52,31.62,0,32.7,0,51.26,0.63,12.75,84.07,0,1.12,0,0,0,24.9,0,80.37,0,111.45,6.81,101.88,66.49,106,393.9,0,56.16,0,0,175.25,0,0,24.59,0,0,57.25,0,10.3,8.43,29.96,107.38,10.1,0,97.05,0,0,0,10.11,23.4,0,47.31,33.95,19.71,6.31,40.78,42.42,56.27,4.98,12.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,3.74,0,0,11.52,31.62,0,38.92,0,51.26,1.93,18.3,72.83,0,1.12,0,0,0,24.9,0,80.37,0,93.44,6.81,101.88,66.49,89.5,370.98,0,56.16,0,0,175.25,0,0,24.59,0,0,57.25,0,10.3,8.43,32.89,111.25,10.1,0,104.6,0,0,0,13.75,29.54,0,47.31,33.95,17.04,6.31,40.78,42.42,56.27,4.98,14.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,3.74,0,0,11.52,31.62,0,38.92,0,48.06,1.93,18.3,72.83,0,1.12,0,0,0,24.9,0,80.37,0,91.36,6.81,101.88,66.49,89.5,370.98,0,56.16,0,0,175.25,0,0,24.59,0,0,57.25,0,10.3,8.43,32.89,111.25,10.1,0,104.6,0,0,0,13.75,29.54,0,47.31,33.95,19.1,6.31,40.78,42.42,56.27,4.98,14.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,3.74,0,0,11.52,31.62,0,38.92,0,48.06,1.93,18.3,84.07,0,1.12,0,0,0,24.9,0,80.37,0,111.45,6.81,101.88,66.49,106,391.87,0,56.16,0,0,175.25,0,0,24.59,0,0,57.25,0,10.3,8.43,32.89,111.25,10.1,0,124.44,0,0,0,13.75,29.54,0,47.31,33.95,20.03,6.31,40.78,42.42,56.27,4.98,14.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,3.74,0,0,11.52,31.62,0,38.92,0,48.06,1.93,18.3,84.07,0,1.12,0,0,0,24.9,0,80.37,0,111.45,6.81,101.88,66.49,106,393.9,0,56.16,0,0,175.25,0,0,24.59,0,0,57.25,0,10.3,8.43,32.89,111.25,10.1,0,124.44,0,0,0,13.75,29.54,0,47.31,33.95,20.62,6.31,40.78,42.42,56.27,4.98,14.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,3.74,0,0,5.57,31.62,0,34.26,0,37.38,1.93,18.3,84.07,0,1.12,0,0,0,24.9,0,80.37,0,111.45,6.81,101.88,66.49,106,393.9,0,56.16,0,0,175.25,0,0,24.59,0,0,57.25,0,10.3,8.43,32.89,111.25,10.1,0,124.44,0,0,0,13.75,29.54,0,47.31,33.95,18.88,6.31,40.78,42.42,56.27,4.98,14.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,3.74,0,0,5.57,31.62,0,34.26,0,37.38,1.93,18.3,84.07,0,1.12,0,0,0,24.9,0,80.37,0,111.45,6.81,101.88,66.49,106,393.9,0,56.16,0,0,175.25,0,0,24.59,0,0,57.25,0,10.3,8.43,32.89,111.25,10.1,0,124.44,0,0,0,13.75,29.54,0,47.31,33.95,23.41,6.31,40.78,42.42,56.27,4.98,14.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,3.74,0,0,5.57,31.62,0,32.7,0,37.38,1.93,18.3,84.07,0,1.12,0,0,0,24.9,0,80.37,0,111.45,6.81,101.88,66.49,106,393.9,0,56.16,0,0,175.25,0,0,24.59,0,0,57.25,0,10.3,8.43,32.89,111.25,10.1,0,124.44,0,0,0,13.75,29.54,0,47.31,33.95,24.18,6.31,40.78,42.42,56.27,4.98,14.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,1.6,0,0,11.52,31.62,0,32.7,0,37.38,0.63,12.75,84.07,0,1.12,0,0,0,24.9,0,80.37,0,111.45,6.81,101.88,66.49,106,393.9,0,56.16,0,0,175.25,0,0,24.59,0,0,57.25,0,10.3,8.43,26.14,107.38,10.1,0,97.05,0,0,0,10.11,23.4,0,47.31,33.95,22.23,6.31,40.78,42.42,56.27,4.98,10.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,1.6,0,0,11.52,31.62,0,38.92,0,37.38,0.63,12.75,84.07,0,1.12,0,0,0,24.9,0,80.37,0,145.93,6.81,123.02,66.49,120.21,393.9,0,56.16,0,0,175.25,0,0,24.59,0,0,57.25,0,10.3,8.43,26.14,107.38,10.1,0,96.08,0,0,0,10.11,23.4,0,47.31,33.95,21.8,6.31,40.78,42.42,56.27,4.98,10.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,1.6,0,0,11.52,31.62,0,38.92,0,37.38,0.63,12.75,84.07,0,1.12,0,0,0,24.9,0,80.37,0,145.93,6.81,125.34,66.49,120.21,393.9,0,56.16,0,0,175.25,0,0,24.59,0,0,57.25,0,10.3,8.43,26.14,107.38,10.1,0,96.08,0,0,0,10.11,23.4,0,47.31,33.95,23.22,6.31,40.78,42.42,56.27,4.98,10.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,1.6,0,0,11.52,30.77,0,38.92,0,37.38,0.63,12.75,84.07,0,1.12,0,0,0,24.9,0,80.37,0,145.93,6.81,125.34,66.49,120.21,393.9,0,56.16,0,0,175.25,0,0,24.59,0,0,57.25,0,10.3,8.43,26.14,107.38,10.1,0,96.08,0,0,0,10.11,23.4,0,47.31,33.95,19.39,6.31,40.78,42.42,56.27,4.98,10.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,1.6,0,0,11.52,30.77,0,38.92,0,37.38,0.63,12.75,84.07,0,1.12,0,0,0,24.9,0,80.37,0,145.93,6.81,125.34,66.49,120.21,393.9,0,56.16,0,0,175.25,0,0,24.59,0,0,57.25,0,10.3,8.43,26.14,107.38,10.1,0,96.08,0,0,0,10.11,23.4,0,47.31,33.95,17.13,6.31,40.78,42.42,56.27,4.98,10.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,1.6,0,0,11.52,30.24,0,34.26,0,45.92,0.63,12.75,84.07,0,1.12,0,0,0,24.9,0,80.37,0,145.93,6.81,125.34,66.49,120.21,393.9,0,56.16,0,0,175.25,0,0,24.59,0,0,57.25,0,10.3,8.43,29.56,118.02,10.1,0,115.11,0,0,0,10.11,23.4,0,47.31,33.95,20.11,6.31,40.78,42.42,56.27,4.98,10.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,1.6,0,0,11.52,30.24,0,34.26,0,45.92,0.63,12.75,84.07,0,1.12,0,0,0,24.9,0,80.37,0,145.93,6.81,125.34,66.49,120.21,393.9,0,56.16,0,0,175.25,0,0,24.59,0,0,57.25,0,10.3,8.43,29.56,118.02,10.1,0,115.11,0,0,0,10.11,23.4,0,47.31,33.95,20.22,12.61,40.78,42.42,56.27,4.98,10.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,1.6,0,0,11.52,30.04,0,34.26,0,45.92,0.63,12.75,84.07,0,1.12,0,0,0,24.9,0,80.37,0,145.93,6.81,125.34,66.49,120.21,393.9,0,56.16,0,0,175.25,0,0,24.59,0,0,57.25,0,10.3,8.43,29.56,118.02,10.1,0,115.11,0,0,0,10.11,23.4,0,47.31,33.95,23.75,12.61,40.78,42.42,56.27,4.98,10.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,1.6,0,9.57,11.52,30.12,0,34.26,0,45.92,0.63,12.75,84.07,0,1.12,0,0,0,24.9,0,80.37,0,145.93,6.81,125.34,66.49,120.21,393.9,0,56.16,0,0,175.25,0,0,24.59,0,0,57.25,0,10.3,8.43,29.56,118.02,10.1,0,115.11,0,0,0,10.11,23.4,0,47.31,33.95,23.94,12.61,40.78,42.42,56.27,4.98,10.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,1.6,54.32,19.14,11.52,26.76,0,34.26,0,48.06,0.63,12.75,84.07,0,1.12,0,0,0,24.9,0,80.37,6.1,145.93,6.81,125.34,66.49,120.21,393.9,0,56.16,0,0,175.25,0,0,24.59,0,0,57.25,0,10.3,8.43,29.56,118.02,10.1,0,115.11,0,0,0,10.11,23.4,0,47.31,33.95,21.75,12.61,40.78,42.42,56.27,4.98,10.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,1.6,54.32,19.14,11.52,26.49,0,34.26,0,48.06,0.63,12.75,84.07,0,1.12,0,0,0,24.9,0,80.37,12.21,145.93,6.81,125.34,66.49,120.21,393.9,0,56.16,0,0,175.25,0,0,24.59,0,0,57.25,0,10.3,8.43,29.56,118.02,10.1,0,115.11,0,0,0,10.11,23.4,0,47.31,33.95,17.75,12.61,40.78,42.42,56.27,4.98,10.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,3.74,54.32,28.71,11.52,26.3,0,32.7,0,48.06,0.63,12.75,84.07,0,1.12,0,0,0,24.9,0,80.37,12.21,145.93,6.81,125.34,66.49,120.21,393.9,0,56.16,0,0,175.25,0,0,24.59,0,0,57.25,0,10.3,8.43,34.24,118.02,10.1,0,143.47,0,0,0,10.11,23.4,0,47.31,33.95,19.68,12.61,40.78,42.42,56.27,4.98,14.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,3.74,54.32,38.27,11.52,26.14,0,32.7,0,48.06,0.63,12.75,84.07,0,1.12,0,0,0,24.9,0,80.37,12.21,145.93,6.81,125.34,66.49,120.21,393.9,0,56.16,0,0,175.25,0,0,24.59,0,0,57.25,0,10.3,8.43,38.27,118.02,10.1,0,143.47,0,0,0,10.11,23.4,0,47.31,33.95,17.01,12.61,40.78,42.42,56.27,4.98,14.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,3.74,54.32,38.27,11.52,26.19,0,32.7,0,48.06,0.63,12.75,84.07,0,1.12,0,0,0,24.9,0,80.37,12.21,145.73,6.81,125.34,66.49,120.21,393.9,0,56.16,0,0,175.25,0,0,24.59,0,0,57.25,0,10.3,8.43,38.27,118.02,20.2,0,129.45,0,0,0,10.11,23.4,0,47.31,33.95,17.79,12.61,40.78,42.42,56.27,4.98,14.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,3.74,54.32,39.83,11.52,26.19,0,32.7,0,48.06,0.63,12.75,84.07,0,1.12,0,0,0,24.9,0,80.37,19.46,145.73,6.98,125.34,66.49,120.21,393.9,0,59.08,0,0,176.91,0,0,24.59,0,0,57.99,0,10.3,8.58,38.27,118.02,33.68,0,126.03,0,0,0,10.11,23.4,0,49.79,35.69,20.62,19.79,40.89,44.54,57.67,4.98,14.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,3.74,54.32,39.83,11.52,27.28,0,32.7,0,48.06,1.93,22.93,84.07,0,1.12,0,0,0,24.9,0,80.37,19.46,145.73,6.98,125.34,66.49,120.21,393.9,0,59.08,0,0,176.91,0,0,24.59,0,0,57.99,0,10.3,8.58,38.27,134.47,33.68,0,123.65,0,0,0,17.95,37.21,0,49.79,35.69,22.58,19.79,40.89,44.54,57.67,71.76,17.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,3.74,54.32,39.83,11.52,27.28,0,32.7,0,48.06,1.93,22.93,84.07,0,1.12,0,0,0,24.9,0,80.37,19.46,145.73,6.98,125.34,66.49,120.21,393.9,0,59.08,0,0,176.91,0,0,24.59,0,0,57.99,0,10.3,8.58,38.27,134.47,33.68,0,143.47,0,0,0,17.95,37.21,0,49.79,35.69,24.18,19.79,40.89,44.54,57.67,143.32,17.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,3.74,54.32,39.83,11.52,27.28,0,32.7,0,48.06,1.93,22.93,84.07,0,1.12,0,0,0,24.9,0,80.37,19.46,145.73,6.98,125.34,66.49,120.21,393.9,0,59.08,0,0,176.91,0,0,24.59,0,0,57.99,0,10.3,8.58,44.05,134.47,33.68,0,143.47,0,0,0,20.79,40.13,0,49.79,35.69,24.06,19.79,40.89,44.54,57.67,233.29,20.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,3.74,54.32,39.83,11.52,27.65,0,32.7,0,48.06,1.93,22.93,84.07,0,1.12,0,0,0,24.9,0,80.37,19.46,145.73,6.98,125.34,66.49,120.21,393.9,0,59.08,0,0,176.91,0,0,24.59,0,0,57.99,0,10.3,8.58,44.05,134.47,33.68,0,143.47,0,0,0,17.95,39.76,0,49.79,35.69,22.04,19.79,40.89,44.54,57.67,291.33,20.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,3.74,54.32,39.83,11.52,27.78,0,32.7,0,48.06,1.93,22.93,84.07,0,1.12,0,0,0,24.9,0,80.37,19.46,145.73,6.98,125.34,66.49,120.21,393.9,0,59.08,0,0,176.91,0,0,24.59,0,0,57.99,0,10.3,8.58,44.05,134.47,33.68,0,143.47,0,0,0,17.95,37.21,0,49.79,35.69,23.96,19.79,40.89,44.54,57.67,366.79,17.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,3.74,54.32,39.83,11.52,27.87,0,32.7,0,48.06,1.93,22.93,84.07,0,1.12,0,0,0,24.9,0,80.37,19.46,145.73,6.98,125.34,66.49,120.21,393.9,0,59.08,0,0,176.91,0,0,24.59,0,0,57.99,0,10.3,8.58,44.05,134.47,33.68,0,143.47,0,0,0,17.95,37.21,0,49.79,35.69,22.7,19.79,40.89,44.54,57.67,424.83,17.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,2.34,54.32,39.83,11.52,28.58,0,32.7,0,48.06,1.93,25.84,84.07,0,1.12,0,0,0,24.9,0,80.37,19.46,145.73,6.98,125.34,66.49,120.21,393.9,0,59.08,0,0,176.91,0,0,24.59,0,0,57.99,0,10.3,8.58,44.05,134.47,33.68,0,143.47,0,0,0,20.5,40.21,0,49.79,35.69,20.85,19.79,40.89,44.54,57.67,502.23,20.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,2.34,54.32,38.82,11.52,28.62,0,32.7,0,48.06,1.93,26.06,84.07,0,1.12,0,0,0,24.9,0,80.37,18.31,132.12,6.81,125.34,66.49,120.21,393.9,0,56.16,0,0,175.25,0,0,24.59,0,0,57.25,0,10.3,8.43,44.05,134.47,30.3,0,143.47,0,0,0,20.5,42.49,0,47.31,33.95,21.99,6.31,40.78,42.42,56.87,560.27,20.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,2.34,54.32,38.82,11.52,28.9,0,34.26,0,42.72,1.93,26.06,84.07,0,1.12,0,0,0,24.9,0,80.37,18.31,132.12,6.81,125.34,66.49,120.21,393.9,0,56.16,0,0,175.25,0,0,24.59,0,0,57.25,0,10.3,8.43,44.05,166.39,30.3,0,143.47,0,0,0,20.5,42.49,0,47.31,33.95,22.46,6.31,40.78,42.42,56.87,603.16,20.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,2.34,54.32,39.83,11.52,29.29,0,34.26,0,42.72,1.93,26.06,84.07,0,1.12,0,0,0,24.9,0,80.37,19.46,132.12,6.98,125.34,66.49,120.21,393.9,0,59.08,0,0,176.91,0,0,24.59,0,0,57.99,0,10.3,8.58,44.05,185.74,33.68,0,143.47,0,0,0,20.5,42.49,0,49.79,35.69,19.14,19.79,40.89,44.54,57.67,623.48,20.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,2.34,54.32,39.83,11.52,29.29,0,34.26,0,42.72,1.93,26.06,84.07,0,1.12,0,0,0,24.9,0,80.37,19.46,132.12,6.98,125.34,66.49,120.21,393.9,0,59.08,0,0,176.91,0,0,24.59,0,0,57.99,0,10.3,8.58,44.05,185.74,33.68,0,143.47,0,0,0,20.5,42.49,0,49.79,35.69,19.38,19.79,40.89,44.54,57.67,641.39,20.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,2.34,54.32,39.83,11.52,29.29,0,34.26,0,42.72,1.93,26.06,84.07,0,1.12,0,0,0,24.9,0,80.37,19.46,132.12,6.98,125.34,66.49,120.21,393.9,0,59.08,0,0,176.91,0,0,24.59,0,0,57.99,0,10.3,8.58,44.05,185.74,33.68,0,143.47,0,0,0,20.5,42.49,0,49.79,35.69,18.69,19.79,40.89,44.54,57.67,659.08,20.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,2.34,54.32,39.83,11.52,29.29,0,34.26,0,44.86,1.93,26.06,84.07,0,1.12,0,0,0,24.9,0,78.69,19.46,145.73,6.98,125.34,66.49,120.21,393.9,0,59.08,0,0,176.91,0,0,24.59,0,0,57.99,0,10.3,8.58,44.05,185.74,33.68,0,143.47,0,0,0,20.5,42.49,0,49.79,35.69,19.25,19.79,40.89,44.54,57.67,659.08,20.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,2.34,54.32,38.27,11.52,29.29,0,34.26,0,44.86,1.93,26.06,84.07,0,1.12,0,0,0,24.9,0,78.69,12.21,145.73,6.81,125.34,66.49,120.21,393.9,0,56.16,0,0,175.25,0,0,24.59,0,0,57.25,0,10.3,8.43,44.05,185.74,20.2,0,143.47,0,0,0,20.5,42.49,0,47.31,33.95,19.38,12.61,40.78,42.42,56.27,659.08,20.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,2.34,54.32,38.27,11.52,30.01,0,34.26,0,44.86,1.93,26,84.07,0,1.12,0,0,0,24.9,0,78.69,6.1,145.73,6.81,125.34,66.49,120.21,393.9,0,56.16,0,0,175.25,0,0,24.59,0,0,57.25,0,10.3,8.43,44.05,185.74,10.1,0,143.47,0,0,0,20.5,42.49,0,47.31,33.95,21.48,6.31,40.78,42.42,56.27,660.3,20.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,2.34,54.32,38.27,11.52,30.01,0,34.26,0,44.86,1.93,26,84.07,0,1.12,0,0,0,24.9,0,78.69,0,145.73,6.81,125.34,66.49,120.21,393.9,0,56.16,0,0,175.25,0,0,24.59,0,0,57.25,0,10.3,8.43,44.05,185.74,10.1,0,143.47,0,0,0,20.5,42.49,0,47.31,33.95,20.13,6.31,40.78,42.42,56.27,633.15,20.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,2.34,54.32,38.27,11.52,30.01,0,34.26,0,43.79,1.93,26,84.07,0,1.12,0,0,0,24.9,0,78.69,0,145.73,6.81,125.34,66.49,120.21,393.9,0,56.16,0,0,175.25,0,0,24.59,0,0,57.25,0,10.3,8.43,44.05,185.74,10.1,0,143.47,0,0,0,20.5,42.49,0,47.31,33.95,15.94,6.31,40.78,42.42,56.27,594.46,20.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,2.34,54.32,38.27,11.52,30.01,0,34.26,0,43.79,1.93,26,84.07,0,1.12,0,0,0,24.9,0,78.69,0,145.73,6.81,125.34,66.49,120.21,393.9,0,56.16,0,0,175.25,0,0,24.59,0,0,57.25,0,10.3,8.43,44.05,185.74,10.1,0,143.47,0,0,0,20.5,42.49,0,47.31,33.95,17.14,6.31,40.78,42.42,56.27,579.95,20.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

