Block,Time,NR/02112023/15112023/D20231102NR21539,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/03112023/30112023/IEX-231101-05680,NR/30092023/31122025/SH-07,NR/03112023/30112023/HPX-TAMDLY-011123-05147,NR/01112023/30112023/HP-10,NR/01102023/19072037/LT-05,NR/01102023/23072042/L_NR_2012_04,NR/30092023/26122029/SH-06,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01112023/30112023/HP-09,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_02,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,NR/01102023/14082046/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,SR/01102023/07102043/L_NR_2018_61,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,WR/01102023/24112044/L_NR_2020_07,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,SR/01112023/30112023/KSEB_BYPL-NOV23,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/02122045/L_NR_2021_13,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10
9,02:00-02:15,48.310000,64.600000,0.000000,2.000000,48.310000,25.730000,48.310000,49.290000,86.960000,271.740000,25.730000,27.050000,86.960000,2.100000,0.000000,2.510000,0.000000,76.800000,0.000000,224.900000,13.33,0,0,0,13.33,0,19,7.21,0,0,6.33,0,0,6.66,0,6.34,0,144.93,0,0,0,0

10,02:15-02:30,48.310000,64.600000,0.000000,2.000000,48.310000,25.730000,48.310000,49.290000,86.960000,271.740000,25.730000,27.050000,77.300000,2.100000,0.000000,2.510000,0.000000,76.800000,0.000000,231.810000,13.33,0,0,0,13.33,0,19,7.21,0,0,6.33,0,0,6.66,0,6.34,0,144.93,0,0,0,0

11,02:30-02:45,48.310000,64.600000,0.000000,2.000000,48.310000,25.730000,48.310000,49.290000,86.960000,271.740000,25.730000,26.090000,72.460000,2.100000,0.000000,2.510000,0.000000,76.800000,0.000000,224.900000,13.33,0,0,0,13.33,0,19,7.21,0,0,6.33,0,0,6.66,0,6.34,0,144.93,0,0,0,0

12,02:45-03:00,48.310000,64.600000,0.000000,2.000000,48.310000,25.730000,48.310000,49.290000,86.960000,271.740000,25.730000,26.090000,67.630000,2.100000,0.000000,2.510000,0.000000,76.800000,0.000000,224.900000,13.33,0,0,0,13.33,0,19,7.21,0,0,6.33,0,0,6.66,0,6.34,0,144.93,0,0,0,0

13,03:00-03:15,48.310000,49.600000,0.000000,1.920000,48.310000,25.730000,48.310000,49.290000,71.890000,231.890000,25.730000,26.090000,67.630000,2.100000,0.000000,2.510000,0.000000,76.800000,0.000000,178.820000,13.33,0,0,0,13.33,0,19,7.21,0,0,6.33,0,0,6.66,0,6.34,0,144.93,0,0,0,0

14,03:15-03:30,48.310000,49.600000,0.000000,1.920000,48.310000,25.730000,48.310000,49.290000,67.630000,193.240000,25.730000,26.090000,67.630000,2.100000,0.000000,2.510000,0.000000,76.800000,0.000000,178.820000,13.33,0,0,0,13.33,0,19,7.21,0,0,6.33,0,0,6.66,0,6.34,0,144.93,0,0,0,0

15,03:30-03:45,48.310000,49.600000,0.000000,1.920000,48.310000,25.730000,48.310000,49.290000,67.630000,193.240000,25.730000,26.090000,67.630000,2.100000,0.000000,2.510000,0.000000,76.800000,0.000000,178.820000,13.33,0,0,0,13.33,0,19,7.21,0,0,6.33,0,0,6.66,0,6.34,0,144.93,0,0,0,0

16,03:45-04:00,48.310000,49.600000,0.000000,1.920000,48.310000,25.730000,48.310000,49.290000,67.630000,231.890000,25.730000,26.090000,67.630000,2.100000,0.000000,2.510000,0.000000,76.800000,0.000000,178.820000,13.33,0,0,0,13.33,0,19,7.21,0,0,6.33,0,0,6.66,0,6.34,0,144.93,0,0,0,0

17,04:00-04:15,48.310000,64.600000,0.000000,1.920000,48.310000,25.730000,48.310000,49.290000,67.630000,271.740000,25.730000,26.090000,67.630000,2.020000,0.000000,2.510000,0.000000,76.800000,0.000000,224.900000,13.33,0,0,0,13.33,0,19,7.21,0,0,6.33,0,0,6.66,0,6.34,0,144.93,0,0,0,0

18,04:15-04:30,48.310000,64.600000,0.000000,1.920000,48.310000,25.730000,48.310000,49.290000,67.630000,271.740000,25.730000,26.090000,101.200000,2.020000,0.000000,2.510000,0.000000,76.800000,0.000000,249.200000,13.33,0,0,0,13.33,0,19,7.21,0,0,6.33,0,0,6.66,0,6.34,0,144.93,0,0,0,0

19,04:30-04:45,48.310000,64.600000,0.000000,1.920000,48.310000,25.730000,48.310000,49.290000,67.630000,271.740000,25.730000,26.090000,101.200000,2.020000,0.000000,2.510000,0.000000,76.800000,0.000000,249.200000,13.33,0,0,0,13.33,0,19,10.53,0,0,6.33,0,0,6.66,0,6.34,0,144.93,0,0,0,0

20,04:45-05:00,48.310000,64.600000,0.000000,1.920000,48.310000,25.730000,48.310000,49.290000,67.630000,271.740000,25.730000,26.090000,101.200000,2.020000,0.000000,2.510000,0.000000,76.800000,0.000000,261.450000,13.33,0,0,0,13.33,0,19,10.33,0,0,6.33,0,0,6.66,0,6.34,0,144.93,0,0,0,0

21,05:00-05:15,48.310000,74.090000,0.000000,1.920000,48.310000,25.730000,48.310000,49.290000,67.630000,271.740000,25.730000,27.050000,101.200000,2.020000,0.000000,2.510000,0.000000,76.800000,0.000000,261.450000,13.33,0,0,0,13.33,0,19,10.13,0,0,6.33,0,0,6.66,0,6.34,0,144.93,0,0,0,0

22,05:15-05:30,48.310000,74.090000,0.000000,1.920000,48.310000,25.730000,48.310000,49.290000,67.630000,271.740000,25.730000,27.050000,101.200000,2.020000,0.000000,2.510000,0.000000,76.800000,0.000000,261.450000,13.33,0,0,0,13.33,0,19,9.93,0,0,6.33,0,0,6.66,0,6.34,0,144.93,0,0,0,0

23,05:30-05:45,48.310000,74.090000,0.000000,1.920000,48.310000,25.730000,48.310000,49.290000,96.620000,271.740000,25.730000,27.050000,101.200000,2.020000,0.000000,2.510000,0.000000,76.800000,0.000000,197.100000,13.33,0,0,0,13.33,0,19,9.73,0,0,6.33,0,0,6.66,0,6.34,0,144.93,0,0,0,0

24,05:45-06:00,48.310000,74.090000,0.000000,1.920000,48.310000,25.730000,48.310000,49.290000,96.620000,271.740000,25.730000,27.050000,101.200000,2.020000,0.000000,2.510000,0.000000,76.800000,0.000000,197.100000,13.33,0,0,0,13.33,0,19,9.53,0,0,6.33,0,0,6.66,0,6.34,0,144.93,0,0,0,0

25,06:00-06:15,48.310000,74.090000,0.000000,1.920000,48.310000,25.730000,48.310000,231.280000,118.260000,271.740000,25.730000,27.050000,101.200000,2.020000,0.000000,2.510000,0.000000,0.000000,0.000000,197.100000,13.33,0,0,0,13.33,0,19,9.33,0,0,6.33,0,0,6.66,0,6.34,0,144.93,0,0,0,0

26,06:15-06:30,48.310000,74.090000,0.000000,1.920000,48.310000,24.790000,48.310000,231.280000,96.620000,271.740000,24.790000,27.050000,101.200000,2.020000,0.000000,2.510000,0.000000,0.000000,0.000000,197.100000,13.33,0,0,0,13.33,0,19,9.13,0,0,6.33,0,0,6.66,0,6.34,0,144.93,1,0,0,0

27,06:30-06:45,48.310000,74.090000,0.010000,1.920000,48.310000,24.790000,48.310000,231.280000,118.260000,271.740000,24.790000,26.090000,101.200000,2.020000,0.010000,2.510000,0.000000,0.000000,0.010000,197.100000,13.33,3,0,0,13.33,0,19,8.93,0.32,0,6.33,0,0,6.66,0,6.34,2.22,144.93,5,0,1.711952,0

28,06:45-07:00,48.310000,74.090000,0.020000,1.920000,48.310000,24.790000,48.310000,231.280000,118.260000,271.740000,24.790000,26.090000,101.200000,2.020000,0.020000,2.510000,0.000000,0.000000,0.020000,197.100000,13.33,15,0,0,13.33,0,19,8.73,1.08,0.1,6.33,3.5,0,6.66,0.33,6.34,7.03,144.93,10,0.02,10.621884,1.5

29,07:00-07:15,48.310000,74.090000,0.230000,1.920000,48.310000,24.790000,48.310000,231.280000,118.260000,271.740000,24.790000,26.090000,101.200000,2.020000,0.230000,2.510000,0.000000,0.000000,0.240000,197.100000,13.33,26.02,0,1,13.33,0,19,8.53,2.55,2.64,6.33,7,0,6.66,2.33,6.34,18.4,144.93,18,0.53,20.689329,3

30,07:15-07:30,48.310000,74.090000,0.680000,1.920000,48.310000,24.790000,48.310000,231.280000,118.260000,271.740000,24.790000,26.090000,101.200000,2.020000,0.680000,2.510000,0.000000,0.000000,0.700000,197.100000,13.33,27.98,0,3,13.33,0,19,8.33,5,9.32,6.33,10.5,2,6.66,5,6.34,27.97,144.93,27,1.86,29.852163,4.5

31,07:30-07:45,48.310000,74.090000,1.460000,1.920000,48.310000,24.790000,48.310000,231.280000,118.260000,271.740000,24.790000,26.090000,101.200000,2.020000,1.460000,2.510000,0.000000,0.000000,1.500000,197.100000,13.33,29.98,0,8,13.33,0,19,8.13,9,19.48,6.33,14,4,6.66,4.42,6.34,29.99,144.93,29.98,3.9,39.287353,6

32,07:45:08:00,48.310000,74.090000,2.480000,1.920000,48.310000,24.790000,48.310000,231.280000,118.260000,271.740000,24.790000,26.090000,101.200000,2.020000,2.480000,2.510000,0.000000,0.000000,2.550000,197.100000,13.33,30.48,0,14,13.33,0,19,7.93,12,33.83,6.33,22.4,7,6.66,10.92,6.34,30.49,144.93,30.48,6.76,49.559065,9.6

33,08:00-08:15,48.310000,74.090000,3.570000,1.850000,48.310000,25.730000,48.310000,231.280000,118.260000,271.740000,25.730000,26.090000,101.200000,1.940000,3.570000,2.460000,0.000000,0.000000,3.660000,197.100000,13.33,30.98,0,21,13.33,0,19,7.73,16,50.41,6.33,37.1,11,6.66,18,6.34,30.99,144.93,30.98,10.08,60.492213,15.9

34,08:15-08:30,48.310000,74.090000,4.700000,1.850000,48.310000,25.730000,48.310000,231.280000,118.260000,271.740000,25.730000,26.090000,101.200000,1.940000,4.700000,2.460000,0.000000,0.000000,4.810000,197.100000,13.33,31.32,0,29,13.33,0,19,7.21,20.5,68.46,6.33,53.2,15,6.66,25.4,6.34,31.31,144.93,31.32,13.69,71.016827,22.8

35,08:30-08:45,48.310000,74.090000,5.880000,1.850000,48.310000,25.730000,48.310000,231.280000,118.260000,271.740000,25.730000,26.090000,101.200000,1.940000,5.880000,2.460000,0.000000,0.000000,6.030000,197.100000,13.33,32.17,0,35,13.33,0,19,7.21,24,87.3,6.33,66.5,17,6.66,33.03,6.34,32.16,144.93,32.17,17.46,80.63683,28.5

36,08:45:09:00,48.310000,74.090000,6.950000,1.850000,48.310000,25.730000,48.310000,231.280000,67.630000,271.740000,25.730000,26.090000,101.200000,1.940000,6.950000,2.460000,0.000000,0.000000,7.120000,197.100000,13.33,32.17,0,40,13.33,0,19,7.21,26.8,106.23,6.33,83.3,20,6.66,40.54,6.34,32.16,144.93,32.17,21.25,89.4884,35.7

37,09:00:09:15,48.310000,74.090000,8.030000,1.850000,48.310000,25.730000,48.310000,231.280000,67.630000,271.740000,25.730000,27.050000,0.000000,1.940000,8.030000,2.460000,0.000000,0.000000,8.230000,197.100000,13.33,32.33,0,46,13.33,0,19,6.61,29.5,124.57,6.33,98,23,5.88,47.46,6.34,32.34,144.93,32.33,24.91,82.523868,42

38,09:15-09:30,48.310000,74.090000,9.080000,1.850000,48.310000,25.730000,48.310000,231.280000,118.260000,271.740000,25.730000,27.050000,0.000000,1.940000,9.080000,2.460000,0.000000,0.000000,9.310000,197.100000,13.33,32.33,0,52,13.33,0,19,6.61,32,142.09,6.33,112,26,5.88,53.83,6.34,32.34,144.93,32.33,28.42,90.344376,48

39,09:30-09:45,48.310000,74.090000,10.020000,1.850000,48.310000,25.730000,48.310000,231.280000,118.260000,271.740000,25.730000,27.050000,0.000000,1.940000,10.020000,2.460000,0.000000,0.000000,10.270000,197.100000,21.65,32.33,0,59,21.65,0,19,6.61,35,159.11,6.33,124.6,29,5.88,59.95,6.34,32.34,144.93,32.33,31.82,97.493721,53.4

40,09:45-10:00,48.310000,74.090000,10.870000,1.850000,48.310000,25.730000,48.310000,231.280000,118.260000,271.740000,25.730000,27.050000,0.000000,1.940000,10.870000,2.460000,0.000000,0.000000,11.140000,197.100000,20.9,32.33,0,62,20.9,0,19,6.61,36.5,175.82,6.33,136.5,31,5.88,65.28,6.34,32.34,144.93,32.33,35.16,104.146989,58.5

41,10:00-10:15,48.310000,74.090000,11.610000,1.920000,48.310000,25.730000,48.310000,231.280000,118.260000,271.740000,24.780000,27.050000,0.000000,1.940000,11.610000,2.460000,0.000000,0.000000,11.900000,197.100000,20.39,32.33,0,63,20.39,0,19,6.61,38,192.08,6.33,147,32,5.88,70.22,6.34,32.34,144.93,32.33,38.42,109.603836,63

42,10:15-10:30,48.310000,74.090000,12.280000,1.920000,48.310000,25.730000,48.310000,231.280000,118.260000,271.740000,24.780000,27.050000,0.000000,1.940000,12.280000,2.460000,0.000000,0.000000,12.590000,197.100000,19.11,32.33,0,67,19.11,0,19,6.61,41,199.21,6.33,159.6,33,5.88,73.21,6.34,32.34,144.93,32.33,39.84,114.379793,68.4

43,10:30-10:45,48.310000,74.090000,12.900000,1.920000,48.310000,30.920000,48.310000,231.280000,118.260000,271.740000,24.780000,27.050000,0.000000,1.940000,12.900000,2.460000,0.000000,0.000000,13.230000,197.100000,18.3,32.33,0,67,18.3,0,19,6.61,42,206.53,6.33,171.5,34,5.88,76.29,6.34,32.34,144.93,32.33,41.3,114.29225,73.5

44,10:45-11:00,48.310000,74.090000,13.370000,1.920000,48.310000,30.920000,48.310000,231.280000,118.260000,271.740000,24.780000,27.050000,0.000000,1.940000,13.370000,2.460000,0.000000,0.000000,13.700000,197.100000,17.64,32.33,0,67,17.64,0,19,6.61,42.5,221.3,6.33,173.6,33,5.88,78.89,6.34,32.34,144.93,32.33,44.26,118.18305,74.4

45,11:00-11:15,48.310000,74.090000,13.370000,1.920000,48.310000,30.920000,48.310000,231.280000,118.260000,271.740000,24.780000,27.050000,0.000000,1.940000,13.370000,2.460000,0.000000,0.000000,13.700000,197.100000,16.94,32.33,0,67,16.94,0,19,5.01,43,225.47,6.33,177.8,34,5.88,81.06,6.34,32.34,144.93,32.33,45.09,121.042788,76.2

46,11:15-11:30,48.310000,74.090000,13.370000,1.920000,48.310000,30.920000,48.310000,231.280000,118.260000,271.740000,24.780000,27.050000,0.000000,1.940000,13.370000,2.460000,0.000000,0.000000,13.700000,197.100000,16.33,32.33,0,69,16.33,0,19,5.01,45,229.17,6.33,182,34,5.88,82.96,6.34,32.34,144.93,32.33,45.83,123.357814,78

47,11:30-11:45,48.310000,74.090000,13.370000,1.920000,48.310000,30.920000,48.310000,231.280000,118.260000,271.740000,24.780000,27.050000,0.000000,1.940000,13.370000,2.460000,0.000000,0.000000,13.700000,197.100000,15.53,32.33,0,71,15.53,0,19,5.01,45,220.83,6.33,185.5,35,5.88,84.03,6.34,32.34,144.93,32.33,44.17,125.098947,79.5

48,11:45-12:00,48.310000,74.090000,13.370000,1.920000,48.310000,30.920000,48.310000,231.280000,118.260000,271.740000,24.780000,27.050000,0.000000,1.940000,13.370000,2.460000,0.000000,0.000000,13.700000,197.100000,14.51,32.33,0,73,14.51,0,19,5.01,45,220.83,6.33,189,37,5.88,84.6,6.34,32.34,144.93,32.33,44.17,126.178644,81

49,12:00-12:15,48.310000,74.090000,13.370000,2.000000,48.310000,30.920000,48.310000,231.280000,109.570000,271.740000,24.780000,27.050000,0.000000,2.020000,13.370000,2.510000,0.000000,0.000000,13.700000,197.100000,13.84,32.33,0,75,13.84,0,19,5.01,45,216.67,6.33,189,38,5.88,85,6.34,32.34,144.93,32.33,43.33,126.392638,81

50,12:15-12:30,48.310000,74.090000,13.370000,2.000000,48.310000,30.920000,48.310000,231.280000,100.870000,271.740000,24.780000,27.050000,0.000000,2.020000,13.370000,2.510000,0.000000,0.000000,13.700000,197.100000,13.53,32.33,0,75,13.53,0,19,5.01,44,216.67,6.33,189,38,5.88,84.67,6.34,32.34,144.93,32.33,43.33,125.322668,81

51,12:30-12:45,48.310000,74.090000,13.370000,2.000000,48.310000,30.920000,48.310000,231.280000,98.550000,271.740000,24.780000,27.050000,0.000000,2.020000,13.370000,2.510000,0.000000,0.000000,13.700000,197.100000,13.41,32.33,0,75,13.41,0,19,5.01,44,216.67,6.33,189,38,5.88,84.88,6.34,32.34,144.93,32.33,43.33,122.414295,81

52,12:45-13:00,48.310000,74.090000,13.370000,2.000000,48.310000,30.920000,48.310000,231.280000,98.550000,271.740000,24.780000,27.050000,0.000000,2.020000,13.370000,2.510000,0.000000,0.000000,13.700000,197.100000,13.33,32.33,0,75,13.33,0,19,5.01,44,216.67,6.33,189,38,5.88,84.22,6.34,32.34,144.93,32.33,43.33,119.311382,81

53,13:00-13:15,48.310000,59.080000,13.370000,2.080000,48.310000,24.790000,48.310000,231.280000,89.860000,271.740000,24.780000,27.050000,0.000000,2.100000,13.370000,2.510000,0.000000,0.000000,13.700000,197.100000,13.33,32.33,0,73,13.33,0,19,5.01,43,216.67,6.33,189,37,5.88,83.2,6.34,32.34,144.93,32.33,43.33,116.14038,81

54,13:15-13:30,48.310000,59.080000,13.370000,2.080000,48.310000,24.790000,48.310000,231.280000,72.460000,271.740000,24.780000,27.050000,0.000000,2.100000,13.370000,2.510000,0.000000,0.000000,13.700000,197.100000,13.33,32.33,0,67,13.33,0,19,5.01,41,216.67,6.33,189,33,5.88,81.67,6.34,32.34,144.93,32.33,43.33,113.086102,81

55,13:30-13:45,48.310000,59.080000,12.930000,2.080000,48.310000,24.790000,48.310000,231.280000,67.630000,271.740000,24.780000,27.050000,0.000000,2.100000,12.930000,2.510000,0.000000,0.000000,13.260000,197.100000,13.33,32.33,0,65,13.33,0,19,5.01,38.76,212.88,6.33,178.5,32,5.88,79.64,6.34,32.34,144.93,32.33,42.57,102.396129,76.5

56,13:45-14:00,48.310000,59.080000,12.440000,2.080000,48.310000,30.920000,48.310000,231.280000,67.630000,271.740000,23.820000,27.050000,0.000000,2.100000,12.440000,2.510000,0.000000,0.000000,12.760000,197.100000,13.33,32.33,0,60,13.33,0,19,6.01,37.53,205.39,6.33,171.5,30,5.88,78.3,6.34,32.34,144.93,32.33,41.08,96.842012,73.5

57,14:00-14:15,48.310000,74.090000,11.990000,2.080000,48.310000,30.920000,48.310000,231.280000,67.630000,271.740000,23.820000,27.050000,0.000000,2.170000,11.990000,2.510000,0.000000,0.000000,12.290000,197.100000,13.33,32.33,0,55,13.33,0,19,6.01,35,188.12,6.33,162.4,28,5.88,76.18,6.34,32.34,144.93,32.33,37.63,90.94745,69.6

58,14:15-14:30,48.310000,74.090000,11.510000,2.080000,48.310000,30.920000,48.310000,231.280000,96.620000,271.740000,23.820000,27.050000,0.000000,2.170000,11.510000,2.510000,0.000000,0.000000,11.790000,197.100000,13.33,32.33,0,51,13.33,0,19,6.01,33.29,178.77,6.33,156.8,26,5.88,73.33,6.34,32.34,144.93,32.33,35.75,84.965345,67.2

59,14:30-14:45,48.310000,74.090000,10.800000,2.080000,48.310000,30.920000,48.310000,231.280000,111.110000,271.740000,23.820000,27.050000,0.000000,2.170000,10.800000,2.510000,0.000000,0.000000,11.070000,197.100000,13.33,32.33,0,41,13.33,0,19,6.01,32.03,169.19,6.33,145.6,21,5.88,69.78,6.34,32.34,144.93,32.33,33.84,78.331531,62.4

60,14:45-15:00,48.310000,74.090000,10.190000,2.080000,48.310000,30.920000,48.310000,231.280000,111.110000,271.740000,23.820000,27.050000,0.000000,2.170000,10.190000,2.510000,0.000000,0.000000,10.440000,197.100000,13.33,32.33,0,38,13.33,0,19,6.01,28.44,159.49,6.33,129.5,19,5.88,66.01,6.34,32.34,144.93,32.33,31.9,71.425361,55.5

61,15:00-15:15,48.310000,74.090000,9.390000,2.150000,48.310000,24.790000,48.310000,231.280000,111.110000,271.740000,24.790000,27.050000,0.000000,2.250000,9.390000,2.510000,0.000000,0.000000,9.630000,197.100000,13.33,32.5,0,28,13.33,0,19,6.01,24.42,144.52,6.33,122.5,14,5.88,61.01,6.34,32.5,144.93,32.5,28.91,69.509142,52.5

62,15:15-15:30,48.310000,74.090000,8.640000,2.150000,48.310000,24.790000,48.310000,231.280000,111.110000,271.740000,24.790000,27.050000,0.000000,2.250000,8.640000,2.510000,0.000000,0.000000,8.850000,197.100000,13.33,32.5,0,19,13.33,0,19,6.01,25.31,129.88,6.33,106.4,10,5.88,55.66,6.34,32.5,144.93,32.5,25.98,60.628391,45.6

63,15:30-15:45,48.310000,74.090000,7.390000,2.150000,48.310000,20.480000,48.310000,231.280000,111.110000,271.740000,20.480000,28.020000,0.000000,2.250000,7.390000,2.510000,0.000000,0.000000,7.580000,197.100000,13.33,32.5,0,14,13.33,0,19,7.21,23,107.48,6.33,92.4,7,5.88,49.82,6.34,32.5,144.93,32.5,21.5,51.368287,39.6

64,15:45-16:00,48.310000,74.090000,6.350000,2.150000,48.310000,20.480000,48.310000,231.280000,111.110000,271.740000,20.480000,28.020000,0.000000,2.250000,6.350000,2.510000,0.000000,0.000000,6.510000,197.100000,13.33,32.5,0,9,13.33,0,19,7.21,16.05,88.85,6.33,78.4,4,5.88,43.52,6.34,32.5,144.93,32.5,17.77,42.331904,33.6

65,16:00-16:15,48.310000,74.090000,5.430000,2.150000,48.310000,20.480000,48.310000,231.280000,111.110000,271.740000,20.480000,28.990000,0.000000,2.250000,5.430000,2.550000,0.000000,0.000000,5.570000,197.100000,13.33,32.9,0,1,13.33,0,19,7.21,14.8,75.18,6.33,61.6,1,5.88,36.74,6.34,32.2,144.93,32.9,15.03,32.916168,26.4

66,16:15-16:30,48.310000,74.090000,4.500000,2.150000,48.310000,20.480000,48.310000,231.280000,111.110000,271.740000,20.480000,28.990000,0.000000,2.250000,4.500000,2.550000,0.000000,0.000000,4.610000,197.100000,13.33,33,0,2,13.33,0,19,7.21,11,65.76,6.33,46.9,1,5.88,29.89,6.34,28.67,144.93,33,13.15,24.12296,20.1

67,16:30-16:45,48.310000,74.090000,3.390000,2.150000,48.310000,8.590000,48.310000,231.280000,111.110000,271.740000,8.590000,28.990000,0.000000,2.250000,3.390000,2.550000,0.000000,0.000000,3.470000,197.100000,13.33,16.06,0,1,13.33,0,19,7.21,9,54.08,6.33,31.5,0,5.88,22.66,6.34,10.72,144.93,28,10.82,14.833675,13.5

68,16:45-17:00,48.310000,74.090000,2.180000,2.150000,48.310000,8.590000,48.310000,231.280000,111.110000,271.740000,8.590000,28.990000,0.000000,2.250000,2.180000,2.550000,0.000000,0.000000,2.230000,197.100000,13.33,3.23,0,2,13.33,0,19,7.21,8,37.96,6.33,21,1,5.88,15.92,6.34,5.52,144.93,18,7.59,8.764027,9

