Block,Time,CHAMERA2,CHAMERA3,KHSTPP-I,NAPP,PARBATI3,RIHAND2,RSTPSU7,SEWA2,SIMHST1,SINGRAULI,URI2,AURY_CRF,DADRT2,DHAULIGNGA,KGSU1AND2,KHSTPP-II,MAPS,NLCTS2EXP,RAPPD,TALA,UNCHAHAR1,VALLURNTECL,ANTA_LF,AURY_LF,DADRI_CRF,CHAMERA1,DULHASTI,FSTPP I & II,JHAJJAR,KKNP,NJPC,RAPPB,TANAKPUR,TEHRI,TelanganaSTPP,UNCHAHAR2,DADRI_RF,KOLDAM,NLCIIST1,RIHAND1,UNCHAHAR4,ANTA_GF,BSIUL,KGSU3AND4,KUDGI,NLCIIST2,NTPL,PARBATI2,RAMPUR,UNCHAHAR3,AURY_GF,KISHANGANGA,NLCEXP,RAPPC,SINGRAULI_HYDRO,ANTA_RF,AURY_RF,BRBCL,KOTESHWR,RSTPSU1TO6,SASAN,TANDA2,DADRI_GF,DADRI_LF,KKNPPU2,NNTPP,RIHAND3,SALAL,SIMHST2,TALST2,URI,ANTA_CRF
15,03:30-03:45,49.4,35.03,45.53,25.24,67.51,124.58,0,0,0,150.34,38.1,0,458.92,21.88,0,148.3,0,0,0,4.7,21.94,0,0,0,0,42.15,58.69,20.8,447.11,0,180.89,0,6.27,30.33,0,45,98.41,9.59,0,97.23,3.2,0,13.04,0,0,0,0,48.84,6.98,27.68,0,8.63,0,67.71,1.11,52.22,80.77,20,10.43,0,373.5,5.7,0,0,0,0,95.79,80.18,0,0,51.01,0

16,03:45-04:00,48.81,35.03,45.53,25.24,67.51,124.58,0,0,0,150.34,38.1,0,458.92,21.88,0,148.3,0,0,0,4.7,21.94,0,0,0,0,42.15,58.69,20.8,447.11,0,180.89,0,6.27,30.33,0,45,98.41,9.59,0,97.23,3.2,0,13.04,0,0,0,0,48.84,6.98,27.68,0,8.63,0,67.71,1.11,52.22,80.77,20,10.43,0,373.5,5.7,0,0,0,0,95.79,80.18,0,0,51.01,0

17,04:00-04:15,48.81,35.03,45.53,25.24,67.51,124.58,0,0,0,150.34,38.1,0,458.92,21.88,0,148.3,0,0,0,4.7,21.94,0,0,0,0,42.15,58.69,20.8,447.11,0,180.89,0,6.27,30.33,0,45,98.41,9.59,0,97.23,3.2,0,13.04,0,0,0,0,47.34,6.98,27.68,0,8.63,0,67.71,1.11,52.22,80.77,20,10.43,0,373.5,5.7,0,0,0,0,130.79,80.18,0,0,51.01,0

18,04:15-04:30,48.81,35.03,45.53,25.24,67.51,124.58,0,0,0,150.34,38.1,0,458.92,21.88,0,148.3,0,0,0,4.7,21.94,0,0,0,0,42.15,58.69,20.8,447.11,0,180.89,0,6.27,30.33,0,45,98.41,9.59,0,97.23,3.2,0,13.04,0,0,0,0,47.34,6.98,27.68,0,8.63,0,67.71,1.11,52.22,80.77,20,10.43,0,373.5,5.7,0,0,0,0,130.79,80.18,0,0,51.01,0

19,04:30-04:45,48.81,35.03,45.53,25.24,67.51,124.58,0,0,0,150.34,38.1,0,458.92,21.88,0,148.3,0,0,0,4.12,21.94,0,0,0,0,42.15,58.69,20.8,447.11,0,180.89,0,1.79,30.33,0,45,98.41,9.59,0,97.23,3.2,0,13.04,0,0,0,0,47.34,6.98,27.68,0,8.63,0,67.71,1.11,52.22,80.77,20,10.43,0,373.5,5.7,0,0,0,0,130.79,80.18,0,0,51.01,0

20,04:45-05:00,48.81,35.03,45.53,25.24,67.51,124.58,0,0,0,150.34,38.1,0,458.92,21.88,0,148.3,0,0,0,4.12,21.94,0,0,0,0,42.15,58.69,20.8,447.11,0,180.89,0,1.79,20.22,0,45,98.41,9.59,0,97.23,3.2,0,13.04,0,0,0,0,47.34,6.98,27.68,0,8.63,0,67.71,1.11,52.22,80.77,20,10.43,0,373.5,5.7,0,0,0,0,130.79,80.18,0,0,51.01,0

21,05:00-05:15,48.81,35.03,45.53,25.24,58.31,124.58,0,0,0,150.34,38.1,0,458.92,21.88,0,148.3,0,0,0,4.41,21.94,0,0,0,0,42.15,58.69,20.8,447.11,0,180.89,0,1.79,20.22,0,45,98.41,9.59,0,97.23,3.2,0,13.04,0,0,0,0,47.34,6.98,27.68,0,8.63,0,67.71,1.11,52.22,80.77,20,10.43,0,373.5,5.7,0,0,0,0,130.79,80.18,0,0,51.01,0

22,05:15-05:30,48.81,35.03,45.53,25.24,58.31,124.58,0,0,0,150.34,38.1,0,458.92,21.88,0,148.3,0,0,0,4.41,21.94,0,0,0,0,42.15,58.69,20.8,447.11,0,180.89,0,1.79,20.22,0,45,98.41,9.59,0,97.23,3.2,0,13.04,0,0,0,0,47.34,6.98,27.68,0,8.63,0,67.71,1.11,52.22,80.77,20,10.43,0,373.5,5.7,0,0,0,0,130.79,80.18,0,0,51.01,0

23,05:30-05:45,48.81,35.03,45.53,25.24,58.31,124.58,0,0,0,150.34,38.1,0,458.92,21.88,0,148.3,0,0,0,3.53,21.94,0,0,0,0,42.15,58.69,20.8,447.11,0,180.89,0,1.79,20.22,0,45,98.41,9.59,0,97.23,3.2,0,19.56,0,0,0,0,47.34,6.98,27.68,0,8.63,0,67.71,1.11,52.22,80.77,20,10.43,0,373.5,5.7,0,0,0,0,130.79,80.18,0,0,51.01,0

24,05:45-06:00,48.81,35.03,45.53,25.24,58.31,124.58,0,0,0,150.34,38.1,0,458.92,21.88,0,148.3,0,0,0,3.53,21.94,0,0,0,0,42.15,58.69,20.8,447.11,0,180.89,0,1.79,20.22,0,45,98.41,9.59,0,97.23,3.2,0,19.56,0,0,0,0,47.34,6.98,27.68,0,8.63,0,67.71,1.11,52.22,80.77,20,10.43,0,373.5,5.7,0,0,0,0,130.79,80.18,0,0,51.01,0

25,06:00-06:15,48.81,35.03,45.53,25.24,58.31,124.58,0,0,0,150.34,38.1,0,458.92,10.95,0,148.3,0,0,0,2.65,21.94,0,0,0,0,42.15,58.69,20.8,447.11,0,180.89,0,1.79,20.22,0,45,98.41,9.59,0,97.23,3.2,0,19.56,0,0,0,0,47.34,6.98,27.68,0,8.63,0,67.71,1.11,52.22,80.77,20,10.43,0,393.75,5.7,0,0,0,0,130.79,80.18,0,0,51.01,0

26,06:15-06:30,48.81,35.03,45.53,25.24,58.31,124.58,0,0,0,150.34,38.1,0,458.92,10.95,0,148.3,0,0,0,2.65,21.94,0,0,0,0,42.15,58.69,20.8,447.11,0,180.89,0,1.79,20.22,0,45,98.41,9.59,0,97.23,3.2,0,19.56,0,0,0,0,47.34,6.98,27.68,0,8.63,0,67.71,1.11,52.22,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,80.18,0,0,51.01,0

27,06:30-06:45,48.81,35.03,45.53,25.24,58.31,124.58,0,0,0,150.34,38.1,0,458.92,10.95,0,148.3,0,0,0,2.65,21.94,0,0,0,0,42.15,58.69,20.8,447.11,0,180.89,0,1.79,20.22,0,45,98.41,9.59,0,97.23,3.2,0,19.56,0,0,0,0,47.34,6.98,27.68,0,8.63,0,67.71,1.11,52.22,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,80.18,0,0,51.01,0

28,06:45-07:00,48.81,35.03,45.53,25.24,58.31,124.58,0,0,0,150.34,38.1,0,458.92,10.95,0,148.3,0,0,0,3.82,21.94,0,0,0,0,42.15,58.69,20.8,447.11,0,180.89,0,1.79,20.22,0,45,98.41,9.59,0,97.23,3.2,0,19.56,0,0,0,0,47.34,6.98,27.68,0,8.63,0,67.71,1.11,52.22,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,80.18,0,0,51.01,0

29,07:00-07:15,48.81,35.03,45.53,25.24,58.31,124.58,0,0,0,150.34,38.1,0,688.92,10.95,0,148.3,0,0,0,2.94,21.94,0,0,0,0,42.15,58.69,20.8,447.11,0,180.89,0,1.79,20.22,0,45,98.41,9.59,0,97.23,3.2,0,19.56,0,0,0,0,47.34,6.98,27.68,0,8.63,0,67.71,1.11,51.83,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,80.18,0,0,51.01,0

30,07:15-07:30,48.81,35.03,45.53,25.24,58.31,124.58,0,0,0,150.34,38.1,0,688.92,10.95,0,148.3,0,0,0,2.94,21.94,0,0,0,0,25.54,58.69,20.8,447.11,0,180.89,0,1.79,20.22,0,45,98.41,9.59,0,97.23,3.2,0,19.56,0,0,0,0,47.34,6.98,27.68,0,8.63,0,67.71,1.11,51.83,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,80.18,0,0,51.01,0

31,07:30-07:45,48.81,35.03,45.53,25.24,58.31,124.58,0,0,0,150.34,38.1,0,688.92,10.95,0,148.3,0,0,0,1.47,21.94,0,0,0,0,25.54,58.69,20.8,447.11,0,180.89,0,2.05,10.11,0,45,98.41,9.59,0,97.23,3.2,0,19.56,0,0,0,0,47.34,6.98,27.68,0,8.63,0,67.71,1.11,51.83,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,80.18,0,0,51.01,0

32,07:45-08:00,48.81,35.03,45.53,25.24,58.31,124.58,0,0,0,150.34,38.1,0,688.92,10.95,0,148.3,0,0,0,1.47,21.94,0,0,0,0,25.54,58.69,20.8,447.11,0,180.89,0,2.05,10.11,0,45,98.41,9.59,0,97.23,3.2,0,19.56,0,0,0,0,47.34,6.98,27.68,0,8.63,0,67.71,1.11,51.83,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,80.18,0,0,51.01,0

33,08:00-08:15,48.81,35.03,45.53,25.24,58.31,124.58,0,0,0,150.34,38.1,0,688.92,21.88,0,148.3,0,0,0,1.47,21.94,0,0,0,0,25.54,58.69,20.8,447.11,0,180.89,0,2.05,9.63,0,45,98.41,9.59,0,97.23,3.2,0,13.04,0,0,0,0,47.34,6.98,27.68,0,8.63,0,67.71,1.11,51.17,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,80.18,0,0,52.99,0

34,08:15-08:30,48.81,35.03,45.53,25.24,58.31,124.58,0,0,0,150.34,38.1,0,688.92,21.88,0,148.3,0,0,0,1.47,21.94,0,0,0,0,14.05,58.69,20.8,447.11,0,180.89,0,2.05,0,0,45,98.41,7.19,0,97.23,3.2,0,13.04,0,0,0,0,47.34,6.98,27.68,0,8.63,0,67.71,1.11,51.17,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,80.18,0,0,52.99,0

35,08:30-08:45,48.81,35.03,45.53,25.24,58.31,124.58,0,0,0,150.34,38.1,0,688.92,21.88,0,148.3,0,0,0,1.47,21.94,0,0,0,0,14.05,58.69,20.8,447.11,0,180.89,0,2.05,0,0,45,98.41,4.36,0,97.23,3.2,0,13.04,0,0,0,0,47.34,6.98,27.68,0,8.63,0,67.71,1.11,51.17,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,80.18,0,0,52.99,0

36,08:45-09:00,48.81,35.03,45.53,25.24,58.31,124.58,0,0,0,150.34,38.1,0,688.92,21.88,0,148.3,0,0,0,1.47,21.94,0,0,0,0,14.05,58.69,20.8,447.11,0,180.89,0,2.05,0,0,45,98.41,1.93,0,97.23,3.2,0,13.04,0,0,0,0,47.34,6.98,27.68,0,8.63,0,67.71,1.11,51.17,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,80.18,0,0,52.99,0

37,09:00-09:15,48.81,35.03,45.53,25.24,58.31,124.58,0,0,0,150.34,38.1,0,688.92,21.88,0,148.3,0,0,0,0,21.94,0,0,0,0,14.05,58.69,20.8,447.11,0,180.89,0,6.27,0,0,45,98.41,1.93,0,97.23,3.2,0,13.04,0,0,0,0,36.07,6.98,27.68,0,8.63,0,67.71,1.11,51.17,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,80.18,0,0,52.99,0

38,09:15-09:30,48.81,35.03,45.53,25.24,58.31,124.58,0,0,0,150.34,38.1,0,688.92,21.88,0,148.3,0,0,0,0,21.94,0,0,0,0,14.05,58.69,20.8,447.11,0,180.89,0,6.27,0,0,45,98.41,1.93,0,97.23,3.2,0,13.04,0,0,0,0,36.07,6.98,27.68,0,8.63,0,67.71,1.11,51.17,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,80.18,0,0,52.99,0

39,09:30-09:45,48.81,35.03,45.53,25.24,42.96,124.58,0,0,0,150.34,38.1,0,688.92,10.95,0,148.3,0,0,0,0,21.94,0,0,0,0,14.05,58.69,20.8,385.11,0,180.89,0,4.35,0,0,45,98.41,1.93,0,97.23,3.2,0,13.04,0,0,0,0,36.07,6.98,27.68,0,8.63,0,67.71,1.11,51.17,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,80.18,0,0,52.99,0

40,09:45-10:00,48.81,35.03,45.53,25.24,42.96,124.58,0,0,0,150.34,38.1,0,688.92,10.95,0,148.3,0,0,0,0,21.94,0,0,0,0,14.05,58.69,20.8,385.11,0,180.89,0,4.35,0,0,45,98.41,1.93,0,97.23,3.2,0,13.04,0,0,0,0,36.07,6.98,27.68,0,8.63,0,67.71,1.11,51.17,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,80.18,0,0,52.99,0

41,10:00-10:15,48.81,35.03,45.53,25.24,42.96,124.58,0,0,0,150.34,38.1,0,688.92,10.95,0,148.3,0,0,0,0,21.94,0,0,0,0,14.05,58.69,20.8,385.11,0,180.89,0,2.56,0,0,45,98.41,1.93,0,97.23,3.2,0,13.04,0,0,0,0,36.07,6.98,27.68,0,8.63,0,67.71,1.11,51.17,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,80.18,0,0,52.99,0

42,10:15-10:30,48.81,35.03,45.53,25.24,42.96,124.58,0,0,0,150.34,38.1,0,688.92,10.95,0,148.3,0,0,0,0,21.94,0,0,0,0,0,58.69,20.8,360.11,0,180.89,0,2.56,0,0,45,98.41,1.93,0,97.23,3.2,0,13.04,0,0,0,0,36.07,6.98,27.68,0,8.63,0,67.71,1.11,51.17,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,80.18,0,0,52.99,0

43,10:30-10:45,48.81,35.03,45.53,25.24,42.96,124.58,0,0,0,150.34,38.1,0,688.92,10.95,0,148.3,0,0,0,0,21.94,0,0,0,0,0,58.69,20.8,360.11,0,180.89,0,1.79,0,0,45,98.41,4.79,0,97.23,3.2,0,13.04,0,0,0,0,36.07,6.98,27.68,0,8.63,0,67.71,1.11,51.17,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,80.18,0,0,52.99,0

44,10:45-11:00,48.81,35.03,45.53,25.24,42.96,124.58,0,0,0,150.34,38.1,0,688.92,10.95,0,148.3,0,0,0,0,21.94,0,0,0,0,0,58.69,20.8,360.11,0,180.89,0,1.79,0,0,45,98.41,6.74,0,97.23,3.2,0,13.04,0,0,0,0,36.07,6.98,27.68,0,8.63,0,67.71,1.11,51.17,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,80.18,0,0,52.99,0

45,11:00-11:15,48.81,35.03,45.53,25.24,39.9,124.58,0,0,0,150.34,38.1,0,688.92,10.95,0,148.3,0,0,0,1.47,21.94,0,0,0,0,0,58.69,20.8,360.11,0,180.89,0,1.79,0,0,45,98.41,10.55,0,97.23,3.2,0,19.56,0,0,0,0,36.07,6.98,27.68,0,8.63,0,67.71,1.11,50.51,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,80.18,0,0,51.01,0

46,11:15-11:30,48.81,35.03,45.53,25.24,39.9,124.58,0,0,0,150.34,38.1,0,688.92,10.95,0,148.3,0,0,0,1.47,21.94,0,0,0,0,0,58.69,20.8,360.11,0,180.89,0,1.79,0,0,45,98.41,10.55,0,97.23,3.2,0,19.56,0,0,0,0,36.07,6.98,27.68,0,8.63,0,67.71,1.11,50.51,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,80.18,0,0,51.01,0

47,11:30-11:45,48.81,35.03,45.53,25.24,39.9,124.58,0,0,0,150.34,38.1,0,688.92,10.95,0,148.3,0,0,0,3.23,21.94,0,0,0,0,0,58.69,20.8,360.11,0,180.89,0,1.79,0,0,45,98.41,10.55,0,97.23,3.2,0,19.56,0,0,0,0,36.07,6.98,27.68,0,8.63,0,67.71,1.11,50.51,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,80.18,0,0,51.01,0

48,11:45-12:00,48.81,35.03,45.53,25.24,39.9,124.58,0,0,0,150.34,38.1,0,688.92,10.95,0,148.3,0,0,0,3.23,21.94,0,0,0,0,0,58.69,20.8,360.11,0,180.89,0,1.79,0,0,45,98.41,10.55,0,97.23,3.2,0,19.56,0,0,0,0,36.07,6.98,27.68,0,8.63,0,67.71,1.11,50.51,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,80.18,0,0,51.01,0

49,12:00-12:15,48.81,35.03,45.53,25.24,39.9,124.58,0,0,0,109.78,38.1,0,688.92,10.95,0,148.3,0,0,0,3.23,21.94,0,0,0,0,0,58.69,20.8,360.11,0,180.89,0,2.05,0,0,45,98.41,10.55,0,97.23,3.2,0,19.56,0,0,0,0,36.07,6.98,27.68,0,8.63,0,67.71,1.11,49.86,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,82.5,0,0,51.01,0

50,12:15-12:30,48.81,35.03,45.53,25.24,39.9,124.58,0,0,0,109.78,38.1,0,688.92,10.95,0,148.3,0,0,0,3.23,21.94,0,0,0,0,0,58.69,20.8,360.11,0,180.89,0,2.05,0,0,45,98.41,10.55,0,97.23,3.2,0,19.56,0,0,0,0,36.07,6.98,27.68,0,8.63,0,67.71,1.11,49.86,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,82.5,0,0,51.01,0

51,12:30-12:45,48.81,35.03,45.53,25.24,9.2,124.58,0,0,0,109.78,38.1,0,344.46,10.95,0,148.3,0,0,0,4.7,21.94,0,0,0,0,0,58.69,20.8,360.11,0,180.89,0,2.05,0,0,45,98.41,10.55,0,97.23,3.2,0,6.52,0,0,0,0,27.05,6.98,27.68,0,8.63,0,67.71,1.02,49.86,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,82.5,0,0,51.01,0

52,12:45-13:00,48.81,35.03,45.53,25.24,9.2,124.58,0,0,0,109.78,38.1,0,344.46,10.95,0,148.3,0,0,0,4.7,21.94,0,0,0,0,0,58.69,20.8,360.11,0,180.89,0,2.05,0,0,45,98.41,10.55,0,97.23,3.2,0,6.52,0,0,0,0,27.05,6.98,27.68,0,8.63,0,67.71,1.02,49.86,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,82.5,0,0,51.01,0

53,13:00-13:15,48.81,35.03,45.53,25.24,9.2,124.58,0,0,0,109.78,38.1,0,309.46,10.95,0,148.3,0,0,0,4.7,21.94,0,0,0,0,0,58.69,20.8,360.11,0,180.89,0,2.05,0,0,45,98.41,10.55,0,97.23,3.2,0,6.52,0,0,0,0,27.05,6.98,27.68,0,8.63,0,67.71,1.02,49.86,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,82.5,0,0,51.01,0

54,13:15-13:30,48.81,35.03,45.53,25.24,9.2,124.58,0,0,0,109.78,38.1,0,274.46,10.95,0,148.3,0,0,0,4.7,21.94,0,0,0,0,0,58.69,20.8,360.11,0,180.89,0,2.05,0,0,45,98.41,10.55,0,97.23,3.2,0,6.52,0,0,0,0,27.05,6.98,27.68,0,8.63,0,67.71,1.02,49.2,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,82.5,0,0,51.01,0

55,13:30-13:45,48.81,35.03,45.53,25.24,8.44,124.58,0,0,0,109.78,38.1,0,239.46,10.95,0,148.3,0,0,0,4.7,21.94,0,0,0,0,0,58.69,20.8,360.11,0,180.89,0,5.64,0,0,45,98.41,10.55,0,97.23,3.2,0,6.52,0,0,0,0,27.05,6.98,27.68,0,8.63,0,67.71,1.02,49.2,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,81.92,0,0,51.01,0

