Block,Time,NR/01012024/15012024/IEX_231227_05966,NR/01012024/15012024/IEX_231227_05965,NR/01012024/31012024/52,NR/01102023/22052037/LT-59,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05423,NR/01102023/19072037/LT-05,NR/01012024/31032024/ ChanjuII,NR/01102023/15082037/GNA_NR_2012_01,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01012024/31012024/HP-28,NR/01012024/31012024/HP-26,NR/01012024/31012024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36,NR/06012024/31012024/NVVN/OA/16855,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,NR/01012024/15012024/HPX-TAMDLY-271223-05546,NR/01102023/05012040/L_NR_2020_02,NR/01012024/31012024/HP-27,NR/01102023/23072042/L_NR_2012_04,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05424,NR/30092023/31122025/SH-07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01012024/31012024/HPX-TAMLDCRA-141223-05419,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,WR/01102023/31032046/L_NR_2020_05,NR/01102023/14082046/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,NR/01102023/08032047/L_NR_2021_14,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,NR/05012024/31012024/SJVN050124NR1341,NR/05012024/31012024/SJVN050124NR1342,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12
6,01:15-01:30,47.980000,95.950000,0.000000,0.730000,5.760000,69.950000,1.470000,51.100000,8.160000,23.030000,24.460000,152.060000,47.980000,31.660000,25.810000,0.000000,28.780000,0.990000,95.950000,47.980000,1.430000,57.140000,148.420000,18.230000,25.810000,0.000000,11.510000,6.720000,0.000000,0.000000,17.5,0,0,6,5.84,0,0,15,0,0,0,0,5.83,0,10.65,0,15,0,0,0,0,0,0

7,01:30-01:45,47.980000,95.950000,0.000000,0.730000,5.760000,69.950000,1.470000,51.100000,8.160000,23.030000,24.460000,152.060000,47.980000,31.660000,25.810000,0.000000,28.780000,0.990000,95.950000,47.980000,1.430000,57.140000,148.420000,18.230000,25.810000,0.000000,11.510000,6.720000,0.000000,0.000000,17.5,0,0,6,5.84,0,0,15,0,0,0,0,5.83,0,15.07,0,15,0,0,0,0,0,0

8,01:45-02:00,47.980000,95.950000,0.000000,0.730000,5.760000,69.950000,1.470000,51.100000,8.160000,23.030000,24.460000,152.060000,47.980000,31.660000,25.810000,0.000000,28.780000,0.990000,95.950000,47.980000,1.430000,57.140000,148.420000,18.230000,25.810000,0.000000,11.510000,6.720000,0.000000,0.000000,17.5,0,0,6,5.84,0,0,15,0,0,0,0,5.83,0,14.73,0,15,0,0,0,0,0,0

9,02:00-02:15,47.980000,95.950000,0.000000,0.730000,5.760000,69.950000,1.470000,51.100000,8.160000,23.030000,24.460000,152.060000,47.980000,31.660000,25.810000,0.000000,28.780000,0.990000,95.950000,47.980000,1.430000,57.140000,148.420000,18.230000,25.810000,0.000000,11.510000,6.720000,0.000000,0.000000,17.5,0,0,6,5.84,0,0,22.67,0,0,0,0,5.83,0,14.27,0,22.67,0,0,0,0,0,0

10,02:15-02:30,47.980000,95.950000,0.000000,0.730000,5.760000,69.950000,1.470000,51.100000,8.160000,23.030000,24.460000,152.060000,47.980000,31.660000,25.810000,0.000000,28.780000,0.990000,95.950000,47.980000,1.430000,57.140000,148.420000,18.230000,25.810000,0.000000,11.510000,6.720000,0.000000,0.000000,17.5,0,0,6,5.84,0,0,22.34,0,0,0,0,5.83,0,13.83,0,22.34,0,0,0,0,0,0

11,02:30-02:45,47.980000,95.950000,0.000000,0.730000,5.760000,69.950000,1.470000,51.100000,8.160000,23.030000,24.460000,152.060000,47.980000,31.660000,25.810000,0.000000,28.780000,0.990000,95.950000,47.980000,1.430000,57.140000,148.420000,18.230000,25.810000,0.000000,11.510000,6.720000,0.000000,0.000000,22,0,0,7.34,7.34,0,0,22.28,0,0,0,0,7.33,0,13.18,0,22.28,0,0,0,0,0,0

12,02:45-03:00,47.980000,95.950000,0.000000,0.730000,5.760000,69.950000,1.470000,51.100000,8.160000,23.030000,24.460000,152.060000,47.980000,31.660000,25.810000,0.000000,28.780000,0.990000,95.950000,47.980000,1.430000,57.140000,148.420000,18.230000,25.810000,0.000000,11.510000,6.720000,0.000000,0.000000,22,0,0,7.34,7.34,0,0,21.95,0,0,0,0,7.33,0,12.75,0,21.95,0,0,0,0,0,0

13,03:00-03:15,47.980000,95.950000,0.000000,0.730000,5.760000,69.950000,1.470000,51.100000,8.160000,23.990000,24.460000,152.060000,47.980000,31.660000,25.810000,0.000000,28.780000,0.990000,95.950000,47.980000,1.430000,57.140000,148.420000,18.230000,25.810000,0.000000,11.510000,6.720000,0.000000,0.000000,22,0,0,7.34,7.34,0,0,21.34,0,0,0,0,7.33,0,10.07,0,21.34,0,0,0,0,0,0

14,03:15-03:30,47.980000,95.950000,0.000000,0.730000,5.760000,69.950000,1.470000,51.100000,8.160000,23.990000,24.460000,152.060000,47.980000,31.660000,25.810000,0.000000,28.780000,0.990000,95.950000,47.980000,1.430000,57.140000,148.420000,18.230000,25.810000,0.000000,11.510000,6.720000,0.000000,0.000000,22,0,0,7.34,7.34,0,0,21.1,0,0,0,0,7.33,0,9.9,0,21.1,0,0,0,0,0,0

15,03:30-03:45,47.980000,95.950000,0.000000,0.730000,5.760000,69.950000,1.470000,51.100000,8.160000,23.990000,24.460000,152.060000,47.980000,31.660000,25.810000,0.000000,28.780000,0.990000,95.950000,47.980000,1.430000,57.140000,148.420000,18.230000,25.810000,0.000000,11.510000,6.720000,0.000000,0.000000,22,0,0,6,7.34,0,0,20.62,0,0,0,0,7.33,0,9.72,0,20.62,0,0,0,0,0,0

16,03:45-04:00,47.980000,95.950000,0.000000,0.730000,5.760000,69.950000,1.470000,51.100000,8.160000,23.990000,24.460000,152.060000,47.980000,31.660000,25.810000,0.000000,28.780000,0.990000,95.950000,47.980000,1.430000,57.140000,148.420000,18.230000,25.810000,0.000000,11.510000,6.720000,0.000000,0.000000,22,0,0,6,7.34,0,0,19.51,0,0,0,0,7.33,0,9.54,0,19.51,0,0,0,0,0,0

17,04:00-04:15,47.980000,95.950000,0.000000,0.730000,5.760000,69.950000,1.550000,51.100000,8.160000,23.990000,24.460000,152.060000,47.980000,31.660000,25.810000,0.000000,28.780000,0.990000,95.950000,47.980000,1.430000,57.140000,148.420000,18.230000,25.810000,0.000000,11.510000,6.720000,0.000000,0.000000,22,0,0,6,7.34,0,0,15,0,0,0,0,7.33,0,8.25,0,15,0,0,0,0,0,0

18,04:15-04:30,47.980000,95.950000,0.000000,0.730000,5.760000,69.950000,1.550000,51.100000,8.160000,23.990000,24.460000,152.060000,47.980000,31.660000,25.810000,0.000000,28.780000,0.990000,95.950000,47.980000,1.430000,57.140000,148.420000,18.230000,25.810000,0.000000,11.510000,6.720000,0.000000,0.000000,22,0,0,6,7.34,0,0,15,0,0,0,0,7.33,0,8.27,0,15,0,0,0,0,0,0

19,04:30-04:45,47.980000,95.950000,0.000000,0.730000,5.760000,69.950000,1.550000,51.100000,8.160000,23.990000,24.460000,152.060000,47.980000,31.660000,25.810000,0.000000,28.780000,0.990000,95.950000,47.980000,1.430000,57.140000,148.420000,18.230000,25.810000,0.000000,11.510000,6.720000,0.000000,0.000000,22,0,0,6,7.34,0,0,14,0,0,0,0,7.33,0,8.22,0,14,0,0,0,0,0,0

20,04:45-05:00,47.980000,95.950000,0.000000,0.730000,5.760000,65.810000,1.550000,51.100000,8.160000,23.990000,24.460000,152.060000,47.980000,31.660000,25.810000,0.000000,28.780000,0.990000,95.950000,47.980000,1.430000,57.140000,148.420000,18.230000,25.810000,0.000000,11.510000,6.720000,0.000000,0.000000,22,0,0,6,7.34,0,0,14,0,0,0,0,7.33,0,8.29,0,14,0,0,0,0,0,0

21,05:00-05:15,47.980000,95.950000,0.000000,0.730000,5.760000,65.810000,1.470000,51.100000,8.160000,23.990000,24.460000,152.060000,47.980000,31.660000,25.810000,0.000000,28.780000,0.950000,95.950000,47.980000,1.430000,57.140000,148.420000,18.230000,25.810000,0.000000,11.510000,6.720000,0.000000,0.000000,22,0,0,6,7.34,0,0,14,0,0,0,0,7.33,0,8.12,0,14,0,0,0,0,0,0

22,05:15-05:30,47.980000,95.950000,0.000000,0.730000,5.760000,65.810000,1.470000,51.100000,8.160000,23.990000,24.460000,152.060000,47.980000,31.660000,25.810000,0.000000,28.780000,0.950000,95.950000,47.980000,1.430000,57.140000,191.900000,18.230000,25.810000,0.000000,11.510000,6.720000,0.000000,0.000000,22,0,0,6,7.34,0,0,14,0,0,0,0,7.33,0,7.84,0,14,0,0,0,0,0,0

23,05:30-05:45,47.980000,95.950000,0.000000,0.730000,5.760000,65.810000,1.470000,51.100000,8.160000,23.990000,24.460000,152.060000,47.980000,31.660000,25.810000,0.000000,28.780000,0.950000,124.740000,47.980000,1.430000,57.140000,230.280000,18.230000,25.810000,0.000000,11.510000,6.720000,0.000000,0.000000,22,0,0,6,7.34,0,0,14,0,0,0,0,7.33,0,7.8,0,14,0,0,0,0,0,0

24,05:45-06:00,47.980000,95.950000,0.000000,0.730000,5.760000,65.810000,1.470000,51.100000,8.160000,23.990000,24.460000,152.060000,47.980000,42.830000,25.810000,0.000000,28.780000,0.950000,140.390000,47.980000,1.430000,57.140000,269.860000,18.230000,25.810000,0.000000,11.510000,6.720000,0.000000,0.000000,22,0,0,6,7.34,0,0,14,0,0,0,0,7.33,0,8.03,0,14,0,0,0,0,0,0

25,06:00-06:15,47.980000,95.950000,95.950000,0.730000,5.760000,65.810000,1.470000,57.570000,8.160000,23.990000,0.000000,77.380000,47.980000,50.540000,30.700000,0.000000,28.780000,0.950000,221.640000,47.980000,1.430000,0.000000,269.860000,18.230000,30.700000,0.000000,11.510000,6.720000,0.000000,0.000000,22,0,0,6,7.34,0,0,14,0,0,0,0,7.33,0,8.4,0,14,0,0,0,0,0,0

26,06:15-06:30,47.980000,95.950000,95.950000,0.730000,5.760000,65.810000,1.470000,86.360000,8.160000,23.990000,0.000000,77.380000,47.980000,31.660000,30.700000,0.000000,28.780000,0.950000,205.990000,47.980000,1.430000,0.000000,269.860000,18.230000,30.700000,0.000000,11.510000,6.720000,0.000000,0.000000,30,0,0,6,10,0,0,14,0,0,0,0,10,0,8.54,0,14,0,0,0,0,0,0

27,06:30-06:45,47.980000,95.950000,95.950000,0.730000,5.760000,84.620000,1.470000,100.500000,8.160000,23.030000,0.000000,77.380000,47.980000,55.290000,30.700000,0.000000,28.780000,0.950000,205.990000,47.980000,1.430000,0.000000,230.280000,18.230000,30.700000,0.000000,11.510000,6.720000,0.000000,0.000000,29.01,0,0,6,9.67,0,0,14,0,0,0.5,0,9.67,0,11.79,0,14,0,0,0,0,0,0

28,06:45-07:00,47.980000,95.950000,95.950000,0.730000,5.760000,114.710000,1.470000,100.500000,8.160000,23.030000,0.000000,77.380000,47.980000,79.270000,30.700000,0.000000,28.780000,0.950000,221.640000,47.980000,1.430000,0.000000,269.860000,18.230000,30.700000,0.000000,11.510000,6.720000,0.000000,0.000000,28.92,0,0,6,9.65,0,0,14,0,0,2,0,9.64,0,11.59,0,14,0,0,0,0,0,0

29,07:00-07:15,47.980000,95.950000,95.950000,0.730000,5.760000,114.710000,1.470000,100.500000,8.160000,22.070000,0.000000,77.380000,47.980000,86.550000,30.700000,0.000000,28.780000,0.950000,221.640000,47.980000,1.430000,0.000000,269.860000,18.230000,30.700000,0.000000,11.510000,6.720000,0.000000,0.000000,28.42,0,0,6,9.49,0,0.262467,14,0,0,7,5.26,9.47,5.48,11.33,0,14,0,0,0,0,0.02,0.12

30,07:15-07:30,47.980000,95.950000,95.950000,0.730000,5.760000,114.710000,1.470000,100.500000,8.160000,22.070000,0.000000,77.380000,47.980000,86.550000,30.700000,0.000000,28.780000,0.950000,221.640000,47.980000,1.430000,0.000000,269.860000,18.230000,30.700000,0.000000,11.510000,6.720000,0.000000,0.000000,27.76,0,0,6,9.26,0,2.955184,14,0,1,13,18.21,9.25,18.21,11.13,0,14,0,0,0,0,0.2,1.02

31,07:30-07:45,47.980000,95.950000,95.950000,0.730000,5.760000,114.710000,1.470000,100.500000,8.160000,21.110000,0.000000,77.380000,47.980000,86.550000,30.700000,0.060000,28.780000,0.950000,221.640000,47.980000,1.430000,0.000000,269.860000,18.230000,30.700000,0.000000,11.510000,6.720000,0.060000,0.060000,27.42,0,1,6,9.15,0,7.436565,14,0,3,20,21.8,9.14,21.8,10.85,5,14,1,0,0,2,0.51,2.54

32,07:45:08:00,47.980000,95.950000,95.950000,0.730000,5.760000,114.710000,1.470000,100.500000,8.160000,20.150000,0.000000,77.380000,47.980000,86.550000,30.700000,0.320000,28.780000,0.950000,221.640000,47.980000,1.430000,0.000000,269.860000,18.230000,30.700000,0.000000,11.510000,6.720000,0.320000,0.320000,27.01,0,3,6,9.01,0.33,12.122087,14,0,5,22.04,22.03,9,22.03,11.09,5,14,3,0,0,7,1.67,8.38

33,08:00-08:15,47.980000,95.950000,47.980000,0.690000,5.760000,114.710000,1.550000,100.500000,8.160000,0.000000,0.000000,77.380000,47.980000,86.550000,30.700000,0.940000,28.780000,0.990000,221.640000,47.980000,1.430000,0.000000,269.860000,18.230000,30.700000,0.000000,11.510000,6.720000,0.910000,0.910000,26.01,0,4,6,8.67,0.38,17.546405,14,0,8,23.81,23.82,8.67,23.82,11.35,5,14,4,0,0,11,4.98,24.9

34,08:15-08:30,47.980000,95.950000,47.980000,0.690000,5.760000,114.710000,1.550000,100.500000,8.160000,0.000000,0.000000,77.380000,47.980000,86.550000,30.700000,1.870000,28.780000,0.990000,221.640000,47.980000,1.430000,0.000000,269.860000,18.230000,30.700000,0.000000,11.510000,6.720000,1.820000,1.820000,25.01,0,6,6,8.33,9.81,24.506641,14,0,12,24.81,24.82,8.34,24.82,11.58,5,14,6,0,0,14,9.36,46.83

35,08:30-08:45,47.980000,95.950000,47.980000,0.690000,5.760000,114.710000,1.550000,100.500000,8.160000,0.000000,0.000000,77.380000,47.980000,86.550000,30.700000,3.010000,28.780000,0.990000,221.640000,47.980000,1.430000,0.000000,269.860000,18.230000,30.700000,0.000000,11.510000,6.720000,2.930000,2.930000,20,0,7,6,6.66,20.92,32.925027,14,0,16,25.15,25.15,6.67,25.15,10.58,10,14,8,0,0,18,15.36,76.83

36,08:45:09:00,47.980000,95.950000,47.980000,0.690000,5.760000,114.710000,1.550000,100.500000,8.160000,0.000000,0.000000,77.380000,47.980000,86.550000,30.700000,4.490000,28.780000,0.990000,221.640000,47.980000,1.430000,0.000000,269.860000,18.230000,30.700000,0.000000,11.510000,6.720000,4.370000,4.370000,20,0,10,6,6.66,30.25,42.782121,14,0,18,25.81,25.82,6.67,25.82,10.54,15,14,9,0,0,25,20.15,100.77

37,09:00:09:15,47.980000,95.950000,47.980000,0.690000,5.760000,114.710000,1.470000,100.500000,8.160000,0.000000,0.000000,229.450000,47.980000,86.550000,30.700000,5.870000,28.780000,0.990000,221.640000,47.980000,1.430000,0.000000,269.860000,18.230000,30.700000,0.000000,11.510000,6.720000,5.730000,5.730000,20,0,14,6,6.66,38.68,53.689083,14,0,17,25.81,25.82,6.67,25.82,11.01,14,14,9,0,0,34,21.73,108.63

38,09:15-09:30,47.980000,95.950000,47.980000,0.690000,5.760000,114.710000,1.470000,100.500000,8.160000,0.000000,0.000000,229.450000,47.980000,86.550000,30.700000,3.830000,28.780000,0.990000,221.640000,47.980000,1.430000,0.000000,269.860000,18.230000,30.700000,0.000000,11.510000,6.720000,3.730000,3.730000,20,0,17,6,6.66,46.56,66.238894,14,0,19,27.81,27.82,6.67,27.82,11.21,18,14,9,0,0,41,25.89,129.47

39,09:30-09:45,47.980000,95.950000,47.980000,0.690000,5.760000,114.710000,1.470000,100.500000,8.160000,0.000000,0.000000,229.450000,47.980000,86.550000,30.700000,4.410000,28.780000,0.990000,221.640000,47.980000,1.430000,0.000000,269.860000,18.230000,30.700000,0.000000,11.510000,6.720000,4.310000,4.310000,20,0,21,6,6.66,23.33,79.090056,14,0,23,27.81,27.82,6.67,27.82,11.41,14.5,14,12,0,0,49,30.04,150.21

40,09:45-10:00,47.980000,95.950000,47.980000,0.690000,5.760000,114.710000,1.470000,100.500000,8.160000,0.000000,0.000000,229.450000,47.980000,86.550000,30.700000,5.200000,28.780000,0.990000,221.640000,47.980000,1.430000,0.000000,269.860000,18.230000,30.700000,0.000000,11.510000,6.720000,5.070000,5.070000,20,0,24,6,6.66,26.67,91.737077,14,0,27,27.81,27.82,6.67,27.82,11.61,15.5,14,13,0,0,56,34.05,170.23

41,10:00-10:15,47.980000,95.950000,47.980000,0.690000,5.760000,114.710000,1.470000,100.500000,8.160000,0.000000,0.000000,229.450000,47.980000,86.550000,10.340000,6.370000,28.780000,0.990000,221.640000,47.980000,1.430000,0.000000,269.860000,18.230000,30.700000,0.000000,11.510000,6.720000,6.220000,6.220000,20,0,27,6,6.66,31.67,103.081484,14,0,30,27.81,27.82,6.67,27.82,11.41,17,14,15,0,0,63,37.15,185.73

42,10:15-10:30,47.980000,95.950000,47.980000,0.690000,5.760000,114.710000,1.470000,100.500000,8.160000,0.000000,0.000000,229.450000,47.980000,86.550000,10.340000,7.930000,28.780000,0.990000,221.640000,47.980000,1.430000,0.000000,269.860000,18.230000,30.700000,0.000000,11.510000,6.720000,7.740000,7.740000,20,0,30,6,6.66,36.67,112.403923,14,0,33,27.81,27.82,6.67,27.82,11.21,18.5,14,17,0,0,70,40.39,201.94

43,10:30-10:45,47.980000,95.950000,47.980000,0.690000,5.760000,114.710000,1.470000,100.500000,8.160000,0.000000,0.000000,229.450000,47.980000,86.550000,10.340000,9.110000,28.780000,0.990000,221.640000,47.980000,1.430000,0.000000,269.860000,18.230000,30.700000,0.000000,11.510000,6.720000,8.890000,8.890000,20,0,36,6,6.66,53.33,128.521341,14,0,40,27.81,27.82,6.67,27.82,11.01,25,14,20,20.15,23.03,84,43.62,218.11

44,10:45-11:00,47.980000,95.950000,47.980000,0.690000,5.760000,114.710000,1.470000,100.500000,8.160000,0.000000,0.000000,229.450000,47.980000,86.550000,10.340000,10.740000,28.780000,0.990000,221.640000,47.980000,1.430000,0.000000,269.860000,18.230000,30.700000,0.000000,11.510000,6.720000,10.490000,10.490000,20,0,42,6,6.66,66.67,133.994264,14,0,47,27.81,27.82,6.67,27.82,10.61,35,14,23,20.15,23.03,98,44.67,223.33

45,11:00-11:15,47.980000,95.950000,95.950000,0.690000,5.760000,114.710000,1.470000,100.500000,8.160000,0.000000,0.000000,229.450000,47.980000,86.550000,19.080000,15.480000,28.780000,0.990000,221.640000,47.980000,1.480000,0.000000,269.860000,18.230000,19.080000,0.000000,11.510000,6.720000,15.100000,15.100000,20,0,57,6,6.66,83.33,138.261783,14,0,63,27.99,27.98,6.67,27.98,10.45,40,14,32,20.15,23.03,133,44.67,223.33

46,11:15-11:30,47.980000,95.950000,95.950000,0.690000,5.760000,114.710000,1.470000,100.500000,8.160000,0.000000,0.000000,229.450000,47.980000,86.550000,19.080000,15.960000,28.780000,0.990000,221.640000,47.980000,1.480000,0.000000,269.860000,18.230000,19.080000,0.000000,11.510000,6.720000,15.580000,15.580000,20,0,72,6,6.66,88.33,141.771064,14,0,80,27.99,27.98,6.67,27.98,9.96,45.11,14,40,20.15,23.03,168,44.67,223.33

47,11:30-11:45,47.980000,95.950000,95.950000,0.690000,5.760000,114.710000,1.470000,100.500000,8.160000,0.000000,0.000000,229.450000,47.980000,86.550000,23.120000,16.230000,28.780000,0.990000,221.640000,47.980000,1.480000,0.000000,269.860000,18.230000,23.120000,0.000000,11.510000,6.720000,15.830000,15.830000,20,0,75,6,6.66,90,144.920668,14,0,90,28.31,28.32,6.67,28.32,12.1,46.01,14,45,20.15,23.03,175,44.67,223.33

48,11:45-12:00,47.980000,95.950000,95.950000,0.690000,5.760000,114.710000,1.470000,100.500000,8.160000,0.000000,0.000000,229.450000,47.980000,86.550000,23.120000,16.370000,28.780000,0.990000,221.640000,47.980000,1.480000,0.000000,269.860000,18.230000,23.120000,0.000000,11.510000,6.720000,15.970000,15.970000,20,0,76,6,6.66,90.31,147.020404,14,0,90,28.31,28.32,6.67,28.32,12.7,46.8,14,45,20.15,23.03,179,45.83,229.17

49,12:00-12:15,47.980000,95.950000,95.950000,0.690000,5.760000,114.710000,1.550000,100.500000,8.160000,0.000000,0.000000,229.450000,47.980000,86.550000,23.120000,16.470000,28.780000,0.990000,221.640000,47.980000,1.480000,0.000000,269.860000,18.230000,23.120000,0.000000,11.510000,6.720000,16.070000,16.070000,20,0,82,6,6.66,90.32,139.457466,14,0,93,28.31,28.32,6.67,28.32,13.59,47.39,14,47,20.15,23.03,193,45.83,229.17

50,12:15-12:30,47.980000,95.950000,95.950000,0.690000,5.760000,114.710000,1.550000,100.500000,8.160000,0.000000,0.000000,229.450000,47.980000,86.550000,25.810000,16.540000,28.780000,0.990000,221.640000,47.980000,1.480000,0.000000,269.860000,18.230000,25.810000,0.000000,11.510000,6.720000,16.130000,16.130000,20,0,84,6,6.66,90.29,140.429566,14,0,93,28.31,28.32,6.67,28.32,14.61,47.5,14,47,20.15,23.03,196,45.83,229.17

51,12:30-12:45,47.980000,95.950000,95.950000,0.690000,5.760000,114.710000,1.550000,100.500000,8.160000,0.000000,0.000000,229.450000,47.980000,86.550000,25.810000,16.500000,28.780000,0.990000,221.640000,47.980000,1.480000,0.000000,269.860000,18.230000,25.810000,0.000000,11.510000,6.720000,16.100000,16.100000,20,0,84,6,6.66,90.3,140.458729,14,0,93,28.31,28.32,6.67,28.32,11.04,47.5,14,47,20.15,23.03,196,45.83,229.17

52,12:45-13:00,47.980000,95.950000,95.950000,0.690000,5.760000,114.710000,1.550000,100.500000,8.160000,0.000000,0.000000,229.450000,47.980000,86.550000,25.810000,16.510000,28.780000,0.990000,221.640000,47.980000,1.480000,0.000000,269.860000,18.230000,25.810000,0.000000,11.510000,6.720000,16.110000,16.110000,20,0,84,6,6.66,90.85,139.719933,14,0,93,28.31,28.32,6.67,28.32,11.3,47.5,14,47,20.15,23.03,196,45.83,229.17

