Block,Time,CHAMERA2,DADRT2,DHAULIGNGA,KHSTPP-II,NLCEXP,SIMHST1,URI2,BRBCL,KISHANGANGA,KUDGI,RIHAND2,TALA,TALST2,TANAKPUR,VALLURNTECL,DADRI_LF,DADRI_RF,FSTPP I & II,JHAJJAR,KGSU3AND4,KOLDAM,MAPS,NLCTS2EXP,RSTPSU1TO6,UNCHAHAR1,KKNP,KKNPPU2,KOTESHWR,NNTPP,RAPPB,RAPPC,RIHAND1,RSTPSU7,SEWA2,SINGRAULI,UNCHAHAR3,ANTA_CRF,AURY_CRF,DADRI_CRF,CHAMERA1,CHAMERA3,KHSTPP-I,NJPC,NLCIIST2,PARBATI3,TANDA2,TEHRI,KGSU1AND2,UNCHAHAR4,ANTA_LF,AURY_LF,DULHASTI,RIHAND3,SASAN,SINGRAULI_HYDRO,UNCHAHAR2,URI,ANTA_GF,ANTA_RF,BSIUL,NAPP,NLCIIST1,NTPL,RAMPUR,SALAL,SIMHST2,TelanganaSTPP,AURY_GF,AURY_RF,DADRI_GF
64,15:45-16:00,0,683.14,0,148.3,0,0,24.21,20,0,0,118.76,0,0,5.64,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,0,0,24.83,0,0,0,0,0,62.16,418.77,0.73,42.39,35.33,0,41.26,13.04,20.61,0,0,0,40.09,0,0,0,70.81,0

65,16:00-16:15,0,683.14,0,148.3,0,0,21.53,20,0,0,118.76,0,0,5.64,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,0,0,36.48,0,0,0,0,0,62.16,418.77,0.73,42.39,35.33,0,41.26,13.04,20.61,0,0,0,40.09,0,0,0,70.81,0

66,16:15-16:30,0,683.14,0,148.3,0,0,21.53,20,0,0,118.76,0,0,5.64,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,0,0,36.48,0,0,0,0,0,62.16,418.77,0.73,42.39,35.33,0,41.26,13.04,20.61,0,0,0,40.09,0,0,0,70.81,0

67,16:30-16:45,0,683.14,0,148.3,0,0,21.53,20,0,0,118.76,0,0,5.64,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,17.75,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,18.94,0,0,0,36.48,0,0,0,0,0,62.16,418.77,0.73,42.39,35.33,0,41.26,13.04,20.61,0,0,0,40.09,0,0,0,70.81,0

68,16:45-17:00,0,683.14,0,148.3,0,0,21.53,20,0,0,118.76,0,0,5.64,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,17.75,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,41.67,0,0,0,36.48,0,0,0,0,0,62.16,418.77,0.73,42.39,35.33,0,41.48,19.56,20.61,0,0,0,40.09,0,0,0,70.81,0

69,17:00-17:15,2.66,683.14,10.56,148.3,0,0,22.86,20,0,0,118.76,0,0,4.35,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,17.75,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,58.05,0,0,0,36.48,0,0,0,0,0,62.16,418.77,0.73,42.39,35.33,0,41.48,19.56,20.61,0,0,0,40.09,0,0,0,70.81,0

70,17:15-17:30,13.17,683.14,18.27,148.3,0,0,22.86,20,0,0,118.76,0,0,4.35,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,26.62,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,9.68,45.53,83.33,0,0,0,48.63,0,0,0,0,16.48,62.16,418.77,0.73,42.39,35.33,0,41.48,19.56,20.61,0,0,0,40.09,0,0,0,70.81,0

71,17:30-17:45,39.51,683.14,27.41,148.3,0,0,22.86,20,0,0,118.76,0,0,4.35,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,39.05,0,0,25.64,92,0,16.93,139.69,26.4,0,0,0,42.66,29.06,45.53,116.95,0,0,0,49.9,0,0,0,0,16.48,62.16,418.77,0.73,42.39,35.33,0,41.68,19.56,20.61,0,0,0,40.09,0,0,0,70.81,0

72,17:45-18:00,39.51,683.14,27.41,148.3,0,0,22.86,20,0,0,118.76,0,0,4.35,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,39.05,0,0,25.64,92,0,16.93,139.69,26.4,0,0,0,42.66,29.06,45.53,116.95,0,0,0,49.9,0,0,0,0,16.48,62.16,418.77,0.73,42.39,35.33,0,41.9,19.56,20.61,0,0,0,40.09,0,0,0,70.81,0

73,18:00-18:15,39.51,682.79,36.55,148.3,0,0,22.86,20,0,0,118.76,0,0,4.35,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,39.05,0,0,25.64,92,0,16.93,139.69,26.4,0,0,0,42.66,29.06,45.53,116.95,0,0,0,49.9,0,0,0,0,16.48,62.16,418.77,0.73,42.39,35.33,0,42,19.56,20.61,0,0,0,40.09,0,0,0,70.81,0

74,18:15-18:30,39.51,682.79,36.55,148.3,0,0,22.86,20,0,0,118.76,0,0,4.35,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,39.05,0,0,25.64,92,0,16.93,139.69,26.4,0,0,0,42.66,29.06,45.53,116.95,0,0,0,49.9,0,0,0,0,16.48,62.16,418.77,0.73,42.39,35.33,0,42.32,19.56,20.61,0,0,0,40.09,0,0,0,70.81,0

75,18:30-18:45,39.51,682.79,36.55,148.3,0,0,22.86,20,0,0,118.76,0,0,4.35,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,39.05,0,0,25.64,92,0,16.93,139.69,26.4,0,0,0,42.66,29.06,45.53,85.23,0,0,0,49.9,0,0,0,0,16.48,62.16,399.38,0.73,42.39,33.12,0,42.52,19.56,20.61,0,0,0,40.09,0,0,0,70.81,0

76,18:45-19:00,39.51,682.79,27.41,148.3,0,0,22.86,20,0,0,118.76,0,0,4.35,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,39.05,0,0,25.64,92,0,16.93,139.69,26.4,0,0,0,42.66,29.06,45.53,66.29,0,0,0,49.9,0,0,0,0,16.48,62.16,399.38,0.73,42.39,33.12,0,42.73,19.56,20.61,0,0,0,40.09,0,0,0,70.81,0

77,19:00-19:15,13.17,682.79,15.85,148.3,0,0,22.86,20,0,0,118.76,0,0,4.35,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,17.75,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,9.68,45.53,66.29,0,3.82,0,49.9,0,0,0,0,0,62.16,399.38,0.73,42.39,33.12,0,42.84,19.56,20.61,0,0,0,26.73,0,0,0,70.81,0

78,19:15-19:30,13.17,682.79,8.72,148.3,0,0,22.86,20,0,0,118.76,0,0,4.35,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,17.75,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,9.68,45.53,42.23,0,16.54,0,37.23,0,0,0,0,0,62.16,399.38,0.73,42.39,33.12,0,42.84,19.56,20.61,0,0,0,26.73,0,0,0,70.81,0

79,19:30-19:45,13.17,682.79,1.32,148.3,0,0,24.21,20,0,0,118.76,0,0,3.07,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,17.75,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,9.68,45.53,21.31,0,33.1,0,37.05,0,0,0,0,0,62.16,337.5,0.73,42.39,33.12,0,42.84,13.04,20.61,0,0,0,26.73,0,0,0,70.81,0

80,19:45-20:00,13.17,682.79,0,148.3,0,0,24.21,20,0,0,118.76,0,0,3.07,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,17.75,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,9.68,45.53,21.31,0,33.1,0,24.32,0,0,0,0,0,62.16,337.5,0.73,42.39,33.12,0,43.05,13.04,20.61,0,0,0,26.73,0,0,0,70.81,0

81,20:00-20:15,13.17,682.79,0,148.3,0,0,28.25,20,0,0,118.76,0,0,3.07,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,17.75,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,21.31,0,33.1,0,12.66,0,0,0,0,0,62.16,337.5,0.73,42.39,39.75,0,43.05,13.04,20.61,0,0,0,13.36,0,0,0,70.81,0

82,20:15-20:30,13.17,683.14,0,148.3,0,0,28.25,20,0,0,118.76,0,0,3.07,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,21.31,0,33.1,0,12.66,0,0,0,0,0,62.16,337.5,0.73,42.39,39.75,0,43.26,13.04,20.61,0,0,0,13.36,0,0,0,70.81,0

83,20:30-20:45,13.17,683.14,0,148.3,0,0,28.25,20,0,0,118.76,0,0,1.15,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,16.54,0,12.16,0,0,0,0,0,62.16,281.25,0.73,42.39,39.75,0,43.47,13.04,20.61,0,0,0,13.36,0,0,0,70.81,0

84,20:45-21:00,13.17,683.14,0,148.3,0,0,28.25,20,0,0,118.76,0,0,1.15,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,3.57,0,0,0,0,0,0,0,62.16,247.5,0.73,42.39,39.75,0,43.26,13.04,20.61,0,0,0,13.36,0,0,0,70.81,0

85,21:00-21:15,13.17,683.14,0,148.3,0,0,29.6,20,0,0,118.76,0,0,1.15,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,0,0,0,0,0,0,0,0,62.16,247.5,0.73,42.39,39.75,0,43.26,13.04,20.61,0,0,0,13.36,0,0,0,70.81,0

86,21:15-21:30,13.17,683.14,0,148.3,0,0,29.6,20,0,0,118.76,0,0,1.15,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,0,0,0,0,0,0,0,0,62.16,247.5,0.73,42.39,39.75,0,43.47,13.04,20.61,0,0,0,13.36,0,0,0,70.81,0

87,21:30-21:45,13.17,683.14,0,148.3,0,0,29.6,20,0,0,118.76,0,0,1.15,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,0,0,0,0,0,0,0,0,62.16,247.5,0.73,42.39,39.75,0,43.47,13.04,20.61,0,0,0,13.36,0,0,0,70.81,0

88,21:45-22:00,13.17,683.14,0,148.3,0,0,29.6,20,0,0,118.76,0,0,1.15,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,0,0,0,0,0,0,0,0,62.16,247.5,0.73,42.39,39.75,0,43.47,13.04,20.61,0,0,0,13.36,0,0,0,70.81,0

89,22:00-22:15,13.17,683.14,0,148.3,0,0,29.6,20,0,0,118.76,0,0,1.15,0,0,59.74,20.8,434.65,0,0,0,0,0,17.34,0,0,8.87,0,0,25.64,92,0,16.53,139.69,22.7,0,0,0,42.5,0,45.53,0,0,0,0,0,0,0,0,0,0,62.16,247.5,0.73,36.62,39.75,0,43.47,13.04,20.61,0,0,0,13.36,0,0,0,70.81,0

90,22:15-22:30,13.17,683.14,0,148.3,0,0,29.6,20,0,0,118.76,0,0,1.15,0,0,59.74,20.8,434.65,0,0,0,0,0,17.34,0,0,8.87,0,0,25.64,92,0,16.53,139.69,22.7,0,0,0,42.5,0,45.53,18.94,0,0,0,0,0,0,0,0,0,62.16,247.5,0.73,36.62,39.75,0,43.57,13.04,20.61,0,0,0,13.36,0,0,0,70.81,0

91,22:30-22:45,13.17,683.14,0,148.3,0,0,28.25,20,0,0,118.76,0,0,2.44,0,0,59.74,20.8,434.65,0,0,0,0,0,17.33,0,0,8.87,0,0,25.64,92,0,16.53,139.69,22.7,0,0,0,42.5,0,45.53,18.94,0,0,0,0,0,0,0,0,0,62.16,247.5,0.73,36.62,39.75,0,43.57,13.04,20.61,0,0,0,13.36,0,0,0,70.81,0

92,22:45-23:00,13.17,683.14,0,148.3,0,0,28.25,20,0,0,118.76,0,0,2.44,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,18.94,0,0,0,0,0,0,0,0,0,62.16,247.5,0.73,42.39,39.75,0,43.57,13.04,20.61,0,0,0,13.36,0,0,0,70.81,0

93,23:00-23:15,13.17,683.14,0,148.3,0,0,28.25,20,0,0,118.76,0,0,2.44,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,18.94,0,0,0,0,0,0,0,0,0,62.16,247.5,0.73,42.39,33.12,0,43.57,13.04,20.61,0,0,0,13.36,0,0,0,70.81,0

94,23:15-23:30,13.17,683.14,0,148.3,0,0,28.25,20,0,0,118.76,0,0,2.44,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,0,0,0,0,0,0,0,0,62.16,247.5,0.73,42.39,33.12,0,43.57,13.04,20.61,0,0,0,13.36,0,0,0,70.81,0

95,23:30-23:45,13.17,683.14,0,148.3,0,0,28.25,20,0,0,118.76,0,0,2.44,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,0,0,0,0,0,0,0,0,62.16,247.5,0.73,42.39,33.12,0,43.57,13.04,20.61,0,0,0,2.33,0,0,0,70.81,0

96,23:45-24:00,13.17,683.14,0,148.3,0,0,28.25,20,0,0,118.76,0,0,2.44,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,0,0,0,0,0,0,0,0,62.16,247.5,0.73,42.39,33.12,0,43.57,13.04,20.61,0,0,0,2.33,0,0,0,70.81,0

