Block,Time,SASAN,DHAULIGNGA,SEWA2,ANTA_GF,CHAMERA2,DULHASTI,ANTA_LF,RAPPC,DADRI_LF,SINGRAULI,SALAL,RAPPB,AURY_LF,CHAMERA3,URI,PARBATI3,DADRI_RF,UNCHAHAR2,ANTA_RF,UNCHAHAR3,DADRT2,DADRI_CRF,URI2,AURY_RF,BSIUL,RIHAND1,RIHAND3,AURY_CRF,TANDA2,UNCHAHAR1,KISHANGANGA,JHAJJAR,UNCHAHAR4,CHAMERA1,FSTPP I & II,KHSTPP-I,BRBCL,KHSTPP-II,TALA,NAPP,TEHRI,TANAKPUR,AURY_GF,RAMPUR,KOLDAM,RIHAND2,KOTESHWR,SINGRAULI_HYDRO,ANTA_CRF,NJPC,DADRI_GF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,404.673380,20.994509,18.174556,0.000000,46.884784,57.204862,0.000000,66.213651,0.000000,144.994318,62.905102,0.000000,0.000000,33.671372,33.617959,17.699275,10.635945,43.411234,0.172573,26.718603,665.491696,0.000000,33.984178,4.208771,12.607315,62.591437,126.231783,0.000000,5.179665,21.876421,5.375272,327.998023,2.987103,40.744549,12.093417,44.230912,19.334000,141.262842,0.000000,48.365524,30.040890,2.972022,0.000000,4.109054,6.724464,120.238146,9.472608,0.759987,0.000000,106.428525,0.000000,0,0,0,0,0

2,00:15-00:30,404.824959,20.994509,18.174556,0.000000,46.884784,57.204862,0.000000,66.213651,0.000000,144.994318,62.905102,0.000000,0.000000,33.671372,33.617959,17.699275,0.413839,43.411234,0.000000,26.718603,665.491696,0.000000,33.984178,0.000000,12.607315,61.191820,126.231783,0.000000,5.179665,21.876421,5.375272,395.667023,2.987103,40.744549,12.093417,44.853991,18.502219,143.361610,0.000000,48.365524,30.040890,2.972022,0.000000,4.109054,6.724464,120.238146,9.472608,0.759987,0.000000,106.428525,0.000000,0,0,0,0,0

3,00:30-00:45,404.824959,20.994509,18.174556,0.000000,46.884784,57.204862,0.000000,66.213651,0.000000,144.994318,80.877989,0.000000,0.000000,33.671372,33.617959,17.699275,0.000000,43.411234,0.000000,26.718603,665.491696,0.000000,33.984178,0.000000,12.607315,61.191820,126.231783,0.000000,5.179665,21.876421,5.375272,440.950635,2.987103,40.744549,12.093417,44.853991,17.168718,143.361610,0.000000,48.365524,30.040890,2.972022,0.000000,4.109054,6.724464,120.238146,9.472608,0.759987,0.000000,106.428525,0.000000,0,0,0,0,0

4,00:45-01:00,404.824959,20.994509,18.174556,0.000000,46.884784,57.204862,0.000000,66.213651,0.000000,144.994318,80.877989,0.000000,0.000000,33.671372,33.617959,17.699275,0.000000,43.411234,0.000000,26.718603,665.491696,0.000000,33.984178,0.000000,12.607315,61.191820,126.231783,0.000000,5.179665,21.876421,5.375272,440.950635,2.987103,40.744549,12.093417,44.853991,14.956636,143.361610,0.000000,48.365524,30.040890,2.972022,0.000000,4.109054,6.724464,120.238146,9.472608,0.759987,0.000000,106.428525,0.000000,0,0,0,0,0

5,01:00-01:15,404.824959,20.994509,18.174556,0.000000,46.884784,57.204862,0.000000,66.213651,0.000000,144.994318,80.877989,0.000000,0.000000,33.671372,33.617959,17.699275,0.000000,43.411234,0.000000,26.718603,665.491696,0.000000,33.984178,0.000000,12.607315,61.191820,126.231783,0.000000,5.179665,21.876421,5.375272,376.333023,2.987103,40.744549,12.093417,44.853991,14.204720,143.361610,0.000000,48.365524,20.027260,2.972022,0.000000,4.109054,6.724464,120.238146,20.059640,0.759987,0.000000,106.428525,0.000000,0,0,0,0,0

6,01:15-01:30,404.824959,20.994509,18.174556,0.000000,46.884784,57.204862,0.000000,66.213651,0.000000,144.994318,80.877989,0.000000,0.000000,33.671372,33.617959,3.687350,0.000000,43.411234,0.000000,26.718603,665.491696,0.000000,33.984178,0.000000,12.607315,61.191820,126.231783,0.000000,5.179665,21.876421,5.375272,376.333023,2.987103,40.744549,12.093417,44.853991,13.289532,143.361610,0.000000,48.365524,20.027260,2.972022,0.000000,4.109054,6.724464,120.238146,20.059640,0.759987,0.000000,106.428525,0.000000,0,0,0,0,0

7,01:30-01:45,404.824959,20.994509,18.174556,0.000000,46.884784,57.204862,0.000000,66.213651,0.000000,144.994318,80.877989,0.000000,0.000000,33.671372,33.617959,3.687350,0.000000,43.411234,0.000000,26.718603,665.491696,0.000000,33.984178,0.000000,12.607315,61.191820,126.231783,0.000000,5.179665,21.876421,5.375272,327.998023,2.987103,40.744549,12.093417,44.853991,12.227512,143.361610,0.000000,48.365524,10.013630,2.972022,0.000000,4.109054,6.724464,120.238146,20.059640,0.759987,0.000000,106.428525,0.000000,0,0,0,0,0

8,01:45-02:00,404.824959,20.994509,18.174556,0.000000,46.884784,57.204862,0.000000,66.213651,0.000000,144.994318,80.877989,0.000000,0.000000,33.671372,33.617959,3.687350,0.000000,43.411234,0.000000,26.718603,665.491696,0.000000,33.984178,0.000000,12.607315,61.191820,126.231783,0.000000,5.179665,21.876421,5.375272,327.998023,2.987103,40.744549,12.093417,44.853991,12.415188,143.361610,0.000000,48.365524,0.000000,2.972022,0.000000,4.109054,6.724464,120.238146,20.059640,0.759987,0.000000,106.428525,0.000000,0,0,0,0,0

9,02:00-02:15,404.824959,20.994509,18.174556,0.000000,46.884784,57.204862,0.000000,66.213651,0.000000,144.994318,80.877989,0.000000,0.000000,33.671372,33.617959,3.687350,0.000000,43.411234,0.000000,26.718603,577.892003,0.000000,33.984178,0.000000,12.607315,61.191820,126.231783,0.000000,5.179665,21.876421,5.375272,256.751073,2.987103,40.744549,12.093417,44.853991,13.516237,143.361610,0.000000,48.365524,0.000000,2.972022,0.000000,4.109054,6.724464,120.238146,20.059640,0.759987,0.000000,106.428525,0.000000,0,0,0,0,0

10,02:15-02:30,404.824959,20.994509,18.174556,0.000000,46.884784,57.204862,0.000000,66.213651,0.000000,144.994318,80.877989,0.000000,0.000000,33.671372,33.617959,3.687350,0.000000,43.411234,0.000000,26.718603,634.590215,0.000000,33.984178,0.000000,12.607315,61.191820,126.231783,0.000000,5.179665,19.266428,5.375272,260.160817,2.987103,40.744549,12.093417,44.853991,14.557886,143.361610,0.000000,48.365524,0.000000,2.972022,0.000000,5.121430,6.724464,120.238146,20.059640,0.759987,0.000000,132.497050,0.000000,0,0,0,0,0

11,02:30-02:45,404.824959,20.994509,18.174556,0.000000,46.884784,57.204862,0.000000,66.213651,0.000000,144.994318,80.877989,0.000000,0.000000,33.671372,33.617959,3.687350,0.000000,43.411234,0.000000,23.528493,644.257215,0.000000,33.984178,0.000000,12.607315,75.100796,126.231783,0.000000,5.179665,19.266428,5.375272,263.842591,2.987103,40.744549,12.093417,44.853991,13.519262,143.361610,0.000000,48.365524,0.000000,1.238343,0.000000,5.121430,4.482977,120.238146,20.059640,0.759987,0.000000,132.497050,0.000000,0,0,0,0,0

12,02:45-03:00,404.824959,20.994509,18.174556,0.000000,46.884784,57.204862,0.000000,66.213651,0.000000,144.994318,80.877989,0.000000,0.000000,33.671372,33.617959,3.687350,0.000000,38.481064,0.000000,26.718603,601.537969,0.000000,33.984178,0.000000,12.607315,75.100796,126.231783,0.000000,5.179665,21.876421,5.375272,234.492419,2.987103,40.744549,12.093417,44.853991,12.090460,143.361610,0.000000,48.365524,0.000000,1.238343,0.000000,5.121430,4.482977,120.238146,20.059640,0.759987,0.000000,132.497050,0.000000,0,0,0,0,0

13,03:00-03:15,404.824959,20.994509,18.174556,0.000000,46.884784,57.204862,0.000000,66.213651,0.000000,144.994318,80.877989,0.000000,0.000000,33.671372,33.617959,3.687350,0.000000,43.411234,0.000000,26.511167,572.536969,0.000000,33.984178,0.000000,12.607315,75.100796,126.231783,0.000000,5.179665,21.700385,5.375272,186.157419,2.987103,40.744549,12.093417,44.853991,13.039028,143.361610,0.000000,48.365524,0.000000,1.238343,0.000000,5.121430,4.482977,120.238146,20.059640,0.759987,0.000000,132.497050,0.000000,0,0,0,0,0

14,03:15-03:30,404.824959,20.994509,18.174556,0.000000,46.884784,57.204862,0.000000,66.213651,0.000000,144.994318,80.877989,0.000000,0.000000,33.671372,33.617959,3.687350,0.000000,43.411234,0.000000,26.511167,572.536969,0.000000,33.984178,0.000000,12.607315,75.100796,126.231783,0.000000,5.179665,21.700385,5.375272,186.157419,2.987103,40.744549,12.093417,44.853991,13.659843,143.361610,0.000000,48.365524,0.000000,1.238343,0.000000,5.121430,4.482977,120.238146,20.059640,0.759987,0.000000,132.497050,0.000000,0,0,0,0,0

15,03:30-03:45,404.824959,20.994509,18.174556,0.000000,46.884784,57.204862,0.000000,66.213651,0.000000,144.994318,62.905102,0.000000,0.000000,33.671372,33.617959,3.687350,0.000000,43.411234,0.000000,24.104084,562.869969,0.000000,33.984178,0.000000,12.607315,75.100796,126.231783,0.000000,5.179665,19.418973,5.375272,178.338169,2.987103,40.744549,12.093417,44.853991,13.547298,143.361610,0.000000,48.365524,0.000000,1.238343,0.000000,5.121430,4.482977,120.238146,9.472608,0.759987,0.000000,132.497050,0.000000,0,0,0,0,0

16,03:45-04:00,404.824959,20.994509,18.174556,0.000000,46.884784,57.204862,0.000000,66.213651,0.000000,144.994318,62.905102,0.000000,0.000000,33.671372,33.617959,3.687350,0.000000,43.411234,0.000000,24.104084,533.868969,0.000000,33.984178,0.000000,12.607315,75.100796,126.231783,0.000000,5.179665,19.418973,5.375272,178.338169,2.987103,40.744549,12.093417,44.853991,16.404397,143.361610,0.000000,48.365524,0.000000,1.238343,0.000000,5.121430,4.482977,120.238146,9.472608,0.759987,0.000000,132.497050,0.000000,0,0,0,0,0

17,04:00-04:15,404.824959,20.994509,18.174556,0.000000,46.884784,57.204862,0.000000,66.213651,0.000000,144.994318,62.905102,0.000000,0.000000,33.671372,33.084341,3.687350,0.000000,43.411234,0.000000,24.104084,514.534969,0.000000,33.984178,0.000000,12.607315,75.100796,126.231783,0.000000,5.179665,19.418973,5.375272,178.338169,2.987103,40.744549,12.093417,44.853991,17.877874,143.361610,0.000000,48.365524,0.000000,1.238343,0.000000,5.121430,4.482977,120.238146,9.472608,0.759987,0.000000,132.497050,0.000000,0,0,0,0,0

18,04:15-04:30,404.824959,20.994509,18.174556,0.000000,46.884784,57.204862,0.000000,66.213651,0.000000,144.994318,62.905102,0.000000,0.000000,33.671372,33.084341,3.687350,0.000000,43.411234,0.000000,24.104084,485.533969,0.000000,33.984178,0.000000,12.607315,75.100796,126.231783,0.000000,5.179665,19.418973,5.375272,178.338169,2.987103,40.744549,12.093417,44.853991,18.364059,143.361610,0.000000,48.365524,0.000000,1.238343,0.000000,5.121430,4.482977,120.238146,9.472608,0.759987,0.000000,132.497050,0.000000,0,0,0,0,0

19,04:30-04:45,404.824959,20.994509,18.174556,0.000000,46.884784,57.204862,0.000000,66.213651,0.000000,144.994318,62.905102,0.000000,0.000000,33.671372,33.084341,3.687350,0.000000,43.411234,0.000000,24.104084,475.866969,0.000000,33.984178,0.000000,12.607315,75.100796,126.231783,0.000000,5.179665,19.418973,5.375272,178.338169,2.987103,40.744549,12.093417,44.853991,18.318374,143.361610,0.000000,48.365524,0.000000,1.238343,0.000000,5.121430,4.482977,120.238146,9.472608,0.759987,0.000000,132.497050,0.000000,0,0,0,0,0

20,04:45-05:00,404.824959,20.994509,18.174556,0.000000,46.884784,57.204862,0.000000,66.213651,0.000000,144.994318,62.905102,0.000000,0.000000,33.671372,33.084341,17.699275,0.000000,43.411234,0.000000,24.104084,456.532969,0.000000,33.984178,0.000000,12.607315,75.100796,126.231783,0.000000,5.179665,19.418973,5.375272,178.338169,2.987103,27.163033,12.093417,44.853991,19.334000,143.361610,0.000000,48.365524,0.000000,1.238343,0.000000,5.121430,4.482977,120.238146,9.472608,0.759987,0.000000,132.497050,0.000000,0,0,0,0,0

21,05:00-05:15,404.824959,20.994509,18.174556,0.000000,46.884784,57.204862,0.000000,66.213651,0.000000,144.994318,62.905102,0.000000,0.000000,33.671372,33.084341,17.699275,0.000000,43.411234,0.000000,24.104084,433.122781,0.000000,33.984178,0.000000,12.607315,75.100796,126.231783,0.000000,5.179665,19.418973,5.375272,178.338169,2.987103,27.163033,12.093417,44.853991,19.334000,143.361610,0.000000,48.365524,0.000000,1.238343,0.000000,5.121430,4.482977,120.238146,9.472608,0.759987,0.000000,132.497050,0.000000,0,0,0,0,0

22,05:15-05:30,404.824959,20.994509,18.174556,0.000000,46.884784,57.204862,0.000000,66.213651,0.000000,144.994318,62.905102,0.000000,0.000000,33.671372,33.084341,17.699275,0.000000,43.411234,0.000000,24.104084,394.454781,0.000000,33.984178,0.000000,12.607315,75.100796,126.231783,0.000000,5.179665,19.418973,5.375272,178.338169,2.987103,27.163033,12.093417,44.853991,19.334000,143.361610,0.000000,48.365524,0.000000,1.238343,0.000000,5.121430,4.482977,120.238146,9.472608,0.759987,0.000000,132.497050,0.000000,0,0,0,0,0

23,05:30-05:45,404.824959,20.994509,18.174556,0.000000,46.884784,57.204862,0.000000,66.213651,0.000000,144.994318,62.905102,0.000000,0.000000,33.671372,33.084341,17.699275,0.000000,40.728431,0.000000,23.243431,367.387181,0.000000,33.984178,0.000000,12.607315,75.100796,126.231783,0.000000,5.179665,18.960660,5.375272,173.883969,2.987103,27.163033,12.093417,44.853991,19.334000,143.361610,0.000000,48.365524,0.000000,9.782907,0.000000,5.121430,4.482977,120.238146,9.472608,0.759987,0.000000,132.497050,0.000000,0,0,0,0,0

24,05:45-06:00,404.824959,20.994509,18.174556,0.000000,46.884784,57.204862,0.000000,66.213651,0.000000,144.994318,62.905102,0.000000,0.000000,33.671372,33.084341,17.699275,0.000000,25.873726,0.000000,17.842962,367.387181,0.000000,33.984178,0.000000,12.607315,75.100796,126.231783,0.000000,5.179665,14.640962,5.375272,173.883969,2.987103,27.163033,12.093417,44.853991,19.334000,143.361610,0.000000,48.365524,0.000000,9.782907,0.000000,5.121430,4.482977,120.238146,9.472608,0.759987,0.000000,132.497050,0.000000,0,0,0,0,0

25,06:00-06:15,404.824959,20.994509,17.260922,0.000000,46.884784,57.204862,0.000000,66.213651,0.000000,144.994318,62.905102,0.000000,0.000000,33.671372,33.084341,22.124094,0.000000,25.873726,0.000000,17.842962,372.220681,0.000000,33.984178,0.000000,12.607315,54.556101,126.231783,0.000000,5.179665,14.640962,5.375272,173.883969,2.357298,27.163033,11.068715,35.788297,19.334002,115.101682,0.000000,48.365524,0.000000,1.238343,0.000000,5.121430,4.482977,97.192888,9.472608,0.759987,0.000000,132.497050,0.000000,0,0,0,0,0

26,06:15-06:30,404.824959,20.994509,10.730591,0.000000,46.884784,57.204862,0.000000,66.213651,0.000000,144.994318,76.732992,0.000000,0.000000,33.671372,33.084341,29.498792,0.000000,25.873726,0.000000,17.842962,401.221681,0.000000,33.984178,0.000000,12.607315,54.556101,126.231783,0.000000,5.179665,14.640962,5.375272,173.883969,2.357298,27.163033,11.068715,35.788297,19.334002,115.101682,0.000000,48.365524,0.000000,1.238343,0.000000,5.121430,4.482977,97.192888,9.472608,0.759987,0.000000,132.497050,0.000000,0,0,0,0,0

27,06:30-06:45,404.824959,20.994509,10.730591,0.000000,46.884784,57.204862,0.000000,66.213651,0.000000,144.994318,76.732992,0.000000,0.000000,33.671372,33.084341,56.832373,0.000000,25.873726,0.000000,17.624971,377.054181,0.000000,33.984178,0.000000,12.607315,54.556101,92.735144,0.000000,5.179665,14.464925,5.375272,173.883969,2.357298,27.163033,11.068715,35.788297,19.334002,115.101682,0.000000,48.365524,0.000000,1.238343,0.000000,5.121430,4.482977,97.192888,9.472608,0.759987,0.000000,132.497050,0.000000,0,0,0,0,0

28,06:45-07:00,404.824959,20.994509,0.000000,0.000000,46.884784,57.204862,0.000000,66.213651,0.000000,144.994318,76.732992,0.000000,0.000000,33.671372,33.084341,56.832373,0.000000,25.873726,0.000000,17.615304,372.220681,0.000000,33.984178,0.000000,12.607315,54.556101,92.735144,0.000000,5.179665,14.464925,5.375272,173.883969,2.357298,27.163033,11.068715,35.788297,19.334002,115.101682,0.000000,48.365524,0.000000,1.238343,0.000000,5.121430,4.482977,97.192888,9.472608,0.759987,0.000000,132.497050,0.000000,0,0,0,0,0

29,07:00-07:15,404.824959,20.994509,0.000000,0.000000,46.884784,57.204862,0.000000,66.213651,0.000000,144.994318,76.732992,0.000000,0.000000,33.671372,33.084341,56.832373,0.000000,25.873726,0.000000,17.615304,367.387181,0.000000,33.984178,0.000000,12.607315,54.556101,92.735144,0.000000,5.179665,14.464925,5.375272,173.883969,2.357298,27.163033,11.068715,35.788297,19.334002,115.101682,0.000000,48.365524,0.000000,1.238343,0.000000,5.121430,4.482977,97.192888,9.472608,0.759987,0.000000,132.497050,0.000000,0,0,0,0,0

30,07:15-07:30,404.824959,20.994509,0.000000,0.000000,46.884784,57.204862,0.000000,66.213651,0.000000,144.994318,76.732992,0.000000,0.000000,33.671372,39.487762,56.832373,0.000000,23.877490,0.000000,15.092217,367.387181,0.000000,33.984178,0.000000,12.607315,54.556101,92.735144,0.000000,5.179665,12.086843,5.375272,173.883969,2.357298,27.163033,11.068715,32.806608,19.334006,115.101682,0.000000,48.365524,0.000000,1.238343,0.000000,5.121430,4.482977,97.192888,9.472608,0.759987,0.000000,132.497050,0.000000,0,0,0,0,0

