Block,Time,BSIUL,CHAMERA1,SINGRAULI,TANAKPUR,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,URI,SINGRAULI_HYDRO,TEHRI,URI2,UNCHAHAR3,SEWA2,CHAMERA2,CHAMERA3,DADRT2,DHAULIGNGA,JHAJJAR,KISHANGANGA,KOTESHWR,NAPP,PARBATI3,RAMPUR,RAPPB,RIHAND1,RIHAND2,RIHAND3,DULHASTI,KOLDAM,SALAL,NJPC,RAPPC,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,TALA,KHSTPP-II,KHSTPP-I,FSTPP I & II,BRBCL,TAPS-II,VSTPS V,VSTPS I,KSTPS7,SOLAPUR,GADARWARA-I,KSTPS I&II,SIPAT II,KHARGONE-I,SIPAT I,VSTPS IV,MOUDA_II,VSTPS III,MOUDA,VSTPS II,LARA-I,KAPS,SASAN,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas
22,05:15-05:30,13.1076,28.09872,107.785331,0,4.233847,22.966683,44.326064,2.501308,49.68,1.011547,0,36.506751,27.350811,18.108732,30.855472,11.155202,691.093984,0,667.076637,6.41486,9.137237,47.623548,0,0.663309,0,95.888555,122.432091,128.451291,37.821176,1.78333,36.022,21.51372,64.950987,0,3.734724,33.612519,6.22454,0,76.76895,0,0,0,6.486938,97.304078,0,3.03,3.57,3.78,0.84,0.96,0.23,1.99,2.18,1.61,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.8,0,147.515625,39.455,20.73185,20.0018,1.356038,1.318423,2.357553,1.332638,1.759081,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,273.375,0,0,0,0,0.02032,0,0,0.001107,0.0227

23,05:30-05:45,19.58,28.09872,107.785331,0,4.233847,22.966683,44.326064,2.501308,49.68,1.011547,0,36.506751,27.350811,18.108732,15.349422,11.155202,691.093984,0,667.076637,6.41486,9.137237,47.623548,3.668474,1.634584,0,95.888555,122.432091,128.451291,37.821176,1.78333,36.022,53.138889,64.950987,0,3.734724,33.612519,6.22454,0,76.76895,0,0,0,6.486938,97.304078,0,3.03,3.57,3.78,0.84,0.96,0.23,1.99,2.18,1.61,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.8,0,147.515625,39.455,20.73185,20.0018,1.356038,1.318423,2.357553,1.332638,1.759081,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,273.375,0,0,0,0,0.02032,0,0,0.001107,0.0227

24,05:45-06:00,19.58,28.09872,107.785331,0,4.233847,22.966683,44.326064,2.501308,49.68,1.011547,0,36.506751,27.350811,18.108732,15.349422,11.155202,691.093984,0,667.076637,6.41486,9.137237,47.623548,3.668474,2.451875,0,95.888555,122.432091,128.451291,37.821176,1.78333,36.022,79.708333,64.950987,0,3.734724,33.612519,6.22454,0,76.76895,0,0,0,6.486938,97.304078,0,3.03,3.57,3.78,0.87,0.96,0.23,1.99,2.18,1.61,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.84,0,147.515625,39.455,20.73185,20.0018,1.356038,1.318423,2.357553,1.332638,1.759081,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,273.375,0,0,0,0,0.02032,0,0,0.001107,0.0227

25,06:00-06:15,19.58,42.14808,107.785331,0,4.233847,22.966683,44.326064,2.501308,49.68,1.011547,0,36.506751,27.350811,18.108732,15.349422,11.155202,691.093984,10.456189,667.076637,6.41486,9.137237,47.623548,3.668474,2.451875,0,95.888555,122.432091,128.451291,37.821176,1.78333,36.022,79.708333,64.950987,0,3.734724,32.990065,6.22454,0,75.489468,0,0,0,6.486938,89.519751,0,3.03,3.57,3.78,0.87,0.96,0.23,1.99,2.18,1.61,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.84,0,147.515625,39.455,20.73185,20.0018,1.356038,1.318423,2.357553,1.332638,1.759081,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,273.375,0,0,0,0,0.02032,0,0,0.001107,0.0227

26,06:15-06:30,19.58,42.14808,107.785331,0,4.233847,22.966683,44.326064,2.501308,49.68,1.011547,0,36.506751,27.350811,18.108732,15.349422,11.155202,691.093984,20.912378,667.076637,6.41486,9.137237,47.623548,3.668474,2.451875,0,95.888555,122.432091,128.451291,37.821176,1.78333,36.022,79.708333,64.950987,0,3.734724,32.990065,6.22454,0,75.489468,0,0,0,6.486938,89.519751,0,3.03,3.57,3.78,0.87,0.96,0.23,1.99,2.18,1.61,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.84,0,147.515625,39.455,20.73185,20.0018,1.356038,1.318423,2.357553,1.332638,1.759081,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,273.375,0,0,0,0,0.02032,0,0,0.001107,0.0227

27,06:30-06:45,19.58,42.14808,107.785331,0,4.233847,22.966683,44.326064,2.501308,52.992,1.011547,0,36.506751,27.350811,18.108732,30.855472,22.310403,691.093984,31.368567,667.076637,6.41486,9.137237,47.623548,3.668474,2.451875,0,95.888555,122.432091,128.451291,37.821176,1.78333,36.022,79.708333,64.950987,0,3.734724,32.990065,6.22454,0,75.489468,0,0,0,6.486938,89.519751,0,3.03,3.57,3.78,0.87,0.96,0.23,1.99,2.18,1.61,0,1.85,7.95,1.94,0,9.33,0.24,1.8,0.84,0,147.515625,39.455,20.73185,20.0018,1.356038,1.318423,2.357553,1.332638,1.759081,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,273.375,0,0,0,0,0.020161,0,0,0.001107,0.022515

28,06:45-07:00,19.58,42.14808,107.785331,0,4.233847,22.966683,44.326064,2.501308,52.992,1.011547,0,36.506751,27.350811,18.108732,30.855472,22.310403,691.093984,31.368567,667.076637,6.41486,9.137237,47.623548,3.668474,2.451875,0,95.888555,122.432091,128.451291,37.821176,1.78333,36.022,79.708333,64.950987,0,3.734724,32.990065,6.22454,0,75.489468,0,0,0,6.486938,89.519751,0,3.03,3.57,3.78,0.87,0.96,0.23,1.99,2.18,1.61,0,1.85,7.95,1.94,0,9.33,0.24,1.8,0.84,0,147.515625,39.455,20.73185,20.0018,1.356038,1.318423,2.357553,1.332638,1.759081,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,273.375,0,0,0,0,0.020161,0,0,0.001107,0.022515

29,07:00-07:15,19.58,42.14808,107.785331,0,4.233847,22.966683,44.326064,2.501308,49.68,1.011547,0,36.506751,27.350811,18.108732,30.855472,22.310403,691.093984,31.368567,667.076637,6.41486,9.137237,47.623548,3.668474,2.451875,0,95.888555,122.432091,128.451291,37.821176,1.78333,36.022,79.708333,64.950987,0,3.734724,32.367611,6.22454,0,75.489468,0,0,0,6.486938,89.519751,0,3.03,3.57,3.78,0.86,0.96,0.23,1.99,2.18,1.61,0,1.85,7.95,1.94,0,9.33,0.24,1.8,0.81,0,147.515625,39.455,20.73185,20.0018,1.356038,1.318423,2.357553,1.332638,1.759081,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,273.375,0,0,0,0,0.020161,0,0,0.001107,0.022515

30,07:15-07:30,19.58,42.14808,107.785331,0,4.233847,22.966683,44.326064,2.501308,49.68,1.011547,0,36.506751,27.350811,18.108732,30.855472,22.310403,691.093984,20.912378,667.076637,6.41486,9.137237,47.623548,3.668474,1.634584,0,95.888555,122.432091,128.451291,37.821176,1.78333,36.022,53.138889,64.950987,0,3.734724,32.367611,6.22454,0,75.489468,0,0,0,6.486938,89.519751,0,3.03,3.57,3.78,0.86,0.96,0.23,1.99,2.18,1.61,0,1.85,7.95,1.94,0,9.33,0.24,1.8,0.81,0,147.515625,39.455,20.73185,20.0018,1.356038,1.318423,2.357553,1.332638,1.759081,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,273.375,0,0,0,0,0.020161,0,0,0.001107,0.022515

31,07:30-07:45,13.1076,42.14808,107.785331,0,4.233847,22.966683,44.326064,2.501308,49.68,1.011547,0,36.506751,27.350811,18.108732,30.855472,22.310403,691.093984,10.456189,667.076637,6.41486,9.137237,47.623548,3.668474,0.817292,0,95.888555,122.432091,128.451291,37.821176,1.78333,24.402,26.569444,64.950987,0,3.734724,32.367611,6.22454,0,75.489468,0,0,0,6.486938,89.519751,0,3.03,3.57,3.78,0.86,0.96,0.23,1.99,2.18,1.61,0,1.85,7.95,1.94,0,9.33,0.24,1.8,0.81,0,147.515625,39.455,20.73185,20.0018,1.356038,1.318423,2.357553,1.332638,1.759081,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,273.375,0,0,0,0,0.020002,0,0,0.001107,0.022515

