Block,Time,BSIUL,CHAMERA1,SINGRAULI,TANAKPUR,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,URI,SINGRAULI_HYDRO,TEHRI,URI2,UNCHAHAR3,SEWA2,CHAMERA2,CHAMERA3,DADRT2,DHAULIGNGA,JHAJJAR,KISHANGANGA,KOTESHWR,NAPP,PARBATI3,RAMPUR,RAPPB,RIHAND1,RIHAND2,RIHAND3,DULHASTI,KOLDAM,SALAL,NJPC,RAPPC,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,TALA,KHSTPP-II,KHSTPP-I,FSTPP I & II,BRBCL,TAPS-II,VSTPS V,VSTPS I,KSTPS7,SOLAPUR,GADARWARA-I,KSTPS I&II,SIPAT II,KHARGONE-I,SIPAT I,VSTPS IV,MOUDA_II,VSTPS III,MOUDA,VSTPS II,LARA-I,KAPS,SASAN,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas
1,00:00-00:15,13.1076,42.14808,107.785331,6.0207,4.233847,22.966683,44.326064,2.501308,49.68,1.011547,49.137658,37.565989,27.350811,18.108732,46.424172,22.310403,691.093984,0,667.076637,6.41486,27.85743,47.623548,0,0.663309,0,95.888555,122.432091,128.451291,56.92678,0,36.022,21.51372,64.950987,0,3.734724,33.612519,6.22454,0,76.76895,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,0.84,0.96,0.23,1.99,2.18,1.61,0,1.85,7.33,1.94,0,9.33,0.24,1.75,0.8,0,147.515625,40.669,20.73185,18.4632,1.356038,1.318423,2.357553,1.332638,3.518162,4.26444,2.749183,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,273.375,0,0,0,0,0.02032,0,0,0.001107,0.022515

2,00:15-00:30,13.1076,42.14808,107.785331,6.0207,4.233847,22.966683,44.326064,2.501308,49.68,1.011547,49.137658,37.565989,27.350811,18.108732,46.424172,22.310403,691.093984,0,667.076637,6.41486,27.85743,47.623548,0,0.663309,0,95.888555,122.432091,128.451291,56.92678,0,36.022,21.51372,64.950987,0,3.734724,33.612519,6.22454,0,76.76895,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,0.84,0.96,0.23,1.99,2.18,1.61,0,1.85,7.33,1.94,0,9.33,0.24,1.75,0.8,0,147.515625,40.669,20.73185,18.4632,1.356038,1.318423,2.357553,1.332638,3.518162,4.26444,2.749183,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,273.375,0,0,0,0,0.02032,0,0,0.001107,0.022515

3,00:30-00:45,13.1076,42.14808,107.785331,6.0207,4.233847,22.966683,44.326064,2.501308,49.68,1.011547,49.137658,37.565989,27.350811,18.108732,46.424172,22.310403,691.093984,0,667.076637,6.41486,27.85743,47.623548,0,0.663309,0,95.888555,122.432091,128.451291,56.92678,0,36.022,21.51372,64.950987,0,3.734724,33.612519,6.22454,0,76.76895,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,0.92,0.96,0.23,1.99,2.18,1.61,0,1.85,7.33,1.94,0,9.33,0.24,1.75,0.8,0,147.515625,40.669,20.73185,18.4632,1.356038,1.318423,2.357553,1.332638,3.518162,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,273.375,0,0,0,0,0.02032,0,0,0.001107,0.022515

4,00:45-01:00,13.1076,42.14808,107.785331,6.0207,4.233847,22.966683,44.326064,2.501308,49.68,1.011547,49.137658,37.565989,27.350811,18.108732,46.424172,22.310403,691.093984,0,667.076637,6.41486,27.85743,47.623548,0,0.663309,0,95.888555,122.432091,128.451291,37.821176,0,36.022,21.51372,64.950987,0,3.734724,33.612519,6.22454,0,76.76895,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,0.92,0.96,0.23,1.99,2.18,1.61,0,1.85,7.33,1.94,0,9.33,0.24,1.75,0.8,0,147.515625,40.669,20.73185,18.4632,1.356038,1.318423,2.357553,1.332638,3.518162,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,273.375,0,0,0,0,0.02032,0,0,0.001107,0.022515

5,01:00-01:15,13.1076,42.14808,107.785331,0,4.233847,22.966683,44.326064,2.501308,49.68,1.011547,49.137658,36.506751,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,6.41486,27.85743,47.623548,0,0,0,95.888555,122.432091,128.451291,37.821176,0,36.022,0,64.950987,0,3.734724,33.612519,6.22454,0,76.76895,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,0.92,0.96,0.23,1.99,2.18,1.61,0,1.85,7.33,1.94,0,9.33,0.24,1.75,0.8,0,147.515625,40.669,20.73185,18.4632,1.356038,1.318423,2.357553,1.332638,3.518162,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,273.375,0,0,0,0,0.02032,0,0,0.001107,0.022515

6,01:15-01:30,13.1076,42.14808,107.785331,0,4.233847,22.966683,44.326064,2.501308,49.68,1.011547,49.137658,36.506751,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,6.41486,27.85743,47.623548,0,0,0,95.888555,122.432091,128.451291,37.821176,0,36.022,0,64.950987,0,3.734724,33.612519,6.22454,0,76.76895,0,0,0,7.784326,96.00669,0,3.03,3.57,3.78,0.92,0.96,0.23,1.99,2.18,1.61,0,1.85,7.33,1.94,0,9.33,0.24,1.75,0.8,0,147.515625,40.669,20.73185,18.4632,1.356038,1.318423,2.357553,1.332638,3.518162,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,273.375,0,0,0,0,0.02032,0,0,0.001107,0.022515

7,01:30-01:45,13.1076,28.09872,107.785331,0,4.233847,22.966683,44.326064,2.501308,49.68,1.011547,49.137658,36.506751,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,6.41486,27.85743,47.623548,0,0,0,95.888555,122.432091,128.451291,37.821176,0,36.022,0,64.950987,0,3.734724,33.612519,6.22454,0,76.76895,0,0,0,7.784326,97.304078,0,3.03,3.57,3.78,0.92,0.96,0.23,1.99,2.18,1.61,0,1.85,7.33,1.94,0,9.33,0.24,1.75,0.8,0,147.515625,40.062,20.73185,18.4632,1.356038,1.318423,2.357553,1.332638,3.518162,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,273.375,0,0,0,0,0.02032,0,0,0.001107,0.022515

8,01:45-02:00,13.1076,13.983,107.785331,0,4.233847,22.966683,44.326064,2.501308,52.992,1.011547,35.260819,36.506751,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,6.41486,27.85743,47.623548,0,0,0,95.888555,122.432091,128.451291,37.821176,0,36.022,0,64.950987,0,3.734724,33.612519,6.22454,0,76.76895,0,0,0,7.784326,97.304078,0,3.03,3.57,3.78,0.92,0.96,0.23,1.99,2.18,1.61,0,1.85,7.33,1.94,0,9.33,0.24,1.75,0.8,0,147.515625,40.062,20.73185,18.4632,1.356038,1.318423,2.357553,1.332638,3.518162,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,273.375,0,0,0,0,0.02032,0,0,0.001107,0.022515

9,02:00-02:15,13.1076,13.983,107.785331,0,4.233847,22.966683,44.326064,2.501308,52.992,1.011547,0,36.506751,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,6.41486,18.274474,47.623548,0,0,0,95.888555,122.432091,128.451291,37.821176,0,36.022,0,64.950987,0,3.734724,33.612519,6.22454,0,76.76895,0,0,0,7.784326,97.304078,0,3.03,3.57,3.78,0.92,0.96,0.23,1.99,2.18,1.61,0,1.85,7.33,1.94,0,9.33,0.24,1.75,0.8,0,147.515625,40.062,20.73185,20.0018,1.356038,1.318423,2.357553,1.332638,3.518162,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,273.375,0,0,0,0,0.02032,0,0,0.001107,0.0227

10,02:15-02:30,13.1076,13.983,107.785331,0,4.233847,22.966683,44.326064,2.501308,49.68,1.011547,0,37.565989,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,6.41486,9.137237,47.623548,0,0,0,95.888555,122.432091,128.451291,37.821176,0,36.022,0,64.950987,0,3.734724,33.612519,6.22454,0,76.76895,0,0,0,7.784326,97.304078,0,3.03,3.57,3.78,0.92,0.96,0.23,1.99,2.18,1.61,0,1.85,7.33,1.94,0,9.33,0.24,1.75,0.8,0,147.515625,40.062,20.73185,20.0018,1.356038,1.318423,2.357553,1.332638,3.518162,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,273.375,0,0,0,0,0.02032,0,0,0.001107,0.0227

11,02:30-02:45,13.1076,0,107.785331,0,4.233847,22.966683,44.326064,2.501308,49.68,1.011547,0,37.565989,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,6.41486,9.137237,47.623548,0,0,0,95.888555,122.432091,128.451291,37.821176,0,36.022,0,64.950987,0,3.734724,33.612519,6.22454,0,76.76895,0,0,0,7.784326,97.304078,0,3.03,3.57,3.78,0.92,0.96,0.23,1.99,2.18,1.61,0,1.85,7.33,1.94,0,9.33,0.24,1.75,0.8,0,147.515625,40.062,20.73185,20.0018,1.356038,1.318423,2.357553,1.332638,3.518162,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,273.375,0,0,0,0,0.02032,0,0,0.001107,0.0227

12,02:45-03:00,13.1076,0,107.785331,0,4.233847,22.966683,44.326064,2.501308,49.68,1.011547,0,36.506751,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,6.41486,9.137237,47.623548,0,0,0,95.888555,122.432091,128.451291,37.821176,0,36.022,0,64.950987,0,3.734724,33.612519,6.22454,0,76.76895,0,0,0,7.784326,97.304078,0,3.03,3.57,3.78,0.92,0.96,0.23,1.99,2.18,1.61,0,1.85,7.33,1.94,0,9.33,0.24,1.75,0.8,0,147.515625,40.062,20.73185,20.0018,1.356038,1.318423,2.357553,1.332638,3.518162,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,273.375,0,0,0,0,0.02032,0,0,0.001107,0.0227

13,03:00-03:15,13.1076,0,107.785331,0,4.233847,22.966683,44.326064,2.501308,49.68,1.011547,0,36.506751,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,6.41486,9.137237,47.623548,0,0,0,95.888555,122.432091,128.451291,37.821176,0,36.022,0,64.950987,0,3.734724,33.612519,6.22454,0,76.76895,0,0,0,7.784326,97.304078,0,3.03,3.57,3.78,0.92,0.96,0.23,1.99,2.18,1.61,0,1.85,7.33,1.94,0,9.33,0.24,1.75,0.8,0,147.515625,40.062,20.73185,20.0018,1.356038,1.318423,2.357553,1.332638,1.759081,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,273.375,0,0,0,0,0.02032,0,0,0.001107,0.022884

14,03:15-03:30,13.1076,0,107.785331,0,4.233847,22.966683,44.326064,2.501308,49.68,1.011547,0,36.506751,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,6.41486,9.137237,47.623548,0,0,0,95.888555,122.432091,128.451291,37.821176,0,36.022,0,64.950987,0,3.734724,33.612519,6.22454,0,76.76895,0,0,0,7.784326,97.304078,0,3.03,3.57,3.78,0.92,0.96,0.23,1.99,2.18,1.61,0,1.85,7.33,1.94,0,9.33,0.24,1.75,0.8,0,147.515625,40.062,20.73185,20.0018,1.356038,1.318423,2.357553,1.332638,1.759081,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,273.375,0,0,0,0,0.02032,0,0,0.001107,0.022884

15,03:30-03:45,13.1076,0,107.785331,0,4.233847,22.966683,44.326064,2.501308,49.68,1.011547,0,36.506751,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,6.41486,9.137237,47.623548,0,0,0,95.888555,122.432091,128.451291,37.821176,0,48.804,0,64.950987,0,3.734724,33.612519,6.22454,0,76.76895,0,0,0,7.784326,97.304078,0,3.03,3.57,3.78,0.92,0.96,0.23,1.99,2.18,1.61,0,1.85,7.33,1.94,0,9.33,0.24,1.75,0.8,0,147.515625,39.455,20.73185,20.0018,1.356038,1.318423,2.357553,1.332638,1.759081,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,273.375,0,0,0,0,0.02032,0,0,0.001107,0.022884

16,03:45-04:00,13.1076,0,107.785331,0,4.233847,22.966683,44.326064,2.501308,49.68,1.011547,0,36.506751,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,6.41486,9.137237,47.623548,0,0,0,95.888555,122.432091,128.451291,37.821176,0,83.664,0,64.950987,0,3.734724,33.612519,6.22454,0,76.76895,0,0,0,7.784326,97.304078,0,3.03,3.57,3.78,0.92,0.96,0.23,1.99,2.18,1.61,0,1.85,7.33,1.94,0,9.33,0.24,1.75,0.8,0,147.515625,39.455,20.73185,20.0018,1.356038,1.318423,2.357553,1.332638,1.759081,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,273.375,0,0,0,0,0.02032,0,0,0.001107,0.022884

17,04:00-04:15,13.1076,0,107.785331,0,4.233847,22.966683,44.326064,2.501308,49.68,1.011547,0,36.506751,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,6.41486,9.137237,47.623548,0,0,0,95.888555,122.432091,128.451291,37.821176,0,83.664,0,64.950987,0,3.734724,33.612519,6.22454,0,76.76895,0,0,0,7.784326,97.304078,0,3.03,3.57,3.78,0.84,0.96,0.23,1.99,2.18,1.61,0,1.85,7.33,1.94,0,9.33,0.24,1.75,0.8,0,147.515625,39.455,20.73185,20.0018,1.356038,1.318423,2.357553,1.332638,1.759081,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,273.375,0,0,0,0,0.02032,0,0,0.001107,0.022884

18,04:15-04:30,13.1076,0,107.785331,0,4.233847,22.966683,44.326064,2.501308,49.68,1.011547,0,36.506751,27.350811,18.108732,30.855472,11.155202,691.093984,0,667.076637,6.41486,9.137237,47.623548,0,0,0,95.888555,122.432091,128.451291,37.821176,0,83.664,0,64.950987,0,3.734724,33.612519,6.22454,0,76.76895,0,0,0,7.784326,97.304078,0,3.03,3.57,3.78,0.84,0.96,0.23,1.99,2.18,1.61,0,1.85,7.33,1.94,0,9.33,0.24,1.75,0.8,0,147.515625,39.455,20.73185,20.0018,1.356038,1.318423,2.357553,1.332638,1.759081,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,273.375,0,0,0,0,0.02032,0,0,0.001107,0.022884

19,04:30-04:45,13.1076,0,107.785331,0,4.233847,22.966683,44.326064,2.501308,49.68,1.011547,0,36.506751,27.350811,18.108732,30.855472,11.155202,691.093984,0,667.076637,6.41486,9.137237,47.623548,0,0,0,95.888555,122.432091,128.451291,37.821176,0,83.664,0,64.950987,0,3.734724,33.612519,6.22454,0,76.76895,0,0,0,7.784326,97.304078,0,3.03,3.57,3.78,0.84,0.96,0.23,1.99,2.18,1.61,0,1.85,7.33,1.94,0,9.33,0.24,1.75,0.8,0,147.515625,39.455,20.73185,20.0018,1.356038,1.318423,2.357553,1.332638,1.759081,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,273.375,0,0,0,0,0.02032,0,0,0.001107,0.0227

20,04:45-05:00,13.1076,0,107.785331,0,4.233847,22.966683,44.326064,2.501308,49.68,1.011547,0,36.506751,27.350811,18.108732,30.855472,11.155202,691.093984,0,667.076637,6.41486,9.137237,47.623548,0,0,0,95.888555,122.432091,128.451291,37.821176,0,83.664,0,64.950987,0,3.734724,33.612519,6.22454,0,76.76895,0,0,0,7.784326,97.304078,0,3.03,3.57,3.78,0.84,0.96,0.23,1.99,2.18,1.61,0,1.85,7.33,1.94,0,9.33,0.24,1.75,0.8,0,147.515625,39.455,20.73185,20.0018,1.356038,1.318423,2.357553,1.332638,1.759081,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,273.375,0,0,0,0,0.02032,0,0,0.001107,0.0227

21,05:00-05:15,13.1076,13.983,107.785331,0,4.233847,22.966683,44.326064,2.501308,49.68,1.011547,0,36.506751,27.350811,18.108732,30.855472,11.155202,691.093984,0,667.076637,6.41486,9.137237,47.623548,0,0,0,95.888555,122.432091,128.451291,37.821176,0,36.022,0,64.950987,0,3.734724,33.612519,6.22454,0,76.76895,0,0,0,7.784326,97.304078,0,3.03,3.57,3.78,0.84,0.96,0.23,1.99,2.18,1.61,0,1.85,7.95,1.94,0,9.33,0.24,1.75,0.8,0,147.515625,39.455,20.73185,20.0018,1.356038,1.318423,2.357553,1.332638,1.759081,4.26444,2.703866,1.857394,3.518163,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.140171,273.375,0,0,0,0,0.02032,0,0,0.001107,0.0227

