Block,Time,RIHAND3,SEWA2,NJPC,DADRI_RF,UNCHAHAR1,CHAMERA3,KISHANGANGA,UNCHAHAR3,DHAULIGNGA,ANTA_RF,ANTA_LF,RIHAND1,RIHAND2,SINGRAULI,RAPPC,SINGRAULI_HYDRO,UNCHAHAR4,TANAKPUR,AURY_GF,TANDA2,URI,DADRI_CRF,KOTESHWR,PARBATI3,URI2,JHAJJAR,NAPP,RAPPB,CHAMERA2,BSIUL,ANTA_GF,AURY_LF,AURY_CRF,DADRI_LF,DADRT2,SALAL,DULHASTI,RAMPUR,UNCHAHAR2,DADRI_GF,AURY_RF,TEHRI,ANTA_CRF,CHAMERA1,KOLDAM,KGSU3AND4,KKNP,TALA,SIMHST2,MAPS,TALST2,KSTPS7,VSTPS III,RSTPSU1TO6,KUDGI,VSTPS IV,FSTPP I & II,VSTPS I,GANDHAR-RLNG,NLCEXP,NTPL,KSTPS I&II,SASAN,KAWAS-NAPM,KAPS,KAWAS-RLNG,NLCTS2EXP,GADARWARA-I,BRBCL,NNTPP,GANDHAR-NAPM,NLCIIST2,NLCIIST1,SIPAT II,LARA-I,MOUDA_II,VSTPS V,KHSTPP-I,RSTPSU7,SOLAPUR,KHSTPP-II,VSTPS II,KAWAS-ComGas,VALLURNTECL,TAPS-II,GANDHAR-APM,GANDHAR-ComGas,KHARGONE-I,KGSU1AND2,KAWAS-zLIQ,SIPAT I,MOUDA,KAWAS-APM,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,122.281677,16.603562,39.579192,0.000000,21.443627,30.647457,2.466002,26.056840,0.000000,0.000000,0.000000,91.160263,116.646885,138.639811,57.737237,1.039333,0.000000,0.742852,0.000000,0.000000,48.549228,0.000000,16.841964,0.000000,33.486722,222.515926,43.356110,0.000000,42.173383,19.002743,0.000000,0.000000,0.000000,0.000000,0.000000,34.815263,52.099522,0.764969,42.087186,0.000000,0.000000,31.958553,0.000000,27.157413,0.000000,2.11,1.57,0.000000,0.00,0.24,0.00,1.296892,1.894035,7.57,0.00,2.593784,17.532407,2.273463,0.000000,1.72,1.83,2.587248,337.284338,0.000000,0.801770,0.000000,0.00,0.000000,8.092418,0.14,0.000000,0.40,0.77,1.807575,4.115478,3.394049,1.283059,44.844711,1.88,1.711898,95.049234,1.877873,0.000000,0.00,1.325166,0.000000,0.000000,1.711897,1.92,0.000000,4.426725,1.873177,0.000000,0,0,0,0,0

7,01:30-01:45,122.281677,16.603562,19.789596,0.000000,21.443627,30.647457,2.466002,26.056840,0.000000,0.000000,0.000000,91.160263,116.646885,138.639811,57.737237,1.039333,0.000000,0.742852,0.000000,0.000000,48.549228,0.000000,16.841964,0.000000,33.486722,222.515926,43.356110,0.000000,42.173383,19.002743,0.000000,0.000000,0.000000,0.000000,0.000000,34.815263,52.099522,0.382484,42.087186,0.000000,0.000000,31.958553,0.000000,27.157413,0.000000,2.11,1.57,0.000000,0.00,0.24,0.00,1.296892,1.894035,7.52,0.00,2.593784,17.532407,2.273463,0.000000,1.72,1.83,2.587248,337.284338,0.000000,0.801770,0.000000,0.00,0.000000,7.883089,0.14,0.000000,0.40,0.77,1.807575,4.115478,3.394049,1.283059,44.844711,1.88,1.711898,95.049234,1.877873,0.000000,0.00,1.325166,0.000000,0.000000,1.711897,1.92,0.000000,4.426725,1.873177,0.000000,0,0,0,0,0

8,01:45-02:00,122.281677,16.603562,0.000000,0.000000,21.443627,30.647457,2.466002,26.056840,0.000000,0.000000,0.000000,91.160263,116.646885,138.639811,57.737237,1.039333,0.000000,0.742852,0.000000,0.000000,48.549228,0.000000,16.841964,0.000000,33.486722,222.515926,43.356110,0.000000,42.173383,19.002743,0.000000,0.000000,0.000000,0.000000,0.000000,34.815263,52.099522,0.000000,42.087186,0.000000,0.000000,31.958553,0.000000,27.157413,0.000000,2.11,1.57,0.000000,0.00,0.24,0.00,1.296892,1.894035,7.52,0.00,2.593784,17.532407,2.273463,0.000000,1.72,1.83,2.587248,337.284338,0.000000,0.801770,0.000000,0.00,0.000000,7.862719,0.14,0.000000,0.40,0.77,1.807575,4.115478,3.394049,1.283059,44.844711,1.88,1.711898,95.049234,1.877873,0.000000,0.00,1.325166,0.000000,0.000000,1.711897,1.92,0.000000,4.426725,1.873177,0.000000,0,0,0,0,0

9,02:00-02:15,122.281677,16.603562,0.000000,0.000000,21.443627,30.647457,2.466002,26.056840,0.000000,0.000000,0.000000,91.160263,116.646885,138.639811,57.737237,1.039333,0.000000,0.742852,0.000000,0.000000,48.549228,0.000000,8.420983,0.000000,34.599556,201.219907,43.356110,0.000000,42.173383,19.002743,0.000000,0.000000,0.000000,0.000000,0.000000,34.815263,52.099522,0.000000,42.087186,0.000000,0.000000,31.958553,0.000000,27.157413,0.000000,2.11,1.57,0.000000,0.00,0.24,0.00,1.296892,1.894035,7.52,0.00,2.593784,17.532407,2.273463,0.000000,1.72,1.83,2.641773,337.284338,0.000000,0.801770,0.000000,0.00,0.000000,8.774455,0.14,0.000000,0.40,0.77,1.807575,4.115478,3.394049,1.283059,44.844711,1.88,1.711898,95.049234,1.877873,0.000000,0.00,1.325166,0.000000,0.000000,1.711897,1.92,0.000000,4.426725,1.873177,0.000000,0,0,0,0,0

10,02:15-02:30,122.281677,16.603562,0.000000,0.000000,21.443627,20.411048,2.466002,26.056840,0.000000,0.000000,0.000000,91.160263,116.646885,138.639811,57.737237,1.039333,0.000000,0.742852,0.000000,0.000000,48.549228,0.000000,8.420983,0.000000,34.599556,165.808258,43.356110,0.000000,42.173383,19.002743,0.000000,0.000000,0.000000,0.000000,0.000000,34.815263,52.099522,0.000000,42.087186,0.000000,0.000000,31.958553,0.000000,27.157413,0.000000,2.11,1.57,0.000000,0.00,0.24,0.00,1.296892,1.894035,7.52,0.00,2.593784,17.532407,2.273463,0.000000,1.72,1.83,2.646049,337.284338,0.000000,0.801770,0.000000,0.00,0.000000,8.284449,0.14,0.000000,0.40,0.77,1.807575,4.115478,3.394049,1.283059,44.844711,1.88,1.711898,142.573852,1.877873,0.000000,0.00,1.325166,0.000000,0.000000,1.711897,1.92,0.000000,4.426725,1.873177,0.000000,0,0,0,0,0

11,02:30-02:45,122.281677,16.603562,0.000000,0.000000,10.443516,20.411048,2.466002,20.375498,0.000000,0.000000,0.000000,91.160263,116.646885,138.639811,57.737237,1.039333,0.000000,0.247617,0.000000,0.000000,48.549228,0.000000,8.420983,0.000000,34.599556,128.619539,43.356110,0.000000,42.173383,19.002743,0.000000,0.000000,0.000000,0.000000,0.000000,34.815263,52.099522,0.000000,42.087186,0.000000,0.000000,31.958553,0.000000,27.157413,0.000000,2.11,1.57,0.000000,0.00,0.24,0.00,1.296892,1.894035,7.48,0.00,2.593784,17.532407,2.273463,0.000000,1.72,1.83,2.646049,337.284338,0.000000,0.801770,0.000000,0.00,0.000000,8.250465,0.14,0.000000,0.40,0.77,1.807575,4.115478,3.394049,1.283059,44.844711,1.88,1.711898,142.573852,1.877873,0.000000,0.00,1.325166,0.000000,0.000000,1.711897,1.92,0.000000,4.426725,1.873177,0.000000,0,0,0,0,0

12,02:45-03:00,122.281677,16.603562,0.000000,0.000000,10.443516,20.411048,2.466002,15.361685,0.000000,0.000000,0.000000,91.160263,116.646885,138.639811,57.737237,1.039333,0.000000,0.247617,0.000000,0.000000,48.549228,0.000000,8.420983,0.000000,34.599556,119.041099,43.356110,0.000000,42.173383,19.002743,0.000000,0.000000,0.000000,0.000000,0.000000,34.815263,52.099522,0.000000,42.087186,0.000000,0.000000,31.958553,0.000000,27.157413,0.000000,2.11,1.57,0.000000,0.00,0.24,0.00,1.296892,1.894035,7.48,0.00,2.593784,17.532407,2.273463,0.000000,1.72,1.83,2.646049,337.284338,0.000000,0.801770,0.000000,0.00,0.000000,10.923235,0.14,0.000000,0.40,0.77,1.807575,4.115478,3.394049,1.283059,44.844711,1.88,1.711898,142.573852,1.877873,0.000000,0.00,1.325166,0.000000,0.000000,1.711897,1.92,0.000000,4.426725,1.873177,0.000000,0,0,0,0,0

13,03:00-03:15,122.281677,16.603562,0.000000,0.000000,10.443516,20.411048,2.466002,14.753526,0.000000,0.000000,0.000000,91.160263,116.646885,138.639811,57.737237,1.039333,0.000000,0.247617,0.000000,0.000000,48.549228,0.000000,8.420983,0.000000,34.599556,119.041099,43.356110,0.000000,42.173383,12.668495,0.000000,0.000000,0.000000,0.000000,0.000000,34.815263,52.099522,0.000000,42.087186,0.000000,0.000000,31.958553,0.000000,27.157413,0.000000,2.11,1.57,0.000000,0.00,0.24,0.00,1.296892,1.894035,7.48,0.00,2.593784,17.532407,2.273463,0.000000,1.72,1.83,2.646049,337.284338,0.000000,0.801770,0.000000,0.00,0.000000,10.873125,0.14,0.000000,0.40,0.77,1.807575,4.115478,3.394049,1.283059,44.844711,1.88,1.711898,142.573852,1.877873,0.000000,0.00,1.325166,0.000000,0.000000,1.711897,1.92,0.000000,4.426725,1.873177,0.000000,0,0,0,0,0

14,03:15-03:30,122.281677,16.603562,0.000000,0.000000,10.443516,20.411048,2.466002,14.753526,0.000000,0.000000,0.000000,91.160263,116.646885,138.639811,57.737237,1.039333,0.000000,0.247617,0.000000,0.000000,48.549228,0.000000,8.420983,0.000000,34.599556,119.041099,43.356110,0.000000,42.173383,12.668495,0.000000,0.000000,0.000000,0.000000,0.000000,34.815263,52.099522,0.000000,42.087186,0.000000,0.000000,21.715426,0.000000,27.157413,0.000000,2.11,1.57,0.000000,0.00,0.24,0.00,1.296892,1.894035,7.48,0.00,2.593784,17.532407,2.273463,0.000000,1.72,1.83,2.646049,337.284338,0.000000,0.801770,0.000000,0.00,0.000000,10.873125,0.14,0.000000,0.40,0.77,1.807575,4.115478,3.394049,1.283059,44.844711,1.88,1.711898,142.573852,1.877873,0.000000,0.00,1.325166,0.000000,0.000000,1.711897,1.92,0.000000,4.426725,1.873177,0.000000,0,0,0,0,0

15,03:30-03:45,122.281677,16.603562,0.000000,0.000000,6.944399,20.411048,2.466002,12.939858,0.000000,0.000000,0.000000,91.160263,116.646885,138.639811,57.737237,1.039333,0.000000,0.247617,0.000000,0.000000,48.549228,0.000000,8.420983,0.000000,34.599556,119.041099,43.356110,0.000000,42.173383,12.668495,0.000000,0.000000,0.000000,0.000000,0.000000,34.815263,52.099522,0.000000,31.673751,0.000000,0.000000,0.000000,0.000000,27.157413,0.000000,2.11,1.57,0.000000,0.00,0.24,0.00,1.296892,1.894035,7.52,0.00,2.593784,14.086448,2.273463,0.000000,1.72,1.83,2.646049,337.284338,0.000000,0.801770,0.000000,0.00,0.000000,10.873125,0.14,0.000000,0.40,0.77,1.807575,4.115478,3.394049,1.283059,33.019989,1.88,1.711898,142.573852,1.877873,0.000000,0.00,1.325166,0.000000,0.000000,1.711897,1.92,0.000000,4.426725,1.873177,0.000000,0,0,0,0,0

16,03:45-04:00,122.281677,16.603562,0.000000,0.000000,6.944399,20.411048,2.466002,12.842919,0.000000,0.000000,0.000000,91.160263,116.646885,138.639811,57.737237,1.039333,0.000000,0.247617,0.000000,0.000000,48.549228,0.000000,8.420983,0.000000,34.599556,119.041099,43.356110,0.000000,42.173383,12.668495,0.000000,0.000000,0.000000,0.000000,0.000000,34.815263,52.099522,0.000000,31.673751,0.000000,0.000000,0.000000,0.000000,27.157413,0.000000,2.11,1.57,0.000000,0.00,0.24,0.00,1.296892,1.894035,7.52,0.00,2.593784,14.086448,2.273463,0.000000,1.72,1.83,2.646049,337.284338,0.000000,0.801770,0.000000,0.00,0.000000,10.873125,0.14,0.000000,0.40,0.77,1.807575,4.115478,3.394049,1.283059,33.019989,1.88,1.711898,118.167914,1.877873,0.000000,0.00,1.325166,0.000000,0.000000,1.711897,1.92,0.000000,4.426725,1.873177,0.000000,0,0,0,0,0

17,04:00-04:15,122.281677,16.603562,0.000000,0.000000,6.944399,20.411048,2.466002,12.842919,0.000000,0.000000,0.000000,91.160263,116.646885,138.639811,57.737237,1.039333,0.000000,0.247617,0.000000,0.000000,48.549228,0.000000,8.420983,0.000000,34.599556,119.041099,43.356110,0.000000,42.173383,12.668495,0.000000,0.000000,0.000000,0.000000,0.000000,34.815263,52.099522,0.000000,31.673751,0.000000,0.000000,0.000000,0.000000,27.157413,0.000000,2.11,1.57,0.000000,0.00,0.24,0.00,1.296892,1.894035,7.52,0.00,2.593784,14.086448,2.283743,0.000000,1.72,1.83,2.646049,337.284338,0.000000,0.801770,0.000000,0.00,0.000000,10.873125,0.14,0.000000,0.40,0.77,1.807575,4.115478,3.394049,1.283059,33.019989,1.88,1.711898,118.167914,1.877873,0.000000,0.00,1.325166,0.000000,0.000000,1.711897,1.92,0.000000,4.426725,1.873177,0.000000,0,0,0,0,0

18,04:15-04:30,122.281677,16.603562,0.000000,0.000000,6.944399,20.411048,2.466002,12.842919,0.000000,0.000000,0.000000,91.160263,116.646885,138.639811,57.737237,1.039333,0.000000,0.247617,0.000000,0.000000,48.549228,0.000000,8.420983,0.000000,34.599556,119.041099,43.356110,0.000000,42.173383,12.668495,0.000000,0.000000,0.000000,0.000000,0.000000,34.815263,52.099522,0.000000,31.673751,0.000000,0.000000,0.000000,0.000000,27.157413,0.000000,2.11,1.57,0.000000,0.00,0.24,0.00,1.296892,1.894035,7.52,0.00,2.593784,14.086448,2.283892,0.000000,1.72,1.83,2.646049,337.284338,0.000000,0.801770,0.000000,0.00,0.000000,10.873125,0.15,0.000000,0.40,0.77,1.807575,4.115478,3.394049,1.283059,33.019989,1.88,1.711898,118.167914,1.877873,0.000000,0.00,1.325166,0.000000,0.000000,1.711897,1.92,0.000000,4.426725,1.873177,0.000000,0,0,0,0,0

19,04:30-04:45,122.281677,16.603562,0.000000,0.000000,6.944399,20.411048,2.466002,12.842919,0.000000,0.000000,0.000000,91.160263,116.646885,138.639811,57.737237,1.039333,0.000000,0.247617,0.000000,0.000000,48.549228,0.000000,8.420983,3.356113,34.599556,119.041099,43.356110,0.000000,28.030217,19.002743,0.000000,0.000000,0.000000,0.000000,0.000000,47.169066,52.099522,0.000000,31.673751,0.000000,0.000000,0.000000,0.000000,27.157413,0.000000,2.11,1.57,0.000000,0.00,0.24,0.00,1.296892,1.894035,7.52,0.00,2.593784,14.086448,2.283892,0.000000,1.72,1.83,2.646049,337.284338,0.000000,0.801770,0.000000,0.00,0.000000,10.873125,0.15,0.000000,0.40,0.77,1.807575,4.115478,3.394049,1.283059,33.019989,1.88,1.711898,118.167914,1.877873,0.000000,0.00,1.325166,0.000000,0.000000,1.711897,1.92,0.000000,4.426725,1.873177,0.000000,0,0,0,0,0

20,04:45-05:00,122.281677,16.603562,0.000000,0.000000,6.944399,20.411048,2.466002,12.842919,0.000000,0.000000,0.000000,91.160263,116.646885,138.639811,57.737237,1.039333,0.000000,0.247617,0.000000,0.000000,48.549228,0.000000,8.420983,6.712228,34.599556,119.041099,43.356110,0.000000,28.030217,19.002743,0.000000,0.000000,0.000000,0.000000,0.000000,80.861256,52.099522,0.000000,31.673751,0.000000,0.000000,0.000000,0.000000,27.157413,0.000000,2.11,1.57,0.000000,0.00,0.24,0.00,1.296892,1.894035,7.52,0.00,2.593784,14.086448,2.283892,0.000000,1.72,1.83,2.646049,337.284338,0.000000,0.801770,0.000000,0.00,0.000000,10.873125,0.15,0.000000,0.40,0.77,1.807575,4.115478,3.394049,1.283059,33.019989,1.88,1.711898,118.167914,1.877873,0.000000,0.00,1.325166,0.000000,0.000000,1.711897,1.92,0.000000,4.426725,1.873177,0.000000,0,0,0,0,0

21,05:00-05:15,122.281677,16.603562,19.789596,0.000000,6.944399,20.411048,2.466002,12.842919,0.000000,0.000000,0.000000,91.160263,116.646885,138.639811,57.737237,1.039333,0.000000,1.114278,0.000000,0.000000,51.216768,0.000000,8.420983,34.903584,33.486722,119.041099,43.356110,0.000000,28.030217,19.002743,0.000000,0.000000,0.000000,0.000000,0.000000,80.861256,52.099522,0.382484,15.051884,0.000000,0.000000,0.000000,0.000000,27.157413,0.000000,2.11,1.57,0.000000,0.00,0.24,0.00,1.296892,1.894035,7.52,0.00,2.593784,14.086448,2.283892,0.000000,1.72,1.83,2.646049,337.284338,0.000000,0.801770,0.000000,0.00,0.000000,11.143723,0.15,0.000000,0.40,0.77,1.807575,4.115478,3.394049,1.283059,33.019989,1.88,1.711898,95.049234,1.877873,0.000000,0.00,1.325166,0.000000,0.000000,1.711897,1.92,0.000000,4.426725,1.873177,0.000000,0,0,0,0,0

22,05:15-05:30,122.281677,16.603562,48.880303,0.000000,6.944399,20.411048,2.466002,12.842919,9.582978,0.000000,0.000000,91.160263,116.646885,138.639811,57.737237,1.039333,0.000000,1.114278,0.000000,0.000000,51.216768,0.000000,8.420983,34.903584,33.486722,119.041099,43.356110,0.000000,28.030217,19.002743,0.000000,0.000000,0.000000,0.000000,0.000000,80.861256,52.099522,0.942551,16.369036,0.000000,0.000000,0.000000,0.000000,27.157413,0.830968,2.11,1.57,0.000000,0.00,0.24,0.00,1.296892,1.894035,7.52,0.00,2.593784,9.285745,2.283892,0.000000,1.72,1.83,2.646049,337.284338,0.000000,0.801770,0.000000,0.00,0.000000,11.143723,0.15,0.000000,0.40,0.77,1.807575,4.115478,3.394049,1.283059,18.156282,1.88,1.711898,95.049234,1.877873,0.000000,0.00,1.325166,0.000000,0.000000,1.711897,1.92,0.000000,4.426725,1.873177,0.000000,0,0,0,0,0

23,05:30-05:45,122.281677,16.603562,73.320453,0.000000,6.944399,20.411048,2.466002,12.842919,19.165958,0.000000,0.000000,91.160263,116.646885,138.639811,57.737237,1.039333,0.000000,0.247617,0.000000,0.000000,48.549228,0.000000,8.420983,34.903584,33.486722,119.041099,43.356110,0.000000,28.030217,19.002743,0.000000,0.000000,0.000000,0.000000,0.000000,80.861256,52.099522,1.413827,15.051884,0.000000,0.000000,0.000000,0.000000,27.157413,1.028322,2.11,1.57,0.000000,0.00,0.24,0.00,1.296892,1.894035,7.52,0.00,2.593784,9.285745,2.283892,0.000000,1.72,1.83,2.646049,337.284338,0.000000,0.801770,0.000000,0.00,0.000000,11.143723,0.15,0.000000,0.40,0.77,1.807575,4.115478,3.394049,1.283059,18.156282,1.88,1.711898,118.167914,1.877873,0.000000,0.00,1.325166,0.000000,0.000000,1.711897,1.92,0.000000,4.426725,1.873177,0.000000,0,0,0,0,0

24,05:45-06:00,122.281677,16.603562,73.320453,0.000000,6.944399,20.411048,2.466002,12.842919,28.748936,0.000000,0.000000,91.160263,116.646885,138.639811,57.737237,1.039333,0.000000,0.247617,0.000000,0.000000,48.549228,0.000000,8.420983,34.903584,33.486722,119.041099,43.356110,0.000000,28.030217,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,80.861256,52.099522,1.413827,15.051884,0.000000,0.000000,0.000000,0.000000,27.157413,1.661934,2.11,1.57,0.000000,0.00,0.24,0.00,1.296892,1.894035,7.52,0.00,2.593784,9.285745,2.283892,0.000000,1.72,1.83,2.646049,337.284338,0.000000,0.801770,0.000000,0.00,0.000000,11.143723,0.15,0.000000,0.41,0.81,1.807575,4.115478,3.394049,1.283059,18.156282,1.88,1.711898,118.167914,1.877873,0.000000,0.00,1.325166,0.000000,0.000000,1.711897,1.92,0.000000,4.426725,1.873177,0.000000,0,0,0,0,0

25,06:00-06:15,122.281677,16.603562,64.316186,0.000000,6.944399,20.411048,2.466002,10.907436,28.748936,0.000000,0.000000,91.160263,116.646885,138.639811,57.737237,1.039333,0.000000,0.247617,0.000000,0.000000,48.549228,0.000000,8.420983,34.903584,33.486722,119.041099,43.356110,0.000000,28.030217,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,80.861256,52.099522,1.243076,15.051884,0.000000,0.000000,0.000000,0.000000,24.433120,1.661934,2.11,1.57,0.000000,0.00,0.24,0.00,1.296892,1.894035,7.52,0.00,2.593784,9.285745,2.283892,0.000000,1.72,1.83,2.646049,337.284338,0.000000,0.801770,0.000000,0.57,0.000000,14.497506,0.15,0.000000,0.41,0.81,1.807575,4.115478,3.394049,1.283059,18.156282,1.88,1.711898,95.049234,1.877873,0.000000,0.00,1.325166,0.000000,0.000000,1.711897,1.92,0.000000,4.426725,1.873177,0.000000,0,0,0,0,0

26,06:15-06:30,122.281677,16.603562,73.320453,0.000000,6.944399,30.647457,2.466002,10.907436,28.748936,0.000000,0.000000,91.160263,116.646885,138.639811,57.737237,1.039333,0.000000,0.247617,0.000000,0.000000,48.549228,0.000000,8.420983,34.903584,33.486722,119.041099,43.356110,0.000000,28.030217,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,47.169066,52.099522,1.413827,15.051884,0.000000,0.000000,0.000000,0.000000,27.157413,1.661934,2.11,1.57,0.000000,0.00,0.24,0.00,1.296892,1.894035,7.52,0.00,2.593784,9.285745,2.283892,0.000000,1.72,1.83,2.646049,337.284338,0.000000,0.801770,0.000000,0.00,0.000000,14.497506,0.15,0.000000,0.41,0.81,1.807575,4.115478,3.394049,1.283059,18.156282,1.88,1.711898,95.049234,1.877873,0.000000,0.00,1.325166,0.000000,0.000000,1.711897,1.92,0.000000,4.426725,1.873177,0.000000,0,0,0,0,0

