Time,Block,NR/2023/17064/A,NR/2023/17901/A/899,NR/2023/17973/C,NR/2023/17905/A/869,NR/2023/16187/A,WR/2023/20254/A/918,NR/2023/17977/C,WR/2023/20256/A/919,WR/2023/18560/A,WR/2023/18560/A/II,Total
,,GMRETL,ITCLH,TPDDL,IEXL,APPCPL,APPCPL,SJVNL,MANIKARAN,MANIKARAN,MANIKARAN,Total

,,DELHI,ANDHRA PRADESH,HIMACHAL PRADESH,HIMACHAL PRADESH,DELHI,DELHI,NA,DELHI,DELHI,DELHI,
,,BYPL,ITCWIND,CHANJUII,BSHP,BYPL,BRPL,RSRPL_BKN,BRPL,BYPL,BYPL,
,,RAJASTHAN,DELHI,DELHI,DELHI,HIMACHAL PRADESH,GOA,DELHI,GOA,MAHARASHTRA,MAHARASHTRA,
,,RUVNL,ITCLH,TPDDL,MES (Delhi),HP,GOA_Beneficiary,NDMC,GOA_Beneficiary,AEML,AEML,
,,North-North,South-West-North,North-North,North-North,North-North,North-West,North-North,North-West,North-West,North-East-West,
1,00:00-00:15,0.000000,0.480000,3.410000,1.930000,17.080000,0.000000,0,0.000000,100.000000,0.000000,122.9

2,00:15-00:30,0.000000,0.480000,3.410000,1.930000,17.080000,0.000000,0,0.000000,100.000000,0.000000,122.9

3,00:30-00:45,0.000000,0.480000,3.410000,1.930000,17.080000,0.000000,0,0.000000,100.000000,0.000000,122.9

4,00:45-01:00,0.000000,0.480000,3.410000,1.930000,17.080000,0.000000,0,0.000000,100.000000,0.000000,122.9

5,01:00-01:15,0.000000,0.480000,3.410000,1.930000,17.080000,0.000000,0,0.000000,100.000000,0.000000,122.9

6,01:15-01:30,0.000000,0.480000,3.410000,1.930000,17.080000,0.000000,0,0.000000,100.000000,0.000000,122.9

7,01:30-01:45,0.000000,0.480000,3.410000,1.930000,17.080000,0.000000,0,0.000000,100.000000,0.000000,122.9

8,01:45-02:00,0.000000,0.480000,3.410000,1.930000,17.080000,0.000000,0,0.000000,100.000000,0.000000,122.9

9,02:00-02:15,0.000000,0.430000,3.410000,1.930000,17.080000,0.000000,0,0.000000,100.000000,0.000000,122.85

10,02:15-02:30,0.000000,0.430000,3.410000,1.930000,17.080000,0.000000,0,0.000000,100.000000,0.000000,122.85

11,02:30-02:45,0.000000,0.430000,3.410000,1.930000,17.080000,0.000000,0,0.000000,100.000000,0.000000,122.85

12,02:45-03:00,0.000000,0.430000,3.410000,1.930000,17.080000,0.000000,0,0.000000,100.000000,0.000000,122.85

13,03:00-03:15,0.000000,0.430000,3.410000,1.930000,17.080000,0.000000,0,0.000000,100.000000,0.000000,122.85

14,03:15-03:30,0.000000,0.430000,3.410000,1.930000,17.080000,0.000000,0,0.000000,100.000000,0.000000,122.85

15,03:30-03:45,0.000000,0.430000,3.410000,1.930000,17.080000,0.000000,0,0.000000,100.000000,0.000000,122.85

16,03:45-04:00,0.000000,0.430000,3.410000,1.930000,17.080000,0.000000,0,0.000000,100.000000,0.000000,122.85

17,04:00-04:15,0.000000,0.430000,3.410000,1.930000,17.080000,0.000000,0,0.000000,100.000000,0.000000,122.85

18,04:15-04:30,0.000000,0.430000,3.410000,1.930000,17.080000,0.000000,0,0.000000,100.000000,0.000000,122.85

19,04:30-04:45,0.000000,0.430000,3.410000,1.930000,17.080000,0.000000,0,0.000000,100.000000,0.000000,122.85

20,04:45-05:00,0.000000,0.430000,3.410000,1.930000,17.080000,0.000000,0,0.000000,100.000000,0.000000,122.85

21,05:00-05:15,0.000000,0.430000,3.410000,1.930000,17.080000,0.000000,0,0.000000,100.000000,0.000000,122.85

22,05:15-05:30,0.000000,0.430000,3.410000,1.930000,17.080000,0.000000,0,0.000000,100.000000,0.000000,122.85

23,05:30-05:45,0.000000,0.430000,3.410000,1.930000,17.080000,0.000000,0,0.000000,100.000000,0.000000,122.85

24,05:45-06:00,0.000000,0.430000,3.410000,1.930000,17.080000,0.000000,0,0.000000,100.000000,0.000000,122.85

25,06:00-06:15,100.000000,0.430000,3.410000,1.930000,0.000000,0.000000,0,0.000000,0.000000,100.000000,205.77

26,06:15-06:30,100.000000,0.430000,3.410000,1.930000,0.000000,0.000000,0,0.000000,0.000000,100.000000,205.77

27,06:30-06:45,100.000000,0.430000,3.410000,1.930000,0.000000,0.000000,0,0.000000,0.000000,100.000000,205.77

28,06:45-07:00,100.000000,0.430000,3.410000,1.930000,0.000000,0.000000,0,0.000000,0.000000,100.000000,205.77

29,07:00-07:15,100.000000,0.580000,3.320000,1.930000,0.000000,0.000000,0,0.000000,0.000000,100.000000,205.83

30,07:15-07:30,100.000000,0.580000,3.320000,1.930000,0.000000,0.000000,0,0.000000,0.000000,100.000000,205.83

31,07:30-07:45,100.000000,0.580000,3.320000,1.930000,0.000000,0.000000,0,0.000000,0.000000,100.000000,205.83

32,07:45:08:00,100.000000,0.580000,3.320000,1.930000,0.000000,0.000000,0,0.000000,0.000000,100.000000,205.83

33,08:00-08:15,50.000000,0.970000,3.320000,1.930000,0.000000,0.000000,0,0.000000,0.000000,100.000000,156.22

34,08:15-08:30,50.000000,0.970000,3.320000,1.930000,0.000000,0.000000,0,0.000000,0.000000,100.000000,156.22

