Block,Time,KOTESHWR,MAPS,NLCIIST1,RIHAND1,RIHAND3,TANAKPUR,TANDA2,ANTA_LF,AURY_CRF,DADRI_GF,DADRT2,DHAULIGNGA,KISHANGANGA,NLCEXP,RSTPSU1TO6,SASAN,SINGRAULI,TALST2,UNCHAHAR2,VALLURNTECL,ANTA_CRF,AURY_LF,BRBCL,JHAJJAR,RAMPUR,SIMHST1,SIMHST2,TEHRI,UNCHAHAR3,URI2,ANTA_GF,KKNPPU2,NNTPP,RAPPB,RIHAND2,ANTA_RF,AURY_GF,CHAMERA1,KGSU1AND2,KUDGI,NAPP,RAPPC,SALAL,SEWA2,TALA,TelanganaSTPP,URI,DADRI_CRF,DULHASTI,KOLDAM,NJPC,RSTPSU7,AURY_RF,BSIUL,FSTPP I & II,KGSU3AND4,PARBATI3,UNCHAHAR1,DADRI_LF,CHAMERA2,CHAMERA3,KHSTPP-I,KHSTPP-II,KKNP,NLCIIST2,NLCTS2EXP,NTPL,SINGRAULI_HYDRO,UNCHAHAR4,DADRI_RF
64,15:45-16:00,8.87,0,0,92,60.02,8.96,0,0,0,0,341.57,9.11,0,0,0,405,139.68,0,42.4,0,0,0,15,604.31,0,0,0,0,26.39,4.57,0,0,0,0,118.76,41.16,0,0,0,0,41.55,51.78,25.57,0,0,0,2.21,0,16.48,0,23.39,0,68.96,0,20.8,0,0,20.84,21.92,2.4,0,33.38,98.87,0,0,0,0,0,0,65.76

65,16:00-16:15,8.87,0,0,92,60.02,8.96,0,0,0,0,341.57,1.32,0,0,0,405,139.68,0,42.4,0,0,0,15,604.31,0,0,0,0,26.39,4.57,0,0,0,0,118.76,40.11,0,0,0,0,41.55,51.78,12.78,0,0,0,2.21,0,32.96,0,45.45,0,68.96,0,20.8,0,0,20.84,21.92,2.4,0,33.38,98.87,0,0,0,0,0,0,65.76

66,16:15-16:30,8.87,0,0,92,60.02,8.96,0,0,0,0,341.57,1.32,0,0,0,405,139.68,0,42.4,0,0,0,15,502.31,0,0,0,0,26.39,4.57,0,0,0,0,118.76,40.11,0,0,0,0,41.55,51.78,12.78,0,0,0,2.21,0,32.96,0,45.45,0,68.96,0,20.8,0,0,20.84,21.92,2.4,0,33.38,98.87,0,0,0,0,0,0,65.76

67,16:30-16:45,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,1.32,0,0,0,412.88,139.68,0,42.4,0,0,0,15,502.31,0,0,0,14.93,26.39,4.57,0,0,0,0,118.76,40.11,0,0,0,0,41.55,51.78,12.78,0,0,0,2.21,0,32.96,0,45.45,0,68.96,0,20.8,0,0,20.84,21.92,2.4,0,38.84,98.87,0,0,0,0,0,0,65.76

68,16:45-17:00,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,1.32,0,0,0,412.88,139.68,0,42.4,0,0,0,15,502.31,0,0,0,14.93,26.39,4.57,0,0,0,0,118.76,40.11,0,0,0,0,41.55,51.78,12.78,0,0,0,2.21,0,32.96,0,45.45,0,68.96,0,20.8,0,0,20.84,21.92,2.4,9.68,40.06,98.87,0,0,0,0,0,0,65.76

69,17:00-17:15,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,9.11,0,0,0,412.88,139.68,0,42.4,0,0,0,15,502.31,0,0,0,14.93,26.39,4.57,0,0,0,0,118.76,40.11,0,0,0,0,41.55,51.78,12.78,0,0,0,2.21,0,32.96,0,70.17,0,69.29,0,20.8,0,0,20.84,21.92,2.4,9.68,40.06,98.87,0,0,0,0,0,0,65.76

70,17:15-17:30,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,18.23,0,0,0,412.88,139.68,0,42.4,0,0,0,15,502.31,0,0,0,29.87,26.39,4.57,0,0,0,0,118.76,40.11,0,0,0,0,41.55,51.78,12.78,0,0,0,40.85,0,49.43,0,89.96,0,69.29,1.1,20.8,0,0,20.84,21.92,4,9.68,41.27,98.87,0,0,0,0,0,0,65.76

71,17:30-17:45,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,27.48,0,0,0,412.88,139.68,0,42.4,0,0,0,15,502.31,0,0,0,46.69,26.39,4.57,0,0,0,0,118.76,40.11,0,11.85,0,0,41.55,51.78,25.57,0,0,0,40.85,0,49.43,0,113.64,0,69.29,6.52,20.8,0,0,20.84,21.92,15.99,19.36,41.27,98.87,0,0,0,0,0,0,65.76

72,17:45-18:00,19.72,0,0,92,60.02,7.68,0,0,0,0,341.57,37.65,0,0,0,412.88,139.68,0,42.4,0,0,0,15,502.31,0,0,0,62.24,26.39,4.57,0,0,0,0,118.76,40.11,0,11.85,0,0,41.55,51.78,79.38,0,0,0,3.31,0,49.93,0,140.34,0,69.29,19.56,20.8,0,0,20.84,21.92,40.79,30.56,42.49,98.87,0,0,0,0,0,0,65.76

73,18:00-18:15,19.72,0,0,92,60.02,7.68,0,0,0,0,341.57,37.65,0,0,0,412.88,139.68,0,42.4,0,0,0,15,502.31,0,0,0,62.24,26.39,4.57,0,0,0,0,118.76,40.63,0,28.1,0,0,41.55,51.78,79.38,2.67,0,0,2.21,0,49.93,0,140.34,0,69.29,19.56,20.8,0,0,20.84,21.92,40.79,30.56,42.49,98.87,0,0,0,0,0,0,65.76

74,18:15-18:30,19.72,0,0,92,60.02,10.89,0,0,0,0,341.57,37.65,0,0,0,412.88,139.68,0,42.4,0,0,0,15,502.31,0,0,0,62.24,26.39,4.57,0,0,0,0,118.76,40.63,0,42.15,0,0,41.55,51.78,79.38,7.19,0,0,2.21,0,49.93,0,140.34,0,69.29,19.56,20.8,0,0,20.84,21.92,40.79,30.56,42.49,98.87,0,0,0,0,0,0,65.76

75,18:30-18:45,19.72,0,0,92,60.02,10.89,0,0,0,0,341.57,37.65,0,0,0,412.88,139.68,0,42.4,0,0,0,15,502.31,0,0,0,62.24,26.39,4.57,0,0,0,0,118.76,40.63,0,42.15,0,0,41.55,51.78,79.38,15.81,0,0,2.21,0,49.93,0,140.34,0,69.29,19.56,20.8,0,0,20.84,21.92,40.79,30.56,42.49,98.87,0,0,0,0,0,0,65.76

76,18:45-19:00,19.72,0,0,92,60.02,8.96,0,0,0,0,341.57,37.65,0,0,0,412.88,139.68,0,42.4,0,0,0,15,502.31,0,0,0,62.24,26.39,4.57,0,0,0,0,118.76,40.95,0,42.15,0,0,41.55,51.78,25.57,15.81,0,0,2.21,0,49.93,0,140.34,0,69.29,19.56,20.8,0,2.55,20.84,21.92,40.79,30.56,42.49,98.87,0,0,0,0,0,0,65.76

77,19:00-19:15,19.72,0,0,92,60.02,7.68,0,0,0,0,341.57,37.65,0,0,0,412.88,139.68,0,42.4,0,0,0,15,502.31,0,0,0,62.24,26.39,4.57,0,0,0,0,118.76,41.16,0,42.15,0,0,41.55,51.78,12.78,15.81,0,0,2.21,0,49.93,0,140.34,0,69.29,19.56,20.8,0,5.09,20.84,21.92,40.79,30.56,42.49,98.87,0,0,0,0,0,0,65.76

78,19:15-19:30,19.72,0,0,92,60.02,7.68,0,0,0,0,341.57,37.65,0,0,0,412.88,139.68,0,42.4,0,0,0,15,502.31,0,0,0,62.24,26.39,4.57,0,0,0,0,118.76,41.16,0,42.15,0,0,41.55,51.78,12.78,15.81,0,0,2.21,0,49.93,0,140.34,0,69.29,19.56,20.8,0,33.1,20.84,21.92,40.79,30.56,42.49,98.87,0,0,0,0,0,0,65.76

79,19:30-19:45,19.72,0,0,92,60.02,7.68,0,0,0,0,341.57,37.65,0,0,0,412.88,139.68,0,42.4,0,0,0,15,502.31,0,0,0,62.24,26.39,4.57,0,0,0,0,118.76,41.16,0,42.15,0,0,41.55,51.78,12.78,15.81,0,0,2.21,0,49.93,0,140.34,0,69.29,19.56,20.8,0,49.01,20.84,21.92,40.79,30.56,42.49,98.87,0,0,0,0,0,0,65.76

80,19:45-20:00,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,18.23,0,0,0,412.88,139.68,0,42.4,0,0,0,15,502.31,0,0,0,62.24,26.39,4.57,0,0,0,0,118.76,41.16,0,42.15,0,0,41.55,51.78,12.78,15.81,0,0,2.21,0,32.96,0,113.64,0,69.29,6.52,20.8,0,49.01,20.84,21.92,26.34,19.36,42.49,98.87,0,0,0,0,0,0,65.76

81,20:00-20:15,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,9.11,0,0,0,412.88,139.68,0,42.4,0,0,0,15,502.31,0,0,0,62.24,26.39,4.57,0,0,0,0,118.76,41.16,0,42.15,0,0,41.55,51.78,12.78,12,0,0,40.85,0,32.96,0,89.96,0,69.29,6.52,20.8,0,49.01,20.84,21.92,26.34,19.36,42.49,98.87,0,0,0,0,0,0,65.76

82,20:15-20:30,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,9.11,0,0,0,412.88,139.68,0,42.4,0,0,0,15,502.31,0,0,0,61.49,26.39,26.9,0,0,0,0,118.76,41.16,0,14.05,0,0,41.55,51.78,12.78,8.84,0,0,40.85,0,32.96,0,70.17,0,69.29,0,20.8,0,33.1,20.84,21.92,26.34,19.36,42.49,98.87,0,0,0,0,0,0,65.76

83,20:30-20:45,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,9.11,0,0,0,412.88,139.68,0,42.4,0,0,0,15,502.31,0,0,0,44.79,26.39,26.9,0,0,0,0,118.76,41.16,0,14.05,0,0,41.55,51.78,12.78,8,0,0,4.41,0,32.96,0,39.78,0,69.29,0,20.8,0,33.1,20.84,21.92,26.34,19.36,42.49,98.87,0,0,0,0,0,0,65.76

84,20:45-21:00,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,9.11,0,0,0,412.88,139.68,0,42.4,0,0,0,15,502.31,0,0,0,44.79,26.39,26.9,0,0,0,0,118.76,41.16,0,14.05,0,0,41.55,51.78,12.78,8,0,0,2.21,0,32.96,0,39.78,0,69.29,0,20.8,0,5.09,20.84,21.92,12,9.68,42.49,98.87,0,0,0,0,0,0,65.76

85,21:00-21:15,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,9.11,0,0,0,418.77,139.68,0,42.4,0,0,0,15,502.31,0,0,0,44.79,26.39,26.9,0,0,0,0,118.76,41.16,0,14.05,0,0,41.55,51.78,12.78,8,0,0,2.21,0,32.96,0,39.78,0,69.29,0,20.8,0,2.55,20.84,21.92,2,9.68,42.49,98.87,0,0,0,0,0,0,65.76

86,21:15-21:30,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,9.11,0,0,0,418.77,139.68,0,42.4,0,0,0,15,502.31,0,0,0,44.79,26.39,26.9,0,0,0,0,118.76,41.16,0,11.85,0,0,41.55,51.78,12.78,8,0,0,2.21,0,32.96,0,39.78,0,69.29,0,20.8,0,0,20.84,21.92,2,9.68,42.49,98.87,0,0,0,0,0,0,65.76

87,21:30-21:45,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,9.11,0,0,0,418.77,139.68,0,42.4,0,0,0,15,502.31,0,0,0,29.87,26.39,26.9,0,0,0,0,118.76,41.16,0,0,0,0,41.55,51.78,12.78,8,0,0,2.21,0,32.96,0,39.78,0,69.29,0,20.8,0,0,21.12,21.92,2,9.68,42.49,120.63,0,0,0,0,0,0,65.76

88,21:45-22:00,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,9.11,0,0,0,418.77,139.68,0,42.4,0,0,0,15,502.31,0,0,0,29.87,26.39,4.57,0,0,0,0,118.76,41.16,0,0,0,0,41.55,51.78,12.78,8,0,0,2.21,0,32.96,0,39.78,0,69.29,0,20.8,0,0,21.12,21.92,2,9.68,42.49,120.63,0,0,0,0,0,0,65.76

89,22:00-22:15,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,9.11,0,0,0,418.77,139.68,0,42.4,0,0,0,15,502.31,0,0,0,29.87,26.39,4.57,0,0,0,0,118.76,41.68,0,0,0,0,41.55,51.78,12.78,8,0,0,2.21,0,32.96,0,39.78,0,69.5,0,20.8,0,0,21.12,21.92,2,0,42.49,125.88,0,0,0,0,0,0,65.76

90,22:15-22:30,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,9.11,0,0,0,418.77,139.68,0,42.4,0,0,0,15,502.31,0,0,0,29.87,26.39,4.57,0,0,0,0,118.76,41.68,0,0,0,0,41.55,51.78,12.78,8,0,0,2.21,0,32.96,0,39.78,0,69.5,0,20.8,0,0,21.12,21.92,2,0,42.49,125.88,0,0,0,0,0,0,65.76

91,22:30-22:45,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,9.11,0,0,0,418.77,139.68,0,42.4,0,0,0,15,502.31,0,0,0,29.87,26.39,4.57,0,0,0,0,118.76,41.68,0,0,0,0,41.55,51.78,12.78,2.67,0,0,2.21,0,32.96,0,39.78,0,69.5,0,20.8,0,0,21.12,21.92,2,0,42.49,125.88,0,0,0,0,0,0,65.76

92,22:45-23:00,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,9.11,0,0,0,418.77,139.68,0,42.4,0,0,0,15,502.31,0,0,0,29.87,26.39,4.57,0,0,0,0,118.76,41.68,0,0,0,0,41.55,51.78,12.78,0,0,0,2.21,0,32.96,0,39.78,0,69.5,0,20.8,0,0,21.12,21.92,2,0,42.49,131.13,0,0,0,0,0,0,65.76

93,23:00-23:15,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,9.11,0,0,0,418.77,139.68,0,42.4,0,0,0,15,502.31,0,0,0,29.87,26.39,4.57,0,0,0,0,118.76,42.74,0,0,0,0,41.55,51.78,12.78,0,0,0,40.85,0,32.96,0,39.78,0,69.5,0,20.8,0,0,21.12,21.92,2,0,42.49,131.13,0,0,0,0,0,0,65.76

94,23:15-23:30,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,9.11,0,0,0,418.77,139.68,0,42.4,0,0,0,15,502.31,0,0,0,29.87,26.39,4.57,0,0,0,0,118.76,42.74,0,0,0,0,41.55,51.78,12.78,0,0,0,40.85,0,32.96,0,39.78,0,69.5,0,20.8,0,0,21.12,21.92,2,0,42.49,131.13,0,0,0,0,0,0,65.76

95,23:30-23:45,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,9.11,0,0,0,418.77,139.68,0,42.4,0,0,0,15,502.31,0,0,0,29.87,26.39,4.57,0,0,0,0,118.76,42.74,0,0,0,0,41.55,51.78,12.78,0,0,0,3.31,0,32.96,0,39.78,0,69.5,0,20.8,0,0,21.12,21.92,2,0,42.49,141.62,0,0,0,0,0,0,65.76

96,23:45-24:00,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,9.11,0,0,0,418.77,139.68,0,42.4,0,0,0,15,502.31,0,0,0,29.87,26.39,4.57,0,0,0,0,118.76,42.74,0,0,0,0,41.55,51.78,12.78,0,0,0,2.21,0,32.96,0,39.78,0,69.5,0,20.8,0,0,21.12,21.92,2,0,42.49,148.3,0,0,0,0,0,0,65.76

