Block,Time,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,NR/01032024/15032024/HP-62,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01032024/15032024/BYPL-APPCPL-KSEB,NR/01102023/02012046/L_NR_2021_17,NR/01032024/31032024/NVVN/OA/16997,NR/01032024/22032024/HP-59,NR/01102023/19072037/LT-05,WR/01102023/31032046/L_NR_2020_05,NR/01102023/14082046/L_NR_2021_16,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_17,NR/01102023/06022042/L_NR_2012_07,SR/01102023/07102043/L_NR_2018_61,NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,SR/01032024/31032024/SJVN010324NR1590,NR/01102023/30042040/GNA_LT_36,NR/01032024/22032024/HP-56,NR/30092023/26122029/SH-06,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01032024/15032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,NR/01032024/31032024/SJVN010324NR1588,WR/01102023/01102023/L_NR_2020_06,NR/01032024/31032024/SJVN010324NR1589,NR/01102023/30042040/GNA_LT_35,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/01102023/05012040/L_NR_2020_02,NR/26072023/25122043/L_NR_2023_10,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31052040/LT-31,NR/01012024/31032024/ ChanjuII,NR/01102023/22052037/LT-59,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_16,NR/01102023/23072042/L_NR_2012_04,WR/01032024/15032024/TPDDL/PMG/MSEDCL/Banking/12112023,NR/01102023/06022042/L_NR_2012_02
6,01:15-01:30,0,0,48.14,98.210000,0,96.27,0,48.140000,32.760000,47.170000,22.5,0,8,0,52.630000,6.61,0.000000,7.5,16,0,0.000000,76.530000,25.020000,0,96.27,25.030000,25.980000,0,7.5,0,0.000000,0,0,16,0,0,1.340000,0,0.950000,99.750000,0.000000,3.490000,0.850000,0,0,270.760000,144.405000,200.600000

7,01:30-01:45,0,0,48.14,98.210000,0,96.27,0,48.140000,32.760000,47.170000,22.5,0,6.66,0,52.630000,6.61,0.000000,7.5,14.67,0,0.000000,76.530000,25.020000,0,96.27,25.030000,25.980000,0,7.5,0,0.000000,0,0,14.67,0,0,1.340000,0,0.950000,99.750000,0.000000,3.490000,0.850000,0,0,270.760000,144.405000,200.600000

8,01:45-02:00,0,0,48.14,98.210000,0,96.27,0,48.140000,32.760000,47.170000,22.5,0,6.66,0,52.630000,6.61,0.000000,7.5,14.67,0,0.000000,76.530000,25.020000,0,96.27,25.030000,25.980000,0,7.5,0,0.000000,0,0,14.67,0,0,1.340000,0,0.950000,70.870000,0.000000,3.490000,0.850000,0,0,270.760000,144.405000,175.880000

9,02:00-02:15,0,0,48.14,98.210000,0,96.27,0,48.140000,32.760000,47.170000,22.5,0,6.66,0,52.630000,6.61,0.000000,7.5,14.67,0,0.000000,76.530000,25.020000,0,96.27,25.030000,25.980000,0,7.5,0,0.000000,0,0,14.67,0,0,1.340000,0,0.950000,52.950000,0.000000,3.400000,0.850000,0,0,270.760000,144.405000,177.800000

10,02:15-02:30,0,0,48.14,98.210000,0,96.27,0,48.140000,32.760000,35.100000,22.5,0,6.66,0,33.690000,6.61,0.000000,7.5,14.67,0,0.000000,76.530000,25.020000,0,96.27,25.030000,25.980000,0,7.5,0,0.000000,0,0,14.67,0,0,1.340000,0,0.950000,52.950000,0.000000,3.400000,0.850000,0,0,270.760000,144.405000,149.220000

11,02:30-02:45,0,0,48.14,98.210000,0,96.27,0,48.140000,32.760000,35.100000,22.5,0,6,0,33.690000,6.61,0.000000,7.5,13.33,0,0.000000,76.530000,25.020000,0,96.27,25.030000,25.980000,0,7.5,0,0.000000,0,0,13.33,0,0,1.340000,0,0.950000,52.950000,0.000000,3.400000,0.850000,0,0,250.300000,144.405000,132.850000

12,02:45-03:00,0,0,48.14,98.210000,0,96.27,0,48.140000,32.760000,35.100000,22.5,0,6,0,33.690000,6.61,0.000000,7.5,13.33,0,0.000000,76.530000,25.020000,0,96.27,25.030000,25.980000,0,7.5,0,0.000000,0,0,13.33,0,0,1.340000,0,0.950000,52.950000,0.000000,3.400000,0.850000,0,0,231.050000,144.405000,132.850000

13,03:00-03:15,0,0,48.14,98.210000,0,96.27,0,48.140000,32.760000,35.100000,21.5,0,6,0,33.690000,6.61,0.000000,7.17,13.33,0,0.000000,76.530000,25.020000,0,96.27,25.030000,25.980000,0,7.16,0,0.000000,0,0,13.33,0,0,1.340000,0,0.950000,52.950000,0.000000,3.400000,0.850000,0,0,211.790000,144.405000,132.850000

14,03:15-03:30,0,0,48.14,98.210000,0,96.27,0,48.140000,32.760000,35.100000,21.5,0,6,0,33.690000,6.61,0.000000,7.17,13.33,0,0.000000,76.530000,25.020000,0,96.27,25.030000,25.980000,0,7.16,0,0.000000,0,0,13.33,0,0,1.340000,0,0.950000,52.950000,0.000000,3.400000,0.850000,0,0,192.540000,144.405000,132.850000

15,03:30-03:45,0,0,48.14,98.210000,0,96.27,0,48.140000,32.760000,35.100000,21.5,0,6,0,33.690000,6.61,0.000000,7.17,13.33,0,0.000000,76.530000,25.020000,0,96.27,24.070000,25.980000,0,7.16,0,0.000000,0,0,13.33,0,0,1.340000,0,0.950000,52.950000,0.000000,3.400000,0.850000,0,0,181.950000,144.405000,132.850000

16,03:45-04:00,0,0,48.14,98.210000,0,96.27,0,48.140000,32.760000,35.100000,21.5,0,6,0,33.690000,6.61,0.000000,7.17,13.33,0,0.000000,76.530000,25.020000,0,96.27,24.070000,25.980000,0,7.16,0,0.000000,0,0,13.33,0,0,1.340000,0,0.950000,52.950000,0.000000,3.400000,0.850000,0,0,192.540000,144.405000,132.850000

17,04:00-04:15,0,0,48.14,98.210000,0,96.27,0,48.140000,32.760000,35.100000,21.5,0,6,0,33.690000,6.61,0.000000,7.17,13.33,0,0.000000,76.530000,25.020000,0,96.27,24.070000,25.980000,0,7.16,0,0.000000,0,0,13.33,0,0,1.300000,0,0.950000,52.950000,0.000000,3.400000,0.850000,0,0,211.790000,144.405000,145.060000

18,04:15-04:30,0,0,48.14,98.210000,0,96.27,0,48.140000,32.760000,35.100000,21.5,0,6,0,33.690000,6.61,0.000000,7.17,13.33,0,0.000000,76.530000,25.020000,0,96.27,24.070000,25.980000,0,7.16,0,0.000000,0,0,13.33,0,0,1.300000,0,0.950000,52.950000,0.000000,3.400000,0.850000,0,0,231.050000,144.405000,145.060000

19,04:30-04:45,0,0,48.14,98.210000,0,96.27,0,48.140000,32.760000,35.100000,21.5,0,6,0,33.690000,6.61,0.000000,7.17,13.33,0,0.000000,76.530000,25.020000,0,96.27,24.070000,25.980000,0,7.16,0,0.000000,0,0,13.33,0,0,1.300000,0,0.950000,52.950000,0.000000,3.400000,0.850000,0,0,250.300000,144.405000,173.940000

20,04:45-05:00,0,0,48.14,98.210000,0,96.27,0,48.140000,32.760000,35.100000,21.5,0,6,0,52.630000,6.61,0.000000,7.17,13.33,0,0.000000,76.530000,25.020000,0,96.27,24.070000,25.980000,0,7.16,0,0.000000,0,0,13.33,0,0,1.300000,0,0.950000,52.950000,0.000000,3.400000,0.850000,0,0,270.760000,144.405000,222.080000

21,05:00-05:15,0,0,48.14,98.210000,0,96.27,0,48.140000,32.760000,47.170000,21.5,0,6,0,63.130000,6.61,0.000000,7.17,13.33,0,0.000000,76.530000,25.020000,0,96.27,24.070000,25.980000,0,7.16,0,0.000000,0,0,13.33,0,0,1.300000,0,0.950000,81.830000,0.000000,3.400000,0.850000,0,0,270.760000,144.405000,260.510000

22,05:15-05:30,0,0,48.14,98.210000,0,96.27,0,48.140000,32.760000,47.170000,21.5,0,6,0,86.840000,6.61,0.000000,7.17,13.33,0,0.000000,76.530000,25.020000,0,96.27,24.070000,25.980000,0,7.16,0,0.000000,0,0,13.33,0,0,1.300000,0,0.950000,99.750000,0.000000,3.400000,0.850000,0,0,270.760000,144.405000,260.510000

23,05:30-05:45,0,0,48.14,98.210000,0,96.27,0,48.140000,32.760000,47.170000,21.5,0,6,0,86.840000,6.61,0.000000,7.17,13.33,0,0.000000,76.530000,25.020000,0,96.27,24.070000,25.980000,0,7.16,0,0.000000,0,0,13.33,0,0,1.300000,0,0.950000,99.750000,0.000000,3.400000,0.850000,0,0,270.760000,144.405000,260.510000

24,05:45-06:00,0,0,48.14,98.210000,0,96.27,0,48.140000,32.760000,47.170000,21.5,0,6,0,86.840000,6.61,0.000000,7.17,13.33,0,0.000000,76.530000,25.020000,0,96.27,25.030000,25.980000,0,7.16,0,0.000000,0,0,13.33,0,0,1.300000,0,0.950000,99.750000,0.000000,3.400000,0.850000,0,0,270.760000,144.405000,260.510000

25,06:00-06:15,0,0,48.14,0.000000,0,96.27,0,48.140000,0.000000,33.020000,21.5,0,6,0,62.770000,6.61,0.000000,7.17,13.33,0,0.000000,0.000000,30.810000,0,96.27,25.030000,25.020000,0,7.16,0,0.000000,0,0,13.33,0,0,1.300000,0,0.950000,72.200000,0.000000,3.400000,0.770000,0,0,251.260000,144.405000,233.850000

26,06:15-06:30,0,0.01,48.14,0.000000,0,96.27,0,48.140000,0.000000,33.020000,21.5,0,6,0,57.400000,6.61,0.000000,7.17,13.33,0,0.000000,0.000000,30.810000,1,96.27,25.030000,25.020000,0,7.16,0,0.000000,0,0,13.33,0,0,1.300000,0,0.950000,77.020000,0.000000,3.400000,0.770000,0,0,231.050000,144.405000,204.970000

27,06:30-06:45,0,0.01,48.14,0.000000,0,96.27,0,48.140000,0.000000,47.170000,21.5,0,6,0,67.900000,6.61,0.000000,7.17,13.33,0,0.000000,0.000000,30.810000,8.14,96.27,24.070000,25.020000,0,7.16,0,0.000000,0,1,13.33,0,0,1.300000,0,0.950000,99.750000,0.000000,3.400000,0.770000,0.58386,0,211.790000,144.405000,233.850000

28,06:45-07:00,0,0.01,48.14,0.000000,2,96.27,0,48.140000,0.000000,57.740000,21.5,0,6,0,86.840000,6.61,0.000000,7.17,13.33,0,0.000000,0.000000,30.810000,14.94,96.27,23.100000,18.000000,0,7.16,0,0.000000,0,3,13.33,0,1,1.300000,1,0.950000,99.750000,0.000000,3.400000,0.770000,4.57357,0,211.790000,144.405000,260.510000

29,07:00-07:15,2.6,0.24,48.14,0.000000,7,96.27,0,48.140000,0.000000,57.740000,21.5,0,6,1,86.840000,6.61,0.000000,7.17,13.33,0,0.080000,0.000000,30.810000,24.12,96.27,22.140000,18.000000,0,7.16,0,0.080000,1,10,13.33,0.05,4,1.300000,1,0.000000,99.750000,0.080000,3.310000,0.770000,10.879258,2,211.790000,144.405000,260.510000

30,07:15-07:30,6.82,1.59,48.14,0.000000,15,96.27,0,48.140000,0.000000,57.740000,21.5,0,6,3,86.840000,6.61,0.000000,7.17,13.33,0,0.450000,0.000000,30.810000,33,96.27,22.140000,0.000000,0,7.16,0,0.430000,2,33,13.33,0.32,11,1.300000,4,0.000000,99.750000,0.430000,3.310000,0.770000,17.739613,6,211.790000,144.405000,260.510000

31,07:30-07:45,11.82,14.75,48.14,0.000000,25,96.27,0,48.140000,0.000000,57.740000,21.5,0,6,6,86.840000,6.61,0.000000,7.17,13.33,0,1.270000,0.000000,30.810000,32.52,96.27,21.180000,0.000000,0,7.16,0,1.230000,5,32.52,13.33,2.95,14,1.300000,6,0.950000,99.750000,1.230000,3.310000,0.770000,25.796881,11,211.790000,144.405000,260.510000

32,07:45:08:00,16.82,38.48,48.14,0.000000,30.71,96.27,0,48.140000,0.000000,57.740000,21.5,0,6,10,86.840000,6.61,0.000000,7.17,13.33,0,2.300000,0.000000,30.810000,30.72,96.27,21.180000,0.000000,0,7.16,0,2.250000,9,30.72,13.33,7.7,32,1.300000,13,0.950000,99.750000,2.250000,3.310000,0.770000,35.829542,20,211.790000,144.405000,260.510000

33,08:00-08:15,21.74,60.19,48.14,0.000000,30.71,96.27,0,48.140000,0.000000,57.740000,21.5,0,6,15,86.840000,6.61,0.000000,7.17,13.33,0,3.540000,0.000000,30.810000,30.72,96.27,21.180000,30.810000,0,7.16,0,3.460000,13.7,30.72,13.33,12.04,49,1.340000,21,0.950000,99.750000,3.460000,3.310000,0.770000,47.623514,30,211.790000,144.405000,260.510000

34,08:15-08:30,27.48,83.87,48.14,0.000000,30.71,96.27,0,48.140000,0.000000,57.740000,21.5,0,6,19,86.840000,6.61,0.000000,7.17,13.33,0,5.230000,0.000000,30.810000,30.72,96.27,20.220000,30.810000,0,7.16,0,5.100000,18.5,30.72,13.33,16.77,67,1.340000,28,0.950000,99.750000,5.100000,3.310000,0.770000,60.215428,39,211.790000,144.405000,260.510000

35,08:30-08:45,33.45,107.37,48.14,0.000000,31.71,96.27,0,48.140000,0.000000,57.740000,21.5,0,6,24,86.840000,6.61,0.000000,7.17,13.33,0,6.770000,0.000000,30.810000,31.72,96.27,20.220000,30.810000,0,7.16,0,6.610000,24.1,31.72,13.33,21.47,95,1.340000,40,0.950000,99.750000,6.610000,3.310000,0.770000,72.710032,47,211.790000,144.405000,260.510000

36,08:45:09:00,44.03,130.02,48.14,0.000000,31.71,96.27,0,48.140000,0.000000,57.740000,21.5,0,6,29,86.840000,6.61,0.000000,7.17,13.33,0,8.230000,0.000000,30.810000,31.72,96.27,20.220000,30.810000,0,7.16,0,8.030000,28.1,31.72,13.33,26,109,1.340000,46,0.950000,99.750000,8.030000,3.310000,0.770000,84.95163,57,211.790000,144.405000,260.510000

37,09:00:09:15,53.88,151.33,48.14,0.000000,31.71,96.27,0,48.140000,0.000000,57.740000,21.5,0,6,32,86.840000,6.61,0.000000,7.17,13.33,14.83,9.760000,0.000000,30.810000,31.72,96.27,20.220000,30.810000,0,7.16,0,9.520000,31.4,31.72,13.33,30.26,126,1.340000,54,0.950000,99.750000,9.520000,3.310000,0.770000,94.312852,65,211.790000,144.405000,260.510000

38,09:15-09:30,62.74,170.83,48.14,0.000000,31.71,96.27,0,48.140000,0.000000,57.740000,21.5,0,6,36,86.840000,6.61,0.000000,7.17,13.33,14.83,11.120000,0.000000,30.810000,31.72,96.27,20.220000,30.810000,0,7.16,0,10.840000,34.5,31.72,13.33,34.16,140,1.340000,60,0.950000,99.750000,10.840000,3.310000,0.770000,104.228741,72,211.790000,144.405000,260.510000

39,09:30-09:45,71,189.88,48.14,0.000000,31.71,96.27,0,48.140000,0.000000,57.740000,21.5,0,6,39,86.840000,6.01,0.000000,7.17,14,14.83,12.260000,0.000000,30.810000,31.72,96.27,19.250000,30.810000,0,7.16,0,11.970000,37.5,31.72,14,37.97,154,1.340000,66,0.950000,99.750000,11.970000,3.310000,0.770000,112.957448,78,211.790000,144.405000,260.510000

40,09:45-10:00,78.65,207.53,48.14,0.000000,32.05,96.27,0,48.140000,0.000000,57.740000,21.5,0,6,42,86.840000,6.01,0.000000,7.17,15,14.83,13.410000,0.000000,30.810000,32.05,96.27,19.250000,30.810000,0,7.16,0,13.070000,40.5,32.05,15,41.51,172,1.340000,73,0.950000,99.750000,13.070000,3.310000,0.770000,120.771441,84,211.790000,144.405000,260.510000

41,10:00-10:15,85.62,223.32,48.14,0.000000,32.05,96.27,0,48.140000,0.000000,57.740000,27.5,0,6,45,86.840000,6.01,0.000000,9.17,15.67,0,14.380000,0.000000,30.810000,32.05,96.27,19.250000,2.410000,24.07,9.16,28.88,14.030000,43.1,32.05,15.67,44.66,186,1.390000,79,0.950000,99.750000,14.030000,3.310000,0.770000,127.534486,89,211.790000,144.405000,260.510000

42,10:15-10:30,91.93,233.09,48.14,0.000000,32.05,96.27,0,48.140000,0.000000,57.740000,28,0,6,47,86.840000,6.01,0.000000,9.33,16,0,15.320000,0.000000,30.810000,32.05,96.27,19.250000,20.410000,24.07,9.34,28.88,14.950000,45.2,32.05,16,46.62,196,1.390000,84,0.950000,99.750000,14.950000,3.310000,0.770000,133.081156,93,211.790000,144.405000,260.510000

43,10:30-10:45,92.52,237.5,48.14,0.000000,32.05,96.27,0,48.140000,0.000000,57.740000,22.5,0,6,47,86.840000,6.01,0.000000,7.5,12.67,0,16.350000,0.000000,30.810000,32.05,96.27,19.250000,27.430000,24.07,7.5,28.88,15.950000,46.8,32.05,12.67,47.5,203,1.390000,87,0.950000,99.750000,15.950000,3.310000,0.770000,139.698236,94,211.790000,144.405000,260.510000

44,10:45-11:00,92.33,237.5,48.14,0.000000,32.05,96.27,0,48.140000,0.000000,57.740000,22.5,0,6,47,86.840000,6.01,0.000000,7.5,12.67,0,16.930000,0.000000,30.810000,32.05,96.27,19.250000,27.430000,24.07,7.5,28.88,16.520000,48,32.05,12.67,47.5,210,1.390000,90,0.950000,99.750000,16.520000,3.310000,0.770000,144.203689,95,211.790000,144.405000,260.510000

45,11:00-11:15,92.29,237.5,48.14,0.000000,32.05,96.27,0,48.140000,0.000000,57.740000,22.5,0,6,47,86.840000,6.01,0.000000,7.5,12.67,0,17.320000,0.000000,30.810000,32.05,96.27,19.250000,27.430000,24.07,7.5,28.88,16.900000,48.2,32.05,12.67,47.5,210,1.390000,90,0.950000,99.750000,16.900000,3.310000,0.690000,147.930662,95,211.790000,144.405000,260.510000

46,11:15-11:30,92.41,237.5,48.14,0.000000,32.05,96.27,0,48.140000,0.000000,57.740000,22.5,0,6,47,76.330000,6.01,0.000000,7.5,12.67,0,17.660000,0.000000,30.810000,32.05,96.27,19.250000,27.430000,24.07,7.5,28.88,17.230000,48.2,32.05,12.67,47.5,210,1.390000,90,0.950000,99.750000,17.230000,3.310000,0.690000,151.005658,95,211.790000,144.405000,260.510000

47,11:30-11:45,92.52,237.5,48.14,0.000000,32.05,96.27,0,48.140000,0.000000,57.740000,22.5,0,6,47,76.330000,6.01,0.000000,7.5,12.67,0,17.920000,0.000000,30.810000,32.05,96.27,19.250000,27.430000,24.07,7.5,28.88,17.480000,48.2,32.05,12.67,47.5,210,1.390000,90,0.950000,99.750000,17.480000,3.310000,0.690000,153.214595,95,211.790000,144.405000,260.510000

48,11:45-12:00,92.34,237.5,48.14,0.000000,32.05,96.27,0,48.140000,0.000000,57.740000,22.5,0,6,47,76.330000,6.01,0.000000,7.5,12.67,0,18.110000,0.000000,30.810000,32.05,96.27,19.250000,27.430000,24.07,7.5,28.88,17.670000,48.2,32.05,12.67,47.5,210,1.390000,90,0.950000,86.640000,17.670000,3.310000,0.690000,154.693707,95,211.790000,144.405000,260.510000

49,12:00-12:15,92.63,237.5,48.14,0.000000,32.05,96.27,0,48.140000,0.000000,57.740000,22.5,0,6,47,76.330000,6.01,0.000000,7.5,17.33,0,18.210000,0.000000,30.810000,32.05,96.27,19.250000,27.430000,24.07,7.5,28.88,17.760000,48.2,32.05,17.33,47.5,210,1.430000,90,0.950000,86.640000,17.760000,3.220000,0.690000,154.314198,95,211.790000,144.405000,260.510000

50,12:15-12:30,92.52,237.5,48.14,0.000000,32.05,96.27,0,48.140000,0.000000,57.740000,22,0,6,47,75.900000,6.01,0.000000,7.33,17,0,18.210000,0.000000,30.810000,32.05,96.27,19.250000,27.430000,24.07,7.34,28.88,17.760000,48.2,32.05,17,47.5,210,1.430000,90,0.950000,51.020000,17.760000,3.220000,0.690000,154.508818,95,211.790000,144.405000,260.510000

51,12:30-12:45,92.52,237.5,48.14,0.000000,32.05,96.27,0,48.140000,0.000000,57.740000,28.5,0,6,47,51.660000,6.01,0.000000,9.5,17,0,18.210000,0.000000,30.000000,32.05,96.27,19.250000,30.000000,24.07,9.5,28.88,17.760000,48.2,32.05,17,47.5,210,1.430000,90,0.950000,51.020000,17.760000,3.220000,0.690000,154.226619,95,211.790000,144.405000,260.510000

52,12:45-13:00,92.19,237.5,48.14,0.000000,32.05,96.27,0,48.140000,0.000000,57.740000,28.4,0,6,47,51.660000,6.01,0.000000,9.47,16.67,0,18.210000,0.000000,30.000000,32.05,96.27,19.250000,30.000000,24.07,9.46,28.88,17.760000,48.2,32.05,16.67,47.5,210,1.430000,90,0.950000,51.020000,17.760000,3.220000,0.690000,153.633028,95,211.790000,144.405000,260.510000

53,13:00-13:15,92.41,237.5,48.14,0.000000,32.05,96.27,0,48.140000,0.000000,47.170000,28,0,7.34,47,32.720000,6.01,0.000000,9.33,16.33,0,18.210000,0.000000,25.980000,32.05,96.27,19.250000,25.980000,24.07,9.34,28.88,17.760000,48.2,32.05,16.33,47.5,210,1.430000,90,0.990000,51.020000,17.760000,3.220000,0.690000,152.348536,95,211.790000,144.405000,200.600000

54,13:15-13:30,92.51,237.5,48.14,0.000000,32.05,96.27,0,48.140000,0.000000,33.020000,27.75,0,7.34,47,32.720000,6.01,0.000000,9.25,15.67,0,18.210000,0.000000,25.980000,32.05,96.27,19.250000,25.980000,24.07,9.25,28.88,17.760000,48.2,32.05,15.67,47.5,210,1.430000,90,0.990000,51.020000,17.760000,3.220000,0.690000,150.450991,95,211.790000,144.405000,173.940000

55,13:30-13:45,92.63,237.5,48.14,0.000000,32.05,96.27,0,48.140000,0.000000,33.020000,27.7,0,7.34,47,32.720000,6.01,0.000000,9.23,14.67,0,18.210000,0.000000,25.980000,32.05,96.27,19.250000,25.980000,24.07,9.24,28.88,17.760000,48,32.05,14.67,47.5,210,1.430000,90,0.990000,51.020000,17.760000,3.220000,0.690000,145.994193,95,211.790000,144.405000,145.060000

56,13:45-14:00,92.22,237.5,48.14,0.000000,32.05,96.27,0,48.140000,0.000000,33.020000,27.5,0,7.34,47,32.720000,6.41,0.000000,9.17,13.67,0,18.210000,0.000000,25.980000,32.05,96.27,19.250000,25.980000,24.07,9.16,28.88,17.760000,48,32.05,13.67,47.5,210,1.430000,90,0.990000,51.020000,17.760000,3.220000,0.690000,142.919197,95,211.790000,144.405000,145.060000

57,14:00-14:15,92.15,237.5,48.14,0.000000,32.05,96.27,0,48.140000,0.000000,33.020000,27.5,0,7.34,47,32.720000,6.81,0.000000,9.17,13,0,18.210000,0.000000,25.980000,32.05,96.27,19.250000,25.980000,24.07,9.16,28.88,17.760000,48,32.05,13,47.5,210,1.430000,90,1.030000,51.020000,17.760000,3.220000,0.770000,138.939218,95,211.790000,144.405000,145.060000

58,14:15-14:30,92.04,237.5,48.14,0.000000,32.05,96.27,0,48.140000,0.000000,33.020000,27.5,0,7.34,47,32.720000,7.21,0.000000,9.17,12,0,17.920000,0.000000,25.980000,32.05,96.27,19.250000,25.980000,24.07,9.16,28.88,17.480000,48,32.05,12,47.5,210,1.430000,90,1.030000,51.020000,17.480000,3.220000,0.770000,134.171028,95,211.790000,144.405000,145.060000

59,14:30-14:45,92.56,237.5,48.14,0.000000,32.05,96.27,0,48.140000,0.000000,33.020000,27.5,0,7.34,47,32.720000,7.21,0.000000,9.17,11.33,0,17.320000,0.000000,25.980000,32.05,96.27,20.220000,25.980000,24.07,9.16,28.88,16.900000,47.8,32.05,11.33,47.5,207,1.430000,88,1.030000,51.020000,16.900000,3.220000,0.770000,128.809247,95,211.790000,144.405000,173.940000

60,14:45-15:00,92.52,237.5,48.14,0.000000,32.05,96.27,0,48.140000,0.000000,33.020000,27.5,0,7.34,47,32.720000,7.21,0.000000,9.17,10.67,0,16.850000,0.000000,25.980000,32.05,96.27,20.220000,25.980000,24.07,9.16,28.88,16.440000,46.2,32.05,10.67,47.5,203,1.430000,87,1.030000,51.020000,16.440000,3.220000,0.770000,122.746834,93,211.790000,144.405000,173.940000

