Block,Time Block,BRBCL,CHAMERA1,BSIUL,KISHANGANGA,KKNP,KKNPPU2,CHAMERA3,CHAMERA2,DADRT2,DHAULIGNGA,FSTPP I & II,DULHASTI,MAPS,NLCEXP,NJPC,NLCIIST1,NAPP,RIHAND3,RAPPB,RIHAND1,RIHAND2,RAPPC,RSTPSU1TO6,TALA,TANAKPUR,SINGRAULI_HYDRO,TALST2,PARBATI3,NLCIIST2,NLCTS2EXP,NTPL,NNTPP,RAMPUR,SASAN,SEWA2,SINGRAULI,SIMHST2,SALAL,SIMHST1,KHSTPP-I,KGSU1AND2,KGSU3AND4,KHSTPP-II,JHAJJAR,KUDGI,KOLDAM,KOTESHWR,RSTPSU7,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_RF,AURY_LF,DADRI_GF,AURY_GF,URI2,ANTA_GF,UNCHAHAR3,AURY_CRF,ANTA_CRF,UNCHAHAR2,ANTA_RF,URI,UNCHAHAR1,VALLURNTECL,ANTA_LF,UNCHAHAR4,TelanganaSTPP,TANDA2,TEHRI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
59,14:30-14:45,14.52,0,0,1.39,0,0,10.34,10.11,430.63,29.25,15.13,52.77,0,0,110.13,0,43.54,123.48,0,45.8,117.78,58,0,9.77,9.17,0,0,0,0,0,0,0,2.36,377.77,0,103.27,0,62.97,0,43.15,0,0,94.66,111.38,0,0.96,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,30.61,0,11.76,14.89,0,0,0.86,0,1.49,0,0,0,0,0,0

60,14:45-15:00,14.52,0,0,1.39,0,0,10.34,10.11,430.63,29.25,15.13,52.77,0,0,110.13,0,43.54,123.48,0,45.8,117.78,58,0,9.77,9.17,0,0,0,0,0,0,0,2.36,377.77,0,103.27,0,62.97,0,43.47,0,0,95.68,111.38,0,0.96,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,30.61,0,11.76,14.89,0,0,0.86,0,1.49,0,0,0,0,0,0

61,15:00-15:15,14.52,0,0,1.39,0,0,10.34,10.11,430.63,29.25,17.34,52.77,0,0,98.93,0,43.54,123.48,0,45.8,117.78,58,0,9.77,9.17,0,0,0,0,0,0,0,2.12,377.77,0,103.27,0,62.97,0,43.47,0,0,95.68,112.55,0,0.96,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,30.61,0,11.76,14.89,0,0,0.86,0,1.49,0,0,0,0,0,0

62,15:15-15:30,14.52,0,0,1.39,0,0,10.34,10.11,430.63,29.25,17.34,52.77,0,0,98.93,0,43.54,123.48,0,45.8,117.78,58,0,9.77,9.17,0,0,0,0,0,0,0,2.12,377.77,0,103.27,0,62.97,0,43.47,0,0,95.68,112.55,0,1,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,30.61,0,11.76,14.89,0,0,0.86,0,1.49,0,0,0,0,0,0

63,15:30-15:45,14.52,0,0,1.39,0,0,10.34,10.11,454.82,29.25,17.34,52.77,0,0,98.93,0,43.54,123.48,0,45.8,117.78,58,0,9.77,9.17,0,0,0,0,0,0,0,2.12,377.77,0,103.27,0,62.97,0,43.47,0,0,95.68,112.55,0,1.17,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,30.61,0,11.76,14.89,0,0,0.86,0,1.49,0,0,0,0,0,0

64,15:45-16:00,14.52,0,1.06,1.39,0,0,10.34,10.11,454.82,29.25,17.34,52.77,0,0,98.93,0,43.54,123.48,0,45.8,117.78,58,0,9.77,9.17,0,0,0,0,0,0,0,2.12,377.77,0,103.27,0,62.97,0,43.47,0,0,95.68,112.55,0,1.9,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,30.61,0,16.03,14.89,0,0,0.86,0,1.49,7.92,0,0,0,0,0

65,16:00-16:15,14.52,0,6.31,1.39,0,0,10.34,10.11,454.82,29.25,17.34,52.77,0,0,98.93,0,43.54,123.48,0,45.8,117.78,58,0,9.62,9.17,0,0,0,0,0,0,0,2.12,377.77,0,103.27,0,62.97,0,43.47,0,0,95.68,113.52,0,1.9,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,30.61,0,16.03,15.22,0,0,0.86,0,1.49,17.15,0,0,0,0,0

66,16:15-16:30,14.52,0,6.31,1.39,0,0,10.34,10.11,454.82,29.25,17.34,52.77,0,0,98.93,0,43.54,123.48,0,45.8,117.78,58,0,9.43,9.17,0,0,0,0,0,0,0,2.12,377.77,0,103.27,0,62.97,0,43.47,0,0,95.68,113.52,0,3.52,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,30.61,0,16.03,15.22,0,0,0.86,0,1.49,17.15,0,0,0,0,0

67,16:30-16:45,14.52,0,6.31,1.39,0,0,10.34,10.11,454.82,29.25,20.13,52.77,0,0,98.93,0,43.54,123.48,0,45.8,117.78,58,0,9.33,9.17,0,0,0,0,0,0,0,2.12,377.77,0,103.27,0,62.97,0,43.47,0,0,95.68,113.52,0,3.52,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,36.41,0,16.03,15.22,0,0,0.86,0,1.49,34.3,0,0,0,0,0

68,16:45-17:00,14.52,0,6.31,1.39,0,0,10.34,10.11,479.01,29.25,20.13,52.77,0,0,98.93,0,43.54,123.48,0,45.8,117.78,58,0,9.27,9.17,0,0,0,0,0,0,0,2.12,377.77,0,103.27,0,62.97,0,43.47,0,0,95.68,113.52,0,3.88,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,36.41,0,16.03,15.22,0,0,0.86,0,1.49,34.3,0,0,0,0,0

69,17:00-17:15,14.52,0,6.31,1.39,0,0,10.34,10.11,479.01,29.25,20.13,52.77,0,0,98.93,0,43.54,123.48,0,45.8,117.78,58,0,9.22,9.17,0,0,0,0,0,0,0,2.12,377.77,0,103.27,0,62.97,0,43.47,0,0,95.68,166.7,0,3.88,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,36.41,0,16.03,15.22,0,0,0.86,0,1.49,51.44,0,0,0,0,0

70,17:15-17:30,14.52,0,6.31,1.39,0,0,10.34,10.11,479.01,29.25,20.13,52.77,0,0,98.93,0,43.54,123.48,0,45.8,117.78,58,0,8.93,9.17,0,0,0,0,0,0,0,2.12,377.77,0,103.27,0,62.97,0,43.47,0,0,95.68,292.55,0,3.88,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,41.02,0,16.03,17.37,0,0,0.86,0,1.49,51.44,0,0,0,0,0

71,17:30-17:45,14.52,0,6.31,2.79,0,0,10.34,10.11,479.01,29.25,20.13,52.77,0,0,98.93,0,43.54,123.48,0,45.8,117.78,58,0,8.74,9.17,0,0,3.81,0,0,0,0,2.12,377.77,0,103.27,0,62.97,0,43.47,0,0,95.68,304.73,0,3.88,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,41.02,0,16.03,17.37,0,0,0.86,0,1.49,51.44,0,0,0,0,0

72,17:45-18:00,14.52,0,1.06,2.79,0,0,10.34,10.11,599.1,29.25,20.13,52.77,0,0,98.93,0,43.54,123.48,0,45.8,117.78,58,0,8.55,9.17,0,0,5.44,0,0,0,0,2.12,377.77,0,103.27,0,62.97,0,43.47,0,0,95.68,304.73,0,3.88,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,41.02,0,16.03,17.37,0,0,0.86,0,1.49,68.58,0,0,0,0,0

73,18:00-18:15,14.52,13.6,1.06,2.79,0,0,10.34,17.33,656.56,38.9,20.13,52.77,0,0,123.65,0,43.54,123.48,0,45.8,117.78,58,0,8.2,9.17,0,0,8.16,0,0,0,0,2.66,377.77,2.85,103.27,0,62.97,0,43.47,0,0,95.68,304.73,0,3.88,18.7,0,0,0,0,0,0,0,0,10.02,0,0,0,0,36.85,0,16.03,17.37,0,0,0.86,0,1.49,68.58,0,0,0,0,0

74,18:15-18:30,14.52,27.19,2.13,2.79,0,0,20.68,17.33,656.56,38.9,20.13,52.77,0,0,145.17,0,43.54,123.48,0,45.8,117.78,58,0,8.06,9.17,0,0,52.36,0,0,0,0,3.12,377.77,8.52,103.27,0,62.97,0,43.47,0,0,95.68,304.73,0,3.88,28.04,0,0,0,0,0,0,0,0,10.02,0,0,0,0,36.85,0,21.37,17.37,0,0,0.86,0,1.49,68.58,0,0,0,0,0

75,18:30-18:45,14.52,40.79,18.93,4.18,0,0,32.65,44.18,656.56,40.08,20.13,53.3,0,0,148.39,0,43.54,123.48,0,45.8,117.78,58,0,8.06,10.29,0,0,52.36,0,0,0,0,3.18,385.87,14.19,103.27,0,62.97,0,43.47,0,0,95.68,304.73,0,3.88,41.55,0,0,0,0,0,0,0,0,10.02,0,0,0,0,36.85,0,12.82,17.37,0,0,0.86,0,1.49,68.58,0,0,0,0,0

76,18:45-19:00,14.52,40.79,18.93,4.18,0,0,32.65,44.18,663.59,40.08,20.13,53.3,0,0,148.39,0,43.54,123.48,0,45.8,117.78,58,0,8.06,10.29,0,0,52.36,0,0,0,0,3.18,389.2,14.19,103.27,0,62.97,0,43.47,0,0,95.68,314.41,0,3.88,41.55,0,0,0,0,0,0,0,0,10.02,0,0,0,0,36.85,0,12.82,17.37,0,0,0.86,0,1.49,68.58,0,0,0,0,0

77,19:00-19:15,14.52,40.79,18.93,4.18,0,0,32.65,44.18,663.59,40.08,20.13,53.3,0,0,148.39,0,43.54,123.48,0,45.8,117.78,58,0,8.17,10.29,0,0,52.36,0,0,0,0,3.18,389.2,14.19,103.27,0,62.97,0,43.47,0,0,95.68,314.41,0,3.88,41.55,0,0,0,0,0,0,0,0,10.02,0,0,0,0,36.85,0,49.15,20.28,0,0,0.86,0,1.49,68.58,0,0,0,0,0

78,19:15-19:30,14.52,40.79,18.93,4.18,0,0,32.65,44.18,663.59,40.08,20.13,53.3,0,0,148.39,0,43.54,123.48,0,45.8,117.78,58,0,8.54,10.29,0,0,52.36,0,0,0,0,3.18,389.2,14.19,103.27,0,62.97,0,43.47,0,0,95.68,314.41,0,3.88,41.55,0,0,0,0,0,0,0,0,10.02,0,0,0,0,36.85,0,49.15,20.28,0,0,0.86,0,1.49,68.58,0,0,0,0,0

79,19:30-19:45,14.52,40.79,18.93,4.18,0,0,32.65,44.18,663.59,40.08,20.13,53.3,0,0,148.39,0,43.54,123.48,0,45.8,117.78,58,0,8.85,10.29,0,0,52.36,0,0,0,0,3.18,389.2,14.19,103.27,0,62.97,0,43.47,0,0,95.68,400.44,0,3.88,41.55,0,0,0,0,0,0,0,0,10.02,0,0,0,0,40.81,0,21.37,20.28,0,0,0.86,0,1.49,68.58,0,0,0,0,0

80,19:45-20:00,14.52,40.79,18.93,4.18,0,0,32.65,44.18,663.59,40.08,20.13,53.3,0,0,148.39,0,43.54,123.48,0,45.8,117.78,58,0,9.01,10.29,0,0,6.8,0,0,0,0,3.18,389.2,14.19,103.27,0,62.97,0,43.47,0,0,95.68,400.44,0,3.88,41.55,0,0,0,0,0,0,0,0,10.02,0,0,0,0,41.02,0,11.76,20.28,0,0,0.86,0,1.49,68.58,0,0,0,0,0

81,20:00-20:15,14.52,40.79,18.93,4.18,0,0,32.65,44.18,663.59,40.08,20.13,53.3,0,0,148.39,0,43.54,123.48,0,45.8,117.78,58,0,9.39,10.29,0,0,3.81,0,0,0,0,3.18,389.2,14.19,103.27,0,62.97,0,43.47,0,0,95.68,400.44,0,3.88,41.55,0,0,0,0,0,0,0,0,10.02,0,0,0,0,41.02,0,11.76,20.28,0,0,0.86,0,1.49,68.58,0,0,0,0,0

82,20:15-20:30,14.52,40.79,18.93,4.18,0,0,32.65,44.18,663.59,40.08,20.13,53.3,0,0,148.39,0,43.54,123.48,0,45.8,117.78,58,0,9.44,10.29,0,0,3.81,0,0,0,0,3.18,389.2,14.19,103.27,0,62.97,0,43.47,0,0,95.68,400.44,0,3.88,41.55,0,0,0,0,0,0,0,0,10.02,0,0,0,0,41.02,0,11.76,20.28,0,0,0.86,0,1.49,68.58,0,0,0,0,0

83,20:30-20:45,14.52,27.19,0,4.18,0,0,24.49,42.79,663.59,38.9,20.13,52.77,0,0,145.17,0,43.54,123.48,0,45.8,117.78,58,0,9.68,9.43,0,0,3.81,0,0,0,0,3.12,389.2,9.93,103.27,0,62.97,0,43.47,0,0,95.68,400.44,0,3.88,18.7,0,0,0,0,0,0,0,0,10.02,0,0,0,0,42.3,0,16.03,20.28,0,0,0.86,0,1.49,68.58,0,0,0,0,0

84,20:45-21:00,14.52,27.19,0,4.18,0,0,24.49,28.87,663.59,38.9,20.13,52.77,0,0,145.17,0,43.54,123.48,0,45.8,117.78,58,0,9.7,9.43,0,0,3.81,0,0,0,0,3.12,389.2,5.1,103.27,0,62.97,0,43.47,0,0,95.68,400.44,0,3.88,18.7,0,0,0,0,0,0,0,0,10.02,0,0,0,0,42.3,0,16.03,20.28,0,0,0.86,0,1.49,68.58,0,0,0,0,0

85,21:00-21:15,14.52,27.19,0,4.18,0,0,24.49,28.87,651.86,38.9,20.13,52.77,0,0,145.17,0,43.54,123.48,0,45.8,117.78,58,0,9.81,9.43,0,0,3.81,0,0,0,0,3.12,389.2,5.1,103.27,0,63.53,0,43.47,0,0,95.68,373.38,0,3.88,18.7,0,0,0,0,0,0,0,0,10.02,0,0,0,0,42.3,0,21.37,20.28,0,0,0.86,0,1.49,68.58,0,0,0,0,0

86,21:15-21:30,14.52,27.19,0,4.18,0,0,24.49,28.87,598.71,38.9,20.13,52.77,0,0,145.17,0,43.54,123.48,0,45.8,117.78,58,0,9.88,9.43,0,0,3.81,0,0,0,0,3.12,389.2,5.1,103.27,0,63.53,0,43.47,0,0,95.68,373.38,0,3.88,18.7,0,0,0,0,0,0,0,0,10.02,0,0,0,0,42.3,0,21.37,20.28,0,0,0.86,0,1.49,68.58,0,0,0,0,0

87,21:30-21:45,14.52,27.19,1.06,4.18,0,0,24.49,28.87,594.53,38.9,20.13,52.77,0,0,145.17,0,43.54,123.48,0,45.8,117.78,58,0,10.04,9.43,0,0,14.96,0,0,0,0,3.12,389.2,4.95,103.27,0,61.86,0,43.47,0,0,95.68,373.38,0,3.88,18.7,0,0,0,0,0,0,0,0,10.02,0,0,0,0,42.3,0,11.76,20.28,0,0,0.86,0,1.49,68.58,0,0,0,0,0

88,21:45-22:00,14.52,27.19,2.13,4.18,0,0,24.49,28.87,594.53,38.9,20.13,52.77,0,0,145.17,0,43.54,123.48,0,45.8,117.78,58,0,10.04,9.43,0,0,14.96,0,0,0,0,3.12,389.2,9.93,103.27,0,61.86,0,43.47,0,0,95.68,373.38,0,3.88,18.7,0,0,0,0,0,0,0,0,10.02,0,0,0,0,42.3,0,11.76,20.28,0,0,0.86,0,1.49,68.58,0,0,0,0,0

89,22:00-22:15,14.52,40.79,18.93,4.18,0,0,32.65,44.18,594.53,40.08,20.13,53.3,0,0,148.39,0,43.54,123.48,0,45.8,117.78,58,0,10.07,10.29,0,0,14.96,0,0,0,0,3.18,389.2,12.76,103.27,0,61.86,0,43.47,0,0,95.68,285.77,0,3.88,41.55,0,0,0,0,0,0,0,0,10.02,0,0,0,0,36.41,0,49.15,16.48,0,0,0.86,0,1.49,68.58,0,0,0,0,0

90,22:15-22:30,14.52,40.79,18.93,4.18,0,0,32.65,44.18,594.53,40.08,20.13,53.3,0,0,148.39,0,43.54,123.48,0,45.8,117.78,58,0,10.1,10.29,0,0,14.96,0,0,0,0,3.18,389.2,12.76,103.27,0,61.86,0,43.47,0,0,95.68,247.06,0,3.88,41.55,0,0,0,0,0,0,0,0,10.02,0,0,0,0,36.41,0,49.15,16.48,0,0,0.86,0,1.49,68.58,0,0,0,0,0

91,22:30-22:45,14.52,40.79,18.93,4.18,0,0,32.65,44.18,594.53,40.08,20.13,53.3,0,0,148.39,0,43.54,123.48,0,45.8,117.78,58,0,10.27,10.29,0,0,14.96,0,0,0,0,3.18,389.2,12.76,103.27,0,61.86,0,43.47,0,0,95.68,247.06,0,3.88,41.55,0,0,0,0,0,0,0,0,10.02,0,0,0,0,36.41,0,16.03,16.48,0,0,0.86,0,1.49,68.58,0,0,0,0,0

92,22:45-23:00,14.52,40.79,18.93,4.18,0,0,32.65,44.18,594.53,40.08,20.13,53.3,0,0,148.39,0,43.54,123.48,0,45.8,117.78,58,0,10.35,10.29,0,0,14.96,0,0,0,0,3.18,389.2,12.76,103.27,0,61.86,0,43.47,0,0,95.68,247.06,0,3.88,41.55,0,0,0,0,0,0,0,0,10.02,0,0,0,0,36.41,0,11.76,16.48,0,0,0.86,0,1.49,68.58,0,0,0,0,0

93,23:00-23:15,14.52,27.19,1.06,2.79,0,0,20.68,25.98,584.85,29.54,20.13,52.77,0,0,145.17,0,43.54,123.48,0,45.8,117.78,58,0,10.38,9.43,0,0,0,0,0,0,0,3.12,389.2,9.21,103.27,0,49.48,0,40.54,0,0,95.68,237.39,0,3.88,20.77,0,0,0,0,0,0,0,0,10.02,0,0,0,0,36.41,0,11.76,16.48,0,0,0.86,0,1.49,68.58,0,0,0,0,0

94,23:15-23:30,14.52,13.6,0,1.39,0,0,20.68,25.98,584.85,29.54,20.13,52.77,0,0,145.17,0,43.54,123.48,0,45.8,117.78,58,0,10.38,9.43,0,0,0,0,0,0,0,3.12,389.2,2.85,103.27,0,49.48,0,40.54,0,0,95.68,237.39,0,3.88,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,36.41,0,11.76,16.48,0,0,0.86,0,1.49,68.58,0,0,0,0,0

95,23:30-23:45,14.52,13.6,0,0.14,0,0,20.68,25.98,584.87,29.54,20.13,52.77,0,0,145.17,0,43.54,123.48,0,45.8,117.78,58,0,10.41,9.43,0,0,0,0,0,0,0,3.12,389.2,0,103.27,0,49.48,0,40.54,0,0,95.68,237.39,0,3.88,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,36.41,0,11.76,16.48,0,0,0.86,0,1.49,68.58,0,0,0,0,0

96,23:45-24:00,14.52,13.6,0,0,0,0,20.68,25.98,594.55,29.54,20.13,52.77,0,0,145.17,0,43.54,123.48,0,45.8,117.78,58,0,10.47,9.43,0,0,0,0,0,0,0,3.12,389.2,0,103.27,0,49.48,0,40.54,0,0,95.68,266.02,0,3.88,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,41.02,0,11.76,18.63,0,0,0.86,0,1.49,68.58,0,0,0,0,0

