Block,Time Block,AURY_CRF,AURY_GF,ANTA_RF,DADRI_RF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,DADRI_CRF,RIHAND1,DADRT2,CHAMERA3,CHAMERA2,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,CHAMERA1,BSIUL,BRBCL,NAPP,KUDGI,NLCEXP,MAPS,NLCIIST1,NJPC,TALA,RIHAND2,SASAN,TANDA2,SINGRAULI_HYDRO,SIMHST1,RSTPSU1TO6,SIMHST2,TALST2,RSTPSU7,SALAL,SEWA2,SINGRAULI,TANAKPUR,RIHAND3,URI2,UNCHAHAR3,ANTA_CRF,TEHRI,TelanganaSTPP,UNCHAHAR2,URI,ANTA_LF,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,ANTA_GF,TEHRIPSP,KOTESHWR,NTPL,RAPPD,RAMPUR,RAPPC,PARBATI3,PARBATI2,RAPPB,JHAJJAR,KHSTPP-I,KHSTPP-II,NLCIIST2,NLCTS2EXP,NNTPP,FSTPP I & II,DULHASTI,DHAULIGNGA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
53,13:00-13:15,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,4.49,40.62,0,19.23,23.35,0,0,0,0,169.43,21.47,120.74,368.65,5.35,0,0,0,0,0,0,80.64,17.68,72.23,11.48,126.1,27.04,16.17,0,0,0,30.25,46.81,0,13.32,2.23,0,0,0,9.77,0,23.45,5.49,62.91,32.95,10.84,0,248.73,43.88,95.29,0,0,0,10.97,53.38,40.92,0,0,0,0,0

54,13:15-13:30,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,4.49,40.62,0,18.59,23.35,0,0,0,0,169.43,21.47,120.74,368.65,5.35,0,0,0,0,0,0,80.64,17.68,72.23,11.48,126.1,27.04,16.17,0,0,0,30.25,46.81,0,13.32,2.23,0,0,0,9.77,0,23.45,5.49,62.91,32.95,10.84,0,248.73,43.88,95.29,0,0,0,10.97,53.38,40.92,0,0,0,0,0

55,13:30-13:45,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,4.49,40.62,0,20.03,23.35,0,0,0,0,169.43,21.18,120.74,368.65,5.35,0,0,0,0,0,0,80.64,17.68,72.23,11.48,126.1,30.04,16.17,0,0,0,30.25,37.24,0,13.32,2.23,0,0,0,9.77,0,23.45,5.49,62.91,32.95,10.84,0,248.73,43.88,95.29,0,0,0,10.97,53.38,40.92,0,0,0,0,0

56,13:45-14:00,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,4.49,40.62,0,19.84,23.35,0,0,0,0,169.43,21.18,120.74,368.65,5.35,0,0,0,0,0,0,80.64,17.68,72.23,11.48,126.1,30.04,16.17,0,0,0,30.25,37.24,0,13.32,2.23,0,0,0,9.77,0,23.45,5.49,62.91,32.95,10.84,0,248.73,43.88,95.29,0,0,0,10.97,53.38,40.92,0,0,0,0,0

57,14:00-14:15,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,4.49,40.62,0,18.1,23.35,0,0,0,0,169.43,21.18,120.74,368.65,5.35,0,0,0,0,0,0,80.64,17.68,72.23,11.48,126.1,30.04,19.6,0,0,0,32.18,46.81,0,14.92,3.1,0,0,0,9.77,0,23.45,5.49,62.91,32.95,10.84,0,248.73,43.88,95.29,0,0,0,13.7,53.38,40.92,0,0,0,0,0

58,14:15-14:30,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,4.49,40.62,0,20,23.35,0,0,0,0,169.43,21.18,120.74,368.65,5.35,0,0,0,0,0,0,80.64,17.68,72.23,11.48,126.1,30.04,19.6,0,0,0,32.18,46.81,0,14.92,3.1,0,0,0,9.77,0,23.45,5.49,62.91,32.95,10.84,0,248.73,43.88,95.29,0,0,0,13.7,53.38,40.92,0,0,0,0,0

59,14:30-14:45,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,4.49,40.62,0,19.71,23.35,0,0,0,0,169.43,21.18,120.74,372.09,5.35,0,0,0,0,0,0,80.64,17.68,72.23,11.48,126.1,30.04,19.6,0,0,0,32.18,46.81,0,14.92,3.1,0,0,0,9.77,0,23.45,5.49,62.91,32.95,10.84,0,248.73,43.88,95.29,0,0,0,13.7,53.38,40.92,0,0,0,0,0

60,14:45-15:00,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,4.49,40.62,0,17.73,23.35,0,0,0,0,169.43,21.18,120.74,382.06,5.35,0,0,0,0,0,0,80.64,17.68,72.23,11.48,126.1,30.04,19.6,0,0,0,32.18,46.81,0,14.92,3.1,0,0,0,9.77,0,23.45,5.49,62.91,32.95,10.84,0,248.73,43.88,95.29,0,0,0,13.7,53.38,40.92,0,0,0,0,0

61,15:00-15:15,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,4.49,40.62,0,17.89,23.35,0,0,0,0,169.43,21.05,120.74,390.34,5.35,0,0,0,0,0,0,80.64,17.68,72.23,9.5,126.1,30.04,19.6,0,0,0,32.18,46.81,0,14.92,3.1,0,0,0,9.77,0,23.45,5.49,62.91,32.95,10.84,0,248.73,43.88,95.29,0,0,0,16.08,53.38,40.92,0,0,0,0,0

62,15:15-15:30,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,4.49,40.62,0,20.4,23.35,0,0,0,0,169.43,21.05,120.74,390.34,5.35,0,0,0,0,0,0,80.64,17.68,72.23,9.5,126.1,30.04,19.6,0,0,0,32.18,46.81,0,14.92,3.1,0,0,0,9.77,0,23.45,5.49,62.91,32.95,10.84,0,248.73,43.88,95.29,0,0,0,16.08,53.38,40.92,0,0,0,0,0

63,15:30-15:45,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,4.49,40.62,0,20.87,23.35,0,0,0,0,169.43,21.05,120.74,390.34,5.35,0,0,0,0,0,0,80.64,17.68,72.23,9.5,126.1,30.04,19.6,0,0,0,32.18,46.81,0,14.89,3.1,0,0,0,9.77,0,23.45,5.49,62.91,36.54,10.84,0,248.73,43.88,95.29,0,0,0,16.08,53.38,40.92,0,0,0,0,0

64,15:45-16:00,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,4.49,40.62,0,17.8,23.35,0,0,0,0,169.43,21.05,120.74,390.34,5.35,0,0,0,0,0,0,80.64,17.68,72.23,9.5,126.1,30.04,19.6,0,0,0,32.18,46.81,0,14.89,3.1,0,0,0,9.77,0,23.45,5.49,62.91,36.54,10.84,0,248.73,43.88,95.29,0,0,0,16.08,53.38,40.92,0,0,0,0,0

65,16:00-16:15,0,0,0,0,0,0,0,0,0,94.76,0,32.71,45.41,0,0,0,0,8.31,4.49,40.62,0,18.72,23.35,0,0,0,0,169.43,21.05,120.74,390.34,4.11,0,0,0,0,0,0,76.15,17.68,72.23,9.5,126.1,30.04,19.6,0,0,0,32.18,46.81,0,14.89,3.1,0,0,0,9.77,0,23.45,5.49,62.91,36.54,10.84,0,248.73,43.88,95.29,0,0,0,16.08,53.38,40.92,0,0,0,0,0

66,16:15-16:30,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,4.49,40.62,0,20.64,23.35,0,0,0,0,169.43,21.05,120.74,390.34,4.11,0,0,0,0,0,0,76.15,17.68,72.23,9.5,126.1,30.04,19.6,0,0,0,32.18,46.81,0,14.89,3.1,0,0,0,9.77,0,23.45,5.49,62.91,36.54,10.84,0,248.73,43.88,95.29,0,0,0,16.08,53.38,40.92,0,0,0,0,0

67,16:30-16:45,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,4.49,40.62,0,17.13,23.35,0,0,0,0,169.43,20.9,120.74,390.34,3.78,0,0,0,0,0,0,76.15,17.68,72.23,9.5,126.1,30.04,19.6,0,0,0,32.18,46.81,0,14.86,3.1,0,0,0,9.77,0,23.45,5.49,62.91,40.11,10.84,0,248.73,43.88,95.29,0,0,0,16.08,53.38,40.92,0,0,0,0,0

68,16:45-17:00,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,4.49,40.62,0,17.83,23.35,0,0,0,0,169.43,20.73,120.74,390.34,3.78,0,0,0,0,0,0,76.15,17.68,72.23,9.5,126.1,30.04,19.6,0,0,0,32.18,46.81,0,14.86,3.1,0,0,0,9.77,0,23.45,5.49,62.91,40.11,10.84,0,248.73,43.88,95.29,0,0,0,16.08,53.38,40.92,0,0,0,0,0

69,17:00-17:15,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,4.49,40.62,0,21.91,23.35,0,0,0,0,169.43,20.45,120.74,390.34,2.94,0,0,0,0,0,0,76.15,17.68,72.23,9.5,126.1,30.04,16.17,0,16.06,0,30.25,46.81,0,13.07,2.23,0,0,0,9.77,0,23.45,5.49,62.91,40.11,10.84,0,248.73,35,76.46,0,0,0,12.86,53.38,40.92,0,0,0,0,0

70,17:15-17:30,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,4.49,40.62,0,19.68,23.35,0,0,0,0,169.43,20.32,120.74,390.34,2.94,0,0,0,0,0,0,76.15,17.68,72.23,9.5,126.1,30.04,16.17,0,32.1,0,30.25,46.81,0,13.07,2.23,0,0,0,9.77,0,23.45,5.49,62.91,40.11,10.84,0,248.73,35,76.46,0,0,0,11.7,53.38,40.92,0,0,0,0,0

71,17:30-17:45,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,4.49,40.62,0,20.72,23.35,0,0,0,0,169.43,20.17,120.74,390.34,2.94,0,0,0,0,0,0,76.15,17.68,72.23,9.5,126.1,30.04,14.68,0,48.16,0,30.25,46.81,0,11.88,2.23,0,0,0,9.77,0,23.45,5.49,62.91,40.11,10.84,0,248.73,43.88,95.29,0,0,0,11.77,53.38,40.92,0,0,0,0,0

72,17:45-18:00,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,4.49,40.62,0,21.94,23.35,0,0,0,0,169.43,20.03,120.74,390.34,2.94,0,0,0,0,0,0,76.15,17.68,72.23,9.5,126.1,30.04,14.68,0,64.21,0,30.25,46.81,0,11.88,2.23,0,0,0,9.77,0,23.45,5.49,62.91,40.11,10.84,0,248.73,43.88,95.29,0,0,0,11.82,53.38,40.92,0,0,0,0,0

73,18:00-18:15,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,4.49,40.62,0,21.98,23.35,0,0,0,0,169.43,19.83,120.74,390.34,2.94,0,0,0,0,0,0,76.15,17.68,72.23,9.5,126.1,30.04,14.68,0,65.99,0,23.85,46.81,0,11.88,1.71,0,0,0,9.77,0,23.45,5.49,62.91,40.11,10.84,0,248.73,43.88,95.29,0,0,0,12.86,53.38,40.92,0,0,0,0,0

74,18:15-18:30,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,4.49,40.62,0,20.09,23.35,0,0,0,0,169.43,19.57,120.74,390.34,2.94,0,0,0,0,0,0,76.15,17.68,72.23,9.5,126.1,30.04,17.02,0,65.99,0,23.85,46.81,0,11.88,1.71,0,0,0,19.56,0,23.45,5.49,62.91,40.11,10.84,0,248.73,43.88,95.29,0,0,0,12.86,53.38,40.92,0,0,0,0,0

75,18:30-18:45,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,4.49,40.62,6.28,20.74,23.35,0,0,0,0,169.43,19.43,120.74,390.34,2.94,0,0,0,0,0,0,76.15,17.68,72.23,9.5,126.1,30.04,17.02,0,65.99,0,27.56,46.81,0,13.06,1.71,0,0,0,29.33,0,23.45,5.49,62.91,40.11,10.84,0,294.56,43.88,95.29,0,0,0,14.86,53.38,40.92,0,0,0,0,0

76,18:45-19:00,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,4.49,40.62,6.28,17.04,23.35,0,0,0,0,169.43,19.35,120.74,390.34,2.94,0,0,0,0,0,0,76.15,17.68,72.23,9.5,126.1,30.04,17.02,0,65.99,0,27.56,46.81,0,13.06,1.71,0,0,0,39.1,0,23.45,5.49,62.91,40.11,10.84,0,347.57,43.88,95.29,0,0,0,14.86,53.38,40.92,0,0,0,0,0

77,19:00-19:15,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,4.49,40.62,12.57,18.47,23.35,0,0,0,0,169.43,24.36,120.74,379.5,5.35,0,0,0,0,0,0,76.15,17.68,72.23,9.5,126.1,30.04,23.11,0,65.99,0,37.82,46.81,0,17.7,3.1,0,0,0,39.1,0,23.45,5.49,62.91,25.79,10.84,0,413.17,43.88,95.29,0,0,0,16.71,53.38,40.92,0,0,0,0,0

78,19:15-19:30,0,0,0,0,0,0,0,0,0,94.76,8.15,34.4,47.79,0,0,0,0,8.31,6.92,40.74,19.72,21.58,23.35,0,0,0,0,171.02,24.36,120.74,379.5,5.35,0,0,0,0,0,0,76.15,18.78,72.23,9.5,126.1,30.04,23.11,0,65.99,0,37.82,46.81,0,17.7,3.1,0,0,0,43.02,0,23.45,5.63,62.91,55.88,13.56,0,397.02,43.88,95.29,0,0,0,18.08,55.58,43.19,0,0,0,0,0

79,19:30-19:45,0,0,0,0,0,0,0,0,0,94.76,78.03,34.4,47.79,0,0,0,0,8.31,6.92,40.74,19.72,23,23.35,0,0,0,0,171.02,24.51,120.74,379.5,5.35,0,0,0,0,0,0,76.15,18.78,72.23,9.5,126.1,30.04,26.69,0,66.29,0,43.37,46.81,0,20.87,3.1,0,0,0,43.02,0,23.45,5.63,62.91,55.88,13.56,0,432.66,43.88,95.29,0,0,0,18.08,55.58,43.19,0,0,0,0,0

80,19:45-20:00,0,0,0,0,0,0,0,0,0,94.76,187.53,34.4,47.79,0,0,0,0,8.31,6.92,40.74,19.72,24.09,23.35,0,0,0,0,171.02,24.85,120.74,379.5,5.35,0,0,0,0,0,0,76.15,18.78,72.23,9.5,126.1,30.04,26.69,0,66.29,0,43.37,46.81,0,20.87,3.1,0,0,0,43.02,0,23.45,5.63,62.91,55.88,13.56,0,432.66,43.88,95.29,0,0,0,18.08,55.58,43.19,0,0,0,0,0

81,20:00-20:15,0,0,0,0,0,0,0,0,0,94.76,254.99,34.4,47.79,0,0,0,0,8.31,6.92,40.74,19.72,23.33,23.35,0,0,0,0,171.02,25.64,120.74,379.5,5.35,0,0,0,0,0,0,76.15,18.78,72.23,9.5,126.1,30.04,26.69,0,66.29,0,43.37,45.75,0,20.87,3.1,0,0,80.17,43.02,0,23.45,5.63,62.91,55.88,13.56,0,432.66,43.88,95.29,0,0,0,18.08,55.58,43.19,0,0,0,0,0

82,20:15-20:30,0,0,0,0,0,0,0,0,0,94.76,261.74,34.4,47.79,0,0,0,0,8.31,6.92,40.74,19.72,19.86,23.35,0,0,0,0,171.02,25.64,120.74,379.5,5.35,0,0,0,0,0,0,76.15,18.78,72.23,9.5,126.1,30.04,26.69,0,66.29,0,43.37,45.75,0,20.87,3.1,0,0,80.17,43.02,0,23.45,5.63,62.91,55.88,13.56,0,451.75,43.88,95.29,0,0,0,18.08,55.58,43.19,0,0,0,0,0

83,20:30-20:45,0,0,0,0,0,0,0,0,0,94.76,272.34,34.4,47.79,0,0,0,0,8.31,6.92,40.74,19.72,22.89,23.35,0,0,0,0,171.02,25.64,120.74,379.5,5.35,0,0,0,0,0,0,76.15,18.78,72.23,9.5,126.1,30.04,26.69,0,66.29,0,43.37,51.07,0,20.87,3.1,0,0,80.17,43.02,0,23.45,5.63,62.91,55.88,13.56,0,457.62,43.88,95.29,0,0,0,18.08,55.58,43.19,0,0,0,0,0

84,20:45-21:00,0,0,0,0,0,0,0,0,0,94.76,291.62,34.4,47.79,0,0,0,0,8.31,6.92,40.74,19.72,22.88,23.35,0,0,0,0,171.02,26.21,120.74,379.5,5.35,0,0,0,0,0,0,76.15,18.78,72.23,9.5,126.1,30.04,26.69,0,66.29,0,43.37,45.75,0,20.87,3.1,0,0,80.17,43.02,0,23.45,5.63,62.91,55.88,13.56,0,457.62,43.88,95.29,0,0,0,18.08,55.58,43.19,0,0,0,0,0

85,21:00-21:15,0,0,0,0,0,0,0,0,0,94.76,349.46,34.4,47.79,0,0,0,0,8.31,6.92,40.74,19.72,21.9,23.35,0,0,0,0,171.02,20.91,120.74,379.5,5.35,0,0,0,0,0,0,76.15,18.78,81.28,9.5,126.1,30.04,26.69,0,66.29,0,43.37,45.75,0,20.87,3.1,0,0,80.17,43.02,0,23.45,5.63,62.91,55.88,13.56,0,457.62,43.88,95.29,0,0,0,18.08,55.58,43.19,0,0,0,0,0

86,21:15-21:30,0,0,0,0,0,0,0,0,0,94.76,372.91,32.71,45.41,0,0,0,0,8.31,3.08,40.62,18.85,23.06,23.35,0,0,0,0,169.43,21.19,120.74,379.5,5.35,0,0,0,0,0,0,76.15,17.68,87.69,9.5,126.1,30.04,26.69,0,66.29,0,43.37,45.75,0,20.87,3.1,0,0,80.17,39.1,0,23.45,5.49,62.91,34.39,10.84,0,457.62,43.88,95.29,0,0,0,18.08,53.38,40.92,0,0,0,0,0

87,21:30-21:45,0,0,0,0,0,0,0,0,0,94.76,412.92,32.71,45.41,0,0,0,0,8.31,3.08,40.62,18.85,18.78,23.35,0,0,0,0,169.43,21.19,120.74,379.5,5.35,0,0,0,0,0,0,76.15,17.68,90.03,9.5,126.1,30.04,26.69,0,66.29,0,43.37,45.75,0,20.87,3.1,0,0,80.17,39.1,0,23.45,5.49,62.91,35.82,10.84,0,457.62,43.88,95.29,0,0,0,18.76,53.38,40.92,0,0,0,0,0

88,21:45-22:00,0,0,0,0,0,0,0,0,0,94.76,422.56,34.4,47.79,0,0,0,0,8.31,6.92,40.74,19.72,19.65,23.35,0,0,0,0,171.02,21.48,120.74,379.5,5.35,0,0,0,0,0,0,76.15,18.78,92,9.5,126.1,30.04,26.69,0,66.29,0,43.37,45.75,0,20.87,3.1,0,0,80.17,43.02,0,23.45,5.63,62.91,55.88,27.13,0,457.62,43.88,95.29,0,0,0,18.76,55.58,43.19,0,0,0,0,0

89,22:00-22:15,0,0,0,0,0,0,0,0,0,94.76,441.83,34.4,47.79,0,0,0,0,8.31,6.92,40.74,19.72,20.2,23.35,0,0,0,0,171.02,21.63,120.74,379.5,5.35,0,0,0,0,0,0,76.15,18.78,89.16,9.5,126.1,30.04,26.69,0,66.29,0,43.37,45.75,0,20.87,3.1,0,0,80.17,43.02,0,23.45,5.63,62.91,55.88,27.13,0,457.62,43.88,95.29,0,0,0,18.76,55.58,43.19,0,0,0,0,0

90,22:15-22:30,0,0,0,0,0,0,0,0,0,94.76,455.19,34.4,47.79,0,0,0,0,8.31,6.92,40.74,19.72,21.49,23.35,0,0,0,0,171.02,21.9,120.74,379.5,5.35,0,0,0,0,0,0,76.15,18.78,89.16,9.5,126.1,30.04,26.69,0,66.29,0,43.37,45.75,0,20.87,3.1,0,0,80.17,43.02,0,23.45,5.63,62.91,55.88,27.13,0,457.62,43.88,95.29,0,0,0,18.76,55.58,43.19,0,0,0,0,0

91,22:30-22:45,0,0,0,0,0,0,0,0,0,94.76,455.19,34.4,47.79,0,0,0,0,8.31,6.92,40.74,19.72,18.79,23.35,0,0,0,0,171.02,20.65,120.74,379.5,5.35,0,0,0,0,0,0,76.15,18.78,92.84,9.5,126.1,30.04,26.69,0,66.29,0,43.37,51.07,0,20.87,3.1,0,0,80.17,43.02,0,23.45,5.63,62.91,55.88,27.13,0,457.62,43.88,95.29,0,0,0,18.76,55.58,43.19,0,0,0,0,0

92,22:45-23:00,0,0,0,0,0,0,0,0,0,94.76,455.19,32.71,45.41,0,0,0,0,8.31,3.08,40.62,18.85,21.4,23.35,0,0,0,0,169.43,20.65,120.74,379.5,5.35,0,0,0,0,0,0,76.15,11.78,94.38,9.5,126.1,30.04,26.69,0,64.21,0,43.37,45.75,0,20.87,3.1,0,0,80.17,39.32,0,23.45,5.49,62.91,53.02,23.74,0,457.62,43.88,95.29,0,0,0,18.76,53.38,40.92,0,0,0,0,0

93,23:00-23:15,0,0,0,0,0,0,0,0,0,94.76,455.19,32.71,45.41,0,0,0,0,8.31,3.08,40.62,18.85,21.72,23.35,0,0,0,0,169.43,20.89,120.74,379.5,5.35,0,0,0,0,0,0,76.15,11.78,95.92,9.5,126.1,30.04,26.69,0,64.21,0,43.37,45.75,0,20.87,3.1,0,0,80.17,39.1,0,23.45,5.49,62.91,53.02,23.74,0,457.62,43.88,95.29,0,0,0,18.76,53.38,40.92,0,0,0,0,0

94,23:15-23:30,0,0,0,0,0,0,0,0,0,94.76,455.19,32.71,45.41,0,0,0,0,8.31,3.08,40.62,18.85,17.84,23.35,0,0,0,0,169.43,20.93,120.74,379.5,5.35,0,0,0,0,0,0,76.15,11.78,97.46,9.5,126.1,30.04,26.69,0,64.21,0,43.37,45.75,0,20.87,3.1,0,0,0,39.1,0,23.45,5.49,62.91,53.02,23.74,0,457.62,43.88,95.29,0,0,0,18.76,53.38,40.92,0,0,0,0,0

95,23:30-23:45,0,0,0,0,0,0,0,0,0,94.76,455.19,32.71,45.41,0,0,0,0,8.31,3.08,40.62,18.85,16.78,23.35,0,0,0,0,169.43,20.93,120.74,379.5,5.35,0,0,0,0,0,0,76.15,11.78,105.43,9.5,126.1,30.04,26.69,0,64.21,0,43.37,45.75,0,20.87,3.1,0,0,0,39.1,0,23.45,5.49,62.91,53.02,23.74,0,457.62,43.88,95.29,0,0,0,18.76,53.38,40.92,0,0,0,0,0

96,23:45-24:00,0,0,0,0,0,0,0,0,0,94.76,403.28,32.71,45.41,0,0,0,0,8.31,3.08,40.62,18.85,15.88,23.35,0,0,0,0,169.43,21.08,120.74,379.5,5.35,0,0,0,0,0,0,76.15,11.78,107.49,9.5,126.1,30.04,26.69,0,64.21,0,43.37,45.75,0,20.87,3.1,0,0,0,39.1,0,23.45,5.49,62.91,53.02,23.74,0,399.79,43.88,95.29,0,0,0,18.76,53.38,40.92,0,0,0,0,0

