Block,Time,KOLDAM,KOTESHWR,RSTPSU7,TANAKPUR,UNCHAHAR4,AURY_GF,AURY_RF,NAPP,NJPC,RIHAND2,SEWA2,UNCHAHAR1,URI2,ANTA_GF,DADRI_RF,BRBCL,CHAMERA1,DULHASTI,KHSTPP-II,KKNPPU2,RAPPB,RIHAND1,SIMHST2,SINGRAULI_HYDRO,TALA,TEHRI,ANTA_CRF,DADRI_CRF,KUDGI,RIHAND3,SASAN,TALST2,TelanganaSTPP,UNCHAHAR2,VALLURNTECL,DHAULIGNGA,KHSTPP-I,KISHANGANGA,NTPL,TANDA2,BSIUL,CHAMERA2,CHAMERA3,DADRT2,FSTPP I & II,KGSU3AND4,NLCEXP,NLCTS2EXP,NNTPP,RAMPUR,RAPPC,SALAL,SINGRAULI,JHAJJAR,KGSU1AND2,KKNP,NLCIIST1,RSTPSU1TO6,SIMHST1,UNCHAHAR3,ANTA_RF,DADRI_GF,DADRI_LF,MAPS,NLCIIST2,PARBATI3,URI,ANTA_LF,AURY_CRF,AURY_LF
57,14:00-14:15,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,23.65,0,93.64,20.01,14,36.23,98.87,0,0,90.54,0,0,10.58,0,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,44.22,32.08,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,29.93,0,0,0,0,15.46,28.71,0,0,0

58,14:15-14:30,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,23.65,0,93.64,20.01,25.28,36.23,98.87,0,0,90.54,0,0,10.58,0,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,44.22,32.08,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,29.93,0,0,0,0,3.94,28.71,0,0,0

59,14:30-14:45,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,23.65,0,93.64,20.01,25.28,36.23,98.87,0,0,90.54,0,0,10.58,0,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,44.22,32.08,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,29.93,0,0,0,0,3.94,28.71,0,0,0

60,14:45-15:00,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,23.65,0,93.64,20.01,25.28,36.23,98.87,0,0,90.54,0,0,10.58,0,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,44.22,32.08,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,30.04,0,0,0,0,15.46,28.71,0,0,0

61,15:00-15:15,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,26.6,0,93.64,20.01,25.28,36.23,98.87,0,0,90.54,0,0,10.58,17,0,0,0,127.6,371.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,44.22,32.08,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,30.64,0,0,0,0,15.46,28.71,0,0,0

62,15:15-15:30,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,5.63,20.96,26.6,0,93.64,20.01,25.28,36.23,98.87,0,0,90.54,0,0,10.58,17,0,0,0,127.6,371.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,44.22,32.08,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,30.64,0,0,0,0,15.46,28.71,0,0,0

63,15:30-15:45,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,5.79,20.96,29.56,0,93.64,20.01,25.28,36.23,98.87,0,0,90.54,0,0,8.49,17,0,0,0,127.6,371.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,44.22,25.31,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,30.64,0,0,0,0,15.46,28.71,0,0,0

64,15:45-16:00,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,5.79,20.96,29.56,0,93.64,20.01,25.28,36.23,98.87,0,0,90.54,0,0,8.49,34.3,0,0,0,127.6,371.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,44.22,25.31,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,30.64,0,0,0,0,15.46,28.71,0,0,0

65,16:00-16:15,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,5.79,20.96,29.56,0,93.64,20.01,25.28,36.23,98.87,0,0,90.54,0,0,8.49,35.44,0,0,0,127.6,371.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,32.82,25.31,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,30.64,0,0,0,0,15.46,28.71,0,0,0

66,16:15-16:30,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,5.79,20.96,29.56,0,93.64,20.01,25.28,36.23,98.87,0,0,90.54,0,0,8.49,35.44,0,0,0,127.6,371.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,32.82,25.31,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,30.64,0,0,0,0,15.46,28.71,0,0,0

67,16:30-16:45,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,5.79,20.96,29.56,0,93.64,20.01,25.28,36.23,98.87,0,0,90.54,0,0,8.35,35.44,0,0,0,127.6,371.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,32.82,25.31,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,30.64,0,0,0,0,15.46,28.71,0,0,0

68,16:45-17:00,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,5.79,20.96,29.56,0,93.64,20.01,25.28,36.23,98.87,0,0,90.54,0,0,8.21,35.44,0,0,0,127.6,371.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,32.82,25.31,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,30.64,0,0,0,0,15.46,28.71,0,0,0

69,17:00-17:15,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,5.79,20.96,29.56,0,93.64,20.01,25.28,36.23,98.87,0,0,90.54,0,0,8.06,35.44,0,0,0,127.6,371.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,32.82,25.31,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,30.64,0,0,0,0,15.46,28.71,0,0,0

70,17:15-17:30,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,5.79,20.96,29.56,0,93.64,20.01,25.28,36.23,98.87,0,0,90.54,0,0,8.06,35.44,0,0,0,127.6,371.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,32.82,25.31,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,30.64,0,0,0,0,15.46,28.71,0,0,0

71,17:30-17:45,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,5.79,20.96,26.6,0,93.64,20.01,25.28,36.23,98.87,0,0,90.54,0,0,8.06,35.44,0,0,0,127.6,371.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,32.82,25.31,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,30.75,0,0,0,0,15.46,28.71,0,0,0

72,17:45-18:00,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,5.79,20.96,26.6,0,4.94,20.01,25.28,36.23,98.87,0,0,90.54,0,0,8.06,53.16,0,0,0,127.6,371.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,3.3,32.82,25.31,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,30.75,0,0,0,0,15.46,28.71,0,0,0

73,18:00-18:15,5.35,19.32,0,8.33,1.62,0,77.33,44.75,167.1,121.71,11.58,20.96,26.6,0,12.33,20.01,25.28,36.23,98.87,0,0,90.54,0,0,8.06,53.16,0,0,0,127.6,371.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,3.3,32.82,32.08,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,2.36,0,0,0,0,22.49,28.71,0,0,0

74,18:15-18:30,5.35,28.98,0,8.33,1.62,0,77.33,44.75,167.1,121.71,11.58,20.96,26.6,0,18.5,20.01,25.28,36.23,98.87,0,0,90.54,0,0,7.9,53.16,0,0,0,127.6,371.25,0,0,43.71,0,40.4,44.31,2.88,0,2.89,3.3,32.82,32.08,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,8.28,0,0,0,0,54.11,28.71,0,0,0

75,18:30-18:45,5.35,38.64,0,8.33,1.62,0,77.33,44.75,167.1,121.71,17.37,20.96,26.6,0,30.82,20.01,25.28,36.23,98.87,0,0,90.54,0,0,7.9,53.16,0,0,0,127.6,371.25,0,0,43.71,0,40.4,44.31,2.88,0,2.89,7.7,32.82,32.08,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,19.52,0,0,0,0,54.11,40.85,0,0,0

76,18:45-19:00,5.35,42.51,0,8.33,1.62,0,77.33,44.75,168.66,121.71,17.37,20.96,26.6,0,43.16,20.01,42.15,36.8,98.87,0,0,90.54,0,0,7.9,70.87,0,0,0,127.6,371.25,0,0,43.71,0,41.42,44.31,4.32,0,2.89,20.21,45.65,33.74,686.07,20.8,0,0,0,0,3.62,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,19.52,0,0,0,0,54.11,40.85,0,0,0

77,19:00-19:15,5.35,42.51,0,8.33,1.62,0,77.33,44.75,168.66,121.71,17.37,20.96,26.6,0,59.19,20,42.15,36.8,98.87,0,0,90.54,0,0,8.21,70.87,0,0,0,127.6,371.25,0,0,43.71,0,41.42,44.31,4.32,0,2.89,20.21,45.65,33.74,686.07,20.8,0,0,0,0,3.62,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,19.52,0,0,0,0,54.11,45.27,0,0,0

78,19:15-19:30,5.35,42.51,0,8.33,1.62,0,77.33,44.75,168.66,121.71,17.37,20.96,26.6,0,59.19,20,42.15,36.8,98.87,0,0,90.54,0,0,8.21,70.87,0,0,0,127.6,371.25,0,0,43.71,0,41.42,44.31,4.32,0,2.89,20.21,45.65,33.74,686.07,20.8,0,0,0,0,3.62,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,19.52,0,0,0,0,54.11,45.27,0,0,0

79,19:30-19:45,5.35,42.51,0,8.33,1.62,0,77.33,44.75,168.66,121.71,17.37,20.96,26.6,0,59.19,20,42.15,54.53,98.87,0,0,90.54,0,0,8.29,70.87,0,0,0,127.6,371.25,0,0,43.71,0,41.42,44.31,4.32,0,0.12,20.21,45.65,33.74,686.07,20.8,0,0,0,0,3.62,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,19.52,0,0,0,0,54.11,38.64,0,0,0

80,19:45-20:00,5.35,42.51,0,8.33,1.62,0,77.33,44.75,168.66,121.71,17.37,20.96,26.6,0,59.19,20,42.15,54.53,98.87,0,0,90.54,0,0,8.29,70.87,0,0,0,127.6,371.25,0,0,43.71,0,41.42,44.31,4.32,0,0.12,20.21,45.65,33.74,686.07,20.8,0,0,0,0,3.62,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,19.52,0,0,0,0,21.08,38.64,0,0,0

81,20:00-20:15,5.35,42.51,0,8.33,1.62,0,77.33,44.75,168.66,121.71,17.37,20.96,26.6,0,59.19,20,42.15,54.53,98.87,0,0,90.54,0,0,8.44,70.87,0,0,0,127.6,382.5,0,0,43.71,0,41.42,44.31,4.32,0,0.12,20.21,45.65,33.74,686.07,20.8,0,0,0,0,3.62,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,19.52,0,0,0,0,21.08,33.12,0,0,0

82,20:15-20:30,5.35,42.51,0,8.33,1.62,0,77.33,44.75,168.66,121.71,17.37,20.96,26.6,0,59.19,20,42.15,54.53,98.87,0,0,90.54,0,0,8.44,70.87,0,0,0,127.6,393.75,0,0,43.71,0,41.42,44.31,4.32,0,0.12,20.21,45.65,33.74,686.07,20.8,0,0,0,0,3.62,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,19.52,0,0,0,0,21.08,33.12,0,0,0

83,20:30-20:45,5.35,42.51,0,8.33,1.62,0,77.33,44.75,168.66,121.71,17.37,20.96,32.51,0,59.19,20,42.15,54.53,98.87,0,0,90.54,0,0,8.44,70.87,0,0,0,127.6,405,0,0,43.71,0,41.42,44.31,4.32,0,0.12,20.21,45.65,33.74,686.07,20.8,0,0,0,0,3.62,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,19.52,0,0,0,0,35.14,28.71,0,0,0

84,20:45-21:00,5.35,38.64,0,8.33,1.62,0,77.33,44.75,167.1,121.71,17.37,20.96,32.51,0,59.19,20,42.15,53.79,98.87,0,0,90.54,0,0,8.44,70.87,0,0,0,127.6,405,0,0,43.49,0,40.4,44.31,4.32,0,0.12,3.3,44.22,32.08,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,19.52,0,0,0,0,35.14,28.71,0,0,0

85,21:00-21:15,5.35,38.64,0,8.33,0.2,0,77.33,44.75,167.1,121.71,17.37,20.96,32.51,0,59.19,20,42.15,53.79,98.87,0,0,90.54,0,0,8.44,70.87,0,0,0,127.6,405,0,0,42.4,0,40.4,44.31,4.32,0,0.12,3.3,44.22,32.08,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,19.52,0,0,0,0,35.14,22.08,0,0,0

86,21:15-21:30,5.35,38.64,0,8.33,0,0,77.33,44.75,167.1,121.71,17.37,20.96,32.51,0,59.19,20,42.15,53.79,98.87,0,0,90.54,0,0,8.58,70.87,0,0,0,127.6,405,0,0,42.4,0,40.4,44.31,4.32,0,0.12,3.3,44.22,32.08,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,19.52,0,0,0,0,35.14,22.08,0,0,0

87,21:30-21:45,5.35,38.64,0,8.33,1.62,0,77.33,44.75,167.1,121.71,17.37,20.96,29.56,0,59.19,20,42.15,53.79,98.87,0,0,90.54,0,0,8.73,70.87,0,0,0,127.6,405,0,0,43.71,0,40.4,44.31,4.32,0,0.12,3.3,44.22,32.08,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,19.52,0,0,0,0,35.14,22.08,0,0,0

88,21:45-22:00,5.35,42.51,0,8.33,1.62,0,77.33,44.75,168.66,121.71,17.37,20.96,29.56,0,59.19,20,42.15,54.53,98.87,0,0,90.54,0,0,8.73,70.87,0,0,0,127.6,405,0,0,43.71,0,41.42,44.31,4.32,0,0.12,20.21,45.65,33.74,686.07,20.8,0,0,0,0,3.62,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,19.52,0,0,0,0,35.14,22.08,0,0,0

89,22:00-22:15,5.35,42.51,0,8.33,1.62,0,77.33,44.75,168.66,121.71,17.37,20.96,26.6,0,59.19,20,42.15,54.53,98.87,0,0,90.54,0,0,8.88,70.87,0,0,0,127.6,405,0,0,43.71,0,41.42,44.31,4.32,0,2.89,20.21,45.65,33.74,686.07,20.8,0,0,0,0,3.62,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,19.52,0,0,0,0,35.14,45.27,0,0,0

90,22:15-22:30,5.35,42.51,0,8.33,1.62,0,77.33,44.75,168.66,121.71,17.37,20.96,26.6,0,59.19,20,42.15,54.53,98.87,0,0,90.54,0,0,8.88,70.87,0,0,0,127.6,405,0,0,43.71,0,41.42,44.31,4.32,0,2.89,20.21,45.65,33.74,686.07,20.8,0,0,0,0,3.62,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,19.52,0,0,0,0,35.14,45.27,0,0,0

91,22:30-22:45,5.35,42.51,0,8.33,1.62,0,77.33,44.75,168.66,121.71,17.37,20.96,29.56,0,59.19,20,42.15,54.53,98.87,0,0,90.54,0,0,9.03,70.87,0,0,0,127.6,405,0,0,43.71,0,41.42,44.31,4.32,0,2.89,20.21,45.65,33.74,686.07,20.8,0,0,0,0,3.62,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,19.52,0,0,0,0,21.08,45.27,0,0,0

92,22:45-23:00,5.35,38.64,0,8.33,1.62,0,77.33,44.75,167.1,121.71,17.37,20.96,29.56,0,59.19,20,24.33,53.79,98.87,0,0,90.54,0,0,9.03,70.87,0,0,0,127.6,405,0,0,43.71,0,40.4,44.31,2.88,0,2.89,6.52,44.22,32.08,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,19.52,0,0,0,0,21.08,45.27,0,0,0

93,23:00-23:15,5.35,19.32,0,8.33,1.62,0,77.33,44.75,167.1,121.71,17.37,20.96,29.56,0,59.19,20,24.33,53.79,98.87,0,0,90.54,0,0,9.03,51.01,0,0,0,127.6,405,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,44.22,32.08,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,19.52,0,0,0,0,21.08,45.27,0,0,0

94,23:15-23:30,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,17.37,20.96,29.56,0,59.19,20,24.33,53.79,98.87,0,0,90.54,0,0,9.03,51.01,0,0,0,127.6,405,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,44.22,32.08,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,19.52,0,0,0,0,21.08,45.27,0,0,0

95,23:30-23:45,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,17.37,20.96,29.56,0,59.19,20,24.33,53.79,98.87,0,0,90.54,0,0,9.9,51.01,0,0,0,127.6,405,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,44.22,32.08,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,19.52,0,0,0,0,21.08,45.27,0,0,0

96,23:45-24:00,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,17.37,20.96,29.56,0,59.19,20,24.33,53.79,98.87,0,0,90.54,0,0,9.9,51.01,0,0,0,127.6,405,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,44.22,32.08,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,19.52,0,0,0,0,21.08,45.27,0,0,0

