Block,Time Block,DADRT2,DULHASTI,FSTPP I & II,DHAULIGNGA,BSIUL,BRBCL,CHAMERA1,CHAMERA3,CHAMERA2,KISHANGANGA,KHSTPP-II,KKNP,SEWA2,SINGRAULI_HYDRO,SIMHST2,TALA,SINGRAULI,SIMHST1,KHSTPP-I,KGSU3AND4,KGSU1AND2,SALAL,PARBATI3,RIHAND1,NLCTS2EXP,PARBATI2,RAPPB,NNTPP,RSTPSU1TO6,NTPL,RAPPD,RSTPSU7,SASAN,RAMPUR,RIHAND3,RAPPC,RIHAND2,JHAJJAR,MAPS,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NAPP,KOLDAM,KOTESHWR,KKNPPU2,KUDGI,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,ANTA_GF,AURY_CRF,DADRI_RF,AURY_RF,ANTA_CRF,DADRI_LF,ANTA_RF,AURY_LF,UNCHAHAR2,URI,TANAKPUR,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,TEHRI,URI2,UNCHAHAR3,TANDA2,TelanganaSTPP,TALST2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
56,13:45-14:00,287.13,38.15,9.62,0,12.54,14.42,0,0,0,8.3,97.4,0,0,0.96,0,0,126.58,0,24.54,0,0,38.55,0,64.87,0,0,0,0,0,0,28.84,0,402.65,1.06,92.7,66.41,96.24,123.19,0,0,0,26.6,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.01,48.3,1.23,12.96,0,1.24,0,33.98,17.25,3.81,0,0,0,0,0,0,0

57,14:00-14:15,287.13,38.15,9.62,0,12.54,14.42,0,0,0,8.3,97.4,0,0,0.96,0,0,126.58,0,24.54,0,0,38.55,0,64.87,0,0,0,0,0,0,28.84,0,402.65,2.11,92.7,66.41,96.24,123.19,0,0,0,53.2,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.01,48.3,1.23,12.96,0,1.24,0,33.98,17.25,3.81,0,0,0,0,0,0,0

58,14:15-14:30,287.13,38.15,11.61,0,12.54,14.42,0,0,0,8.3,97.4,0,0,0.96,0,0,126.58,0,29.78,0,0,38.55,0,64.87,0,0,0,0,0,0,28.84,0,402.65,2.11,92.7,66.41,96.24,123.19,0,0,0,53.2,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.01,48.3,1.23,12.96,0,1.24,0,33.98,17.25,3.81,0,0,0,0,0,0,0

59,14:30-14:45,287.13,38.15,11.61,0,12.54,14.42,0,0,0,8.3,97.4,0,0,0.96,0,0,126.58,0,29.78,0,0,38.55,0,64.87,0,0,0,0,0,0,28.84,0,402.65,2.11,125.75,66.41,96.24,123.19,0,0,0,53.2,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.01,48.3,1.23,13.45,0,1.24,0,33.98,17.25,3.81,0,0,0,0,0,0,0

60,14:45-15:00,287.13,38.15,11.61,0,12.54,14.42,0,0,0,8.3,112.87,0,0,0.96,0,0,144.55,0,29.78,0,0,38.55,0,93.49,0,0,0,0,0,0,28.84,0,402.65,2.11,125.75,66.41,119.78,142.42,0,0,0,53.2,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.01,48.3,1.23,13.45,0,1.24,0,33.98,17.25,3.81,0,0,0,0,0,0,0

61,15:00-15:15,287.13,38.15,14.14,0,12.54,14.42,0,0,0,8.3,142.59,0,0,0.96,0,0,144.55,0,43.78,0,0,38.55,0,93.49,0,0,0,0,0,0,28.84,0,402.65,3.16,125.75,66.41,119.78,142.42,0,0,0,79.79,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.94,48.3,1.23,13.45,0,1.24,0,33.98,17.23,3.81,0,0,0,0,0,0,0

62,15:15-15:30,287.13,38.15,17.5,0,12.54,14.42,0,0,15.64,8.3,142.59,0,0,0.96,0,0,144.55,0,43.78,0,0,38.55,0,93.49,0,0,0,0,0,0,28.84,0,402.65,3.16,125.75,66.41,119.78,191.99,0,0,0,79.79,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.94,48.3,1.23,13.45,0,1.24,0,33.98,17.23,4.5,0,0,0,0,0,0,0

63,15:30-15:45,287.13,38.15,17.5,0,12.54,14.42,0,0,15.64,8.3,142.59,0,0,0.96,0,0,144.55,0,43.78,0,0,38.55,0,93.49,0,0,0,0,0,0,28.84,0,402.65,3.16,125.75,66.41,119.78,191.99,0,0,0,79.79,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.94,48.3,2.95,13.45,0,1.24,0,33.98,17.23,4.5,0,0,0,0,0,0,0

64,15:45-16:00,287.13,38.15,17.5,0,12.54,14.42,12.15,0,15.64,8.3,142.59,0,0,0.96,0,0,144.55,0,43.78,0,0,38.55,0,93.49,0,0,0,0,0,0,28.84,0,402.65,3.16,125.75,66.41,119.78,191.99,0,0,0,79.79,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.94,48.3,2.95,13.45,0,1.24,0,33.98,17.23,4.5,0,0,0,0,0,0,0

65,16:00-16:15,329.44,38.15,17.5,0,12.54,14.42,13.51,0,15.64,8.3,142.59,0,0,0.96,0,0,144.55,0,43.78,0,0,36.87,0,93.49,0,0,0,0,0,0,28.84,0,402.65,3.16,125.75,66.41,119.78,191.99,0,0,0,79.79,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.69,48.3,2.95,13.45,0,1.24,11.65,33.98,17.23,4.5,0,0,0,0,0,0,0

66,16:15-16:30,329.44,38.15,17.5,0,12.54,14.42,27.02,0,31.28,8.3,142.59,0,0,0.96,0,0,144.55,0,43.78,0,0,36.87,0,93.49,0,0,0,0,0,0,28.84,0,402.65,3.16,125.75,66.41,119.78,191.99,0,0,0,79.79,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.69,48.3,2.95,13.45,0,1.24,11.65,33.98,17.23,4.5,0,0,0,0,0,0,0

67,16:30-16:45,329.44,38.15,17.5,0,12.54,14.42,27.02,11.22,31.28,8.3,142.59,0,0,0.96,0,0,144.55,0,43.78,0,0,36.87,0,93.49,0,0,0,0,0,0,28.84,0,402.65,3.16,125.75,66.41,119.78,191.99,0,0,0,79.79,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.69,48.3,2.95,13.45,0,1.24,23.91,33.98,16.2,4.5,0,0,0,0,0,0,0

68,16:45-17:00,329.44,38.15,17.5,0,12.54,14.42,40.53,11.22,31.28,8.3,142.59,0,0,0.96,0,0,144.55,0,43.78,0,0,36.87,0,93.49,0,0,0,0,0,0,28.84,0,402.65,3.16,125.75,66.41,119.78,184.83,0,0,0,79.79,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.69,48.3,2.95,13.45,0,1.24,23.91,33.98,16.2,4.5,0,0,0,0,0,0,0

69,17:00-17:15,393.8,57.21,17.5,0,12.54,14.42,40.53,11.22,31.28,8.3,142.59,0,0,0.96,0,0,144.55,0,43.78,0,0,36.87,4.12,93.49,0,5.79,0,0,0,0,28.84,0,402.65,4.16,125.75,66.41,119.78,221.14,0,0,0,106.41,0,24.78,2.08,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.51,50.34,2.95,20.81,0,1.97,23.91,33.98,26.57,4.5,0,0,0,0,0,0,0

70,17:15-17:30,398.37,57.21,17.5,0,18.81,14.42,40.53,11.22,31.28,8.3,142.59,0,0,0.96,0,0,144.55,0,43.78,0,0,36.87,16.23,93.49,0,7.23,0,0,0,0,28.84,0,402.65,4.16,125.75,66.41,119.78,164.52,0,0,0,106.41,0,24.78,2.08,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.51,50.34,2.95,20.81,0,1.97,35.88,33.98,26.61,4.5,0,0,0,0,0,0,0

71,17:30-17:45,402.43,57.21,17.5,0,18.81,14.42,40.53,22.43,31.28,8.3,142.59,0,0,0.96,0,0,144.55,0,43.78,0,0,26.82,16.23,93.49,0,14.44,0,0,0,0,28.84,0,394.81,4.16,125.75,66.41,119.78,360.22,0,0,0,106.41,0,24.78,2.08,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.05,50.34,2.95,20.81,0,1.37,35.88,33.98,26.61,4.5,0,0,0,0,0,0,0

72,17:45-18:00,402.35,57.21,17.5,0,18.81,14.42,40.53,22.43,46.93,8.3,142.59,0,0,0.96,0,0,144.55,0,43.78,0,0,26.82,16.23,93.49,0,14.44,0,0,0,0,28.84,0,394.81,4.16,125.75,66.41,119.78,368.56,0,0,0,106.41,0,24.78,5.33,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.05,50.34,2.95,20.81,0,1.47,35.88,33.98,26.61,4.5,0,0,0,0,0,0,0

73,18:00-18:15,455.32,57.21,17.5,10.53,18.81,14.42,40.53,22.43,46.93,8.04,142.59,0,0,0.96,0,0,144.55,0,43.78,0,0,26.82,20.65,93.49,0,21.67,0,0,0,0,28.84,0,394.81,4.16,125.75,66.41,119.78,373.71,0,0,0,106.41,0,24.78,9.22,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.32,50.34,4.18,20.81,0,1.63,35.88,33.98,26.61,4.5,0,0,0,0,0,0,0

74,18:15-18:30,536.96,57.21,17.5,21.04,18.81,14.42,40.53,33.68,46.93,8.04,142.59,0,12.12,0.96,0,0,144.55,0,43.78,0,0,40.22,25.09,93.49,0,28.9,0,0,0,0,28.84,0,394.81,4.16,125.75,66.41,119.78,373.71,0,0,0,106.41,0,24.78,9.22,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.32,50.34,4.18,20.81,0,1.63,35.88,33.98,26.61,4.5,0,0,0,0,0,0,0

75,18:30-18:45,604.26,57.21,11.25,42.09,19.35,14.42,40.53,33.68,48.45,8.35,142.59,0,19.32,0.96,0,0,144.55,0,43.78,0,0,76.32,57.54,93.49,0,42.91,0,0,0,0,28.84,0,394.81,4.16,125.75,66.41,119.78,373.71,0,0,0,106.41,0,24.78,9.22,11.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.32,48.3,4.18,20.81,0,1.63,35.88,37.08,26.61,4.5,0,0,0,0,0,0,0

76,18:45-19:00,660.69,57.21,11.25,42.09,19.35,14.42,40.53,33.68,48.45,8.35,142.59,0,19.32,0.96,0,0,144.55,0,43.78,0,0,76.32,57.54,93.49,0,42.91,0,0,0,0,28.84,0,394.81,4.16,125.75,66.41,119.78,373.71,0,0,0,106.41,0,24.78,9.22,11.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.32,48.3,4.18,20.81,0,1.63,35.88,37.08,26.61,4.5,0,0,0,0,0,0,0

77,19:00-19:15,660.69,57.21,11.25,42.09,19.35,14.42,40.53,33.68,48.45,8.35,142.59,0,19.32,0.96,0,0,144.55,0,43.78,0,0,76.32,57.54,93.49,0,42.91,0,0,0,0,28.84,0,394.81,4.16,125.75,66.41,119.78,373.71,0,0,0,106.41,0,24.78,9.22,11.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.32,48.3,4.18,20.81,0,1.63,35.88,37.08,26.61,4.5,0,0,0,0,0,0,0

78,19:15-19:30,660.69,57.21,11.25,42.09,19.35,14.42,40.53,33.68,48.45,8.35,142.59,0,19.32,0.96,0,0,144.55,0,43.78,0,0,76.32,57.54,93.49,0,42.91,0,0,0,0,28.84,0,394.81,4.16,125.75,66.41,119.78,373.71,0,0,0,106.41,0,24.78,9.22,11.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.32,48.3,4.18,20.81,0,1.63,35.88,37.08,26.61,4.5,0,0,0,0,0,0,0

79,19:30-19:45,660.69,57.21,11.25,42.09,19.35,14.42,40.53,33.68,48.45,8.35,142.59,0,19.32,0.96,0,0,144.55,0,43.78,0,0,76.32,57.54,93.49,0,42.91,0,0,0,0,28.84,0,394.81,4.16,125.75,66.41,119.78,373.71,0,0,0,106.41,0,24.78,9.22,11.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.32,48.3,2.95,20.81,0,1.63,35.88,33.98,26.61,4.5,0,0,0,0,0,0,0

80,19:45-20:00,660.62,57.21,11.25,42.09,19.35,14.42,40.53,33.68,48.45,8.35,142.59,0,19.32,0.96,0,0,144.55,0,43.78,0,0,76.32,57.54,93.49,0,42.91,0,0,0,0,28.84,0,394.81,4.16,125.75,66.41,119.78,373.71,0,0,0,106.41,0,24.78,9.22,11.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.32,48.3,2.95,20.81,0,1.63,35.88,33.98,26.61,4.5,0,0,0,0,0,0,0

81,20:00-20:15,660.62,57.21,11.25,42.09,19.35,14.42,40.53,33.68,48.45,8.35,142.59,0,19.32,0.96,0,0,144.55,0,43.78,0,0,40.22,57.54,93.49,0,42.91,0,0,0,0,28.84,0,394.81,4.16,125.75,66.41,119.78,373.71,0,0,0,106.41,0,24.78,9.22,11.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.32,48.3,2.95,20.81,0,1.63,35.88,33.98,26.61,4.5,0,0,0,0,0,0,0

82,20:15-20:30,660.62,57.21,11.25,42.09,19.35,14.42,40.53,33.68,48.45,8.35,142.59,0,19.32,0.96,0,0,144.55,0,43.78,0,0,38.55,57.54,93.49,0,42.91,0,0,0,0,28.84,0,394.81,4.16,125.75,66.41,119.78,373.71,0,0,0,106.41,0,24.78,9.22,11.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.32,48.3,2.95,20.81,0,1.63,35.88,33.98,26.61,4.5,0,0,0,0,0,0,0

83,20:30-20:45,660.62,57.21,11.25,42.09,12.54,14.42,40.53,33.68,46.93,8.04,142.59,0,18.17,0.96,0,0,144.55,0,43.78,0,0,38.55,11.07,93.49,0,21.67,0,0,0,0,28.84,0,394.81,4.16,125.75,66.41,119.78,373.71,0,0,0,106.41,0,24.78,9.22,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.32,48.3,2.95,20.81,0,1.63,35.88,33.98,26.61,4.5,0,0,0,0,0,0,0

84,20:45-21:00,660.62,57.21,11.25,42.09,12.54,14.42,40.53,33.68,46.93,8.04,142.59,0,18.17,0.96,0,0,144.55,0,43.78,0,0,38.55,8.85,93.49,0,21.67,0,0,0,0,28.84,0,394.81,4.16,125.75,66.41,119.78,373.71,0,0,0,106.41,0,24.78,9.22,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.32,48.3,2.95,20.81,0,1.63,35.88,33.98,26.61,4.5,0,0,0,0,0,0,0

85,21:00-21:15,660.62,57.21,11.25,42.09,12.54,14.42,40.53,33.68,46.93,8.04,142.59,0,18.17,0.96,0,0,144.55,0,43.78,0,0,38.55,8.85,93.49,0,21.67,0,0,0,0,28.84,0,394.81,4.16,125.75,66.41,119.78,373.71,0,0,0,106.41,0,24.78,9.22,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.32,48.3,1.72,20.81,0,1.63,35.42,33.98,26.61,4.5,0,0,0,0,0,0,0

86,21:15-21:30,660.62,57.21,11.25,42.09,12.54,14.42,40.53,33.68,46.93,8.04,142.59,0,18.17,0.96,0,0,144.55,0,43.78,0,0,38.55,11.07,93.49,0,21.67,0,0,0,0,28.84,0,394.81,4.16,125.75,66.41,119.78,373.71,0,0,0,106.41,0,24.78,9.22,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.32,48.3,1.72,20.81,0,1.63,35.42,33.98,26.61,4.5,0,0,0,0,0,0,0

87,21:30-21:45,660.62,57.21,11.84,42.09,19.35,14.42,40.53,33.68,48.45,8.35,142.59,0,19.32,0.96,0,0,144.55,0,43.78,0,0,25.7,57.54,93.49,0,27.46,0,0,0,0,28.84,0,394.81,4.16,125.75,66.41,119.78,373.71,0,0,0,106.41,0,24.78,9.22,11.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.32,48.3,1.72,20.81,0,1.63,35.42,33.98,26.61,4.5,0,0,0,0,0,0,0

88,21:45-22:00,660.62,57.21,12.5,42.09,19.35,14.42,40.53,33.68,48.45,8.35,142.59,0,19.32,0.96,0,0,144.55,0,43.78,0,0,25.7,57.54,93.49,0,27.46,0,0,0,0,28.84,0,394.81,4.16,125.75,66.41,119.78,373.71,0,0,0,106.41,0,24.78,9.22,11.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.32,48.3,1.72,20.81,0,1.63,35.42,33.98,26.61,4.5,0,0,0,0,0,0,0

89,22:00-22:15,660.62,57.21,12.59,42.09,19.35,14.42,40.53,33.68,48.45,8.35,142.59,0,19.32,0.96,0,0,144.55,0,43.78,0,0,25.7,57.54,93.49,0,27.46,0,0,0,0,28.84,0,394.81,4.16,125.75,66.41,119.78,373.71,0,0,0,106.41,0,24.78,9.22,11.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.32,48.3,0,20.81,0,1.63,35.42,33.98,26.61,4.5,0,0,0,0,0,0,0

90,22:15-22:30,660.62,57.21,13.17,42.09,19.35,14.42,40.53,33.68,48.45,8.35,142.59,0,19.32,0.96,0,0,144.55,0,43.78,0,0,25.7,57.54,93.49,0,27.46,0,0,0,0,28.84,0,394.81,4.16,125.75,66.41,119.78,373.71,0,0,0,106.41,0,24.78,9.22,11.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.32,48.3,0,20.81,0,1.63,35.42,33.98,26.61,4.5,0,0,0,0,0,0,0

91,22:30-22:45,661,57.21,13.84,42.09,18.81,14.42,40.53,33.68,46.93,8.04,142.59,0,18.17,0.96,0,0,144.55,0,43.78,0,0,25.7,36.88,93.49,0,13,0,0,0,0,28.84,0,394.81,4.16,125.75,66.41,119.78,373.71,0,0,0,106.41,0,24.78,9.22,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.32,48.3,0,20.81,0,1.63,35.42,33.98,26.61,3.87,0,0,0,0,0,0,0

92,22:45-23:00,661,57.21,13.92,42.09,18.81,14.42,40.53,33.68,46.93,8.04,142.59,0,18.17,0.96,0,0,144.55,0,43.78,0,0,25.7,32.46,93.49,0,13,0,0,0,0,28.84,0,394.81,4.16,125.75,66.41,119.78,373.71,0,0,0,106.41,0,24.78,9.22,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.32,48.3,0,20.81,0,1.63,35.42,33.98,26.61,3.87,0,0,0,0,0,0,0

93,23:00-23:15,661.06,57.21,14.51,31.57,18.81,14.42,40.53,22.43,46.93,8.04,142.59,0,18.17,0.96,0,0,144.55,0,43.78,0,0,25.7,17.7,93.49,0,13,0,0,0,0,28.84,0,394.81,4.16,125.75,66.41,119.78,373.71,0,0,0,106.41,0,24.78,9.22,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.48,48.3,0,20.81,0,1.63,35.42,33.98,26.61,3.87,0,0,0,0,0,0,0

94,23:15-23:30,661.06,57.21,15.17,31.57,18.81,14.42,40.53,22.43,46.93,8.04,142.59,0,18.17,0.96,0,0,144.55,0,43.78,0,0,25.7,17.7,93.49,0,13,0,0,0,0,28.84,0,394.81,4.16,125.75,66.41,119.78,373.71,0,0,0,106.41,0,24.78,6.91,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.06,48.3,0,20.81,0,1.63,35.42,33.98,26.61,3.87,0,0,0,0,0,0,0

95,23:30-23:45,661.06,57.21,15.84,10.53,18.81,14.42,40.53,22.43,46.93,8.04,142.59,0,18.17,0.96,0,0,144.55,0,43.78,0,0,36.87,17.7,93.49,0,13,0,0,0,0,28.84,0,394.81,4.16,125.75,66.41,119.78,373.71,0,0,0,106.41,0,24.78,4.61,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.63,48.3,0,20.81,0,1.63,35.42,33.98,26.61,3.87,0,0,0,0,0,0,0

96,23:45-24:00,661.06,56.91,16.5,10.53,18.81,14.42,40.53,22.43,46.93,8.04,142.59,0,18.17,0.96,0,0,144.55,0,43.78,0,0,36.87,17.7,93.49,0,13,0,0,0,0,28.84,0,394.81,4.16,125.75,66.41,119.78,373.71,0,0,0,106.41,0,24.78,2.31,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.35,48.3,0,20.81,0,1.63,35.42,33.98,26.61,3.87,0,0,0,0,0,0,0

