Block,Time,KKNPPU2,NJPC,NLCTS2EXP,RAMPUR,ANTA_LF,AURY_CRF,BSIUL,CHAMERA1,CHAMERA2,DHAULIGNGA,KHSTPP-II,KOLDAM,NLCIIST2,SALAL,SASAN,SINGRAULI_HYDRO,TALA,UNCHAHAR2,AURY_LF,BRBCL,KGSU1AND2,NNTPP,UNCHAHAR4,DADRI_CRF,CHAMERA3,JHAJJAR,KGSU3AND4,KHSTPP-I,KUDGI,RIHAND1,RSTPSU1TO6,AURY_RF,FSTPP I & II,NTPL,PARBATI3,RIHAND2,SEWA2,SIMHST1,TANAKPUR,URI2,ANTA_RF,DADRI_GF,DADRT2,KISHANGANGA,KKNP,MAPS,RIHAND3,SIMHST2,SINGRAULI,TALST2,TANDA2,TEHRI,VALLURNTECL,ANTA_CRF,DADRI_RF,DULHASTI,NLCIIST1,RAPPC,TelanganaSTPP,UNCHAHAR3,AURY_GF,KOTESHWR,NAPP,NLCEXP,RAPPB,RSTPSU7,UNCHAHAR1,URI,ANTA_GF,DADRI_LF
65,16:00-16:15,0,0,0,0,0,0,0,0,0,0,98.87,0,0,1.4,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,0,118.76,0,0,1.15,4.31,28.77,0,683.14,0,0,0,124.32,0,139.68,0,0,31.13,0,0,67.95,0,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.11,0,23.56

66,16:15-16:30,0,0,0,0,0,0,0,0,0,0,98.87,0,0,1.4,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,0,118.76,0,0,1.15,4.31,28.77,0,683.14,0,0,0,124.32,0,139.68,0,0,31.13,0,0,67.95,0,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.11,0,23.56

67,16:30-16:45,0,0,0,0,0,0,0,0,0,0,98.87,0,0,1.4,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,0,118.76,0,0,3.07,4.31,28.77,0,683.14,0,0,0,124.32,0,139.68,0,0,46.69,0,0,67.95,0,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.11,0,23.56

68,16:45-17:00,0,23.39,0,0,0,0,0,0,0,0,98.87,0,0,1.4,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,0,118.76,0,0,3.07,4.31,28.77,0,683.14,0,0,0,124.32,0,139.68,0,0,62.24,0,0,67.95,0,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.11,0,23.56

69,17:00-17:15,0,46.78,0,0,0,0,0,0,0,8.06,98.87,0,0,1.4,196.88,0,0,25.18,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,0,118.76,0,0,3.07,4.31,28.77,0,683.14,0,0,0,124.32,0,139.68,0,0,62.24,0,0,67.95,0,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.11,0,23.56

70,17:15-17:30,0,70.74,0,0,0,0,1.1,12.01,4,16.16,98.87,0,0,1.4,196.88,0,0,25.18,0,20,0,0,0,0,0,459.81,0,45.22,0,92,0,70.59,11.7,0,0,118.76,0,0,3.07,4.31,29.09,0,683.14,0,0,0,124.32,0,139.68,0,0,62.24,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.11,0,23.56

71,17:30-17:45,0,93.56,0,0,0,0,2.2,24.49,13.17,16.41,98.87,0,0,1.4,196.88,0,0,27.97,0,20,0,0,0,0,9.68,459.81,0,45.22,0,92,0,70.59,11.7,0,0,118.76,0,0,3.07,4.31,29.09,0,683.14,0,0,0,124.32,0,139.68,0,0,62.24,0,0,67.95,32.96,0,53.93,0,26.39,0,17.75,43.68,0,0,0,20.56,1.11,0,23.56

72,17:45-18:00,0,140.34,0,0,0,0,13.04,42.15,26.34,36.55,98.87,0,0,1.4,196.88,0,0,27.97,0,20,0,0,0,0,29.06,459.81,0,45.22,0,92,0,70.59,11.7,0,0,118.76,10.54,0,3.07,4.31,29.09,0,683.14,0,0,0,124.32,0,139.68,0,0,62.24,0,0,67.95,49.43,0,53.93,0,26.39,0,29.88,43.68,0,0,0,20.56,1.11,0,23.56

73,18:00-18:15,0,140.34,0,0,0,0,13.04,42.15,26.34,36.55,98.87,0,0,12.78,196.88,0,0,30.77,0,20,0,0,0,0,29.06,459.81,0,45.22,0,92,0,70.59,11.7,0,0,118.76,10.54,0,3.07,4.31,29.09,0,683.14,0,0,0,124.32,0,139.68,0,0,62.24,0,0,67.95,49.43,0,53.93,0,26.39,0,29.88,43.68,0,0,0,20.56,1.11,0,23.56

74,18:15-18:30,0,140.34,0,0,0,0,13.04,42.15,26.34,36.55,98.87,0,0,55.77,196.88,0,0,30.77,0,20,0,0,0,0,29.06,459.81,0,45.22,0,92,0,70.59,11.7,0,0,118.76,10.54,0,3.07,4.31,29.09,0,683.14,0,0,0,124.32,0,139.68,0,0,62.24,0,0,67.95,49.43,0,53.93,0,26.39,0,29.88,43.68,0,0,0,20.56,1.11,0,23.56

75,18:30-18:45,0,140.34,0,0,0,0,13.04,42.15,26.34,36.55,98.87,0,0,55.77,196.88,0,0,33.57,0,20,0,0,0,0,29.06,459.81,0,45.22,0,92,0,70.59,11.7,0,0,118.76,10.54,0,1.15,10.76,29.71,0,683.14,0,0,0,124.32,0,139.68,0,0,62.24,0,0,67.95,49.43,0,53.93,0,26.39,0,29.88,43.68,0,0,0,20.56,11.04,0,23.56

76,18:45-19:00,0,140.34,0,0,0,0,13.04,42.15,26.34,36.55,98.87,0,0,55.77,196.88,0,0,33.57,0,20,0,0,0,0,29.06,459.81,0,45.22,0,92,0,70.59,11.7,0,0,118.76,10.54,0,1.15,10.76,29.71,0,683.14,0,0,0,124.32,0,139.68,0,0,62.24,0,0,67.95,49.43,0,53.93,0,26.39,0,29.88,43.68,0,0,0,20.56,11.04,0,23.56

77,19:00-19:15,0,116.95,0,0,0,0,13.04,42.15,26.34,24.57,98.87,0,0,55.77,196.88,0,0,33.57,0,20,0,0,0,0,29.06,654.31,0,45.22,0,92,0,70.59,11.7,0,3.82,118.76,10.54,0,1.15,10.76,29.71,0,683.14,0,0,0,124.32,0,139.68,0,0,62.24,0,0,67.95,49.43,0,53.93,0,26.39,0,29.88,43.68,0,0,0,20.56,26.49,0,23.56

78,19:15-19:30,0,93.56,0,0,0,0,6.52,24.49,26.34,16.12,98.87,0,0,12.78,196.88,0,0,36.37,0,20,0,0,0,0,1.27,654.31,0,45.22,0,92,0,70.59,11.7,0,16.55,118.76,0,0,1.15,10.76,29.71,0,683.14,0,0,0,124.32,0,139.68,0,0,62.24,0,0,67.95,32.96,0,53.93,0,26.39,0,19.72,43.68,0,0,0,20.56,26.49,0,23.56

79,19:30-19:45,0,70.17,0,0,0,0,1.1,12.01,26.34,8.06,98.87,0,0,1.4,196.88,0,0,36.37,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,16.55,118.76,0,0,1.15,10.76,29.71,0,683.14,0,0,0,124.32,0,139.68,0,0,62.24,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,26.49,0,23.56

80,19:45-20:00,0,46.78,0,0,0,0,0,0,13.06,0,98.87,0,0,1.4,196.88,0,0,39.16,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,16.55,118.76,0,0,1.15,10.76,29.71,0,683.14,0,0,0,124.32,0,139.68,0,0,62.24,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,3.31,0,23.56

81,20:00-20:15,0,46.78,0,0,0,0,0,0,13.17,0,98.87,0,0,1.4,196.88,0,0,39.16,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,16.55,118.76,0,0,3.2,4.31,29.71,0,683.14,0,0,0,124.32,0,139.68,0,0,62.24,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,2.21,0,23.56

82,20:15-20:30,0,22.06,0,0,0,0,0,0,13.17,0,98.87,0,0,1.4,196.88,0,0,42.4,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,16.55,118.76,0,0,3.2,4.31,29.71,0,683.14,0,0,0,124.32,0,139.68,0,0,62.24,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,2.21,0,23.56

83,20:30-20:45,0,0,0,0,0,0,0,0,13.17,0,98.87,0,0,1.4,196.88,0,0,42.4,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,16.55,118.76,0,0,3.2,4.31,29.71,0,683.14,0,0,0,124.32,0,139.68,0,0,62.24,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,2.21,0,23.56

84,20:45-21:00,0,0,0,0,0,0,0,0,0,0,98.87,0,0,1.4,196.88,0,0,42.4,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,3.56,118.76,0,0,3.2,4.31,29.71,0,683.14,0,0,0,124.32,0,139.68,0,0,61.74,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,2.21,0,23.56

85,21:00-21:15,0,0,0,0,0,0,0,0,0,0,98.87,0,0,1.4,196.88,0,0,42.4,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,0,118.76,0,0,3.2,4.31,29.93,0,683.14,0,0,0,124.32,0,139.68,0,0,61.74,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,26.49,0,23.56

86,21:15-21:30,0,0,0,0,0,0,0,0,0,0,98.87,0,0,1.4,196.88,0,0,42.4,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,0,118.76,0,0,3.2,4.31,29.93,0,683.14,0,0,0,124.32,0,139.68,0,0,61.74,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,26.49,0,23.56

87,21:30-21:45,0,0,0,0,0,0,0,0,0,0,98.87,0,0,1.4,196.88,0,0,42.4,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,0,118.76,0,0,3.2,4.31,29.93,0,683.14,0,0,0,124.32,0,139.68,0,0,61.74,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,6.63,0,23.56

88,21:45-22:00,0,0,0,0,0,0,0,0,0,0,98.87,0,0,1.4,196.88,0,0,42.4,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,0,118.76,0,0,3.2,4.31,29.93,0,683.14,0,0,0,124.32,0,139.68,0,0,61.74,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,4.41,0,23.56

89,22:00-22:15,0,0,0,0,0,0,0,0,0,0,98.87,0,0,1.4,196.88,0,0,42.4,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,0,118.76,0,0,3.2,4.31,29.93,0,683.14,0,0,0,124.32,0,139.68,0,0,61.74,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,4.41,0,23.56

90,22:15-22:30,0,0,0,0,0,0,0,0,0,0,98.87,0,0,1.4,196.88,0,0,42.4,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,0,118.76,0,0,3.2,4.31,29.93,0,683.14,0,0,0,124.32,0,139.68,0,0,46.69,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,4.41,0,23.56

91,22:30-22:45,0,0,0,0,0,0,0,0,0,0,98.87,0,0,1.4,196.88,0,0,42.4,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,0,118.76,0,0,3.2,4.31,29.93,0,683.14,0,0,0,124.32,0,139.68,0,0,46.69,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,11.04,0,23.56

92,22:45-23:00,0,0,0,0,0,0,0,0,0,0,98.87,0,0,1.4,196.88,0,0,42.4,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,0,118.76,0,0,3.2,4.31,30.13,0,683.14,0,0,0,124.32,0,139.68,0,0,46.69,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,11.04,0,23.56

93,23:00-23:15,0,0,0,0,0,0,0,0,0,0,98.87,0,0,1.4,196.88,0,0,42.4,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,0,118.76,0,0,3.2,4.31,30.13,0,683.14,0,0,0,124.32,0,139.68,0,0,46.69,0,0,67.95,0,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,8.83,0,23.56

94,23:15-23:30,0,0,0,0,0,0,0,0,0,0,98.87,0,0,1.4,196.88,0,0,42.4,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,0,118.76,0,0,3.2,4.31,30.13,0,683.14,0,0,0,124.32,0,139.68,0,0,15.12,0,0,67.95,0,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,8.83,0,23.56

95,23:30-23:45,0,0,0,0,0,0,0,0,0,0,98.87,0,0,1.4,225,0,0,42.4,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,0,118.76,0,0,3.2,4.31,30.13,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,0,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,8.83,0,23.56

96,23:45-24:00,0,0,0,0,0,0,0,0,0,0,98.87,0,0,1.4,247.5,0,0,42.4,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,0,118.76,0,0,3.2,4.31,30.13,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,0,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,8.83,0,23.56

