Block,Time,KOLDAM,NAPP,SIMHST1,SINGRAULI,ANTA_CRF,NLCEXP,NLCIIST1,SEWA2,TALST2,TEHRI,UNCHAHAR1,AURY_LF,AURY_RF,DADRI_RF,CHAMERA1,CHAMERA2,DADRT2,KGSU1AND2,RIHAND3,SIMHST2,DADRI_GF,KKNPPU2,NLCIIST2,NNTPP,NTPL,PARBATI3,RAPPB,RIHAND1,RSTPSU1TO6,RSTPSU7,URI,AURY_GF,BRBCL,DULHASTI,KHSTPP-II,KKNP,KUDGI,NJPC,NLCTS2EXP,RAPPC,SALAL,SINGRAULI_HYDRO,UNCHAHAR2,ANTA_GF,ANTA_LF,DADRI_CRF,BSIUL,CHAMERA3,FSTPP I & II,KISHANGANGA,KOTESHWR,MAPS,RAMPUR,SASAN,TANAKPUR,ANTA_RF,AURY_CRF,DHAULIGNGA,JHAJJAR,KGSU3AND4,KHSTPP-I,RIHAND2,TALA,TelanganaSTPP,UNCHAHAR3,URI2,TANDA2,UNCHAHAR4,VALLURNTECL,DADRI_LF
6,01:15-01:30,0,43.57,0,125.97,29.93,0,0,0,0,0,20.56,0,0,7.12,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.11,0,20,0,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,16.56,0,8.87,0,0,382.5,0.51,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,18.83,0,0,0,24.11

7,01:30-01:45,0,43.57,0,125.97,29.93,0,0,0,0,0,20.56,0,0,7.12,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.11,0,20,0,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,17.25,0,8.87,0,0,382.5,0.51,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,18.83,0,0,0,24.11

8,01:45-02:00,0,43.57,0,125.97,29.93,0,0,0,0,0,20.56,0,0,7.12,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.11,0,20,0,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,382.5,6.27,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,18.83,0,0,0,24.11

9,02:00-02:15,0,43.57,0,125.97,29.93,0,0,0,0,0,20.56,0,0,7.12,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.11,0,20,0,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,382.5,6.27,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,18.83,0,0,0,24.11

10,02:15-02:30,0,43.57,0,125.97,29.93,0,0,0,0,0,20.56,0,0,7.12,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.11,0,20,0,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,382.5,6.27,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

11,02:30-02:45,0,43.57,0,125.97,29.93,0,0,0,0,0,20.56,0,0,7.12,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.11,0,20,0,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,382.5,0.51,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

12,02:45-03:00,0,43.57,0,125.97,29.93,0,0,0,0,0,20.56,0,0,7.12,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.11,0,20,0,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,382.5,0.51,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

13,03:00-03:15,0,43.57,0,125.97,29.93,0,0,0,0,0,20.56,0,0,7.12,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.11,0,20,0,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,382.5,0.51,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

14,03:15-03:30,0,43.57,0,125.97,29.93,0,0,0,0,0,20.56,0,0,7.12,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.11,0,20,0,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,382.5,0.51,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

15,03:30-03:45,0,43.57,0,125.97,29.93,0,0,0,0,0,20.56,0,0,7.12,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.11,0,20,0,98.87,0,0,0,0,54.06,9.29,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,382.5,0.51,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

16,03:45-04:00,0,43.57,0,125.97,29.93,0,0,0,0,0,20.56,0,0,7.12,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.11,0,20,0,98.87,0,0,0,0,54.06,41.83,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,382.5,0.51,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

17,04:00-04:15,0,43.57,0,125.97,29.93,0,0,0,0,0,20.56,0,0,7.12,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.11,0,20,0,98.87,0,0,0,0,54.06,41.83,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,382.5,0.51,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

18,04:15-04:30,0,43.57,0,125.97,29.93,0,0,0,0,0,20.56,0,0,7.12,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.11,0,20,0,98.87,0,0,0,0,54.06,41.83,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,382.5,0.51,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

19,04:30-04:45,0,43.57,0,125.97,29.93,0,0,0,0,0,20.56,0,0,7.12,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.11,0,20,16.48,98.87,0,0,0,0,54.06,41.83,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,382.5,0.51,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

20,04:45-05:00,0,43.57,0,125.97,29.93,0,0,0,0,0,20.56,0,0,7.12,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.11,0,20,16.48,98.87,0,0,0,0,54.06,41.83,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,382.5,0.51,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

21,05:00-05:15,0,43.57,0,125.97,29.93,0,0,0,0,0,20.56,0,0,7.12,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.11,0,20,16.48,98.87,0,0,0,0,54.06,41.83,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,382.5,0.51,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

22,05:15-05:30,0,43.57,0,125.97,29.93,0,0,0,0,15.56,20.56,0,0,7.12,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.11,0,20,16.48,98.87,0,0,18.94,0,54.06,9.29,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,382.5,6.27,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

23,05:30-05:45,0,43.57,0,125.97,29.93,0,0,0,0,31.13,20.56,0,0,7.12,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.11,0,20,16.48,98.87,0,0,37.88,0,54.06,2.33,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,382.5,6.27,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

24,05:45-06:00,0,43.57,0,125.97,29.93,0,0,0,0,46.69,20.56,0,0,7.12,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.11,0,20,16.48,98.87,0,0,56.82,0,54.06,2.33,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,382.5,6.27,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

25,06:00-06:15,0,43.57,0,125.97,30.35,0,0,0,0,62.24,20.56,0,0,7.12,0,3.33,683.14,0,124.32,0,0,0,0,0,0,3.82,0,82,0,0,1.11,0,20,32.96,98.87,0,0,94.7,0,54.06,2.33,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,382.5,0.51,0,70.59,7.93,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

26,06:15-06:30,0,43.57,0,125.97,30.35,0,0,0,0,62.24,20.56,0,0,7.12,0,3.33,683.14,0,124.32,0,0,0,0,0,0,16.55,0,82,0,0,1.11,0,20,32.96,98.87,0,0,116.95,0,54.06,2.33,0,42.4,0,0,36.72,0,6.36,18.2,0,26.62,0,0,382.5,0.51,0,70.59,15.98,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

27,06:30-06:45,0,43.57,0,125.97,30.35,0,0,10.54,0,62.24,20.56,0,0,7.12,12.01,26.34,682.78,0,124.32,0,0,0,0,0,0,16.55,0,82,0,0,26.49,0,20,32.96,98.87,0,0,140.34,0,54.06,2.33,0,42.4,0,0,36.72,0,29.06,18.2,0,39.83,0,0,382.5,0.51,0,70.59,36.55,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

28,06:45-07:00,0,43.57,0,125.97,30.35,0,0,10.54,0,62.24,20.56,0,0,7.12,28.05,26.34,682.78,0,124.32,0,0,0,0,0,0,16.55,0,82,0,0,26.49,0,20,32.96,98.87,0,0,140.34,0,54.06,2.33,0,42.4,0,0,36.72,0,29.06,18.2,0,39.83,0,0,382.5,0.51,0,70.59,36.55,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

29,07:00-07:15,0,43.57,0,125.97,30.35,0,0,10.54,0,62.24,20.56,0,0,7.12,28.05,26.34,682.78,0,124.32,0,0,0,0,0,0,16.55,0,82,0,0,26.49,0,20,32.96,98.87,0,0,140.34,0,54.06,2.33,0,42.4,0,0,36.72,0,29.06,18.2,0,39.83,0,0,382.5,0.51,0,70.59,36.55,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

30,07:15-07:30,0,43.57,0,125.97,30.35,0,0,10.54,0,62.24,20.56,0,0,7.12,28.05,26.34,682.78,0,124.32,0,0,0,0,0,0,16.55,0,82,0,0,3.31,0,20,32.96,98.87,0,0,140.34,0,54.06,2.33,0,42.4,0,0,36.72,0,29.06,18.2,0,39.83,0,0,382.5,0.25,0,70.59,36.55,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

31,07:30-07:45,0,43.57,0,125.97,30.35,0,0,10.54,0,62.24,20.56,0,0,7.12,28.05,26.34,682.78,0,124.32,0,0,0,0,0,0,16.55,0,82,0,0,1.66,0,20,32.96,98.87,0,0,140.34,0,54.06,2.33,0,42.4,0,0,36.72,0,29.06,18.2,0,39.83,0,0,382.5,0.25,0,70.59,36.55,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

32,07:45-08:00,0,43.57,0,125.97,30.35,0,0,10.54,0,62.24,20.56,0,0,7.12,14.05,26.34,682.78,0,124.32,0,0,0,0,0,0,3.56,0,82,0,0,1.66,0,20,32.96,98.87,0,0,104.17,0,54.06,2.33,0,42.4,0,0,36.72,0,29.06,18.2,0,39.83,0,0,382.5,0.25,0,70.59,36.55,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

33,08:00-08:15,0,43.57,0,125.97,30.03,0,0,0,0,62.24,20.56,0,0,6.58,14.05,26.34,682.78,0,124.32,0,0,0,0,0,0,0,0,82,0,0,1.66,0,20,32.96,98.87,0,0,82.29,0,54.06,2.33,0,42.4,0,0,36.72,0,1.91,18.2,0,19.72,0,0,382.5,6.27,0,70.59,15.98,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

34,08:15-08:30,0,43.57,0,125.97,30.03,0,0,0,0,46.69,20.56,0,0,6.58,0,13.17,682.78,0,124.32,0,0,0,0,0,0,0,0,82,0,0,1.66,0,20,32.96,98.87,0,0,61.56,0,54.06,2.33,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,382.5,6.27,0,70.59,8.06,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

35,08:30-08:45,0,43.57,0,125.97,30.03,0,0,0,0,46.69,20.56,0,0,6.58,0,0,682.78,0,124.32,0,0,0,0,0,0,0,0,82,0,0,26.49,0,20,32.96,98.87,0,0,31.25,0,54.06,2.33,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,0.25,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

36,08:45-09:00,0,43.57,0,125.97,30.03,0,0,0,0,31.13,20.56,0,0,6.58,0,0,682.78,0,124.32,0,0,0,0,0,0,0,0,82,0,0,26.49,0,20,32.96,98.87,0,0,22.73,0,54.06,2.33,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,0.25,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

37,09:00-09:15,0,43.57,0,125.97,30.03,0,0,0,0,31.13,20.56,0,0,6.58,0,0,682.78,0,124.32,0,0,0,0,0,0,0,0,82,0,0,26.49,0,20,32.96,98.87,0,0,0,0,54.06,2.33,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,0.25,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

38,09:15-09:30,0,43.57,0,125.97,30.03,0,0,0,0,15.56,20.56,0,0,6.58,0,0,682.78,0,124.32,0,0,0,0,0,0,0,0,82,0,0,3.31,0,20,16.48,98.87,0,0,0,0,54.06,2.33,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,0.25,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

39,09:30-09:45,0,43.57,0,125.97,30.03,0,0,0,0,15.56,20.56,0,0,6.58,0,0,682.78,0,124.32,0,0,0,0,0,0,0,0,82,0,0,1.66,0,20,16.48,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,6.27,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

40,09:45-10:00,0,43.57,0,125.97,30.03,0,0,0,0,0,20.56,0,0,6.58,0,0,682.78,0,124.32,0,0,0,0,0,0,0,0,82,0,0,1.66,0,20,16.48,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,0.25,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

41,10:00-10:15,0,43.57,0,125.97,29.09,0,0,0,0,0,20.56,0,0,6.58,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.66,0,20,0,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,0.25,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

42,10:15-10:30,0,43.57,0,125.97,29.09,0,0,0,0,0,20.56,0,0,6.58,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,11.04,0,20,0,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,0.25,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,18.83,0,0,0,24.11

43,10:30-10:45,0,43.57,0,125.97,29.09,0,0,0,0,0,20.56,0,0,6.58,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,11.04,0,20,0,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,0.25,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,18.83,0,0,0,24.11

44,10:45-11:00,0,43.57,0,125.97,29.09,0,0,0,0,0,20.56,0,0,6.58,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,11.04,0,20,0,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,0.25,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,18.83,0,0,0,24.11

45,11:00-11:15,0,43.57,0,125.97,29.09,0,0,0,0,0,20.56,0,0,6.58,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,11.04,0,20,0,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,0.25,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,18.83,0,0,0,24.11

46,11:15-11:30,0,43.57,0,125.97,29.09,0,0,0,0,0,20.56,0,0,6.58,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,11.04,0,20,0,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,0.25,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

47,11:30-11:45,0,43.57,0,125.97,29.09,0,0,0,0,0,20.56,0,0,6.58,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.66,0,20,0,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,1.15,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

48,11:45-12:00,0,43.57,0,125.97,29.09,0,0,0,0,0,20.56,0,0,6.58,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.66,0,20,0,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,1.15,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

49,12:00-12:15,0,43.57,0,125.97,29.09,0,0,0,0,0,20.56,0,0,6.58,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.66,0,20,0,98.87,0,0,0,0,54.06,12.78,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,1.15,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

50,12:15-12:30,0,43.57,0,125.97,29.09,0,0,0,0,0,20.56,0,0,6.58,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.66,0,20,0,98.87,0,0,0,0,54.06,55.77,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,1.15,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

51,12:30-12:45,0,43.57,0,125.97,28.88,0,0,0,0,0,20.56,0,0,6.58,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,11.04,0,20,0,98.87,0,0,0,0,54.06,55.77,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,1.15,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

52,12:45-13:00,0,43.57,0,125.97,28.88,0,0,0,0,0,20.56,0,0,6.58,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,11.04,0,20,0,98.87,0,0,0,0,54.06,55.77,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,1.15,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

53,13:00-13:15,0,43.57,0,125.97,28.88,0,0,0,0,0,20.56,0,0,6.58,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,11.04,0,20,0,98.87,0,0,0,0,54.06,12.78,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,1.15,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

54,13:15-13:30,0,43.57,0,125.97,28.88,0,0,0,0,0,20.56,0,0,6.58,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.66,0,20,0,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,1.15,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

55,13:30-13:45,0,43.57,0,125.97,28.88,0,0,0,0,0,20.56,0,0,6.58,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.11,0,20,0,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,1.15,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

56,13:45-14:00,0,43.57,0,125.97,28.88,0,0,0,0,0,20.56,0,0,6.58,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.11,0,20,0,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,1.15,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

57,14:00-14:15,0,43.57,0,125.97,28.88,0,0,0,0,0,20.56,0,0,6.58,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.11,0,20,14.12,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,1.15,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

58,14:15-14:30,0,43.57,0,125.97,28.88,0,0,0,0,0,20.56,0,0,6.58,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.11,0,20,14.12,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,1.15,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

59,14:30-14:45,0,43.57,0,125.97,28.88,0,0,0,0,0,20.56,0,0,6.58,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.11,0,20,14.12,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,1.15,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

60,14:45-15:00,0,43.57,0,125.97,28.88,0,0,0,0,0,20.56,0,0,6.58,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.11,0,20,14.12,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,1.15,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

61,15:00-15:15,0,43.57,0,125.97,28.77,0,0,0,0,0,20.56,0,0,6.58,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.11,0,20,16.48,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,1.15,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

62,15:15-15:30,0,43.57,0,125.97,28.77,0,0,0,0,0,20.56,0,0,6.58,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.11,0,20,16.48,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,1.15,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

63,15:30-15:45,0,43.57,0,125.97,28.77,0,0,0,0,5.48,20.56,0,0,6.58,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.11,0,20,16.48,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,1.15,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

64,15:45-16:00,0,43.57,0,125.97,28.77,0,0,0,0,15.56,20.56,0,0,6.58,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.11,0,20,16.48,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,1.15,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

