Block,Time,TANDA2,SALAL,KISHANGANGA,URI2,ANTA_LF,BSIUL,AURY_GF,ANTA_CRF,DADRI_RF,RIHAND3,URI,TEHRI,CHAMERA2,RAMPUR,UNCHAHAR2,JHAJJAR,KOTESHWR,ANTA_RF,UNCHAHAR4,RAPPB,SINGRAULI_HYDRO,DADRI_CRF,SEWA2,UNCHAHAR1,DULHASTI,NAPP,DADRI_LF,AURY_RF,AURY_CRF,UNCHAHAR3,RIHAND1,TANAKPUR,RIHAND2,CHAMERA1,DADRT2,DADRI_GF,RAPPC,CHAMERA3,DHAULIGNGA,KOLDAM,ANTA_GF,SINGRAULI,NJPC,PARBATI3,AURY_LF,FSTPP I & II,BRBCL,TALA,KHSTPP-II,KUDGI,KHSTPP-I,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
11,02:30-02:45,0.000000,12.934048,0.000000,9.765143,0.000000,6.311482,0.000000,0.000000,0.000000,119.695958,8.548493,0.000000,0.000000,0.000000,24.369302,632.183982,8.589145,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,12.158760,31.899762,39.177882,0.000000,0.000000,0.000000,18.713379,89.046800,9.299099,56.709261,0.000000,661.200682,0.000000,25.056608,0.000000,8.822312,0.000000,0.000000,100.177650,20.165229,0.000000,0.000000,20.064567,16.664246,10.528816,95.183286,74.53,41.126071,335.377350,0,0,0,0,0

12,02:45-03:00,0.000000,12.934048,0.000000,9.765143,0.000000,6.311482,0.000000,0.000000,0.000000,119.695958,8.548493,0.000000,0.000000,0.000000,24.369302,632.183982,8.589145,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,12.158760,31.899762,39.177882,0.000000,0.000000,0.000000,18.713379,89.046800,8.679159,56.709261,0.000000,661.200682,0.000000,25.056608,0.000000,8.822312,0.000000,0.000000,100.177650,20.165229,0.000000,0.000000,20.064567,19.357951,10.528816,95.183286,74.53,41.126071,335.377350,0,0,0,0,0

13,03:00-03:15,0.000000,12.934048,0.000000,9.765143,0.000000,6.311482,0.000000,0.000000,0.000000,119.695958,8.548493,0.000000,0.000000,0.000000,24.369302,632.183982,8.589145,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,12.158760,31.899762,39.177882,0.000000,0.000000,0.000000,18.713379,89.046800,8.679159,56.709261,0.000000,661.200682,0.000000,25.056608,0.000000,8.822312,0.000000,0.000000,100.177650,20.165229,0.000000,0.000000,20.064567,18.681195,10.528816,95.183286,74.53,41.126071,335.377350,0,0,0,0,0

14,03:15-03:30,0.000000,12.934048,0.000000,9.765143,0.000000,6.311482,0.000000,0.000000,0.000000,119.695958,8.548493,0.000000,0.000000,0.000000,24.369302,632.183982,8.589145,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,12.158760,31.899762,39.177882,0.000000,0.000000,0.000000,18.713379,89.046800,8.679159,56.709261,0.000000,661.200682,0.000000,25.056608,0.000000,8.822312,0.000000,0.000000,100.177650,20.165229,0.000000,0.000000,20.064567,18.103915,10.528816,95.183286,74.53,41.126071,335.377350,0,0,0,0,0

15,03:30-03:45,0.000000,12.934048,0.000000,9.765143,0.000000,6.311482,0.000000,0.000000,0.000000,119.695958,8.548493,0.000000,0.000000,0.000000,24.369302,632.183982,8.589145,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,12.158760,31.899762,39.177882,0.000000,0.000000,0.000000,18.713379,89.046800,8.679159,56.709261,0.000000,661.200682,0.000000,25.056608,0.000000,8.822312,0.000000,0.000000,100.177650,20.165229,0.000000,0.000000,20.064567,18.964891,10.528816,95.183286,74.53,41.126071,335.377350,0,0,0,0,0

16,03:45-04:00,0.000000,12.934048,0.000000,9.765143,0.000000,1.064690,0.000000,0.000000,0.000000,119.695958,8.548493,0.000000,0.000000,0.000000,24.369302,632.183982,8.589145,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,12.158760,31.899762,39.177882,0.000000,0.000000,0.000000,18.713379,89.046800,8.679159,56.709261,0.000000,661.200682,0.000000,25.056608,0.000000,8.822312,0.000000,0.000000,100.177650,20.165229,0.000000,0.000000,20.064567,19.357951,10.528816,95.183286,20.33,41.126071,335.377350,0,0,0,0,0

17,04:00-04:15,0.000000,12.934048,0.000000,9.765143,0.000000,1.064690,0.000000,0.000000,0.000000,119.695958,8.548493,0.000000,12.644065,0.000000,24.369302,632.183982,8.589145,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,12.158760,31.899762,39.177882,0.000000,0.000000,0.000000,18.713379,89.046800,8.679159,56.709261,0.000000,661.200682,0.000000,25.056608,0.000000,8.822312,0.000000,0.000000,100.177650,20.165229,0.000000,0.000000,20.064567,19.357951,10.528816,95.183286,14.52,41.126071,335.377350,0,0,0,0,0

18,04:15-04:30,0.000000,12.934048,0.000000,9.765143,0.000000,1.064690,0.000000,0.000000,0.000000,119.695958,8.548493,0.000000,12.644065,0.000000,24.369302,632.183982,8.589145,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,12.158760,31.899762,39.177882,0.000000,0.000000,0.000000,18.713379,89.046800,8.679159,56.709261,0.000000,661.200682,0.000000,25.056608,0.000000,8.822312,0.000000,0.000000,100.177650,20.165229,0.000000,0.000000,20.064567,19.357951,10.528816,95.183286,13.55,41.126071,335.377350,0,0,0,0,0

19,04:30-04:45,0.000000,12.934048,0.000000,9.765143,0.000000,1.064690,0.000000,0.000000,0.000000,119.695958,8.548493,0.000000,12.644065,0.000000,24.369302,632.183982,8.589145,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,12.158760,31.899762,39.177882,0.000000,0.000000,0.000000,18.713379,89.046800,8.679159,56.709261,0.000000,661.200682,0.000000,25.056608,0.000000,8.822312,0.000000,0.000000,100.177650,20.165229,0.000000,0.000000,20.064567,19.357951,10.528816,95.183286,13.55,42.888617,335.377350,0,0,0,0,0

20,04:45-05:00,0.000000,12.934048,0.000000,9.765143,0.000000,1.064690,0.000000,0.000000,0.000000,119.695958,8.548493,0.000000,12.644065,0.000000,24.369302,632.183982,8.589145,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,12.158760,31.899762,39.177882,0.000000,0.000000,0.000000,18.713379,89.046800,8.679159,56.709261,0.000000,661.200682,0.000000,25.056608,0.000000,8.822312,0.000000,0.000000,100.177650,20.165229,0.000000,0.000000,20.064567,19.357951,10.528816,95.183286,18.39,42.888617,335.377350,0,0,0,0,0

21,05:00-05:15,0.000000,12.934048,0.000000,9.765143,0.000000,6.311482,0.000000,0.000000,0.000000,119.695958,8.548493,0.000000,12.644065,0.000000,24.369302,632.183982,8.589145,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,12.158760,31.899762,39.177882,0.000000,0.000000,0.000000,18.713379,89.046800,8.679159,56.709261,0.000000,661.200682,0.000000,25.056608,0.000000,8.822312,0.000000,0.000000,100.177650,20.165229,0.000000,0.000000,20.064567,19.357951,10.528816,95.183286,14.52,42.888617,335.377350,0,0,0,0,0

22,05:15-05:30,0.000000,12.934048,0.000000,9.765143,0.000000,6.311482,0.000000,0.000000,0.000000,119.695958,8.548493,15.061492,12.644065,0.000000,24.369302,632.183982,8.589145,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,12.158760,31.899762,39.177882,0.000000,0.000000,0.000000,18.713379,89.046800,8.679159,56.709261,0.000000,661.200682,0.000000,25.056608,0.000000,8.822312,0.000000,0.000000,100.177650,36.664052,0.000000,0.000000,20.064567,19.357951,10.528816,95.183286,74.53,42.888617,335.377350,0,0,0,0,0

23,05:30-05:45,0.000000,12.934048,0.000000,9.765143,0.000000,6.311482,0.000000,0.000000,0.000000,119.695958,8.548493,30.122984,12.644065,0.000000,24.369302,632.183982,8.589145,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,12.158760,31.899762,39.177882,0.000000,0.000000,0.000000,18.713379,89.046800,8.431183,56.709261,8.411051,661.200682,0.000000,25.056608,0.000000,8.822312,0.000000,0.000000,100.177650,54.996078,3.080342,0.000000,20.064567,19.357951,10.528816,95.183286,74.53,42.888617,335.377350,0,0,0,0,0

24,05:45-06:00,0.000000,12.934048,0.000000,10.416153,0.000000,1.064690,0.000000,0.000000,0.000000,119.695958,12.822739,45.184476,12.644065,0.000000,24.369302,632.183982,8.589145,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,12.158760,31.899762,39.177882,0.000000,0.000000,0.000000,18.713379,89.046800,8.431183,56.709261,8.411051,661.200682,0.000000,25.056608,9.367181,17.644623,0.000000,0.000000,100.177650,73.328104,6.160684,0.000000,20.064567,19.357951,10.528816,95.183286,74.53,42.888617,335.377350,0,0,0,0,0

25,06:00-06:15,0.000000,12.934048,0.000000,23.957151,0.000000,3.194070,0.000000,0.000000,0.000000,119.695958,47.016710,60.245968,25.417151,0.000000,24.369302,625.965224,8.589145,0.000000,0.000000,0.000000,0.759153,0.000000,5.109234,12.158760,47.849643,39.177882,0.000000,0.000000,0.000000,17.228233,89.046800,8.431183,56.709261,27.144756,627.697668,0.000000,25.056608,18.734363,26.466935,0.000000,0.000000,100.177650,100.826143,31.651128,0.000000,20.064567,19.357951,10.528816,95.183286,74.53,42.888617,335.377350,0,0,0,0,0

26,06:15-06:30,0.000000,12.934048,0.000000,23.957151,0.000000,18.934447,0.000000,0.000000,0.000000,119.695958,47.016710,60.245968,38.241845,0.000000,24.369302,625.965224,19.086988,0.000000,0.000000,0.000000,0.759153,0.000000,15.296738,12.158760,47.849643,39.177882,0.000000,0.000000,0.000000,17.228233,89.046800,8.431183,56.709261,40.755365,564.784168,0.000000,25.056608,28.129892,35.371077,0.000000,0.000000,100.177650,135.840313,47.476691,0.000000,20.064567,19.357951,10.528816,95.183286,74.53,42.888617,335.377350,0,0,0,0,0

27,06:30-06:45,0.000000,12.934048,0.000000,23.957151,0.000000,18.934447,0.000000,0.000000,0.000000,119.695958,12.822739,60.245968,38.241845,0.000000,24.369302,625.965224,19.086988,0.000000,0.000000,0.000000,0.759153,0.000000,15.296738,12.158760,47.849643,39.177882,0.000000,0.000000,0.000000,17.228233,89.046800,8.431183,56.709261,40.755365,564.784168,0.000000,25.056608,28.129892,35.371077,0.000000,0.000000,100.177650,135.840313,47.476691,0.000000,20.064567,19.357951,10.528816,95.183286,74.53,42.888617,335.377350,0,0,0,0,0

28,06:45-07:00,0.000000,12.934048,0.000000,23.957151,0.000000,18.934447,0.000000,0.000000,0.000000,119.695958,10.685616,60.245968,38.241845,0.000000,24.369302,625.965224,19.086988,0.000000,0.000000,0.000000,0.759153,0.000000,15.296738,12.158760,47.849643,39.177882,0.000000,0.000000,0.000000,17.228233,89.046800,8.431183,56.709261,40.755365,535.747168,0.000000,25.056608,28.129892,35.371077,0.000000,0.000000,100.177650,135.840313,47.476691,0.000000,20.064567,19.357951,10.528816,95.183286,74.53,42.888617,335.377350,0,0,0,0,0

29,07:00-07:15,0.000000,12.934048,0.000000,10.416153,0.000000,18.934447,0.000000,0.000000,0.000000,119.695958,10.685616,60.245968,38.241845,0.000000,24.369302,625.965224,19.086988,0.000000,0.000000,0.000000,0.759153,0.000000,15.296738,12.158760,47.849643,39.177882,0.000000,0.000000,0.000000,17.228233,89.046800,8.431183,56.709261,40.755365,521.387812,0.000000,25.056608,28.129892,35.371077,0.000000,0.000000,100.177650,135.840313,47.476691,0.000000,20.064567,19.357951,10.528816,95.183286,74.53,42.888617,335.377350,0,0,0,0,0

30,07:15-07:30,0.000000,12.934048,0.000000,9.114134,0.000000,6.311482,0.000000,0.000000,0.000000,119.695958,10.685616,45.184476,38.241845,0.000000,24.369302,625.965224,8.589145,0.000000,0.000000,0.000000,0.759153,0.000000,5.109234,12.158760,47.849643,39.177882,0.000000,0.000000,0.000000,17.228233,89.046800,8.431183,56.709261,19.880666,487.352168,0.000000,25.056608,9.367181,26.466935,0.000000,0.000000,100.177650,100.826143,31.651128,0.000000,20.064567,19.357951,10.528816,95.183286,74.53,42.888617,335.377350,0,0,0,0,0

31,07:30-07:45,0.000000,12.934048,0.000000,9.114134,0.000000,6.311482,0.000000,0.000000,0.000000,119.695958,10.685616,30.122984,25.417151,0.000000,24.369302,625.965224,8.589145,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,12.158760,47.849643,39.177882,0.000000,0.000000,0.000000,17.228233,89.046800,8.431183,56.709261,8.411051,487.352168,0.000000,25.056608,0.000000,17.644623,0.000000,0.000000,100.177650,82.494117,3.696410,0.000000,20.064567,19.357951,10.528816,95.183286,74.53,42.888617,335.377350,0,0,0,0,0

32,07:45:08:00,0.000000,12.934048,0.000000,9.114134,0.000000,6.311482,0.000000,0.000000,0.000000,119.695958,10.685616,16.037135,11.611896,0.000000,24.369302,625.965224,8.589145,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,12.158760,47.849643,39.177882,0.000000,0.000000,0.000000,17.228233,89.046800,8.431183,56.709261,0.000000,487.352168,0.000000,25.056608,0.000000,8.822312,0.000000,0.000000,100.177650,54.996078,0.000000,0.000000,20.064567,18.672115,10.528816,95.183286,40.71,42.888617,335.377350,0,0,0,0,0

33,08:00-08:15,0.000000,12.934048,0.000000,9.114134,0.000000,6.311482,0.000000,0.000000,0.000000,119.695958,10.685616,0.000000,11.611896,0.000000,24.369302,574.868310,8.589145,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,7.743200,47.849643,39.177882,0.000000,0.000000,0.000000,8.711100,89.046800,7.439279,56.709261,0.000000,487.352168,0.000000,25.056608,0.000000,8.822312,0.000000,0.000000,100.177650,36.664052,0.000000,0.000000,20.064567,19.333790,10.528816,95.183286,22.26,42.888617,335.377350,0,0,0,0,0

34,08:15-08:30,0.000000,24.743396,0.000000,9.114134,0.000000,6.311482,0.000000,0.000000,0.000000,119.695958,10.685616,0.000000,11.611896,0.000000,24.369302,468.940170,8.589145,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,7.743200,47.849643,39.177882,0.000000,0.000000,0.000000,8.711100,89.046800,7.439279,56.709261,0.000000,438.957168,0.000000,25.056608,0.000000,8.822312,0.000000,0.000000,100.177650,36.664052,0.000000,0.000000,20.064567,19.357951,10.528816,95.183286,27.10,42.888617,335.377350,0,0,0,0,0

35,08:30-08:45,0.000000,24.743396,0.000000,9.114134,0.000000,6.311482,0.000000,0.000000,0.000000,119.695958,10.685616,0.000000,11.611896,0.000000,19.231303,358.116612,8.589145,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,7.743200,47.849643,39.177882,0.000000,0.000000,0.000000,8.711100,89.046800,7.439279,56.709261,0.000000,438.957168,0.000000,25.056608,0.000000,8.822312,0.000000,0.000000,100.177650,36.664052,0.000000,0.000000,14.155925,19.357951,10.528816,95.183286,32.91,42.888617,326.666250,0,0,0,0,0

36,08:45:09:00,0.000000,24.743396,0.000000,9.114134,0.000000,6.311482,0.000000,0.000000,0.000000,119.695958,10.685616,0.000000,11.611896,0.000000,18.507119,331.021800,8.589145,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,7.743200,47.849643,39.177882,0.000000,0.000000,0.000000,8.711100,89.046800,7.439279,56.709261,0.000000,438.957168,0.000000,25.056608,0.000000,8.822312,0.000000,0.000000,100.177650,36.664052,0.000000,0.000000,14.155925,19.357951,10.528816,95.183286,34.84,42.888617,326.666250,0,0,0,0,0

37,09:00:09:15,0.000000,24.743396,0.000000,9.114134,0.000000,6.311482,0.000000,0.000000,0.000000,119.695958,47.016710,0.000000,11.611896,0.000000,15.220421,331.021800,8.589145,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,7.743200,47.849643,39.177882,0.000000,0.000000,0.000000,8.711100,89.046800,7.439279,56.709261,0.000000,371.473584,0.000000,25.056608,0.000000,8.822312,0.000000,0.000000,100.177650,36.664052,0.000000,0.000000,9.059544,19.357951,10.528816,93.837034,34.84,41.298744,326.666250,0,0,0,0,0

38,09:15-09:30,0.000000,24.743396,0.000000,10.416153,0.000000,6.311482,0.000000,0.000000,0.000000,119.695958,47.016710,0.000000,11.611896,0.000000,15.220421,331.021800,8.589145,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,7.743200,47.849643,39.177882,0.000000,0.000000,0.000000,8.711100,89.046800,7.439279,56.709261,0.000000,367.181479,0.000000,25.056608,0.000000,8.822312,0.000000,0.000000,100.177650,36.664052,0.000000,0.000000,9.059544,19.357951,10.528816,93.837034,34.84,41.298744,326.666250,0,0,0,0,0

39,09:30-09:45,0.000000,24.743396,0.000000,30.873476,0.000000,0.000000,0.000000,0.000000,0.000000,119.695958,10.685616,0.000000,11.611896,0.000000,15.220421,331.021800,8.589145,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,7.743200,47.849643,39.177882,0.000000,0.000000,0.000000,8.711100,89.046800,7.439279,56.709261,0.000000,381.699979,0.000000,25.056608,0.000000,8.822312,0.000000,0.000000,100.177650,36.664052,0.000000,0.000000,9.059544,19.357951,10.528816,67.897314,37.75,27.903008,326.666250,0,0,0,0,0

40,09:45-10:00,0.000000,24.743396,0.000000,30.873476,0.000000,0.000000,0.000000,0.000000,0.000000,119.695958,10.685616,0.000000,11.611896,0.000000,15.220421,331.021800,8.589145,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,7.743200,47.849643,39.177882,0.000000,0.000000,0.000000,8.711100,89.046800,7.439279,56.709261,0.000000,367.181479,0.000000,25.056608,0.000000,0.000000,0.000000,0.000000,100.177650,36.664052,0.000000,0.000000,9.059544,19.357951,10.528816,67.897314,45.49,27.903008,326.666250,0,0,0,0,0

41,10:00-10:15,0.000000,24.743396,0.000000,30.873476,0.000000,0.000000,0.000000,0.000000,0.000000,119.695958,10.685616,0.000000,11.611896,0.000000,15.123631,331.021800,8.589145,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,7.743200,47.849643,39.177882,0.000000,0.000000,0.000000,8.711100,89.046800,7.439279,56.709261,0.000000,367.181479,0.000000,25.056608,0.000000,0.000000,0.000000,0.000000,100.177650,18.332026,0.000000,0.000000,9.059544,19.357951,10.528816,67.897314,37.75,27.903008,326.666250,0,0,0,0,0

42,10:15-10:30,0.000000,24.743396,0.000000,30.873476,0.000000,0.000000,0.000000,0.000000,0.000000,119.695958,10.685616,0.000000,11.611896,0.000000,15.123631,331.021800,8.589145,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,7.743200,47.849643,39.177882,0.000000,0.000000,0.000000,8.711100,89.046800,7.439279,56.709261,0.000000,367.181479,0.000000,25.056608,0.000000,0.000000,0.000000,0.000000,100.177650,18.332026,0.000000,0.000000,9.059544,19.357951,10.528816,67.897314,40.65,27.903008,326.666250,0,0,0,0,0

43,10:30-10:45,0.000000,38.802143,0.000000,10.416153,0.000000,0.000000,0.000000,0.000000,0.000000,119.695958,10.685616,0.000000,11.611896,0.000000,15.123631,331.021800,8.589145,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,7.743200,47.849643,39.177882,0.000000,0.000000,0.000000,8.711100,89.046800,7.439279,56.709261,0.000000,367.181479,0.000000,25.056608,0.000000,0.000000,0.000000,0.000000,100.177650,18.332026,0.000000,0.000000,9.059544,19.357951,10.528816,63.078721,40.65,23.264348,326.666250,0,0,0,0,0

44,10:45-11:00,0.000000,64.023536,0.000000,9.765143,0.000000,0.000000,0.000000,0.000000,0.000000,119.695958,10.685616,0.000000,11.611896,0.000000,15.123631,331.021800,8.589145,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,7.743200,47.849643,39.177882,0.000000,0.000000,0.000000,8.711100,89.046800,7.439279,56.709261,0.000000,367.181479,0.000000,25.056608,0.000000,0.000000,0.000000,0.000000,100.177650,18.332026,0.000000,0.000000,9.059544,17.754843,10.528816,63.078721,46.46,23.264348,326.666250,0,0,0,0,0

45,11:00-11:15,0.000000,64.023536,0.000000,9.114134,0.000000,0.000000,0.000000,0.000000,0.000000,119.695958,8.548493,0.000000,11.611896,0.000000,15.123631,331.021800,8.589145,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,7.743200,31.790482,39.177882,0.000000,0.000000,0.000000,8.711100,89.046800,9.919039,56.709261,0.000000,367.181479,0.000000,25.056608,0.000000,0.000000,0.000000,0.000000,100.177650,18.332026,0.000000,0.000000,9.059544,18.171611,10.528816,63.078721,46.46,23.264348,326.666250,0,0,0,0,0

46,11:15-11:30,0.000000,64.023536,0.000000,9.114134,0.000000,0.000000,0.000000,0.000000,0.000000,119.695958,8.548493,0.000000,11.611896,0.000000,15.123631,331.021800,8.589145,0.000000,0.000000,0.000000,0.759153,0.000000,0.000000,7.743200,31.790482,39.177882,0.000000,0.000000,0.000000,8.711100,89.046800,9.919039,56.709261,0.000000,367.181479,0.000000,25.056608,0.000000,0.000000,0.000000,0.000000,100.177650,18.332026,0.000000,0.000000,9.059544,17.514932,10.528816,63.078721,46.46,23.264348,326.666250,0,0,0,0,0

