Block,Time Block,DULHASTI,DADRT2,CHAMERA1,JHAJJAR,BSIUL,CHAMERA3,KGSU1AND2,KGSU3AND4,CHAMERA2,DHAULIGNGA,FSTPP I & II,ANTA_LF,DADRI_CRF,AURY_GF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_GF,ANTA_CRF,ANTA_RF,AURY_LF,BRBCL,NNTPP,NLCIIST1,NLCTS2EXP,NTPL,NLCIIST2,UNCHAHAR3,TALST2,TANAKPUR,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,VALLURNTECL,UNCHAHAR1,UNCHAHAR4,TANDA2,URI2,KOTESHWR,MAPS,NJPC,NAPP,NLCEXP,KOLDAM,KKNP,KISHANGANGA,KKNPPU2,RAMPUR,PARBATI3,RIHAND3,RAPPB,RIHAND2,SASAN,RIHAND1,SINGRAULI_HYDRO,SIMHST1,RSTPSU1TO6,RAPPC,SIMHST2,RSTPSU7,SINGRAULI,TALA,SALAL,SEWA2,DADRI_RF,DADRI_LF,KHSTPP-II,KHSTPP-I,KUDGI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,15.88,324.62,0,298.65,0,0,0,0,2.31,8.78,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,8.64,0,40.87,2.13,0,0,20.09,0,0,4.4,8.55,0,22.54,40.05,0,0,0,0,0,0,0,57.59,0,114.46,390.34,88.67,0,0,0,49.91,0,0,134.62,0,24.64,0,0,0,95.29,32.17,0,0,0,0,0,0

62,15:15-15:30,15.88,327.59,0,298.65,0,0,0,0,2.31,8.78,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,8.64,0,40.87,2.13,0,0,20.09,0,0,4.4,8.55,0,22.54,40.05,0,0,0,0,0,0,0,57.59,0,114.46,390.34,88.67,0,0,0,49.91,0,0,134.62,0,24.64,0,0,0,95.29,32.17,0,0,0,0,0,0

63,15:30-15:45,15.88,327.59,0,298.65,0,0,0,0,2.31,8.78,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,8.64,0,40.87,2.13,0,0,20.09,0,0,4.4,8.55,0,22.54,40.05,0,0,0,0,0,0,0,57.59,0,114.46,390.34,88.67,0,0,0,49.91,0,0,134.62,0,24.64,0,0,0,95.29,32.17,0,0,0,0,0,0

64,15:45-16:00,15.88,327.59,0,298.65,0,0,0,0,2.31,8.78,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,8.64,0,40.87,2.13,0,0,20.09,0,0,4.4,8.55,0,22.54,40.05,0,0,0,0,0,0,0,57.59,0,114.46,390.34,88.67,0,0,0,49.91,0,0,134.62,0,24.64,0,0,0,95.29,32.17,0,0,0,0,0,0

65,16:00-16:15,31.77,327.59,0,298.65,0,0,0,0,2.31,1.27,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,8.64,0,40.87,2.13,0,0,20.09,0,0,4.4,8.55,0,43.8,40.05,0,0,0,0,0,0,0,57.59,0,114.46,390.34,88.67,0,0,0,49.91,0,0,134.62,0,12.32,0,0,0,95.29,32.17,0,0,0,0,0,0

66,16:15-16:30,31.77,327.59,0,264.24,0,0,0,0,2.31,1.27,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,8.64,0,40.87,2.13,0,0,20.09,0,0,4.4,8.55,0,43.8,40.05,0,0,0,0,0,0,0,57.59,0,114.46,390.34,88.67,0,0,0,49.91,0,0,134.62,0,12.32,0,0,0,95.29,32.17,0,0,0,0,0,0

67,16:30-16:45,31.77,327.59,0,352.91,0,0,0,0,2.31,1.27,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,7.4,0,40.87,2.13,14.39,0,20.09,0,0,4.4,8.55,0,43.8,40.05,0,0,0,0,0,0,0,57.59,0,114.46,396.45,88.67,0,0,0,49.91,0,0,134.62,0,12.32,0,0,0,95.29,35.25,0,0,0,0,0,0

68,16:45-17:00,31.77,327.59,0,441.57,0,9.33,0,0,2.31,1.27,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,7.4,0,40.87,2.13,14.39,0,20.09,0,0,4.4,8.55,0,43.8,40.05,0,0,0,0,0,0,0,57.59,0,114.46,397.93,88.67,0,0,0,49.91,0,0,134.62,0,12.32,0,0,0,95.29,38.61,0,0,0,0,0,0

69,17:00-17:15,31.77,327.59,0,470.49,0,9.33,0,0,2.31,8.78,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,7.4,0,40.87,2.13,14.39,0,20.09,0,0,4.4,8.55,0,67.63,40.05,0,0,0,0,0,0,0,57.59,0,114.46,397.93,88.67,0,0,0,49.91,0,0,134.62,0,12.32,0,0,0,95.29,38.61,0,0,0,0,0,0

70,17:15-17:30,47.64,327.59,0,470.49,1.06,9.33,0,0,3.86,17.57,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,7.4,0,40.87,39.37,28.79,0,20.09,0,0,4.4,8.55,0,86.7,40.05,0,0,0,0,0,0,0,57.59,0,114.46,397.93,88.67,0,0,0,49.91,0,0,134.62,0,12.32,0,0,0,95.29,39.78,0,0,0,0,0,0

71,17:30-17:45,47.64,327.59,11.42,484.13,6.28,18.66,0,0,15.41,26.49,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,7.4,0,40.87,39.37,45,0,20.09,0,0,4.4,8.55,0,109.53,40.05,0,0,0,0,0,0,0,57.59,0,114.46,397.93,88.67,0,0,0,49.91,0,0,134.62,0,24.64,0,0,0,95.29,39.78,0,0,0,0,0,0

72,17:45-18:00,48.12,329.21,11.42,484.13,18.85,29.45,0,0,39.31,36.29,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,7.4,0,40.87,3.19,59.99,0,20.09,0,0,4.4,19.01,0,135.26,40.05,0,0,0,0,0,0,0,57.59,0,114.46,397.93,88.67,0,0,0,49.91,0,0,134.62,0,76.51,0,0,0,95.29,40.88,0,0,0,0,0,0

73,18:00-18:15,48.12,329.21,27.08,484.13,18.85,29.45,0,0,39.31,36.29,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,7.4,0,40.87,2.13,59.99,0,20.09,0,0,4.4,19.01,0,135.26,40.05,0,0,0,0,0,0,0,57.59,0,114.46,397.93,88.67,0,0,0,49.91,0,0,134.62,0,76.51,2.57,0,0,95.29,40.95,0,0,0,0,0,0

74,18:15-18:30,48.12,329.21,40.62,484.13,18.85,29.45,0,0,39.31,36.29,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,10.5,0,40.87,2.13,59.99,0,20.09,0,0,4.4,19.01,0,135.26,40.05,0,0,0,0,0,0,0,57.59,0,114.46,397.93,88.67,0,0,0,49.91,0,0,134.62,0,76.51,6.93,0,0,95.29,40.95,0,0,0,0,0,0

75,18:30-18:45,48.12,329.21,40.62,484.13,18.85,29.45,0,0,39.31,36.29,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,10.5,0,40.87,2.13,59.99,0,20.09,0,0,4.4,19.01,0,135.26,40.05,0,0,0,0,0,0,0,57.59,0,114.46,397.93,88.67,0,0,0,49.91,0,0,134.62,0,76.51,15.24,0,0,95.29,40.95,0,0,0,0,0,0

76,18:45-19:00,48.12,329.21,40.62,484.13,18.85,29.45,0,0,39.31,36.29,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,8.64,0,40.87,2.13,59.99,0,20.09,0,0,4.4,19.01,0,135.26,40.05,0,0,0,0,0,0,2.46,57.59,0,114.46,397.93,88.67,0,0,0,49.91,0,0,134.62,0,24.64,15.24,0,0,95.29,40.95,0,0,0,0,0,0

77,19:00-19:15,48.12,329.21,40.62,484.13,18.85,29.45,0,0,39.31,36.29,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,7.4,0,40.87,2.13,59.99,0,20.09,0,0,4.4,19.01,0,135.26,40.05,0,0,0,0,0,0,4.91,57.59,0,114.46,397.93,88.67,0,0,0,49.91,0,0,134.62,0,12.32,15.24,0,0,95.29,40.95,0,0,0,0,0,0

78,19:15-19:30,48.12,329.21,40.62,484.13,18.85,29.45,0,0,39.31,36.29,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,7.4,0,40.87,2.13,59.99,0,20.09,0,0,4.4,19.01,0,135.26,40.05,0,0,0,0,0,0,31.9,57.59,0,114.46,397.93,88.67,0,0,0,49.91,0,0,134.62,0,12.32,15.24,0,0,95.29,40.95,0,0,0,0,0,0

79,19:30-19:45,48.12,329.21,40.62,484.13,18.85,29.45,0,0,39.31,36.29,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,7.4,0,40.87,2.13,59.99,0,20.09,0,0,4.4,19.01,0,135.26,40.05,0,0,0,0,0,0,47.24,57.59,0,114.46,397.93,88.67,0,0,0,49.91,0,0,134.62,0,12.32,15.24,0,0,95.29,40.95,0,0,0,0,0,0

80,19:45-20:00,31.77,329.21,40.62,484.13,6.28,18.66,0,0,25.39,17.57,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,7.4,0,40.87,2.13,59.99,0,20.09,0,0,4.4,8.55,0,109.53,40.05,0,0,0,0,0,0,47.24,57.59,0,114.46,397.93,88.67,0,0,0,49.91,0,0,134.62,0,12.32,15.24,0,0,95.29,40.95,0,0,0,0,0,0

81,20:00-20:15,31.77,327.59,40.62,437.72,6.28,18.66,0,0,25.39,8.78,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,7.4,0,40.87,39.37,59.99,0,20.09,0,0,4.4,8.55,0,86.7,40.05,0,0,0,0,0,0,47.24,57.59,0,114.46,397.93,88.67,0,0,0,49.91,0,0,134.62,0,12.32,11.57,0,0,95.29,40.95,0,0,0,0,0,0

82,20:15-20:30,31.77,327.59,13.54,437.72,0,18.66,0,0,25.39,8.78,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,7.4,0,40.87,39.37,59.26,0,20.09,0,0,25.93,8.55,0,67.63,40.05,0,0,0,0,0,0,31.9,57.59,0,114.46,397.93,88.67,0,0,0,49.91,0,0,134.62,0,12.32,8.52,0,0,95.29,40.95,0,0,0,0,0,0

83,20:30-20:45,31.77,327.59,13.54,437.72,0,18.66,0,0,25.39,8.78,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,7.4,0,40.87,4.25,43.17,0,20.09,0,0,25.93,8.55,0,38.34,40.05,0,0,0,0,0,0,31.9,57.59,0,114.46,397.93,88.67,0,0,0,49.91,0,0,134.62,0,12.32,7.71,0,0,95.29,40.95,0,0,0,0,0,0

84,20:45-21:00,31.77,327.59,13.54,437.72,0,9.33,0,0,11.57,8.78,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,7.4,0,40.87,2.13,43.17,0,20.09,0,0,25.93,8.55,0,38.34,40.05,0,0,0,0,0,0,4.91,57.59,0,114.46,397.93,88.67,0,0,0,49.91,0,0,134.62,0,12.32,7.71,0,0,95.29,40.95,0,0,0,0,0,0

85,21:00-21:15,31.77,327.59,13.54,437.72,0,9.33,0,0,1.93,8.78,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,7.4,0,40.87,2.13,43.17,0,20.09,0,0,25.93,8.55,0,38.34,40.05,0,0,0,0,0,0,2.46,57.59,0,114.46,402.79,88.67,0,0,0,49.91,0,0,134.62,0,12.32,7.71,0,0,95.29,40.95,0,0,0,0,0,0

86,21:15-21:30,31.77,327.59,11.42,437.72,0,9.33,0,0,1.93,8.78,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,7.4,0,40.87,2.13,43.17,0,20.09,0,0,25.93,8.55,0,38.34,40.05,0,0,0,0,0,0,0,57.59,0,114.46,403.61,88.67,0,0,0,49.91,0,0,134.62,0,12.32,7.71,0,0,95.29,40.95,0,0,0,0,0,0

87,21:30-21:45,31.77,327.59,0,437.72,0,9.33,0,0,1.93,8.78,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,7.4,0,40.87,2.13,28.79,0,20.36,0,0,25.93,8.55,0,38.34,40.05,0,0,0,0,0,0,0,57.59,0,114.46,403.61,88.67,0,0,0,49.91,0,0,134.62,0,12.32,7.71,0,0,107.56,40.95,0,0,0,0,0,0

88,21:45-22:00,31.77,327.59,0,360.62,0,9.33,0,0,1.93,8.78,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,7.4,0,40.87,2.13,28.79,0,20.36,0,0,4.4,8.55,0,38.34,40.05,0,0,0,0,0,0,0,57.59,0,114.46,403.61,88.67,0,0,0,49.91,0,0,134.62,0,12.32,7.71,0,0,116.03,40.95,0,0,0,0,0,0

89,22:00-22:15,31.77,327.59,0,360.62,0,0,0,0,1.93,8.78,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,7.4,0,40.87,2.13,28.79,0,20.36,0,0,4.4,8.55,0,38.34,40.05,0,0,0,0,0,0,0,57.59,0,114.46,403.61,88.67,0,0,0,49.91,0,0,134.62,0,12.32,7.71,0,0,120.43,40.95,0,0,0,0,0,0

90,22:15-22:30,31.77,327.59,0,360.62,0,0,0,0,1.93,8.78,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,7.4,0,40.87,2.13,28.79,0,20.36,0,0,4.4,8.55,0,38.34,40.05,0,0,0,0,0,0,0,57.59,0,114.46,403.61,88.67,0,0,0,49.91,0,0,134.62,0,12.32,7.71,0,0,121.32,40.95,0,0,0,0,0,0

91,22:30-22:45,31.77,327.59,0,360.62,0,0,0,0,1.93,8.78,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,7.4,0,40.87,2.13,28.79,0,20.36,0,0,4.4,8.55,0,38.34,40.05,0,0,0,0,0,0,0,57.59,0,114.46,403.61,88.67,0,0,0,49.91,0,0,134.62,0,12.32,2.57,0,0,121.32,40.95,0,0,0,0,0,0

92,22:45-23:00,31.77,327.59,0,360.62,0,0,0,0,1.93,8.78,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,7.4,0,40.87,2.13,28.79,0,20.36,0,0,4.4,8.55,0,38.34,40.05,0,0,0,0,0,0,0,57.59,0,114.46,403.61,88.67,0,0,0,49.91,0,0,134.62,0,12.32,0,0,0,125.49,40.95,0,0,0,0,0,0

93,23:00-23:15,31.77,327.59,0,360.62,0,0,0,0,1.93,8.78,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,7.4,0,40.87,39.37,28.79,0,20.36,0,0,4.4,8.55,0,38.34,40.05,0,0,0,0,0,0,0,57.59,0,114.46,403.61,88.67,0,0,0,49.91,0,0,134.62,0,12.32,0,0,0,126.38,40.95,0,0,0,0,0,0

94,23:15-23:30,31.77,327.59,0,360.62,0,0,0,0,1.93,8.78,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,7.4,0,40.87,39.37,28.79,0,20.36,0,0,4.4,8.55,0,38.34,40.05,0,0,0,0,0,0,0,57.59,0,114.46,403.61,88.67,0,0,0,49.91,0,0,134.62,0,12.32,0,0,0,126.38,40.95,0,0,0,0,0,0

95,23:30-23:45,31.77,327.59,0,360.62,0,0,0,0,1.93,8.78,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,7.4,0,40.87,3.19,28.79,0,20.36,0,0,4.4,8.55,0,38.34,40.05,0,0,0,0,0,0,0,57.59,0,114.46,403.61,88.67,0,0,0,49.91,0,0,134.62,0,12.32,0,0,0,133.55,40.95,0,0,0,0,0,0

96,23:45-24:00,31.77,327.59,0,360.62,0,0,0,0,1.93,8.78,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,7.4,0,40.87,2.13,28.79,0,20.36,0,0,4.4,8.55,0,38.34,40.05,0,0,0,0,0,0,0,57.59,0,114.46,403.61,88.67,0,0,0,49.91,0,0,134.62,0,12.32,0,0,0,142.93,40.95,0,0,0,0,0,0

