Block,Time,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,NR/01032024/31032024/SJVN010324NR1588,WR/01102023/01102023/L_NR_2020_06,NR/26072023/25122043/L_NR_2023_10,WR/01032024/15032024/TPDDL/PMG/MSEDCL/Banking/12112023,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/01032024/31032024/SJVN010324NR1589,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,NR/01102023/08032047/L_NR_2021_14,NR/01102023/30042040/GNA_LT_35,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/05012040/L_NR_2020_02,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_07,WR/11032024/12032024/L_NR_2019_19,NR/01032024/22032024/HP-59,NR/01032024/22032024/HP-56,NR/01032024/31032024/NVVN/OA/16997,NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/01012024/31032024/ ChanjuII,NR/01102023/06022042/L_NR_2012_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,NR/01032024/15032024/HP-62,SR/01032024/15032024/BYPL-APPCPL-KSEB,SR/01032024/15032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,SR/01032024/31032024/SJVN010324NR1590,SR/01102023/07102043/L_NR_2018_61
6,01:15-01:30,9.17,17.33,0,17.33,0,0,27.5,7.66,0,0,9.16,0,144.390000,0,0,0,0,0,0,0,0,0.000000,0.000000,1.340000,1.240000,25.990000,33.690000,0.000000,32.760000,76.520000,48.130000,231.020000,0.000000,1.150000,52.940000,0.000000,0.000000,4.690000,140.540000,25.030000,25.990000,98.190000,96.26,96.26,48.13,0,7.1

7,01:30-01:45,9.17,17.67,0,17.67,0,0,27.5,7.34,0,0,9.16,0,144.390000,0,0,0,0,0,0,0,0,0.000000,0.000000,1.340000,1.240000,25.990000,33.690000,0.000000,32.760000,76.520000,48.130000,192.520000,0.000000,1.150000,52.940000,0.000000,0.000000,4.690000,111.660000,25.030000,25.990000,98.190000,96.26,96.26,48.13,0,7.01

8,01:45-02:00,9.17,18,0,18,0,0,27.5,7.34,0,0,9.16,0,144.390000,0,0,0,0,0,0,0,0,0.000000,0.000000,1.340000,1.240000,25.990000,33.690000,0.000000,32.760000,76.520000,48.130000,148.890000,0.000000,1.150000,52.940000,0.000000,0.000000,4.690000,111.660000,25.030000,25.990000,98.190000,96.26,96.26,48.13,0,7.01

9,02:00-02:15,9.17,23.52,0,23.52,0,0,27.5,7,0,0,9.16,0,144.390000,0,0,0,0,0,0,0,0,0.000000,0.000000,1.340000,1.160000,25.990000,33.690000,0.000000,32.760000,76.520000,48.130000,148.890000,0.000000,1.110000,52.940000,0.000000,0.000000,4.690000,111.660000,25.030000,25.990000,98.190000,96.26,96.26,48.13,0,7.01

10,02:15-02:30,9.17,23.35,0,23.35,0,0,27.5,7,0,0,9.16,0,144.390000,0,0,0,0,0,0,0,0,0.000000,0.000000,1.340000,1.160000,25.990000,33.690000,0.000000,32.760000,76.520000,48.130000,148.890000,0.000000,1.110000,52.940000,0.000000,0.000000,4.690000,111.660000,25.030000,25.990000,98.190000,96.26,96.26,48.13,0,7.01

11,02:30-02:45,9.33,33.53,0,33.53,0,0,28,6.66,0,0,9.34,0,144.390000,0,0,0,0,0,0,0,0,0.000000,0.000000,1.340000,1.160000,26.680000,33.690000,0.000000,32.760000,76.520000,48.130000,148.890000,0.000000,1.110000,52.940000,0.000000,0.000000,4.690000,111.660000,25.030000,26.680000,98.190000,96.26,96.26,48.13,0,7.01

12,02:45-03:00,9.33,33.51,0,33.51,0,0,28,6.66,0,0,9.34,0,144.390000,0,0,0,0,0,0,0,0,0.000000,0.000000,1.340000,1.160000,26.680000,33.690000,0.000000,32.760000,76.520000,48.130000,148.890000,0.000000,1.110000,52.940000,0.000000,0.000000,4.690000,111.660000,25.030000,26.680000,98.190000,96.26,96.26,48.13,0,7.01

13,03:00-03:15,12,32.94,0,32.94,0,0,36,6.66,0,0,12,0,144.390000,0,0,0,0,0,0,0,0,0.000000,0.000000,1.340000,1.160000,26.680000,33.690000,0.000000,32.760000,76.520000,48.130000,148.890000,0.000000,1.110000,52.940000,0.000000,0.000000,4.590000,111.660000,25.030000,26.680000,98.190000,96.26,96.26,48.13,0,7.01

14,03:15-03:30,11.83,32.56,0,32.56,0,0,35.5,6.66,0,0,11.84,0,144.390000,0,0,0,0,0,0,0,0,0.000000,0.000000,1.340000,1.160000,26.680000,33.690000,0.000000,32.760000,76.520000,48.130000,148.890000,0.000000,1.110000,52.940000,0.000000,0.000000,4.590000,111.660000,25.030000,26.680000,98.190000,96.26,96.26,48.13,0,7.01

15,03:30-03:45,11.83,32.41,0,32.41,0,0,35.5,8.66,0,0,11.84,0,144.390000,0,0,0,0,0,0,0,0,0.000000,0.000000,1.340000,1.160000,26.680000,33.690000,0.000000,32.760000,76.520000,48.130000,148.890000,0.000000,1.110000,52.940000,0.000000,0.000000,4.590000,111.660000,25.030000,26.680000,98.190000,96.26,96.26,48.13,0,7.01

16,03:45-04:00,11.67,31.93,0,31.93,0,0,35,8.66,0,0,11.66,0,144.390000,0,0,0,0,0,0,0,0,0.000000,0.000000,1.340000,1.160000,26.680000,33.690000,0.000000,32.760000,76.520000,48.130000,148.890000,0.000000,1.110000,52.940000,0.000000,0.000000,4.590000,111.660000,25.030000,26.680000,98.190000,96.26,96.26,48.13,0,7.01

17,04:00-04:15,11.33,26,0,26,0,0,34,8.34,0,0,11.34,0,144.390000,0,0,0,0,0,0,0,0,0.000000,0.000000,1.300000,0.770000,26.680000,33.690000,0.000000,32.760000,76.520000,48.130000,148.890000,0.000000,1.070000,52.940000,0.000000,0.000000,4.590000,111.660000,25.030000,26.680000,98.190000,96.26,96.26,48.13,0,7.01

18,04:15-04:30,11,25,0,25,0,0,33,8.34,0,0,11,0,144.390000,0,0,0,0,0,0,0,0,0.000000,0.000000,1.300000,0.770000,26.680000,33.690000,0.000000,32.760000,76.520000,48.130000,148.890000,0.000000,1.070000,52.940000,0.000000,0.000000,4.590000,111.660000,25.030000,26.680000,98.190000,96.26,96.26,48.13,0,7.01

19,04:30-04:45,10.67,24.67,0,24.67,0,0,32,6.66,0,0,10.66,0,144.390000,0,0,0,0,0,0,0,0,0.000000,0.000000,1.300000,0.770000,26.680000,33.690000,0.000000,32.760000,76.520000,48.130000,192.520000,0.000000,1.070000,52.940000,0.000000,0.000000,4.590000,111.660000,25.030000,26.680000,98.190000,96.26,96.26,48.13,0,7.01

20,04:45-05:00,10.33,24.33,0,24.33,0,0,31,6.66,0,0,10.34,0,144.390000,0,0,0,0,0,0,0,0,0.000000,0.000000,1.300000,0.770000,26.680000,33.690000,0.000000,32.760000,76.520000,48.130000,231.020000,0.000000,1.070000,52.940000,0.000000,0.000000,4.590000,140.540000,25.030000,26.680000,98.190000,96.26,96.26,48.13,0,7.01

21,05:00-05:15,7.5,29.18,0,29.18,0,0,22.5,6.66,0,0,7.5,0,144.390000,0,0,0,0,0,0,0,0,0.000000,0.000000,1.300000,0.770000,26.680000,52.630000,0.000000,32.760000,76.520000,48.130000,270.730000,0.000000,1.070000,52.940000,0.000000,0.000000,4.590000,229.450000,25.030000,26.680000,98.190000,96.26,96.26,48.13,0,7.01

22,05:15-05:30,7.5,28.18,0,28.18,0,0,22.5,6.66,0,0,7.5,0,144.390000,0,0,0,0,0,0,0,0,0.000000,0.000000,1.300000,0.770000,26.680000,76.320000,0.000000,32.760000,76.520000,48.130000,270.730000,0.000000,1.070000,52.940000,0.000000,0.000000,4.590000,260.480000,25.030000,26.680000,98.190000,96.26,96.26,48.13,0,7.01

23,05:30-05:45,7.5,18.67,0,18.67,0,0,22.5,6.66,0,0,7.5,0,144.390000,0,0,0,0,0,0,0,0,0.000000,0.000000,1.300000,0.930000,26.180000,76.320000,0.000000,32.760000,76.520000,48.130000,270.730000,0.000000,1.070000,52.940000,0.000000,0.000000,4.590000,260.480000,25.030000,30.800000,98.190000,96.26,96.26,48.13,0,7.01

24,05:45-06:00,7.5,18.33,0,18.33,0,0,22.5,6.66,0,0,7.5,0,144.390000,0,0,0,0,0,0,0,0,0.000000,0.000000,1.300000,0.930000,26.180000,76.320000,0.000000,32.760000,76.520000,48.130000,270.730000,0.000000,1.070000,52.940000,0.000000,0.000000,4.590000,260.480000,25.030000,30.800000,98.190000,96.26,96.26,48.13,0,7.01

25,06:00-06:15,7.5,18,0,18,0,0,22.5,6.66,0,0,7.5,0,144.390000,0,0,0,0,0,0,0,0,0.000000,0.000000,1.300000,0.930000,30.800000,57.390000,0.000000,0.000000,0.000000,48.130000,270.730000,0.000000,1.070000,52.940000,0.000000,0.000000,4.500000,233.830000,25.030000,30.800000,0.000000,96.26,96.26,48.13,0,7.01

26,06:15-06:30,7.5,17.67,0,17.67,0,0,22.5,6.66,0,0,7.5,0,144.390000,0,0.01,0,1,0,0,0,0,0.000000,0.000000,1.300000,0.930000,30.800000,57.390000,0.000000,0.000000,0.000000,48.130000,270.730000,0.000000,1.070000,52.940000,0.000000,0.000000,4.500000,204.950000,25.030000,30.800000,0.000000,96.26,96.26,48.13,0,7.01

27,06:30-06:45,7.5,16.67,0,16.67,0,2,22.5,6.66,0,0,7.5,0,144.390000,0,0.01,0,8.14,0.963567,0,1,0,0.000000,0.000000,1.300000,0.930000,30.800000,57.390000,0.000000,0.000000,0.000000,48.130000,231.020000,0.000000,1.070000,99.740000,0.000000,0.000000,4.500000,204.950000,24.060000,30.800000,0.000000,96.26,96.26,48.13,0,7.01

28,06:45-07:00,7.5,16,1,16,0,7.1,22.5,6.66,0,0,7.5,1,144.390000,0,0.01,0,14.94,5.693805,0,3,0,0.000000,0.000000,1.300000,0.930000,30.800000,67.890000,0.000000,0.000000,0.000000,48.130000,231.020000,0.000000,1.070000,99.740000,0.000000,0.000000,4.500000,233.830000,23.100000,30.800000,0.000000,96.26,96.26,48.13,0,7.01

29,07:00-07:15,7.5,15.67,4,15.67,2,20.4,22.5,6.66,0.11,0,7.5,1,144.390000,1,0.53,0,24.12,11.835328,1,10,2.6,0.100000,0.000000,1.300000,0.930000,30.800000,86.830000,0.000000,0.000000,0.000000,48.130000,270.730000,0.100000,1.150000,99.740000,0.000000,0.110000,4.500000,260.480000,22.140000,30.800000,0.000000,96.26,96.26,48.13,0,7.01

30,07:15-07:30,7.5,15.33,11,15.33,6,29.21,22.5,6.66,1.09,0,7.5,4,144.390000,3,5.48,0,29.22,18.541365,2,29.22,6.82,0.500000,0.000000,1.300000,0.930000,30.800000,86.830000,0.000000,0.000000,0.000000,48.130000,270.730000,0.500000,1.150000,99.740000,0.000000,0.510000,4.500000,260.480000,22.140000,30.800000,0.000000,96.26,96.26,48.13,0,7.01

31,07:30-07:45,7.5,15,14,15,11,30.71,22.5,6.66,3.72,0,7.5,6,144.390000,6,18.6,0,30.72,26.600289,5,30.72,11.82,1.190000,0.000000,1.300000,0.930000,30.800000,86.830000,0.000000,0.000000,0.000000,48.130000,270.730000,1.190000,1.150000,99.740000,0.000000,1.220000,4.500000,260.480000,21.180000,30.800000,0.000000,96.26,96.26,48.13,0,7.01

32,07:45:08:00,7.5,15,32,15,20,30.71,22.5,6.66,7.83,0,7.5,13,144.390000,10,39.13,0,30.72,36.547415,9,30.72,16.82,2.780000,0.000000,1.300000,0.930000,30.800000,86.830000,0.000000,0.000000,0.000000,48.130000,270.730000,2.780000,1.150000,99.740000,0.000000,2.860000,4.500000,260.480000,21.180000,30.800000,0.000000,96.26,96.26,48.13,0,7.01

33,08:00-08:15,6.67,13.33,49,13.33,30,30.71,20,6,12.07,0,6.66,21,144.390000,15,60.37,0,30.72,47.866894,13.7,30.72,21.74,3.450000,0.000000,1.340000,0.930000,30.800000,86.830000,0.000000,0.000000,0.000000,48.130000,270.730000,3.450000,1.150000,99.740000,0.000000,3.530000,4.500000,260.480000,21.180000,30.800000,0.000000,96.26,96.26,48.13,0,7.01

34,08:15-08:30,6.67,13.33,70,13.33,39,30.71,20,6,16.65,0,6.66,30,144.390000,19,83.26,0,30.72,59.66329,18.5,30.72,27.48,4.770000,0.000000,1.340000,0.930000,30.800000,86.830000,0.000000,0.000000,0.000000,48.130000,270.730000,4.770000,1.150000,99.740000,0.000000,4.890000,4.500000,260.480000,21.180000,30.800000,0.000000,96.26,96.26,48.13,0,7.01

35,08:30-08:45,6.67,13.33,91,13.33,50,31.71,20,6,21.26,0,6.66,39,144.390000,25,106.29,0,31.72,71.119031,24.1,31.72,33.45,6.280000,0.000000,1.340000,0.930000,30.800000,86.830000,0.000000,0.000000,0.000000,48.130000,270.730000,6.280000,1.150000,99.740000,0.000000,6.440000,4.500000,260.480000,20.210000,30.800000,0.000000,96.26,96.26,48.13,0,7.01

36,08:45:09:00,6.67,13.33,109,13.33,59,31.71,20,6,25.81,0,6.66,46,144.390000,29,129.04,0,31.72,82.165986,28.1,31.72,44.03,7.650000,0.000000,1.340000,0.930000,30.800000,67.890000,0.000000,0.000000,0.000000,48.130000,270.730000,7.650000,1.150000,99.740000,0.000000,7.840000,4.500000,233.830000,20.210000,30.800000,0.000000,96.26,96.26,48.13,0,7.01

37,09:00:09:15,6.67,13.33,126,13.33,67,31.71,20,6,30.12,0,6.66,54,144.390000,33,150.59,0,31.72,92.190976,31.4,31.72,53.88,8.950000,0.000000,1.340000,0.930000,30.800000,67.890000,0.000000,0.000000,0.000000,48.130000,270.730000,8.950000,1.110000,99.740000,0.000000,9.180000,4.410000,260.480000,19.250000,30.800000,0.000000,96.26,96.26,48.13,14.73,7.01

38,09:15-09:30,6.67,13.33,144,13.33,73,31.71,20,6,33.98,0,6.66,61,144.390000,37,169.9,0,31.72,102.00184,34.5,31.72,62.74,10.280000,0.000000,1.340000,0.930000,30.800000,86.830000,0.000000,0.000000,0.000000,48.130000,270.730000,10.280000,1.110000,99.740000,0.000000,10.530000,4.410000,260.480000,19.250000,30.800000,0.000000,96.26,96.26,48.13,14.73,7.01

39,09:30-09:45,6.67,13.33,161,13.33,80,31.71,20,6,39.14,0,6.66,69,144.390000,40,195.71,0,31.72,110.615545,37.5,31.72,71,11.350000,0.000000,1.340000,1.010000,30.800000,86.830000,0.000000,0.000000,0.000000,48.130000,270.730000,11.350000,1.110000,99.740000,0.000000,11.630000,4.410000,260.480000,19.250000,30.800000,0.000000,96.26,96.26,48.13,14.73,7.01

40,09:45-10:00,6.67,13.33,175,13.33,87,32.05,20,6,42.62,0,6.66,75,144.390000,43,213.13,0,32.05,118.411678,40.5,32.05,78.65,12.470000,0.000000,1.340000,1.010000,30.800000,76.320000,0.000000,0.000000,0.000000,48.130000,270.730000,12.470000,1.110000,99.740000,0.000000,12.780000,4.410000,260.480000,19.250000,30.800000,0.000000,96.26,96.26,48.13,14.73,7.01

41,10:00-10:15,6.67,13.33,189,13.33,93,32.05,20,6,45.74,0,6.66,81,144.390000,47,228.7,0,32.05,125.292909,43.1,32.05,85.62,13.480000,0.000000,1.390000,1.010000,30.800000,76.320000,0.000000,0.000000,0.000000,48.130000,270.730000,13.480000,1.110000,52.940000,0.000000,13.820000,4.410000,260.480000,18.290000,30.800000,0.000000,96.26,96.26,48.13,14.73,7.01

42,10:15-10:30,6.67,13.33,200,13.33,95,32.05,20,6,47.5,0,6.66,85,144.390000,47,237.5,0,32.05,130.996447,45.2,32.05,91.93,15.820000,0.000000,1.390000,1.010000,30.800000,76.320000,0.000000,0.000000,0.000000,48.130000,270.730000,15.820000,1.110000,52.940000,0.000000,16.220000,4.410000,260.480000,18.290000,30.800000,0.000000,96.26,96.26,48.13,14.73,7.01

43,10:30-10:45,6.67,12.67,207,12.67,95,32.05,20,6,47.5,0,6.66,88,144.390000,48,237.5,0,32.05,135.064841,46.8,32.05,92.52,16.780000,0.000000,1.390000,1.010000,30.800000,76.320000,0.000000,0.000000,0.000000,48.130000,270.730000,16.780000,1.110000,52.940000,0.000000,17.200000,4.410000,227.100000,18.290000,30.800000,0.000000,96.26,96.26,48.13,14.73,7.01

44,10:45-11:00,6.67,12.67,210,12.67,95,32.05,20,6,47.5,0,6.66,90,144.390000,48,237.5,0,32.05,139.172167,48,32.05,92.33,17.430000,0.000000,1.390000,1.010000,30.800000,76.320000,0.000000,0.000000,0.000000,48.130000,270.730000,17.430000,1.110000,52.940000,0.000000,17.870000,4.410000,227.100000,18.290000,30.800000,0.000000,96.26,96.26,48.13,14.73,7.01

45,11:00-11:15,6.67,12.67,193,12.67,95,32.05,20,6,47.5,24.07,6.66,82,144.390000,48,237.5,28.88,32.05,142.39379,48.2,32.05,92.29,17.900000,0.000000,1.390000,1.010000,30.800000,76.320000,0.000000,0.000000,0.000000,48.130000,270.730000,17.900000,1.150000,52.940000,0.000000,18.350000,4.320000,227.100000,18.290000,30.800000,0.000000,96.26,96.26,48.13,0,7.01

46,11:15-11:30,6.67,12.67,196,12.67,95,32.05,20,6,47.5,24.07,6.66,84,144.390000,48,237.5,28.88,32.05,144.953569,48.2,32.05,92.41,17.900000,0.000000,1.390000,1.010000,30.800000,76.320000,0.000000,0.000000,0.000000,48.130000,270.730000,17.900000,1.150000,52.940000,0.000000,18.350000,4.320000,227.100000,18.290000,30.800000,0.000000,96.26,96.26,48.13,0,7.01

47,11:30-11:45,6.67,12.67,200,12.67,95,32.05,20,6,47.5,24.07,6.66,85,144.390000,48,237.5,28.88,32.05,146.841771,48.2,32.05,92.52,17.900000,0.000000,1.390000,1.010000,26.180000,76.320000,0.000000,0.000000,0.000000,48.130000,270.730000,17.900000,1.150000,52.940000,0.000000,18.350000,4.320000,227.100000,18.290000,30.800000,0.000000,96.26,96.26,48.13,0,7.01

48,11:45-12:00,6.67,12.67,203,12.67,95,32.05,20,6,47.5,24.07,6.66,87,144.390000,48,237.5,28.88,32.05,148.23359,48.2,32.05,92.34,17.900000,0.000000,1.390000,1.010000,26.180000,76.320000,0.000000,0.000000,0.000000,48.130000,270.730000,17.900000,1.150000,52.940000,0.000000,18.350000,4.320000,227.100000,19.250000,30.800000,0.000000,96.26,96.26,48.13,0,7.01

49,12:00-12:15,6.67,12.67,203,12.67,94,32.05,20,6,49.17,24.07,6.66,87,144.390000,47,245.83,28.88,32.05,147.201892,48.2,32.05,92.63,17.900000,0.000000,1.390000,1.010000,26.180000,76.320000,0.000000,0.000000,0.000000,48.130000,270.730000,17.900000,1.150000,52.940000,0.000000,18.350000,4.320000,227.100000,19.250000,30.800000,0.000000,96.26,96.26,48.13,0,7.01

50,12:15-12:30,6.67,12.67,203,12.67,94,32.05,20,6,49.17,24.07,6.66,87,144.390000,47,245.83,28.88,32.05,147.104562,48.2,32.05,92.52,17.900000,0.000000,1.390000,1.010000,26.180000,76.320000,0.000000,0.000000,0.000000,48.130000,270.730000,17.900000,1.150000,52.940000,0.000000,18.350000,4.320000,227.100000,19.250000,30.800000,0.000000,96.26,96.26,48.13,0,7.01

51,12:30-12:45,6.67,12.67,203,12.67,94,32.05,20,6,49.17,24.07,6.66,87,144.390000,47,245.83,28.88,32.05,146.355121,48.2,32.05,92.52,17.900000,0.000000,1.390000,1.010000,26.180000,76.320000,0.000000,0.000000,0.000000,48.130000,270.730000,17.900000,1.150000,52.940000,0.000000,18.350000,4.320000,227.100000,19.250000,30.800000,0.000000,96.26,96.26,48.13,0,7.01

52,12:45-13:00,6.67,12.67,203,12.67,94,32.05,20,6,49.17,24.07,6.66,87,144.390000,47,245.83,28.88,32.05,145.187161,48.2,32.05,92.19,17.900000,0.000000,1.390000,1.010000,26.180000,76.320000,0.000000,0.000000,0.000000,48.130000,270.730000,17.900000,1.150000,52.940000,0.000000,18.350000,4.320000,227.100000,19.250000,30.800000,0.000000,96.26,96.26,48.13,0,7.01

53,13:00-13:15,6.67,12.67,203,12.67,94,32.05,20,6,49.17,24.07,6.66,87,144.390000,47,245.83,28.88,32.05,143.620148,48.2,32.05,92.41,17.900000,0.000000,1.390000,1.010000,26.180000,57.390000,0.000000,0.000000,0.000000,48.130000,270.730000,17.900000,1.180000,52.940000,0.000000,18.350000,4.320000,200.440000,19.250000,30.800000,0.000000,96.26,96.26,48.13,0,7.01

54,13:15-13:30,6.67,12.67,203,12.67,94,32.05,20,6,49.17,24.07,6.66,87,144.390000,47,245.83,28.88,32.05,141.683281,48.2,32.05,92.51,17.900000,0.000000,1.390000,1.010000,26.180000,57.390000,0.000000,0.000000,0.000000,48.130000,270.730000,17.900000,1.180000,52.940000,0.000000,18.350000,4.320000,171.560000,19.250000,30.800000,0.000000,96.26,96.26,48.13,0,7.01

55,13:30-13:45,6.67,12.67,203,12.67,94,32.05,20,6,49.17,0,6.66,87,144.390000,47,245.83,0,32.05,141.147966,48,32.05,92.63,17.900000,0.000000,1.390000,1.090000,26.180000,33.690000,0.000000,0.000000,0.000000,48.130000,270.730000,17.900000,1.180000,52.940000,16.980000,18.350000,4.320000,200.440000,19.250000,30.800000,0.000000,96.26,96.26,48.13,14.73,7.01

56,13:45-14:00,6.67,12.67,203,12.67,94,32.05,20,6,49.17,0,6.66,87,144.390000,47,245.83,0,32.05,138.325396,48,32.05,92.22,17.900000,0.000000,1.390000,1.090000,26.180000,33.690000,0.000000,0.000000,0.000000,48.130000,270.730000,17.900000,1.180000,52.940000,16.980000,18.350000,4.320000,227.100000,19.250000,30.800000,0.000000,96.26,96.26,48.13,14.73,7.01

57,14:00-14:15,6.67,13.33,203,13.33,94,32.05,20,6,49.17,0,6.66,87,144.390000,47,245.83,0,32.05,133.663289,48,32.05,92.15,17.900000,0.000000,1.430000,1.090000,26.180000,52.630000,0.000000,0.000000,0.000000,48.130000,270.730000,17.900000,1.220000,52.940000,21.230000,18.350000,4.230000,178.970000,19.250000,0.000000,0.000000,96.26,96.26,48.13,14.73,7.01

58,14:15-14:30,6.67,13.33,203,13.33,94,32.05,20,6,49.17,0,6.66,87,144.390000,47,245.83,0,32.05,126.743126,48,32.05,92.04,17.720000,0.000000,1.430000,1.090000,26.180000,52.630000,0.000000,0.000000,0.000000,48.130000,270.730000,17.720000,1.220000,52.940000,25.470000,18.150000,4.230000,165.270000,19.250000,0.000000,0.000000,96.26,96.26,48.13,14.73,7.01

59,14:30-14:45,6.67,13.33,196,13.33,94,32.05,20,6.66,49.17,0,6.66,84,144.390000,47,245.83,0,32.05,118.985925,47.8,32.05,92.56,17.240000,0.000000,1.430000,1.090000,2.210000,33.690000,0.000000,0.000000,0.000000,48.130000,270.730000,17.240000,1.220000,52.940000,29.720000,17.670000,4.230000,164.310000,19.250000,0.000000,0.000000,96.26,96.26,48.13,14.73,7.01

60,14:45-15:00,6.67,14.67,193,14.67,93,32.05,20,6.66,49.17,0,6.66,82,144.390000,47,245.83,0,32.05,110.810205,46.2,32.05,92.52,16.780000,0.000000,1.430000,1.090000,2.210000,33.690000,0.000000,0.000000,0.000000,48.130000,270.730000,16.780000,1.220000,52.940000,33.020000,17.200000,4.230000,164.310000,19.250000,0.000000,0.000000,96.26,96.26,48.13,14.73,7.01

