Time,Block,NR/2023/13636/A,NR/2023/13254/A,NR/2023/13165/A,NR/2023/13376/A,NR/2023/17068/C,NR/2023/13253/A,NR/2023/16291/F,NR/2023/13385/A,NR/2023/13242/A,NR/2023/16191/A,NR/2023/13383/A,NR/2023/13387/A,NR/2023/13908/A,NR/2023/17033/C,NR/2023/16291/F/II,NR/2023/17045/C,NR/2023/16077/A,NR/2023/16437/F,NR/2023/16952/D,NR/2023/13519/A,NR/2023/16520/F,NR/2023/15770/A,NR/2023/17044/C,NR/2023/16865/F,NR/2023/16073/A,NR/2023/17032/C,NR/2023/17031/C,NR/2023/17022/C,NR/2023/16953/D,NR/2023/17063/C,NR/2023/13148/A,NR/2023/16185/A,NR/2023/13150/A,NR/2023/17019/D,ER/2023/10844/C,NR/2023/17030/C,NR/2023/17062/C,Total
61,15:00-15:15,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.870000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,9.540000,0.000000,0.000000,0.000000,148.580000,67.910000,58.640000,0.000000,63.060000,48.510000,8.250000,24.260000,0.000000,0.000000,10.090000,4.850000,0.000000,0.000000,77.620000,63.260000,4.76,0.000000,16.01,0,1185.76

62,15:15-15:30,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.870000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,9.540000,0.000000,0.000000,0.000000,148.580000,67.910000,58.640000,0.000000,63.060000,48.510000,8.250000,24.260000,0.000000,0.000000,10.090000,4.850000,0.000000,0.000000,77.620000,63.260000,7.29,0.000000,16.01,0,1188.29

63,15:30-15:45,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.870000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,9.540000,0.000000,0.000000,0.000000,148.580000,67.910000,58.640000,0.000000,63.060000,48.510000,8.250000,24.260000,0.000000,0.000000,10.090000,4.850000,0.000000,0.000000,77.620000,63.260000,4.67,0.000000,16.01,0,1185.67

64,15:45-16:00,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.870000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,9.540000,0.000000,0.000000,0.000000,148.580000,67.910000,58.640000,0.000000,63.060000,48.510000,8.250000,24.260000,0.000000,0.000000,10.090000,4.850000,0.000000,0.000000,77.620000,63.260000,4.2,0.000000,16.01,0,1185.2

65,16:00-16:15,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.820000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,9.630000,0.000000,48.510000,0.000000,148.580000,67.910000,58.640000,0.000000,63.060000,48.510000,8.250000,24.260000,0.000000,0.000000,10.090000,4.850000,0.000000,0.000000,77.620000,63.260000,4.2,0.000000,16.01,0,1233.75

66,16:15-16:30,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.820000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,9.630000,0.000000,48.510000,0.000000,148.580000,67.910000,58.640000,0.000000,63.060000,48.510000,8.250000,24.260000,0.000000,0.000000,10.090000,4.850000,0.000000,0.000000,77.620000,63.260000,4.49,0.000000,16.01,0,1234.04

67,16:30-16:45,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.820000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,9.630000,0.000000,48.510000,0.000000,148.580000,67.910000,58.640000,0.000000,63.060000,48.510000,8.250000,24.260000,0.000000,0.000000,10.090000,4.850000,0.000000,0.000000,77.620000,63.260000,3.71,0.000000,16.01,0,1233.26

68,16:45-17:00,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.820000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,9.630000,0.000000,48.510000,0.000000,148.580000,67.910000,58.640000,0.000000,63.060000,48.510000,8.250000,24.260000,0.000000,0.000000,10.090000,4.850000,0.000000,0.000000,77.620000,63.260000,2.88,0.000000,16.01,0,1232.43

69,17:00-17:15,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.820000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,9.820000,0.000000,48.510000,0.000000,148.580000,67.910000,0.000000,0.000000,63.060000,48.510000,0.000000,24.260000,0.000000,0.000000,10.090000,4.850000,0.000000,0.000000,77.620000,63.260000,2.33,0.000000,0,0,1149.17

70,17:15-17:30,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.820000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,9.820000,0.000000,48.510000,0.000000,148.580000,67.910000,0.000000,0.000000,63.060000,48.510000,0.000000,24.260000,0.000000,0.000000,10.090000,4.850000,0.000000,0.000000,77.620000,63.260000,1.57,0.000000,0,0,1148.41

71,17:30-17:45,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.820000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,9.820000,0.000000,48.510000,0.000000,148.580000,67.910000,0.000000,0.000000,63.060000,48.510000,0.000000,24.260000,0.000000,0.000000,10.090000,4.850000,0.000000,0.000000,77.620000,63.260000,0.92,0.000000,0,0,1147.76

72,17:45-18:00,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.820000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,9.820000,0.000000,48.510000,0.000000,148.580000,67.910000,0.000000,0.000000,63.060000,48.510000,0.000000,24.260000,0.000000,0.000000,10.090000,4.850000,0.000000,0.000000,77.620000,63.260000,0.43,0.000000,0,0,1147.27

73,18:00-18:15,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.820000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,10.000000,0.000000,29.110000,0.000000,148.580000,67.910000,0.000000,0.000000,63.060000,48.510000,0.000000,0.000000,0.000000,0.000000,10.090000,4.850000,38.810000,36.610000,77.620000,63.260000,0.21,0.000000,0,0,1178.99

74,18:15-18:30,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.820000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,10.000000,0.000000,29.110000,0.000000,148.580000,67.910000,0.000000,0.000000,63.060000,48.510000,0.000000,0.000000,0.000000,0.000000,10.090000,4.850000,29.110000,36.610000,77.620000,63.260000,0,0.000000,0,0,1169.08

75,18:30-18:45,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.820000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,10.000000,0.000000,29.110000,0.000000,148.580000,67.910000,0.000000,0.000000,63.060000,48.510000,0.000000,0.000000,0.000000,0.000000,10.090000,4.850000,43.660000,36.610000,77.620000,63.260000,0,0.000000,0,9.78,1193.41

76,18:45-19:00,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.820000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,10.000000,0.000000,29.110000,0.000000,148.580000,67.910000,0.000000,0.000000,63.060000,48.510000,0.000000,0.000000,0.000000,0.000000,10.090000,4.850000,0.000000,36.610000,77.620000,63.260000,0,0.000000,0,9.78,1149.75

77,19:00-19:15,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.820000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,10.100000,0.000000,29.110000,0.000000,148.580000,67.910000,0.000000,48.510000,63.060000,48.510000,0.000000,0.000000,0.000000,0.000000,10.090000,4.850000,19.400000,36.610000,77.620000,63.260000,0,0.000000,0,9.78,1217.76

78,19:15-19:30,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.820000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,10.100000,0.000000,29.110000,0.000000,148.580000,67.910000,0.000000,48.510000,63.060000,48.510000,0.000000,0.000000,0.000000,0.000000,10.090000,4.850000,53.360000,36.610000,77.620000,63.260000,0,0.000000,0,9.78,1251.72

79,19:30-19:45,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.820000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,10.100000,0.000000,29.110000,0.000000,148.580000,67.910000,0.000000,48.510000,63.060000,48.510000,0.000000,0.000000,0.000000,0.000000,10.090000,4.850000,69.850000,36.610000,77.620000,63.260000,0,0.000000,0,9.78,1268.21

80,19:45-20:00,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.820000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,10.100000,0.000000,29.110000,0.000000,148.580000,67.910000,0.000000,48.510000,63.060000,48.510000,0.000000,0.000000,0.000000,0.000000,10.090000,4.850000,69.850000,36.610000,77.620000,63.260000,0,0.000000,0,9.78,1268.21

81,20:00-20:15,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.780000,30.720000,29.690000,142.620000,0.000000,100.420000,175.680000,10.100000,0.000000,29.110000,0.000000,148.580000,67.910000,0.000000,48.510000,63.060000,48.510000,0.000000,0.000000,0.000000,0.000000,10.090000,4.850000,67.910000,36.610000,77.620000,63.260000,0,0.000000,0,9.78,1295.92

82,20:15-20:30,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.780000,30.720000,29.690000,142.620000,0.000000,100.420000,175.680000,10.100000,0.000000,29.110000,0.000000,148.580000,67.910000,0.000000,48.510000,63.060000,48.510000,0.000000,0.000000,0.000000,0.000000,10.090000,4.850000,38.810000,36.610000,77.620000,63.260000,0,0.000000,0,9.78,1266.82

83,20:30-20:45,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.780000,30.720000,29.690000,142.620000,0.000000,100.420000,175.680000,10.100000,0.000000,29.110000,0.000000,148.580000,67.910000,0.000000,48.510000,63.060000,48.510000,0.000000,0.000000,0.000000,0.000000,10.090000,4.850000,0.000000,36.610000,77.620000,63.260000,0,0.000000,0,9.78,1228.01

84,20:45-21:00,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.780000,30.720000,29.690000,142.620000,0.000000,100.420000,175.680000,10.100000,0.000000,29.110000,0.000000,148.580000,67.910000,0.000000,48.510000,63.060000,48.510000,0.000000,0.000000,0.000000,0.000000,10.090000,4.850000,0.000000,36.610000,77.620000,63.260000,0,0.000000,0,9.78,1228.01

85,21:00-21:15,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.780000,30.720000,29.690000,142.620000,0.000000,100.420000,175.680000,10.000000,0.000000,29.110000,0.000000,148.580000,67.910000,58.640000,48.510000,63.060000,48.510000,0.000000,0.000000,0.000000,0.000000,10.090000,4.850000,0.000000,36.610000,77.620000,63.260000,0,0.000000,0,9.78,1286.55

86,21:15-21:30,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.780000,30.720000,29.690000,142.620000,0.000000,100.420000,175.680000,10.000000,0.000000,29.110000,0.000000,148.580000,67.910000,58.640000,48.510000,63.060000,48.510000,0.000000,0.000000,0.000000,0.000000,10.090000,4.850000,0.000000,36.610000,77.620000,63.260000,0,0.000000,0,9.78,1286.55

87,21:30-21:45,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.780000,30.720000,29.690000,142.620000,0.000000,100.420000,175.680000,10.000000,0.000000,29.110000,0.000000,148.580000,67.910000,58.640000,48.510000,63.060000,48.510000,0.000000,0.000000,0.000000,0.000000,10.090000,4.850000,0.000000,36.610000,77.620000,63.260000,0,0.000000,0,9.78,1286.55

88,21:45-22:00,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.780000,30.720000,29.690000,142.620000,0.000000,100.420000,175.680000,10.000000,0.000000,29.110000,0.000000,148.580000,67.910000,58.640000,48.510000,63.060000,48.510000,0.000000,0.000000,0.000000,0.000000,10.090000,4.850000,0.000000,36.610000,77.620000,63.260000,0,0.000000,0,9.78,1286.55

89,22:00-22:15,19.230000,19.690000,22.310000,20.370000,97.020000,48.510000,0.780000,30.720000,29.690000,142.620000,46.280000,100.420000,175.680000,9.910000,0.000000,29.110000,107.980000,148.580000,67.910000,58.640000,48.510000,63.060000,48.510000,0.000000,0.000000,0.000000,0.000000,5.050000,4.850000,0.000000,36.610000,77.620000,63.260000,0,0.000000,0,9.78,1532.7

90,22:15-22:30,19.230000,19.690000,22.310000,20.370000,97.020000,48.510000,0.780000,30.720000,29.690000,142.620000,46.280000,100.420000,175.680000,9.910000,0.000000,29.110000,107.980000,148.580000,67.910000,58.640000,48.510000,63.060000,48.510000,0.000000,0.000000,0.000000,0.000000,5.050000,4.850000,0.000000,36.610000,77.620000,63.260000,0,0.000000,0,9.78,1532.7

91,22:30-22:45,19.230000,19.690000,22.310000,20.370000,97.020000,48.510000,0.780000,30.720000,29.690000,142.620000,46.280000,100.420000,175.680000,9.910000,0.000000,29.110000,107.980000,148.580000,67.910000,58.640000,48.510000,63.060000,48.510000,0.000000,0.000000,0.000000,0.000000,5.050000,4.850000,0.000000,36.610000,77.620000,63.260000,0,0.000000,0,9.78,1532.7

92,22:45-23:00,19.230000,19.690000,22.310000,20.370000,97.020000,48.510000,0.780000,30.720000,29.690000,142.620000,46.280000,100.420000,175.680000,9.910000,0.000000,29.110000,107.980000,148.580000,67.910000,58.640000,48.510000,63.060000,48.510000,0.000000,0.000000,0.000000,0.000000,5.050000,4.850000,0.000000,36.610000,77.620000,63.260000,0,0.000000,0,9.78,1532.7

93,23:00-23:15,19.230000,19.690000,22.310000,20.370000,97.020000,48.510000,0.780000,30.720000,29.690000,142.620000,46.280000,100.420000,175.680000,9.820000,0.000000,29.110000,107.980000,148.580000,67.910000,58.640000,48.510000,63.060000,48.510000,0.000000,0.000000,0.000000,0.000000,4.040000,4.850000,77.620000,36.610000,77.620000,63.260000,0,0.000000,0,9.78,1609.22

94,23:15-23:30,19.230000,19.690000,22.310000,20.370000,97.020000,48.510000,0.780000,30.720000,29.690000,142.620000,46.280000,100.420000,175.680000,9.820000,0.000000,29.110000,107.980000,148.580000,67.910000,58.640000,48.510000,63.060000,48.510000,0.000000,0.000000,0.000000,0.000000,4.040000,4.850000,77.620000,36.610000,77.620000,63.260000,0,0.000000,0,9.78,1609.22

95,23:30-23:45,19.230000,19.690000,22.310000,20.370000,97.020000,48.510000,0.780000,30.720000,29.690000,142.620000,46.280000,100.420000,175.680000,9.820000,0.000000,29.110000,107.980000,148.580000,67.910000,58.640000,48.510000,63.060000,48.510000,0.000000,0.000000,0.000000,0.000000,4.040000,4.850000,77.620000,36.610000,77.620000,63.260000,0,0.000000,0,9.78,1609.22

96,23:45-24:00,19.230000,19.690000,22.310000,20.370000,97.020000,48.510000,0.780000,30.720000,29.690000,142.620000,46.280000,100.420000,175.680000,9.820000,0.000000,29.110000,107.980000,148.580000,67.910000,58.640000,48.510000,63.060000,48.510000,0.000000,0.000000,0.000000,0.000000,4.040000,4.850000,77.620000,36.610000,77.620000,63.260000,0,0.000000,0,9.78,1609.22

