Block,Time,PARBATI3,UNCHAHAR1,RIHAND2,DADRI_RF,KOLDAM,TANDA2,URI,DADRI_GF,JHAJJAR,NJPC,SEWA2,CHAMERA3,UNCHAHAR2,KISHANGANGA,ANTA_CRF,UNCHAHAR4,ANTA_RF,AURY_GF,SINGRAULI_HYDRO,SINGRAULI,CHAMERA1,RAMPUR,KOTESHWR,ANTA_LF,RIHAND1,DADRI_CRF,SALAL,AURY_RF,DADRI_LF,TANAKPUR,UNCHAHAR3,AURY_CRF,TEHRI,BSIUL,DADRT2,CHAMERA2,SASAN,RAPPB,DULHASTI,AURY_LF,FSTPP I & II,RIHAND3,RAPPC,KHSTPP-I,TALA,KHSTPP-II,DHAULIGNGA,ANTA_GF,BRBCL,NAPP,URI2,KUDGI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.000000,18.491924,114.262312,31.800181,0.000000,0.000000,23.493782,0.000000,631.792092,147.939346,5.028703,18.722749,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,27.127928,0.000000,17.167640,0.000000,88.991600,0.000000,83.176192,0.303496,0.000000,12.886758,25.527144,0.000000,43.876728,6.277777,664.322252,38.218139,400.462200,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,41.100577,24.741599,142.691864,34.500689,0.000000,19.218624,37.190750,19.518179,70.85,0,0,0,0,0

2,00:15-00:30,0.000000,18.502998,114.262312,5.765218,0.000000,0.000000,23.493782,0.000000,631.792092,147.939346,5.028703,18.722749,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,27.127928,0.000000,17.167640,0.000000,88.991600,0.000000,83.176192,0.000000,0.000000,12.886758,25.527144,0.000000,43.876728,6.277777,664.322252,38.218139,400.462200,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,41.100577,24.741599,142.691864,34.500689,0.000000,19.346045,37.190750,19.518179,74.50,0,0,0,0,0

3,00:30-00:45,0.000000,18.502998,114.262312,0.000000,0.000000,0.000000,23.493782,0.000000,631.792092,147.939346,5.028703,18.722749,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,27.127928,0.000000,17.167640,0.000000,88.991600,0.000000,83.176192,0.000000,0.000000,12.886758,25.527144,0.000000,43.876728,6.277777,664.322252,38.218139,400.462200,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,40.219850,24.741599,142.691864,34.500689,0.000000,18.145985,37.190750,19.518179,74.50,0,0,0,0,0

4,00:45-01:00,0.000000,18.502998,114.262312,0.000000,0.000000,0.000000,23.493782,0.000000,631.792092,147.939346,5.028703,18.722749,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,27.127928,0.000000,17.167640,0.000000,88.991600,0.000000,83.176192,0.000000,0.000000,12.886758,25.527144,0.000000,43.876728,6.277777,664.322252,38.218139,400.462200,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,40.219850,24.741599,142.691864,34.500689,0.000000,18.572640,37.190750,19.518179,74.50,0,0,0,0,0

5,01:00-01:15,0.000000,18.502998,114.262312,0.000000,0.000000,0.000000,23.493782,0.000000,631.792092,147.939346,5.028703,18.722749,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,27.127928,0.000000,8.583820,0.000000,88.991600,0.000000,83.176192,0.000000,0.000000,12.886758,25.527144,0.000000,43.876728,6.307570,664.322252,38.218139,400.462200,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,40.219850,24.741599,142.691864,34.500689,0.000000,14.922216,37.190750,19.518179,74.50,0,0,0,0,0

6,01:15-01:30,0.000000,18.502998,114.262312,0.000000,0.000000,0.000000,23.493782,0.000000,631.792092,147.939346,5.028703,18.722749,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,27.127928,0.000000,8.583820,0.000000,88.991600,0.000000,83.176192,0.000000,0.000000,12.886758,25.527144,0.000000,43.876728,6.307570,664.322252,38.218139,400.462200,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,40.219850,24.741599,142.691864,34.500689,0.000000,14.372377,37.190750,19.518179,74.50,0,0,0,0,0

7,01:30-01:45,0.000000,18.502998,114.262312,0.000000,0.000000,0.000000,45.919666,0.000000,631.792092,147.939346,5.028703,18.722749,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,27.127928,0.000000,8.583820,0.000000,88.991600,0.000000,83.176192,0.000000,0.000000,12.886758,25.527144,0.000000,43.876728,6.307570,664.322252,38.218139,400.462200,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,40.219850,24.741599,142.691864,34.500689,0.000000,13.769169,37.190750,31.749572,74.50,0,0,0,0,0

8,01:45-02:00,0.000000,18.502998,114.262312,0.000000,0.000000,0.000000,45.919666,0.000000,631.792092,147.939346,5.028703,18.722749,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,27.127928,0.000000,8.583820,0.000000,88.991600,0.000000,83.176192,0.000000,0.000000,12.886758,25.527144,0.000000,43.876728,6.307570,664.322252,38.218139,400.462200,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,40.219850,24.741599,142.691864,34.500689,0.000000,12.688660,37.190750,31.749572,74.50,0,0,0,0,0

9,02:00-02:15,0.000000,18.502998,114.262312,0.000000,0.000000,0.000000,23.493782,0.000000,631.792092,147.939346,5.028703,18.722749,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,27.127928,0.000000,8.583820,0.000000,88.991600,0.000000,83.176192,0.000000,0.000000,12.886758,25.527144,0.000000,43.876728,6.307570,664.322252,38.218139,400.462200,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,40.507043,24.741599,142.691864,34.500689,0.000000,13.438459,37.190750,31.749572,74.50,0,0,0,0,0

10,02:15-02:30,0.000000,18.502998,114.262312,0.000000,0.000000,0.000000,23.493782,0.000000,631.792092,147.939346,5.028703,18.722749,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,13.589946,0.000000,8.583820,0.000000,88.991600,0.000000,83.176192,0.000000,0.000000,12.886758,25.527144,0.000000,43.876728,6.307570,664.322252,38.218139,400.462200,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,40.513426,24.741599,142.691864,34.500689,0.000000,11.833435,37.190750,31.749572,74.50,0,0,0,0,0

11,02:30-02:45,0.000000,18.502998,114.262312,0.000000,0.000000,0.000000,23.493782,0.000000,631.792092,147.939346,5.028703,18.722749,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,13.589946,0.000000,8.583820,0.000000,88.991600,0.000000,83.176192,0.000000,0.000000,12.886758,25.527144,0.000000,36.563940,6.307570,664.322252,38.218139,400.462200,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,40.513426,24.741599,142.691864,34.500689,0.000000,13.986986,37.190750,19.518179,74.50,0,0,0,0,0

12,02:45-03:00,0.000000,18.502998,114.262312,0.000000,0.000000,0.000000,23.493782,0.000000,631.792092,147.939346,5.028703,18.722749,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,13.589946,0.000000,8.583820,0.000000,88.991600,0.000000,83.176192,0.000000,0.000000,12.886758,25.527144,0.000000,29.251152,6.307570,664.322252,38.218139,400.462200,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,40.513426,24.741599,142.691864,34.500689,0.000000,15.593185,37.190750,19.518179,74.50,0,0,0,0,0

13,03:00-03:15,0.000000,18.502998,114.262312,0.000000,0.000000,0.000000,23.493782,0.000000,631.792092,147.939346,5.028703,28.112454,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,13.589946,0.000000,8.583820,0.000000,88.991600,0.000000,80.928187,0.000000,0.000000,11.771557,25.527144,0.000000,29.251152,6.307570,664.322252,38.218139,400.462200,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,38.164822,24.741599,142.691864,34.500689,0.000000,15.319412,37.190750,14.313332,74.50,0,0,0,0,0

14,03:15-03:30,0.000000,18.502998,114.262312,0.000000,0.000000,0.000000,23.493782,0.000000,631.792092,147.939346,4.255056,28.112454,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,13.589946,0.000000,8.583820,0.000000,88.991600,0.000000,80.928187,0.000000,0.000000,11.771557,25.527144,0.000000,29.251152,6.307570,664.322252,38.218139,400.462200,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,38.164822,24.741599,142.691864,34.500689,0.000000,14.386703,37.190750,14.313332,74.50,0,0,0,0,0

15,03:30-03:45,0.000000,19.226174,114.262312,0.000000,0.000000,0.000000,23.493782,0.000000,631.792092,147.939346,0.000000,28.112454,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,13.589946,0.000000,8.583820,0.000000,88.991600,0.000000,80.928187,0.000000,0.000000,11.771557,25.527144,0.000000,29.251152,6.307570,664.322252,38.218139,400.462200,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,38.164822,24.741599,142.691864,34.500689,0.000000,14.194613,37.190750,14.313332,74.50,0,0,0,0,0

