Block,Time,PARBATI3,UNCHAHAR1,RIHAND2,DADRI_RF,KOLDAM,TANDA2,URI,DADRI_GF,JHAJJAR,NJPC,SEWA2,CHAMERA3,UNCHAHAR2,KISHANGANGA,ANTA_CRF,UNCHAHAR4,ANTA_RF,AURY_GF,SINGRAULI_HYDRO,SINGRAULI,CHAMERA1,RAMPUR,KOTESHWR,ANTA_LF,RIHAND1,DADRI_CRF,SALAL,AURY_RF,DADRI_LF,TANAKPUR,UNCHAHAR3,AURY_CRF,TEHRI,BSIUL,DADRT2,CHAMERA2,SASAN,RAPPB,DULHASTI,AURY_LF,FSTPP I & II,RIHAND3,RAPPC,KHSTPP-I,TALA,KHSTPP-II,DHAULIGNGA,ANTA_GF,BRBCL,NAPP,URI2,KUDGI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
16,03:45-04:00,0.000000,19.331490,114.262312,0.000000,0.000000,0.000000,23.493782,0.000000,631.792092,147.939346,0.000000,28.112454,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,13.589946,0.000000,8.583820,0.000000,88.991600,0.000000,80.928187,0.000000,0.000000,11.771557,25.527144,0.000000,29.251152,6.307570,664.322252,38.218139,400.462200,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,38.164822,24.741599,142.691864,34.500689,0.000000,13.568907,37.190750,14.313332,74.50,0,0,0,0,0

17,04:00-04:15,0.000000,19.331490,114.262312,0.000000,0.000000,0.000000,23.493782,0.000000,631.792092,147.939346,0.000000,28.112454,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,12.608756,0.000000,8.583820,0.000000,88.991600,0.000000,80.928187,0.000000,0.000000,11.771557,25.527144,0.000000,16.453773,6.307570,664.322252,38.218139,402.026506,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,38.164822,24.741599,142.691864,34.500689,0.000000,18.629878,37.190750,14.313332,74.50,0,0,0,0,0

18,04:15-04:30,0.000000,19.331490,114.262312,0.000000,0.000000,0.000000,23.493782,0.000000,631.792092,147.939346,0.000000,28.112454,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,3.438752,0.000000,8.583820,0.000000,88.991600,0.000000,80.928187,0.000000,0.000000,11.771557,25.527144,0.000000,14.625576,6.307570,664.322252,38.218139,402.094519,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,38.164822,24.741599,142.691864,34.500689,0.000000,19.346045,37.190750,14.313332,74.50,0,0,0,0,0

19,04:30-04:45,0.000000,19.331490,114.262312,0.000000,0.000000,0.000000,45.919666,0.000000,631.792092,147.939346,0.000000,28.112454,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,3.438752,0.000000,6.199426,0.000000,88.991600,0.000000,80.928187,0.000000,0.000000,11.771557,25.527144,0.000000,14.625576,6.307570,664.322252,38.218139,402.094519,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,38.164822,24.741599,142.691864,34.500689,0.000000,19.346045,37.190750,14.313332,74.50,0,0,0,0,0

20,04:45-05:00,0.000000,19.331490,114.262312,0.000000,0.000000,0.000000,45.919666,0.000000,631.792092,147.939346,0.000000,28.112454,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,3.438752,0.000000,6.199426,0.000000,88.991600,0.000000,80.928187,0.000000,0.000000,11.771557,25.527144,0.000000,14.625576,6.307570,664.322252,38.218139,402.094519,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,38.164822,24.741599,142.691864,34.500689,0.000000,19.346045,37.190750,14.313332,74.50,0,0,0,0,0

21,05:00-05:15,0.000000,19.331490,114.262312,0.000000,0.000000,0.000000,23.493782,0.000000,631.792092,147.939346,0.000000,28.112454,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,3.438752,0.000000,6.199426,0.000000,88.991600,0.000000,80.928187,0.000000,0.000000,11.771557,25.527144,0.000000,14.625576,6.307570,664.322252,38.218139,402.094519,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,38.164822,24.741599,142.691864,34.500689,0.000000,19.346045,37.190750,14.313332,74.50,0,0,0,0,0

22,05:15-05:30,0.000000,19.331490,114.262312,0.000000,0.000000,0.000000,23.493782,0.000000,631.792092,147.939346,0.000000,28.112454,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,3.438752,0.000000,6.199426,0.000000,88.991600,0.000000,80.928187,0.000000,0.000000,11.771557,25.527144,0.000000,14.625576,6.307570,664.322252,38.218139,402.094519,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,38.164822,24.741599,142.691864,34.500689,0.000000,19.346045,37.190750,14.313332,74.50,0,0,0,0,0

23,05:30-05:45,0.000000,19.331490,114.262312,0.000000,0.000000,0.000000,23.493782,0.000000,631.792092,147.939346,0.000000,28.112454,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,3.438752,0.000000,6.199426,0.000000,88.991600,0.000000,80.928187,0.000000,0.000000,11.771557,25.527144,0.000000,14.625576,6.307570,664.322252,38.218139,402.094519,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,38.164822,24.741599,142.691864,34.500689,0.000000,19.346045,37.190750,14.313332,74.50,0,0,0,0,0

24,05:45-06:00,0.000000,19.331490,114.262312,0.000000,0.000000,0.000000,23.493782,0.000000,631.792092,147.939346,0.000000,28.112454,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,12.226672,0.000000,6.199426,0.000000,88.991600,0.000000,80.928187,0.000000,0.000000,11.771557,25.527144,0.000000,14.625576,6.307570,664.322252,38.218139,402.094519,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,38.164822,24.741599,142.691864,34.500689,0.000000,19.346045,37.190750,14.313332,74.50,0,0,0,0,0

25,06:00-06:15,0.000000,19.331490,114.262312,0.000000,0.000000,0.000000,23.493782,0.000000,631.792092,147.939346,0.000000,28.112454,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,27.127928,0.000000,6.199426,0.000000,88.991600,0.000000,80.928187,0.000000,0.000000,11.771557,25.527144,0.000000,14.625576,6.307570,664.322252,38.218139,402.094519,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,38.164822,24.741599,142.691864,34.500689,0.000000,19.346045,37.190750,31.749572,74.50,0,0,0,0,0

26,06:15-06:30,0.000000,19.331490,114.262312,0.000000,0.000000,0.000000,23.493782,0.000000,631.792092,147.939346,0.000000,28.112454,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,27.127928,0.000000,6.199426,0.000000,88.991600,0.000000,80.928187,0.000000,0.000000,11.771557,25.527144,0.000000,14.625576,6.307570,664.322252,38.218139,402.094519,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,38.164822,24.741599,142.691864,34.500689,0.000000,19.346045,37.190750,31.749572,74.50,0,0,0,0,0

27,06:30-06:45,0.000000,19.331490,114.262312,0.000000,0.000000,0.000000,29.901178,0.000000,631.792092,147.939346,0.000000,28.112454,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,27.127928,0.000000,6.199426,0.000000,88.991600,0.000000,80.928187,0.000000,0.000000,11.771557,25.527144,0.000000,7.312788,6.307570,664.322252,38.218139,402.094519,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,40.462370,24.741599,142.691864,34.500689,0.000000,19.346045,37.190750,31.749572,74.50,0,0,0,0,0

28,06:45-07:00,0.000000,19.331490,114.262312,0.000000,0.000000,0.000000,45.919666,0.000000,631.792092,147.939346,0.000000,28.112454,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,27.127928,0.000000,6.199426,0.000000,88.991600,0.000000,80.928187,0.000000,0.000000,11.771557,25.527144,0.000000,0.000000,6.307570,664.322252,38.218139,402.094519,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,41.100577,24.741599,142.691864,34.500689,0.000000,19.346045,37.190750,31.749572,74.50,0,0,0,0,0

29,07:00-07:15,0.000000,19.331490,114.262312,0.000000,0.000000,0.000000,45.919666,0.000000,631.792092,147.939346,0.000000,28.112454,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,27.127928,0.000000,6.199426,0.000000,88.991600,0.000000,80.928187,0.000000,0.000000,11.771557,25.527144,0.000000,0.000000,6.307570,664.322252,38.218139,402.094519,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,41.100577,24.741599,142.691864,34.500689,0.000000,19.346045,37.190750,19.518179,74.50,0,0,0,0,0

30,07:15-07:30,0.000000,19.331490,114.262312,0.000000,0.000000,0.000000,29.901178,0.000000,631.792092,147.939346,0.000000,28.112454,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,26.745845,0.000000,6.199426,0.000000,88.991600,0.000000,80.928187,0.000000,0.000000,11.771557,25.527144,0.000000,0.000000,6.307570,664.322252,38.218139,402.094519,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,41.100577,24.741599,142.691864,34.500689,0.000000,19.346045,37.190750,19.518179,74.50,0,0,0,0,0

31,07:30-07:45,0.000000,19.331490,114.262312,0.000000,0.000000,0.000000,29.901178,0.000000,631.792092,147.939346,0.000000,28.112454,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,13.589946,0.000000,6.199426,0.000000,88.991600,0.000000,80.928187,0.000000,0.000000,11.771557,25.527144,0.000000,0.000000,6.307570,664.322252,38.218139,402.094519,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,41.100577,24.741599,142.691864,34.500689,0.000000,19.346045,37.190750,19.518179,74.50,0,0,0,0,0

32,07:45:08:00,0.000000,19.331490,114.262312,0.000000,0.000000,0.000000,29.901178,0.000000,631.792092,147.939346,0.000000,28.112454,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,13.589946,0.000000,6.199426,0.000000,88.991600,0.000000,80.928187,0.000000,0.000000,11.771557,25.527144,0.000000,0.000000,6.307570,664.322252,38.218139,402.094519,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,41.100577,24.741599,142.691864,34.500689,0.000000,19.346045,37.190750,19.518179,74.50,0,0,0,0,0

33,08:00-08:15,0.000000,19.331490,114.262312,0.000000,0.000000,0.000000,29.901178,0.000000,631.792092,147.939346,0.000000,18.722749,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,13.589946,0.000000,6.199426,0.000000,88.991600,0.000000,80.928187,0.000000,0.000000,11.771557,25.527144,0.000000,0.000000,6.307570,664.322252,38.218139,402.094519,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,41.100577,24.741599,142.691864,34.500689,0.000000,19.346045,37.190750,19.518179,74.50,0,0,0,0,0

34,08:15-08:30,0.000000,19.331490,114.262312,0.000000,0.000000,0.000000,29.901178,0.000000,631.792092,147.939346,0.000000,18.722749,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,13.589946,0.000000,6.199426,0.000000,88.991600,0.000000,80.928187,0.000000,0.000000,11.771557,25.527144,0.000000,0.000000,6.307570,664.322252,38.218139,402.094519,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,41.100577,24.741599,142.691864,34.500689,0.000000,19.346045,37.190750,19.518179,74.50,0,0,0,0,0

35,08:30-08:45,0.000000,19.331490,114.262312,0.000000,0.000000,0.000000,29.901178,0.000000,631.792092,147.939346,0.000000,18.722749,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,6.342586,0.000000,6.199426,0.000000,88.991600,0.000000,80.928187,0.000000,0.000000,11.771557,25.527144,0.000000,0.000000,6.307570,664.322252,38.218139,402.094519,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,41.100577,24.741599,142.691864,34.500689,0.000000,19.346045,37.190750,19.518179,84.56,0,0,0,0,0

36,08:45:09:00,0.000000,19.331490,114.262312,0.000000,0.000000,0.000000,29.901178,0.000000,631.792092,147.939346,0.000000,18.722749,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,0.000000,0.000000,6.199426,0.000000,88.991600,0.000000,80.928187,0.000000,0.000000,11.771557,25.527144,0.000000,0.000000,6.307570,664.322252,38.218139,402.094519,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,41.100577,24.741599,142.691864,34.500689,0.000000,19.346045,37.190750,19.518179,99.54,0,0,0,0,0

37,09:00:09:15,0.000000,19.331490,114.262312,0.000000,0.000000,0.000000,23.493782,0.000000,631.792092,147.939346,0.000000,18.722749,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,0.000000,0.000000,6.199426,0.000000,88.991600,0.000000,80.928187,0.000000,0.000000,11.771557,25.527144,0.000000,0.000000,6.307570,664.322252,38.218139,402.094519,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,41.662199,24.741599,142.691864,26.450528,0.000000,19.346045,37.190750,19.518179,106.60,0,0,0,0,0

38,09:15-09:30,0.000000,19.331490,114.262312,0.000000,0.000000,0.000000,23.493782,0.000000,631.792092,147.939346,0.000000,18.722749,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,0.000000,0.000000,6.199426,0.000000,88.991600,0.000000,80.928187,0.000000,0.000000,11.771557,25.527144,0.000000,0.000000,6.307570,664.322252,38.218139,402.094519,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,41.687728,24.741599,142.691864,26.450528,0.000000,19.346045,37.190750,19.518179,119.66,0,0,0,0,0

39,09:30-09:45,0.000000,19.331490,114.262312,0.000000,0.000000,0.000000,23.493782,0.000000,631.792092,147.939346,0.000000,18.722749,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,0.000000,0.000000,6.199426,0.000000,88.991600,0.000000,80.928187,0.000000,0.000000,11.771557,25.527144,0.000000,0.000000,6.307570,664.322252,38.218139,402.094519,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,41.687728,24.741599,142.691864,26.450528,0.000000,19.346045,37.190750,19.518179,130.59,0,0,0,0,0

40,09:45-10:00,0.000000,19.331490,114.262312,0.000000,0.000000,0.000000,23.493782,0.000000,631.792092,147.939346,0.000000,18.722749,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,0.000000,0.000000,6.199426,0.000000,88.991600,0.000000,80.928187,0.000000,0.000000,11.771557,25.527144,0.000000,0.000000,6.307570,664.322252,38.218139,402.094519,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,41.687728,24.741599,142.691864,26.450528,0.000000,19.346045,37.190750,19.518179,135.42,0,0,0,0,0

41,10:00-10:15,0.000000,19.331490,114.262312,0.000000,0.000000,0.000000,23.493782,0.000000,631.792092,147.939346,0.000000,18.722749,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,0.000000,0.000000,6.199426,0.000000,88.991600,0.000000,80.928187,0.000000,0.000000,11.771557,25.527144,0.000000,0.000000,6.307570,664.322252,38.218139,402.094519,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,41.687728,24.741599,142.691864,26.450528,0.000000,19.346045,37.190750,15.614544,135.42,0,0,0,0,0

42,10:15-10:30,0.000000,19.331490,114.262312,0.000000,0.000000,0.000000,23.493782,0.000000,631.792092,147.939346,0.000000,18.722749,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,0.000000,0.000000,6.199426,0.000000,88.991600,0.000000,80.928187,0.000000,0.000000,11.771557,25.527144,0.000000,0.000000,6.307570,664.322252,38.218139,402.094519,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,41.687728,24.741599,142.691864,26.450528,0.000000,19.346045,37.190750,15.614544,135.42,0,0,0,0,0

43,10:30-10:45,0.000000,19.331490,114.262312,0.000000,0.000000,0.000000,23.493782,0.000000,631.792092,147.939346,0.000000,18.722749,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,0.000000,0.000000,6.199426,0.000000,88.991600,0.000000,80.928187,0.000000,0.000000,11.771557,25.527144,0.000000,0.000000,6.307570,664.322252,38.218139,402.094519,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,41.687728,24.741599,142.691864,26.450528,0.000000,19.346045,37.190750,15.614544,135.42,0,0,0,0,0

44,10:45-11:00,0.000000,19.331490,114.262312,0.000000,0.000000,0.000000,23.493782,0.000000,631.792092,147.939346,0.000000,18.722749,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,128.409075,0.000000,0.000000,6.199426,0.000000,88.991600,0.000000,80.928187,0.000000,0.000000,11.771557,25.527144,0.000000,0.000000,6.307570,664.322252,38.218139,402.094519,0.000000,47.819981,0.000000,11.278718,119.621759,49.713900,41.687728,24.741599,142.691864,26.450528,0.000000,18.775323,37.190750,15.614544,135.42,0,0,0,0,0

45,11:00-11:15,0.000000,19.331490,114.262312,0.125749,0.000000,0.000000,23.493782,0.000000,631.792092,147.939346,0.000000,18.722749,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,132.807775,0.000000,0.000000,6.199426,0.000000,88.991600,0.000000,80.928187,0.000000,0.000000,11.771557,25.527144,0.000000,0.000000,6.307570,664.322252,38.218139,402.094519,0.000000,47.819981,0.000000,11.829112,119.621759,49.713900,41.687728,24.741599,142.691864,26.450528,0.000000,19.346045,37.190750,15.614544,135.42,0,0,0,0,0

46,11:15-11:30,0.000000,19.331490,114.262312,0.125749,0.000000,0.000000,23.493782,0.000000,631.792092,147.939346,0.000000,18.722749,41.003944,0.000000,0.000000,0.000000,0.000000,0.000000,1.036249,132.807775,0.000000,0.000000,6.199426,0.000000,88.991600,0.000000,80.928187,0.000000,0.000000,11.771557,25.527144,0.000000,0.000000,6.307570,664.322252,38.218139,402.094519,0.000000,47.819981,0.000000,11.829112,119.621759,49.713900,41.687728,24.741599,142.691864,26.450528,0.000000,19.346045,37.190750,15.614544,135.42,0,0,0,0,0

