Block,Time Block,BSIUL,CHAMERA1,BRBCL,CHAMERA2,CHAMERA3,DHAULIGNGA,DADRT2,DULHASTI,FSTPP I & II,JHAJJAR,KGSU3AND4,KGSU1AND2,KHSTPP-II,KISHANGANGA,KHSTPP-I,KKNPPU2,KKNP,KOLDAM,KOTESHWR,KUDGI,MAPS,NLCEXP,NJPC,NAPP,NLCIIST1,NLCIIST2,NLCTS2EXP,PARBATI3,NNTPP,NTPL,RAPPB,RAMPUR,RAPPC,RSTPSU7,RIHAND3,RIHAND2,RIHAND1,RSTPSU1TO6,SIMHST2,SALAL,SEWA2,SASAN,SIMHST1,SINGRAULI_HYDRO,SINGRAULI,TANAKPUR,TALA,TANDA2,TALST2,TelanganaSTPP,TEHRI,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,URI2,UNCHAHAR3,UNCHAHAR2,URI,ANTA_CRF,AURY_GF,ANTA_GF,AURY_CRF,ANTA_RF,ANTA_LF,DADRI_CRF,AURY_RF,DADRI_LF,DADRI_RF,AURY_LF,DADRI_GF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,0,0,19.21,1.8,0,0,262.19,31.65,13.42,230.41,0,0,82.36,0,29.9,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,122.45,4.93,0,0,0,0,0,11.53,0,0,4.39,13.94,12.49,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,0,0,19.21,1.8,0,0,312.13,31.65,13.42,230.41,0,0,94.95,0,32.36,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,122.45,4.93,0,0,0,0,0,11.53,0,0,4.39,13.94,12.49,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,0,19.21,1.8,0,0,312.13,31.65,13.42,230.41,0,0,94.95,0,32.36,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,122.45,4.93,0,0,0,0,0,11.53,0,0,4.39,13.94,12.49,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,0,19.21,1.8,0,0,331.34,31.65,13.42,230.41,0,0,94.95,0,32.36,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,122.45,4.93,0,0,0,0,14.94,11.53,0,0,4.39,13.94,12.49,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,0,0,19.21,1.8,0,0,350.55,31.65,13.42,230.41,0,0,94.95,0,32.36,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,122.45,4.93,0,0,0,0,14.94,11.53,0,0,4.39,13.94,12.49,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,0,19.21,1.8,0,0,360.85,31.65,13.42,230.77,0,0,94.95,0,32.36,0,0,0,8.52,0,0,0,18.19,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,122.45,4.93,0,0,0,0,29.9,15.4,0,0,4.39,18.81,15.55,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,0,0,19.21,1.8,0,0,407.98,31.65,13.42,230.77,0,0,94.95,0,32.36,0,0,0,8.52,0,0,0,31.83,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,122.45,4.93,0,0,0,0,29.9,15.4,0,0,4.39,18.81,15.66,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,0,0,19.21,1.8,0,0,456,31.65,14.28,230.77,0,0,94.95,0,32.36,0,0,0,8.52,0,0,0,60.02,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,130.75,4.93,0,0,0,0,44.84,15.4,0,0,4.39,18.81,15.66,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,1.06,11.53,19.21,3.84,9.3,8.77,504.02,31.65,14.28,251.35,0,0,94.95,0,32.36,0,0,0,8.52,0,0,0,89.86,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,134.15,4.93,0,0,0,0,44.84,17.45,0,0,4.39,21.41,17.95,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,6.26,25.8,19.21,7.68,18.59,17.55,537.63,31.65,14.28,251.35,0,0,94.95,0,32.36,0,0,0,8.52,0,0,0,112.32,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,5.06,402.19,0,0,134.15,4.93,0,0,0,0,59.78,17.53,0,0,4.39,21.41,17.95,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,12.52,39.79,19.21,25.3,27.91,35.1,580.85,31.65,14.28,251.49,0,0,94.95,0,32.36,0,0,0,9.47,0,0,0,134.78,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,10.12,402.19,0,0,134.15,4.93,0,0,0,0,59.78,17.53,0,0,4.39,21.41,17.95,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,12.52,40.48,19.21,25.3,27.91,35.1,546.28,31.65,14.28,251.35,0,0,94.95,0,32.36,0,0,0,9.47,0,0,0,134.78,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,10.12,402.19,0,0,134.15,4.93,0,0,0,0,59.78,17.53,0,0,4.39,21.41,17.95,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,12.52,40.48,19.21,25.3,27.91,35.1,502.1,31.65,14.28,251.35,0,0,94.95,0,32.36,0,0,0,9.47,0,0,0,134.78,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,10.12,402.19,0,0,134.15,4.93,0,0,0,0,59.78,17.53,0,0,4.39,21.41,17.95,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,12.52,40.48,19.21,25.3,27.91,35.1,490.57,31.65,14.28,251.35,0,0,94.95,0,32.36,0,0,0,9.47,0,0,0,134.78,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,10.12,402.19,0,0,134.15,4.93,0,0,0,0,59.78,17.53,0,0,4.39,21.41,17.95,38.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,12.52,40.48,19.21,25.3,27.91,35.1,491.53,31.65,14.28,251.35,0,0,94.95,0,32.36,0,0,0,9.47,0,0,0,134.78,41.34,0,0,0,2.45,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,10.12,402.19,0,0,134.15,4.93,0,0,0,0,59.78,17.53,0,0,4.39,21.41,17.95,38.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,12.52,40.48,19.21,25.3,27.91,35.1,513.62,31.65,12.78,251.49,0,0,94.95,0,34.98,0,0,0,9.47,0,0,0,134.78,41.34,0,0,0,6.11,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,10.12,402.19,0,0,134.15,4.93,0,0,0,0,59.78,15.81,0,0,4.39,18.81,16,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,6.26,25.11,19.21,12.54,9.3,17.51,480.01,31.65,12.78,251.49,0,0,94.95,0,36.14,0,0,0,8.52,0,0,0,112.32,41.34,0,0,0,31.79,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,10.12,402.19,0,0,134.15,4.93,0,0,0,0,59.78,15.4,0,0,4.39,18.81,15.66,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,1.06,11.53,19.21,3.84,0,8.75,485.77,15.83,12.78,251.49,0,0,94.95,0,37.3,0,0,0,8.52,0,0,0,89.86,41.34,0,0,0,31.79,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,5.06,402.19,0,0,134.15,4.93,0,0,0,0,59.78,17.53,0,0,4.39,21.41,17.9,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,0,0,19.21,1.8,0,0,488.65,15.83,12.78,251.49,0,0,94.95,0,37.3,0,0,0,8.52,0,0,0,67.39,41.34,0,0,0,31.79,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,134.15,4.93,0,0,0,0,59.78,17.53,0,0,4.39,21.41,17.95,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,0,0,19.21,1.8,0,0,476.17,31.6,12.78,251.49,0,0,94.95,0,38.47,0,0,0,8.52,0,0,0,61.85,41.34,0,0,0,31.79,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,12.27,0,402.19,0,0,134.15,4.93,0,0,0,0,44.84,17.53,0,0,4.39,21.41,17.95,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0,0,19.21,1.8,0,0,440.63,31.6,12.78,251.49,0,0,94.95,0,38.47,0,0,0,8.52,0,0,0,41.47,41.34,0,0,0,31.79,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,53.56,0,402.19,0,0,134.15,4.93,0,0,0,0,44.84,17.53,0,0,4.39,21.41,17.95,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0,0,19.21,1.8,0,0,442.55,31.6,12.78,251.49,0,0,94.95,0,36.44,0,0,0,8.52,0,0,0,16.37,41.34,0,0,0,31.79,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,53.56,0,402.19,0,0,134.15,4.06,0,0,0,0,29.9,17.53,0,0,4.39,21.41,17.95,38.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0,0,19.21,1.8,0,0,446.39,31.6,12.78,251.49,0,0,94.95,0,36.44,0,0,0,8.52,0,0,0,0,41.34,0,0,0,4.89,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,53.56,0,402.19,0,0,134.15,4.06,0,0,0,0,14.94,17.53,0,0,4.39,21.41,17.95,38.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,0,19.21,1.8,0,0,448.31,31.6,12.78,251.49,0,0,94.95,0,37.09,0,0,0,8.52,0,0,0,0,41.34,0,0,0,2.45,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,53.56,0,402.19,0,0,134.15,4.06,0,0,0,0,13.49,17.53,0,0,4.39,21.41,17.95,6.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,0,19.21,1.8,0,0,456.96,31.6,12.78,251.49,0,0,94.95,0,37.09,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,12.27,0,402.19,0,0,134.15,4.06,0,0,0,0,0,17.53,0,0,4.39,21.41,17.95,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,0,19.21,1.8,0,0,459.84,31.6,12.78,251.49,0,0,94.95,0,37.75,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,134.15,3.07,0,0,0,0,0,17.53,0,0,4.39,21.41,17.95,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,0,19.21,1.8,0,0,458.88,31.6,12.78,251.49,0,0,94.95,0,38.57,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,134.15,3.07,0,0,0,0,0,17.53,0,0,4.39,21.41,17.95,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,0,19.21,1.8,0,0,457.92,31.6,12.78,251.49,0,0,94.95,0,38.57,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,134.15,3.07,0,0,0,0,0,17.53,0,0,4.39,21.41,17.95,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,0,19.21,1.8,0,0,457.92,31.6,12.78,251.49,0,0,94.95,0,38.57,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,134.15,3.07,0,0,0,0,0,17.53,0,0,4.39,21.41,17.95,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,0,19.21,1.8,0,0,494.41,31.6,12.78,251.49,0,0,94.95,0,38.57,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,134.15,3.07,0,0,0,0,0,17.53,0,0,4.39,21.41,17.95,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,0,19.21,1.8,0,0,532.46,31.6,12.78,251.49,0,0,94.95,0,38.57,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,134.15,3.07,0,0,0,0,0,17.53,0,0,4.39,21.41,17.95,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,0,19.21,1.8,0,0,532.46,31.6,12.78,238.46,0,0,94.95,0,38.57,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,134.15,3.07,0,0,0,0,0,15.4,0,0,4.39,21.41,17.95,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,0,19.21,1.8,0,0,475.21,31.6,12.78,230.77,0,0,94.95,0,38.57,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,134.15,3.07,0,0,0,0,0,15.4,0,0,4.39,21.41,17.95,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,0,18.77,1.8,0,0,427.19,31.6,12.78,230.77,0,0,94.95,0,38.57,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,134.15,2.09,0,0,0,0,0,15.4,0,0,4.39,18.81,15.66,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,0,17.9,1.8,0,0,379.17,31.6,12.78,230.77,0,0,94.95,0,38.57,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,134.15,2.09,0,0,0,0,0,15.4,0,0,4.39,18.81,15.66,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

