Block,Time,L_NR_2019_05,L_NR_2019_19,L_NR_2021_16,L_NR_2022_09,L_NR_2021_12,L_NR_2020_06,L_NR_2019_07,L_NR_2021_15,L_NR_2021_13,L_NR_2019_06,L_NR_2020_05,L_NR_2021_14,L_NR_2021_17,L_NR_2018_61,L_NR_2022_10,L_NR_2022_08,L_NR_2020_07,LT-05,LT-31,LT-36,LT-59,SH-07,SH-06,L_NR_2020_02,L_NR_2023_04,L_NR_2012_02,LT-35,L_NR_2012_01,L_NR_2012_04,L_NR_2019_11,L_NR_2012_07
10,02:15-02:30,0,0,0,35.22,0,15.51,0,0,0,0,46.52,0,0,15.73,35.22,14.32,15.5,35.220000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.960000,206.570000,0.000000,48.270000,271.520000,0.000000,46.850000

11,02:30-02:45,0,0,0,34.42,0,15.48,0,0,0,0,46.45,0,0,16.13,34.42,13.86,15.49,35.220000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,206.570000,0.000000,48.270000,271.520000,0.000000,46.850000

12,02:45-03:00,0,0,0,34.21,0,15.49,0,0,0,0,46.47,0,0,16.33,34.21,13.62,15.5,35.220000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,206.570000,0.000000,48.270000,271.520000,0.000000,46.850000

13,03:00-03:15,0,0,0,34.54,0,15.36,0,0,0,0,46.07,0,0,16.47,34.54,13.47,15.35,35.220000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,206.570000,0.000000,48.270000,271.520000,0.000000,46.850000

14,03:15-03:30,0,0,0,43.34,0,15.24,0,0,0,0,45.73,0,0,16.73,43.34,19.55,15.26,35.220000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,206.570000,0.000000,48.270000,271.520000,0.000000,46.850000

15,03:30-03:45,0,0,0,43.21,0,15.57,0,0,0,0,46.71,0,0,16.13,43.21,19.07,15.57,35.220000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,159.290000,0.000000,48.270000,271.520000,0.000000,33.770000

16,03:45-04:00,0,0,0,42.87,0,15.54,0,0,0,0,46.62,0,0,17.08,42.87,18.15,15.53,35.220000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,161.220000,0.000000,48.270000,271.520000,0.000000,33.770000

17,04:00-04:15,0,0,0,42.66,0,15.27,0,0,0,0,45.81,0,0,17.83,42.66,17.45,15.27,35.220000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,164.120000,0.000000,48.270000,271.520000,0.000000,33.770000

18,04:15-04:30,0,0,0,30.16,0,14.92,0,0,0,0,44.77,0,0,18.93,30.16,17.08,14.93,35.220000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,164.120000,0.000000,48.270000,271.520000,0.000000,33.770000

19,04:30-04:45,0,0,0,29.66,0,14.6,0,0,0,0,43.79,0,0,19.73,29.66,16.64,14.6,35.220000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,164.120000,0.000000,48.270000,271.520000,0.000000,33.770000

20,04:45-05:00,0,0,0,29.4,0,10.89,0,0,0,0,32.67,0,0,19.88,29.4,11.7,10.9,35.220000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,161.220000,0.000000,48.270000,271.520000,0.000000,33.770000

21,05:00-05:15,0,0,0,29.02,0,10.6,0,0,0,0,31.81,0,0,17.08,29.02,11.58,10.61,35.220000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,157.360000,0.000000,48.270000,271.520000,0.000000,33.770000

22,05:15-05:30,0,0,0,28.5,0,10.36,0,0,0,0,31.09,0,0,17.33,28.5,11.97,10.38,35.220000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,154.460000,0.000000,48.270000,271.520000,0.000000,33.770000

23,05:30-05:45,0,0.263439,0,28.23,0,10.29,0,0,0,0,30.86,0,0,17.68,28.23,12.28,10.28,35.220000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,153.500000,0.000000,48.270000,271.520000,0.000000,33.770000

24,05:45-06:00,0,2.810016,0.67,28.03,0.11,9.97,0,0,0.02,0,29.92,0,0.33,18.13,28.03,12.79,9.97,35.220000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,150.600000,0.000000,48.270000,271.520000,0.000000,33.770000

25,06:00-06:15,8.88,6.098125,2.67,40.21,1.33,9.94,1.26,0.5,0.27,5.52,29.83,0,1.33,18.28,40.21,12.54,9.96,35.220000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,168.010000,0.000000,48.270000,271.520000,0.000000,33.770000

26,06:15-06:30,16.49,9.913112,4.67,39.54,4.38,9.52,1.93,1.28,0.88,13.8,28.57,0,2.33,21.65,39.54,12.21,9.52,35.220000,0.180000,0.190000,0.000000,0.000000,0.000000,0.000000,0.000000,168.010000,0.180000,48.270000,271.520000,0.000000,33.770000

27,06:30-06:45,25.48,14.34279,6.67,38.91,8.4,14.23,5.47,2.26,1.68,23,42.67,0.33,3.33,21.7,38.91,12.3,14.22,35.220000,0.340000,0.350000,0.000000,0.000000,0.000000,0.000000,0.000000,168.010000,0.340000,48.270000,271.520000,0.000000,33.770000

28,06:45-07:00,26.09,19.055421,8.67,36.78,13.21,13.94,10.02,3.65,2.64,26.09,41.81,0.97,4.33,21.29,36.78,11.78,13.93,35.220000,0.540000,0.560000,0.000000,0.000000,0.000000,0.000000,0.000000,168.010000,0.540000,48.270000,271.520000,0.000000,33.770000

29,07:00-07:15,25.36,23.777809,16.67,33.33,18.79,13.56,15.49,5.45,3.76,25.35,40.67,3.83,8.33,20.77,33.33,11.89,13.56,35.220000,0.740000,0.760000,0.000000,0.000000,0.000000,0.000000,0.000000,168.010000,0.740000,48.270000,271.520000,0.000000,33.770000

30,07:15-07:30,22.57,28.461169,21.33,30.21,25.44,12.58,22.57,7.58,5.09,22.56,37.75,8,10.67,20.39,30.21,10.29,12.59,35.220000,0.990000,1.020000,0.000000,0.000000,0.000000,0.000000,0.000000,168.010000,0.990000,48.270000,271.520000,0.000000,33.770000

31,07:30-07:45,22.9,31.934661,25.33,26.78,34.04,11.38,22.9,9.44,6.81,22.9,34.14,12.93,12.67,19.85,26.78,8.69,11.38,35.220000,1.280000,1.320000,0.000000,0.000000,0.000000,0.000000,0.000000,168.010000,1.280000,48.270000,271.520000,0.000000,33.770000

32,07:45:08:00,23.73,36.091143,30,25.21,41.78,10.05,23.73,11.37,8.36,23.74,30.14,19.37,15,15.13,25.21,12.78,10.04,35.220000,1.770000,1.810000,0.000000,0.000000,0.000000,0.000000,0.000000,168.010000,1.770000,48.270000,271.520000,0.000000,33.770000

33,08:00-08:15,25.9,40.120784,20.67,23.68,49.66,9.51,25.9,13.57,9.93,25.9,28.53,28.37,10.33,14.93,23.68,12.21,9.51,35.220000,2.050000,2.100000,0.000000,0.000000,0.000000,0.000000,0.000000,168.010000,2.050000,48.270000,271.520000,0.000000,33.770000

34,08:15-08:30,28.15,44.482163,26.67,24.51,65.54,9.47,28.15,15.94,13.11,28.15,28.41,35.43,13.33,14.73,24.51,11.29,9.47,35.220000,3.160000,3.240000,0.000000,0.000000,0.000000,0.000000,0.000000,168.010000,3.160000,48.270000,271.520000,0.000000,33.770000

35,08:30-08:45,28.98,49.282607,31.33,24.07,76.03,9.5,28.98,18.2,15.2,28.99,28.5,43.47,15.67,14.13,24.07,10.54,9.51,35.220000,3.810000,3.910000,0.000000,0.000000,0.000000,0.000000,0.000000,168.010000,3.810000,48.270000,241.350000,0.000000,33.770000

36,08:45:09:00,29.65,54.570901,34,23.58,87.05,9.46,29.65,20.47,17.41,29.65,28.38,50.77,17,12.79,23.58,9.81,9.46,35.220000,4.490000,4.590000,0.000000,0.000000,0.000000,0.000000,0.000000,168.010000,4.490000,48.270000,241.350000,0.000000,33.770000

37,09:00:09:15,29.65,60.317774,35.34,23.4,104.19,9.51,29.65,22.75,20.84,29.65,28.54,56.87,17.66,11.38,23.4,9.74,9.52,35.220000,5.030000,5.160000,0.000000,0.000000,0.000000,0.000000,0.000000,168.010000,5.030000,48.270000,241.350000,0.000000,33.770000

38,09:15-09:30,29.65,65.76218,38,23.49,144.53,16,29.65,24.84,28.9,29.65,47.99,61.63,19,8.73,23.49,21.78,15.99,35.220000,5.710000,5.850000,0.000000,0.000000,0.000000,0.000000,0.000000,168.010000,5.710000,48.270000,241.350000,0.000000,33.770000

39,09:30-09:45,29.98,70.465054,40,23.67,159.24,15.07,29.98,23.02,31.85,29.99,45.21,68,20,8.51,23.67,20.83,15.07,35.220000,6.610000,6.770000,0.000000,0.000000,0.000000,0.000000,0.000000,168.010000,6.610000,48.270000,241.350000,0.000000,33.770000

40,09:45-10:00,30.48,74.73862,43.34,23.19,169.77,14.25,30.48,21.74,33.95,30.49,42.76,73.23,21.66,8.27,23.19,20.12,14.27,35.220000,9.720000,9.960000,0.000000,0.000000,0.000000,0.000000,0.000000,168.010000,9.720000,48.270000,241.350000,0.000000,33.770000

41,10:00-10:15,30.48,77.27544,46.67,22.78,183.32,13.46,30.48,19.77,36.66,30.49,40.38,77.67,23.33,8.07,22.78,19.45,13.45,35.220000,9.790000,10.040000,0.000000,0.000000,0.000000,0.000000,0.000000,168.010000,9.790000,48.270000,241.350000,0.000000,33.770000

42,10:15-10:30,30.48,77.158356,100,22.42,196.1,12.56,30.48,16.97,39.22,30.49,37.67,81.83,50,7.67,22.42,18.53,12.55,35.220000,10.000000,10.250000,0.000000,0.000000,0.000000,0.000000,0.000000,168.010000,10.000000,48.270000,241.350000,0.000000,34.750000

43,10:30-10:45,30.48,76.114357,100,22.19,210.02,11.74,30.48,21.91,42,30.49,35.21,84.67,50,7.36,22.19,17.55,11.73,35.220000,10.290000,10.540000,0.000000,0.000000,0.000000,0.000000,0.000000,168.010000,10.290000,48.270000,241.350000,0.000000,41.510000

44,10:45-11:00,31.33,75.655778,100,22,219.83,10.87,31.33,26.52,43.97,31.34,32.6,86.03,50,7.27,22,16.77,10.87,35.220000,10.290000,10.540000,0.000000,0.000000,0.000000,0.000000,0.000000,168.010000,10.290000,48.270000,241.350000,0.000000,49.890000

45,11:00-11:15,32.17,76.114357,100,26.77,228.11,10.42,32.17,42.94,45.62,32.16,31.27,87.03,50,7.27,26.77,21.78,10.43,35.220000,10.290000,10.540000,0.000000,0.000000,0.000000,0.000000,0.000000,168.010000,10.290000,48.270000,241.350000,0.000000,49.890000

46,11:15-11:30,32.17,77.070543,100,27.11,228.11,10.05,32.17,47.48,45.62,32.16,30.16,87.57,50,7.22,27.11,21.45,10.06,35.220000,10.290000,10.540000,0.000000,0.000000,0.000000,0.000000,0.000000,168.010000,10.290000,48.270000,241.350000,0.000000,49.890000

47,11:30-11:45,32.5,77.76329,100,27.55,228.11,9.69,32.5,47.43,45.62,32.5,29.06,87.6,50,7.29,27.55,21.45,9.68,35.220000,10.290000,10.540000,0.000000,0.000000,0.000000,0.000000,0.000000,168.010000,10.290000,48.270000,241.350000,0.000000,49.890000

48,11:45-12:00,32.5,78.221869,100,28.45,183.92,9.33,32.5,46.5,36.78,32.5,27.99,87.6,50,7.38,28.45,21.45,9.33,35.220000,10.290000,10.540000,0.000000,0.000000,0.000000,0.000000,0.000000,168.010000,10.290000,48.270000,241.350000,0.000000,49.890000

49,12:00-12:15,32.5,85.451806,100,29.12,186.03,9.08,32.5,45.37,37.21,32.5,27.25,84.1,50,7.3,29.12,21.51,9.1,35.220000,10.290000,10.540000,0.000000,0.000000,0.000000,0.000000,0.000000,168.010000,10.290000,48.270000,241.350000,0.000000,33.770000

50,12:15-12:30,32.5,84.59319,93.34,29.72,182.28,9.61,32.5,44.11,36.46,32.5,28.84,84.1,46.66,7.3,29.72,21.67,9.62,35.220000,10.290000,10.540000,0.000000,0.000000,0.000000,0.000000,0.000000,168.010000,10.290000,48.270000,241.350000,0.000000,33.770000

51,12:30-12:45,32.5,80.622091,93.34,27.88,180.13,13.44,32.5,43.7,36.02,32.5,40.33,84.1,46.66,7.21,27.88,20.07,13.44,35.220000,10.290000,10.540000,0.000000,0.000000,0.000000,0.000000,0.000000,148.670000,10.290000,48.270000,241.350000,0.000000,33.770000

52,12:45-13:00,32.5,79.831774,93.34,28.86,227.97,13.97,32.5,42.73,45.59,32.5,41.91,84.1,46.66,7.21,28.86,20.45,13.96,35.220000,10.290000,10.540000,0.000000,0.000000,0.000000,0.000000,0.000000,119.710000,10.290000,48.270000,241.350000,0.000000,33.770000

53,13:00-13:15,32.5,80.222054,93.34,29.45,227.97,14.24,32.5,41.26,45.59,32.5,42.72,84,46.66,7.39,29.45,20.67,14.24,35.220000,10.290000,10.540000,0.000000,0.000000,0.000000,0.000000,0.000000,119.710000,10.290000,48.270000,241.350000,0.000000,33.770000

54,13:15-13:30,32.5,81.17824,93.34,30.22,227.97,14.2,32.5,39.06,45.59,32.5,42.61,83.97,46.66,7.32,30.22,21.31,14.21,35.220000,10.290000,10.540000,0.000000,0.000000,0.000000,0.000000,0.000000,119.710000,10.290000,48.270000,241.350000,0.000000,33.770000

55,13:30-13:45,32.5,85.559133,93.34,31.45,227.97,14.74,32.5,38.36,45.59,32.5,44.22,84,46.66,7.36,31.45,22.03,14.74,35.220000,10.290000,10.540000,0.000000,0.000000,0.000000,0.000000,0.000000,119.710000,10.290000,48.270000,241.350000,0.000000,33.770000

56,13:45-14:00,32.5,82.34908,93.34,32.55,227.97,14.43,32.5,37.57,45.59,32.5,43.29,83.78,46.66,7.27,32.55,22.73,14.43,35.220000,10.290000,10.540000,0.000000,0.000000,0.000000,0.000000,0.000000,119.710000,10.290000,48.270000,241.350000,0.000000,33.770000

57,14:00-14:15,32.5,78.729233,93.34,41.12,222.8,13.74,32.5,39.84,44.56,32.5,41.23,87.09,46.66,8.73,41.12,18.55,13.75,35.220000,10.290000,10.540000,0.000000,0.000000,0.000000,0.000000,0.000000,119.710000,10.290000,48.270000,241.350000,0.000000,33.770000

58,14:15-14:30,32.5,74.73862,100,41.88,219.47,13.07,32.5,39.03,43.89,32.5,39.21,86.56,50,8.47,41.88,18.49,13.07,35.220000,10.290000,10.540000,0.000000,0.000000,0.000000,0.000000,0.000000,119.710000,10.290000,48.270000,241.350000,0.000000,33.770000

59,14:30-14:45,32.5,70.796792,96.67,42.56,214.67,13.15,32.5,37.2,42.93,32.5,39.44,85.51,48.33,8.13,42.56,18.78,13.14,35.220000,10.290000,10.540000,0.000000,0.000000,0.000000,0.000000,0.000000,119.710000,10.290000,48.270000,271.520000,0.000000,33.770000

60,14:45-15:00,32.5,66.650067,94.67,42.88,210.33,13.04,32.5,34.94,42.06,32.5,39.12,83.77,47.33,18.68,42.88,18.77,13.05,35.220000,10.290000,10.540000,0.000000,0.000000,0.000000,0.000000,0.000000,119.710000,10.290000,48.270000,271.520000,0.000000,33.770000

61,15:00-15:15,32.5,62.220389,92,43.09,201.83,13.66,32.5,32.65,40.36,32.5,40.99,79.8,46,18.85,43.09,19.22,13.67,35.220000,10.290000,10.540000,0.000000,0.000000,0.000000,0.000000,0.000000,167.980000,10.290000,48.270000,271.520000,0.000000,49.890000

62,15:15-15:30,32.5,57.85901,57.34,50.46,187.63,15.09,32.5,30.22,37.52,32.5,45.28,74.39,28.66,19.69,50.46,25.04,15.09,35.220000,10.250000,10.510000,0.000000,0.000000,0.000000,0.000000,0.000000,216.250000,10.250000,48.270000,271.520000,0.000000,49.890000

63,15:30-15:45,32.5,53.156136,54.67,50.51,175.48,18.18,32.5,27.68,35.1,32.5,54.55,70.19,27.33,19.72,50.51,24.71,18.18,35.220000,10.010000,10.260000,0.000000,0.000000,0.000000,0.000000,0.000000,218.340000,10.010000,48.270000,271.520000,0.000000,49.890000

64,15:45-16:00,32.5,48.121524,52.67,50.1,162.71,18,32.5,25.1,32.54,32.5,53.99,64.68,26.33,19.94,50.1,24.62,18,35.220000,9.530000,9.770000,0.000000,0.000000,0.000000,0.000000,0.000000,218.340000,9.530000,48.270000,271.520000,0.000000,49.890000

65,16:00-16:15,32.5,43.096669,49.34,49.45,167.77,17.84,32.5,22.46,33.55,32.5,53.52,58.9,24.66,20,49.45,24.58,17.84,35.220000,8.870000,9.090000,0.000000,0.000000,0.000000,0.000000,0.000000,218.340000,8.870000,48.270000,271.520000,0.000000,49.890000

66,16:15-16:30,32.5,38.14987,44.67,48.88,154.27,17.82,32.5,19.8,30.85,32.5,53.47,52.82,22.33,20.83,48.88,24.38,17.83,35.220000,8.300000,8.510000,0.000000,0.000000,0.000000,0.000000,0.000000,218.340000,8.300000,48.270000,271.520000,0.000000,49.890000

67,16:30-16:45,33,32.568866,40,48.21,139.81,17.56,30.65,18.21,27.96,33,52.67,46.67,20,20.9,48.21,24.04,17.55,35.220000,7.650000,7.840000,0.000000,0.000000,0.000000,0.000000,0.000000,218.340000,7.650000,48.270000,271.520000,0.000000,49.890000

68,16:45-17:00,33,26.919563,34.67,47.41,127.27,17.15,16.82,16.63,25.45,33,51.46,40.55,17.33,21.05,47.41,19.22,17.16,35.220000,6.920000,7.100000,0.000000,0.000000,0.000000,0.000000,0.000000,218.340000,6.920000,48.270000,271.520000,0.000000,49.890000

69,17:00-17:15,33,22.158147,29.33,53.41,106.71,19.54,7.77,15.06,21.34,33,58.63,32.53,14.67,27.1,53.41,19.55,19.54,35.220000,6.190000,6.340000,0.000000,0.000000,0.000000,0.000000,0.000000,218.340000,6.190000,48.270000,271.520000,0.000000,49.890000

70,17:15-17:30,33,18.167534,25.33,53.48,72.89,19.46,2.22,13.37,14.58,31.28,58.39,26.68,12.67,27.21,53.48,19.55,19.47,35.220000,5.050000,5.180000,0.000000,0.000000,0.000000,0.000000,0.000000,218.340000,5.050000,48.270000,271.520000,0.000000,49.890000

71,17:30-17:45,21.74,14.694042,23.33,53.51,62.64,19.24,0.66,11.13,12.53,18.4,57.72,19.55,11.67,27.18,53.51,19.45,19.25,35.220000,4.060000,4.150000,0.000000,0.000000,0.000000,0.000000,0.000000,218.340000,4.060000,48.270000,271.520000,0.000000,49.890000

72,17:45-18:00,12.44,11.562045,21.33,52.51,51.43,19.22,0,8.91,10.29,11.04,57.65,10.85,10.67,27.7,52.51,19.64,19.2,35.220000,3.170000,3.260000,0.000000,0.000000,0.000000,0.000000,0.000000,199.090000,3.170000,48.270000,271.520000,0.000000,49.890000

73,18:00-18:15,0,9.239879,16,49.25,40.74,18.76,0,6.83,8.15,0,56.29,7.22,8,27.15,49.25,19.72,18.77,35.220000,2.440000,2.490000,0.000000,0.000000,0.000000,0.000000,28.960000,199.090000,2.440000,48.270000,231.700000,0.000000,49.890000

74,18:15-18:30,0,5.942013,10.67,46.05,27.63,18.4,0,5.08,5.53,0,55.19,1.95,5.33,22.54,46.05,15.33,18.39,35.220000,1.780000,1.820000,0.000000,0.000000,0.000000,0.000000,28.960000,179.790000,1.780000,48.270000,231.700000,0.000000,49.890000

75,18:30-18:45,0,3.02467,8,45.87,16.88,15.13,0,3.41,3.38,0,45.38,0.97,4,22.68,45.87,15.02,15.13,35.220000,0.900000,0.920000,0.000000,0.000000,0.000000,0.000000,29.930000,179.790000,0.900000,48.270000,231.700000,0.000000,49.890000

76,18:45-19:00,0,1.297681,5.33,46.01,10.81,15.38,0,2.01,2.16,0,46.12,0.34,2.67,22.94,46.01,14.57,15.37,35.220000,0.570000,0.590000,0.000000,0.000000,0.000000,0.000000,28.960000,179.790000,0.570000,48.270000,231.700000,0.000000,49.890000

77,19:00-19:15,0,0.380523,2.67,32.21,6.08,15.77,0,0.9,1.21,0,47.3,0.04,1.33,10.7,32.21,14.38,15.76,35.220000,0.300000,0.310000,0.000000,0.000000,0.000000,0.000000,29.930000,228.060000,0.300000,77.230000,271.520000,0.000000,59.030000

78,19:15-19:30,0,0,0.67,32.42,2.7,15.88,0,0.15,0.54,0,47.65,0,0.33,10.77,32.42,14.31,15.88,35.220000,0.050000,0.050000,0.000000,0.000000,0.000000,0.000000,29.930000,246.950000,0.050000,101.130000,271.520000,0.000000,59.030000

79,19:30-19:45,0,0,0.04,32.62,0.68,15.92,0,0,0.13,0,47.77,0,0.02,10.85,32.62,14.13,15.93,57.940000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,29.930000,246.950000,0.000000,101.130000,271.520000,0.000000,74.030000

80,19:45-20:00,0,0,0,32.84,0,15.94,0,0,0,0,47.83,0,0,10.93,32.84,14.1,15.95,57.940000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.960000,246.950000,0.000000,101.130000,271.520000,0.000000,74.030000

81,20:00-20:15,0,0,0,33.21,0,12.65,0,0,0,0,37.96,0,0,11,33.21,14.01,12.65,57.940000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.960000,246.950000,0.000000,101.130000,271.520000,0.000000,74.030000

82,20:15-20:30,0,0,0,33.54,0,12.76,0,0,0,0,38.29,0,0,11.25,33.54,13.94,12.78,57.940000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,29.930000,246.950000,0.000000,101.130000,271.520000,0.000000,74.030000

83,20:30-20:45,0,0,0,34.22,0,13.15,0,0,0,0,39.44,0,0,11.49,34.22,13.91,13.14,57.940000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.960000,246.950000,0.000000,101.130000,271.520000,0.000000,74.030000

84,20:45-21:00,0,0,0,34.32,0,13.31,0,0,0,0,39.92,0,0,11.81,34.32,21.9,13.3,57.940000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,29.930000,246.950000,0.000000,101.130000,271.520000,0.000000,74.030000

85,21:00-21:15,0,0,0,57.73,0,21.46,0,0,0,0,64.39,0,0,11.98,57.73,21.86,21.47,57.940000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,246.950000,0.000000,101.130000,271.520000,0.000000,74.030000

86,21:15-21:30,0,0,0,57.62,0,21.2,0,0,0,0,63.6,0,0,12.52,57.62,21.64,21.2,57.940000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,246.950000,0.000000,101.130000,271.520000,0.000000,74.030000

87,21:30-21:45,0,0,0,57.21,0,21.03,0,0,0,0,63.1,0,0,13.06,57.21,21.63,21.05,57.940000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,246.950000,0.000000,101.130000,271.520000,0.000000,74.030000

88,21:45-22:00,0,0,0,56.76,0,20.84,0,0,0,0,62.51,0,0,13.65,56.76,21.53,20.83,57.940000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,246.950000,0.000000,101.130000,271.520000,0.000000,74.030000

89,22:00-22:15,0,0,0,64.05,0,20.48,0,0,0,0,61.44,0,0,14.34,64.05,21.33,20.47,57.940000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,246.950000,0.000000,101.130000,271.520000,0.000000,74.030000

90,22:15-22:30,0,0,0,62.95,0,20.43,0,0,0,0,61.28,0,0,14.97,62.95,28.19,20.42,57.940000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,246.950000,0.000000,101.130000,271.520000,0.000000,74.030000

91,22:30-22:45,0,0,0,61.86,0,20.34,0,0,0,0,61.03,0,0,15.65,61.86,27.75,20.35,57.940000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,246.950000,0.000000,101.130000,271.520000,0.000000,74.030000

92,22:45-23:00,0,0,0,60.81,0,20.32,0,0,0,0,60.95,0,0,23.34,60.81,27.31,20.31,57.940000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,246.950000,0.000000,101.130000,271.520000,0.000000,74.030000

93,23:00-23:15,0,0,0,60.41,0,20.15,0,0,0,0,60.45,0,0,23.24,60.41,26.87,20.14,57.940000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,246.950000,0.000000,101.130000,271.520000,0.000000,74.030000

94,23:15-23:30,0,0,0,60.02,0,19.99,0,0,0,0,59.97,0,0,23.16,60.02,26.43,19.99,57.940000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,246.950000,0.000000,101.130000,271.520000,0.000000,74.030000

95,23:30-23:45,0,0,0,59.64,0,19.91,0,0,0,0,59.72,0,0,22.99,59.64,25.99,19.9,57.940000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,246.950000,0.000000,101.130000,271.520000,0.000000,74.030000

96,23:45-24:00,0,0,0,59.32,0,19.81,0,0,0,0,59.44,0,0,22.82,59.32,25.55,19.83,57.940000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,246.950000,0.000000,101.130000,271.520000,0.000000,74.030000

