Block,Time,KGSU3AND4,KHSTPP-I,KHSTPP-II,KOLDAM,KUDGI,TelanganaSTPP,ANTA_LF,AURY_GF,JHAJJAR,KGSU1AND2,NTPL,RAMPUR,RSTPSU1TO6,SINGRAULI,TANAKPUR,ANTA_CRF,ANTA_GF,CHAMERA1,NJPC,RIHAND3,UNCHAHAR1,AURY_RF,BRBCL,BSIUL,NNTPP,SALAL,SEWA2,SIMHST1,TALST2,UNCHAHAR3,ANTA_RF,FSTPP I & II,RIHAND1,TANDA2,VALLURNTECL,AURY_LF,DADRI_RF,DHAULIGNGA,DULHASTI,KISHANGANGA,NAPP,NLCIIST2,PARBATI3,RIHAND2,SASAN,SIMHST2,UNCHAHAR2,URI,DADRI_CRF,CHAMERA2,DADRT2,KKNP,MAPS,NLCEXP,NLCIIST1,NLCTS2EXP,RSTPSU7,TALA,TEHRI,URI2,DADRI_GF,DADRI_LF,CHAMERA3,KKNPPU2,KOTESHWR,RAPPB,RAPPC,SINGRAULI_HYDRO,UNCHAHAR4,AURY_CRF
25,06:00-06:15,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0,0,0,12.25,70.17,124.33,20.85,68.96,20,1.1,0,13.36,15.81,0,0,26.4,42,14.6,92,0,0,0,59.73,9.14,16.48,0,20.61,0,3.82,118.76,399.38,0,42.39,34.78,0,13.17,683.14,0,0,0,0,0,0,0,34.02,31.9,0,0,0,0,8.87,0,25.76,0.82,0,0

26,06:15-06:30,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0,0,0,28.05,93.56,124.33,20.85,68.96,20,6.52,0,13.36,15.81,0,0,26.4,42,14.6,92,0,0,0,59.73,18.27,32.96,0,20.61,0,16.54,118.76,399.38,0,42.39,34.78,0,13.17,683.14,0,0,0,0,0,0,0,44.73,31.9,0,0,17.19,0,17.75,0,25.76,0.82,0,0

27,06:30-06:45,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0,0,0,42.15,116.95,124.33,20.85,68.96,20,19.56,0,13.36,15.81,0,0,26.4,42,14.6,92,0,0,0,59.73,27.41,49.43,0,20.61,0,16.54,118.76,399.38,0,42.39,34.78,0,39.51,683.14,0,0,0,0,0,0,0,44.73,33.23,0,0,29.06,0,39.05,0,25.76,0.82,0,0

28,06:45-07:00,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0,0,0,42.15,116.95,124.33,20.85,68.96,20,19.56,0,13.36,15.81,0,0,26.4,42,14.6,92,0,0,0,59.73,27.41,49.43,0,20.61,0,16.54,118.76,399.38,0,42.39,34.78,0,39.51,683.14,0,0,0,0,0,0,0,44.73,33.23,0,0,29.06,0,39.05,0,25.76,0.82,0,0

29,07:00-07:15,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0,0,0,42.15,116.95,124.33,20.85,68.96,20,19.56,0,13.36,15.81,0,0,26.4,42,14.6,92,0,0,0,59.73,27.41,49.43,0,20.61,0,16.54,118.76,399.38,0,42.39,39.75,0,39.51,683.14,0,0,0,0,0,0,0,44.73,33.23,0,0,29.06,0,39.05,0,25.76,0.82,0,0

30,07:15-07:30,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0,0,0,42.15,116.95,124.33,20.85,68.96,20,19.56,0,13.36,15.81,0,0,26.4,42,14.6,92,0,0,0,59.73,27.41,49.43,0,20.61,0,16.54,118.76,399.38,0,42.39,39.75,0,39.51,683.14,0,0,0,0,0,0,0,44.73,33.23,0,0,29.06,0,39.05,0,25.76,0.82,0,0

31,07:30-07:45,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0,0,0,42.15,116.95,124.33,20.85,68.96,20,19.56,0,13.36,15.81,0,0,26.4,42,14.6,92,0,0,0,59.73,27.41,49.43,0,20.61,0,16.54,118.76,399.38,0,42.39,34.78,0,39.51,683.14,0,0,0,0,0,0,0,44.73,33.23,0,0,29.06,0,39.05,0,25.76,0.82,0,0

32,07:45-08:00,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0,0,0,42.15,116.95,124.33,20.85,68.96,20,19.56,0,13.36,15.81,0,0,26.4,42,14.6,92,0,0,0,59.73,27.41,49.43,0,20.61,0,3.57,118.76,399.38,0,42.39,34.78,0,39.51,683.14,0,0,0,0,0,0,0,44.73,33.23,0,0,29.06,0,39.05,0,25.76,0.82,0,0

33,08:00-08:15,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0,0,0,42.15,116.95,124.33,20.85,68.96,20,6.52,0,13.36,15.81,0,0,26.4,42,14.6,92,0,0,0,59.73,18.27,32.96,0,20.61,0,0,118.76,399.38,0,42.39,34.78,0,39.51,683.14,0,0,0,0,0,0,0,44.73,22.86,0,0,9.68,0,17.75,0,25.76,0.82,0,0

34,08:15-08:30,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0,0,0,42.15,93.56,124.33,20.85,68.96,20,6.52,0,13.36,15.81,0,0,26.4,42,14.6,92,0,0,0,59.73,9.24,32.96,0,20.61,0,0,118.76,399.38,0,42.39,34.78,0,13.17,683.14,0,0,0,0,0,0,0,44.73,22.86,0,0,0,0,8.87,0,25.76,0.82,0,0

35,08:30-08:45,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0,0,0,42.15,70.17,124.33,20.85,68.96,20,6.52,0,13.36,15.81,0,0,26.4,42,14.6,92,0,0,0,59.73,0,16.48,0,20.61,0,0,118.76,399.38,0,42.39,34.78,0,0,683.14,0,0,0,0,0,0,0,44.73,22.86,0,0,0,0,8.87,0,25.76,0.82,0,0

36,08:45-09:00,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0,0,0,42.15,43.56,124.33,20.85,68.96,20,6.52,0,13.36,15.81,0,0,26.4,42,14.6,92,0,0,0,59.73,0,16.48,0,20.61,0,0,118.76,399.38,0,42.39,39.75,0,0,683.14,0,0,0,0,0,0,0,45.11,22.86,0,0,0,0,8.87,0,25.76,0.82,0,0

37,09:00-09:15,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0,0,0,24.49,19.88,124.33,20.85,68.96,20,6.52,0,13.36,15.81,0,0,26.4,42,14.6,92,0,0,0,59.73,0,16.48,0,20.61,0,0,118.76,399.38,0,42.39,39.75,0,0,683.14,0,0,0,0,0,0,0,34.02,22.86,0,0,0,0,8.87,0,25.76,0.82,0,0

38,09:15-09:30,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0,0,0,24.49,0,124.33,20.85,68.96,20,6.52,0,13.36,15.81,0,0,26.4,42,14.6,92,0,0,0,59.73,0,16.48,0,20.61,0,0,118.76,399.38,0,42.39,34.78,0,0,683.14,0,0,0,0,0,0,0,22.68,22.86,0,0,0,0,8.87,0,25.76,0.82,0,0

39,09:30-09:45,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0.25,0,0,12.27,0,124.33,20.85,68.96,20,6.52,0,13.36,15.81,0,0,26.4,42,14.6,92,0,0,0,59.73,0,16.48,0,20.61,0,0,118.76,399.38,0,42.39,34.78,0,0,683.14,0,0,0,0,0,0,0,22.55,25.56,0,0,0,0,8.87,0,25.76,0.82,0,0

40,09:45-10:00,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0.25,0,0,0,0,124.33,20.85,68.96,20,6.52,0,13.36,15.81,0,0,26.4,42,14.6,92,0,0,0,59.73,0,16.48,0,20.61,0,0,118.76,399.38,0,42.39,34.78,0,0,683.14,0,0,0,0,0,0,0,11.21,25.56,0,0,0,0,8.87,0,25.76,0.82,0,0

41,10:00-10:15,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0.25,0,0,0,0,124.33,20.85,68.96,20,6.52,0,13.36,15.81,0,0,26.4,42,12.79,92,0,0,0,59.73,0,0,0,20.61,0,0,118.76,399.38,0,42.39,34.78,0,0,683.14,0,0,0,0,0,0,0,0,25.56,0,0,0,0,8.87,0,25.76,0.82,0,0

42,10:15-10:30,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0.25,0,0,0,0,124.33,20.85,68.96,20,6.52,0,13.36,10.53,0,0,26.4,42,12.79,92,0,0,0,59.73,0,0,0,20.61,0,0,118.76,399.38,0,42.39,34.78,0,0,683.14,0,0,0,0,0,0,0,0,25.56,0,0,0,0,8.87,0,25.76,0.82,0,0

43,10:30-10:45,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,5.76,0,0,0,0,124.33,20.85,68.96,20,6.52,0,13.36,0,0,0,26.4,42,12.79,92,0,0,0,59.73,0,0,0,20.61,0,0,118.76,399.38,0,42.39,33.67,0,0,683.14,0,0,0,0,0,0,0,0,25.56,0,0,0,0,8.87,0,25.76,0.82,0,0

44,10:45-11:00,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,5.76,0,0,0,0,124.33,20.85,68.96,20,6.52,0,13.36,0,0,0,26.4,42,12.79,92,0,0,0,59.73,0,0,0,20.61,0,0,118.76,399.38,0,42.39,33.67,0,0,683.14,0,0,0,0,0,0,0,0,25.56,0,0,0,0,8.87,0,25.76,0.82,0,0

45,11:00-11:15,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,5.76,0,0,0,0,124.33,20.85,68.96,20,6.52,0,13.36,0,0,0,26.4,42,12.79,92,0,0,0,59.73,0,0,0,20.61,0,0,118.76,399.38,0,42.39,33.67,0,0,683.14,0,0,0,0,0,0,0,0,28.25,0,0,0,0,8.87,0,25.76,0.82,0,0

46,11:15-11:30,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,5.76,0,0,0,0,124.33,20.85,68.96,20,6.52,0,13.36,0,0,0,26.4,42.52,12.79,92,0,0,0,59.73,0,0,0,20.61,0,0,118.76,399.38,0,42.39,33.67,0,0,683.14,0,0,0,0,0,0,0,0,28.25,0,0,0,0,8.87,0,25.76,0.82,0,0

47,11:30-11:45,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,5.76,0,0,0,0,124.33,20.85,68.96,20,6.52,0,8.13,0,0,0,26.4,42,12.79,92,0,0,0,59.73,0,0,0,20.61,0,0,118.76,399.38,0,42.39,33.67,0,0,683.14,0,0,0,0,0,0,0,0,33.23,0,0,0,0,8.87,0,25.76,0.82,0,0

48,11:45-12:00,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,5.76,0,0,0,0,124.33,20.85,68.96,20,6.52,0,8.13,0,0,0,26.4,42.21,12.79,92,0,0,0,59.73,0,0,0,20.61,0,0,118.76,399.38,0,42.39,33.67,0,0,683.14,0,0,0,0,0,0,0,0,33.23,0,0,0,0,8.87,0,25.76,0.82,0,0

49,12:00-12:15,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0.25,0,0,0,0,124.33,20.85,68.96,20,6.52,0,8.13,0,0,0,26.4,42.21,12.79,92,0,0,0,59.73,0,0,0,20.61,0,0,118.76,407.81,0,42.39,36.43,0,0,683.14,0,0,0,0,0,0,0,0,33.23,0,0,0,0,8.87,0,25.76,0.82,0,0

50,12:15-12:30,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0.25,0,0,0,0,124.33,20.85,68.96,20,6.52,0,8.13,0,0,0,26.4,42,12.79,92,0,0,0,59.73,0,0,0,20.61,0,0,118.76,407.81,0,42.39,36.43,0,0,683.14,0,0,0,0,0,0,0,0,33.23,0,0,0,0,8.87,0,25.76,0.82,0,0

51,12:30-12:45,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0.25,0,0,0,0,124.33,20.85,68.96,20,6.52,0,12.78,0,0,0,26.4,41.37,12.79,92,0,0,0,59.73,0,0,0,20.61,0,0,118.76,407.81,0,42.39,36.43,0,0,683.14,0,0,0,0,0,0,0,0,33.23,0,0,0,0,8.87,0,25.76,0.82,0,0

52,12:45-13:00,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0.25,0,0,0,0,124.33,20.85,68.96,20,6.52,0,12.78,0,0,0,26.4,41.37,12.79,92,0,0,0,59.73,0,0,0,20.61,0,0,118.76,407.81,0,42.39,36.43,0,0,683.14,0,0,0,0,0,0,0,0,33.23,0,0,0,0,8.87,0,25.76,0.82,0,0

53,13:00-13:15,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0.51,0,0,0,0,124.33,20.85,68.96,20,6.52,0,12.78,0,0,0,26.4,41.37,12.79,92,0,0,0,59.73,0,0,0,20.61,0,0,118.76,407.81,0,42.39,36.43,0,0,683.14,0,0,0,0,0,0,0,0,28.25,0,0,0,0,8.87,0,25.76,0.82,0,0

54,13:15-13:30,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0.51,0,0,0,0,124.33,20.85,68.96,20,6.52,0,12.78,0,0,0,26.4,41.37,12.79,92,0,0,0,59.73,0,0,0,20.61,0,0,118.76,407.81,0,42.39,36.43,0,0,683.14,0,0,0,0,0,0,0,0,28.25,0,0,0,0,8.87,0,25.76,0.82,0,0

55,13:30-13:45,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0.51,0,0,0,0,124.33,20.85,68.96,20,0,0,12.78,0,0,0,26.4,41.37,12.79,92,0,0,0,59.73,0,0,0,20.61,0,0,118.76,407.81,0,42.39,36.43,0,0,683.14,0,0,0,0,0,0,0,10.97,28.25,0,0,0,0,8.87,0,25.76,0.82,0,0

56,13:45-14:00,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0.51,0,0,0,0,124.33,20.85,68.96,20,0,0,12.78,0,0,0,26.4,41.37,12.79,92,0,0,0,59.73,0,0,0,20.61,0,0,118.76,407.81,0,42.39,36.43,0,0,683.14,0,0,0,0,0,0,0,10.97,28.25,0,0,0,0,8.87,0,25.76,0.82,0,0

57,14:00-14:15,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0.51,0,0,0,0,124.33,20.85,68.96,20,0,0,12.78,0,0,0,26.4,41.37,15.29,92,0,0,0,59.73,0,0,0,20.61,0,0,118.76,407.81,0,42.39,39.75,0,0,683.14,0,0,0,0,0,0,0,10.97,26.9,0,0,0,0,8.87,0,25.76,0.82,0,0

58,14:15-14:30,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0.51,0,0,0,0,124.33,20.85,68.96,20,0,0,12.78,0,0,0,26.4,41.37,15.29,92,0,0,0,59.73,0,0,0,20.61,0,0,118.76,407.81,0,42.39,39.75,0,0,683.14,0,0,0,0,0,0,0,10.97,26.9,0,0,0,0,8.87,0,25.76,0.82,0,0

59,14:30-14:45,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0.51,0,0,0,0,124.33,20.85,68.96,20,0,0,12.78,0,0,0,26.4,41.37,15.29,92,0,0,0,59.73,0,0,0,20.61,0,0,118.76,407.81,0,42.39,36.43,0,0,683.14,0,0,0,0,0,0,0,10.97,26.9,0,0,0,0,8.87,0,25.76,0.82,0,0

60,14:45-15:00,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0.51,0,0,0,0,124.33,20.85,68.96,20,0,0,12.78,0,0,0,26.4,40.95,15.29,92,0,0,0,59.73,0,0,0,20.61,0,0,118.76,407.81,0,42.39,36.43,0,0,683.14,0,0,0,0,0,0,0,22.05,26.9,0,0,0,0,8.87,0,25.76,0.82,0,0

61,15:00-15:15,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0.51,0,0,0,0,124.33,20.85,68.96,20,0,0,12.78,0,0,0,26.4,26.46,15.29,92,0,0,0,59.73,0,0,0,20.61,0,0,118.76,407.81,0,42.39,36.43,0,0,683.14,0,0,0,0,0,0,0,22.05,26.9,0,0,0,0,8.87,0,25.76,0.82,0,0

62,15:15-15:30,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0.51,0,0,0,0,124.33,20.85,68.96,20,0,0,12.78,0,0,0,26.4,26.46,15.29,92,0,0,0,59.73,0,0,0,20.61,0,0,118.76,407.81,0,42.39,36.43,0,0,683.14,0,0,0,0,0,0,0,22.68,26.9,0,0,0,0,8.87,0,25.76,0.82,0,0

63,15:30-15:45,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0.51,0,0,0,0,124.33,20.85,68.96,20,0,0,12.78,0,0,0,26.4,26.46,15.29,92,0,0,0,59.73,0,0,0,20.61,0,0,118.76,407.81,0,42.39,36.43,0,0,683.14,0,0,0,0,0,0,0,22.68,26.9,0,0,0,0,8.87,0,25.76,0.82,0,0

64,15:45-16:00,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0.51,0,0,0,0,124.33,20.85,68.96,20,0,0,12.78,10.53,0,0,26.4,26.46,15.29,92,0,0,0,59.73,0,0,0,20.61,0,0,118.76,407.81,0,42.39,36.43,0,0,683.14,0,0,0,0,0,0,0,22.68,26.9,0,0,0,0,8.87,0,25.76,0.82,0,0

