Column1,Time,GNARE/SR/2025/01/13/4532,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,GNARE/NR/2024/12/20/3668,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/WR/2025/01/01/9606,GNA/WR/2024/11/01/4200,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/01/01/8058,GNA/WR/2025/01/01/8625,GNA/NR/2025/01/01/3733,GNA/NR/2025/01/01/3514,NR/01102023/31052040/LT-31,GNA/NR/2025/01/01/3945,GNA/NR/2025/01/01/5531,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/01/01/7459,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/01/01/6528,GNA/NR/2025/01/01/3925,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/01/01/8738,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/01/02/1250,GNA/NR/2025/01/01/6775,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59
14,03:15-03:30,15.01,0,0,0,10.17,30.49,0,0,20.33,0,10.17,7.67,20.34,0,0,0,0,0,0,0,211.72,0,0,0,69.87,1.43,26.82,0,20.12,19.16,0,23.95,28.74,59.23,0.99,23.95,0,0,0,8.62,47.9,52.69,0,47.9,1.47,47.9,23.95,65.14,0

15,03:30-03:45,15.61,0,0,0,10.17,30.49,0,0,19.67,0,10.17,6.67,19.66,0,0,0,0,0,0,0,211.72,0,0,0,69.87,1.43,26.82,0,20.12,19.16,0,23.95,28.74,59.23,0.99,23.95,0,0,0,8.62,47.9,73.77,0,47.9,1.47,47.9,23.95,65.14,0

16,03:45-04:00,16.41,0,0,0,10,30,0,0,19.67,0,10,6.67,19.66,0,0,0,0,0,0,0,211.72,0,0,0,69.87,1.43,26.82,0,20.12,19.16,0,23.95,28.74,59.23,0.99,23.95,0,0,0,8.62,47.9,73.77,0,47.9,1.47,47.9,23.95,65.14,0

17,04:00-04:15,15.61,0,0,0,11.67,34.99,0,0,23.67,0,11.67,6.67,23.66,0,0,0,0,0,0,0,211.72,0,0,0,69.87,1.38,26.82,0,20.12,19.16,0,23.95,28.74,59.23,0.99,23.95,0,0,0,8.62,47.9,73.77,0,47.9,1.47,47.9,23.95,65.14,0

18,04:15-04:30,16.01,0,0,0,11.67,34.99,0,0,24,0,11.67,6.67,24,0,0,0,0,0,0,0,211.72,0,0,0,69.87,1.38,26.82,0,20.12,19.16,0,23.95,28.74,59.23,0.99,23.95,0,0,0,8.62,47.9,73.77,0,47.9,1.47,47.9,23.95,65.14,0

19,04:30-04:45,16.01,0,0,0,11.67,34.99,0,0,24,0,11.67,6.67,24,0,0,0,0,0,0,0,211.72,0,0,0,69.87,1.38,26.82,0,20.12,19.16,0,23.95,28.74,59.23,0.99,23.95,0,0,0,8.62,47.9,99.8,0,47.9,1.47,47.9,23.95,65.14,0

20,04:45-05:00,16.21,0,0,0,11.5,34.5,0,0,24,0,11.5,6.67,24,0,0,0,0,0,0,0,211.72,0,0,0,69.87,1.38,26.82,0,20.12,19.16,0,23.95,28.74,59.23,0.99,23.95,0,0,0,8.62,47.9,99.8,0,47.9,1.47,47.9,23.95,65.14,0

21,05:00-05:15,21.01,0,0,0,11.5,34.5,0,0,24,0,11.5,6.67,24,0,0,0,0,0,0,0,211.72,0,0,0,69.87,1.38,26.82,0,20.12,19.16,0,23.95,28.74,59.23,0.99,23.95,0,0,0,8.62,47.9,99.8,0,47.9,1.37,47.9,23.95,65.14,0

22,05:15-05:30,20.41,0,0,0,11.33,34.01,0,0,24,0,11.33,6.67,24,0,0,0,0,0,0,0,229.92,0,0,0,69.87,1.38,26.82,0,20.12,19.16,0,23.95,28.74,59.23,0.99,23.95,0,0,0,8.62,47.9,99.8,0,47.9,1.37,47.9,23.95,65.14,0

23,05:30-05:45,19.61,0,0,0,11.33,34.01,0,0,24,0,11.33,6.67,24,0,0,0,0,0,0,0,249.08,0,0,0,65.74,1.38,26.82,0,20.12,19.16,0,23.95,28.74,59.23,0.99,23.95,0,0,0,8.62,47.9,99.8,0,47.9,1.37,47.9,23.95,65.14,0

24,05:45-06:00,19.01,0,0,0,11.17,33.49,0,0,24,0,11.17,6.67,24,0,0,0,0,0,0,0,269.47,0,0,0,65.74,1.38,26.82,0,20.12,19.16,0,23.95,28.74,59.23,0.99,23.95,0,0,0,8.62,47.9,99.8,0,47.9,1.37,47.9,23.95,65.14,0

25,06:00-06:15,18.41,0,0.52,0,9.5,28.5,0,0,20.67,0,9.5,6.67,20.66,0,0,0,0,0,0,0,269.47,24.73,0,0,65.74,1.38,26.82,0,20.12,19.16,0,23.95,28.74,59.23,0.99,23.95,0,0,0,8.62,47.9,99.8,0,47.9,1.47,47.9,23.95,81.87,0

26,06:15-06:30,17.81,0,0.93,0,9.5,28.5,0,0,20.33,0,9.5,6.67,20.34,0,0,0,0.04,0,0,0.04,269.47,24.73,0,0,65.74,1.38,26.82,0,20.12,19.16,0,23.95,28.74,59.23,0.99,23.95,0,0,0,8.62,47.9,99.8,0,47.9,1.47,47.9,23.95,81.87,0

27,06:30-06:45,17.41,0,1.25,0,9.5,28.5,0,0,19.67,0,9.5,6.67,19.66,0,0,0,0.52,0,0,0.09,269.47,24.73,0,0,65.74,1.38,26.82,0,20.12,19.16,0,23.95,28.74,62.83,0.99,23.95,0,0,0,8.62,47.9,99.8,0,47.9,1.47,47.9,23.95,100.04,0

28,06:45-07:00,17.01,0,2.16,0,9.5,28.5,0,0,18.67,1,9.5,6.67,18.66,0,0,0,1.96,0,0,0.14,269.47,24.22,0,0,65.74,1.38,26.82,0,20.12,19.16,0,23.95,28.74,62.83,0.99,23.95,0,0,0,8.62,47.9,99.8,0,47.9,1.47,47.9,23.95,128.78,0

29,07:00-07:15,21.01,0,4.26,0,9.33,28.01,0,1,18.67,3,9.33,6.67,18.66,0,0,0,4.9,0,0,0.83,269.47,23.72,0,0,65.74,1.38,26.82,50,20.12,19.16,0,43.11,28.74,86.41,0.99,25.87,0,0,0,8.62,47.9,99.8,0,47.9,1.47,47.9,25.87,128.78,0

30,07:15-07:30,21.01,2,7.77,1,9.33,28.01,0,2,18.67,7,9.33,6.67,18.66,0,0,4.02,9.89,1,0,8.67,269.47,23.21,0,0,65.74,1.38,26.82,50,20.12,19.16,0.11,43.11,28.74,86.41,0.99,25.87,0,0,0.11,8.62,47.9,99.8,0.11,47.9,1.47,47.9,25.87,128.78,0

31,07:30-07:45,21.21,5,12.98,2,9.17,27.49,0.7,3,18.67,10,9.17,6.67,18.66,0.14,1,12.17,16.97,4,1,9.33,269.47,23.21,0,0,114.58,1.38,26.82,50,20.12,19.16,0.41,43.11,28.74,86.41,0.99,25.87,0,0,0.41,8.62,47.9,99.8,0.42,47.9,1.47,47.9,25.87,128.78,0

32,07:45-08:00,21.61,7,20.91,2,9,27,6.18,5,18.67,18,9,6.67,18.66,1.24,3,22.14,26.03,7,2,10,269.47,23.21,0,0,114.58,1.38,26.82,50,20.12,19.16,0.93,43.11,28.74,86.41,0.99,25.87,0,0,0.93,14.37,47.9,99.8,0.96,47.9,1.47,47.9,25.87,128.78,0

33,08:00-08:15,21.81,9,24.24,3,9.17,27.49,15.87,7,19,24.23,9.17,6.67,19,3.18,4,32.11,24.23,11,3,10,269.47,23.21,0,0,114.58,1.38,26.82,50,20.12,19.16,1.65,43.11,28.74,86.41,0.99,25.87,0,0,1.65,14.37,47.9,99.8,1.69,47.9,1.47,47.9,25.87,128.78,0

34,08:15-08:30,22.01,11,24.4,5,9.17,27.49,32.71,9,19,24.4,9.17,6.67,19,6.54,6,42.28,24.4,14,4,12.89,269.47,23.21,0,0,114.58,1.38,26.82,50,20.12,19.16,2.59,43.11,28.74,86.41,0.99,25.87,0,0,2.59,14.37,47.9,99.8,2.65,47.9,1.47,47.9,25.87,128.78,0

35,08:30-08:45,16.81,15,24.84,5,10.83,32.51,52.14,11,19.33,24.83,10.83,6.67,19.34,10.43,7,52.18,24.83,18,8,19.09,269.47,23.21,0,0,114.58,1.38,26.82,50,20.12,19.16,3.72,43.11,28.74,86.41,0.99,25.87,0,0,3.72,14.37,47.9,99.8,3.82,47.9,1.47,47.9,25.87,128.78,0

36,08:45-09:00,16.41,23,25.16,6,10.83,32.51,73.6,12,19.67,25.17,10.83,6.67,19.66,14.72,9,61.67,25.17,21,12,25.51,269.47,22.7,0,0,114.58,1.38,26.82,50,20.12,19.16,4.9,43.11,28.74,86.41,0.99,25.87,0,0,4.9,14.37,47.9,99.8,5.02,47.9,1.47,47.9,25.87,128.78,0

37,09:00-09:15,19.01,37,25.16,13,10.67,31.99,95.06,27,15,25.17,10.67,6.67,15,19.01,24,75.08,25.17,56,19,32.95,269.47,22.7,0,0,114.58,1.38,26.82,0,20.12,19.16,6.18,43.11,28.74,86.41,0.99,25.87,0,0,6.18,8.62,47.9,99.8,6.33,47.9,1.37,47.9,25.87,128.78,0

38,09:15-09:30,19.61,46,25.16,18,10.67,31.99,117.37,35,14,25.17,10.67,6.67,14,23.47,30,85.54,25.17,70,24,42.65,269.47,22.7,0,0,114.58,1.38,26.82,0,20.12,19.16,7.39,43.11,28.74,86.41,0.99,25.87,0,0,7.39,8.62,47.9,99.8,7.57,47.9,1.37,47.9,25.87,128.78,0

39,09:30-09:45,18.01,58,25.5,23,10.5,31.5,140.91,47,13.33,25.5,10.5,6.67,13.34,28.18,42,95.25,25.5,98,27,53.29,269.47,21.7,0,0,65.74,1.38,26.82,0,20.12,19.16,8.73,43.11,28.74,86.41,0.99,25.87,0,0,8.73,8.62,47.9,99.8,8.94,47.9,1.37,47.9,25.87,128.78,0

40,09:45-10:00,17.41,66,25.5,27,10.5,31.5,162.35,53,13.33,25.5,10.5,6.67,13.34,32.47,48,104.33,25.5,112,31,62.09,269.47,21.19,0,0,65.74,1.38,26.82,0,20.12,19.16,9.83,43.11,28.74,86.41,0.99,25.87,0,0,9.83,8.62,47.9,99.8,10.08,47.9,1.37,47.9,25.87,128.78,0

41,10:00-10:15,15.01,67,25.5,30,10.33,31.01,185.75,60,13.33,25.5,10.33,6.67,13.34,37.15,54,112.68,25.5,126,34,68.8,269.47,21.19,0,0,65.74,1.43,26.82,0,20.12,19.16,10.79,43.11,28.74,86.41,0.99,25.87,0,0,10.79,8.62,47.9,99.8,11.06,47.9,1.47,47.9,25.87,128.78,0

42,10:15-10:30,15.01,70,25.5,33,10,30,206.16,67,13.33,25.5,10,6.67,13.34,41.23,60,119.85,25.5,140,36,76.11,269.47,20.69,0,0,65.74,1.43,26.82,0,20.12,19.16,11.78,43.11,28.74,86.41,0.99,25.87,0,0,11.78,8.62,47.9,99.8,12.07,47.9,1.47,47.9,25.87,128.78,0

43,10:30-10:45,12.01,76,25.5,33,9.5,28.5,221.04,67,13.33,25.5,9.5,6.67,13.34,44.21,60,125.86,25.5,140,38,81.35,269.47,20.19,0,0,65.74,1.43,26.82,0,20.12,19.16,12.53,43.11,28.74,86.41,0.99,25.87,0,0,12.53,8.62,47.9,99.8,12.84,47.9,1.47,47.9,25.87,128.78,0

44,10:45-11:00,12.01,79,25.5,37,8.67,25.99,231.68,73,13.33,25.5,8.67,6.67,13.34,46.34,64,131,25.5,151,39,86.67,269.47,19.68,0,0,65.74,1.43,26.82,0,20.12,19.16,13.09,43.11,28.74,86.41,0.99,25.87,0,0,13.09,8.62,47.9,99.8,13.42,47.9,1.47,47.9,25.87,128.78,0

45,11:00-11:15,12.01,83,25.5,40,7.83,23.51,233.33,80,13.33,25.5,7.83,6.67,13.34,46.67,70,135.24,25.5,165,40,86.67,269.47,19.18,0,0,65.74,1.48,26.82,0,20.12,19.16,13.7,43.11,28.74,59.23,1.03,25.87,0,0,13.7,8.62,47.9,99.8,14.05,47.9,1.47,47.9,25.87,128.78,0

46,11:15-11:30,12.01,87,26.5,43,7.5,22.5,233.33,87,13.33,26.5,7.5,6.67,13.34,46.67,76,138.74,26.5,179,42,86.68,269.47,18.67,0,0,65.74,1.48,26.82,0,20.12,19.16,14.21,43.11,28.74,59.23,1.03,25.87,0,0,14.21,8.62,47.9,99.8,14.56,47.9,1.47,47.9,25.87,100.04,0

47,11:30-11:45,12.41,88,26.84,45,7,21,233.33,90,13.33,26.83,7,6.67,13.34,46.67,79,141.88,26.83,186,41,86.68,269.47,17.16,0,0,69.87,1.48,26.82,0,20.12,19.16,14.74,43.11,28.74,59.23,1.03,25.87,0,0,14.74,8.62,47.9,99.8,15.11,47.9,1.47,47.9,25.87,100.04,0

48,11:45-12:00,12.41,91,27,45,7,21,237.5,90,13.33,27,7,6.67,13.34,47.5,82,144.3,27,193,43,86.68,269.47,17.16,0,0,69.87,1.48,26.82,0,20.12,19.16,14.99,43.11,28.74,59.23,1.03,25.87,0,0,14.99,8.62,47.9,99.8,15.37,47.9,1.47,47.9,25.87,100.04,0

49,12:00-12:15,12.41,91,27.5,45,7,21,237.5,90,13.33,27.5,7,6.67,13.34,47.5,82,145.92,27.5,193,44,86.68,269.47,17.16,0,0,69.87,1.48,26.82,0,20.12,19.16,15.27,25.87,28.74,59.23,1.03,25.87,0,0,15.27,8.62,47.9,99.8,15.65,47.9,1.37,47.9,25.87,83.32,0

50,12:15-12:30,12.41,91,27.5,45,7,21,237.5,90,13.33,27.5,7,6.67,13.34,47.5,82,146.84,27.5,193,43,86.68,249.08,17.16,0,0,69.87,1.48,26.82,0,20.12,19.16,15.28,25.87,28.74,59.23,1.03,25.87,0,0,15.28,8.62,47.9,81.43,15.66,47.9,1.37,47.9,25.87,65.14,0

51,12:30-12:45,14.01,91,27.5,45,7,21,237.5,90,13.33,27.5,7,6.67,13.34,47.5,82,146.68,27.5,193,43,86.68,229.92,17.16,0,0,69.87,1.48,26.82,0,20.12,19.16,15.28,25.87,28.74,59.23,1.03,25.87,0,0,15.28,8.62,47.9,81.43,15.66,47.9,1.37,47.9,25.87,65.14,0

52,12:45-13:00,14.01,91,27.5,45,7,21,237.5,89,13.33,27.5,7,6.67,13.34,47.5,82,145.76,27.5,193,44,86.68,229.92,17.16,0,0,69.87,1.48,26.82,0,20.12,19.16,15.28,25.87,28.74,59.23,1.03,25.87,0,0,15.28,8.62,47.9,52.69,15.66,47.9,1.37,47.9,25.87,65.14,0

53,13:00-13:15,13.61,91,27.5,44,7,21,237.5,89,13.33,27.5,7,6.67,13.34,47.5,82,143.93,27.5,193,42,86.68,211.72,17.16,0,0,69.87,1.52,26.82,0,20.12,19.16,15.28,23.95,28.74,59.23,1.06,23.95,0,0,15.28,8.62,47.9,52.69,15.66,47.9,1.47,47.9,23.95,65.14,0

54,13:15-13:30,13.41,91,27.5,43,7,21,237.5,87,13.33,27.5,7,6.67,13.34,47.5,82,141.52,27.5,193,42,86.68,211.72,17.16,0,0,69.87,1.52,26.82,0,20.12,19.16,15.11,23.95,28.74,59.23,1.06,23.95,0,0,15.11,8.62,47.9,52.69,15.48,47.9,1.47,47.9,23.95,65.14,0

55,13:30-13:45,10,88,27.5,43,7,21,237.5,85,13.33,27.5,7,6.67,13.34,47.5,82,138.33,27.5,193,41,86.68,211.72,17.16,0,0,69.87,1.52,26.82,0,20.12,19.16,14.94,23.95,28.74,59.23,1.06,23.95,0,0,14.94,8.62,47.9,52.69,15.31,47.9,1.47,47.9,23.95,65.14,0

56,13:45-14:00,10,87,27.5,41,7,21,237.5,83,13.33,27.5,7,6.67,13.34,47.5,82,134.37,27.5,193,40,86.68,211.72,17.16,0,0,69.87,1.52,26.82,0,20.12,19.16,14.62,23.95,28.74,59.23,1.06,23.95,0,0,14.62,8.62,47.9,52.69,14.98,47.9,1.47,47.9,23.95,65.14,0

57,14:00-14:15,7.4,86,27.5,40,7,21,233.33,80,13.33,27.5,7,6.67,13.34,46.67,81,129.56,27.5,189,39,86.68,211.72,17.16,0,0,69.87,1.52,26.82,0,20.12,19.16,14.11,23.95,28.74,59.23,1.06,23.95,0,0,14.11,8.62,47.9,52.69,14.46,47.9,1.47,47.9,23.95,65.14,0

58,14:15-14:30,7.4,83,27.5,39,7,21,231.03,78,13.33,27.5,7,6.67,13.34,46.21,78,123.89,27.5,182,38,86.68,211.72,17.16,0,0,69.87,1.52,26.82,0,20.12,19.16,13.6,23.95,28.74,59.23,1.06,23.95,0,0,13.6,8.62,47.9,52.69,13.94,47.9,1.47,47.9,23.95,65.14,0

59,14:30-14:45,7.4,78,27.5,37,7,21,223.76,73,13.33,27.5,7,6.67,13.34,44.75,69,117.27,27.5,161,35,86.67,211.72,17.67,0,0,69.87,1.52,26.82,0,20.12,19.16,12.98,23.95,28.74,59.23,1.06,23.95,0,0,12.98,8.62,47.9,52.69,13.3,47.9,1.47,47.9,23.95,65.14,0

60,14:45-15:00,7.4,75,27.5,33,7,21,212.22,67,13.33,27.5,7,6.67,13.34,42.45,64,109.84,27.5,151,33,83.85,229.92,17.67,0,0,69.87,1.52,26.82,0,20.12,19.16,12.18,23.95,28.74,59.23,1.06,23.95,0,0,12.18,8.62,47.9,52.69,12.48,47.9,1.47,47.9,23.95,65.14,0

61,15:00-15:15,7.4,69,27.66,32,7,21,197.55,63,13.33,27.67,7,6.67,13.34,39.51,60,101.51,27.67,140,30,79.56,249.08,18.16,0,0,69.87,1.56,26.82,0,20.12,19.16,11.38,23.95,28.74,59.23,1.14,23.95,0,0,11.38,8.62,47.9,52.69,11.67,47.9,1.55,47.9,23.95,65.14,0

62,15:15-15:30,7.4,63,27.66,28,7,21,186.62,57,13.33,27.67,7,6.67,13.34,37.33,54,92.29,27.67,126,29,73.81,269.47,19.18,0,0,69.87,1.56,26.82,0,20.12,19.16,10.46,23.95,28.74,59.23,1.14,23.95,0,0,10.46,8.62,47.9,52.69,10.72,47.9,1.55,47.9,23.95,65.14,0

63,15:30-15:45,7.2,58,28,23,7,21,173.64,47,13.33,27,7,6.67,13.34,34.73,48,82.31,28,112,26,67.34,269.47,19.68,0,0,69.87,1.56,26.82,0,20.12,19.16,9.52,23.95,28.74,59.23,1.14,23.95,0,0,9.52,8.62,47.9,52.69,9.76,47.9,1.55,47.9,23.95,65.14,0

64,15:45-16:00,7.2,52,31.62,20,7,21,156.16,40,13.33,19,7,6.67,13.34,31.23,42,71.66,31.62,98,23,61.19,269.47,20.19,0,0,69.87,1.56,26.82,0,20.12,19.16,8.37,23.95,28.74,59.23,1.14,23.95,0,0,8.37,8.62,47.9,52.69,8.58,47.9,1.55,47.9,23.95,65.14,0

65,16:00-16:15,7.2,45,32.93,17,7,21,138.44,33,14,11,7,6.67,14,27.69,36,60.28,32.94,84,19,53.88,269.47,20.69,0,0,69.87,1.61,26.82,0,20.12,19.16,7.17,23.95,28.74,59.23,1.14,23.95,0,0,7.17,8.62,47.9,52.69,7.35,47.9,1.55,47.9,23.95,65.14,0

66,16:15-16:30,7.2,38,32.96,13,7,21,118.32,27,14,5,7,6.67,14,23.67,31,48.37,32.97,74,15,46.42,269.47,20.69,0,0,69.87,1.61,26.82,0,20.12,19.16,5.91,23.95,28.74,59.23,1.14,23.95,0,0,5.91,8.62,47.9,52.69,6.05,47.9,1.55,47.9,23.95,65.14,0

67,16:30-16:45,7.2,28,29.29,9,7,21,98.56,18,14,1,7,6.67,14,19.71,25,36.36,33,60,10,37.52,269.47,21.19,0,0,69.87,1.61,26.82,0,20.12,19.16,4.5,23.95,28.74,59.23,1.14,23.95,0,0,4.5,8.62,47.9,81.43,4.61,47.9,1.55,47.9,23.95,83.32,0

68,16:45-17:00,7.2,18,18.78,5,7,21,77.22,10,14,0,7,6.67,14,15.44,18,25.13,22.75,42,8,28.3,269.47,21.7,0,0,69.87,1.61,26.82,0,20.12,19.16,2.48,23.95,28.74,75.96,1.14,23.95,0,0,2.48,8.62,47.9,99.8,2.55,47.9,1.55,47.9,23.95,107.27,0

69,17:00-17:15,7.4,12,11.05,4,7,21,57.33,8,14,0,7,6.67,14,11.47,12,16.01,12.95,28,5,21.14,269.47,22.21,0,0,65.74,1.61,26.82,0,20.12,19.16,1.59,43.11,28.74,75.96,1.22,36.4,0,0,1.59,14.37,47.9,99.8,1.63,47.9,1.55,47.9,36.4,128.78,0

70,17:15-17:30,8,9,6.06,1,7,21,36.92,2,14,0,7,6.67,14,7.39,6,9.57,6.32,14,2,14.41,269.47,22.7,0,0,65.74,1.61,26.82,0,20.12,19.16,0.9,43.11,28.74,75.96,1.22,36.4,0,0,0.9,14.37,47.9,99.8,0.92,47.9,1.55,47.9,36.4,128.78,0

