Block,Time Block,RAPPC,RIHAND1,RIHAND2,RAPPD,RSTPSU1TO6,RIHAND3,NJPC,NLCIIST2,MAPS,NAPP,KOTESHWR,NLCEXP,NLCIIST1,KUDGI,RAPPB,RAMPUR,NLCTS2EXP,NNTPP,NTPL,PARBATI3,PARBATI2,TALA,TEHRI,TANDA2,SIMHST1,SINGRAULI_HYDRO,TALST2,SIMHST2,TANAKPUR,TelanganaSTPP,SINGRAULI,KGSU1AND2,KGSU3AND4,JHAJJAR,KISHANGANGA,KHSTPP-I,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,DADRI_RF,DADRI_LF,DADRI_CRF,DADRI_GF,AURY_CRF,AURY_RF,ANTA_CRF,ANTA_RF,AURY_LF,ANTA_LF,AURY_GF,ANTA_GF,SALAL,SASAN,SEWA2,RSTPSU7,UNCHAHAR1,UNCHAHAR4,URI2,URI,UNCHAHAR3,UNCHAHAR2,VALLURNTECL,CHAMERA2,CHAMERA3,CHAMERA1,DHAULIGNGA,FSTPP I & II,BRBCL,DULHASTI,BSIUL,DADRT2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,65.58,91.76,117.95,18.49,0,123.68,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,4.45,7.27,11.64,0,3.05,0,1.11,0,0,9.9,0,130.97,0,0,232.83,8.34,38.62,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,396.7,0,0,10.04,1.77,36.81,48.53,12.78,23.2,0,47.16,33.84,27.15,10.58,12.95,18.8,56.7,6.3,42.79,0,0,0,0,0

55,13:30-13:45,65.58,91.76,117.95,18.49,0,123.68,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,4.45,7.27,13.06,0,3.05,0,1.11,0,0,9.9,0,130.97,0,0,232.83,8.34,38.62,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,396.7,0,0,12.25,1.77,36.81,48.53,15.35,26.03,0,47.16,33.84,40.79,10.58,12.95,19.32,56.7,6.3,42.79,0,0,0,0,0

56,13:45-14:00,65.58,91.76,117.95,18.49,0,123.68,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,4.45,7.27,13.06,0,3.05,0,1.11,0,0,9.9,0,130.97,0,0,232.83,8.34,38.62,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,396.7,0,0,12.25,1.77,36.81,48.53,16.3,26.03,0,47.16,33.84,40.79,10.58,12.95,19.32,56.7,6.3,42.79,0,0,0,0,0

57,14:00-14:15,65.58,91.76,117.95,18.49,0,123.68,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,8.6,7.27,13.06,0,3.05,0,1.11,0,0,9.9,0,130.97,0,0,232.83,8.34,38.62,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,396.7,0,0,12.25,1.77,36.81,48.53,16.3,26.03,0,47.16,33.84,40.79,10.58,12.95,19.32,56.7,6.3,42.79,0,0,0,0,0

58,14:15-14:30,65.58,91.76,117.95,18.49,0,123.68,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,8.6,7.27,13.06,0,3.05,0,1.11,0,0,9.9,0,130.97,0,0,232.83,8.34,38.62,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,396.7,0,0,12.25,1.77,36.81,48.53,16.3,26.03,0,47.16,33.84,40.79,10.58,12.95,19.32,56.7,6.3,42.79,0,0,0,0,0

59,14:30-14:45,65.58,91.37,116.77,18.49,0,123.31,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,8.6,7.27,2.78,0,3.05,0,1.11,0,0,9.9,0,130.97,0,0,232.83,8.34,38.62,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,396.7,0,0,12.25,1.77,36.81,48.53,16.3,26.03,0,47.16,33.84,40.79,10.58,12.95,19.32,56.7,6.3,42.79,0,0,0,0,0

60,14:45-15:00,65.58,91.37,116.77,18.49,0,123.31,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,8.6,13.06,2.78,0,3.05,0,1.11,0,0,9.9,0,130.97,0,0,232.83,8.34,38.62,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,396.7,0,0,12.25,1.77,36.81,48.53,16.3,26.03,0,47.16,33.84,40.79,10.58,12.95,19.32,56.7,6.3,42.79,0,0,0,0,0

61,15:00-15:15,65.58,91.37,116.77,18.49,0,123.31,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,22.24,26.86,7.82,0,3.05,0,1.11,0,0,9.9,0,122.74,0,0,232.83,8.34,43.99,143.27,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,396.7,0,0,12.25,1.77,36.81,48.53,16.3,26.03,0,47.16,33.84,40.79,10.58,12.95,19.32,56.7,6.3,42.79,0,0,0,0,0

62,15:15-15:30,65.58,91.37,116.77,18.49,0,123.31,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,37.95,39.93,7.82,0,3.05,0,1.11,0,0,9.9,0,126.99,0,0,232.83,8.34,43.99,143.27,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,396.7,0,0,12.25,1.77,36.81,48.53,16.3,26.03,0,47.16,33.84,40.79,10.58,12.95,19.32,56.7,6.3,42.79,0,0,0,0,0

63,15:30-15:45,65.58,91.37,116.77,18.49,0,123.31,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,48.92,47.18,7.33,0,3.05,0,1.07,0,0,9.9,0,126.99,0,0,232.83,8.34,43.99,143.27,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,320.63,0,0,12.25,1.77,36.81,48.53,16.3,26.03,0,47.16,33.84,40.79,10.58,16.11,19.32,56.7,6.3,0,0,0,0,0,0

64,15:45-16:00,65.58,91.37,116.77,18.49,0,123.31,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,48.92,47.18,7.33,0,3.05,0,1.07,0,0,9.9,0,122.74,0,0,290.8,8.34,43.99,143.27,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,320.63,0,0,12.25,1.77,36.81,48.53,16.3,26.03,0,47.16,33.84,40.79,21.14,16.11,19.32,56.7,6.3,42.79,0,0,0,0,0

65,16:00-16:15,65.58,91.38,116.8,18.49,0,123.31,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,48.92,47.18,10.89,0,3.05,0,1.07,0,0,8.66,0,122.78,0,0,276.3,8.34,43.99,143.27,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,320.63,0,0,12.25,1.77,36.81,48.53,16.3,26.03,0,47.16,33.84,40.79,21.14,16.11,19.32,56.7,6.3,42.79,0,0,0,0,0

66,16:15-16:30,65.58,91.38,116.8,18.49,0,123.31,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,48.92,47.18,10.89,0,3.05,0,1.07,0,0,8.66,0,122.78,0,0,232.83,8.34,43.99,143.27,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,320.63,0,0,12.25,1.77,36.81,48.53,16.3,26.03,0,47.16,33.84,40.79,21.14,16.11,19.32,56.7,6.3,42.79,0,0,0,0,0

67,16:30-16:45,65.58,91.38,116.8,18.49,0,123.31,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,48.92,47.18,6.37,0,3.05,0,1.07,0,0,8.66,0,122.78,0,0,232.83,8.34,43.99,143.27,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,320.63,0,0,12.25,1.77,36.81,48.53,16.3,26.03,0,47.16,33.84,40.79,21.14,16.11,19.32,56.7,12.6,42.79,0,0,0,0,0

68,16:45-17:00,65.58,91.38,116.8,18.49,0,123.31,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,48.92,47.18,6.37,0,3.05,0,1.07,0,0,8.66,0,122.78,0,0,232.83,8.34,43.99,143.27,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,320.63,6.01,0,12.25,1.77,36.81,48.53,16.3,26.03,0,47.16,33.84,40.79,21.17,16.11,19.32,56.7,12.6,42.79,0,0,0,0,0

69,17:00-17:15,65.58,91.38,116.8,18.49,0,89.68,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,48.92,47.18,5.68,0,3.05,0,1.07,0,0,8.66,0,122.78,0,0,232.83,8.34,43.99,143.27,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,320.63,6.01,0,12.25,1.77,36.81,48.53,16.3,26.03,0,47.16,33.84,40.79,21.17,16.11,19.32,56.7,12.6,42.79,0,0,0,0,0

70,17:15-17:30,65.58,91.38,116.8,18.49,0,89.68,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,48.92,47.18,5.68,0,3.05,0,1.07,0,0,8.66,0,122.78,0,0,232.83,8.34,43.99,143.27,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,320.63,12.17,0,12.25,1.77,36.81,48.53,16.3,26.03,0,47.16,33.84,40.79,21.17,16.11,19.32,56.7,12.6,42.79,0,0,0,0,0

71,17:30-17:45,65.58,91.38,116.8,18.49,0,89.68,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,13.34,39.93,5.68,0,3.05,0,1.07,0,0,8.66,0,122.78,0,0,232.83,8.34,43.99,143.27,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,326.74,12.17,0,12.25,1.77,36.81,48.53,16.3,26.03,0,47.16,33.84,40.79,42.3,16.11,19.32,56.7,12.6,42.79,0,0,0,0,0

72,17:45-18:00,65.58,91.38,116.8,18.49,0,89.68,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,13.34,39.93,5.68,9.54,3.05,0,1.07,0,0,8.66,0,122.78,0,0,232.83,8.34,43.99,143.27,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,328.77,12.17,0,12.25,1.77,36.81,48.53,16.3,26.03,0,47.16,33.84,40.79,42.3,16.11,19.32,56.7,12.6,42.79,0,0,0,0,0

73,18:00-18:15,65.58,91.38,116.8,18.49,0,89.68,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,13.34,39.93,4.83,18.13,3.05,0,1.07,0,0,8.66,0,122.78,0,0,150.71,8.34,43.99,143.27,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,328.77,18.26,0,10.04,1.77,36.81,48.53,13.83,23.2,0,47.16,33.84,40.79,42.3,16.11,19.32,56.7,12.6,42.79,0,0,0,0,0

74,18:15-18:30,65.58,91.38,116.8,18.49,0,89.68,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,13.34,39.93,4.83,18.13,3.05,0,1.07,0,0,8.66,0,122.78,0,0,150.71,8.34,43.61,143.27,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,328.77,18.26,0,12.25,1.77,36.81,48.53,16.3,26.03,0,47.16,33.84,40.79,42.3,16.11,19.32,56.7,12.6,42.79,0,0,0,0,0

75,18:30-18:45,65.58,62.12,93.14,18.49,0,79.04,174.76,0,0,24.65,20.37,0,0,0,0,6.74,0,0,0,26.68,39.93,4.83,18.13,1.67,0,1.07,0,0,8.66,0,112.31,0,0,150.71,8.34,34.91,114.96,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,328.77,18.26,0,12.25,0.7,36.81,48.53,16.3,26.03,0,47.16,33.84,40.79,42.3,16.11,16.98,56.7,12.6,42.79,0,0,0,0,0

76,18:45-19:00,65.58,62.11,93.12,18.49,0,79.04,176.4,0,0,24.65,33.58,0,0,0,0,6.91,0,0,0,76.16,39.93,4.83,19.07,1.67,0,1.07,0,0,8.66,0,112.25,0,0,150.71,8.39,34.91,114.96,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,328.77,19.41,0,12.25,0.7,38.8,48.53,16.3,26.03,0,49.63,35.59,41.51,43.26,16.11,16.98,57.48,19.77,42.79,0,0,0,0,0

77,19:00-19:15,65.58,64.91,96.23,18.49,0,81.64,176.4,0,0,24.65,33.58,0,0,0,0,6.91,0,0,0,76.16,39.93,3.69,19.07,3.96,0,1.07,0,0,8.66,0,119.43,0,0,158.39,8.39,34.91,114.96,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,328.77,19.41,0,12.59,1.07,38.8,48.53,16.84,26.47,0,49.63,35.59,34.97,43.26,16.11,16.98,57.48,19.77,45.17,0,0,0,0,0

78,19:15-19:30,65.58,64.91,96.23,18.49,0,81.71,176.4,0,0,24.65,33.58,0,0,0,0,6.91,0,0,0,76.16,39.93,3.69,9.54,3.96,0,1.07,0,0,7.68,0,119.53,0,0,158.39,8.39,34.91,114.96,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,328.77,19.41,0,12.59,1.07,38.8,48.53,16.84,26.47,0,49.63,35.59,29.65,43.26,16.11,16.98,57.48,19.77,45.17,0,0,0,0,0

79,19:30-19:45,65.58,64.91,96.23,18.49,0,81.71,176.4,0,0,24.65,33.58,0,0,0,0,6.91,0,0,0,76.16,39.93,7.1,9.54,3.96,0,1.07,0,0,7.68,0,119.53,0,0,158.39,8.39,34.91,114.96,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,328.77,19.41,0,12.59,1.07,38.8,48.53,16.84,26.47,0,49.63,35.59,30.04,43.26,16.11,16.98,57.48,19.77,45.17,0,0,0,0,0

80,19:45-20:00,65.58,64.91,96.23,18.49,0,81.71,176.4,0,0,24.65,33.58,0,0,0,0,6.91,0,0,0,76.16,39.93,7.1,19.07,3.96,0,1.07,0,0,7.68,0,119.53,0,0,158.39,8.39,34.91,114.96,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,328.77,19.41,0,12.59,1.07,38.8,48.53,16.84,26.47,0,49.63,35.59,41.51,43.26,16.11,16.98,57.48,19.77,45.17,0,0,0,0,0

81,20:00-20:15,65.58,93.93,120.36,18.49,0,92.36,176.4,0,0,24.65,33.58,0,0,0,0,6.91,0,0,0,76.16,39.93,7.1,19.07,5.33,0,1.07,0,0,8.29,0,130.97,0,0,177.71,8.39,43.61,143.27,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,328.77,19.41,0,16.67,1.57,38.8,48.53,21.38,33.55,0,49.63,35.59,41.51,43.26,16.11,16.98,57.48,19.77,45.17,0,0,0,0,0

82,20:15-20:30,65.58,93.93,120.36,18.49,0,92.36,176.4,0,0,24.65,33.58,0,0,0,0,6.91,0,0,0,76.16,39.93,7.1,19.07,5.33,0,1.07,0,0,9.28,0,130.97,0,0,177.71,8.39,43.61,143.27,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,328.77,19.41,0,16.73,1.6,38.8,48.53,21.38,33.86,0,49.63,35.59,41.51,43.26,16.11,16.98,57.48,19.77,45.17,0,0,0,0,0

83,20:30-20:45,65.58,93.93,120.36,18.49,0,92.36,174.76,0,0,24.65,30.22,0,0,0,0,6.74,0,0,0,41.5,39.93,7.1,19.07,5.33,0,1.07,0,0,8.66,0,130.97,0,0,199,8.34,43.61,143.27,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,328.77,18.26,0,16.73,1.6,36.81,48.53,21.38,33.86,0,47.16,33.84,40.79,42.3,16.11,16.98,56.7,12.6,45.17,0,0,0,0,0

84,20:45-21:00,65.58,93.93,120.36,18.49,0,92.36,174.76,0,0,24.65,30.22,0,0,0,0,6.74,0,0,0,41.5,39.93,7.1,19.07,5.33,0,1.07,0,0,8.66,0,130.97,0,0,199,8.34,43.61,143.27,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,328.77,18.26,0,16.73,1.6,36.81,48.53,21.38,33.86,0,47.16,33.84,40.79,42.3,16.11,16.98,56.7,12.6,45.17,0,0,0,0,0

85,21:00-21:15,65.58,93.93,120.36,18.49,0,91.9,174.76,0,0,24.65,30.22,0,0,0,0,6.74,0,0,0,44.47,43.55,11.08,19.07,5.33,0,1.07,0,0,8.66,0,130.97,0,0,177.71,8.34,43.61,143.27,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,345.97,18.26,0,16.73,1.6,36.81,48.53,21.38,33.86,0,47.16,33.84,40.79,42.3,16.11,16.98,56.7,12.6,45.17,0,0,0,0,0

86,21:15-21:30,65.58,93.93,120.36,18.49,0,91.9,176.4,0,0,24.65,33.58,0,0,0,0,6.91,0,0,0,76.16,57.49,11.08,19.07,5.33,0,1.07,0,0,8.66,0,118.58,0,0,177.71,8.39,43.61,143.27,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,364.1,19.41,0,16.73,1.6,38.8,48.53,21.38,33.86,0,49.63,35.59,41.51,43.26,16.11,16.98,57.48,19.77,45.17,0,0,0,0,0

87,21:30-21:45,65.58,93.93,120.36,18.49,0,91.9,176.4,0,0,24.65,33.58,0,0,0,0,6.91,0,0,0,76.16,57.49,14.22,19.07,5.33,0,1.07,0,0,8.66,0,118.57,0,0,177.71,8.39,43.61,143.27,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,369.53,19.41,0,16.73,1.6,38.8,48.53,21.38,33.86,0,49.63,35.59,41.51,43.26,19.52,16.98,57.48,19.77,45.17,0,0,0,0,0

88,21:45-22:00,65.58,93.93,120.36,18.49,0,91.9,176.4,0,0,24.65,33.58,0,0,0,0,6.91,0,0,0,76.16,57.49,14.22,19.07,5.33,0,1.07,0,0,8.66,0,118.56,0,0,177.71,8.39,43.61,143.27,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,374.96,19.41,0,16.73,1.6,38.8,48.53,21.38,33.86,0,49.63,35.59,41.51,43.26,20.09,16.98,57.48,19.77,45.17,0,0,0,0,0

89,22:00-22:15,65.58,64.91,96.23,18.49,0,81.25,176.4,0,0,24.65,33.58,0,0,0,0,6.91,0,0,0,76.16,57.49,14.79,19.07,3.96,0,1.07,0,0,7.42,0,109.9,0,0,177.71,8.39,34.91,114.96,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,380.39,19.41,0,16.73,1.07,38.8,48.53,21.38,33.86,0,49.63,35.59,41.51,43.26,20.09,16.98,57.48,19.77,45.17,0,0,0,0,0

90,22:15-22:30,65.58,64.91,96.23,18.49,0,81.25,176.4,0,0,24.65,33.58,0,0,0,0,6.91,0,0,0,76.16,57.49,14.79,19.07,3.96,0,1.07,0,0,7.42,0,109.9,0,0,177.71,8.39,34.91,114.96,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,385.83,19.41,0,16.73,1.07,38.8,48.53,21.38,33.86,0,49.63,35.59,41.51,43.26,20.09,16.98,57.48,19.77,45.17,0,0,0,0,0

91,22:30-22:45,65.58,64.91,96.23,18.49,0,81.25,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,51.88,47.18,14.79,28.61,3.96,0,1.07,0,0,6.18,0,119.53,0,0,177.71,5.56,34.91,114.96,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,385.84,18.26,0,16.73,1.07,36.81,48.53,21.38,33.49,0,47.16,33.84,41.05,42.3,16.11,16.98,56.7,12.6,45.17,0,0,0,0,0

92,22:45-23:00,65.58,64.91,96.23,18.49,0,81.25,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,51.88,47.18,14.79,28.61,3.96,0,1.07,0,0,6.18,0,119.53,0,0,177.71,2.77,34.91,114.96,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,385.84,12.17,0,16.73,1.07,36.81,48.53,21.38,33.49,0,47.16,33.84,41.05,42.3,16.11,16.98,56.7,12.6,45.17,0,0,0,0,0

93,23:00-23:15,65.58,64.91,96.23,18.49,0,81.25,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,51.88,47.18,14.79,28.61,3.96,0,1.07,0,0,6.18,0,119.53,0,0,177.71,0,34.91,114.96,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,385.84,12.17,0,16.73,1.07,36.81,48.53,21.38,33.49,0,47.16,33.84,41.05,42.3,16.11,16.98,56.7,12.6,45.17,0,0,0,0,0

94,23:15-23:30,65.58,64.91,96.23,18.49,0,81.25,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,51.88,47.18,14.79,28.61,3.96,0,1.07,0,0,6.18,0,119.53,0,0,177.71,0,34.91,114.96,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,385.84,6.01,0,16.73,1.07,36.81,48.53,21.38,33.51,0,47.16,33.84,41.05,42.3,16.11,16.98,56.7,12.6,45.17,0,0,0,0,0

95,23:30-23:45,65.58,64.91,96.23,18.49,0,81.25,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,51.88,47.18,14.79,28.61,3.96,0,1.07,0,0,6.18,0,119.53,0,0,177.71,0,34.91,114.96,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,385.84,6.01,0,16.73,1.07,36.81,48.53,21.38,33.49,0,47.16,33.84,41.05,42.3,16.11,16.98,56.7,12.6,45.17,0,0,0,0,0

96,23:45-24:00,65.58,64.91,96.23,18.49,0,81.25,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,51.88,47.18,14.79,28.61,3.96,0,1.07,0,0,6.18,0,119.53,0,0,177.71,0,34.91,114.96,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,385.84,6.01,0,16.73,1.07,36.81,48.53,21.38,33.51,0,47.16,33.84,41.05,42.3,16.11,16.98,56.7,12.6,45.17,0,0,0,0,0

