Block,Time,L_NR_2012_01,LT-59,L_NR_2020_02,LT-35,L_NR_2019_19,LT-36,L_NR_2012_02,LT_MEJA_Delhi,SH-07,L_NR_2019_11,LT-31,LT-05,L_NR_2012_04,L_NR_2012_07,SH-06,L_NR_2022_09,L_NR_2019_07,L_NR_2020_06,L_NR_2021_13,L_NR_2018_61,L_NR_2021_15,L_NR_2022_08,L_NR_2019_06,L_NR_2021_14,L_NR_2020_05,L_NR_2021_17,L_NR_2019_05,L_NR_2020_07,L_NR_2021_16,L_NR_2022_10,L_NR_2021_12
12,02:45-03:00,67.520000,3.260000,3.480000,0.000000,0.000000,0.000000,130.500000,11.490000,25.540000,3.220000,0.000000,70.390000,271.270000,66.430000,30.380000,18.93,0,9.25,0,5.52,0,6.42,0,0,27.76,0,0,9.27,0,18.93,0

13,03:00-03:15,101.030000,3.260000,3.480000,0.000000,0.000000,0.000000,130.500000,11.490000,25.540000,3.220000,0.000000,70.390000,271.270000,47.460000,30.380000,18.5,0,8.94,0,5.53,0,6.29,0,0,26.82,0,0,8.93,0,18.5,0

14,03:15-03:30,101.030000,3.260000,3.480000,0.000000,0.000000,0.000000,130.500000,11.490000,25.540000,3.220000,0.000000,70.390000,271.270000,47.460000,30.380000,17.92,0,8.75,0,5.56,0,5.26,0,0,26.25,0,0,8.75,0,17.92,0

15,03:30-03:45,101.030000,3.260000,3.480000,0.000000,0.000000,0.000000,130.500000,11.490000,25.540000,3.220000,0.000000,70.390000,271.270000,47.460000,30.380000,17.48,0,8.75,0,5.53,0,5.2,0,0,26.26,0,0,8.76,0,17.48,0

16,03:45-04:00,101.030000,3.260000,3.480000,0.000000,0.000000,0.000000,130.500000,11.490000,25.540000,3.220000,0.000000,70.390000,271.270000,47.460000,30.380000,17.01,0,8.54,0,5.52,0,5.18,0,0,25.62,0,0,8.54,0,17.01,0

17,04:00-04:15,101.030000,3.180000,3.480000,0.000000,0.000000,0.000000,130.500000,11.490000,25.540000,3.070000,0.000000,70.390000,271.270000,47.460000,30.380000,15.93,0,8.48,0,5.49,0,5.03,0,0,25.44,0,0,8.48,0,15.93,0

18,04:15-04:30,101.030000,3.180000,3.480000,0.000000,0.000000,0.000000,130.500000,11.490000,25.540000,3.070000,0.000000,70.390000,271.270000,47.460000,30.380000,15.23,0,8.19,0,5.53,0,4.94,0,0,24.56,0,0,8.17,0,15.23,0

19,04:30-04:45,101.030000,3.180000,3.480000,0.000000,0.000000,0.000000,130.500000,11.490000,25.540000,3.070000,0.000000,70.390000,271.270000,57.160000,30.380000,21.53,0,7.65,0,5.5,0,4.92,0,0,22.94,0,0,7.65,0,21.53,0

20,04:45-05:00,101.030000,3.180000,3.480000,0.000000,0.000000,0.000000,130.500000,11.490000,25.540000,3.070000,0.000000,70.390000,271.270000,57.160000,30.380000,21.42,0,7.45,0,5.52,0,4.91,0,0,22.34,0,0,7.44,0,21.42,0

21,05:00-05:15,101.030000,3.180000,3.340000,0.000000,0.000000,0.000000,130.500000,11.490000,25.540000,3.070000,0.000000,66.220000,271.270000,57.160000,30.380000,21.13,0,7.2,0,5.53,0,4.91,0,0,21.59,0,0,7.19,0,21.13,0

22,05:15-05:30,101.030000,3.180000,3.340000,0.000000,0.000000,0.000000,130.500000,11.490000,25.540000,3.070000,0.000000,66.220000,271.270000,57.160000,30.380000,20.72,0,6.97,0,5.56,0,4.54,0,0,20.92,0,0,6.98,0,20.72,0

23,05:30-05:45,101.030000,3.180000,3.340000,0.000000,0.000000,0.000000,130.500000,11.490000,25.540000,3.070000,0.000000,74.740000,271.270000,57.160000,30.380000,20.93,0,6.52,0,5.53,0,4.42,0,0,19.57,0,0,6.53,0,20.93,0

24,05:45-06:00,101.030000,3.180000,3.340000,0.000000,0.890000,0.000000,130.500000,11.490000,25.540000,3.070000,0.000000,83.260000,271.270000,57.160000,30.380000,20.02,0,5.98,0,5.52,0,4.17,0,0,17.95,0,0,5.99,0,20.02,0

25,06:00-06:15,101.030000,3.110000,3.340000,0.000000,4.960000,0.000000,130.500000,11.490000,25.540000,3.070000,0.000000,115.420000,271.270000,57.160000,30.380000,19.72,1.45,5.68,0.1,5.49,0,4.08,6.11,0.03,17.04,0.17,2.58,5.68,0.33,19.72,0.52

26,06:15-06:30,101.030000,3.110000,3.340000,0.100000,9.310000,0.100000,130.500000,11.490000,25.540000,3.070000,0.100000,115.420000,271.270000,57.160000,30.380000,14.29,4.02,5.58,0.41,5.53,0.69,3.89,12.96,0.03,16.75,0.95,7.45,5.59,1.9,14.29,2.07

27,06:30-06:45,101.030000,3.110000,3.340000,0.610000,13.850000,0.350000,130.500000,11.490000,25.540000,3.070000,0.550000,106.910000,271.270000,57.160000,30.380000,14.26,11.64,5.53,0.93,5.5,1.83,3.45,21.36,1.24,16.58,2.42,14.45,5.53,4.83,14.26,4.66

28,06:45-07:00,101.030000,3.110000,3.340000,1.150000,18.840000,0.820000,130.500000,11.490000,25.540000,3.070000,1.130000,98.390000,271.270000,57.160000,30.380000,14.17,18,5.37,1.66,5.52,3.65,3.46,33,3.65,16.1,4.52,25.48,5.36,9.05,14.17,8.28

29,07:00-07:15,101.030000,3.110000,3.340000,1.970000,24.560000,1.480000,102.680000,11.490000,25.540000,3.070000,1.920000,89.880000,271.270000,41.520000,30.380000,13.87,27,5.6,2.59,5.53,6.15,3.48,33,7.15,16.78,7.32,33,5.59,14.64,13.87,12.93

30,07:15-07:30,101.030000,3.110000,3.340000,2.950000,30.530000,2.370000,62.060000,11.490000,25.540000,3.070000,2.880000,70.390000,271.270000,41.520000,30.380000,13.72,31,5.73,5.58,5.56,9.23,3.52,31,11.92,17.18,10.86,31,5.73,21.72,13.72,27.88

31,07:30-07:45,87.070000,3.110000,3.340000,4.220000,31.310000,3.530000,62.060000,11.490000,25.540000,3.070000,4.100000,70.390000,271.270000,31.870000,30.380000,13.32,31,5.64,9.19,5.53,12.5,3.54,31,17.82,16.92,14.84,31,5.63,29.68,13.32,45.94

32,07:45:08:00,87.070000,3.110000,3.340000,5.400000,37.620000,4.680000,89.880000,11.490000,25.540000,3.070000,5.310000,70.390000,271.270000,47.490000,30.380000,12.81,31,5.33,13.25,5.52,15.94,3.55,31,24.53,15.99,18.93,31,5.34,37.87,12.81,66.27

33,08:00-08:15,50.150000,3.030000,3.340000,6.560000,43.540000,5.820000,72.840000,11.490000,26.030000,3.070000,6.410000,70.390000,271.270000,47.490000,26.030000,12.76,31.33,4.74,17.61,5.49,19.45,3.19,31.33,31.96,14.2,17.33,31.34,4.73,34.67,12.76,88.04

34,08:15-08:30,50.150000,3.030000,3.340000,7.690000,49.380000,7.000000,72.840000,11.490000,26.030000,3.070000,7.480000,70.390000,271.270000,47.490000,26.030000,12.7,31.33,4.77,21.16,5.53,22.96,3.08,31.33,40.07,14.3,19.66,31.34,4.75,39.34,12.7,105.79

35,08:30-08:45,50.150000,3.030000,3.620000,8.510000,55.570000,8.220000,72.840000,11.490000,26.030000,3.070000,8.460000,70.390000,271.270000,47.490000,26.030000,12.57,31.33,4.62,25.84,5.5,26.19,2.85,31.33,46,13.85,21,31.34,4.6,42,12.57,129.21

36,08:45:09:00,50.150000,3.030000,3.620000,9.740000,61.790000,9.420000,72.840000,11.490000,26.030000,3.070000,9.570000,70.390000,271.270000,47.490000,26.030000,12.57,31.33,4.06,28.9,5.52,29.27,2.85,31.33,53.12,12.19,35.66,31.34,4.07,71.34,12.57,144.5

37,09:00:09:15,48.370000,2.950000,3.620000,10.700000,73.200000,10.590000,72.840000,11.490000,26.030000,3.070000,10.470000,85.150000,271.270000,47.490000,26.030000,12.81,31.33,3.47,34.91,5.53,32.11,2.85,31.33,58.87,10.41,38.66,31.34,3.48,77.34,12.81,174.54

38,09:15-09:30,48.370000,2.950000,3.620000,11.320000,79.050000,11.490000,45.020000,11.490000,26.030000,3.070000,10.980000,70.390000,271.270000,31.870000,26.030000,12.76,31.33,7.37,37.85,5.56,34.61,2.86,31.33,64.96,22.12,40.33,31.34,7.39,80.67,12.76,189.25

39,09:30-09:45,48.370000,2.950000,3.620000,12.140000,84.150000,12.410000,45.020000,11.490000,26.030000,3.070000,11.650000,66.220000,271.270000,31.870000,26.030000,12.7,31.33,7.2,40.79,5.53,43.82,3.5,31.33,70.38,21.6,41.33,31.34,7.2,82.67,12.7,203.95

40,09:45-10:00,48.370000,2.950000,3.620000,12.530000,88.690000,13.350000,45.020000,11.490000,26.030000,3.070000,12.680000,66.220000,271.270000,31.870000,26.030000,12.57,31.33,7.04,43.73,5.52,46.29,3.6,31.33,75.09,21.12,44.66,31.34,7.05,89.34,12.57,218.65

41,10:00-10:15,48.370000,2.950000,3.520000,13.530000,93.560000,14.150000,72.840000,11.490000,26.030000,3.070000,13.120000,66.220000,271.270000,31.870000,26.030000,12.57,31.33,6.71,45.14,6.49,48.29,3.39,31.33,79.64,20.12,45.66,31.34,6.71,91.34,12.57,225.71

42,10:15-10:30,48.370000,2.950000,3.520000,14.050000,98.710000,14.810000,72.840000,11.490000,26.030000,3.070000,13.770000,66.220000,271.270000,31.870000,26.030000,12,31.33,6.38,45.94,6.53,49.43,3.45,31.33,83.91,19.12,45.66,31.34,6.37,91.34,12,229.71

43,10:30-10:45,48.370000,2.950000,3.520000,14.360000,103.380000,15.390000,72.840000,11.490000,26.030000,3.070000,14.550000,66.220000,271.270000,31.870000,26.030000,11.92,31.33,6.13,45.94,6.5,49.83,3.6,31.33,86.81,18.4,45,31.34,6.14,90,11.92,229.71

44,10:45-11:00,48.370000,2.950000,3.520000,14.850000,106.930000,15.900000,72.840000,11.490000,26.030000,3.070000,14.930000,66.220000,271.270000,31.870000,26.030000,11.59,31.33,6.04,45.94,6.5,49.97,3.61,31.33,88.23,18.13,44,31.34,6.05,88,11.59,229.71

45,11:00-11:15,50.150000,2.950000,3.520000,15.170000,108.700000,16.380000,72.840000,6.380000,26.030000,3.220000,15.250000,66.220000,271.270000,31.870000,26.030000,11.49,31.33,6.14,45.94,6.45,50,3.43,31.33,89.26,18.41,43.66,31.34,6.13,87.34,11.49,229.71

46,11:15-11:30,50.150000,2.950000,3.520000,15.570000,108.030000,16.640000,72.840000,6.380000,26.030000,3.220000,15.600000,66.220000,271.270000,31.870000,26.030000,11.36,31.33,6.11,45.94,6.55,50,3.48,31.33,89.78,18.33,43,31.34,6.12,86,11.36,229.71

47,11:30-11:45,70.220000,2.950000,3.520000,15.640000,105.860000,16.980000,90.850000,6.380000,26.030000,3.220000,15.820000,66.220000,271.270000,31.700000,26.030000,11.2,31.33,6.13,45.94,6.41,50,3.58,31.33,89.85,18.39,43.33,31.34,6.12,86.67,11.2,229.71

48,11:45-12:00,70.220000,2.950000,3.520000,16.160000,104.550000,17.190000,90.850000,6.380000,26.030000,3.220000,16.150000,66.220000,271.270000,31.700000,26.030000,11.02,31.33,6.09,45.94,6.41,50,3.65,31.33,89.83,18.26,43,31.34,6.09,86,11.02,229.71

49,12:00-12:15,50.150000,2.950000,3.620000,16.160000,101.560000,17.300000,73.800000,6.380000,26.030000,3.380000,16.110000,66.220000,271.270000,31.350000,26.030000,11.6,31.33,6.09,45.94,6.46,49.52,3.75,31.33,89.82,18.26,43,31.34,6.08,86,11.6,229.71

50,12:15-12:30,50.150000,2.950000,3.620000,16.260000,105.510000,17.320000,73.800000,6.380000,26.030000,3.380000,16.170000,66.220000,271.270000,31.350000,26.030000,12.24,31.33,6.06,45.94,6.6,48.27,4.12,31.33,89.85,18.18,42.66,31.34,6.06,85.34,12.24,229.71

51,12:30-12:45,50.150000,2.950000,3.620000,16.150000,110.110000,17.320000,73.800000,6.380000,26.030000,3.380000,16.220000,66.220000,271.270000,31.350000,26.030000,13.19,31.33,7.44,45.94,6.5,48.77,4.14,31.33,89.83,22.33,42.66,31.34,7.45,85.34,13.19,229.71

52,12:45-13:00,50.150000,2.950000,3.620000,16.120000,114.020000,17.320000,73.800000,6.380000,26.030000,3.380000,16.320000,66.220000,271.270000,31.350000,26.030000,13.8,31.33,7.43,45.94,7.05,46.91,4.17,31.33,89.8,22.29,42.66,31.34,7.43,85.34,13.8,229.71

53,13:00-13:15,50.150000,3.260000,3.620000,15.970000,115.060000,17.290000,63.020000,6.380000,26.030000,3.380000,16.220000,66.220000,202.540000,31.360000,26.030000,15.99,31.33,7.43,45.94,7.65,44.68,4.38,31.33,89.7,22.31,42.66,31.34,7.44,85.34,15.99,229.71

54,13:15-13:30,50.150000,3.260000,3.620000,15.910000,112.930000,17.290000,63.020000,6.380000,26.030000,3.380000,16.030000,66.220000,202.540000,31.360000,26.030000,16.57,31.33,7.42,45.94,8.05,41.81,4.78,31.33,89.65,22.27,43,31.34,7.44,86,16.57,229.71

55,13:30-13:45,48.370000,3.260000,3.620000,15.640000,107.820000,16.930000,63.020000,6.380000,26.030000,3.380000,15.930000,66.220000,271.270000,31.010000,26.030000,18.54,31.33,7.38,45.94,8.65,41.23,5.25,31.33,91.61,22.15,41.66,31.34,7.39,83.34,18.54,229.71

56,13:45-14:00,48.370000,3.260000,3.620000,13.360000,104.550000,13.700000,63.020000,6.380000,26.030000,3.380000,13.360000,66.220000,271.270000,31.010000,26.030000,19.82,31.33,7.41,45.94,8.87,40.29,5.71,31.33,91.37,22.22,42,31.34,7.4,84,19.82,229.71

57,14:00-14:15,48.220000,3.260000,3.710000,13.170000,100.760000,13.500000,63.020000,6.380000,26.110000,3.450000,13.170000,66.220000,271.270000,32.280000,26.110000,19.83,31.33,7.43,45.93,9.25,46.49,6.55,31.33,90.46,22.31,40.66,31.34,7.44,81.34,19.83,229.64

58,14:15-14:30,48.220000,3.260000,3.710000,12.870000,95.820000,13.200000,87.130000,6.380000,26.110000,3.450000,12.870000,66.220000,271.270000,47.920000,26.110000,20.04,31.33,7.42,44.5,9.65,44.82,7.42,31.33,89.91,22.27,32.66,31.34,7.44,65.34,20.04,222.51

59,14:30-14:45,48.220000,3.340000,3.710000,12.400000,89.860000,12.720000,90.850000,6.380000,26.110000,3.450000,12.400000,94.610000,271.270000,47.920000,26.110000,19.84,31.33,7.38,42.39,10.05,41.81,8.22,31.33,88.82,22.15,33,31.34,7.39,66,19.84,211.96

60,14:45-15:00,65.590000,3.340000,3.710000,11.970000,83.490000,12.280000,90.850000,6.380000,26.110000,3.450000,11.970000,115.420000,271.270000,47.920000,26.110000,22.26,31.33,7.41,24.23,10.07,38.2,8.96,31.33,87.02,22.22,30.33,31.34,7.4,60.67,22.26,121.13

61,15:00-15:15,84.880000,3.340000,3.900000,11.410000,62.410000,11.690000,90.850000,11.440000,26.110000,3.450000,11.410000,115.420000,271.270000,47.920000,26.110000,16.78,31.33,7.82,24.23,9.85,34.08,9.82,31.33,82.89,23.47,28,31.34,7.82,56,16.78,121.13

62,15:15-15:30,101.030000,3.340000,3.900000,10.680000,58.560000,10.950000,90.850000,11.440000,26.110000,3.450000,10.680000,115.420000,271.270000,47.920000,26.110000,17.11,31.33,10.56,24.23,9.05,29.92,10.77,31.33,43.48,31.67,25.66,31.34,10.56,51.34,17.11,121.13

63,15:30-15:45,101.030000,3.340000,3.900000,10.070000,54.840000,10.320000,90.850000,11.440000,26.110000,3.450000,10.070000,115.420000,271.270000,47.920000,26.110000,17.41,31.33,10.72,24.06,8.85,34.33,8.54,31.33,46.73,32.17,22.33,31.34,10.73,44.67,17.41,120.29

64,15:45-16:00,101.030000,3.340000,3.900000,6.730000,50.830000,6.910000,90.850000,11.440000,26.110000,3.450000,6.730000,115.420000,271.270000,47.920000,26.110000,17.72,31.33,10.89,11.73,8.05,32.31,8.64,31.33,50.14,32.67,21.33,31.34,10.89,42.67,17.72,58.63

65,16:00-16:15,101.030000,3.490000,3.900000,5.770000,46.450000,5.920000,90.850000,11.440000,26.110000,3.680000,5.770000,115.420000,271.270000,54.670000,26.110000,17.76,31.33,11.05,10.88,7.65,29.95,8.71,31.33,53.47,33.14,3.67,31.34,11.04,7.33,17.76,54.42

66,16:15-16:30,101.030000,3.490000,3.900000,5.390000,40.830000,5.520000,90.850000,11.440000,26.110000,3.680000,5.390000,115.420000,271.270000,54.670000,26.110000,18.45,31.33,21.68,10.06,7.24,26.96,8.97,31.33,56.48,65.06,7,31.34,21.69,14,18.45,50.3

67,16:30-16:45,101.030000,3.490000,3.900000,4.810000,31.620000,4.940000,90.850000,11.440000,26.110000,3.680000,4.810000,115.420000,271.270000,54.670000,26.110000,42.62,31.33,21.87,9.23,7.05,23.56,15.08,31.33,50.11,65.61,10,31.34,21.88,20,42.62,46.13

68,16:45-17:00,101.030000,3.490000,3.900000,4.230000,25.350000,4.340000,114.960000,11.440000,26.110000,3.680000,4.230000,115.420000,271.270000,54.670000,26.110000,41.25,31.33,22.11,8.39,6.69,20.3,15.11,31.33,43.25,66.33,11.67,31.34,22.12,23.33,41.25,41.97

69,17:00-17:15,101.030000,3.490000,4.080000,3.940000,19.780000,4.040000,130.500000,11.440000,26.110000,3.680000,3.940000,115.420000,271.270000,54.670000,26.110000,39.62,25,22.19,7.56,6.69,14.2,15.01,33,24.4,66.57,13.67,33,22.19,27.33,39.62,37.8

70,17:15-17:30,101.030000,3.490000,4.080000,3.160000,15.090000,3.250000,130.500000,11.440000,26.110000,3.680000,3.160000,115.420000,271.270000,67.720000,26.110000,38.01,15,22.29,12.56,6.63,12.17,14.96,33,17.55,66.86,13,21.59,22.27,26,38.01,62.8

71,17:30-17:45,101.030000,3.720000,4.080000,2.420000,11.100000,2.480000,130.500000,11.440000,26.110000,3.680000,2.420000,115.420000,271.270000,54.210000,26.110000,37.34,8.74,21.91,10.89,6.78,9.77,14.83,18.97,15.67,65.72,10,9.51,21.9,20,37.34,54.47

72,17:45-18:00,101.030000,3.720000,4.080000,1.760000,7.540000,1.800000,130.500000,11.440000,26.110000,3.680000,1.760000,115.420000,271.270000,54.210000,26.110000,36.84,2.7,21.75,8.65,6.63,7.41,14.4,12.03,15,65.24,6.67,4.76,21.73,13.33,36.84,43.23

73,18:00-18:15,101.030000,3.720000,4.360000,1.140000,4.060000,1.170000,130.500000,11.440000,26.110000,3.680000,1.140000,115.420000,271.270000,54.250000,26.110000,36.08,0,22.15,5.04,6.8,5.28,14.01,0,10.05,66.46,5,0,22.17,10,36.08,25.2

74,18:15-18:30,101.030000,3.720000,4.360000,0.710000,1.840000,0.730000,130.500000,11.440000,26.110000,3.680000,0.710000,115.420000,271.270000,54.260000,26.110000,35.3,0,22.34,3.22,6.62,3.46,13.39,0,5.8,67.01,3.33,0,22.33,6.67,35.3,16.13

75,18:30-18:45,101.030000,3.880000,4.360000,0.380000,0.620000,0.380000,130.500000,11.440000,26.110000,3.680000,0.380000,115.420000,271.270000,54.260000,26.110000,38.83,0,22.07,1.81,6.6,1.59,14.26,0,2.89,66.22,1.67,0,22.08,3.33,38.83,9.08

76,18:45-19:00,101.030000,3.880000,4.360000,0.000000,0.000000,0.000000,130.500000,11.440000,26.110000,3.680000,0.000000,115.420000,271.270000,54.250000,26.110000,37.81,0,21.74,0.81,6.63,0.33,14.31,0,0.89,65.22,0.67,0,21.74,1.33,37.81,4.03

77,19:00-19:15,101.030000,3.880000,4.360000,0.000000,0.000000,0.000000,130.500000,11.440000,25.900000,3.680000,0.000000,115.420000,271.270000,54.250000,25.900000,37.15,0,21.27,0.2,6.78,0,13.85,0,0.03,63.82,0.01,0,21.28,0.03,37.15,1.01

78,19:15-19:30,101.030000,3.880000,4.360000,0.000000,0.000000,0.000000,130.500000,11.440000,25.900000,3.680000,0.000000,115.420000,271.270000,54.250000,25.900000,55.25,0,20.83,0,6.7,0,13.44,0,0.03,62.49,0,0,20.84,0,55.25,0

79,19:30-19:45,101.030000,3.880000,4.360000,0.000000,0.000000,0.000000,130.500000,11.440000,25.460000,3.680000,0.000000,115.420000,271.270000,54.250000,29.420000,54.65,0,31.73,0,6.66,0,20.08,0,0.03,95.18,0,0,31.72,0,54.65,0

80,19:45-20:00,101.030000,3.880000,4.360000,0.000000,0.000000,0.000000,130.500000,11.440000,25.460000,3.680000,0.000000,115.420000,271.270000,54.250000,29.420000,54.03,0,31.47,0,6.66,0,20.1,0,0,94.39,0,0,31.46,0,54.03,0

81,20:00-20:15,101.030000,4.110000,4.180000,0.000000,0.000000,0.000000,130.500000,11.440000,25.900000,3.530000,0.000000,115.420000,271.270000,74.180000,25.900000,53.67,0,31.06,0,6.6,0,19.64,0,0,93.19,0,0,31.08,0,53.67,0

82,20:15-20:30,101.030000,4.110000,4.180000,0.000000,0.000000,0.000000,130.500000,11.440000,25.900000,3.530000,0.000000,115.420000,271.270000,74.180000,25.900000,53.08,0,30.57,0,6.72,0,19.32,0,0,91.72,0,0,30.58,0,53.08,0

83,20:30-20:45,101.030000,4.110000,4.180000,0.000000,0.000000,0.000000,130.500000,11.440000,25.900000,3.530000,0.000000,115.420000,271.270000,74.180000,25.900000,51.94,0,30.28,0,6.69,0,19.08,0,0,90.86,0,0,30.29,0,51.94,0

84,20:45-21:00,101.030000,4.110000,4.180000,0.000000,0.000000,0.000000,130.500000,11.440000,25.900000,3.530000,0.000000,115.420000,271.270000,74.190000,25.900000,51.13,0,20.05,0,6.62,0,18.66,0,0,60.16,0,0,20.06,0,51.13,0

85,21:00-21:15,101.030000,4.110000,4.080000,0.000000,0.000000,0.000000,130.500000,11.440000,25.900000,3.530000,0.000000,115.420000,271.270000,74.190000,25.900000,28.55,0,20.02,0,6.62,0,8.47,0,0,60.06,0,0,20.02,0,28.55,0

86,21:15-21:30,101.030000,4.110000,4.080000,0.000000,0.000000,0.000000,130.500000,11.440000,25.900000,3.530000,0.000000,115.420000,271.270000,74.190000,25.900000,27.84,0,19.86,0,6.63,0,8.36,0,0,59.58,0,0,19.86,0,27.84,0

87,21:30-21:45,101.030000,4.110000,4.080000,0.000000,0.000000,0.000000,130.500000,11.440000,25.900000,3.530000,0.000000,115.420000,271.270000,74.190000,25.900000,26.84,0,19.6,0,6.71,0,7.99,0,0,58.81,0,0,19.61,0,26.84,0

88,21:45-22:00,101.030000,4.110000,4.080000,0.000000,0.000000,0.000000,130.500000,11.440000,25.900000,3.300000,0.000000,115.420000,271.270000,74.190000,25.900000,26.51,0,11.05,0,6.6,0,5.37,0,0,33.16,0,0,11.06,0,26.51,0

89,22:00-22:15,101.030000,3.490000,3.990000,0.000000,0.000000,0.000000,130.500000,11.440000,26.030000,3.530000,0.000000,115.420000,271.270000,74.190000,26.030000,19.17,0,10.79,0,6.7,0,5.26,0,0,32.38,0,0,10.8,0,19.17,0

90,22:15-22:30,101.030000,3.490000,3.990000,0.000000,0.000000,0.000000,130.500000,11.440000,26.030000,3.530000,0.000000,115.420000,271.270000,74.190000,26.030000,18.51,0,10.68,0,6.62,0,5.11,0,0,32.03,0,0,10.66,0,18.51,0

91,22:30-22:45,101.030000,3.490000,3.990000,0.000000,0.000000,0.000000,130.500000,11.440000,26.030000,3.530000,0.000000,115.420000,271.270000,74.190000,26.030000,17.84,0,10.27,0,6.79,0,4.98,0,0,30.82,0,0,10.27,0,17.84,0

92,22:45-23:00,101.030000,3.490000,3.990000,0.000000,0.000000,0.000000,130.500000,11.440000,26.030000,3.530000,0.000000,115.420000,271.270000,74.190000,26.030000,17.51,0,9.82,0,6.73,0,4.86,0,0,29.45,0,0,9.81,0,17.51,0

93,23:00-23:15,101.030000,3.490000,3.990000,0.000000,0.000000,0.000000,130.500000,11.440000,26.030000,3.530000,0.000000,115.420000,271.270000,74.190000,26.030000,17.17,0,9.38,0,6.64,0,4.72,0,0,28.15,0,0,9.38,0,17.17,0

94,23:15-23:30,101.030000,3.490000,3.990000,0.000000,0.000000,0.000000,130.500000,11.440000,26.030000,3.530000,0.000000,115.420000,271.270000,74.190000,26.030000,16.84,0,9.25,0,6.7,0,4.56,0,0,27.75,0,0,9.25,0,16.84,0

95,23:30-23:45,101.030000,3.490000,3.990000,0.000000,0.000000,0.000000,130.500000,11.440000,26.030000,3.530000,0.000000,115.420000,271.270000,74.190000,26.030000,16.51,0,9.19,0,6.72,0,4.42,0,0,27.56,0,0,9.18,0,16.51,0

