Block,Time,CHAMERA2,DADRI_GF,AURY_GF,SEWA2,SINGRAULI,TANDA2,RAPPC,TANAKPUR,UNCHAHAR4,SINGRAULI_HYDRO,AURY_LF,URI2,PARBATI3,DULHASTI,KOTESHWR,URI,AURY_RF,DHAULIGNGA,TEHRI,RIHAND3,RIHAND2,KISHANGANGA,NAPP,ANTA_CRF,CHAMERA1,JHAJJAR,KOLDAM,ANTA_GF,RAMPUR,UNCHAHAR1,AURY_CRF,ANTA_LF,CHAMERA3,DADRI_CRF,ANTA_RF,UNCHAHAR2,RAPPB,RIHAND1,DADRI_RF,DADRI_LF,SALAL,BSIUL,UNCHAHAR3,NJPC,DADRT2,FSTPP I & II,TALA,BRBCL,KHSTPP-II,KHSTPP-I,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
15,03:30-03:45,15.589461,0.000000,0.000000,9.174815,137.451322,5.166805,67.182461,0.617634,2.979687,0.730951,0.000000,36.537827,0.000000,19.020948,20.009838,31.937616,0.000000,0.000000,35.268039,125.918390,119.939634,5.297584,49.638361,0.000000,0.000000,370.163623,0.000000,0.000000,0.000000,17.696544,0.000000,0.000000,11.184643,0.000000,0.000000,38.707581,0.000000,93.591046,0.000000,0.000000,24.651365,12.576015,21.849881,0.000000,457.938934,17.855750,0.000000,17.146733,142.911550,33.556975,403.819911,0,0,0,0,0

16,03:45-04:00,15.589461,0.000000,0.000000,9.174815,137.451322,5.166805,67.182461,0.617634,2.979687,0.730951,0.000000,36.537827,0.000000,19.020948,20.009838,31.937616,0.000000,0.000000,35.268039,125.918390,119.939634,5.297584,49.638361,0.000000,0.000000,370.163623,0.000000,0.000000,0.000000,17.696544,0.000000,0.000000,11.184643,0.000000,0.000000,38.707581,0.000000,93.591046,0.000000,0.000000,24.651365,12.576015,21.849881,0.000000,457.938934,17.855750,0.000000,17.880093,142.911550,33.556975,403.819911,0,0,0,0,0

17,04:00-04:15,15.589461,0.000000,0.000000,9.174815,137.451322,5.166805,67.182461,0.617634,2.979687,0.730951,0.000000,36.537827,0.000000,19.020948,20.009838,31.937616,0.000000,0.000000,35.268039,125.918390,119.939634,5.297584,49.638361,0.000000,0.000000,370.163623,0.000000,0.000000,0.000000,17.696544,0.000000,0.000000,11.184643,0.000000,0.000000,38.707581,0.000000,93.591046,0.000000,0.000000,24.651365,12.576015,21.849881,0.000000,457.938934,17.855750,0.000000,19.286003,142.911550,33.556975,403.819911,0,0,0,0,0

18,04:15-04:30,15.589461,0.000000,0.000000,9.174815,137.451322,5.166805,67.182461,0.617634,2.979687,0.730951,0.000000,36.537827,0.000000,19.020948,20.009838,31.937616,0.000000,0.000000,35.268039,125.918390,119.939634,5.297584,49.638361,0.000000,0.000000,370.163623,0.000000,0.000000,0.000000,17.696544,0.000000,0.000000,11.184643,0.000000,0.000000,38.707581,0.000000,93.591046,0.000000,0.000000,24.651365,12.576015,21.849881,0.000000,457.938934,17.855750,0.000000,19.286003,142.911550,33.556975,403.819911,0,0,0,0,0

19,04:30-04:45,15.589461,0.000000,0.000000,9.174815,137.451322,5.166805,67.182461,0.617634,2.979687,0.730951,0.000000,36.537827,0.000000,19.020948,20.009838,37.260552,0.000000,0.000000,35.268039,125.918390,119.939634,5.297584,49.638361,0.000000,13.547798,370.163623,0.000000,0.000000,0.905906,17.696544,0.000000,0.000000,11.184643,0.000000,0.000000,43.185459,0.000000,93.591046,0.000000,0.000000,24.651365,12.576015,24.458794,23.639823,457.938934,20.057440,0.000000,19.286003,142.909260,33.556975,403.819911,0,0,0,0,0

20,04:45-05:00,15.589461,0.000000,0.000000,9.174815,137.451322,5.166805,67.182461,0.617634,2.979687,0.730951,0.000000,36.537827,0.000000,19.020948,20.009838,37.260552,0.000000,0.000000,35.268039,125.918390,119.939634,5.297584,49.638361,0.000000,13.547798,370.163623,0.000000,0.000000,0.905906,17.696544,0.000000,0.000000,11.184643,0.000000,0.000000,43.303458,0.000000,93.591046,0.000000,0.000000,24.651365,6.288007,24.458794,23.639823,457.938934,20.057440,0.000000,19.286003,142.909260,33.556975,403.819911,0,0,0,0,0

21,05:00-05:15,15.589461,0.000000,0.000000,9.174815,137.451322,5.166805,67.182461,0.617634,2.979687,0.730951,0.000000,36.537827,0.000000,19.020948,20.009838,31.937616,0.000000,0.000000,35.268039,125.918390,119.939634,5.297584,49.638361,0.000000,13.547798,370.163623,0.000000,0.000000,0.905906,17.696544,0.000000,0.000000,11.184643,0.000000,0.000000,43.303458,0.000000,93.591046,0.000000,0.000000,24.651365,6.288007,24.458794,23.639823,482.046434,20.057440,0.000000,19.286003,142.909260,33.556975,403.819911,0,0,0,0,0

22,05:15-05:30,15.589461,0.000000,0.000000,9.174815,137.451322,5.166805,67.182461,0.617634,2.979687,0.730951,0.000000,36.537827,0.000000,19.020948,20.009838,31.937616,0.000000,0.000000,35.268039,125.918390,119.939634,5.297584,49.638361,0.000000,13.547798,370.163623,0.000000,0.000000,0.905906,17.696544,0.000000,0.000000,11.184643,0.000000,0.000000,43.303458,0.000000,93.591046,0.000000,0.000000,24.651365,6.288007,24.458794,23.639823,506.153934,20.057440,0.000000,19.286003,142.909260,33.556975,403.819911,0,0,0,0,0

23,05:30-05:45,15.589461,0.000000,0.000000,9.174815,137.451322,5.166805,67.182461,0.617634,2.979687,0.730951,0.000000,36.537827,0.000000,19.020948,20.009838,31.937616,0.000000,0.000000,35.268039,125.918390,119.939634,5.297584,49.638361,0.000000,27.095596,370.163623,0.000000,0.000000,0.995011,17.696544,0.000000,0.000000,11.184643,0.000000,0.000000,43.303458,0.000000,93.591046,0.000000,0.000000,24.651365,6.288007,21.849881,25.788899,530.261434,20.057440,0.000000,19.286003,142.909260,33.556975,403.819911,0,0,0,0,0

24,05:45-06:00,15.589461,0.000000,0.000000,9.174815,137.451322,5.166805,67.182461,0.617634,2.979687,0.730951,0.000000,36.537827,0.000000,19.020948,20.009838,31.937616,0.000000,0.000000,35.268039,125.918390,119.939634,5.297584,49.638361,0.000000,27.095596,447.307623,0.000000,0.000000,0.995011,17.696544,0.000000,0.000000,11.184643,0.000000,0.000000,43.303458,0.000000,93.591046,0.000000,0.000000,24.651365,6.288007,21.849881,25.788899,590.308299,20.057440,0.000000,19.286003,142.909260,33.556975,403.819911,0,0,0,0,0

25,06:00-06:15,15.589461,0.000000,0.000000,9.174815,137.451322,5.166805,67.182461,0.617634,2.979687,0.730951,0.000000,36.537827,0.000000,19.020948,20.009838,37.260552,0.000000,0.000000,35.268039,125.918390,119.939634,5.297584,49.638361,0.000000,27.095596,524.451623,0.000000,0.000000,0.995011,17.696544,0.000000,0.000000,11.184643,0.000000,0.000000,43.303458,0.000000,93.591046,0.000000,0.000000,24.651365,6.288007,21.849881,25.788899,590.308299,20.057440,0.000000,19.286000,142.909260,33.556975,403.819911,0,0,0,0,0

26,06:15-06:30,15.589461,0.000000,0.000000,9.174815,137.451322,5.166805,67.182461,0.617634,2.979687,0.730951,0.000000,36.537827,3.678195,19.020948,20.009838,37.260552,0.000000,10.495474,35.268039,125.918390,119.939634,5.297584,49.638361,0.000000,27.095596,596.581263,0.000000,0.000000,0.995011,20.051461,0.000000,0.000000,11.184643,0.000000,0.000000,43.303458,0.000000,93.591046,0.000000,0.000000,24.651365,6.288007,24.458794,25.788899,590.308299,20.057440,0.000000,19.286000,142.909260,33.556975,403.819911,0,0,0,0,0

27,06:30-06:45,15.589461,0.000000,0.000000,9.174815,137.451322,5.166805,67.182461,0.617634,2.979687,0.730951,0.000000,36.537827,19.126612,38.041894,20.009838,31.937616,0.000000,20.942387,35.268039,125.918390,119.939634,5.297584,49.638361,0.000000,27.095596,622.385835,0.000000,0.000000,0.995011,20.051461,0.000000,0.000000,11.184643,0.000000,0.000000,43.303458,0.000000,93.591046,0.000000,0.000000,24.651365,18.864022,24.458794,25.788899,590.308299,20.057440,0.000000,19.286000,142.909260,33.556975,403.819911,0,0,0,0,0

28,06:45-07:00,15.589461,0.000000,0.000000,9.174815,137.451322,5.166805,67.182461,0.617634,2.979687,0.730951,0.000000,36.537827,19.126612,38.041894,20.009838,31.937616,0.000000,20.942387,24.587740,125.918390,119.939634,5.297584,49.638361,0.000000,27.095596,622.385835,0.000000,0.000000,0.995011,20.051461,0.000000,0.000000,11.184643,0.000000,0.000000,43.303458,0.000000,93.591046,0.000000,0.000000,24.651365,18.864022,24.458794,25.788899,590.308299,20.057440,0.000000,19.286000,142.909260,33.556975,403.819911,0,0,0,0,0

29,07:00-07:15,15.589461,0.000000,0.000000,9.174815,137.451322,5.166805,67.182461,6.423395,2.979687,0.730951,0.000000,36.537827,19.126612,38.041894,20.009838,31.937616,0.000000,20.942387,11.756013,125.918390,119.939634,5.297584,49.638361,0.000000,13.547798,543.737623,0.000000,0.000000,0.995011,20.051461,0.000000,0.000000,11.184643,0.000000,0.000000,43.303458,0.000000,93.591046,0.000000,0.000000,24.651365,18.864022,24.458794,25.788899,564.011934,20.057440,0.000000,19.286000,142.909260,33.556975,403.819911,0,0,0,0,0

30,07:15-07:30,15.589461,0.000000,0.000000,9.174815,137.451322,5.166805,67.182461,6.423395,2.979687,0.730951,0.000000,36.537827,19.126612,38.041894,8.893262,31.937616,0.000000,20.942387,0.000000,125.918390,119.939634,5.297584,49.638361,0.000000,13.547798,466.593623,0.000000,0.000000,0.995011,17.696544,0.000000,0.000000,11.184643,0.000000,0.000000,43.303458,0.000000,93.591046,0.000000,0.000000,24.651365,18.864022,24.458794,25.788899,549.547434,20.057440,0.000000,19.286000,142.909260,33.556975,403.819911,0,0,0,0,0

31,07:30-07:45,15.589461,0.000000,0.000000,9.174815,137.451322,5.166805,67.182461,6.423395,2.979687,0.730951,0.000000,36.537827,19.126612,38.041894,8.893262,37.260552,0.000000,20.942387,0.000000,125.918390,119.939634,5.297584,49.638361,0.000000,13.547798,399.092623,0.000000,0.000000,0.995011,17.696544,0.000000,0.000000,0.000000,0.000000,0.000000,33.639316,0.000000,93.591046,0.000000,0.000000,24.651365,12.576015,21.849881,25.788899,530.261434,17.855750,0.000000,19.286000,142.909260,33.556975,403.819911,0,0,0,0,0

32,07:45:08:00,15.589461,0.000000,0.000000,9.174815,137.451322,5.166805,67.182461,6.423395,2.979687,0.730951,0.000000,36.537827,19.126612,38.041894,8.893262,37.260552,0.000000,20.942387,0.000000,125.918390,119.939634,5.297584,49.638361,0.000000,13.547798,370.163623,0.000000,0.000000,0.995011,17.696544,0.000000,0.000000,0.000000,0.000000,0.000000,33.639316,0.000000,93.591046,0.000000,0.000000,24.651365,12.576015,21.849881,25.788899,482.046434,17.855750,0.000000,19.286000,142.909260,33.556975,403.819911,0,0,0,0,0

33,08:00-08:15,15.589461,0.000000,0.000000,9.174815,137.451322,5.166805,67.182461,0.000000,2.979687,0.730951,0.000000,36.537827,3.678195,38.041894,8.893262,31.937616,0.000000,10.495474,0.000000,125.918390,119.939634,5.297584,49.638361,0.000000,27.095596,370.163623,0.000000,0.000000,0.995011,17.696544,0.000000,0.000000,0.000000,0.000000,0.000000,33.639316,0.000000,93.591046,0.000000,0.000000,24.651365,12.576015,21.849881,25.788899,468.276230,17.855750,0.000000,19.286000,142.909260,33.556975,403.819911,0,0,0,0,0

34,08:15-08:30,15.589461,0.000000,0.000000,9.174815,137.451322,5.166805,67.182461,0.000000,2.979687,0.730951,0.000000,36.537827,0.000000,38.041894,8.893262,31.937616,0.000000,0.000000,0.000000,125.918390,119.939634,5.297584,49.638361,0.000000,27.095596,370.163623,0.000000,0.000000,0.995011,17.696544,0.000000,0.000000,0.000000,0.000000,0.000000,33.639316,0.000000,93.591046,0.000000,0.000000,24.651365,12.576015,21.849881,25.788899,421.787327,17.855750,0.000000,19.286000,142.909260,33.556975,403.819911,0,0,0,0,0

35,08:30-08:45,0.000000,0.000000,0.000000,9.174815,137.451322,5.166805,67.182461,0.000000,2.979687,0.730951,0.000000,36.537827,0.000000,38.041894,8.893262,33.002203,0.000000,0.000000,0.000000,125.918390,119.939634,5.297584,49.638361,0.000000,27.095596,370.163623,0.000000,0.000000,0.995011,17.696544,0.000000,0.000000,0.000000,0.000000,0.000000,33.639316,0.000000,93.591046,0.000000,0.000000,25.771882,12.576015,21.849881,25.788899,375.288781,17.855750,0.000000,19.286000,142.909260,33.556975,403.819911,0,0,0,0,0

36,08:45:09:00,0.000000,0.000000,0.000000,9.174815,137.451322,5.166805,67.182461,0.000000,2.979687,0.730951,0.000000,36.537827,0.000000,38.041894,8.893262,33.002203,0.000000,0.000000,0.000000,125.918390,119.939634,5.297584,49.638361,0.000000,13.547798,370.163623,0.000000,0.000000,0.995011,17.696544,0.000000,0.000000,0.000000,0.000000,0.000000,33.639316,0.000000,93.591046,0.000000,0.000000,25.771882,12.576015,21.849881,25.788899,368.259034,17.855750,0.000000,19.286000,142.909260,33.556975,403.819911,0,0,0,0,0

37,09:00:09:15,0.000000,0.000000,0.000000,9.174815,137.451322,5.166805,67.182461,0.000000,2.979687,0.730951,0.000000,36.537827,0.000000,19.020948,8.893262,33.002203,0.000000,0.000000,0.000000,125.918390,119.939634,5.297584,49.638361,0.000000,13.521897,370.163623,0.000000,0.000000,0.995011,17.696544,0.000000,0.000000,0.000000,0.000000,0.000000,33.639316,0.000000,93.591046,0.000000,0.000000,25.771882,12.576015,21.849881,25.788899,368.259034,17.855750,0.000000,19.286000,142.909260,33.556975,403.819911,0,0,0,0,0

38,09:15-09:30,0.000000,0.000000,0.000000,9.174815,137.451322,5.166805,67.182461,0.000000,2.979687,0.730951,0.000000,36.537827,0.000000,19.020948,8.893262,33.002203,0.000000,0.000000,0.000000,125.918390,119.939634,5.297584,49.638361,0.000000,13.102908,370.163623,0.000000,0.000000,0.905906,17.696544,0.000000,0.000000,0.000000,0.000000,0.000000,33.639316,0.000000,93.591046,0.000000,0.000000,25.771882,6.288007,21.849881,23.639823,368.259034,14.595066,0.000000,19.286000,142.909260,33.556975,403.819911,0,0,0,0,0

39,09:30-09:45,0.000000,0.000000,0.000000,9.174815,137.451322,5.166805,67.182461,0.000000,2.351446,0.730951,0.000000,36.537827,0.000000,19.020948,8.893262,33.002203,0.000000,0.000000,0.000000,125.918390,119.939634,5.297584,49.638361,0.000000,0.000000,362.301974,0.000000,0.000000,0.905906,13.387570,0.000000,0.000000,0.000000,0.000000,0.000000,38.238449,0.000000,93.591046,0.000000,0.000000,25.771882,6.288007,16.655679,23.639823,368.259034,16.796756,0.000000,19.286000,142.909260,33.556975,403.819911,0,0,0,0,0

40,09:45-10:00,0.000000,0.000000,0.000000,9.174815,137.451322,5.166805,67.182461,0.000000,2.351446,0.730951,0.000000,36.537827,0.000000,19.020948,8.893262,33.002203,0.000000,0.000000,0.000000,125.918390,119.939634,5.297584,49.638361,0.000000,0.000000,362.301974,0.000000,0.000000,0.905906,13.387570,0.000000,0.000000,0.000000,0.000000,0.000000,38.238449,0.000000,93.591046,0.000000,0.000000,25.771882,6.288007,16.655679,23.639823,368.259034,16.796756,0.000000,19.286000,142.909260,33.556975,403.819911,0,0,0,0,0

41,10:00-10:15,0.000000,0.000000,0.000000,9.174815,137.451322,5.166805,67.182461,0.370580,2.351446,0.730951,0.000000,36.537827,0.000000,19.020948,8.893262,33.002203,0.000000,0.000000,0.000000,125.918390,119.939634,5.297584,49.638361,0.000000,0.000000,362.301974,0.000000,0.000000,0.905906,13.387570,0.000000,0.000000,0.000000,0.000000,0.000000,33.639316,0.000000,93.591046,0.000000,0.000000,25.771882,6.288007,16.655679,23.639823,368.259034,14.595066,0.000000,19.286000,142.909260,33.556975,403.819911,0,0,0,0,0

42,10:15-10:30,0.000000,0.000000,0.000000,9.174815,137.451322,5.166805,67.182461,0.370580,2.351446,0.730951,0.000000,36.537827,0.000000,19.020948,8.893262,33.002203,0.000000,0.000000,0.000000,125.918390,119.939634,5.297584,49.638361,0.000000,0.000000,362.301974,0.000000,0.000000,0.905906,13.387570,0.000000,0.000000,0.000000,0.000000,0.000000,33.639316,0.000000,93.591046,0.000000,0.000000,25.771882,6.288007,16.655679,23.639823,368.259034,14.595066,0.000000,19.286000,142.909260,33.556975,403.819911,0,0,0,0,0

43,10:30-10:45,0.000000,0.000000,0.000000,9.174815,137.451322,5.166805,67.182461,0.370580,2.341803,0.730951,0.000000,36.537827,0.000000,19.020948,8.893262,33.002203,0.000000,0.000000,0.000000,125.918390,119.939634,5.297584,49.638361,0.000000,0.000000,362.282688,0.000000,0.000000,0.905906,13.368284,0.000000,0.000000,0.000000,0.000000,0.000000,33.639316,0.000000,93.591046,0.000000,0.000000,25.771882,6.288007,16.559249,23.639823,368.008316,14.595066,0.000000,19.286000,142.909260,33.556975,403.819911,0,0,0,0,0

44,10:45-11:00,0.000000,0.000000,0.000000,9.174815,137.451322,5.166805,67.182461,0.370580,2.341803,0.730951,0.000000,36.537827,0.000000,19.020948,8.893262,33.002203,0.000000,0.000000,0.000000,125.918390,119.939634,5.297584,49.638361,0.000000,0.000000,362.282688,0.000000,0.000000,0.905906,13.368284,0.000000,0.000000,0.000000,0.000000,0.000000,33.639316,0.000000,93.591046,0.000000,0.000000,25.771882,6.288007,16.559249,23.639823,368.008316,14.595066,0.000000,19.286003,143.005690,33.556975,403.819911,0,0,0,0,0

45,11:00-11:15,0.000000,0.000000,0.000000,9.174815,137.451322,5.166805,67.182461,0.370580,2.341803,0.730951,0.000000,36.537827,0.000000,19.020948,8.893262,33.002203,0.000000,0.000000,0.000000,125.918390,119.939634,5.297584,49.638361,0.000000,0.000000,362.282688,0.000000,0.000000,0.905906,13.368284,0.000000,0.000000,0.000000,0.000000,0.000000,25.038917,0.000000,93.591046,0.000000,0.000000,25.771882,6.288007,16.559249,23.639823,368.008316,11.041235,0.000000,19.286003,143.005690,33.556975,403.819911,0,0,0,0,0

46,11:15-11:30,0.000000,0.000000,0.000000,9.174815,137.451322,5.166805,67.182461,0.370580,2.341803,0.730951,0.000000,36.537827,0.000000,19.020948,8.893262,33.002203,0.000000,0.000000,0.000000,125.918390,119.939634,5.297584,49.638361,0.000000,0.000000,362.282688,0.000000,0.000000,0.905906,13.368284,0.000000,0.000000,0.000000,0.000000,0.000000,25.038917,0.000000,93.591046,0.000000,0.000000,25.771882,6.288007,16.559249,23.639823,368.008316,11.041235,0.000000,19.286003,143.005690,33.556975,403.819911,0,0,0,0,0

47,11:30-11:45,0.000000,0.000000,0.000000,9.174815,137.451322,5.166805,67.182461,0.370580,2.341803,0.730951,0.000000,36.537827,0.000000,19.020948,8.893262,33.002203,0.000000,0.000000,0.000000,125.918390,119.939634,5.297584,49.638361,0.000000,0.000000,362.282688,0.000000,0.000000,0.905906,13.368284,0.000000,0.000000,0.000000,0.000000,0.000000,25.038917,0.000000,93.591046,0.000000,0.000000,25.771882,6.288007,16.559249,23.639823,368.008316,11.041235,0.000000,19.286003,143.005690,33.556975,403.819911,0,0,0,0,0

