Column1,Block,NR/2024/23918/A/43149,GNA/WR/2024/11/01/4200,GNA/WR/2024/10/15/7089,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/11/01/5474,GNA/NR/2024/11/01/4503,GNA/NR/2024/11/01/3646,GNA/NR/2024/11/01/5428,NR/2024/23769/A/43151,WR/2024/24788/A/43292,NR/30092023/31122025/SH-07,NR/2024/23809/A/43150,GNA/NR/2024/11/01/5444,NR/30092023/26122029/SH-06,GNA/NR/2024/11/01/9061,NR/2024/23909/A/43181,GNA/NR/2024/11/01/1868,NR/2024/23420/A/43177,GNA/NR/2024/11/01/9042,NR/2024/23964/C,NR/2024/23965/C,Total
3,00:30-00:45,0,0,0,2.94,190.26,8.68,63.42,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.48,17.35,0,0,380.50000000000006

4,00:45-01:00,0,0,0,2.94,190.26,8.68,63.42,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.48,17.35,0,0,380.50000000000006

5,01:00-01:15,0,0,0,2.94,190.26,8.68,63.42,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.48,17.35,0,0,380.50000000000006

6,01:15-01:30,0,0,0,2.94,190.26,8.68,63.42,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.48,17.35,0,0,380.50000000000006

7,01:30-01:45,0,0,0,2.94,190.26,8.68,63.42,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.48,17.35,0,0,380.50000000000006

8,01:45-02:00,0,0,0,2.94,190.26,8.68,63.42,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.48,17.35,0,0,380.50000000000006

9,02:00-02:15,0,0,0,2.94,190.26,8.68,63.42,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.48,17.35,0,0,380.50000000000006

10,02:15-02:30,0,0,0,2.94,190.26,8.68,63.42,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.48,17.35,0,0,380.50000000000006

11,02:30-02:45,0,0,0,2.94,190.26,8.68,63.42,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.48,17.35,0,0,380.50000000000006

12,02:45-03:00,0,0,0,2.94,190.26,8.68,63.42,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.48,17.35,0,0,380.50000000000006

13,03:00-03:15,0,0,0,2.85,190.26,8.68,63.42,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.43,17.35,0,0,380.36

14,03:15-03:30,0,0,0,2.85,190.26,8.68,63.42,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.43,17.35,0,0,380.36

15,03:30-03:45,0,0,0,2.85,190.26,8.68,63.42,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.43,17.35,0,0,380.36

16,03:45-04:00,0,0,0,2.85,190.26,8.68,63.42,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.43,17.35,0,0,380.36

17,04:00-04:15,0,0,0,2.85,190.26,8.68,63.42,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.43,17.35,0,0,380.36

18,04:15-04:30,0,0,0,2.85,190.26,8.68,63.42,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.43,17.35,0,0,380.36

19,04:30-04:45,0,0,0,2.85,190.26,8.68,63.42,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.43,17.35,0,0,380.36

20,04:45-05:00,0,0,0,2.85,190.26,8.68,63.42,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.43,17.35,0,0,380.36

21,05:00-05:15,0,0,0,2.85,190.26,8.68,63.42,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.43,17.35,0,0,380.36

22,05:15-05:30,0,0,0,2.85,190.26,8.68,63.42,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.43,17.35,0,0,380.36

23,05:30-05:45,0,0,0,2.85,190.26,8.68,63.42,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.43,17.35,0,0,380.36

24,05:45-06:00,0,0,0,2.85,190.26,8.68,63.42,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.43,17.35,0,0,380.36

25,06:00-06:15,0,0,0,2.85,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.43,17.35,0,0,126.68

26,06:15-06:30,0,0,0,2.85,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.43,17.35,0,0,126.68

27,06:30-06:45,0,0,0,2.85,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.43,17.35,0,0,126.68

28,06:45-07:00,0,0,0,2.85,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.43,17.35,0,0,126.68

29,07:00-07:15,0,0,0,2.85,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.58,17.35,0,0,126.83000000000001

30,07:15-07:30,0,0,0,2.85,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.58,17.35,0,0,126.83000000000001

31,07:30-07:45,0,0,0,2.85,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.58,17.35,0,0,126.83000000000001

32,07:45-08:00,0,0,0,2.85,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.58,17.35,0,0,126.83000000000001

33,08:00-08:15,0,0,0,2.85,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.96,17.35,0,0,127.21000000000001

34,08:15-08:30,0,0,0,2.85,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.96,17.35,0,0,127.21000000000001

35,08:30-08:45,0,0,0,2.85,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.96,17.35,0,0,127.21000000000001

36,08:45-09:00,0,0,0,2.85,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.96,17.35,0,0,127.21000000000001

37,09:00-09:15,3.86,0,0,2.85,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.87,17.35,25.84,26.03,182.85000000000002

38,09:15-09:30,3.86,0,0,2.85,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.87,17.35,26.03,26.99,184.00000000000003

39,09:30-09:45,3.86,0,0,2.85,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.87,17.35,11.47,30.95,173.4

40,09:45-10:00,3.86,0,0,2.85,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.87,17.35,7.91,35.96,174.85000000000002

41,10:00-10:15,4.82,0,0,2.85,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.87,17.35,5.59,39.82,177.35

42,10:15-10:30,4.82,0,0,2.85,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.87,17.35,5.3,42.03,179.27

43,10:30-10:45,4.82,0,0,2.85,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.87,17.35,5.98,42.42,180.33999999999997

44,10:45-11:00,4.82,0,0,2.85,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.87,17.35,7.42,42.42,181.77999999999997

45,11:00-11:15,6.75,0,0,2.85,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.87,17.35,8.39,42.42,184.68

46,11:15-11:30,6.75,0,0,2.85,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.87,17.35,9.26,42.42,185.55

47,11:30-11:45,6.75,0,0,2.57,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.87,17.35,9.54,42.42,185.55

48,11:45-12:00,6.75,0,0,2.57,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.87,17.35,9.54,42.42,185.55

49,12:00-12:15,6.75,0,0,2.57,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.87,17.35,9.54,42.42,185.55

50,12:15-12:30,6.75,0,0,2.57,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.87,17.35,9.64,42.42,185.65000000000003

51,12:30-12:45,6.75,0,0,2.57,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.87,17.35,9.64,42.42,185.65000000000003

52,12:45-13:00,6.75,0,0,2.57,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.87,17.35,9.64,42.42,185.65000000000003

53,13:00-13:15,5.78,0,0,2.57,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.77,17.35,10.61,42.42,185.55

54,13:15-13:30,5.78,0,0,2.57,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.77,17.35,10.61,42.42,185.55

55,13:30-13:45,5.78,0,0,2.57,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.77,17.35,10.61,42.42,185.55

56,13:45-14:00,5.78,0,0,2.57,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.77,17.35,10.61,42.42,185.55

57,14:00-14:15,4.82,0,0,2.57,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.96,17.35,10.61,42.42,184.78000000000003

58,14:15-14:30,4.82,0,0,2.57,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.96,17.35,10.61,42.42,184.78000000000003

59,14:30-14:45,4.82,0,0,2.57,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.96,17.35,11.86,41.17,184.78000000000003

60,14:45-15:00,4.82,0,0,2.57,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.96,17.35,15.81,37.21,184.77

61,15:00-15:15,4.82,0,0,2.57,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.87,17.35,17.26,35.77,184.69

62,15:15-15:30,4.82,0,0,2.57,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.87,17.35,22.27,30.75,184.68

63,15:30-15:45,4.82,0,0,2.57,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.87,17.35,24.1,28.92,184.68

64,15:45-16:00,4.82,0,0,2.57,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.87,17.35,20.34,28.44,180.44

65,16:00-16:15,2.89,0,0,2.57,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.77,17.35,15.91,27.96,173.50000000000003

66,16:15-16:30,2.89,0,0,2.57,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.77,17.35,11.67,26.03,167.33

67,16:30-16:45,2.89,0,0,2.57,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.77,17.35,8,19.86,157.49

68,16:45-17:00,2.89,0,0,2.57,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.77,17.35,4.82,12.53,146.98000000000002

69,17:00-17:15,0.96,0,0,2.57,0,8.68,0,26.03,5.78,0,0,4.82,26.03,0,26.03,0,8.68,0.58,17.35,0,0,127.51000000000002

70,17:15-17:30,0.96,0,0,2.57,0,8.68,0,28.92,5.78,0,0,4.82,28.92,0,28.92,0,8.68,0.58,17.35,0,0,136.18

71,17:30-17:45,0.96,0,0,2.57,0,8.68,0,28.92,5.78,0,0,4.82,28.92,0,28.92,0.96,8.68,0.58,17.35,0,0,137.14000000000001

72,17:45-18:00,0.96,0,0,2.57,0,8.68,0,28.92,5.78,0,0,4.82,28.92,0,28.92,0.96,8.68,0.58,17.35,0,0,137.14000000000001

73,18:00-18:15,0,50,150,2.67,0,8.68,0,28.92,5.78,38.56,0,4.82,28.92,0,28.92,0.96,8.68,0.63,17.35,0,0,374.89000000000004

74,18:15-18:30,0,50,150,2.67,0,8.68,0,28.92,5.78,38.56,0,4.82,28.92,0,28.92,0.96,8.68,0.63,17.35,0,0,374.89000000000004

75,18:30-18:45,0,50,150,2.67,0,8.68,0,28.92,5.78,38.56,0,4.82,28.92,0,28.92,0.96,8.68,0.63,17.35,0,0,374.89000000000004

76,18:45-19:00,0,50,150,2.67,0,8.68,0,28.92,5.78,38.56,0,4.82,28.92,0,28.92,0.96,8.68,0.63,17.35,0,0,374.89000000000004

77,19:00-19:15,0,50,150,2.76,0,8.68,0,28.92,5.78,38.56,0,4.82,28.92,0,28.92,0.96,8.68,0.63,17.35,0,0,374.9800000000001

78,19:15-19:30,0,50,150,2.76,0,8.68,0,28.92,5.78,38.56,0,4.82,28.92,0,28.92,0.96,8.68,0.63,17.35,0,0,374.9800000000001

79,19:30-19:45,0,50,150,2.76,0,8.68,0,28.92,5.78,38.56,0,4.82,28.92,0,28.92,0.96,8.68,0.63,17.35,0,0,374.9800000000001

80,19:45-20:00,0,50,150,2.76,0,8.68,0,28.92,5.78,38.56,0,4.82,28.92,0,28.92,0.96,8.68,0.63,17.35,0,0,374.9800000000001

81,20:00-20:15,0,50,200,2.76,0,8.68,0,28.92,5.78,38.56,0,4.82,28.92,0,28.92,0.96,8.68,0.63,17.35,0,0,424.98

82,20:15-20:30,0,50,200,2.76,0,8.68,0,28.92,5.78,38.56,0,4.82,28.92,0,28.92,0.96,8.68,0.63,17.35,0,0,424.98

83,20:30-20:45,0,50,200,2.76,0,8.68,0,28.92,5.78,38.56,0,4.82,28.92,0,28.92,0,8.68,0.63,17.35,0,0,424.02000000000004

84,20:45-21:00,0,50,200,2.76,0,8.68,0,28.92,5.78,38.56,0,4.82,28.92,0,28.92,0,8.68,0.63,17.35,0,0,424.02000000000004

85,21:00-21:15,0,50,200,2.76,0,8.68,0,26.03,5.78,38.56,0,4.82,26.03,0,26.03,0,8.68,0.63,17.35,0,0,415.34999999999997

86,21:15-21:30,0,50,200,2.76,0,8.68,0,26.03,5.78,38.56,0,4.82,26.03,0,26.03,0,8.68,0.63,17.35,0,0,415.34999999999997

87,21:30-21:45,0,50,200,2.76,0,8.68,0,26.03,5.78,38.56,0,4.82,26.03,0,26.03,0,8.68,0.63,17.35,0,0,415.34999999999997

88,21:45-22:00,0,50,200,2.76,0,8.68,0,26.03,5.78,38.56,0,4.82,26.03,0,26.03,0,8.68,0.63,17.35,0,0,415.34999999999997

89,22:00-22:15,0,50,200,2.76,190.26,8.68,63.42,26.03,5.78,38.56,0,4.82,26.03,0,26.03,0,8.68,0.63,17.35,0,0,669.03

90,22:15-22:30,0,50,200,2.76,190.26,8.68,63.42,26.03,5.78,38.56,0,4.82,26.03,0,26.03,0,8.68,0.63,17.35,0,0,669.03

91,22:30-22:45,0,50,200,2.76,190.26,8.68,63.42,26.03,5.78,38.56,0,4.82,26.03,0,26.03,0,8.68,0.63,17.35,0,0,669.03

92,22:45-23:00,0,50,200,2.76,190.26,8.68,63.42,26.03,5.78,38.56,0,4.82,26.03,0,26.03,0,8.68,0.63,17.35,0,0,669.03

93,23:00-23:15,0,50,200,2.76,190.26,8.68,63.42,26.03,5.78,38.56,0,4.82,26.03,0,26.03,0,8.68,0.63,17.35,0,0,669.03

94,23:15-23:30,0,50,200,2.76,190.26,8.68,63.42,26.03,5.78,38.56,0,4.82,26.03,0,26.03,0,8.68,0.63,17.35,0,0,669.03

95,23:30-23:45,0,50,200,2.76,190.26,8.68,63.42,26.03,5.78,38.56,0,4.82,26.03,0,26.03,0,8.68,0.63,17.35,0,0,669.03

96,23:45-24:00,0,50,200,2.76,190.26,8.68,63.42,26.03,5.78,38.56,0,4.82,26.03,0,26.03,0,8.68,0.63,17.35,0,0,669.03

