Block,Time Block,KUDGI,KOTESHWR,KOLDAM,KISHANGANGA,KHSTPP-I,KGSU1AND2,KGSU3AND4,KHSTPP-II,KKNP,KKNPPU2,PARBATI3,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,NAPP,NTPL,BSIUL,CHAMERA3,CHAMERA2,JHAJJAR,BRBCL,DADRT2,CHAMERA1,DHAULIGNGA,FSTPP I & II,DULHASTI,MAPS,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,SALAL,SEWA2,SINGRAULI,RIHAND3,TALA,RIHAND2,TANDA2,SASAN,RIHAND1,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,TALST2,SIMHST2,RSTPSU7,TANAKPUR,ANTA_LF,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,VALLURNTECL,ANTA_GF,UNCHAHAR4,URI2,ANTA_CRF,UNCHAHAR3,TelanganaSTPP,RAPPB,RAMPUR,RAPPC,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,0,8.55,0,0,43.89,0,0,142.96,0,0,0,0,0,22.55,0,0,0,40.46,0,0,0,1.8,202.48,14.46,327.65,0,8.78,17.27,47.65,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,309.08,88.69,0,0,0,0,0,0,8.64,0,35.27,2.13,0,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

62,15:15-15:30,0,8.55,0,0,43.89,0,0,142.96,0,0,0,0,0,22.55,0,0,0,40.46,0,0,0,1.8,202.48,14.46,327.65,0,8.78,17.27,47.65,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,309.08,88.69,0,0,0,0,0,0,8.64,0,35.27,2.13,0,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

63,15:30-15:45,0,8.55,0,0,43.89,0,0,142.96,0,0,0,0,0,22.55,0,0,0,40.46,0,0,0,1.8,202.48,14.46,327.65,0,8.78,17.27,47.65,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,309.08,88.69,0,0,0,0,0,0,8.64,0,35.27,2.13,0,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

64,15:45-16:00,0,8.55,0,0,43.89,0,0,142.96,0,0,0,0,0,22.55,0,0,0,40.46,0,0,0,1.8,202.48,14.46,327.65,0,8.78,17.27,47.65,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,309.08,88.69,0,0,0,0,0,0,8.64,0,35.27,2.13,0,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

65,16:00-16:15,0,8.55,0,0,43.89,0,0,142.96,0,0,0,0,0,28.03,0,0,0,40.46,0,0,0,1.8,202.48,14.46,327.65,0,1.27,17.27,47.65,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,309.08,88.69,0,0,0,0,0,0,7.4,0,35.27,2.13,0,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

66,16:15-16:30,0,8.55,0,0,43.89,0,0,142.96,0,0,0,0,0,38.35,0,0,0,40.46,0,0,0,1.8,202.48,14.46,327.65,0,1.27,17.27,47.65,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,309.08,88.69,0,0,0,0,0,0,7.4,0,35.27,2.13,0,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

67,16:30-16:45,0,8.55,0,0,43.89,0,0,116.29,0,0,0,0,0,38.35,0,0,0,40.46,0,0,0,1.8,283.45,14.46,327.65,0,1.27,17.27,47.65,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,319.92,88.69,0,0,0,0,0,0,7.4,0,35.27,2.13,14.39,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

68,16:45-17:00,0,8.55,0,0,43.89,0,0,116.29,0,0,0,0,0,38.35,0,0,0,40.46,0,0,0,1.8,370.21,14.46,327.65,0,1.27,20.05,47.65,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,334.02,88.69,0,0,0,0,0,0,7.4,0,40.87,2.13,14.39,20.09,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

69,17:00-17:15,0,8.55,0,0,43.89,0,0,135.92,0,0,0,0,0,59.34,0,0,0,40.46,0,1.06,0,1.8,370.21,14.46,327.65,0,8.78,20.05,47.65,0,0,0,0,0,0,0,0,0,0,24.65,0,134.65,57.86,0,114.48,0,344.47,88.69,0,0,0,0,0,0,7.4,0,40.87,2.13,14.39,20.09,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

70,17:15-17:30,0,8.55,0,0,43.89,0,0,142.96,0,0,0,0,0,77.59,0,0,0,40.46,0,6.29,9.33,3.86,370.21,14.46,327.65,0,17.57,20.05,47.65,0,0,0,0,0,0,0,0,0,0,24.65,0,134.65,57.86,0,114.48,0,352.06,88.69,0,0,0,0,0,0,7.4,0,40.87,2.13,28.79,20.09,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

71,17:30-17:45,0,8.55,0,0,43.89,0,0,142.96,0,0,0,0,0,95.85,0,0,0,40.46,0,6.29,18.66,12.7,455.31,14.46,327.65,11.42,26.49,20.05,47.65,0,0,0,0,0,0,0,0,0,0,24.65,0,134.65,57.86,0,114.48,0,359.65,88.69,0,0,0,0,0,0,7.4,0,40.87,2.13,45.01,20.09,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

72,17:45-18:00,0,9.51,0,0,43.89,0,0,142.96,0,0,0,0,0,135.29,0,0,0,40.46,0,18.86,29.46,39.32,455.31,14.46,327.65,11.42,36.29,20.05,48.13,0,0,0,0,0,0,0,0,0,0,24.65,0,134.65,57.86,0,114.48,0,367.25,88.69,0,0,0,0,0,0,10.5,0,40.87,2.13,60,20.09,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

73,18:00-18:15,0,9.51,0,0,43.89,0,0,142.96,0,0,0,0,0,135.29,0,0,0,40.46,0,18.86,29.46,39.32,455.31,14.46,327.65,27.09,36.29,20.05,48.13,0,0,0,0,0,0,0,0,0,0,76.52,2.57,134.65,57.86,0,114.48,0,374.84,88.69,0,0,0,0,0,0,10.5,0,40.87,2.13,60,20.09,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

74,18:15-18:30,0,9.51,0,0,43.89,0,0,142.96,0,0,0,0,0,135.29,0,0,0,40.46,0,18.86,29.46,39.32,455.31,14.46,327.65,40.63,36.29,20.05,48.13,0,0,0,0,0,0,0,0,0,0,76.52,6.93,134.65,57.86,0,114.48,0,383.06,88.69,0,0,0,0,0,0,10.5,0,40.87,4.25,60,20.09,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

75,18:30-18:45,0,9.51,0,0,43.89,0,0,142.96,0,0,0,0,0,135.29,0,0,0,40.46,0,18.86,29.46,39.32,455.31,14.46,329.27,40.63,36.29,20.05,48.13,0,0,0,0,0,0,0,0,0,0,76.52,15.24,134.65,57.86,0,114.48,0,352.46,88.69,0,0,0,0,0,0,10.5,0,40.87,39.38,60,20.09,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

76,18:45-19:00,0,9.51,0,0,43.89,0,0,142.96,0,0,2.46,0,0,135.29,0,0,0,40.46,0,18.86,29.46,39.32,455.31,14.46,329.27,40.63,36.29,20.05,48.13,0,0,0,0,0,0,0,0,0,0,76.52,15.24,134.65,57.86,0,114.48,0,352.46,88.69,0,0,0,0,0,0,10.5,0,40.87,39.38,60,20.09,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

77,19:00-19:15,0,9.51,0,0,43.89,0,0,142.96,0,0,4.91,0,0,135.29,0,0,0,40.46,0,18.86,29.46,39.32,455.31,14.46,329.27,40.63,36.29,20.05,48.13,0,0,0,0,0,0,0,0,0,0,24.65,15.24,134.65,57.86,0,114.48,0,352.46,88.69,0,0,0,0,0,0,10.5,0,40.87,4.25,60,20.09,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

78,19:15-19:30,0,9.51,0,0,43.89,0,0,142.96,0,0,31.91,0,0,135.29,0,0,0,40.46,0,18.86,29.46,39.32,455.31,14.46,329.27,40.63,36.29,20.05,48.13,0,0,0,0,0,0,0,0,0,0,12.32,15.24,134.65,57.86,0,114.48,0,352.46,88.69,0,0,0,0,0,0,10.5,0,40.87,2.13,60,20.09,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

79,19:30-19:45,0,9.51,0,0,42.14,0,0,142.96,0,0,47.25,0,0,135.29,0,0,0,40.46,0,18.86,29.46,39.32,455.31,14.46,329.27,40.63,36.29,20.05,48.13,0,0,0,0,0,0,0,0,0,0,12.32,15.24,134.65,57.86,0,114.48,0,352.46,88.69,0,0,0,0,0,0,10.5,0,40.87,2.13,60,20.09,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

80,19:45-20:00,0,8.55,0,0,42.14,0,0,142.96,0,0,47.25,0,0,95.85,0,0,0,40.46,0,18.86,29.46,12.7,370.21,14.46,329.27,40.63,26.49,20.05,31.77,0,0,0,0,0,0,0,0,0,0,12.32,15.24,134.65,57.86,0,114.48,0,352.46,88.69,0,0,0,0,0,0,8.64,0,40.87,2.13,60,20.09,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

81,20:00-20:15,0,8.55,0,0,42.7,0,0,142.96,0,0,47.25,0,0,77.59,0,0,0,40.46,0,6.29,18.66,3.21,283.45,14.46,329.27,40.63,17.57,20.05,31.77,0,0,0,0,0,0,0,0,0,0,12.32,11.57,134.65,57.86,0,114.48,0,352.46,88.69,0,0,0,0,0,0,8.64,0,40.87,4.25,60,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

82,20:15-20:30,0,8.55,0,0,42.71,0,0,142.96,0,0,47.25,0,0,59.34,0,0,0,40.46,0,1.06,9.33,3.21,202.48,14.46,329.27,13.54,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,12.32,8.52,134.65,57.86,0,114.48,0,352.46,88.69,0,0,0,0,0,0,8.64,0,40.87,39.38,59.28,20.09,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

83,20:30-20:45,0,8.55,0,0,42.71,0,0,142.96,0,0,31.91,0,0,38.35,0,0,0,40.46,0,0,9.33,3.21,202.48,14.46,329.27,13.54,1.27,20.05,31.77,0,0,0,0,0,0,0,0,0,0,12.32,7.71,134.65,57.86,0,114.48,0,352.46,88.69,0,0,0,0,0,0,8.64,0,40.87,39.38,43.18,20.09,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

84,20:45-21:00,0,8.55,0,0,42.71,0,0,142.96,0,0,4.91,0,0,38.35,0,0,0,40.46,0,0,9.33,3.21,202.48,14.46,329.27,13.54,1.27,20.05,31.77,0,0,0,0,0,0,0,0,0,0,12.32,7.71,134.65,57.86,0,114.48,0,352.46,88.69,0,0,0,0,0,0,8.64,0,40.87,4.25,43.18,20.09,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

85,21:00-21:15,0,8.55,0,0,42.71,0,0,142.96,0,0,2.46,0,0,38.35,0,0,0,40.46,0,0,9.33,3.21,202.48,14.46,329.27,13.54,1.27,20.05,31.77,0,0,0,0,0,0,0,0,0,0,12.32,7.71,134.65,57.86,0,114.48,0,352.46,88.69,0,0,0,0,0,0,8.64,0,40.87,2.13,43.18,20.09,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

86,21:15-21:30,0,8.55,0,0,42.71,0,0,142.96,0,0,0,0,0,38.35,0,0,0,40.46,0,0,9.33,3.21,202.48,14.46,327.65,11.42,1.27,20.05,31.77,0,0,0,0,0,0,0,0,0,0,12.32,7.71,134.65,57.86,0,114.48,0,352.46,88.69,0,0,0,0,0,0,8.64,0,40.87,2.13,43.18,20.09,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

87,21:30-21:45,0,8.55,0,0,42.71,0,0,142.96,0,0,0,0,0,38.35,0,0,0,40.46,0,0,9.33,3.21,202.48,14.46,327.65,0,1.27,20.05,31.77,0,0,0,0,0,0,0,0,0,0,12.32,7.71,134.65,57.86,0,114.48,0,352.46,88.69,0,0,0,0,0,0,8.64,0,40.87,2.13,28.79,20.09,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

88,21:45-22:00,0,8.55,0,0,42.71,0,0,142.96,0,0,0,0,0,38.35,0,0,0,40.46,0,0,9.33,3.21,202.48,14.46,327.65,0,1.27,20.05,31.77,0,0,0,0,0,0,0,0,0,0,12.32,7.71,134.65,57.86,0,114.48,0,352.46,88.69,0,0,0,0,0,0,8.64,0,40.87,4.25,28.79,20.09,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

89,22:00-22:15,0,8.55,0,0,42.71,0,0,142.96,0,0,0,0,0,38.35,0,0,0,40.46,0,0,9.33,12.7,202.48,14.46,327.65,0,1.27,20.05,31.77,0,0,0,0,0,0,0,0,0,0,12.32,7.71,134.65,57.86,0,114.48,0,352.46,88.69,0,0,0,0,0,0,8.64,0,40.87,39.38,28.79,20.09,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

90,22:15-22:30,0,8.55,0,0,42.71,0,0,142.96,0,0,0,0,0,38.35,0,0,0,40.46,0,0,9.33,12.7,202.48,14.46,327.65,0,1.27,20.05,31.77,0,0,0,0,0,0,0,0,0,0,12.32,7.71,134.65,57.86,0,114.48,0,352.46,88.69,0,0,0,0,0,0,8.64,0,40.87,39.38,28.79,20.09,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

91,22:30-22:45,0,8.55,0,0,42.71,0,0,142.96,0,0,0,0,0,38.35,0,0,0,40.46,0,0,9.33,12.7,202.48,14.46,327.65,0,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,12.32,2.57,134.65,57.86,0,114.48,0,352.46,88.69,0,0,0,0,0,0,8.64,0,40.87,6.39,28.79,20.09,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

92,22:45-23:00,0,8.55,0,0,42.71,0,0,142.96,0,0,0,0,0,38.35,0,0,0,40.46,0,0,9.33,12.7,202.48,14.46,327.65,0,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,352.46,88.69,0,0,0,0,0,0,8.64,0,40.87,2.13,28.79,20.09,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

93,23:00-23:15,0,8.55,0,0,42.71,0,0,142.96,0,0,0,0,0,38.35,0,0,0,40.46,0,0,9.33,12.7,202.48,14.46,327.65,0,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,352.46,88.69,0,0,0,0,0,0,8.64,0,40.87,2.13,28.79,20.09,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

94,23:15-23:30,0,8.55,0,0,42.71,0,0,142.96,0,0,0,0,0,38.35,0,0,0,40.46,0,0,0,12.7,202.48,14.46,327.65,0,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,352.46,88.69,0,0,0,0,0,0,8.64,0,40.87,2.13,28.79,20.09,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

95,23:30-23:45,0,8.55,0,0,42.71,0,0,142.96,0,0,0,0,0,38.35,0,0,0,40.46,0,0,0,1.93,202.48,14.46,327.65,0,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,352.46,88.69,0,0,0,0,0,0,8.64,0,40.87,2.13,28.79,20.09,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

96,23:45-24:00,0,8.55,0,0,42.71,0,0,142.96,0,0,0,0,0,38.35,0,0,0,40.46,0,0,0,1.93,202.48,14.46,327.65,0,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,352.46,88.69,0,0,0,0,0,0,8.64,0,40.87,2.13,28.79,20.09,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

