Block,Time Block,VALLURNTECL,UNCHAHAR3,URI2,URI,UNCHAHAR4,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,UNCHAHAR2,TALST2,TANDA2,TANAKPUR,TALA,TEHRI,UNCHAHAR1,TelanganaSTPP,RIHAND2,RIHAND1,RAPPC,RIHAND3,RAPPB,SASAN,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,SIMHST2,RSTPSU7,SALAL,SEWA2,SINGRAULI,MAPS,NLCTS2EXP,RAMPUR,NLCIIST1,NNTPP,NJPC,NLCIIST2,NTPL,PARBATI3,NAPP,NLCEXP,BSIUL,CHAMERA3,JHAJJAR,KGSU1AND2,CHAMERA2,BRBCL,DHAULIGNGA,DADRT2,FSTPP I & II,DULHASTI,KGSU3AND4,CHAMERA1,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-II,KUDGI,KOTESHWR,KHSTPP-I,KKNP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,0,19.28,4.15,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0,4.31,0,0,14.9,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,0,351.55,0,0,19.24,0,158.42,12.08,0,0,0,0,0,0,142.66,0,8.54,43.5,0,0,0,0,0,0

63,15:30-15:45,0,19.28,4.15,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0,4.31,0,0,14.9,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,0,351.55,0,0,19.24,0,190.06,12.08,0,0,0,0,0,0,142.66,0,8.54,43.5,0,0,0,0,0,0

64,15:45-16:00,0,19.28,4.15,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0,4.31,0,0,14.9,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,0,351.55,0,0,19.24,0,237.2,12.08,0,0,0,0,0,0,142.66,0,8.54,43.5,0,0,0,0,0,0

65,16:00-16:15,0,22.79,4.15,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,17.34,0,0,3.94,0,15.46,17.64,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,0,438.13,0,0,19.24,0,261.25,13.83,15.85,0,0,0,0,0,142.66,0,8.54,31.53,0,0,0,0,0,0

66,16:15-16:30,0,22.79,4.15,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,17.34,0,0,3.94,0,29.94,17.64,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,0,457.37,0,0,19.24,0,285.3,14.21,15.85,0,0,0,0,0,142.66,0,8.54,31.53,0,0,0,0,0,0

67,16:30-16:45,0,25.39,4.15,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,19.37,0,0,3.94,0,44.91,19.78,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,7.82,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,0,501.63,0,0,19.24,0,289.93,16.58,15.85,0,0,0,0,0,142.66,0,8.54,31.53,0,0,0,0,0,0

68,16:45-17:00,0,25.39,4.15,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,19.37,0,0,1.97,0,48.54,19.78,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,7.82,0,121.17,0,0,0,0,0,18.22,0,0,0,41.81,0,0,0,526.64,0,0,19.24,0,289.93,16.58,15.85,0,0,0,0,0,142.66,0,8.54,31.53,0,0,0,0,0,0

69,17:00-17:15,0,25.39,4.15,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,17.34,0,0,1.97,0,59.87,19.78,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,7.82,0,121.17,0,0,0,0,0,36.44,0,0,0,41.81,0,0,0,505.47,0,0,19.24,0,289.93,16.58,15.85,0,0,0,0,0,142.66,0,8.54,31.53,0,0,0,0,0,0

70,17:15-17:30,0,25.39,4.15,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,19.37,0,0,1.97,0,59.87,19.78,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,7.82,5.07,121.17,0,0,0,0,0,54.66,0,0,0,41.81,0,1.06,0,552.95,0,2.57,19.24,0,289.93,16.58,15.85,0,11.7,0,0,0,142.66,0,17.08,31.53,0,0,0,0,0,0

71,17:30-17:45,0,25.39,4.15,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,19.37,0,0,1.97,0,59.87,19.78,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,2.24,10.13,121.17,0,0,0,0,0,74.7,0,0,0,41.81,0,2.12,9.3,549.73,0,3.85,19.24,7.75,324.74,16.58,31.7,0,13.52,0,0,0,142.66,0,25.62,31.53,0,0,0,0,0,0

72,17:45-18:00,0,25.39,4.15,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,19.37,0,0,1.97,0,59.87,19.78,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,2.24,14.49,121.17,0,0,0,0,0,112.52,0,0,0,41.81,0,12.54,18.64,530.49,0,25.34,19.24,15.37,321.03,16.58,31.7,0,26.98,0,0,0,142.66,0,38.32,31.53,0,0,0,0,0,0

73,18:00-18:15,0,25.39,4.15,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,19.37,0,0,1.97,0,59.87,19.78,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,2.24,14.49,121.17,0,0,0,0,0,112.52,0,0,0,41.81,0,12.54,18.64,591.43,0,25.34,19.24,30.88,356.14,16.58,31.7,0,26.98,0,0,0,142.66,0,38.32,31.53,0,0,0,0,0,0

74,18:15-18:30,0,25.39,4.15,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,19.37,0,0,1.97,0,59.87,19.78,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,2.24,14.49,121.17,0,0,0,0,0,112.52,0,0,0,41.81,0,12.54,18.64,601.05,0,25.34,19.24,32.16,380.02,16.58,31.7,0,26.98,0,0,0,142.66,0,38.32,31.53,0,0,0,0,0,0

75,18:30-18:45,0,25.39,4.15,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,19.37,0,0,1.11,0,59.87,19.78,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,12.29,14.49,121.17,0,0,0,0,0,112.52,0,0,0,41.81,0,12.54,18.64,601.05,0,25.34,19.24,32.16,385.17,16.58,31.7,0,26.98,0,0,0,142.66,0,38.32,31.53,0,0,0,0,0,0

76,18:45-19:00,0,25.39,4.15,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,19.37,0,0,1.11,0,59.87,19.78,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,53.65,10.13,121.17,0,0,0,0,0,112.52,0,0,0,41.81,0,12.54,18.64,572.19,0,25.34,19.24,32.16,385.17,16.58,31.7,0,26.98,0,0,0,142.66,0,38.32,31.53,0,0,0,0,0,0

77,19:00-19:15,0,25.39,4.15,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,19.37,0,0,1.11,0,59.87,19.78,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,53.65,5.07,121.17,0,0,0,0,0,91.1,0,0,3.67,41.81,0,12.54,18.64,533.71,0,25.34,19.24,15.37,379.58,16.58,31.7,0,23.56,0,0,0,142.66,0,38.32,31.53,0,0,0,0,0,0

78,19:15-19:30,0,25.39,4.15,25.48,0,0,0,0,0,0,0,0,0,0,0,0,0,19.37,0,0,1.11,0,59.87,19.78,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,53.65,5.07,121.17,0,0,0,0,0,90,0,0,15.92,41.81,0,6.27,1.22,533.71,0,0,19.24,15.37,369.96,16.58,31.7,0,11.55,0,0,0,142.66,0,18.97,31.53,0,0,0,0,0,0

79,19:30-19:45,0,25.39,4.15,25.48,0,0,0,0,0,0,0,0,0,0,0,0,0,19.37,0,0,1.11,0,59.87,19.78,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,53.65,0,121.17,0,0,0,0,0,67.5,0,0,15.92,41.81,0,1.06,0,533.71,0,0,19.24,7.62,360.34,16.58,15.85,0,11.55,0,0,0,142.66,0,8.54,31.53,0,0,0,0,0,0

80,19:45-20:00,0,25.39,4.15,25.48,0,0,0,0,0,0,0,0,0,0,0,0,0,19.37,0,0,1.11,0,59.87,19.78,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,12.29,0,121.17,0,0,0,0,0,67.5,0,0,15.92,41.81,0,0,0,533.71,0,0,19.24,0,350.72,16.58,15.85,0,0,0,0,0,142.66,0,8.54,31.53,0,0,0,0,0,0

81,20:00-20:15,0,21.88,4.15,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,0,0,3.08,0,44.91,17.04,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,38.27,0,0,15.92,41.81,0,0,0,445.2,0,0,19.24,0,380.35,14.44,15.85,0,0,0,0,0,142.66,0,8.54,31.53,0,0,0,0,0,0

82,20:15-20:30,0,21.88,4.15,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,0,0,3.08,0,29.94,17.04,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,38.27,0,0,15.92,41.81,0,0,0,379.79,0,0,19.24,0,379.58,16.58,15.85,0,0,0,0,0,142.66,0,8.54,31.53,0,0,0,0,0,0

83,20:30-20:45,0,21.88,4.15,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,0,0,3.08,0,29.94,17.04,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,38.27,0,0,15.92,41.81,0,0,0,379.79,0,0,19.24,0,379.58,16.58,15.85,0,0,0,0,0,142.66,0,8.54,31.53,0,0,0,0,0,0

84,20:45-21:00,0,21.88,4.15,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,0,0,3.08,0,29.94,17.04,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,18.5,0,0,3.42,41.81,0,0,0,379.79,0,0,19.24,0,385.35,16.58,15.85,0,0,0,0,0,142.66,0,8.54,31.53,0,0,0,0,0,0

85,21:00-21:15,0,21.88,4.15,25.48,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,0,0,3.08,0,29.94,17.04,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,0,379.79,0,0,19.24,0,379.58,16.58,15.85,0,0,0,0,0,142.66,0,8.54,31.53,0,0,0,0,0,0

86,21:15-21:30,0,21.88,4.15,25.48,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,0,0,3.08,0,29.94,17.04,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,0,375.75,0,0,19.24,0,369.96,16.58,15.85,0,0,0,0,0,142.66,0,8.54,31.53,0,0,0,0,0,0

87,21:30-21:45,0,16.5,4.15,25.48,0,0,0,0,0,0,0,0,0,0,0,0,0,13.01,0,0,3.08,0,14.97,13.16,0,114.24,88.5,51.4,119.6,0,326.84,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,0,375.75,0,0,19.24,0,350.72,16.58,15.85,0,0,0,0,0,142.66,0,8.54,31.53,0,0,0,0,0,0

88,21:45-22:00,0,16.5,4.15,10.62,0,0,0,0,0,0,0,0,0,0,0,0,0,13.01,0,0,3.08,0,14.97,13.16,0,114.24,88.5,51.4,119.6,0,326.84,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,0,375.75,0,0,19.24,0,321.86,14.44,15.85,0,0,0,0,0,142.66,0,8.54,31.53,0,0,0,0,0,0

89,22:00-22:15,0,16.5,4.15,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,13.01,0,0,3.08,0,0,13.16,0,114.24,88.5,51.4,119.6,0,326.84,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,0,375.75,0,0,19.24,0,328.11,14.44,15.85,0,0,0,0,0,142.66,0,8.54,31.53,0,0,0,0,0,0

90,22:15-22:30,0,16.5,4.15,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,13.01,0,0,3.08,0,0,13.16,0,114.24,88.5,51.4,119.6,0,326.84,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,0,375.75,0,0,19.24,0,302.62,14.44,15.85,0,0,0,0,0,142.66,0,8.54,31.53,0,0,0,0,0,0

91,22:30-22:45,0,16.5,4.15,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,13.01,0,0,3.7,0,0,13.16,0,114.24,88.5,51.4,119.6,0,326.84,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,0,375.75,0,0,19.24,0,292.03,14.44,15.85,0,0,0,0,0,142.66,0,8.54,31.53,0,0,0,0,0,0

92,22:45-23:00,0,16.5,4.15,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,13.01,0,0,3.7,0,0,13.16,0,114.24,88.5,51.4,119.6,0,326.84,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,0,375.75,0,0,19.24,0,292.03,14.44,15.85,0,0,0,0,0,142.66,0,8.54,31.53,0,0,0,0,0,0

93,23:00-23:15,0,16.5,4.15,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,11.22,0,0,3.7,0,0,13.16,0,114.24,88.5,51.4,119.6,0,326.84,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,0,346.2,0,0,19.24,0,292.03,14.44,15.85,0,0,0,0,0,128.36,0,8.54,29.2,0,0,0,0,0,0

94,23:15-23:30,0,16.5,4.15,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,11.22,0,0,3.7,0,0,13.16,0,114.24,88.5,51.4,119.6,0,326.84,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,0,346.2,0,0,19.24,0,292.03,14.44,15.85,0,0,0,0,0,122.96,0,8.54,29.2,0,0,0,0,0,0

95,23:30-23:45,0,16.5,7.76,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,11.22,0,0,3.7,0,0,13.16,0,114.24,88.5,51.4,119.6,0,326.84,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,0,346.2,0,0,19.24,0,292.03,14.44,15.85,0,0,0,0,0,122.96,0,8.54,29.2,0,0,0,0,0,0

96,23:45-24:00,0,16.5,7.76,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,11.22,0,0,3.7,0,0,13.16,0,114.24,88.5,51.4,119.6,0,326.84,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,0,346.2,0,0,19.24,0,292.03,14.44,15.85,0,0,0,0,0,122.96,0,8.54,29.2,0,0,0,0,0,0

