Block,Time,L_NR_2020_02,L_NR_2012_02,L_NR_2012_07,LT-36,L_NR_2018_61,LT-35,LT-05,LT-59,L_NR_2019_11,L_NR_2012_01,L_NR_2012_04,LT-31,L_NR_2023_04,SH-07,SH-06,L_NR_2022_08,L_NR_2023_10,L_NR_2021_15,L_NR_2022_09,L_NR_2019_07,L_NR_2022_10,L_NR_2020_07,L_NR_2021_17,L_NR_2019_19,L_NR_2020_05,L_NR_2020_06,L_NR_2019_06,L_NR_2021_16,L_NR_2021_12,L_NR_2019_05,L_NR_2021_13,L_NR_2021_14,L_NR_2023_07
66,16:15-16:30,11.910000,261.860000,50.010000,8.440000,27.31,8.240000,70.590000,10.430000,10.780000,0.000000,272.170000,8.240000,29.580000,26.120000,26.120000,38.33,40.5,34,80,33,80,39.16,25.33,49.998,117.5,39.17,33,50.67,171.05,33,34.21,56.02,94.5

67,16:30-16:45,11.910000,261.860000,50.010000,7.460000,26.71,7.280000,70.590000,10.430000,10.780000,0.000000,272.170000,7.280000,29.580000,26.120000,26.120000,38.33,36,32,80,33,80,39.16,23,44.6745,117.5,39.17,33,46,155.34,20.87,31.07,49.49,84

68,16:45-17:00,11.910000,261.860000,50.010000,6.520000,26.11,6.370000,70.590000,10.430000,10.780000,0.000000,272.170000,6.370000,29.580000,26.120000,26.120000,40,31.5,28,80,25,80,39.16,21,38.181,117.5,39.17,33,42,139.63,10.97,27.92,42.99,73.5

69,17:00-17:15,11.910000,261.860000,65.030000,5.710000,24.71,5.580000,70.590000,10.430000,10.780000,0.000000,272.170000,5.580000,30.600000,26.120000,26.120000,38.33,27,24,80,20,80,39.16,18.66,31.9215,117.5,39.17,33,37.34,123.92,4.08,24.78,34.47,63

70,17:15-17:30,11.910000,261.860000,65.030000,4.700000,23.71,4.580000,70.590000,10.430000,10.780000,0.000000,272.170000,4.580000,30.600000,26.120000,26.120000,38.33,21,22,80,15,80,39.16,14.67,25.818,117.5,39.17,33,29.33,108.2,0.58,21.64,28.28,49

71,17:30-17:45,11.910000,261.860000,65.030000,3.800000,22.11,3.710000,70.590000,10.430000,10.780000,0.000000,272.170000,3.710000,30.600000,26.120000,26.120000,38.33,15,18,80,8.74,80,39.16,12.67,20.1825,117.5,39.17,30.86,25.33,91.87,0,18.37,20.73,35

72,17:45-18:00,11.910000,261.860000,65.030000,2.800000,20.71,2.730000,70.590000,10.430000,10.780000,0.000000,272.170000,2.730000,30.600000,26.120000,26.120000,38.33,12,13,80,2.7,80,39.16,10,14.8005,117.5,39.17,19.21,20,75.53,0,15.11,11.49,28

73,18:00-18:15,11.910000,261.860000,65.030000,2.040000,20.11,2.000000,94.880000,10.430000,10.780000,0.000000,272.170000,2.000000,30.600000,24.700000,24.700000,38.33,10.28,9,80,0,80,39.16,8.33,10.69575,117.5,39.17,0,16.67,59.2,0,11.84,7.66,23.99

74,18:15-18:30,11.910000,261.860000,74.200000,1.440000,19.11,1.410000,116.130000,10.430000,10.780000,0.000000,272.170000,1.410000,30.600000,24.700000,24.700000,38.33,6.79,6,80,0,80,39.16,6,5.889,117.5,39.17,0,12,42.87,0,8.57,2.05,15.85

75,18:30-18:45,11.910000,261.860000,74.200000,0.820000,15.18,0.800000,116.130000,10.430000,10.780000,0.000000,272.170000,0.800000,30.600000,24.700000,24.700000,38.33,4.01,4,80,0,80,39.16,5,1.74525,117.5,39.17,0,10,24.11,0,4.82,1.03,9.36

76,18:45-19:00,11.910000,261.860000,74.200000,0.350000,15.18,0.340000,116.130000,10.430000,10.780000,0.000000,272.170000,0.340000,30.600000,22.450000,22.450000,38.33,2.1,2,80,0,80,39.16,4.33,0.0585,117.5,39.17,0,8.67,10.72,0,2.14,0.34,4.9

77,19:00-19:15,11.910000,261.860000,74.200000,0.130000,15.18,0.130000,116.130000,10.430000,10.780000,0.000000,272.170000,0.130000,30.600000,22.450000,22.450000,38.33,0.84,0.87,80,0,80,39.16,3,0,117.5,39.17,0,6,3.55,0,0.71,0.04,1.96

78,19:15-19:30,11.910000,261.860000,74.200000,0.000000,16.16,0.000000,116.130000,10.430000,10.780000,0.000000,272.170000,0.000000,30.600000,22.450000,22.450000,38.33,0.14,0.19,80,0,80,39.16,1.67,0,117.5,39.17,0,3.33,0.89,0,0.18,0,0.32

79,19:30-19:45,11.910000,261.860000,74.200000,0.000000,14.11,0.000000,116.130000,10.430000,10.780000,0.000000,272.170000,0.000000,30.600000,10.540000,10.540000,38.33,0,0,80,0,80,40.84,0.33,0,122.5,40.83,0,0.67,0,0,0,0,0

80,19:45-20:00,11.910000,261.860000,74.200000,0.000000,14.14,0.000000,116.130000,10.430000,10.780000,0.000000,272.170000,0.000000,30.600000,10.540000,10.540000,11.88,0,0,80,0,80,40.84,0,0,122.5,40.83,0,0,0,0,0,0,0

81,20:00-20:15,11.910000,261.860000,74.200000,0.000000,14.18,0.000000,116.130000,10.430000,10.780000,0.000000,272.170000,0.000000,30.640000,10.540000,10.540000,11.88,0,0,78.33,0,78.33,40.84,0,0,122.5,40.83,0,0,0,0,0,0,0

82,20:15-20:30,11.910000,261.860000,74.200000,0.000000,14.51,0.000000,116.130000,10.430000,10.780000,0.000000,272.170000,0.000000,30.640000,10.540000,10.540000,11.88,0,0,78.33,0,78.33,40.84,0,0,122.5,40.83,0,0,0,0,0,0,0

83,20:30-20:45,11.910000,261.860000,74.200000,0.000000,15.11,0.000000,116.130000,10.430000,10.780000,0.000000,272.170000,0.000000,30.640000,10.540000,10.540000,12.12,0,0,78.33,0,78.33,40.84,0,0,122.5,40.83,0,0,0,0,0,0,0

84,20:45-21:00,11.910000,261.860000,74.200000,0.000000,15.91,0.000000,116.130000,10.430000,10.780000,0.000000,272.170000,0.000000,30.640000,10.540000,10.540000,13.33,0,0,78.33,0,78.33,40.84,0,0,122.5,40.83,0,0,0,0,0,0,0

85,21:00-21:15,11.910000,261.860000,74.200000,0.000000,17.14,0.000000,116.130000,10.430000,10.780000,0.000000,272.170000,0.000000,29.670000,10.540000,10.540000,14.17,0,0,78.33,0,78.33,40.84,0,0,122.5,40.83,0,0,0,0,0,0,0

86,21:15-21:30,11.910000,261.860000,74.200000,0.000000,18.51,0.000000,116.130000,10.430000,10.780000,0.000000,272.170000,0.000000,29.670000,10.540000,10.540000,21.99,0,0,78.33,0,78.33,40.84,0,0,122.5,40.83,0,0,0,0,0,0,0

87,21:30-21:45,11.910000,261.860000,74.200000,0.000000,12.4,0.000000,116.130000,10.430000,10.780000,0.000000,272.170000,0.000000,29.670000,10.540000,10.540000,28.55,0,0,78.33,0,78.33,40.84,0,0,122.5,40.83,0,0,0,0,0,0,0

88,21:45-22:00,11.910000,261.860000,74.200000,0.000000,12.85,0.000000,116.130000,10.430000,10.780000,0.000000,272.170000,0.000000,29.750000,10.540000,10.540000,36.79,0,0,78.33,0,78.33,40.84,0,0,122.5,40.83,0,0,0,0,0,0,0

89,22:00-22:15,11.910000,261.860000,74.200000,0.000000,14.19,0.000000,116.130000,10.430000,10.780000,0.000000,272.170000,0.000000,29.750000,10.540000,10.540000,38.33,0,0,78.33,0,78.33,40.84,0,0,122.5,40.83,0,0,0,0,0,0,0

90,22:15-22:30,11.910000,261.860000,74.200000,0.000000,15.51,0.000000,116.130000,10.430000,10.780000,0.000000,272.170000,0.000000,29.750000,10.540000,10.540000,38.33,0,0,78.33,0,78.33,40.84,0,0,122.5,40.83,0,0,0,0,0,0,0

91,22:30-22:45,11.910000,261.860000,74.200000,0.000000,16.61,0.000000,116.130000,10.430000,10.780000,0.000000,272.170000,0.000000,29.750000,10.540000,10.540000,38.33,0,0,78.33,0,78.33,40.84,0,0,122.5,40.83,0,0,0,0,0,0,0

92,22:45-23:00,11.910000,261.860000,74.200000,0.000000,19.71,0.000000,116.130000,10.430000,10.780000,0.000000,272.170000,0.000000,29.750000,10.540000,10.540000,38.33,0,0,78.33,0,78.33,40.84,0,0,122.5,40.83,0,0,0,0,0,0,0

93,23:00-23:15,11.910000,261.860000,74.200000,0.000000,22.12,0.000000,116.130000,10.430000,10.780000,0.000000,272.170000,0.000000,28.780000,10.540000,10.540000,26.84,0,0,78.33,0,78.33,40.84,0,0,122.5,40.83,0,0,0,0,0,0,0

94,23:15-23:30,11.910000,261.860000,74.200000,0.000000,22.43,0.000000,116.130000,10.430000,10.780000,0.000000,272.170000,0.000000,28.780000,10.540000,10.540000,27.84,0,0,78.33,0,78.33,40.84,0,0,122.5,40.83,0,0,0,0,0,0,0

95,23:30-23:45,11.910000,261.860000,74.200000,0.000000,22.75,0.000000,116.130000,10.430000,10.780000,0.000000,272.170000,0.000000,28.780000,10.540000,10.540000,28.84,0,0,78.33,0,78.33,40.84,0,0,122.5,40.83,0,0,0,0,0,0,0

96,23:45-24:00,11.910000,261.860000,74.200000,0.000000,23.04,0.000000,116.130000,10.430000,10.780000,0.000000,272.170000,0.000000,28.780000,10.540000,10.540000,29.51,0,0,78.33,0,78.33,40.84,0,0,122.5,40.83,0,0,0,0,0,0,0

