Block,Time,L_NR_2020_02,L_NR_2012_02,L_NR_2012_07,LT-36,L_NR_2018_61,LT-35,LT-05,LT-59,L_NR_2019_11,L_NR_2012_01,L_NR_2012_04,LT-31,L_NR_2023_04,SH-07,SH-06,L_NR_2022_08,L_NR_2023_10,L_NR_2021_15,L_NR_2022_09,L_NR_2019_07,L_NR_2022_10,L_NR_2020_07,L_NR_2021_17,L_NR_2019_19,L_NR_2020_05,L_NR_2020_06,L_NR_2019_06,L_NR_2021_16,L_NR_2021_12,L_NR_2019_05,L_NR_2021_13,L_NR_2021_14,L_NR_2023_07
1,00:00-00:15,11.910000,261.860000,74.200000,0.000000,25.66,0.000000,58.070000,10.390000,10.780000,0.000000,272.170000,0.000000,29.750000,22.450000,22.450000,38.33,0,0,80,0,80,39.16,0,0,117.5,39.17,0,0,0,0,0,0,0

2,00:15-00:30,11.910000,261.860000,74.200000,0.000000,25.74,0.000000,58.070000,10.390000,10.780000,0.000000,272.170000,0.000000,29.750000,22.450000,22.450000,38.33,0,0,80,0,80,39.16,0,0,117.5,39.17,0,0,0,0,0,0,0

3,00:30-00:45,11.910000,261.860000,74.200000,0.000000,25.72,0.000000,58.070000,10.390000,10.780000,0.000000,272.170000,0.000000,29.750000,22.450000,22.450000,38.33,0,0,80,0,80,39.16,0,0,117.5,39.17,0,0,0,0,0,0,0

4,00:45-01:00,11.910000,261.860000,74.200000,0.000000,25.46,0.000000,58.070000,10.390000,10.780000,0.000000,272.170000,0.000000,29.750000,22.450000,22.450000,38.33,0,0,80,0,80,39.16,0,0,117.5,39.17,0,0,0,0,0,0,0

5,01:00-01:15,11.910000,261.860000,74.200000,0.000000,25.19,0.000000,58.070000,10.390000,10.780000,0.000000,272.170000,0.000000,29.750000,24.700000,24.700000,38.33,0,0,80,0,80,39.16,0,0,117.5,39.17,0,0,0,0,0,0,0

6,01:15-01:30,11.910000,261.860000,74.200000,0.000000,24.96,0.000000,58.070000,10.390000,10.780000,0.000000,272.170000,0.000000,29.750000,24.700000,24.700000,38.33,0,0,80,0,80,39.16,0,0,117.5,39.17,0,0,0,0,0,0,0

7,01:30-01:45,11.910000,261.860000,74.200000,0.000000,23.97,0.000000,58.070000,10.390000,10.780000,0.000000,272.170000,0.000000,29.750000,24.700000,24.700000,38.33,0,0,80,0,80,39.16,0,0,117.5,39.17,0,0,0,0,0,0,0

8,01:45-02:00,11.910000,261.860000,74.200000,0.000000,22.89,0.000000,58.070000,10.390000,10.780000,0.000000,272.170000,0.000000,29.750000,24.700000,24.700000,38.33,0,0,80,0,80,39.16,0,0,117.5,39.17,0,0,0,0,0,0,0

9,02:00-02:15,11.910000,227.680000,74.200000,0.000000,22.86,0.000000,58.070000,10.390000,10.780000,0.000000,272.170000,0.000000,29.750000,24.700000,24.700000,38.33,0,0,80,0,80,39.16,0,0,117.5,39.17,0,0,0,0,0,0,0

10,02:15-02:30,11.910000,227.680000,65.030000,0.000000,22.46,0.000000,58.070000,10.390000,10.780000,0.000000,272.170000,0.000000,29.750000,24.700000,24.700000,38.33,0,0,80,0,80,39.16,0,0,117.5,39.17,0,0,0,0,0,0,0

11,02:30-02:45,11.910000,227.680000,65.030000,0.000000,21.88,0.000000,58.070000,10.390000,10.780000,0.000000,272.170000,0.000000,29.750000,24.700000,24.700000,38.33,0,0,80,0,80,39.16,0,0,117.5,39.17,0,0,0,0,0,0,0

12,02:45-03:00,11.910000,227.680000,65.030000,0.000000,20.91,0.000000,58.070000,10.390000,10.780000,0.000000,272.170000,0.000000,29.750000,24.700000,24.700000,38.33,0,0,80,0,80,39.16,0,0,117.5,39.17,0,0,0,0,0,0,0

13,03:00-03:15,11.910000,227.680000,65.030000,0.000000,19.88,0.000000,58.070000,10.390000,10.780000,0.000000,272.170000,0.000000,29.750000,26.120000,26.120000,41.67,0,0,80,0,80,39.16,0,0,117.5,39.17,0,0,0,0,0,0,0

14,03:15-03:30,11.910000,227.680000,65.030000,0.000000,12.05,0.000000,58.070000,10.390000,10.780000,0.000000,272.170000,0.000000,29.750000,26.120000,26.120000,41.67,0,0,80,0,80,39.16,0,0,117.5,39.17,0,0,0,0,0,0,0

15,03:30-03:45,11.910000,227.680000,65.030000,0.000000,11.93,0.000000,58.070000,10.390000,10.780000,0.000000,272.170000,0.000000,29.750000,26.120000,26.120000,41.67,0,0,80,0,80,39.16,0,0,117.5,39.17,0,0,0,0,0,0,0

16,03:45-04:00,11.910000,227.680000,65.030000,0.000000,11.65,0.000000,58.070000,10.390000,10.780000,0.000000,272.170000,0.000000,29.750000,26.120000,26.120000,41.67,0,0,80,0,80,39.16,0,0,117.5,39.17,0,0,0,0,0,0,0

17,04:00-04:15,11.910000,227.680000,65.030000,0.000000,11.45,0.000000,58.070000,10.390000,10.780000,0.000000,272.170000,0.000000,29.750000,26.120000,26.120000,41.67,0,0,80,0,80,39.16,0,0,117.5,39.17,0,0,0,0,0,0,0

18,04:15-04:30,11.910000,227.680000,65.030000,0.000000,11.39,0.000000,58.070000,10.390000,10.780000,0.000000,272.170000,0.000000,29.750000,26.120000,26.120000,41.67,0,0,80,0,80,39.16,0,0,117.5,39.17,0,0,0,0,0,0,0

19,04:30-04:45,11.910000,261.860000,65.030000,0.000000,11.05,0.000000,58.070000,10.390000,10.780000,0.000000,272.170000,0.000000,29.750000,26.120000,26.120000,41.67,0,0,80,0,80,39.16,0,0,117.5,39.17,0,0,0,0,0,0,0

20,04:45-05:00,11.910000,261.860000,49.870000,0.000000,10.45,0.000000,58.070000,10.390000,10.780000,0.000000,272.170000,0.000000,29.750000,26.120000,26.120000,41.67,0,0,80,0,80,39.16,0,0,117.5,39.17,0,0,0,0,0,0,0

21,05:00-05:15,11.910000,261.860000,49.870000,0.000000,10.13,0.000000,35.290000,10.390000,10.780000,0.000000,272.170000,0.000000,30.760000,26.120000,26.120000,41.67,0,0,80,0,80,40,0,0,120,40,0,0,0,0,0,0,0

22,05:15-05:30,11.910000,261.860000,49.870000,0.000000,10.06,0.000000,35.290000,10.390000,10.780000,0.000000,272.170000,0.000000,30.760000,26.120000,26.120000,41.67,0,0,80,0,80,40,0,0,120,40,0,0,0,0,0,0,0

23,05:30-05:45,11.910000,261.860000,44.010000,0.000000,9.65,0.000000,35.290000,10.390000,10.780000,0.000000,272.170000,0.000000,30.760000,26.120000,26.120000,41.67,0,0,80,0,80,40,0,0,120,40,0,0,0,0,0,0,0

24,05:45-06:00,11.910000,261.860000,44.010000,0.000000,9.25,0.000000,35.290000,10.390000,10.780000,0.000000,272.170000,0.000000,30.760000,26.120000,26.120000,41.67,0,0,80,0,80,40,0.33,0,120,40,0,0.67,0.05,0,0.01,0.18,0

25,06:00-06:15,11.910000,261.860000,59.030000,0.000000,8.97,0.000000,58.070000,10.390000,10.780000,0.000000,272.170000,0.000000,30.760000,26.120000,26.120000,41.67,0.47,0.11,80,1.45,80,40,1.33,1.56,120,40,8.12,2.67,2.3,0,0.46,1.66,1.09

26,06:15-06:30,11.910000,261.860000,59.030000,0.150000,7.23,0.150000,58.070000,10.390000,10.780000,0.000000,272.170000,0.150000,30.760000,26.120000,26.120000,41.67,1.81,0.79,80,3,80,40,2,4.836,120,40,16.95,4,6.2,2.04,1.24,3.79,4.21

27,06:30-06:45,11.910000,213.470000,59.030000,0.470000,7.23,0.460000,58.070000,10.390000,10.780000,0.000000,272.170000,0.460000,30.760000,26.120000,26.120000,41.67,3.88,2.22,80,8,80,40,2.67,9.2625,120,40,33,5.33,10.98,5.85,2.19,0.32,9.04

28,06:45-07:00,11.910000,201.640000,59.030000,0.960000,7.23,0.950000,58.070000,10.390000,10.780000,0.000000,272.170000,0.950000,30.760000,26.120000,26.120000,41.67,6.62,4.18,80,15,80,40,4.33,14.664,120,40,32.94,8.67,16.89,13.04,3.38,0.95,15.46

29,07:00-07:15,11.910000,201.640000,44.010000,1.480000,7.24,1.440000,35.290000,10.390000,10.780000,0.000000,272.170000,1.440000,29.800000,26.120000,26.120000,41.67,10.22,6.99,80,22,80,40,5.33,20.67,120,40,33,10.67,25.36,22.31,5.07,3.8,23.85

30,07:15-07:30,11.910000,201.640000,44.010000,2.040000,7.22,2.000000,35.290000,10.390000,10.780000,0.000000,272.170000,2.000000,29.800000,26.120000,26.120000,41.67,14.58,9,80,29.98,80,40,6.33,26.6175,120,40,29.98,12.67,36.15,29.99,7.23,7.92,34.01

31,07:30-07:45,11.910000,201.640000,34.840000,3.010000,7.26,2.940000,35.290000,10.390000,10.780000,0.000000,272.170000,2.940000,29.800000,26.120000,26.120000,41.67,19.47,12,80,30.67,80,40,3.67,30.6735,120,40,30.67,7.33,48.89,30.66,9.78,12.79,45.42

32,07:45:08:00,11.910000,201.640000,34.840000,3.860000,7.23,3.760000,35.290000,10.390000,10.780000,0.000000,272.170000,3.760000,29.800000,26.120000,26.120000,41.67,24.86,17,81.67,30.83,81.67,40,5.67,36.309,120,40,30.83,11.33,62.92,30.84,12.58,19.16,58

33,08:00-08:15,11.910000,153.250000,34.840000,4.900000,7,4.780000,35.290000,10.390000,10.780000,0.000000,272.170000,4.780000,29.800000,26.120000,26.120000,41.67,22.5,20,81.67,32.33,81.67,40,8,42.05175,120,40,32.33,16,75.09,32.34,15.02,28.06,52.5

34,08:15-08:30,11.910000,121.310000,34.840000,5.760000,7,5.620000,35.290000,10.390000,10.780000,0.000000,272.170000,5.620000,30.760000,26.120000,26.120000,41.67,27,22,81.67,32.33,81.67,40,12,47.7165,120,40,32.33,24,89.33,32.34,17.87,35.05,63

35,08:30-08:45,11.910000,121.310000,34.840000,6.700000,7,6.540000,35.290000,10.390000,10.780000,0.000000,272.170000,6.540000,30.760000,26.120000,26.120000,41.67,33,25.5,81.67,32.5,81.67,40,14.67,53.274,120,40,32.5,29.33,103.39,32.5,20.68,43,77

36,08:45:09:00,11.910000,121.310000,34.840000,7.650000,7,7.460000,35.290000,10.390000,10.780000,0.000000,272.170000,7.460000,31.730000,26.120000,26.120000,41.67,37.8,28.3,81.67,32.5,81.67,40,17.66,58.7145,120,40,32.5,35.34,116.97,32.5,23.39,50.22,88.2

37,09:00:09:15,11.910000,121.310000,34.840000,8.440000,7,8.240000,35.290000,10.390000,10.780000,0.000000,272.170000,8.240000,27.700000,26.120000,26.120000,41.67,46.5,32,81.67,32.83,81.67,40,20.66,62.13675,120,40,32.83,41.34,129.79,32.84,25.96,56.27,108.5

38,09:15-09:30,11.910000,167.460000,34.840000,9.200000,7,8.970000,35.290000,10.390000,10.780000,0.000000,272.170000,8.970000,28.660000,26.120000,26.120000,41.67,51,33.3,81.67,32.83,81.67,40,24,67.03125,120,40,32.83,48,141.78,32.84,28.35,60.99,119

39,09:30-09:45,11.910000,167.460000,49.870000,10.020000,7,9.780000,47.450000,10.390000,10.780000,0.000000,272.170000,9.780000,28.660000,26.120000,26.120000,41.67,55.5,35.5,81.67,33,81.67,40,29.33,70.2195,120,40,33,58.67,135.21,33,27.04,67.29,129.5

40,09:45-10:00,11.910000,167.460000,49.870000,10.520000,7,10.270000,58.070000,10.390000,10.780000,0.000000,272.170000,10.270000,29.630000,26.120000,26.120000,41.67,58.5,38.1,81.67,33,81.67,40,31.66,73.01775,120,40,33,63.34,149.25,33,29.85,72.48,136.5

41,10:00-10:15,11.910000,167.460000,49.870000,11.160000,7,10.890000,58.070000,10.430000,10.780000,0.000000,272.170000,10.890000,29.580000,26.120000,26.120000,41.67,63,40.2,81.67,33,81.67,40,35.66,75.7185,120,40,33,71.34,160.56,33,32.11,76.85,147

42,10:15-10:30,11.910000,167.460000,49.870000,11.640000,7,11.350000,58.070000,10.430000,10.780000,0.000000,272.170000,11.350000,29.580000,26.120000,26.120000,41.67,67.5,42,81.67,33,81.67,40,38.33,78.312,120,40,33,76.67,173.96,33,34.79,80.97,157.5

43,10:30-10:45,11.910000,167.460000,49.870000,11.990000,7,11.710000,58.070000,10.430000,10.780000,0.000000,272.170000,11.710000,29.580000,26.120000,26.120000,41.67,70.5,44,81.67,33,81.67,40,39.33,86.892,120,40,33,78.67,186.58,33,37.32,83.79,164.5

44,10:45-11:00,11.910000,167.460000,49.870000,12.470000,7,12.170000,58.070000,10.430000,10.780000,0.000000,272.170000,12.170000,29.580000,26.120000,26.120000,41.67,72,44,81.67,33,81.67,40,40.66,89.778,120,40,33,81.34,191.88,33,38.37,85.15,168

45,11:00-11:15,11.910000,167.460000,49.870000,12.810000,7,12.490000,58.070000,10.430000,10.780000,0.000000,272.170000,12.490000,29.580000,26.120000,26.120000,38.33,75,46,77,33,77,40,42,92.20575,120,40,33,84,213.78,33,42.76,86.13,175

46,11:15-11:30,11.910000,167.460000,49.870000,13.050000,7,12.730000,58.070000,10.430000,10.780000,0.000000,272.170000,12.730000,29.580000,26.120000,26.120000,38.33,75,46,77,33,77,40,41.66,94.11675,120,40,33,83.34,214.59,33,42.92,86.64,175

47,11:30-11:45,11.910000,167.460000,49.870000,13.240000,7,12.910000,58.070000,10.430000,10.780000,0.000000,272.170000,12.910000,28.610000,26.120000,26.120000,38.33,75,46,77,33,77,40,41.33,94.9065,120,40,33,82.67,215.47,33,43.09,86.7,175

48,11:45-12:00,11.910000,167.460000,49.870000,13.240000,7,12.910000,58.070000,10.430000,10.780000,0.000000,272.170000,12.910000,28.610000,26.120000,26.120000,38.33,75,46,77,33,77,40,41.33,95.36475,120,40,33,82.67,216.28,33,43.26,86.7,175

49,12:00-12:15,11.910000,167.460000,49.870000,13.240000,7,12.910000,58.070000,10.430000,10.780000,0.000000,272.170000,12.910000,28.610000,26.120000,26.120000,38.33,75,46,77,33,77,40,41.33,94.848,120,40,33,82.67,216.83,33,43.37,86.7,175

50,12:15-12:30,11.910000,167.460000,49.870000,13.240000,7,12.910000,58.070000,10.430000,10.780000,0.000000,272.170000,12.910000,28.610000,26.120000,26.120000,38.33,75,46,81,33,81,40,41.33,94.91625,120,40,33,82.67,216.83,33,43.37,93.64,175

51,12:30-12:45,11.910000,167.460000,49.870000,13.240000,7,12.910000,58.070000,10.430000,10.780000,0.000000,272.170000,12.910000,28.610000,26.120000,26.120000,38.33,75,46,81,33,81,40,41.33,95.24775,120,40,33,82.67,216.83,33,43.37,93.64,175

52,12:45-13:00,11.910000,167.460000,49.870000,13.240000,7,12.910000,58.070000,10.430000,10.780000,0.000000,272.170000,12.910000,28.610000,26.120000,26.120000,38.33,75,46,81,33,81,40,41.33,95.121,120,40,33,82.67,216.83,33,43.37,93.6,175

53,13:00-13:15,11.910000,166.360000,34.840000,13.240000,7,12.910000,58.070000,10.430000,10.780000,0.000000,272.170000,12.910000,28.610000,26.120000,26.120000,38.33,75,46,81,33,81,40,41.33,94.58475,120,40,33,82.67,216.83,33,43.37,93.5,175

54,13:15-13:30,11.910000,166.360000,34.840000,13.120000,7,12.810000,58.070000,10.430000,10.780000,0.000000,272.170000,12.810000,28.610000,26.120000,26.120000,38.33,75,46,81,33,81,40,41.66,93.4245,120,40,33,83.34,216.83,33,43.37,93.47,175

55,13:30-13:45,11.910000,201.640000,34.840000,12.920000,7,12.610000,58.070000,10.430000,10.780000,0.000000,272.170000,12.610000,28.610000,26.120000,26.120000,38.33,75,46,81,33,81,40,41.66,98.95275,120,40,33,83.34,216.83,33,43.37,93.5,175

56,13:45-14:00,11.910000,201.640000,34.840000,13.880000,7,13.530000,58.070000,10.430000,10.780000,0.000000,272.170000,13.530000,28.610000,26.120000,26.120000,38.33,75,46,81,33,81,40,42,95.277,120,40,33,84,216.83,33,43.37,93.26,175

57,14:00-14:15,11.910000,195.180000,34.840000,13.400000,10.53,13.060000,58.070000,10.430000,10.780000,0.000000,272.170000,13.060000,28.610000,26.120000,26.120000,36.67,73.5,46,81,33,81,40,42.33,91.25025,120,40,33,84.67,229.17,33,45.83,92.34,171.5

58,14:15-14:30,11.910000,226.360000,34.840000,13.080000,14.36,12.770000,58.070000,10.430000,10.780000,0.000000,272.170000,12.770000,28.610000,26.120000,26.120000,36.67,72,45,81,33,81,40,41.33,86.853,120,40,33,82.67,229.17,33,45.83,91.76,168

59,14:30-14:45,11.910000,226.360000,34.840000,12.830000,16.08,12.510000,58.070000,10.430000,10.780000,0.000000,272.170000,12.510000,28.610000,26.120000,26.120000,36.67,70.5,43.7,81,33,81,40,40,84.62025,120,40,33,80,226.63,33,45.32,90.66,164.5

60,14:45-15:00,11.910000,226.360000,65.030000,12.350000,16.62,12.050000,62.340000,10.430000,10.780000,0.000000,272.170000,12.050000,28.610000,26.120000,26.120000,36.67,69,42.5,81,33,81,40,39,81.939,120,40,33,78,218.27,33,43.65,88.82,161

61,15:00-15:15,11.910000,226.360000,65.030000,11.990000,30.12,11.700000,66.420000,10.430000,10.780000,0.000000,272.170000,11.700000,28.610000,26.120000,26.120000,36.67,66,42,81,33,81,40,36.33,64.41825,120,40,33,72.67,223.8,33,44.76,84.61,154

62,15:15-15:30,11.910000,226.360000,65.030000,11.370000,29.52,11.100000,66.420000,10.430000,10.780000,0.000000,272.170000,11.100000,28.610000,26.120000,26.120000,36.67,61.5,40,81,33,81,39.16,34,62.74125,117.5,39.17,33,68,221.13,33,44.23,78.87,143.5

63,15:30-15:45,11.910000,226.360000,50.010000,10.760000,28.72,10.510000,66.420000,10.430000,10.780000,0.000000,272.170000,10.510000,28.610000,26.120000,26.120000,36.67,57,40,80,33,80,39.16,32.33,60.489,117.5,39.17,33,64.67,208.62,33,41.72,74.42,133

64,15:45-16:00,11.910000,226.360000,50.010000,10.110000,28.32,9.870000,66.420000,10.430000,10.780000,0.000000,272.170000,9.870000,28.610000,26.120000,26.120000,36.67,52.5,37,80,33,80,39.16,30.66,57.78825,117.5,39.17,33,61.34,196.09,33,39.22,68.57,122.5

65,16:00-16:15,11.910000,261.860000,50.010000,9.330000,27.72,9.100000,70.590000,10.430000,10.780000,0.000000,272.170000,9.100000,29.580000,26.120000,26.120000,36.67,46.5,36.5,80,33,80,39.16,27.66,54.5415,117.5,39.17,33,55.34,183.58,33,36.71,62.45,108.5

