Block,Time Block,VALLURNTECL,TALST2,TEHRIPSP,TANAKPUR,UNCHAHAR3,URI2,TALA,TEHRI,TelanganaSTPP,UNCHAHAR2,URI,TANDA2,UNCHAHAR1,UNCHAHAR4,JHAJJAR,KOTESHWR,KGSU1AND2,KHSTPP-II,KGSU3AND4,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-I,SINGRAULI_HYDRO,SASAN,SIMHST2,SINGRAULI,SIMHST1,RSTPSU1TO6,RSTPSU7,SALAL,SEWA2,DHAULIGNGA,FSTPP I & II,DULHASTI,RAPPC,RIHAND2,RIHAND1,RAPPB,NLCTS2EXP,NNTPP,RAPPD,NTPL,PARBATI3,RAMPUR,RIHAND3,PARBATI2,CHAMERA3,CHAMERA2,DADRT2,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NAPP,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,CHAMERA1,BSIUL,BRBCL,KUDGI,MAPS,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,0,0,0,3.33,12.85,36.83,7.94,0,0,23.35,51.15,2.02,10.09,0.75,106.17,7.28,0,99.66,0,0,0,0,8.41,29.33,1.12,404.2,0,145.6,0,0,0,37.02,0,0,10.16,57.49,66.34,119.32,93.39,0,0,0,25.23,0,4.15,3.21,125.05,5.82,11.28,15.73,4.97,0,0,80.23,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,19.3,0,0,0,0,0,0,0

55,13:30-13:45,0,0,0,3.33,12.85,36.83,7.94,0,0,23.35,51.15,2.02,10.09,0.75,106.17,7.28,0,100.6,0,0,0,0,8.41,29.33,1.12,404.2,0,145.6,0,0,0,37.02,0,0,10.16,57.49,66.34,119.32,93.39,0,0,0,25.23,0,4.15,3.21,125.05,5.82,11.28,15.73,4.97,0,0,80.23,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,19.3,0,0,0,0,0,0,0

56,13:45-14:00,0,0,0,3.33,12.85,36.83,7.94,0,0,23.35,51.15,2.02,10.09,0.75,106.17,7.28,0,114.85,0,0,0,0,8.41,29.33,1.12,404.2,0,145.6,0,0,0,37.02,0,0,10.16,57.49,66.34,119.32,93.39,0,0,0,25.23,0,4.15,3.21,125.05,5.82,11.28,15.73,4.97,0,0,80.23,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,19.3,0,0,0,0,0,0,0

57,14:00-14:15,0,0,0,3.33,12.85,36.83,6.11,0,0,23.35,50.08,2.02,10.09,0.75,106.17,7.28,0,114.85,0,0,0,0,8.41,29.33,1.12,404.2,0,143.8,0,0,0,37.02,0,0,10.16,57.49,66.34,90.67,59.98,0,0,0,25.23,0,4.15,3.21,86.47,5.82,11.28,15.73,0,0,0,80.23,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,19.22,0,0,0,0,0,0,0

58,14:15-14:30,0,0,0,3.33,12.85,36.83,6.11,0,0,23.35,50.08,2.02,10.09,0.75,106.17,7.28,0,114.85,0,0,0,0,8.41,29.33,1.12,404.2,0,143.8,0,0,0,37.02,0,0,10.16,57.49,66.34,90.67,59.98,0,0,0,25.23,0,4.15,3.21,86.47,5.82,11.28,15.73,80.64,0,0,80.23,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,19.3,0,0,0,0,0,0,0

59,14:30-14:45,0,0,0,1.98,12.85,36.83,6.11,0,0,23.35,50.08,2.02,10.09,0.75,106.17,7.28,0,114.85,0,0,0,0,8.41,29.33,1.12,404.2,0,143.8,0,0,0,37.02,0,0,10.16,57.49,66.34,90.67,59.98,0,0,0,25.23,0,4.15,3.21,86.47,5.82,11.28,31.47,80.64,0,0,80.23,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,19.27,0,0,0,0,0,0,0

60,14:45-15:00,0,0,0,1.98,12.85,36.83,6.11,0,0,23.35,50.08,2.02,10.09,0.75,106.17,7.28,0,114.85,0,0,0,0,8.41,29.33,1.12,404.2,0,143.8,0,0,0,37.02,0,0,10.16,57.49,66.34,90.67,59.98,0,0,0,25.23,0,4.15,3.21,86.47,5.82,11.28,31.47,80.64,0,0,80.23,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,19.3,0,0,0,0,0,0,0

61,15:00-15:15,0,0,0,1.98,12.85,36.83,6.11,0,0,23.35,50.08,2.02,10.09,0.75,106.17,7.28,0,143.14,0,0,0,0,8.41,38.08,1.12,404.2,0,143.8,0,0,0,37.02,0,0,12.27,57.49,66.34,90.67,59.98,0,0,0,25.23,0,4.15,3.21,86.47,5.82,22.56,31.47,80.64,0,0,80.23,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,17.82,0,0,0,0,0,0,0

62,15:15-15:30,0,0,0,1.98,12.85,36.83,6.11,0,0,23.35,50.08,2.02,10.09,0.75,106.17,7.28,0,143.14,0,0,0,0,8.41,38.08,1.12,404.2,0,143.8,0,0,0,37.02,0,0,12.27,57.49,66.34,90.67,59.98,0,0,0,25.23,0,4.15,3.21,86.47,5.82,22.56,31.47,80.64,0,0,80.23,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,18.77,0,0,0,0,0,0,0

63,15:30-15:45,0,0,0,3.33,12.85,36.83,3.12,0,0,23.35,50.08,2.02,10.09,0.75,106.17,7.28,0,143.14,0,0,0,0,8.41,38.08,1.12,404.2,0,143.8,0,0,0,37.02,0,10.59,12.27,57.49,66.34,90.67,59.98,0,0,0,25.23,0,2.97,3.21,86.47,5.82,22.56,31.47,80.64,0,0,80.23,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,19.3,0,0,0,0,0,0,0

64,15:45-16:00,0,0,0,3.33,12.85,36.83,3.12,0,0,23.35,50.08,2.02,10.09,0.75,106.17,7.28,0,143.14,0,0,0,0,8.41,38.08,1.12,404.2,0,143.8,0,0,0,37.02,0,10.59,12.27,57.49,66.34,90.67,59.98,0,0,0,25.23,0,2.97,3.21,86.47,5.82,22.56,31.47,80.64,0,0,80.23,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,19.3,0,0,0,0,0,0,0

65,16:00-16:15,0,0,0,3.33,17.33,36.83,3.12,0,0,28.15,50.08,2.02,13.7,0.75,106.17,7.28,0,143.14,0,0,0,0,8.41,38.08,1.12,404.2,0,143.8,0,0,0,37.02,0,10.59,12.27,57.49,66.34,89.7,59.31,0,0,0,25.23,0,0,3.21,86.01,5.82,22.56,31.47,87.9,0,0,80.23,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,17.22,0,0,0,0,0,0,0

66,16:15-16:30,0,0,0,3.33,17.33,36.83,3.12,0,0,28.15,50.08,2.02,13.7,0.75,106.17,7.28,0,143.14,0,0,0,0,8.41,38.08,1.12,404.2,0,143.8,0,0,0,37.02,0,10.59,12.27,57.49,66.34,89.7,59.31,0,0,0,25.23,0,0,3.21,86.01,5.82,22.56,31.47,92.52,0,0,80.23,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,17.56,0,0,0,0,0,0,0

67,16:30-16:45,0,0,0,3.33,17.33,36.83,1.42,0,0,28.15,50.08,2.02,13.7,0.75,128.37,7.28,0,143.14,0,0,0,0,8.41,38.08,1.12,404.2,0,143.8,0,0,0,37.02,0,10.59,12.27,57.49,66.34,89.7,59.31,0,0,0,25.23,0,0,3.21,86.01,5.82,22.56,47.2,98.07,0,0,80.23,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,12.59,18.28,0,0,0,0,0,0,0

68,16:45-17:00,0,0,48.17,3.33,17.33,36.83,1.42,9.08,0,28.15,50.08,2.02,13.7,0.75,128.37,7.28,0,143.14,0,0,0,0,8.41,38.08,1.12,404.2,0,143.8,0,0,0,37.02,0,10.59,12.27,57.49,66.34,89.7,59.31,0,0,0,25.23,0,0,3.21,86.01,5.82,22.56,47.2,104.94,0,0,80.23,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,12.59,19.3,0,0,0,0,0,0,0

69,17:00-17:15,0,0,48.17,3.33,17.33,36.83,1.42,9.08,0,28.15,50.08,2.02,13.7,0.75,128.37,7.28,0,143.14,0,0,0,1.89,8.41,38.08,1.12,404.2,0,143.8,0,0,0,37.02,0,10.59,12.27,57.49,66.34,89.7,59.31,0,0,0,25.23,0,0,3.21,86.01,5.82,22.56,47.2,108.8,0,0,80.23,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,12.59,19.3,0,0,0,0,0,0,0

70,17:15-17:30,0,0,48.17,3.33,17.33,36.83,1.42,9.08,0,28.15,50.08,2.02,13.7,0.75,128.37,7.28,0,143.14,0,0,0,3.77,8.41,38.08,1.12,404.2,0,143.8,0,0,0,37.02,0,10.59,12.27,57.49,66.34,89.7,59.31,0,0,0,25.23,0,0,3.21,86.01,5.82,22.56,47.2,112.11,0,0,80.23,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,19.3,0,0,0,0,0,0,0

71,17:30-17:45,0,0,48.17,8.04,21.06,36.83,1.42,18.17,0,33.98,50.08,2.9,16.25,1.72,155.4,7.28,0,141.08,0,0,0,5.67,8.41,43.06,1.12,404.2,0,143.8,0,0,0,51.59,6.09,10.59,14.7,57.49,66.34,90.67,59.98,0,0,0,25.23,0,0,3.21,86.47,5.82,33.87,47.2,115.02,0,0,80.23,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,19.3,0,0,0,0,0,0,0

72,17:45-18:00,0,0,48.17,8.04,21.06,36.83,1.42,18.17,0,33.98,50.08,2.9,16.52,1.72,184.35,7.28,0,141.08,0,0,0,7.56,8.41,43.06,1.12,404.2,0,143.8,0,0,0,82.44,6.09,10.59,14.7,57.49,66.34,90.67,59.98,0,0,0,25.23,0,0,3.21,86.47,5.82,33.87,47.2,166.28,0,0,80.23,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,13.56,6.29,19.3,0,0,0,0,0,0,0

73,18:00-18:15,0,0,48.17,6.05,21.6,36.83,0,18.17,0,34.56,50.08,3.64,16.86,2.09,218.65,7.28,0,143.14,0,0,0,9.04,8.41,44.15,1.12,404.2,0,150.17,0,0,0,82.44,12.18,10.59,14.7,57.49,66.34,92.12,61.51,0,0,0,25.23,0,0,4.29,88.68,14.56,33.87,47.2,168.65,0,0,106.96,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,27.12,6.29,18.66,0,0,0,0,0,0,0

74,18:15-18:30,0,0,48.17,6.05,21.6,36.83,0,18.17,0,34.56,50.08,4.44,16.86,2.09,218.65,7.28,0,143.14,0,0,0,9.35,8.41,44.15,1.12,404.2,0,150.17,0,0,0,82.44,18.27,10.59,14.7,57.49,66.34,92.12,61.51,0,0,0,25.23,0,4.15,4.29,88.68,14.56,33.87,47.2,168.65,0,0,106.96,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,27.12,6.29,19.3,0,0,0,0,0,0,0

75,18:30-18:45,0,0,48.17,6.05,21.6,36.83,0,18.17,0,34.29,50.08,4.44,16.86,1.81,218.65,7.28,0,143.14,0,0,0,9.35,8.41,44.15,1.12,404.2,0,150.17,0,0,0,82.44,18.27,21.19,14.7,57.49,66.34,92.12,61.51,0,0,0,25.23,0,16.31,5.36,88.68,21.83,33.87,47.2,168.65,0,0,133.72,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,27.12,6.29,19.3,0,0,0,0,0,0,0

76,18:45-19:00,0,0,48.17,6.05,21.6,36.83,0,18.17,0,34.3,50.08,4.44,16.86,1.99,218.65,7.28,0,143.14,0,0,0,9.35,8.41,44.15,1.12,404.2,0,150.17,0,0,0,82.44,18.27,21.19,14.7,57.49,66.34,92.12,61.51,0,0,0,25.23,0,19.28,5.36,88.68,29.11,33.87,47.2,168.65,0,0,133.72,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,27.12,6.29,18.36,0,0,0,0,0,0,0

77,19:00-19:15,0,0,48.17,6.05,21.6,36.83,0,27.25,0,34.3,50.08,4.44,16.86,1.13,218.65,7.28,0,143.14,0,0,0,10.28,8.41,44.15,1.12,404.2,0,150.17,0,0,0,82.44,18.27,31.75,14.7,57.49,66.34,92.12,61.51,0,0,0,25.23,0,13.36,6.43,88.68,36.39,33.87,47.2,168.65,0,0,160.45,0,24.41,0,0,0,0,18.21,0,0,18.69,0,0,11.28,0,40.68,6.29,19.3,0,0,0,0,0,0,0

78,19:15-19:30,0,0,48.17,6.05,21.6,38.83,0,27.25,0,34.29,50.08,4.44,16.86,1.13,218.65,11.2,0,143.14,0,0,0,10.28,8.56,44.15,1.12,404.2,0,150.17,0,0,0,64.49,19.42,42.32,14.7,57.54,66.34,92.12,61.51,0,0,0,25.23,0,76.22,6.97,88.68,43.67,35.61,49.68,168.65,0,0,176.51,0,24.41,0,0,0,0,18.21,0,0,18.69,0,0,11.28,0,41.47,19.75,19.3,0,0,0,0,0,0,0

79,19:30-19:45,0,0,48.17,1.36,21.6,38.83,0,27.25,0,34.3,50.08,4.44,16.86,1.13,218.65,11.2,0,143.14,0,0,0,10.28,8.56,44.15,1.12,404.2,0,150.17,0,0,0,64.49,19.42,42.32,14.7,57.54,66.34,92.12,61.51,0,0,0,25.23,0,76.22,6.97,88.68,43.67,35.61,49.68,168.65,0,0,176.51,0,24.41,0,0,0,0,18.21,0,0,18.69,0,0,11.37,0,41.47,19.75,19.3,0,0,0,0,0,0,0

80,19:45-20:00,0,0,48.17,1.36,21.6,38.83,0,27.25,0,34.29,50.08,4.44,16.86,1.13,218.65,11.2,0,143.14,0,0,0,10.28,8.56,44.15,1.12,404.2,0,150.17,0,0,0,64.49,19.42,42.32,14.7,57.54,66.34,92.12,61.51,0,0,0,25.23,0,76.22,6.97,88.68,43.67,35.61,49.68,168.65,0,0,176.51,0,24.41,0,0,0,0,18.21,0,0,18.69,0,0,11.37,0,41.47,19.75,19.3,0,0,0,0,0,0,0

81,20:00-20:15,0,0,48.17,1.36,21.6,38.83,0,27.25,0,34.29,50.08,5.96,16.86,2.31,218.65,11.2,0,143.14,0,0,0,10.28,8.56,44.15,1.12,404.2,0,150.17,0,0,0,64.49,19.42,42.32,14.7,57.54,66.34,92.12,61.51,0,0,0,25.23,0,76.22,6.97,88.68,43.67,35.61,49.68,198.27,0,0,176.51,0,24.41,0,0,0,0,18.21,0,0,18.69,0,0,11.37,0,41.47,19.75,19.3,0,0,0,0,0,0,0

82,20:15-20:30,0,0,48.17,1.36,21.6,38.83,0,27.25,0,34.3,50.08,5.96,16.86,2.31,218.65,11.2,0,143.14,0,0,0,10.28,8.56,44.15,1.12,404.2,0,150.17,0,0,0,64.49,19.42,42.32,14.7,57.54,66.34,92.12,61.51,0,0,0,25.23,0,76.22,6.97,88.68,43.67,35.61,49.68,198.27,0,0,176.51,0,24.41,0,0,0,0,18.21,0,0,18.69,0,0,11.37,0,41.47,19.75,19.3,0,0,0,0,0,0,0

83,20:30-20:45,0,0,48.17,1.36,27.02,38.83,0,27.25,0,43.04,50.08,5.96,21.07,2.31,225.4,11.2,0,143.14,0,0,0,10.28,8.56,44.15,1.12,404.2,0,150.17,0,0,0,64.49,19.42,42.32,17.35,57.54,66.34,92.12,61.51,0,0,0,25.23,0,76.22,6.97,88.68,57.64,35.61,49.68,246.39,0,0,176.51,0,24.41,0,0,0,0,18.21,0,0,18.69,0,0,11.37,0,41.47,19.75,19.3,0,0,0,0,0,0,0

84,20:45-21:00,0,0,48.17,1.36,27.02,38.83,0,27.25,0,43.04,50.08,5.96,21.07,2.31,225.4,11.2,0,143.14,0,0,0,10.28,8.56,44.15,1.12,404.2,0,150.17,0,0,0,64.49,19.42,42.32,17.57,57.54,66.34,92.12,61.51,0,0,0,25.23,0,76.22,6.97,88.68,57.64,35.61,49.68,342.91,0,0,176.51,0,24.41,0,0,0,0,18.21,0,0,18.69,0,0,11.37,0,41.47,19.75,19.3,0,0,0,0,0,0,0

85,21:00-21:15,0,0,48.17,1.36,27.02,38.83,0,27.25,0,43.04,50.08,5.96,21.07,2.31,228.3,11.2,0,143.14,0,0,0,10.28,8.56,44.15,1.12,404.2,0,150.17,0,0,0,64.49,19.42,42.32,17.57,57.54,66.34,92.12,61.51,0,0,0,25.23,0,76.22,6.97,88.68,57.64,35.61,49.68,420.12,0,0,176.51,0,24.41,0,0,0,0,18.21,0,0,18.69,0,0,11.52,0,41.47,19.75,19.3,0,0,0,0,0,0,0

86,21:15-21:30,0,0,48.17,1.36,27.02,36.83,0,27.25,0,43.06,50.08,5.96,21.07,2.31,228.3,10.08,0,143.14,0,0,0,10.28,8.41,44.15,1.12,404.2,0,150.17,0,0,0,64.49,18.27,42.32,17.57,57.54,66.34,92.12,61.51,0,0,0,25.23,0,13.36,6.8,88.68,29.11,33.87,47.2,506.99,0,0,174.86,0,24.41,0,0,0,0,18.21,0,0,18.69,0,0,11.52,0,40.68,6.29,19.3,0,0,0,0,0,0,0

87,21:30-21:45,0,0,48.17,1.36,27.02,36.83,1.99,27.25,0,43.05,50.08,5.96,21.07,2.31,228.3,10.08,0,143.14,0,0,0,10.28,8.41,44.15,1.12,404.2,0,150.17,0,0,0,64.49,18.27,42.32,17.57,57.54,66.34,93.1,62.18,0,0,0,25.23,0,14.84,6.8,89.16,29.11,33.87,47.2,531.68,0,0,174.86,0,24.41,0,0,0,0,18.21,0,0,18.69,0,0,11.52,0,40.68,6.29,19.3,0,0,0,0,0,0,0

88,21:45-22:00,0,0,48.17,1.36,27.02,38.83,1.99,27.25,0,43.04,50.08,5.96,21.07,2.31,228.3,11.2,0,143.14,0,0,0,10.28,8.56,44.15,1.12,404.2,0,150.17,0,0,0,64.49,19.42,42.32,17.57,57.54,66.34,93.1,62.18,0,0,0,25.23,0,76.22,6.97,89.16,57.64,35.61,49.68,531.68,0,0,176.51,0,24.41,0,0,0,0,18.21,0,0,18.69,0,0,11.52,0,41.47,19.75,17.04,0,0,0,0,0,0,0

89,22:00-22:15,0,0,48.17,1.36,27.02,38.83,1.99,27.25,0,43.04,50.08,5.96,21.07,2.31,226.37,11.2,0,143.14,0,0,0,10.28,8.56,44.15,1.12,404.2,0,150.17,0,0,0,64.49,19.42,42.32,17.57,57.54,66.34,92.12,61.51,0,0,0,25.23,0,76.22,6.97,88.68,57.64,35.61,49.68,531.68,0,0,176.51,0,24.41,0,0,0,0,18.21,0,0,18.69,0,0,11.59,0,41.47,19.75,18.94,0,0,0,0,0,0,0

90,22:15-22:30,0,0,48.17,1.36,27.02,38.83,1.99,27.25,0,43.04,50.08,5.96,21.07,2.31,226.37,11.2,0,143.14,0,0,0,10.28,8.56,44.15,1.12,404.2,0,150.17,0,0,0,64.49,19.42,42.32,17.57,57.54,66.34,92.12,61.51,0,0,0,25.23,0,76.22,6.97,88.68,57.64,35.61,49.68,531.68,0,0,176.51,0,24.41,0,0,0,0,18.21,0,0,18.69,0,0,11.59,0,41.47,19.75,19.3,0,0,0,0,0,0,0

91,22:30-22:45,0,0,48.17,1.36,27.02,38.83,4.26,27.25,0,43.04,50.08,5.96,21.07,2.31,226.37,11.2,0,143.14,0,0,0,10.28,8.56,44.15,1.12,404.2,0,150.17,0,0,0,64.49,19.42,42.32,17.57,57.54,66.34,92.12,61.51,0,0,0,25.23,0,76.22,6.97,88.68,57.64,35.61,49.68,531.68,0,0,176.51,0,24.41,0,0,0,0,18.21,0,0,18.69,0,0,11.59,0,41.47,19.75,19.3,0,0,0,0,0,0,0

92,22:45-23:00,0,0,48.17,1.36,27.02,36.83,4.26,27.25,0,43.06,50.08,5.98,21.07,2.31,226.37,10.08,0,143.14,0,0,0,10.28,8.41,44.15,1.12,404.2,0,150.17,0,0,0,64.49,18.27,42.32,17.57,57.49,66.34,92.12,61.51,0,0,0,25.23,0,38.57,6.43,88.68,36.39,33.87,47.2,531.68,0,0,160.45,0,24.41,0,0,0,0,18.21,0,0,18.69,0,0,11.59,0,40.68,6.29,19.3,0,0,0,0,0,0,0

93,23:00-23:15,0,0,48.17,1.36,27.02,36.83,4.26,27.25,0,43.06,50.08,6.09,21.07,2.31,226.37,10.08,0,143.14,0,0,0,10.28,8.41,44.15,1.12,404.2,0,150.17,0,0,0,64.49,12.18,42.32,17.57,57.49,66.34,92.12,61.51,0,0,0,25.23,0,38.57,5.36,88.68,36.39,33.87,47.2,531.68,0,0,133.72,0,24.41,0,0,0,0,18.21,0,0,18.69,0,0,11.68,0,40.68,6.29,19.3,0,0,0,0,0,0,0

94,23:15-23:30,0,0,48.17,1.36,27.02,36.83,4.26,27.25,0,43.06,50.08,6.09,21.07,2.31,226.37,10.08,0,143.14,0,0,0,10.28,8.41,44.15,1.12,404.2,0,150.17,0,0,0,64.49,12.18,42.32,17.57,57.49,66.34,92.12,61.51,0,0,0,25.23,0,38.57,5.36,88.68,36.39,33.87,47.2,531.68,0,0,133.72,0,24.41,0,0,0,0,18.21,0,0,18.69,0,0,11.68,0,40.68,6.29,19.08,0,0,0,0,0,0,0

95,23:30-23:45,0,0,48.17,1.36,27.02,36.83,4.26,27.25,0,43.06,50.08,6.09,21.07,2.31,226.37,10.08,0,143.14,0,0,0,10.28,8.41,44.15,1.12,404.2,0,150.17,0,0,0,64.49,12.18,42.32,17.57,57.49,66.34,92.12,61.51,0,0,0,25.23,0,38.57,4.29,88.68,43.67,33.87,47.2,531.68,0,0,106.96,0,24.41,0,0,0,0,18.21,0,0,18.69,0,0,11.68,0,40.68,6.29,16.68,0,0,0,0,0,0,0

96,23:45-24:00,0,0,48.17,1.36,27.02,36.83,4.26,27.25,0,43.06,50.08,6.09,21.07,2.31,226.37,10.08,0,143.14,0,0,0,10.28,8.41,44.15,1.12,404.2,0,150.17,0,0,0,64.49,12.18,42.32,17.57,57.49,66.34,92.12,61.51,0,0,0,25.23,0,38.57,4.29,88.68,43.67,33.87,47.2,531.68,0,0,106.96,0,24.41,0,0,0,0,18.21,0,0,18.69,0,0,11.68,0,40.68,6.29,15.59,0,0,0,0,0,0,0

