Block,Time,KOTESHWR,SEWA2,RAMPUR,DADRI_RF,DADRI_GF,SALAL,ANTA_CRF,AURY_CRF,RIHAND1,ANTA_GF,BSIUL,RAPPB,KOLDAM,RAPPC,TANAKPUR,UNCHAHAR4,URI,ANTA_RF,CHAMERA1,UNCHAHAR1,DADRT2,AURY_LF,JHAJJAR,DADRI_LF,TEHRI,CHAMERA3,AURY_GF,RIHAND3,UNCHAHAR2,SINGRAULI,RIHAND2,SINGRAULI_HYDRO,CHAMERA2,NJPC,KISHANGANGA,ANTA_LF,NAPP,DULHASTI,PARBATI3,AURY_RF,BRBCL,FSTPP I & II,KHSTPP-II,TALA,SASAN,KHSTPP-I,URI2,TANDA2,DADRI_CRF,UNCHAHAR3,DHAULIGNGA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,10.009069,18.136955,0.831996,0.000000,0.000000,36.992386,0.000000,0.000000,93.629868,0.000000,12.581232,0.000000,2.236851,32.714425,0.247156,2.980923,33.548407,0.000000,27.106835,21.831161,664.114864,0.000000,650.996760,0.000000,43.968816,22.378566,0.000000,125.970622,43.321421,144.694340,119.989386,0.752147,46.787784,21.499663,5.364151,0.000000,49.152227,38.057675,0.000000,0.000000,19.293970,9.654718,142.936319,0.000000,403.987419,44.396555,36.552984,5.168948,0.000000,26.663325,0.000000,0,0,0,0,0

2,00:15-00:30,10.009069,18.136955,0.831996,0.000000,0.000000,36.992386,0.000000,0.000000,93.629868,0.000000,12.581232,0.000000,0.000000,32.714425,0.247156,2.980923,33.548407,0.000000,27.106835,21.831161,664.114864,0.000000,650.996760,0.000000,43.968816,22.378566,0.000000,125.970622,43.321421,144.694340,119.989386,0.752147,46.787784,21.499663,5.364151,0.000000,49.152227,38.057675,0.000000,0.000000,19.293970,9.654718,142.936319,0.000000,403.987419,44.396555,36.552984,5.168948,0.000000,26.663325,0.000000,0,0,0,0,0

3,00:30-00:45,10.009069,18.136955,0.831996,0.000000,0.000000,36.992386,0.000000,0.000000,93.629868,0.000000,12.581232,0.000000,0.000000,32.714425,0.247156,2.980923,33.548407,0.000000,27.106835,21.831161,646.680085,0.000000,650.996760,0.000000,43.968816,22.378566,0.000000,125.970622,43.321421,144.694340,119.989386,0.752147,46.787784,21.499663,5.364151,0.000000,49.152227,38.057675,0.000000,0.000000,18.855487,9.654718,142.936319,0.000000,403.987419,44.396555,36.552984,5.168948,0.000000,26.663325,0.000000,0,0,0,0,0

4,00:45-01:00,10.009069,18.136955,0.831996,0.000000,0.000000,36.992386,0.000000,0.000000,93.629868,0.000000,12.581232,0.000000,0.000000,32.714425,0.247156,2.980923,33.548407,0.000000,27.106835,21.831161,646.680085,0.000000,650.996760,0.000000,43.968816,22.378566,0.000000,125.970622,43.321421,144.694340,119.989386,0.752147,31.191856,21.499663,5.364151,0.000000,49.152227,38.057675,0.000000,0.000000,17.901573,9.654718,142.936319,0.000000,403.987419,44.396555,36.552984,5.168948,0.000000,26.663325,0.000000,0,0,0,0,0

5,01:00-01:15,10.009069,18.136955,0.831996,0.000000,0.000000,36.992386,0.000000,0.000000,93.629868,0.000000,12.581232,0.000000,0.000000,32.714425,0.247156,2.980923,33.548407,0.000000,27.106835,21.831161,646.680085,0.000000,650.996760,0.000000,32.976612,22.378566,0.000000,125.970622,43.321421,144.694340,119.989386,0.752147,31.191856,21.499663,5.364151,0.000000,49.152227,38.057675,0.000000,0.000000,14.827149,9.654718,142.936319,0.000000,403.987419,44.396555,36.552984,5.168948,0.000000,26.663325,0.000000,0,0,0,0,0

6,01:15-01:30,10.009069,18.136955,0.831996,0.000000,0.000000,36.992386,0.000000,0.000000,93.629868,0.000000,12.581232,0.000000,0.000000,32.714425,0.247156,2.980923,33.548407,0.000000,27.106835,21.831161,646.680085,0.000000,650.996760,0.000000,21.984408,22.378566,0.000000,125.970622,43.321421,144.694340,119.989386,0.752147,31.191856,21.499663,5.364151,0.000000,49.152227,38.057675,0.000000,0.000000,13.008774,9.654718,142.936319,0.000000,403.987419,44.396555,36.552984,5.168948,0.000000,26.663325,0.000000,0,0,0,0,0

7,01:30-01:45,10.009069,18.136955,0.831996,0.000000,0.000000,36.992386,0.000000,0.000000,93.629868,0.000000,12.581232,0.000000,0.000000,32.714425,0.247156,2.980923,33.548407,0.000000,27.106835,21.831161,646.680085,0.000000,650.996760,0.000000,21.984408,22.378566,0.000000,125.970622,43.321421,144.694340,119.989386,0.752147,31.191856,21.499663,5.364151,0.000000,49.152227,38.057675,0.000000,0.000000,10.544071,9.654718,142.936319,0.000000,403.987419,44.396555,36.552984,5.168948,0.000000,26.663325,0.000000,0,0,0,0,0

8,01:45-02:00,10.009069,18.136955,0.831996,0.000000,0.000000,36.992386,0.000000,0.000000,93.629868,0.000000,12.581232,0.000000,0.000000,32.714425,0.247156,2.980923,33.548407,0.000000,27.106835,21.831161,646.680085,0.000000,650.996760,0.000000,21.984408,22.378566,0.000000,125.970622,43.321421,144.694340,119.989386,0.752147,31.191856,21.499663,5.364151,0.000000,49.152227,38.057675,0.000000,0.000000,10.059197,9.654718,142.936319,0.000000,403.987419,44.396555,36.552984,5.168948,0.000000,26.663325,0.000000,0,0,0,0,0

9,02:00-02:15,10.009069,18.136955,0.831996,0.000000,0.000000,36.992386,0.000000,0.000000,93.629868,0.000000,12.581232,0.000000,0.000000,32.714425,0.247156,2.980923,33.548407,0.000000,27.106835,21.831161,660.874970,0.000000,650.996760,0.000000,21.984408,22.378566,0.000000,125.970622,43.321421,144.694340,119.989386,0.752147,31.191856,21.499663,5.364151,0.000000,49.152227,38.057675,0.000000,0.000000,10.671037,9.654718,142.936319,0.000000,403.987419,44.396555,36.552984,5.168948,0.000000,26.663325,0.000000,0,0,0,0,0

10,02:15-02:30,10.009069,18.136955,0.831996,0.000000,0.000000,36.992386,0.000000,0.000000,93.629868,0.000000,12.581232,0.000000,0.000000,32.714425,0.247156,2.980923,33.548407,0.000000,13.553418,21.831161,660.874970,0.000000,650.996760,0.000000,21.984408,22.378566,0.000000,125.970622,43.321421,144.694340,119.989386,0.752147,31.191856,21.499663,5.364151,0.000000,49.152227,38.057675,0.000000,0.000000,12.579367,9.654718,142.936319,0.000000,403.987419,44.396555,36.552984,5.168948,0.000000,26.663325,0.000000,0,0,0,0,0

11,02:30-02:45,20.018139,18.136955,0.831996,0.000000,0.000000,36.992386,0.000000,0.000000,93.629868,0.000000,12.581232,0.000000,0.000000,32.714425,1.235781,2.980923,33.548407,0.000000,13.553418,19.378797,602.848648,0.000000,650.996760,0.000000,21.984408,22.378566,0.000000,125.970622,43.321421,144.694340,119.989386,0.752147,31.191856,21.499663,5.364151,0.000000,49.152227,38.057675,0.000000,0.000000,16.036709,9.654718,140.727156,0.000000,403.987419,44.761192,36.552984,5.168948,0.000000,24.054409,0.000000,0,0,0,0,0

12,02:45-03:00,20.018139,18.136955,0.831996,0.000000,0.000000,36.992386,0.000000,0.000000,93.629868,0.000000,12.581232,0.000000,0.000000,32.714425,1.235781,2.980923,33.548407,0.000000,13.553418,19.378797,493.651127,0.000000,650.996760,0.000000,21.984408,22.378566,0.000000,125.970622,43.321421,144.694340,119.989386,0.752147,31.191856,21.499663,5.364151,0.000000,49.152227,38.057675,0.000000,0.000000,17.124547,9.654718,140.727156,0.000000,403.987419,44.761192,36.552984,5.168948,0.000000,24.054409,0.000000,0,0,0,0,0

13,03:00-03:15,20.018139,18.136955,0.831996,0.000000,0.000000,49.323182,0.000000,0.000000,93.629868,0.000000,12.581232,0.000000,0.000000,32.714425,1.235781,2.980923,33.548407,0.000000,13.553418,19.378797,438.834891,0.000000,620.290138,0.000000,21.984408,22.378566,0.000000,125.970622,43.321421,144.694340,119.989386,0.752147,31.191856,21.499663,5.364151,0.000000,49.152227,38.057675,0.000000,0.000000,14.410044,9.654718,142.936319,0.000000,403.987419,44.761192,36.552984,5.168948,0.000000,24.054409,0.000000,0,0,0,0,0

14,03:15-03:30,20.018139,18.136955,0.831996,0.000000,0.000000,49.323182,0.000000,0.000000,93.629868,0.000000,12.581232,0.000000,0.000000,32.714425,1.235781,2.980923,33.548407,0.000000,13.553418,19.378797,421.470291,0.000000,620.290138,0.000000,21.984408,22.378566,0.000000,125.970622,43.321421,144.694340,119.989386,0.752147,31.191856,21.499663,5.364151,0.000000,49.152227,38.057675,0.000000,0.000000,15.337536,9.654718,142.936319,0.000000,403.987419,44.761192,36.552984,5.168948,0.000000,24.054409,0.000000,0,0,0,0,0

15,03:30-03:45,20.018139,18.136955,0.831996,0.000000,0.000000,49.323182,0.000000,0.000000,93.629868,0.000000,12.581232,0.000000,0.000000,32.714425,1.235781,2.980923,33.548407,0.000000,13.553418,16.777773,405.070391,0.000000,367.963302,0.000000,21.984408,22.378566,0.000000,125.970622,43.321421,144.694340,119.989386,0.752147,31.191856,21.499663,5.364151,0.000000,49.152227,38.057675,0.000000,0.000000,18.206535,9.654718,142.936319,0.000000,403.987419,44.761192,36.552984,5.168948,0.000000,21.660781,0.000000,0,0,0,0,0

16,03:45-04:00,20.018139,18.136955,0.831996,0.000000,0.000000,49.323182,0.000000,0.000000,93.629868,0.000000,12.581232,0.000000,0.000000,32.714425,1.235781,2.980923,33.548407,0.000000,13.553418,16.777773,395.423391,0.000000,367.963302,0.000000,21.984408,22.378566,0.000000,125.970622,43.321421,144.694340,119.989386,0.752147,31.191856,21.499663,5.364151,0.000000,49.152227,38.057675,0.000000,0.000000,19.293970,9.654718,142.936319,0.000000,403.987419,44.761192,36.552984,5.168948,0.000000,21.067890,0.000000,0,0,0,0,0

17,04:00-04:15,20.018139,18.136955,1.010281,0.000000,0.000000,49.323182,0.000000,0.000000,93.629868,0.000000,18.871847,0.000000,0.000000,32.714425,1.235781,2.980923,33.548407,0.000000,13.553418,18.707173,385.776391,0.000000,367.963302,0.000000,21.984408,22.378566,0.000000,125.970622,43.321421,144.694340,119.989386,0.752147,31.191856,26.337088,5.364151,0.000000,49.152227,38.057675,0.000000,0.000000,19.293970,9.654718,142.936319,0.000000,403.987419,44.761192,36.552984,5.168948,0.000000,21.067890,0.000000,0,0,0,0,0

18,04:15-04:30,20.018139,18.136955,1.871992,0.000000,0.000000,49.323182,0.000000,0.000000,93.629868,0.000000,18.871847,0.000000,0.000000,32.714425,1.235781,2.980923,33.548407,0.000000,13.553418,18.707173,367.447091,0.000000,367.963302,0.000000,21.984408,22.378566,0.000000,125.970622,43.321421,144.694340,119.989386,0.752147,31.191856,48.374242,5.364151,0.000000,49.152227,38.057675,0.000000,0.000000,19.293970,9.654718,142.936319,0.000000,403.987419,44.761192,36.552984,5.168948,0.000000,22.997290,0.000000,0,0,0,0,0

