Column1,Time,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,GNA/NR/2025/05/01/9320,GNA/NR/2025/05/01/9252,GNA/NR/2025/04/01/8510,GNA/NR/2025/04/01/8456,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/2069,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/05/01/9395,GNA/NR/2025/05/01/9154,GNA/NR/2025/05/01/6957,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/01/6160,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/05/01/4138,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/19072037/LT-05,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/2474,NR/01102023/06022042/L_NR_2012_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,GNA/NR/2025/04/01/8964,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/01/8954,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/05/01/5800,NR/01102023/31102037/L_NR_2019_11,GNARE/NR/2024/12/20/3668,L_NR_2019_19,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,GNARE/SR/2025/01/13/4532,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07)
64,15:45-16:00,64,34,0,67,33,32.96,164.8,70,164.1,13.51,4.14,4.56,0,0,26.95,12.06,0,123.08,164.1,0,14.48,12.06,45.93,0,8.77,70.4,28.96,0,17.38,135.14,27.76,3.2,132.73,26.95,3.94,10.62,0,9.32,100.56,3.7,0,3.77,71.88,62.13,2,16,33,7.8,6.67,16,19.99,6.67,33,33

65,16:00-16:15,58,31,0,60,30,29.78,148.87,64,164.1,13.51,2.41,2.9,0,0,26.95,11.04,0,123.08,164.1,0,14.48,11.04,46.33,0,9.05,70.4,28.96,0,17.38,135.14,27.25,3.2,132.73,26.95,1.19,10.62,0,8.53,100.56,3.75,0,3.77,65.87,55.47,3.33,19,33,8.4,6.83,19,20.51,6.83,33,33

66,16:15-16:30,52,27,0,53,27,26.74,133.68,57,164.1,13.51,2.41,2.9,0,0,26.95,10,0,123.08,164.1,0,14.48,10,45.93,0,9.05,70.4,28.96,0,17.38,135.14,27.25,3.2,132.73,26.95,1.19,10.62,0,7.73,100.56,3.75,0,3.77,59.47,46.03,5,22.34,33,9.6,7.17,22.33,21.49,7.17,33,33

67,16:30-16:45,45,22,0,43,22,23.78,118.87,49,164.1,13.51,2.41,2.9,0,0,26.95,8.97,0,123.08,164.1,0,14.48,8.97,58.16,0,9.05,70.4,28.96,0,17.38,166.7,26.24,3.2,132.73,26.95,1.19,10.62,0,6.93,100.56,3.75,0,3.77,52.67,40.2,6.67,21.34,33,11,7.67,21.33,22.99,7.67,33,33

68,16:45-17:00,37,21,0,33,17,20.86,104.32,42,164.1,13.51,2.41,2.9,0,0,26.95,7.94,0,123.08,164.1,0,14.48,7.94,58.16,0,9.05,70.4,28.96,0,17.38,166.7,26.24,3.2,132.73,26.95,1.19,10.62,0,6.13,100.56,3.75,0,3.77,45.9,34.69,7,20.66,33,12.01,8.17,20.67,24.49,8.17,33,33

69,17:00-17:15,30,16,0,27,13,17.95,89.75,36,164.1,13.51,2.41,2.9,0,0,26.95,6.84,0,123.08,164.1,0,14.48,6.84,58.16,0,9.33,70.4,28.96,0,26.06,166.7,26.24,3.35,132.73,26.95,1.19,10.62,0,5.29,100.56,3.75,0,3.93,38.96,29.13,7.33,19.34,33,12.01,8.5,19.33,25.5,8.5,33,28

70,17:15-17:30,22,12,0,18,9,15.11,75.56,29,164.1,13.51,2.41,2.9,0,0,26.95,5.71,0,123.08,164.1,0,14.48,5.71,58.16,0,9.33,70.4,28.96,0,26.06,166.7,26.24,3.35,132.73,26.95,1.19,10.62,0,4.41,100.56,3.75,0,3.93,32.4,23.57,7.67,18.66,33,12.01,8.83,18.67,26.51,8.83,33,10

71,17:30-17:45,15,9,0,9,5,12.33,61.64,20,164.1,13.51,2.41,2.9,0,0,26.95,4.63,0,123.08,164.1,0,14.48,4.63,58.16,0,9.33,70.4,28.96,0,26.06,201.14,27.25,3.35,132.73,26.95,1.19,10.62,0,3.58,100.56,3.75,0,3.93,26.45,18.16,8,23.66,23.63,12.01,9.33,23.67,28.01,9.33,25.38,5

72,17:45-18:00,7,7,0,5,2,9.69,48.47,13,164.1,13.51,2.41,2.9,0,0,26.95,3.56,0,123.08,164.1,0,14.48,3.56,69.1,0,9.33,70.4,28.96,0,26.06,201.14,28.26,3.35,132.73,26.95,1.19,10.62,0,2.75,100.56,3.75,0,3.93,20.64,13.36,8.33,25.66,14.61,11.41,9.83,25.67,29.51,9.83,15.94,1

73,18:00-18:15,3,5,0,2,1,7.29,36.43,8,0,13.51,2.41,2.9,28.96,0,26.61,2.56,5.79,123.08,164.1,19.31,14.48,2.56,69.1,0,9.6,66.23,28.96,14.48,26.06,201.14,28.26,3.43,132.73,26.61,1.19,10.62,5.79,1.98,100.56,3.79,67.57,3.93,15.18,9.36,8.67,29.34,0,11,10.17,29.33,30.49,10.17,0,0

74,18:15-18:30,1,3,0,0,0,5.19,25.95,5,0,13.51,2.41,2.9,28.96,0,26.61,1.65,5.79,123.08,164.1,19.31,14.48,1.65,69.1,0,9.6,74.75,28.96,14.48,26.06,201.14,28.26,3.43,132.73,26.61,1.19,10.62,5.79,1.27,100.56,3.79,67.57,3.93,10.13,5.91,9,36,0,8,10.5,36,31.5,10.5,0,0

75,18:30-18:45,0,1,0,0,0,3.44,17.2,2,0,13.51,7.76,10.45,28.96,0,26.61,0.95,5.79,123.08,164.1,19.31,14.48,0.95,69.1,0,9.6,83.27,28.96,14.48,26.06,201.14,28.26,3.43,132.73,26.61,5.5,10.62,5.79,0.74,100.56,3.79,67.57,3.93,6.16,2.63,9.33,36,0,7,11.33,36,34.01,11.33,0,0

76,18:45-19:00,0,1,0,0,0,1.86,9.27,1,0,13.51,7.76,10.45,28.96,0,26.61,0.43,5.79,123.08,164.1,19.31,14.48,0.43,69.1,0,9.6,91.78,28.96,14.48,26.06,201.14,28.26,3.43,132.73,26.61,5.5,10.62,5.79,0.33,100.56,3.79,67.57,3.93,2.85,0.45,9.67,32.34,0,7,12.17,32.33,36.49,12.17,0,0

77,19:00-19:15,0,0,0,0,0,0.36,1.78,0,0,13.51,7.76,10.45,28.96,0,25.7,0,5.79,123.08,164.1,19.31,14.48,0,69.1,0,9.88,100.29,28.96,14.48,26.06,201.14,28.26,3.43,132.73,29.5,5.5,10.62,5.79,0,100.56,3.79,67.57,4.01,0.88,0,10,31.66,0,7,13,31.67,39,13,0,0

78,19:15-19:30,0,0,0,0,0,0.07,0.37,0,0,13.51,7.76,10.45,28.96,0,25.7,0,5.79,123.08,164.1,19.31,14.48,0,69.1,0,9.88,115.43,28.96,14.48,26.06,201.14,28.26,3.43,132.73,29.5,5.5,10.62,5.79,0,100.56,3.79,67.57,4.01,0,0,10.33,33.66,0,7,14.17,33.67,42.49,14.17,0,0

79,19:30-19:45,0,0,0,0,0,0.02,0.09,0,0,13.51,7.76,10.45,28.96,0,25.7,0,5.79,123.08,164.1,19.31,14.48,0,69.1,0,9.88,115.43,28.96,14.48,26.06,201.14,28.26,3.43,132.73,29.5,5.5,10.62,5.79,0,100.56,3.79,67.57,4.01,0,0,10.67,35,0,7,14.17,35,42.49,14.17,0,0

80,19:45-20:00,0,0,0,0,0,0,0,0,0,13.51,7.76,10.45,28.96,0,25.7,0,5.79,123.08,164.1,19.31,14.48,0,69.1,0,9.88,115.43,28.96,14.48,26.06,201.14,29.28,3.43,132.73,29.5,5.5,10.62,5.79,0,100.56,3.79,67.57,4.01,0,0,11,34.66,0,7,14.17,34.67,42.49,14.17,0,0

81,20:00-20:15,0,0,0,0,0,0,0,0,0,13.51,7.76,10.45,28.96,0,25.7,0,5.79,123.08,164.1,19.31,14.48,0,69.1,0,10.07,115.43,28.96,14.48,26.06,201.14,29.28,3.27,132.73,29.5,5.5,10.62,5.79,0,100.56,3.79,67.57,4.01,0,0,11.33,34.34,0,7,14.17,34.33,42.49,14.17,0,0

82,20:15-20:30,0,0,0,0,0,0,0,0,0,13.51,7.76,10.45,28.96,0,25.7,0,5.79,123.08,164.1,19.31,14.48,0,69.1,0,10.07,115.43,28.96,14.48,26.06,201.14,29.28,3.27,132.73,29.5,5.5,10.62,5.79,0,100.56,3.79,67.57,4.01,0,0,12.33,35,0,7,14.17,35,42.49,14.17,0,0

83,20:30-20:45,0,0,0,0,0,0,0,0,0,13.51,7.76,10.45,28.96,0,25.7,0,5.79,123.08,164.1,19.31,14.48,0,69.1,0,10.07,115.43,28.96,14.48,26.06,201.14,29.28,3.27,132.73,29.5,5.5,10.62,5.79,0,100.56,3.79,67.57,4.01,0,0,13.67,37,0,7,14.17,37,42.49,14.17,0,0

84,20:45-21:00,0,0,0,0,0,0,0,0,0,13.51,7.76,10.45,28.96,0,25.7,0,5.79,123.08,164.1,19.31,14.48,0,69.1,0,10.07,115.43,28.96,14.48,26.06,201.14,30.28,3.27,132.73,29.5,5.5,10.62,5.79,0,100.56,3.79,67.57,4.01,0,0,15.33,38,0,7,14.17,38,42.49,14.17,0,0

85,21:00-21:15,0,0,0,0,0,0,0,0,0,13.51,7.76,10.45,28.96,0,24.09,0,5.79,123.08,164.1,19.31,14.48,0,69.1,0,10.07,115.43,28.96,14.48,26.06,201.14,29.27,3.27,132.73,29.5,5.5,10.62,5.79,0,100.56,3.7,67.57,4.01,0,0,15.33,39,0,7,14.17,39,42.49,14.17,0,0

86,21:15-21:30,0,0,0,0,0,0,0,0,0,13.51,7.76,10.45,28.96,0,25.7,0,5.79,123.08,164.1,19.31,14.48,0,69.1,0,10.07,115.43,28.96,14.48,26.06,201.14,29.27,3.27,132.73,29.5,5.5,10.62,5.79,0,100.56,3.7,67.57,4.01,0,0,15.33,39.66,0,7,14.17,39.67,42.49,14.17,0,0

87,21:30-21:45,0,0,0,0,0,0,0,0,0,13.51,7.76,10.45,28.96,0,25.7,0,5.79,123.08,164.1,19.31,14.48,0,69.1,0,10.07,115.43,28.96,14.48,26.06,201.14,28.25,3.27,132.73,29.5,5.5,10.62,5.79,0,100.56,3.7,67.57,4.01,0,0,15.67,39.66,0,7,14.17,39.67,42.49,14.17,0,0

88,21:45-22:00,0,0,0,0,0,0,0,0,0,13.51,7.76,10.45,28.96,0,24.09,0,5.79,123.08,164.1,19.31,14.48,0,69.1,0,10.07,115.43,28.96,14.48,26.06,201.14,28.25,3.27,132.73,29.5,5.5,10.62,5.79,0,100.56,3.7,67.57,4.01,0,0,15.67,39,0,7.4,14.17,39,42.49,14.17,0,0

89,22:00-22:15,0,0,0,0,0,0,0,0,0,13.51,7.76,10.45,28.96,0,24.09,0,5.79,123.08,164.1,19.31,14.48,0,69.1,0,10.07,115.43,28.96,14.48,26.06,201.14,29.27,3.12,132.73,29.5,5.5,10.62,5.79,0,100.56,3.7,67.57,3.85,0,0,14.67,39.34,0,8,14.17,39.33,42.49,14.17,0,0

90,22:15-22:30,0,0,0,0,0,0,0,0,0,13.51,7.76,10.45,28.96,0,24.09,0,5.79,123.08,164.1,19.31,14.48,0,69.1,0,10.07,115.43,28.96,14.48,26.06,201.14,29.27,3.12,132.73,29.5,5.5,10.62,5.79,0,100.56,3.7,67.57,3.85,0,0,14,39.34,0,8.8,14.17,39.33,42.49,14.17,0,0

91,22:30-22:45,0,0,0,0,0,0,0,0,0,13.51,7.76,10.45,28.96,0,24.09,0,5.79,123.08,164.1,19.31,14.48,0,69.1,0,10.07,115.43,28.96,14.48,26.06,201.14,29.27,3.12,132.73,29.5,5.5,10.62,5.79,0,100.56,3.7,67.57,3.85,0,0,13,38.66,0,9.4,14.17,38.67,42.49,14.17,0,0

92,22:45-23:00,0,0,0,0,0,0,0,0,0,13.51,7.76,10.45,28.96,0,24.09,0,5.79,123.08,164.1,19.31,14.48,0,69.1,0,10.07,115.43,28.96,14.48,26.06,201.14,29.27,3.12,132.73,29.5,5.5,10.62,5.79,0,100.56,3.7,67.57,3.85,0,0,12,38,0,9.8,14.17,38,42.49,14.17,0,0

93,23:00-23:15,0,0,0,0,0,0,0,0,0,13.51,7.76,10.45,28.96,0,24.09,0,5.79,123.08,164.1,19.31,14.48,0,69.1,0,10.07,115.43,28.96,14.48,26.06,201.14,28.26,3.12,132.73,29.5,5.5,10.62,5.79,0,100.56,3.7,67.57,3.85,0,0,11.33,37.34,0,10.2,14.17,37.33,42.49,14.17,0,0

94,23:15-23:30,0,0,0,0,0,0,0,0,0,13.51,7.76,10.45,28.96,0,24.09,0,5.79,123.08,164.1,19.31,14.48,0,69.1,0,10.07,115.43,28.96,14.48,26.06,201.14,29.27,3.12,132.73,29.5,5.5,10.62,5.79,0,100.56,3.7,67.57,3.85,0,0,11,37.66,0,10.8,14.17,37.67,42.49,14.17,0,0

95,23:30-23:45,0,0,0,0,0,0,0,0,0,13.51,7.76,10.45,28.96,0,24.09,0,5.79,123.08,164.1,19.31,14.48,0,69.1,0,10.07,115.43,28.96,14.48,26.06,201.14,29.27,3.12,132.73,29.5,5.5,10.62,5.79,0,100.56,3.7,67.57,3.85,0,0,10.33,38.34,0,11,14.17,38.33,42.49,14.17,0,0

96,23:45-24:00,0,0,0,0,0,0,0,0,0,13.51,7.76,10.45,28.96,0,24.09,0,5.79,123.08,164.1,19.31,14.48,0,69.1,0,10.07,115.43,28.96,14.48,26.06,201.14,29.27,3.12,132.73,29.5,5.5,10.62,5.79,0,100.56,3.7,67.57,3.85,0,0,9.67,39,0,11.21,14.17,39,42.49,14.17,0,0

