Block,Time,TEHRI,RAPPC,BSIUL,NJPC,CHAMERA2,RIHAND1,URI2,DULHASTI,DADRI_GF,TANDA2,KOTESHWR,AURY_CRF,ANTA_LF,UNCHAHAR4,DADRT2,UNCHAHAR1,AURY_RF,RAMPUR,KISHANGANGA,RIHAND3,DADRI_CRF,DADRI_LF,PARBATI3,SINGRAULI_HYDRO,UNCHAHAR3,CHAMERA3,TANAKPUR,JHAJJAR,RIHAND2,UNCHAHAR2,KOLDAM,AURY_GF,ANTA_CRF,DADRI_RF,RAPPB,ANTA_RF,DHAULIGNGA,AURY_LF,ANTA_GF,SEWA2,SALAL,URI,NAPP,SINGRAULI,CHAMERA1,NLCIIST2,NTPL,KAPS,BRBCL,NNTPP,KGSU3AND4,MOUDA_II,TALST2,SIMHST2,KHSTPP-II,MAPS,RSTPSU1TO6,KAWAS-zLIQ,KAWAS-APM,NLCEXP,KKNP,RSTPSU7,KSTPS I&II,TAPS-II,KAWAS-ComGas,FSTPP I & II,VALLURNTECL,NLCIIST1,KAWAS-RLNG,VSTPS V,TALA,NLCTS2EXP,KGSU1AND2,KUDGI,VSTPS II,VSTPS IV,VSTPS III,KAWAS-NAPM,KSTPS7,KHSTPP-I,SIPAT II,MOUDA,GANDHAR-RLNG,SASAN,GANDHAR-ComGas,LARA-I,GANDHAR-NAPM,KHARGONE-I,GADARWARA-I,GANDHAR-APM,SIPAT I,SOLAPUR,VSTPS I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,26.640394,57.332561,12.761760,48.895475,42.186474,77.312040,32.491298,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,340.442339,0.000000,0.000000,0.942844,1.255809,122.319536,0.000000,0.000000,0.000000,1.020039,22.107429,30.656970,2.972330,255.850691,116.683092,42.100250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.585953,0.000000,0.000000,16.608716,76.729695,47.496950,43.141307,104.398448,40.748764,0.41,1.01,0.792042,10.285930,0.14,1.06,3.395103,2.93,0.00,142.618106,0.23,5.85,0.000000,0.000000,0.84,1.57,1.88,2.870752,2.700657,0.000000,11.274515,2.30,0.81,0.000000,1.283457,0.000000,1.39,1.93,7.68,1.878456,2.594590,1.894622,0.000000,1.297295,41.666180,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.128121,0,0,0,0,0

7,01:30-01:45,26.640394,57.332561,12.761760,48.895475,42.186474,77.312040,32.491298,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,340.442339,0.000000,0.000000,0.942844,1.255809,122.319536,0.000000,0.000000,0.000000,1.020039,22.107429,30.656970,2.972330,255.850691,116.683092,42.100250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.585953,0.000000,0.000000,16.608716,76.729695,51.232666,43.141307,120.341560,40.748764,0.41,1.01,0.792042,12.457435,0.14,1.06,3.395103,2.93,0.00,142.618106,0.23,5.85,0.000000,0.000000,0.84,1.57,1.88,2.870752,2.700657,0.000000,12.241315,2.30,0.81,0.000000,1.283457,0.000000,1.57,1.93,7.68,1.878456,2.594590,1.894622,0.000000,1.297295,41.666180,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.128121,0,0,0,0,0

8,01:45-02:00,26.640394,57.332561,12.761760,48.895475,42.186474,77.312040,32.491298,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,340.442339,0.000000,0.000000,0.942844,1.255809,122.319536,0.000000,0.000000,0.000000,1.020039,22.107429,30.656970,2.972330,255.850691,116.683092,42.100250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.585953,0.000000,0.000000,16.608716,76.729695,51.232666,43.141307,120.341560,40.748764,0.41,1.01,0.792042,12.222719,0.14,1.06,3.395103,2.93,0.00,142.618106,0.23,5.85,0.000000,0.000000,0.84,1.57,1.88,2.870752,2.700657,0.000000,12.827117,2.30,0.81,0.000000,1.283457,0.000000,1.57,1.93,7.68,1.878456,2.594590,1.894622,0.000000,1.297295,41.666180,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.128121,0,0,0,0,0

9,02:00-02:15,26.640394,57.332561,12.761760,48.895475,42.186474,77.312040,34.186497,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,303.027179,0.000000,0.000000,0.942844,1.255809,122.319536,0.000000,0.000000,0.000000,1.020039,17.558635,30.656970,2.972330,255.850691,116.683092,42.100250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.585953,0.000000,0.000000,16.608716,76.729695,47.496950,43.141307,120.341560,40.748764,0.41,1.01,0.792042,13.068739,0.14,1.06,3.395103,2.93,0.00,142.618106,0.23,5.85,0.000000,0.000000,0.79,1.57,1.88,2.870752,2.700657,0.000000,12.827117,2.30,0.81,0.000000,1.283457,0.000000,1.57,1.93,7.68,1.878456,2.594590,1.894622,0.000000,1.297295,41.666180,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.128121,0,0,0,0,0

10,02:15-02:30,26.640394,57.332561,12.761760,48.895475,42.186474,77.312040,34.186497,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,212.776131,0.000000,0.000000,0.942844,1.255809,122.319536,0.000000,0.000000,0.000000,1.020039,6.043177,30.656970,2.972330,251.016691,116.683092,29.528779,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.585953,0.000000,0.000000,16.608716,76.729695,47.496950,43.141307,120.341560,40.748764,0.41,1.01,0.792042,13.136810,0.14,1.06,3.395103,2.93,0.00,142.618106,0.23,5.85,0.000000,0.000000,0.79,1.57,1.88,2.870752,2.700657,0.000000,12.827117,2.30,0.81,0.000000,1.283457,0.000000,1.57,1.93,7.68,1.878456,2.594590,1.894622,0.000000,1.297295,41.666180,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.128121,0,0,0,0,0

11,02:30-02:45,26.640394,57.332561,12.672428,48.895475,42.186474,77.312040,32.208765,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,219.589767,0.000000,0.000000,0.942844,1.255809,122.319536,0.000000,0.000000,0.000000,1.020039,10.591971,30.656970,2.972330,252.950291,116.683092,29.276348,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.585953,0.000000,0.000000,16.608716,76.729695,47.496950,43.141307,120.341560,40.748764,0.41,1.01,0.792042,10.457284,0.14,1.06,3.395103,2.93,0.00,142.618106,0.23,5.85,0.000000,0.000000,0.79,1.57,1.88,2.870752,2.700657,0.000000,11.811094,2.30,0.81,0.000000,1.283457,0.000000,1.57,1.93,7.68,1.878456,2.594590,1.894622,0.000000,1.297295,42.244194,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.128121,0,0,0,0,0

12,02:45-03:00,26.640394,57.332561,12.672428,48.895475,42.186474,77.312040,32.208765,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,219.589767,0.000000,0.000000,0.942844,1.255809,122.319536,0.000000,0.000000,0.000000,1.020039,10.591971,30.656970,2.972330,252.950291,116.683092,19.217023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.585953,0.000000,0.000000,16.608716,76.729695,47.496950,43.141307,120.341560,40.748764,0.41,1.01,0.792042,14.502010,0.14,1.06,3.395103,2.93,0.00,142.618106,0.23,5.85,0.000000,0.000000,0.79,1.57,1.88,2.870752,2.700657,0.000000,11.811094,2.30,0.81,0.000000,1.283457,0.000000,1.57,1.93,7.68,1.878456,2.594590,1.894622,0.000000,1.297295,42.253027,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.128121,0,0,0,0,0

13,03:00-03:15,26.640394,57.332561,12.672428,48.895475,42.186474,77.312040,32.208765,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,183.028814,0.000000,0.000000,0.942844,1.255809,122.319536,0.000000,0.000000,0.000000,1.020039,9.797590,30.656970,2.972330,237.481491,116.683092,19.749898,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.585953,0.000000,0.000000,16.608716,76.729695,47.496950,43.141307,120.341560,40.748764,0.41,1.01,0.792042,14.502010,0.14,1.06,3.395103,2.93,0.00,110.467438,0.23,5.85,0.000000,0.000000,0.79,1.57,1.88,2.870752,2.700657,0.000000,9.550147,2.30,0.81,0.000000,1.283457,0.000000,1.57,1.93,7.68,1.878456,2.594590,1.894622,0.000000,1.297295,30.818587,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.128121,0,0,0,0,0

14,03:15-03:30,26.640394,57.332561,12.672428,48.895475,42.186474,77.312040,32.208765,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,178.824864,0.000000,0.000000,0.942844,1.255809,122.319536,0.000000,0.000000,0.000000,1.020039,9.797590,30.656970,2.972330,237.481491,116.683092,19.749898,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.585953,0.000000,0.000000,16.608716,76.729695,47.496950,43.141307,120.341560,40.748764,0.41,1.01,0.792042,14.502010,0.14,1.06,3.395103,2.93,0.00,62.329693,0.23,5.85,0.000000,0.000000,0.79,1.57,1.88,2.870752,2.700657,0.000000,6.399733,2.30,0.81,0.000000,1.283457,0.000000,1.57,1.93,7.68,1.878456,2.594590,1.894622,0.000000,1.297295,17.351546,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.128121,0,0,0,0,0

15,03:30-03:45,26.640394,57.332561,12.672428,48.895475,42.186474,77.312040,32.208765,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,219.589767,0.000000,0.000000,0.942844,1.255809,122.319536,0.000000,0.000000,0.000000,1.020039,12.655204,30.656970,2.972330,252.950291,116.683092,19.749898,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.585953,0.000000,0.000000,16.608716,76.729695,47.496950,43.141307,120.341560,40.748764,0.41,1.01,0.792042,13.422809,0.14,1.06,3.395103,2.93,0.00,110.467438,0.23,5.85,0.000000,0.000000,0.79,1.57,1.88,2.870752,2.700657,0.000000,11.274356,2.30,0.81,0.000000,1.283457,0.000000,1.57,1.93,7.68,1.878456,2.594590,1.894622,0.000000,1.297295,31.220679,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.128121,0,0,0,0,0

16,03:45-04:00,17.760263,57.332561,12.672428,48.895475,42.186474,77.312040,32.208765,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,219.589767,0.000000,0.000000,0.942844,1.255809,122.319536,0.000000,0.000000,0.000000,1.020039,12.655204,30.656970,2.972330,252.950291,116.683092,19.749898,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.585953,0.000000,0.000000,16.608716,76.729695,47.496950,43.141307,120.341560,40.748764,0.41,1.01,0.792042,14.158073,0.14,1.06,3.395103,2.93,0.00,110.467438,0.23,5.85,0.000000,0.000000,0.79,1.57,1.88,2.870752,2.700657,0.000000,11.274515,2.30,0.81,0.000000,1.283457,0.000000,1.57,1.93,7.68,1.878456,2.594590,1.894622,0.000000,1.297295,31.220679,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.128121,0,0,0,0,0

