Block,Time,NLCTS2EXP,ANTA_GF,ANTA_LF,DADRI_GF,DADRI_LF,DADRI_RF,BRBCL,KKNPPU2,NJPC,NNTPP,PARBATI2,UNCHAHAR1,UNCHAHAR3,VALLURNTECL,BSIUL,DULHASTI,KGSU1AND2,NLCIIST2,PARBATI3,RSTPSU1TO6,SASAN,TALST2,TANAKPUR,URI2,CHAMERA3,KHSTPP-II,NAPP,RAMPUR,RIHAND1,RSTPSU7,TEHRIPSP,UNCHAHAR4,URI,DHAULIGNGA,JHAJJAR,KHSTPP-I,KOTESHWR,KUDGI,MAPS,RAPPD,RIHAND2,SALAL,SINGRAULI,TANDA2,AURY_CRF,AURY_RF,DADRI_CRF,CHAMERA2,SIMHST2,SINGRAULI_HYDRO,UNCHAHAR2,CHAMERA1,DADRT2,KGSU3AND4,KISHANGANGA,KKNP,NTPL,RAPPB,RIHAND3,SEWA2,SIMHST1,TALA,TelanganaSTPP,ANTA_CRF,ANTA_RF,FSTPP I & II,KOLDAM,NLCEXP,NLCIIST1,RAPPC,TEHRI,AURY_GF,AURY_LF
54,13:15-13:30,0,0,0,0,0,104.09,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,57.24,0,418.77,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,192.57,3.23,39.75,42.46,667.27,45.53,42.84,0,0,33.7,125.27,81.34,98.76,5.73,0,80.79,0,47.12,0,0,44.52,42.15,689.39,0,0,0,0,0,130.84,18.34,0,27.73,0,0,49.56,20.8,8.63,0,0,65.43,76.19,0,0

55,13:30-13:45,0,0,0,0,0,104.09,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,53.53,0,418.77,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,192.57,3.23,39.75,42.46,667.27,45.53,42.84,0,0,33.7,125.27,81.34,98.76,5.73,0,80.79,0,47.12,0,0,44.52,42.15,689.39,0,0,0,0,0,130.84,18.34,0,27.34,0,0,49.06,20.8,8.63,0,0,65.43,76.19,0,0

56,13:45-14:00,0,0,0,0,0,104.09,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,53.53,0,418.77,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,0,3.23,39.75,42.46,667.27,45.53,42.84,0,0,33.7,125.27,81.34,98.76,5.73,0,80.79,0,47.12,0,0,44.52,42.15,689.39,0,0,0,0,0,130.84,18.34,0,27.28,0,0,49.06,20.8,8.63,0,0,65.43,76.19,0,0

57,14:00-14:15,0,0,0,0,0,104.09,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,53.53,0,418.77,0,3.85,31.18,33.95,49.43,24.36,5.68,48.09,0,0,3.23,44.16,42.46,667.27,45.53,42.84,0,0,33.7,125.27,81.34,98.76,5.73,0,80.79,0,47.12,0,0,44.52,42.15,689.39,0,0,0,0,0,130.84,18.34,0,27.14,0,0,49.06,20.8,8.63,0,0,65.43,57.14,0,0

58,14:15-14:30,0,0,0,0,0,104.09,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,53.53,0,418.77,0,3.85,31.18,33.95,49.43,24.36,5.68,48.09,0,0,3.23,44.16,42.46,667.27,45.53,42.84,0,0,33.7,125.27,81.34,98.76,5.73,0,80.79,0,47.12,0,0,44.52,42.15,689.39,0,0,0,0,0,130.84,18.34,0,27.14,0,0,49.06,20.8,8.63,0,0,65.43,57.14,0,0

59,14:30-14:45,0,0,0,0,0,104.09,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,53.53,0,418.77,0,3.85,31.18,33.95,49.43,24.36,5.68,48.09,0,0,3.23,44.16,42.46,667.27,45.53,42.84,0,0,33.7,125.27,81.34,98.76,5.73,0,80.79,0,47.12,0,0,44.52,42.15,689.39,0,0,0,0,0,130.84,18.34,0,27.58,0,0,49.06,20.8,8.63,0,0,65.43,57.14,0,0

60,14:45-15:00,0,0,0,0,0,104.09,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,53.53,0,418.77,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,0,3.23,44.16,42.46,667.27,45.53,42.84,0,0,33.7,125.27,81.34,98.76,5.73,0,80.79,0,47.12,0,0,44.52,42.15,689.39,0,0,0,0,0,130.84,18.34,0,27.58,0,0,49.06,20.8,8.63,0,0,65.43,57.14,0,0

61,15:00-15:15,0,0,0,0,0,104.09,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,53.53,0,418.77,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,0,3.23,44.16,42.46,667.27,45.53,42.84,0,0,33.7,125.27,81.34,98.76,5.73,0,80.79,0,47.12,0,0,44.52,42.15,689.39,0,0,0,0,0,130.84,18.34,0,27.58,0,0,48.55,20.8,8.63,0,0,65.43,57.14,0,0

62,15:15-15:30,0,0,0,0,0,104.09,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,53.53,0,418.77,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,0,3.23,44.16,42.46,667.27,45.53,42.84,0,0,33.7,125.27,81.34,98.76,5.73,0,80.79,0,47.12,0,0,44.52,42.15,689.39,0,0,0,0,0,130.84,18.34,0,27.58,0,0,48.55,20.8,8.63,0,0,65.43,57.14,0,0

63,15:30-15:45,0,0,0,0,0,104.09,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,53.53,0,418.77,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,0,3.23,44.16,42.46,667.27,45.53,42.84,0,0,33.7,125.27,81.34,98.76,5.73,0,80.79,0,47.12,0,0,44.52,42.15,689.39,0,0,0,0,0,130.84,18.34,0,28.01,0,0,48.55,20.8,8.63,0,0,65.43,57.14,0,0

64,15:45-16:00,0,0,0,0,0,104.09,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,53.53,0,418.77,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,0,3.23,44.16,42.46,667.27,45.53,42.84,0,0,33.7,125.27,81.34,98.76,5.73,0,80.79,0,47.12,0,0,44.52,42.15,689.39,0,0,0,0,0,130.84,18.34,0,28.01,0,0,48.55,20.8,8.63,0,0,65.43,57.14,0,0

65,16:00-16:15,0,0,0,0,0,104.09,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,53.53,0,418.77,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,0,3.23,44.16,42.46,667.27,45.53,20.51,0,0,33.7,125.27,81.34,98.76,5.73,0,80.79,0,47.12,0,0,44.52,42.15,689.39,0,2.33,0,0,0,130.84,18.34,0,28.01,0,0,48.05,20.8,8.63,0,0,65.43,76.19,0,0

66,16:15-16:30,0,0,0,0,0,104.09,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,53.53,0,418.77,0,11.91,31.18,33.95,49.43,24.36,5.68,46.49,0,0,3.23,44.16,42.46,667.27,45.53,20.29,0,0,33.7,121.87,81.34,98.76,5.73,0,80.79,0,47.12,0,0,44.52,42.15,689.39,0,2.33,0,0,0,127.44,18.34,0,28.01,0,0,48.05,20.8,8.63,0,0,65.43,76.19,0,0

67,16:30-16:45,0,0,0,0,0,104.09,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,53.53,0,418.77,0,11.91,31.18,33.95,49.43,24.36,5.68,46.49,0,0,3.23,44.16,42.46,667.27,45.53,20.29,0,0,33.7,121.87,81.34,98.76,5.73,0,80.79,0,47.12,0,0,44.52,42.15,689.39,0,4.65,0,0,0,127.44,18.34,0,27.99,0,0,48.05,20.8,8.63,0,0,65.43,76.19,0,0

68,16:45-17:00,0,0,0,0,0,104.09,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,53.53,0,418.77,0,11.91,31.18,33.95,49.43,24.36,5.68,46.49,0,0,3.23,44.16,42.46,667.27,45.53,20.29,0,0,33.7,121.87,81.34,93.76,5.73,0,80.79,0,47.12,0,0,44.52,42.15,689.39,0,4.65,0,0,0,127.44,18.34,0,25.19,0,0,48.05,20.8,8.63,0,0,65.43,76.19,0,0

69,17:00-17:15,0,0,0,0,0,104.09,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,53.53,0,418.77,0,11.91,31.18,33.95,49.43,24.36,5.68,46.49,0,192.57,3.23,44.16,42.46,667.27,45.53,20.29,0,0,33.7,121.87,81.34,93.76,5.73,0,80.79,0,47.12,0,0,44.52,42.15,689.39,0,6.97,0,0,0,127.44,18.34,0,24.32,0,0,47.55,20.15,8.63,0,0,65.43,76.19,0,0

70,17:15-17:30,0,0,0,0,0,104.09,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,53.53,0,418.77,0,11.91,31.18,33.95,49.43,24.36,5.68,46.49,0,192.57,3.23,44.16,42.46,667.27,45.53,20.29,0,0,33.7,121.87,81.34,93.76,5.73,0,80.79,0,47.12,0,0,44.52,42.15,689.39,0,6.97,0,0,0,127.44,18.34,0,24.01,0,0,47.55,20.15,8.63,0,0,65.43,76.19,0,0

71,17:30-17:45,0,0,0,0,0,104.09,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,53.53,0,418.77,0,11.91,31.18,33.95,49.43,24.36,5.68,46.49,0,192.57,3.23,46.37,42.46,667.27,45.53,20.29,0,0,33.7,121.87,81.34,93.76,5.73,0,80.79,0,47.12,0,0,44.52,42.15,689.39,0,6.97,0,0,0,127.44,18.34,0,23.66,0,0,47.55,20.15,8.63,0,0,65.43,76.19,0,0

72,17:45-18:00,0,0,0,0,0,104.09,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,53.53,0,418.77,0,11.91,31.18,33.95,49.43,24.36,5.68,46.49,0,192.57,3.23,46.37,42.46,667.27,45.53,20.29,0,0,33.7,121.87,81.34,93.76,5.73,0,80.79,0,47.12,0,0,44.52,42.15,689.39,0,6.97,0,0,0,127.44,18.34,0,23.58,0,0,47.55,20.15,8.63,0,0,65.43,76.19,0,0

73,18:00-18:15,0,0,0,0,0,104.09,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,53.53,0,418.77,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,192.57,3.23,46.37,42.46,667.27,45.53,20.29,0,0,33.7,59.81,81.34,98.76,5.73,0,80.79,0,47.12,0,0,44.52,42.15,689.39,0,6.97,0,0,0,130.84,18.34,0,23.26,0,0,47.55,20.15,8.63,0,0,65.43,76.19,0,0

74,18:15-18:30,0,0,0,0,0,104.09,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,53.53,0,418.77,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,192.57,3.23,46.37,42.46,667.27,45.53,20.29,0,0,33.7,59.81,81.34,98.76,5.73,0,80.79,0,47.12,0,0,44.52,42.15,689.39,0,6.97,0,0,0,130.84,18.34,0,22.99,0,0,47.55,20.15,8.63,0,0,65.43,76.19,0,0

75,18:30-18:45,0,0,0,0,0,104.09,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,53.53,0,418.77,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,192.57,3.23,46.37,42.46,667.27,45.53,30.43,0,0,33.7,59.81,81.34,98.76,5.73,0,80.79,0,47.12,0,0,44.52,42.15,689.39,0,6.97,0,0,0,130.84,18.34,0,22.84,0,0,47.29,20.15,8.63,0,0,65.43,76.19,0,0

76,18:45-19:00,0,0,0,0,0,104.09,24.99,0,177.45,0,41.8,21.65,27.38,0,20.46,38.45,0,0,57.98,0,418.77,0,11.91,31.18,35.69,49.43,24.36,5.85,48.09,0,192.57,3.23,46.37,44.82,667.27,45.53,45.08,0,0,33.7,59.81,81.34,98.76,5.73,0,81.31,0,49.6,0,0,44.52,42.35,689.39,0,7.18,0,0,0,130.84,18.34,0,22.76,0,0,47.29,20.15,8.63,0,0,65.43,76.19,0,0

77,19:00-19:15,0,0,0,0,0,104.09,24.99,0,177.45,0,41.8,21.65,27.38,0,20.46,38.45,0,0,57.98,0,418.77,0,11.91,31.18,35.69,49.43,24.36,5.85,48.09,0,192.57,3.23,46.37,44.82,667.27,45.53,45.08,0,0,33.7,59.81,81.34,98.76,5.73,0,81.31,0,49.6,0,0,44.52,42.35,689.39,0,7.18,0,0,0,130.84,18.34,0,22.32,0,0,47.29,20.15,8.63,0,0,65.43,76.19,0,0

78,19:15-19:30,0,0,0,0,0,104.09,24.99,0,177.45,0,41.8,21.65,27.38,0,20.46,38.45,0,0,57.98,0,418.77,0,11.91,31.18,35.69,49.43,24.36,5.85,48.09,0,192.57,3.23,46.37,44.82,667.27,45.53,45.08,0,0,33.7,59.81,81.34,98.76,5.73,0,81.31,0,49.6,0,0,44.52,42.35,689.39,0,7.18,0,0,0,130.84,18.34,0,22.32,0,0,47.29,20.15,8.63,0,0,65.43,76.19,0,0

79,19:30-19:45,0,0,0,0,0,104.09,24.99,0,177.45,0,41.8,21.65,27.38,0,20.46,38.45,0,0,57.98,0,418.77,0,11.91,31.18,35.69,49.43,24.36,5.85,48.09,0,192.57,3.23,46.37,44.82,667.27,45.53,45.08,0,0,33.7,59.81,81.34,98.76,5.73,0,81.31,0,49.6,0,0,44.52,42.35,689.39,0,7.18,0,0,0,130.84,18.34,0,22.46,0,0,47.8,20.15,8.63,0,0,65.43,76.19,0,0

80,19:45-20:00,0,0,0,0,0,104.09,24.99,0,177.45,0,41.8,21.65,27.38,0,20.46,38.45,0,0,57.98,0,418.77,0,11.91,31.18,35.69,49.43,24.36,5.85,48.09,0,192.57,3.23,46.37,44.82,667.27,45.53,45.08,0,0,33.7,59.81,81.34,98.76,5.73,0,81.31,0,49.6,0,0,44.52,42.35,689.39,0,7.18,0,0,0,130.84,18.34,0,22.6,0,0,47.8,20.15,8.63,0,0,65.43,76.19,0,0

81,20:00-20:15,0,0,0,0,0,106.06,24.99,0,177.45,0,41.8,21.65,27.38,0,20.46,38.45,0,0,57.98,0,418.77,0,11.91,31.18,35.69,49.43,24.36,5.85,48.09,0,192.57,3.23,46.37,44.82,667.27,45.53,45.08,0,0,33.7,59.81,81.34,98.76,5.73,0,81.31,0,49.6,0,0,44.52,42.35,689.39,0,7.18,0,0,0,130.84,18.34,0,22.67,0,0,48.55,20.15,8.63,0,0,65.43,76.19,0,0

82,20:15-20:30,0,0,0,0,0,106.06,24.99,0,177.45,0,41.8,21.65,27.38,0,20.46,38.45,0,0,57.98,0,418.77,0,11.91,31.18,35.69,49.43,24.36,5.85,48.09,0,192.57,3.23,46.37,44.82,667.27,45.53,45.08,0,0,33.7,59.81,81.34,98.76,5.73,0,81.31,0,49.6,0,0,44.52,42.35,689.39,0,7.18,0,0,0,130.84,18.34,0,22.79,0,0,48.55,20.15,8.63,0,0,65.43,76.19,0,0

83,20:30-20:45,0,0,0,0,0,106.06,24.99,0,177.45,0,41.8,21.65,27.38,0,20.46,38.45,0,0,57.98,0,418.77,0,11.91,31.18,35.69,49.43,24.36,5.85,48.09,0,192.57,2.94,46.37,44.82,667.27,45.53,45.08,0,0,33.7,59.81,81.34,98.76,5.73,0,81.31,0,49.6,0,0,44.52,42.35,689.39,0,7.18,0,0,0,130.84,18.34,0,23.14,0,0,48.55,20.15,8.63,0,0,65.43,76.19,0,0

84,20:45-21:00,0,0,0,0,0,106.06,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,53.53,0,418.77,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,192.57,2.94,46.37,42.46,667.27,45.53,42.84,0,0,33.7,59.81,81.34,98.76,5.73,0,81.31,0,47.12,0,0,44.52,42.15,689.39,0,6.97,0,0,0,130.84,18.34,0,23.26,0,0,48.55,20.15,8.63,0,0,65.43,76.19,0,0

85,21:00-21:15,0,0,0,0,0,106.06,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,53.53,0,418.77,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,192.57,2.94,46.37,42.46,667.27,45.53,42.84,0,0,33.7,59.81,81.34,98.76,5.73,0,81.31,0,47.12,0,0,44.52,42.15,344.7,0,6.97,0,0,0,130.84,18.34,0,23.4,0,0,49.31,19.46,8.63,0,0,65.43,76.19,0,0

86,21:15-21:30,0,0,0,0,0,106.06,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,53.53,0,418.77,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,192.57,2.94,46.37,42.46,667.27,45.53,42.84,0,0,33.7,59.81,81.34,98.76,5.73,0,81.31,0,47.12,0,0,44.52,42.15,344.7,0,6.97,0,0,0,130.84,18.34,0,23.5,0,0,49.31,19.46,8.63,0,0,65.43,76.19,0,0

87,21:30-21:45,0,0,0,0,0,106.06,24.99,0,177.45,0,41.8,21.65,27.38,0,20.46,38.45,0,0,57.98,0,418.77,0,11.91,31.18,35.69,49.43,24.36,5.85,48.09,0,192.57,2.94,46.37,44.82,667.27,45.53,45.08,0,0,33.7,59.81,81.34,98.76,5.73,0,81.31,0,49.6,0,0,44.52,42.35,344.7,0,7.18,0,0,0,130.84,18.34,0,23.64,0,0,50.08,19.46,8.63,0,0,65.43,76.19,0,0

88,21:45-22:00,0,0,0,0,0,106.06,24.99,0,177.45,0,41.8,21.65,27.38,0,20.46,38.45,0,0,57.98,0,418.77,0,11.91,31.18,35.69,49.43,24.36,5.85,48.09,0,192.57,2.94,46.37,44.82,667.27,45.53,45.08,0,0,33.7,59.81,81.34,98.76,5.73,0,81.31,0,49.6,0,0,44.52,42.35,344.7,0,7.18,0,0,0,130.84,18.34,0,23.78,0,0,50.08,19.46,8.63,0,0,65.43,76.19,0,0

89,22:00-22:15,0,0,0,0,0,106.06,24.99,0,177.45,0,41.8,21.65,27.38,0,20.46,38.45,0,0,57.98,0,415.12,0,11.91,31.18,35.69,49.43,24.36,5.85,48.09,0,192.57,2.94,46.37,44.82,667.27,45.53,45.08,0,0,33.7,59.81,81.34,98.76,5.73,0,81.31,0,49.6,0,0,44.52,42.35,344.7,0,7.18,0,0,0,130.84,18.34,0,23.93,0,0,50.58,19.46,8.63,0,0,65.43,76.19,0,0

90,22:15-22:30,0,0,0,0,0,106.06,24.99,0,177.45,0,41.8,21.65,27.38,0,20.46,38.45,0,0,57.98,0,415.12,0,3.85,31.18,35.69,49.43,24.36,5.85,48.09,0,192.57,2.94,46.37,44.82,667.27,45.53,45.08,0,0,33.7,59.81,81.34,98.76,5.73,0,81.31,0,49.6,0,0,44.52,42.35,344.7,0,7.18,0,0,0,130.84,18.34,0,24.08,0,0,50.58,19.46,8.63,0,0,65.43,76.19,0,0

91,22:30-22:45,0,0,0,0,0,106.06,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,53.53,0,415.12,0,3.85,31.18,33.95,49.43,24.36,5.68,48.09,0,192.57,2.94,46.37,42.46,667.27,45.53,42.84,0,0,33.7,79.74,81.34,98.76,5.73,0,82.08,0,47.12,0,0,44.52,42.15,344.7,0,6.97,0,0,0,130.84,18.34,0,24.23,0,0,50.83,19.46,8.63,0,0,65.43,76.19,0,0

92,22:45-23:00,0,0,0,0,0,106.06,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,53.53,0,415.12,0,3.85,31.18,33.95,49.43,24.36,5.68,48.09,0,192.57,2.94,46.37,42.46,667.27,45.53,42.84,0,0,33.7,86.39,81.34,98.76,5.73,0,82.08,0,47.12,0,0,44.52,42.15,344.7,0,6.97,0,0,0,130.84,18.34,0,24.32,0,0,50.83,19.46,8.63,0,0,65.43,76.19,0,0

93,23:00-23:15,0,0,0,0,0,106.06,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,53.53,0,415.12,0,11.91,32.74,33.95,49.43,24.36,5.68,48.09,0,192.57,2.94,46.37,42.46,667.27,45.53,42.84,0,0,33.7,86.39,81.34,98.76,5.73,0,82.08,0,47.12,0,0,44.52,42.15,344.7,0,6.97,0,0,0,130.84,18.34,0,24.32,0,0,51.59,19.46,8.63,0,0,65.43,76.19,0,0

94,23:15-23:30,0,0,0,0,0,106.06,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,53.53,0,415.12,0,11.91,32.74,33.95,49.43,24.36,5.68,48.09,0,192.57,2.94,46.37,42.46,667.27,45.53,42.84,0,0,33.7,93.04,81.34,98.76,5.73,0,82.08,0,47.12,0,0,44.52,42.15,344.7,0,6.97,0,0,0,130.84,18.34,0,24.32,0,0,51.59,19.46,8.63,0,0,65.43,76.19,0,0

95,23:30-23:45,0,0,0,0,0,106.06,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,32.71,0,415.12,0,11.91,32.74,33.95,49.43,24.36,5.68,48.09,0,192.57,2.94,46.37,42.46,667.27,45.53,42.84,0,0,33.7,93.04,81.34,98.76,5.73,0,82.08,0,47.12,0,0,44.52,42.15,344.7,0,6.97,0,0,0,130.84,18.34,0,24.32,0,0,51.84,19.46,8.63,0,0,65.43,76.19,0,0

96,23:45-24:00,0,0,0,0,0,106.06,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,32.71,0,415.12,0,11.91,32.74,33.95,49.43,24.36,5.68,48.09,0,192.57,2.94,46.37,42.46,667.27,45.53,42.84,0,0,33.7,99.69,81.34,98.76,5.73,0,82.08,0,47.12,0,0,44.52,42.15,344.7,0,6.97,0,0,0,130.84,18.34,0,24.32,0,0,51.84,19.46,8.63,0,0,65.43,76.19,0,0

