Block,Time,RAPPC,AURY_GF,RIHAND1,RAMPUR,DADRI_LF,SALAL,SEWA2,RAPPB,BSIUL,UNCHAHAR1,URI2,UNCHAHAR3,DADRI_GF,CHAMERA3,KISHANGANGA,CHAMERA2,DADRI_RF,URI,AURY_RF,ANTA_CRF,NJPC,UNCHAHAR4,TANAKPUR,TEHRI,PARBATI3,ANTA_LF,CHAMERA1,ANTA_GF,AURY_LF,RIHAND2,JHAJJAR,FSTPP I & II,DHAULIGNGA,ANTA_RF,SINGRAULI,DULHASTI,UNCHAHAR2,DADRI_CRF,RIHAND3,AURY_CRF,KOLDAM,TANDA2,NAPP,KHSTPP-II,SINGRAULI_HYDRO,KOTESHWR,DADRT2,KKNP,KAWAS-RLNG,KAWAS-zLIQ,SOLAPUR,MOUDA_II,RSTPSU7,KGSU1AND2,LARA-I,MOUDA,GADARWARA-I,KHSTPP-I,NTPL,GANDHAR-ComGas,KUDGI,GANDHAR-RLNG,TAPS-II,TALA,NLCTS2EXP,NLCIIST2,KAWAS-APM,KAWAS-ComGas,VSTPS I,KSTPS7,SIMHST2,VSTPS IV,NNTPP,KAPS,VSTPS II,NLCIIST1,KGSU3AND4,SIPAT II,KSTPS I&II,KAWAS-NAPM,TALST2,RSTPSU1TO6,SIPAT I,VSTPS III,KHARGONE-I,GANDHAR-NAPM,BRBCL,VALLURNTECL,GANDHAR-APM,NLCEXP,SASAN,MAPS,VSTPS V,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
27,06:30-06:45,57.136865,0.000000,90.877303,1.409439,0.000000,80.610264,16.552026,0.000000,18.943759,10.327238,33.382780,12.767049,0.000000,30.552328,2.458347,42.042477,0.000000,48.930384,0.000000,0.000000,73.092867,0.705789,0.493697,0.000000,6.691393,0.000000,40.609675,0.000000,0.000000,116.284815,228.964213,19.973355,17.998846,0.000000,138.769784,51.937806,20.762076,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,142.131305,1.036106,8.394844,181.465594,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,31.581603,1.98,0.000000,4.88,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.318388,1.292867,1.78,2.585733,0.18,0.799281,1.872044,0.77,2.10,1.801965,2.860953,0.000000,0.00,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,0.00,0.000000,1.56,336.237412,0.23,1.279076,0,0,0,0,0

28,06:45-07:00,57.136865,0.000000,90.877303,1.409439,0.000000,80.610264,16.552026,0.000000,18.943759,10.327671,33.382780,12.767049,0.000000,30.552328,2.458347,42.042477,0.000000,48.930384,0.000000,0.000000,73.092867,0.705789,0.493697,0.000000,3.345696,0.000000,40.609675,0.000000,0.000000,116.284815,228.964213,14.091573,17.998846,0.000000,138.769784,51.937806,20.762076,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,142.131305,1.036106,8.394844,181.465594,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,22.529520,1.98,0.000000,4.88,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.318388,1.292867,1.78,2.585733,0.18,0.799281,1.872044,0.77,2.10,1.801965,2.860953,0.000000,0.00,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,0.00,0.000000,1.56,336.237412,0.23,1.279076,0,0,0,0,0

29,07:00-07:15,57.136865,0.000000,90.877303,0.939625,0.000000,80.610264,16.552026,0.000000,18.943759,10.147154,33.382780,12.767049,0.000000,30.552328,2.458347,42.042477,0.000000,48.930384,0.000000,0.000000,48.728578,0.718490,0.493697,0.000000,3.345696,0.000000,40.609675,0.000000,0.000000,116.284815,228.964213,14.091573,17.998846,0.000000,138.769784,51.937806,20.762076,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,142.131305,1.036106,8.394844,181.465594,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,22.529520,1.94,0.000000,3.77,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.318388,1.292867,1.78,2.585733,0.18,0.799281,1.872044,0.73,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

30,07:15-07:30,57.136865,0.000000,90.877303,0.469813,0.000000,80.610264,16.552026,0.000000,18.943759,10.147154,33.382780,12.767049,0.000000,30.552328,2.458347,42.042477,0.000000,48.930384,0.000000,0.000000,24.364289,0.718490,0.493697,0.000000,3.345696,0.000000,40.609675,0.000000,0.000000,116.284815,228.964213,14.091573,18.829562,0.000000,138.769784,51.937806,20.762076,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,118.249584,1.036106,8.394844,181.465594,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,22.529520,1.94,0.000000,1.88,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.318388,1.292867,1.78,2.585733,0.18,0.799281,1.872044,0.73,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

31,07:30-07:45,57.136865,0.000000,90.877303,0.442577,0.000000,80.610264,16.552026,0.000000,18.943759,10.147154,33.382780,13.952789,0.000000,30.552328,2.458347,42.042477,0.000000,48.930384,0.000000,0.000000,22.983317,0.718542,0.493697,0.000000,3.345696,0.000000,40.609675,0.000000,0.000000,116.284815,228.964213,14.091573,19.106467,0.000000,138.769784,51.937806,20.762076,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,94.162084,1.036106,8.394844,181.465594,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,22.529520,1.94,0.000000,4.71,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.297595,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.73,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

32,07:45:08:00,57.136865,0.000000,90.877303,0.000000,0.000000,80.610264,16.552026,0.000000,18.943759,10.147154,33.382780,12.767049,0.000000,30.552328,2.458347,42.042477,0.000000,48.930384,0.000000,0.000000,0.000000,0.705846,0.493697,0.000000,3.345696,0.000000,40.609675,0.000000,0.000000,116.284815,228.964213,14.091573,8.999423,0.000000,138.769784,51.937806,20.762076,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,106.687584,1.036106,8.394844,181.698592,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,22.529520,1.94,0.000000,4.81,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.297595,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.73,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

33,08:00-08:15,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,18.943759,10.133157,33.382780,13.480057,0.000000,20.367772,2.458347,42.042477,0.000000,48.930384,0.000000,0.000000,0.000000,0.703838,1.110819,0.000000,0.000000,0.000000,40.609675,0.000000,0.000000,116.284815,228.964213,14.091573,8.999423,0.000000,138.769784,51.937806,20.762076,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,93.632159,1.036106,8.394844,181.096036,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,22.529520,1.99,0.000000,4.88,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.297595,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.73,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

34,08:15-08:30,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,12.629173,10.133157,33.382780,13.480057,0.000000,20.367772,2.458347,42.042477,0.000000,48.930384,0.000000,0.000000,0.000000,0.703838,1.110819,0.000000,0.000000,0.000000,40.609675,0.000000,0.000000,116.284815,228.964213,14.091573,8.999423,0.000000,138.769784,51.937806,20.762076,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,93.632159,1.036106,8.394844,181.096036,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,22.529520,1.99,0.000000,4.88,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.297595,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.73,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

35,08:30-08:45,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,12.629173,11.024392,33.382780,13.480057,0.000000,20.367772,2.458347,27.943212,0.000000,48.930384,0.000000,0.000000,0.000000,0.703838,1.110819,0.000000,0.000000,0.000000,40.609675,0.000000,0.000000,116.284815,228.964213,14.091573,8.584064,0.000000,138.769784,51.937806,20.762076,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,93.632159,1.036106,8.394844,181.096036,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,22.529520,1.99,0.000000,4.88,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.297595,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.73,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

36,08:45:09:00,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,12.629173,11.024392,33.382780,13.480057,0.000000,20.367772,2.458347,27.943212,0.000000,48.930384,0.000000,0.000000,0.000000,0.703838,1.110819,0.000000,0.000000,0.000000,40.609675,0.000000,0.000000,116.284815,228.964213,14.091573,0.000000,0.000000,138.769784,51.937806,20.762076,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,93.632159,1.036106,8.394844,181.096036,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,22.529520,1.98,0.000000,4.88,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.297595,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.73,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

37,09:00:09:15,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,12.629173,9.496137,34.351375,11.622729,0.000000,20.367772,2.458347,27.943212,0.000000,48.930384,0.000000,0.000000,0.000000,0.703838,0.246849,0.000000,0.000000,0.000000,40.609675,0.000000,0.000000,116.284815,228.964213,7.963713,0.000000,0.000000,138.769784,51.937806,10.839760,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,64.477516,1.036106,8.394844,180.762952,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,14.766697,1.98,0.000000,4.88,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.297595,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.73,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

38,09:15-09:30,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,12.629173,9.496137,34.351375,11.622729,0.000000,20.367772,2.458347,27.943212,0.000000,51.057792,0.000000,0.000000,0.000000,0.703838,0.246849,0.000000,0.000000,0.000000,27.073117,0.000000,0.000000,116.284815,228.964213,7.963713,0.000000,0.000000,138.769784,51.937806,10.839760,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,64.477516,1.036106,8.394844,180.762952,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,14.766697,1.98,0.000000,4.66,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.297595,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.73,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

39,09:30-09:45,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,12.629173,9.581732,34.351375,12.767049,0.000000,20.367772,2.458347,27.943212,0.000000,51.057792,0.000000,0.000000,0.000000,0.703838,0.246849,0.000000,0.000000,0.000000,15.527766,0.000000,0.000000,116.284815,228.964213,14.091573,0.000000,0.000000,138.769784,51.937806,20.431466,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,75.041349,1.036106,8.394844,181.344491,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,22.529520,1.98,0.000000,4.66,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.297595,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.73,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

40,09:45-10:00,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,12.629173,7.401725,34.351375,10.823363,0.000000,10.173847,2.458347,27.943212,0.000000,48.930384,0.000000,0.000000,0.000000,0.703838,0.246849,0.000000,0.000000,0.000000,13.536558,0.000000,0.000000,116.284815,228.964213,14.091573,0.000000,0.000000,138.769784,51.937806,10.839760,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,93.092233,1.036106,8.394844,181.344491,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,22.529520,1.98,0.000000,4.66,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.297595,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.76,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

41,10:00-10:15,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,12.629173,9.480333,33.382780,10.481160,0.000000,10.039979,2.458347,13.900684,0.000000,48.930384,0.000000,0.000000,0.000000,0.703838,0.740546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.284815,228.964213,14.091573,0.000000,0.000000,138.769784,51.937806,19.025313,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,93.632159,1.036106,8.394844,181.380036,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,22.529520,1.98,0.000000,6.29,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.297595,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.77,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.72,336.237412,0.23,1.279076,0,0,0,0,0

42,10:15-10:30,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,12.629173,10.646670,33.382780,13.134573,0.000000,0.000000,2.458347,13.900684,0.000000,48.930384,0.000000,0.000000,0.000000,0.703838,0.740546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.284815,228.964213,14.091573,0.000000,0.000000,138.769784,51.937806,20.762076,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,93.632159,1.036106,8.394844,181.380036,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,22.529520,1.98,0.000000,6.29,0.000000,2.691439,0.000000,0.84,0.42,0.000000,0.000000,2.297595,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.81,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.72,336.237412,0.23,1.279076,0,0,0,0,0

43,10:30-10:45,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,12.629173,10.784214,33.382780,12.776684,0.000000,0.000000,2.458347,13.900684,0.000000,48.930384,0.000000,0.000000,0.000000,0.705559,0.740546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.284815,228.993118,14.091573,0.000000,0.000000,138.769784,51.937806,20.771711,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,93.632159,1.036106,8.394844,181.387655,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,22.529520,1.98,0.000000,6.29,0.000000,2.691439,0.000000,0.84,0.42,0.000000,0.000000,2.297595,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.82,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.72,336.237412,0.23,1.279076,0,0,0,0,0

44,10:45-11:00,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,12.629173,10.784214,33.382780,12.776684,0.000000,0.000000,2.458347,13.900684,0.000000,48.930384,0.000000,0.000000,0.000000,0.705559,0.740546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.284815,228.993118,14.091573,0.000000,0.000000,138.769784,40.437407,20.771711,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,93.632159,1.036106,8.394844,181.387655,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,22.529520,1.98,0.000000,6.29,0.000000,2.691439,0.000000,0.84,0.42,0.000000,0.000000,2.297595,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.82,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.72,336.237412,0.23,1.279076,0,0,0,0,0

45,11:00-11:15,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,12.629173,9.367340,33.382780,12.776684,0.000000,0.000000,2.458347,13.900684,0.000000,48.930384,0.000000,0.000000,0.000000,0.705559,0.740546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.284815,228.993118,14.091573,0.000000,0.000000,138.769784,34.625204,20.771711,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,93.632159,1.036106,8.394844,181.387655,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,22.529520,1.98,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.42,0.000000,0.000000,2.287199,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.82,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.72,336.237412,0.23,1.279076,0,0,0,0,0

46,11:15-11:30,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,12.629173,9.367340,33.382780,12.776684,0.000000,0.000000,2.458347,13.900684,0.000000,48.930384,0.000000,0.000000,0.000000,0.705559,0.740546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.284815,228.993118,14.091573,0.000000,0.000000,138.769784,34.625204,20.771711,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,93.632159,1.036106,8.394844,181.384443,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,22.529520,1.98,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.42,0.000000,0.000000,2.287199,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.82,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.72,336.237412,0.23,1.279076,0,0,0,0,0

47,11:30-11:45,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,12.629173,9.367340,33.382780,12.776684,0.000000,0.000000,2.458347,0.000000,0.000000,48.930384,0.000000,0.000000,0.000000,0.707529,0.740546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.284815,228.993118,14.028560,0.000000,0.000000,138.769784,34.625204,20.771711,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,93.632159,1.036106,8.394844,181.710832,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,22.529520,1.98,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.42,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.82,2.10,1.801965,2.813691,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.72,336.237412,0.23,1.279076,0,0,0,0,0

48,11:45-12:00,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,12.629173,9.367340,33.382780,12.776684,0.000000,0.000000,2.458347,0.000000,0.000000,48.930384,0.000000,0.000000,0.000000,0.707529,0.740546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.284815,228.993118,14.028560,0.000000,0.000000,138.769784,34.625204,20.771711,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,93.632159,1.036106,8.394844,181.715433,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,22.529520,1.98,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.42,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.82,2.10,1.801965,2.813691,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.72,336.237412,0.23,1.279076,0,0,0,0,0

49,12:00-12:15,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,12.629173,9.608215,33.382780,12.776684,0.000000,0.000000,2.458347,0.000000,0.000000,48.398532,0.000000,0.000000,0.000000,0.724663,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.284815,228.993118,9.018360,0.000000,0.000000,138.769784,34.625204,20.771711,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,82.580718,1.036106,8.394844,181.708911,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,20.114604,1.98,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.42,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.82,2.10,1.801965,2.813691,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.72,336.237412,0.23,1.279076,0,0,0,0,0

50,12:15-12:30,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,12.629173,9.608215,33.382780,12.776684,0.000000,0.000000,2.458347,0.000000,0.000000,48.398532,0.000000,0.000000,0.000000,0.724663,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.284815,228.993118,9.018360,0.000000,0.000000,138.769784,34.625204,20.771711,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,82.580718,1.036106,8.394844,181.708911,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,20.114604,1.98,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.42,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.82,2.10,1.801965,2.813691,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.72,336.237412,0.23,1.279076,0,0,0,0,0

51,12:30-12:45,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,12.629173,9.608215,33.382780,12.776684,0.000000,0.000000,2.458347,0.000000,0.000000,48.398532,0.000000,0.000000,0.000000,0.724663,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.284815,228.993118,9.018360,0.000000,0.000000,138.769784,34.625204,20.771711,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,82.580718,1.036106,8.394844,181.708911,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,20.114604,1.98,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.42,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.82,2.10,1.801965,2.813691,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.72,336.237412,0.23,1.279076,0,0,0,0,0

52,12:45-13:00,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,12.629173,9.608215,33.382780,12.776684,0.000000,0.000000,2.458347,0.000000,0.000000,48.398532,0.000000,0.000000,0.000000,0.724663,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.284815,228.993118,9.018360,0.000000,0.000000,138.769784,34.625204,20.771711,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,82.580718,1.036106,8.394844,181.708911,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,20.114604,1.98,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.41,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.76,2.10,1.801965,2.813691,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.72,336.237412,0.23,1.279076,0,0,0,0,0

53,13:00-13:15,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,12.629173,10.950810,33.382780,13.140931,0.000000,0.000000,2.458347,0.000000,0.000000,48.398532,0.000000,0.000000,0.000000,0.724663,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.284815,228.993118,2.890500,0.000000,0.000000,138.769784,34.625204,10.849395,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,82.580718,1.036106,8.394844,181.556137,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,11.754700,1.98,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.41,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.76,2.10,1.801965,2.813691,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.72,336.237412,0.23,1.279076,0,0,0,0,0

54,13:15-13:30,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,12.629173,10.950810,33.382780,13.140931,0.000000,0.000000,2.458347,0.000000,0.000000,48.398532,0.000000,0.000000,0.000000,0.724663,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,116.284815,228.993118,2.890500,0.000000,0.000000,138.769784,34.625204,10.849395,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,53.426075,1.036106,8.394844,181.551589,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,11.754700,1.98,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.41,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.76,2.10,1.801965,2.813691,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.72,336.237412,0.23,1.279076,0,0,0,0,0

