Block,Time,RIHAND3,AURY_RF,ANTA_LF,AURY_CRF,RIHAND2,DADRT2,TANAKPUR,AURY_GF,NAPP,DULHASTI,TEHRI,UNCHAHAR4,BSIUL,AURY_LF,UNCHAHAR2,URI,KISHANGANGA,ANTA_CRF,RIHAND1,DHAULIGNGA,SINGRAULI,RAPPC,RAMPUR,URI2,RAPPB,ANTA_GF,PARBATI3,KOLDAM,SINGRAULI_HYDRO,CHAMERA2,CHAMERA3,NJPC,UNCHAHAR1,JHAJJAR,KOTESHWR,DADRI_CRF,SALAL,CHAMERA1,TANDA2,DADRI_RF,ANTA_RF,DADRI_GF,SEWA2,KHSTPP-II,TALA,UNCHAHAR3,SASAN,KHSTPP-I,DADRI_LF,BRBCL,FSTPP I & II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,125.970622,0.000000,0.000000,0.000000,119.989386,664.114864,0.123578,0.000000,49.658951,38.057675,43.046394,2.980923,12.581232,0.000000,43.321421,33.548407,5.364151,0.000000,93.629868,0.000000,144.694340,33.200284,0.831996,36.552984,0.000000,0.000000,0.000000,2.236851,0.752147,46.787784,22.378566,21.499663,21.831161,650.996760,10.009069,0.000000,36.992386,27.106835,5.168948,0.000000,0.000000,0.000000,18.136955,142.584204,0.000000,26.663325,403.987419,44.761192,0.000000,18.337233,11.397930,0,0,0,0,0

2,00:15-00:30,125.970622,0.000000,0.000000,0.000000,119.989386,664.114864,0.123578,0.000000,49.658951,38.057675,43.046394,2.980923,12.581232,0.000000,43.321421,33.548407,5.364151,0.000000,93.629868,0.000000,144.694340,33.200284,0.831996,36.552984,0.000000,0.000000,0.000000,0.000000,0.752147,46.787784,22.378566,21.499663,21.831161,650.996760,10.009069,0.000000,36.992386,27.106835,5.168948,0.000000,0.000000,0.000000,18.136955,142.584204,0.000000,26.663325,403.987419,44.761192,0.000000,18.001412,11.397930,0,0,0,0,0

3,00:30-00:45,125.970622,0.000000,0.000000,0.000000,119.989386,664.114864,0.123578,0.000000,49.658951,38.057675,43.046394,2.980923,12.581232,0.000000,43.321421,33.548407,5.364151,0.000000,93.629868,0.000000,144.694340,33.200284,0.831996,36.552984,0.000000,0.000000,0.000000,0.000000,0.752147,31.191856,22.378566,21.499663,21.831161,650.996760,10.009069,0.000000,36.992386,27.106835,5.168948,0.000000,0.000000,0.000000,18.136955,142.584204,0.000000,26.663325,403.987419,44.761192,0.000000,16.398548,11.397930,0,0,0,0,0

4,00:45-01:00,125.970622,0.000000,0.000000,0.000000,119.989386,664.114864,0.123578,0.000000,49.658951,38.057675,43.046394,2.980923,12.581232,0.000000,43.321421,33.548407,5.364151,0.000000,93.629868,0.000000,144.694340,33.200284,0.831996,36.552984,0.000000,0.000000,0.000000,0.000000,0.752147,31.191856,22.378566,21.499663,21.831161,650.996760,10.009069,0.000000,36.992386,27.106835,5.168948,0.000000,0.000000,0.000000,18.136955,142.584204,0.000000,26.663325,403.987419,44.761192,0.000000,17.932030,11.397930,0,0,0,0,0

5,01:00-01:15,125.970622,0.000000,0.000000,0.000000,119.989386,660.677979,0.123578,0.000000,49.658951,38.057675,32.284795,2.980923,12.581232,0.000000,43.321421,33.548407,5.364151,0.000000,93.629868,0.000000,144.694340,33.200284,0.831996,36.552984,0.000000,0.000000,0.000000,0.000000,0.752147,31.191856,22.378566,21.499663,21.831161,650.996760,10.009069,0.000000,36.992386,27.106835,5.168948,0.000000,0.000000,0.000000,18.136955,142.584204,0.000000,26.663325,403.987419,44.761192,0.000000,17.084913,11.397930,0,0,0,0,0

6,01:15-01:30,125.970622,0.000000,0.000000,0.000000,119.989386,589.106114,0.123578,0.000000,49.658951,38.057675,21.830671,2.980923,12.581232,0.000000,43.321421,33.548407,5.364151,0.000000,93.629868,0.000000,144.694340,33.200284,0.831996,36.552984,0.000000,0.000000,0.000000,0.000000,0.752147,31.191856,22.378566,21.499663,21.831161,650.996760,10.009069,0.000000,36.992386,27.106835,5.168948,0.000000,0.000000,0.000000,18.136955,142.584204,0.000000,26.663325,403.987419,44.761192,0.000000,17.000706,11.397930,0,0,0,0,0

7,01:30-01:45,125.970622,0.000000,0.000000,0.000000,119.989386,557.975341,0.123578,0.000000,49.658951,38.057675,21.830671,2.980923,12.581232,0.000000,43.321421,33.548407,5.364151,0.000000,93.629868,0.000000,144.694340,33.200284,0.831996,36.552984,0.000000,0.000000,0.000000,0.000000,0.752147,31.191856,22.378566,21.499663,21.831161,581.393530,20.018139,0.000000,36.992386,27.106835,5.168948,0.000000,0.000000,0.000000,18.136955,142.584204,0.000000,26.663325,403.987419,44.761192,0.000000,15.387152,11.397930,0,0,0,0,0

8,01:45-02:00,125.970622,0.000000,0.000000,0.000000,119.989386,509.740341,0.123578,0.000000,49.658951,38.057675,21.830671,2.980923,12.581232,0.000000,38.013135,33.548407,5.364151,0.000000,93.629868,0.000000,144.694340,33.200284,0.831996,36.552984,0.000000,0.000000,0.000000,0.000000,0.752147,31.191856,22.378566,21.499663,19.230137,513.864530,20.018139,0.000000,36.992386,27.106835,5.168948,0.000000,0.000000,0.000000,18.136955,142.584204,0.000000,23.195536,403.987419,44.761192,0.000000,14.025313,11.397930,0,0,0,0,0

9,02:00-02:15,125.970622,0.000000,0.000000,0.000000,119.989386,509.740341,0.123578,0.000000,49.658951,38.057675,21.830671,2.980923,12.581232,0.000000,38.013135,33.548407,5.364151,0.000000,93.629868,0.000000,144.694340,33.200284,0.831996,36.552984,0.000000,0.000000,0.000000,0.000000,0.752147,31.191856,22.378566,21.499663,19.230137,446.335530,20.018139,0.000000,36.992386,27.106835,5.168948,0.000000,0.000000,0.000000,18.136955,142.584204,0.000000,23.195536,403.987419,44.761192,0.000000,14.913675,11.397930,0,0,0,0,0

10,02:15-02:30,125.970622,0.000000,0.000000,0.000000,119.989386,461.505341,0.123578,0.000000,49.658951,38.057675,21.830671,2.980923,12.581232,0.000000,43.321421,33.548407,5.364151,0.000000,93.629868,0.000000,144.694340,33.200284,0.831996,36.552984,0.000000,0.000000,0.000000,0.000000,0.752147,31.191856,22.378566,21.499663,21.831161,376.877130,20.018139,0.000000,36.992386,27.106835,5.168948,0.000000,0.000000,0.000000,18.136955,142.584204,0.000000,26.575839,403.987419,44.761192,0.000000,13.466923,11.397930,0,0,0,0,0

11,02:30-02:45,125.970622,0.000000,0.000000,0.000000,119.989386,413.270341,0.123578,0.000000,49.658951,38.057675,21.830671,2.980923,12.581232,0.000000,43.321421,33.548407,5.364151,0.000000,93.629868,0.000000,144.694340,33.200284,0.831996,36.552984,0.000000,0.000000,0.000000,0.000000,0.752147,31.191856,22.378566,21.499663,21.831161,381.700630,20.018139,0.000000,36.992386,27.106835,5.168948,0.000000,0.000000,0.000000,18.136955,142.584204,0.000000,26.663325,403.987419,44.761192,0.000000,11.187777,11.397930,0,0,0,0,0

12,02:45-03:00,125.970622,0.000000,0.000000,0.000000,119.989386,369.858841,0.123578,0.000000,49.658951,38.057675,21.830671,2.980923,12.581232,0.000000,38.723637,33.548407,5.364151,0.000000,93.629868,0.000000,144.694340,33.200284,0.831996,36.552984,0.000000,0.000000,0.000000,0.000000,0.752147,31.191856,22.378566,21.499663,19.378797,366.265430,20.018139,0.000000,36.992386,27.106835,5.168948,0.000000,0.000000,0.000000,18.136955,142.584204,0.000000,24.054409,403.987419,44.761192,0.000000,11.236789,11.397930,0,0,0,0,0

13,03:00-03:15,125.970622,0.000000,0.000000,0.000000,119.989386,369.858841,0.123578,0.000000,49.658951,38.057675,21.830671,2.526067,12.581232,0.000000,30.216140,33.548407,5.364151,0.000000,93.629868,0.000000,144.694340,33.200284,0.831996,36.552984,0.000000,0.000000,0.000000,0.000000,0.752147,31.191856,22.378566,21.499663,15.550385,359.365220,20.018139,0.000000,36.992386,27.106835,5.168948,0.000000,0.000000,0.000000,18.136955,142.584204,0.000000,20.380611,403.987419,44.761192,0.000000,11.337233,11.397930,0,0,0,0,0

14,03:15-03:30,125.970622,0.000000,0.000000,0.000000,119.989386,369.858841,0.123578,0.000000,49.658951,38.057675,21.830671,2.526067,12.581232,0.000000,30.216140,33.548407,5.364151,0.000000,93.629868,0.000000,144.694340,33.200284,0.831996,36.552984,0.000000,0.000000,0.000000,0.000000,0.752147,31.191856,22.378566,21.499663,15.550385,359.365220,20.018139,0.000000,36.992386,27.106835,5.168948,0.000000,0.000000,0.000000,18.136955,142.584204,0.000000,19.050992,403.987419,44.761192,0.000000,12.557079,11.397930,0,0,0,0,0

15,03:30-03:45,125.970622,0.000000,0.000000,0.000000,119.989386,369.858841,0.123578,0.000000,49.658951,38.057675,21.830671,2.526067,12.581232,0.000000,30.216140,33.548407,5.364151,0.000000,93.629868,0.000000,144.694340,33.200284,0.831996,36.552984,0.000000,0.000000,0.000000,0.000000,0.752147,31.191856,22.378566,21.499663,15.550385,359.365220,20.018139,0.000000,36.992386,27.106835,5.168948,0.000000,0.000000,0.000000,18.136955,142.584204,0.000000,19.050992,403.987419,44.761192,0.000000,14.526220,11.397930,0,0,0,0,0

16,03:45-04:00,125.970622,0.000000,0.000000,0.000000,119.989386,369.858841,0.123578,0.000000,49.658951,38.057675,21.830671,2.526067,12.581232,0.000000,30.216140,33.548407,5.364151,0.000000,93.629868,0.000000,144.694340,33.200284,0.831996,36.552984,0.000000,0.000000,0.000000,0.000000,0.752147,31.191856,22.378566,21.499663,15.550385,359.365220,20.018139,0.000000,36.992386,27.106835,5.168948,0.000000,0.000000,0.000000,18.136955,142.584204,0.000000,19.050992,403.987419,44.761192,0.000000,15.237798,11.397930,0,0,0,0,0

17,04:00-04:15,125.970622,0.000000,0.000000,0.000000,119.989386,369.858841,0.123578,0.000000,49.658951,38.057675,21.830671,2.526067,12.581232,0.000000,30.216140,33.548407,5.364151,0.000000,93.629868,0.000000,144.694340,33.200284,1.010281,36.552984,0.000000,0.000000,0.000000,0.000000,0.752147,31.191856,22.378566,26.337088,15.550385,359.365220,20.018139,0.000000,36.992386,27.106835,5.168948,0.000000,0.000000,0.000000,18.136955,142.584204,0.000000,19.050992,403.987419,44.761192,0.000000,17.644716,11.397930,0,0,0,0,0

18,04:15-04:30,125.970622,0.000000,0.000000,0.000000,119.989386,369.858841,0.123578,0.000000,49.658951,38.057675,21.830671,2.526067,12.581232,0.000000,30.216140,33.548407,5.364151,0.000000,93.629868,0.000000,144.694340,33.200284,1.871992,36.552984,0.000000,0.000000,0.000000,0.000000,0.752147,31.191856,22.378566,48.374242,15.550385,359.365220,20.018139,0.000000,36.992386,27.106835,5.168948,0.000000,0.000000,0.000000,18.136955,142.584204,0.000000,19.050992,403.987419,44.761192,0.000000,19.293970,11.397930,0,0,0,0,0

19,04:30-04:45,125.970622,0.000000,0.000000,0.000000,119.989386,369.858841,0.000000,0.000000,49.658951,38.057675,21.830671,2.526067,12.581232,0.000000,30.216140,33.548407,5.364151,0.000000,93.629868,0.000000,144.694340,33.200284,1.871992,36.552984,0.000000,0.000000,0.000000,0.000000,0.752147,31.191856,22.378566,48.374242,15.550385,359.365220,20.018139,0.000000,36.992386,27.106835,5.168948,0.000000,0.000000,0.000000,18.136955,142.584204,0.000000,19.050992,403.987419,44.761192,0.000000,18.829065,11.397930,0,0,0,0,0

20,04:45-05:00,125.970622,0.000000,0.000000,0.000000,119.989386,369.858841,0.000000,0.000000,49.658951,38.057675,21.830671,2.526067,12.581232,0.000000,30.216140,33.548407,5.364151,0.000000,93.629868,0.000000,144.694340,33.200284,1.871992,36.552984,0.000000,0.000000,0.000000,0.000000,0.752147,31.191856,22.378566,48.374242,15.550385,359.365220,20.018139,0.000000,36.992386,27.106835,5.168948,0.000000,0.000000,0.000000,18.136955,142.584204,0.000000,19.050992,403.987419,44.761192,0.000000,19.293970,11.397930,0,0,0,0,0

21,05:00-05:15,125.970622,0.000000,0.000000,0.000000,119.989386,369.858841,0.000000,0.000000,49.658951,38.057675,21.830671,2.526067,12.581232,0.000000,30.216140,33.548407,5.364151,0.000000,93.629868,0.000000,144.694340,33.200284,1.871992,36.552984,0.000000,0.000000,0.000000,0.000000,0.752147,31.191856,22.378566,48.374242,15.550385,359.365220,20.018139,0.000000,36.992386,27.106835,5.168948,0.000000,0.000000,0.000000,18.136955,142.584204,0.000000,19.050992,403.987419,44.761192,0.000000,19.293970,11.397930,0,0,0,0,0

22,05:15-05:30,125.970622,0.000000,0.000000,0.000000,119.989386,369.858841,0.000000,0.000000,49.658951,38.057675,21.830671,2.526067,12.581232,0.000000,30.216140,33.548407,5.364151,0.000000,93.629868,0.000000,144.694340,33.200284,1.871992,36.552984,0.000000,0.000000,0.000000,0.000000,0.752147,31.191856,22.378566,48.374242,15.550385,359.365220,20.018139,0.000000,36.992386,27.106835,5.168948,0.000000,0.000000,0.000000,18.136955,142.584204,0.000000,19.050992,403.987419,44.761192,0.000000,19.293970,11.397930,0,0,0,0,0

