Block,Time,BRBCL,DULHASTI,NAPP,PARBATI2,RAPPC,SASAN,SIMHST1,TALA,AURY_LF,DADRI_GF,BSIUL,CHAMERA2,KGSU3AND4,NLCIIST2,NTPL,RAPPB,RIHAND2,TANAKPUR,URI2,ANTA_CRF,ANTA_LF,DADRI_CRF,KUDGI,MAPS,NJPC,NLCEXP,NNTPP,ANTA_RF,DADRI_RF,KISHANGANGA,RIHAND3,SEWA2,SINGRAULI_HYDRO,TALST2,TANDA2,UNCHAHAR1,UNCHAHAR3,VALLURNTECL,AURY_RF,DADRT2,FSTPP I & II,KGSU1AND2,KKNP,NLCTS2EXP,RSTPSU1TO6,TEHRI,TelanganaSTPP,CHAMERA3,KHSTPP-II,KKNPPU2,KOTESHWR,NLCIIST1,RAMPUR,RIHAND1,UNCHAHAR4,AURY_CRF,CHAMERA1,JHAJJAR,KHSTPP-I,RSTPSU7,SALAL,SINGRAULI,UNCHAHAR2,AURY_GF,DADRI_LF,DHAULIGNGA,KOLDAM,PARBATI3,SIMHST2,URI,ANTA_GF
59,14:30-14:45,20,19.81,51.33,9,66.73,418.77,0,0.88,0,0,6.52,0,0,0,0,0,124.53,1.15,38.05,0,0,0,0,0,82.89,0,0,51.09,74.38,8.56,130.75,0,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,0,0,0,148.3,0,10.41,0,3.27,46.48,3.18,0,0,440.51,45.53,0,39.51,150.25,44.97,0,0,0,0,0,0,49.13,0

60,14:45-15:00,20,19.81,51.33,9,66.73,418.77,0,0.88,0,0,6.52,0,0,0,0,0,124.53,1.15,38.05,0,0,0,0,0,89.5,0,0,50.83,74.38,8.56,130.75,0,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,0,0,0,148.3,0,10.41,0,3.53,46.48,3.18,0,0,440.51,45.53,0,39.51,150.25,44.97,0,0,0,0,0,0,49.13,0

61,15:00-15:15,20,19.81,51.33,9,67.58,418.77,0,0,0,0,6.52,0,0,0,0,0,124.53,1.15,38.05,0,0,0,0,0,89.5,0,0,50.83,74.38,8.56,130.75,0,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,0,0,0,148.3,0,10.41,0,3.53,46.48,3.18,0,0,440.51,45.53,0,26.73,150.25,44.97,0,0,0,1.92,0,0,49.13,0

62,15:15-15:30,20,19.81,51.33,9,67.58,418.77,0,0,0,0,6.52,0,0,0,0,0,124.53,1.15,38.05,0,0,0,0,0,89.5,0,0,50.83,74.38,8.56,130.75,0,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,0,0,0,148.3,0,10.41,0,3.53,46.48,3.18,0,0,440.51,45.53,0,26.73,150.25,44.97,0,0,0,1.92,0,0,49.13,0

63,15:30-15:45,20,19.81,51.33,9,68.25,418.77,0,0,0,0,6.52,0,0,0,0,0,124.53,1.15,38.05,0,0,0,0,0,89.5,0,0,50.83,74.38,8.56,130.75,0,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,0,0,0,148.3,0,10.41,0,3.53,46.48,3.18,0,0,440.51,45.53,0,26.73,150.25,44.97,0,0,10.93,1.92,0,0,49.13,0

64,15:45-16:00,20,19.81,51.33,9,68.25,418.77,0,0,0,0,6.52,0,0,0,0,0,124.53,1.15,38.05,0,0,0,0,0,89.5,0,0,50.83,74.38,8.56,130.75,0,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,0,0,0,148.3,0,10.41,0,3.53,46.48,3.18,0,0,500.51,45.53,0,26.73,150.25,44.97,0,0,10.93,1.92,0,0,49.13,0

65,16:00-16:15,20,19.81,51.33,9,68.93,418.77,0,0,0,0,6.52,0,0,0,0,0,124.53,1.15,38.05,0,0,0,0,0,76.06,0,0,50.83,74.38,8.56,130.75,4.77,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,12.66,0,0,148.3,0,10.41,0,3,46.48,3.18,0,14.05,500.51,45.53,0,26.73,150.25,44.97,0,0,10.93,1.92,4.29,0,49.13,0

66,16:15-16:30,20,19.81,51.33,9,68.93,418.77,0,0,0,0,6.52,0,0,0,0,0,124.53,1.15,38.05,0,0,0,0,0,76.06,0,0,50.83,74.38,8.56,130.75,8.92,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,12.66,0,0,148.3,0,10.41,0,3,46.48,3.18,0,24.01,500.51,45.53,0,26.73,150.25,44.97,0,0,10.93,1.92,4.29,0,49.13,0

67,16:30-16:45,20,19.81,51.33,9,69.6,418.77,0,2.94,0,0,6.52,0,0,0,0,0,124.53,1.79,37.71,0,0,0,0,0,76.06,0,0,50.83,74.38,8.56,130.75,18.79,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,25.32,0,0,148.3,0,10.41,0,3,46.48,3.18,0,28.1,500.51,45.53,0,26.73,150.25,44.97,0,0,10.93,4.76,4.29,0,49.13,0

68,16:45-17:00,20,19.81,51.33,9,69.6,418.77,0,2.94,0,0,6.52,0,0,0,0,0,124.53,1.79,37.71,0,0,0,0,0,76.06,0,0,50.83,74.38,8.56,130.75,18.88,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,25.32,0,0,148.3,0,10.41,0,3,46.48,3.18,0,28.1,500.51,45.53,0,26.73,150.25,44.97,0,0,10.93,6.01,4.29,0,49.13,0

69,17:00-17:15,20,19.81,51.33,9,69.94,418.77,0,2.94,0,0,1.1,0,0,0,0,0,124.53,1.79,37.71,0,0,0,0,0,76.06,0,0,50.83,74.38,8.56,130.75,18.88,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,25.32,0,0,148.3,0,10.41,0,3,46.48,3.18,0,28.1,610.51,45.53,0,34.86,150.25,44.97,0,0,10.93,8.53,4.29,0,49.13,0

70,17:15-17:30,20,19.81,51.33,9,69.94,418.77,0,2.94,0,0,1.1,4.6,0,0,0,0,124.53,1.79,37.71,0,0,0,0,0,76.06,0,0,50.83,74.38,8.56,130.75,18.88,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,37.98,0,0,148.3,0,10.41,0,3,46.48,3.18,0,28.1,610.51,45.53,0,79.38,150.25,44.97,0,0,10.93,7.69,4.29,0,49.13,0

71,17:30-17:45,20,19.81,51.33,9,70.28,418.77,0,1.18,0,0,1.1,16.25,0,0,0,0,124.53,4.35,37.71,0,0,0,0,0,76.06,0,0,51.35,74.38,8.56,130.75,18.88,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,37.98,0,0,148.3,0,10.41,0,3,46.48,3.18,0,28.1,388.51,45.53,0,79.38,150.25,44.97,0,0,10.93,7.69,4.29,0,49.13,0

72,17:45-18:00,20,39.62,51.33,9,70.28,418.77,0,0,0,0,1.1,16.25,0,0,0,0,124.53,4.35,37.71,0,0,0,0,0,76.06,0,0,51.35,74.38,8.56,130.75,18.88,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,37.98,0,0,148.3,0,10.41,0,3,46.48,3.18,0,28.1,388.51,45.53,0,79.38,150.25,44.97,0,0,10.93,7.69,4.29,0,51.34,0

73,18:00-18:15,20,39.62,51.33,9,70.28,418.77,0,0,0,0,6.52,16.25,0,0,0,0,124.53,4.35,37.71,0,0,0,0,0,76.06,0,0,51.35,74.38,8.56,130.75,18.88,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,37.98,0,11.65,148.3,0,10.41,0,3,46.48,3.18,0,28.1,418.51,45.53,0,26.73,150.25,44.97,0,0,10.93,7.69,16.86,0,51.34,0

74,18:15-18:30,20,59.43,51.33,9,70.28,418.77,0,0,0,0,6.52,32.49,0,0,0,0,124.53,4.35,37.71,0,0,0,0,0,76.06,0,0,51.35,74.38,8.56,130.75,18.88,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,37.98,0,23.3,148.3,0,10.41,0,3,46.48,3.18,0,42.15,418.51,45.53,0,26.73,150.25,44.97,0,0,21.86,7.69,24.51,0,51.34,0

75,18:30-18:45,20,59.43,51.33,28.47,70.28,418.77,0,0,0,0,19.56,48.74,0,0,0,0,124.53,4.35,37.71,0,0,0,0,0,110.53,0,0,51.87,74.38,8.61,130.75,20.07,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,37.98,0,34.98,148.3,0,23.14,0,4.3,46.48,2.28,0,42.15,418.51,45.53,0,26.73,150.25,44.97,0,0,43.72,9.52,39.84,0,52.36,0

76,18:45-19:00,20,59.43,51.33,28.47,70.28,418.77,0,0,0,0,19.56,48.74,0,0,0,0,124.53,4.35,37.71,0,0,0,0,0,110.53,0,0,51.87,74.38,8.61,130.75,20.07,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,37.98,0,34.98,148.3,0,23.14,0,4.3,46.48,2.28,0,42.15,418.51,45.53,0,26.73,150.25,44.97,0,0,43.72,9.52,39.84,0,52.36,0

77,19:00-19:15,20,59.43,51.33,28.47,70.28,418.77,0,0,0,0,19.56,48.74,0,0,0,0,124.53,4.35,37.71,0,0,0,0,0,110.53,0,0,51.87,74.38,8.61,130.75,20.07,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,37.98,0,34.98,148.3,0,23.14,0,4.3,46.48,2.28,0,42.15,418.51,45.53,0,26.73,150.25,44.97,0,0,43.72,9.52,39.84,0,52.36,0

78,19:15-19:30,20,59.43,51.33,28.47,70.28,418.77,0,0,0,0,19.56,48.74,0,0,0,0,124.53,4.35,37.71,0,0,0,0,0,110.53,0,0,51.87,74.38,8.61,130.75,20.07,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,37.98,0,34.98,148.3,0,23.14,0,4.3,46.48,2.28,0,42.15,418.51,45.53,0,26.73,150.25,44.97,0,0,43.72,9.52,39.84,0,52.36,0

79,19:30-19:45,20,59.43,51.33,28.47,70.28,418.77,0,0,0,0,19.56,48.74,0,0,0,0,124.53,1.15,37.71,0,0,0,0,0,110.53,0,0,51.87,74.38,8.61,130.75,20.07,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,37.98,0,34.98,148.3,0,23.14,0,4.3,46.48,2.28,0,42.15,418.51,45.53,0,26.73,150.25,44.97,0,0,43.72,9.52,39.84,0,52.36,0

80,19:45-20:00,20,59.43,51.33,28.47,70.28,418.77,0,0,0,0,19.56,48.74,0,0,0,0,124.53,1.15,37.71,0,0,0,0,0,110.53,0,0,51.87,74.38,8.61,130.75,20.07,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,37.98,0,34.98,148.3,0,23.14,0,4.3,46.48,2.28,0,42.15,418.51,45.53,0,26.73,150.25,44.97,0,0,43.72,9.52,39.84,0,52.36,0

81,20:00-20:15,20,59.43,51.33,28.47,70.28,399.38,0,0,0,0,19.56,48.74,0,0,0,0,124.53,1.15,37.71,0,0,0,0,0,110.53,0,0,51.87,74.38,8.61,130.75,20.07,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,37.98,0,34.98,148.3,0,23.14,0,4.3,63.38,2.28,0,42.15,418.51,45.53,0,26.73,150.25,44.97,0,0,43.72,9.52,39.84,0,50.23,0

82,20:15-20:30,20,59.43,51.33,28.47,70.28,382.5,0,0,0,0,19.56,48.74,0,0,0,0,124.53,1.15,37.71,0,0,0,0,0,110.53,0,0,51.87,74.38,8.61,130.75,20.07,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,37.98,0,34.98,148.3,0,23.14,0,4.3,68.67,2.28,0,42.15,418.51,45.53,0,26.73,150.25,44.97,0,0,43.72,9.52,39.84,0,50.23,0

83,20:30-20:45,20,59.43,51.33,14.98,70.28,348.98,0,0,0,0,3.3,48.74,0,0,0,0,124.53,1.15,37.71,0,0,0,0,0,110.53,0,0,52.14,74.38,8.61,130.75,18.88,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,37.98,0,34.98,148.3,0,10.41,0,4.3,73.95,2.28,0,42.15,418.51,45.53,0,26.73,150.25,44.97,0,0,43.72,9.52,9.19,0,50.23,0

84,20:45-21:00,20,59.43,51.33,14.98,70.28,348.98,0,0,0,0,3.3,48.74,0,0,0,0,124.53,1.15,37.71,0,0,0,0,0,110.53,0,0,52.14,74.38,8.61,130.75,18.88,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,37.98,0,34.98,148.3,0,10.41,0,4.3,79.23,2.28,0,42.15,418.51,45.53,0,26.73,150.25,44.97,0,0,21.86,9.52,7.67,0,50.23,0

85,21:00-21:15,20,59.43,51.33,14.98,70.28,348.98,0,0,0,0,3.3,48.74,0,0,0,0,124.53,1.15,37.71,0,0,0,0,0,110.53,0,0,52.66,74.38,8.61,130.75,18.88,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,37.98,0,34.98,148.3,0,10.41,0,4.3,79.23,2.28,0,42.15,418.51,45.53,0,26.73,150.25,44.97,0,0,21.86,9.52,7.67,0,52.36,0

86,21:15-21:30,20,59.43,51.33,14.98,70.28,348.98,0,0,0,0,6.52,48.74,0,0,0,0,124.53,1.15,37.71,0,0,0,0,0,110.53,0,0,52.66,74.38,8.61,130.75,18.88,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,37.98,0,34.98,148.3,0,20.83,0,4.3,79.23,2.28,0,42.15,418.51,45.53,0,26.73,150.25,44.97,0,0,21.86,9.52,9.19,0,52.36,0

87,21:30-21:45,20,59.43,51.33,28.47,70.28,348.98,0,0,0,0,19.56,48.74,0,0,0,0,124.53,1.15,37.71,0,0,0,0,0,110.53,0,0,52.66,74.38,8.61,130.75,20.07,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,37.98,0,34.98,148.3,0,34.72,0,4.3,84.51,2.28,0,42.15,418.51,45.53,0,26.73,150.25,44.97,0,0,43.72,9.52,39.84,0,52.36,0

88,21:45-22:00,20,59.43,51.33,28.47,70.28,348.98,0,0,0,0,19.56,48.74,0,0,0,0,124.53,1.15,37.71,0,0,0,0,0,110.53,0,0,52.66,74.38,8.61,130.75,20.07,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,37.98,0,34.98,148.3,0,34.72,0,4.3,89.8,2.28,0,42.15,418.51,45.53,0,26.73,150.25,44.97,0,0,43.72,9.52,39.84,0,52.36,0

89,22:00-22:15,20,59.43,51.33,0,70.28,348.98,0,0,0,0,19.56,48.74,0,0,0,0,124.53,0,37.71,0,0,0,0,0,110.53,0,0,53.05,74.38,8.61,130.75,20.07,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,37.98,0,34.98,148.3,0,34.72,0,4.3,97.18,2.28,0,42.15,418.51,45.53,0,26.73,150.25,44.97,0,0,43.72,9.52,39.84,0,52.36,0

90,22:15-22:30,20,59.43,51.33,0,70.28,348.98,0,0,0,0,19.56,48.74,0,0,0,0,124.53,0,37.71,0,0,0,0,0,110.53,0,0,53.05,74.38,8.61,130.75,20.07,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,37.98,0,34.98,148.3,0,34.72,0,4.3,97.18,2.28,0,42.15,418.51,45.53,0,79.38,150.25,44.97,0,0,43.72,9.52,39.84,0,52.36,0

91,22:30-22:45,20,39.62,51.33,0,70.28,348.98,0,0,0,0,13.04,48.74,0,0,0,0,124.53,0,37.71,0,0,0,0,0,82.89,0,0,53.05,74.38,8.56,130.75,18.88,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,37.98,0,23.3,148.3,0,11.57,0,3.27,97.18,2.28,0,42.15,418.51,45.53,0,79.38,150.25,44.97,0,0,21.86,9.52,33.71,0,50.23,0

92,22:45-23:00,20,39.62,51.33,0,70.28,348.98,0,0,0,0,13.04,48.74,0,0,0,0,124.53,0,37.71,0,0,0,0,0,82.89,0,0,53.05,74.38,8.56,130.75,18.88,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,37.98,0,23.3,148.3,0,10.41,0,3.27,97.18,2.28,0,42.15,418.51,45.53,0,79.38,150.25,44.97,0,0,10.93,9.52,19.92,0,50.23,0

93,23:00-23:15,20,39.62,51.33,0,70.28,348.98,0,0,0,0,13.04,48.74,0,0,0,0,124.53,0,37.71,0,0,0,0,0,82.89,0,0,53.05,74.38,8.56,130.75,18.88,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,37.98,0,11.65,148.3,0,10.41,0,3.27,97.18,2.28,0,42.15,418.51,45.53,0,26.73,150.25,44.97,0,0,10.93,9.52,19.61,0,50.23,0

94,23:15-23:30,20,39.62,51.33,0,70.28,348.98,0,0,0,0,13.04,32.49,0,0,0,0,124.53,0,37.71,0,0,0,0,0,82.89,0,0,53.05,74.38,8.56,130.75,18.88,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,37.98,0,11.65,148.3,0,10.41,0,3.27,97.18,2.28,0,42.15,418.51,45.53,0,26.73,150.25,44.97,0,0,10.93,7.14,19.61,0,50.23,0

95,23:30-23:45,20,39.62,51.33,0,70.28,348.98,0,0,0,0,13.04,32.49,0,0,0,0,124.53,0,37.71,0,0,0,0,0,82.89,0,0,53.05,74.38,8.56,130.75,18.88,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,37.98,0,11.65,148.3,0,10.41,0,3.27,97.18,2.28,0,42.15,418.51,45.53,0,26.73,150.25,44.97,0,0,1.59,4.76,19.61,0,50.23,0

96,23:45-24:00,20,39.62,51.33,0,70.28,348.98,0,0,0,0,13.04,32.49,0,0,0,0,124.53,0,37.71,0,0,0,0,0,82.89,0,0,53.05,74.38,8.56,130.75,18.88,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,36.05,0,11.65,148.3,0,10.41,0,3.27,97.18,2.28,0,42.15,418.51,45.53,0,26.73,150.25,44.97,0,0,1.59,4.76,19.61,0,50.23,0

