Block,Time Block,FSTPP I & II,JHAJJAR,SIMHST2,TANAKPUR,TelanganaSTPP,SALAL,SEWA2,TALA,TEHRI,TANDA2,SINGRAULI_HYDRO,SASAN,SIMHST1,TALST2,SINGRAULI,DADRI_CRF,ANTA_CRF,ANTA_RF,AURY_RF,DADRI_RF,AURY_LF,DADRI_LF,ANTA_LF,AURY_GF,DADRI_GF,ANTA_GF,AURY_CRF,DULHASTI,DHAULIGNGA,DADRT2,CHAMERA3,CHAMERA2,MAPS,KOLDAM,KOTESHWR,KUDGI,RSTPSU1TO6,RAPPC,RSTPSU7,NNTPP,NTPL,RIHAND3,RAPPB,PARBATI3,RIHAND2,RAMPUR,RIHAND1,KKNPPU2,KKNP,CHAMERA1,BSIUL,BRBCL,NLCIIST2,NLCEXP,NLCIIST1,NJPC,NLCTS2EXP,KHSTPP-II,KISHANGANGA,KHSTPP-I,NAPP,KGSU1AND2,KGSU3AND4,UNCHAHAR4,URI2,UNCHAHAR3,UNCHAHAR1,UNCHAHAR2,URI,VALLURNTECL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
57,14:00-14:15,17.37,222.19,0,8.07,0,76.91,5.61,3.7,0,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,33.8,365.6,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,17.01,117.92,3.43,89.06,0,0,13.56,0,19.38,0,0,0,161.9,0,95.8,1.4,31.17,43.59,0,0,0,28.64,19.43,15.02,30.79,29.95,0,0,0,0,0,0

58,14:15-14:30,17.37,222.19,0,8.07,0,76.91,5.61,3.7,0,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,33.8,365.6,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,17.01,117.92,3.43,89.06,0,0,24.49,0,19.38,0,0,0,161.9,0,95.8,1.4,31.17,43.59,0,0,0,28.64,19.43,15.02,30.79,29.95,0,0,0,0,0,0

59,14:30-14:45,17.37,222.19,0,8.07,0,76.91,5.61,3.7,0,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,33.8,421.61,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,17.01,117.92,3.43,89.06,0,0,25.18,0,19.38,0,0,0,161.9,0,95.8,1.4,31.17,43.59,0,0,0,28.64,19.43,15.02,30.79,29.95,0,0,0,0,0,0

60,14:45-15:00,20.15,222.19,0,8.07,0,76.91,5.61,3.7,0,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,33.8,470.05,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,17.01,117.92,3.43,89.06,0,0,27.18,0,19.38,0,0,0,161.9,0,95.8,1.4,31.17,43.59,0,0,0,28.64,19.43,15.02,30.79,29.95,0,0,0,0,0,0

61,15:00-15:15,20.15,222.19,0,8.07,0,76.91,11.22,3.7,0,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,33.8,448.25,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,3.82,117.92,3.43,89.06,0,0,27.18,0,19.38,0,0,0,161.9,0,95.8,1.4,31.17,43.59,0,0,0,28.64,19.43,15.02,30.79,29.95,0,0,0,0,0,0

62,15:15-15:30,20.15,222.19,0,8.07,0,76.91,11.22,3.7,0,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,33.8,450.67,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,3.82,117.92,3.43,89.06,0,0,40.84,0,19.38,0,0,0,161.9,0,95.8,1.4,31.17,43.59,0,0,0,28.64,19.43,15.02,30.79,29.95,0,0,0,0,0,0

63,15:30-15:45,20.15,222.19,0,8.07,0,76.91,11.22,3.13,0,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,33.8,470.05,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,14.98,117.92,3.43,89.06,0,0,40.84,0,19.38,0,0,0,161.9,0,95.8,1.4,31.17,43.59,0,0,0,28.64,19.43,15.02,30.79,37.97,0,0,0,0,0,0

64,15:45-16:00,20.15,222.19,0,8.07,0,76.91,11.22,3.13,0,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,33.8,470.05,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,14.98,117.92,3.43,89.06,0,0,40.84,0,19.38,0,0,0,161.9,0,95.8,1.4,31.17,43.59,0,0,0,28.64,19.43,15.02,30.79,37.97,0,0,0,0,0,0

65,16:00-16:15,20.15,222.19,0,8.07,0,76.91,11.22,3.13,0,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,33.8,528.19,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,14.98,117.92,3.43,89.06,0,0,40.84,0,19.38,0,0,0,161.9,0,95.8,1.4,31.17,43.59,0,0,0,28.64,19.43,15.02,30.79,29.95,0,0,0,0,0,0

66,16:15-16:30,20.15,222.19,0,8.07,0,76.91,11.22,3.13,0,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,33.8,557.25,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,14.98,117.92,3.43,89.06,0,0,40.84,0,19.38,0,0,0,161.9,0,95.8,1.4,31.17,43.59,0,0,0,28.64,19.43,15.02,30.79,29.95,0,0,0,0,0,0

67,16:30-16:45,20.15,222.19,0,8.07,0,76.91,11.22,2.83,0,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,33.8,585.94,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,14.98,117.92,3.43,89.06,0,0,40.84,0,19.38,0,0,0,161.9,0,95.8,1.4,31.17,43.59,0,0,0,30.06,19.43,15.02,30.79,26.74,0,0,0,0,0,0

68,16:45-17:00,20.15,222.19,0,8.07,0,76.91,11.22,2.83,16.47,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,33.8,585.94,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,14.98,117.92,3.43,89.06,0,0,40.84,0,19.38,0,0,0,161.9,0,95.8,1.4,31.17,43.59,0,0,0,30.06,19.43,15.02,30.79,26.74,0,0,0,0,0,0

69,17:00-17:15,20.15,222.19,0,8.07,0,76.91,11.22,2.83,16.47,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,33.8,576.63,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,14.98,117.92,3.43,89.06,0,0,40.84,0,19.38,0,0,0,161.9,0,95.8,1.4,31.17,43.59,0,0,0,28.64,19.43,15.02,30.79,26.74,0,0,0,0,0,0

70,17:15-17:30,20.15,222.19,0,8.07,0,76.91,11.22,2.71,16.47,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,33.8,566.94,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,14.98,117.92,3.43,89.06,0,0,40.84,0,19.38,0,0,0,161.9,0,95.8,1.4,31.17,43.59,0,0,0,28.64,19.43,15.02,30.79,26.74,0,0,0,0,0,0

71,17:30-17:45,20.15,222.19,0,8.07,0,76.55,11.22,2.53,16.47,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,33.8,566.94,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,14.98,117.92,3.43,89.06,0,0,40.84,0,19.38,0,0,0,161.9,0,95.8,1.4,32.05,43.59,0,0,0,28.64,19.43,15.02,30.79,43.86,0,0,0,0,0,0

72,17:45-18:00,20.15,222.19,0,8.07,0,76.55,11.22,2.22,16.47,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,33.8,566.94,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,14.98,117.92,3.43,89.06,0,0,40.84,0,19.38,0,0,0,161.9,0,95.8,1.4,32.05,43.59,0,0,0,28.64,19.43,15.02,30.79,43.86,0,0,0,0,0,0

73,18:00-18:15,20.15,222.19,0,8.07,0,76.55,11.22,2.05,32.95,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,33.8,566.94,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,29.96,117.92,3.43,89.06,0,0,40.84,0,19.38,0,0,0,161.9,0,95.8,1.4,32.05,43.59,0,0,0,28.64,19.43,15.02,30.79,26.74,0,0,0,0,0,0

74,18:15-18:30,20.15,222.19,0,8.07,0,76.55,11.22,1.8,49.42,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,33.8,566.94,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,52.43,117.92,3.43,89.06,0,0,40.84,0,19.38,0,0,0,161.9,0,95.8,2.79,32.05,43.59,0,0,0,28.64,19.43,15.02,30.79,26.74,0,0,0,0,0,0

75,18:30-18:45,20.15,250.88,0,8.07,0,77.12,16.83,1.5,49.42,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,33.8,566.94,31.08,42.84,0,5.18,28.08,0,0,58.79,0,0,0,123.63,0,52.43,117.92,3.43,89.06,0,0,40.84,0,19.38,0,0,0,161.9,0,95.8,2.79,32.05,43.59,0,0,0,22.91,21.67,16.75,34.54,26.74,0,0,0,0,0,0

76,18:45-19:00,20.15,250.88,0,8.07,0,77.12,16.83,1.5,66.17,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.83,40.13,566.94,32.69,44.23,0,5.18,41.19,0,0,58.79,0,0,0,123.63,0,52.43,117.92,3.51,89.06,0,0,40.84,0,19.38,0,0,0,163.41,0,95.8,4.19,32.05,43.59,0,0,0,22.91,22.05,17.17,35.41,26.74,0,0,0,0,0,0

77,19:00-19:15,20.15,265.41,0,8.07,0,77.12,16.83,7.35,68.67,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.83,40.13,556.82,32.69,44.23,0,5.18,41.19,0,0,58.79,0,0,0,123.63,0,52.43,117.92,3.51,89.06,0,0,40.84,0,19.38,0,0,0,163.41,0,95.8,4.19,32.05,43.59,0,0,0,22.91,25.58,19.92,39.84,26.74,0,0,0,0,0,0

78,19:15-19:30,20.15,327.59,0,8.07,0,77.12,16.83,7.38,68.67,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.83,40.13,527.05,32.69,44.23,0,5.18,41.19,0,0,58.79,0,0,0,123.63,0,52.43,117.92,3.51,89.06,0,0,40.84,0,19.38,0,0,0,163.41,0,95.8,4.19,32.05,43.59,0,0,0,22.91,24.98,19.55,39.84,26.74,0,0,0,0,0,0

79,19:30-19:45,20.15,361.5,0,8.07,0,77.12,16.83,8.07,68.67,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.83,40.13,527.05,32.69,44.23,0,5.18,41.19,0,0,58.79,0,0,0,123.63,0,52.43,117.92,3.51,89.06,0,0,40.84,0,19.38,0,0,0,163.41,0,95.8,4.19,32.05,43.59,0,0,0,22.91,24.98,19.55,39.84,43.86,0,0,0,0,0,0

80,19:45-20:00,20.15,361.5,0,8.07,0,77.12,16.83,8.11,68.67,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.83,40.13,527.05,32.69,44.23,0,5.18,41.19,0,0,58.79,0,0,0,123.63,0,29.96,117.92,3.51,89.06,0,0,40.84,0,19.38,0,0,0,163.41,0,95.8,4.19,32.05,43.59,0,0,0,22.91,24.98,19.55,39.84,43.86,0,0,0,0,0,0

81,20:00-20:15,20.15,361.5,0,8.07,0,77.12,16.83,8.41,68.67,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.83,40.13,527.05,32.69,44.23,0,5.18,41.19,0,0,58.79,0,0,0,123.63,0,29.96,117.92,3.51,89.06,0,0,40.84,0,19.38,0,0,0,163.41,0,95.8,4.19,32.05,43.59,0,0,0,22.91,24.98,19.55,39.84,21.39,0,0,0,0,0,0

82,20:15-20:30,20.15,361.5,0,8.07,0,77.12,16.83,8.55,68.67,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.83,40.13,527.05,32.69,44.23,0,5.18,41.19,0,0,58.79,0,0,0,123.63,0,29.96,117.92,3.51,89.06,0,0,40.84,0,19.38,0,0,0,163.41,0,95.8,4.19,32.05,43.59,0,0,0,22.91,24.98,19.55,39.84,21.39,0,0,0,0,0,0

83,20:30-20:45,20.15,361.5,0,8.07,0,77.12,16.83,7.84,68.67,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.83,40.13,527.05,32.69,44.23,0,5.18,41.19,0,0,58.79,0,0,0,123.63,0,29.96,117.92,3.51,89.06,0,0,40.84,0,19.38,0,0,0,163.41,0,95.8,4.19,32.05,43.59,0,0,0,22.91,24.98,19.55,39.84,37.44,0,0,0,0,0,0

84,20:45-21:00,20.15,288.83,0,8.07,0,77.12,16.83,7.97,68.67,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,33.8,550.46,31.08,42.84,0,5.18,20.79,0,0,58.79,0,0,0,123.63,0,29.96,117.92,3.43,89.06,0,0,40.84,0,19.38,0,0,0,161.9,0,95.8,4.19,32.05,43.59,0,0,0,22.91,24.98,19.55,39.84,37.44,0,0,0,0,0,0

85,21:00-21:15,20.15,250.07,0,8.07,0,77.12,16.83,8.11,68.67,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,33.8,494.27,31.08,42.84,0,5.18,18.72,0,0,58.79,0,0,0,123.63,0,29.96,117.92,3.43,89.06,0,0,40.84,0,19.38,0,0,0,161.9,0,95.8,4.19,32.05,43.59,0,0,0,22.91,24.98,19.55,39.84,37.44,0,0,0,0,0,0

86,21:15-21:30,20.15,250.07,0,8.07,0,77.12,16.83,8.26,68.67,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,33.8,465.21,31.08,42.84,0,5.18,18.72,0,0,58.79,0,0,0,123.63,0,29.96,117.92,3.43,89.06,0,0,40.84,0,19.38,0,0,0,161.9,0,95.8,4.19,32.05,43.59,0,0,0,22.91,24.98,19.55,39.84,37.44,0,0,0,0,0,0

87,21:30-21:45,20.15,322.74,0,8.07,0,77.12,16.83,8.37,68.67,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,33.8,474.9,31.08,42.84,0,5.18,18.72,0,0,58.79,0,0,0,123.63,0,20.42,117.92,3.43,89.06,0,0,40.84,0,19.38,0,0,0,161.9,0,95.8,4.19,32.05,43.59,0,0,0,22.91,24.98,19.55,39.84,37.44,0,0,0,0,0,0

88,21:45-22:00,20.15,361.5,0,8.07,0,77.12,16.83,8.49,68.67,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.83,40.13,465.21,32.69,44.23,0,5.18,41.19,0,0,58.79,0,0,0,123.63,0,20.42,117.92,3.51,89.06,0,0,40.84,0,19.38,0,0,0,163.41,0,95.8,4.19,32.05,43.59,0,0,0,22.91,24.98,19.55,39.84,37.44,0,0,0,0,0,0

89,22:00-22:15,20.15,361.5,0,8.07,0,77.12,16.83,8.98,68.67,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.83,40.13,409.98,32.69,44.23,0,5.18,41.19,0,0,58.79,0,0,0,123.63,0,20.42,117.92,3.51,89.06,0,0,40.84,0,19.38,0,0,0,163.41,0,95.8,4.19,32.05,43.59,0,0,0,28.64,24.98,19.55,39.84,21.39,0,0,0,0,0,0

90,22:15-22:30,20.15,361.5,0,8.07,0,77.12,16.83,9.14,68.67,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.83,40.13,416.76,32.69,44.23,0,5.18,41.19,0,0,58.79,0,0,0,123.63,0,20.42,117.92,3.51,89.06,0,0,40.84,0,19.38,0,0,0,163.41,0,95.8,4.19,32.05,43.59,0,0,0,28.64,24.98,19.55,39.84,21.39,0,0,0,0,0,0

91,22:30-22:45,20.15,362.3,0,8.07,0,77.12,16.83,9.2,68.67,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.83,40.13,388.32,32.69,44.23,0,5.18,41.19,0,0,58.79,0,0,0,123.63,0,20.42,117.92,3.51,89.06,0,0,40.84,0,19.38,0,0,0,163.41,0,95.8,4.19,31.56,43.59,0,0,0,28.64,24.98,19.55,39.84,26.74,0,0,0,0,0,0

92,22:45-23:00,20.15,371.19,0,8.07,0,77.12,16.83,9.25,67.91,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.41,31.08,42.84,0,5.18,20.79,0,0,58.79,0,0,0,123.63,0,20.42,117.92,3.43,89.06,0,0,40.84,0,19.38,0,0,0,161.9,0,95.8,2.79,31.56,43.59,0,0,0,28.64,24.98,19.55,39.84,26.74,0,0,0,0,0,0

93,23:00-23:15,20.15,354.79,0,8.07,0,77.12,16.83,3.58,49.42,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,382.85,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,20.42,117.92,3.43,89.06,0,0,40.84,0,19.38,0,0,0,161.9,0,95.8,1.4,31.56,43.59,0,0,0,28.64,24.98,19.55,39.84,26.74,0,0,0,0,0,0

94,23:15-23:30,20.15,298.01,0,8.07,0,77.12,16.83,3.58,49.42,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,382.85,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,20.42,117.92,3.43,89.06,0,0,40.84,0,19.38,0,0,0,161.9,0,95.8,1.4,31.56,43.59,0,0,0,28.64,24.98,19.55,39.84,26.74,0,0,0,0,0,0

95,23:30-23:45,20.15,250.88,0,8.07,0,77.12,16.83,3.58,49.42,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,431.3,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,20.42,117.92,3.43,89.06,0,0,40.84,0,19.38,0,0,0,161.9,0,95.8,1.4,31.56,43.59,0,0,0,25.77,25.58,19.92,39.84,19.25,0,0,0,0,0,0

96,23:45-24:00,20.15,250.88,0,8.07,0,77.12,16.83,3.58,49.42,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,499.12,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,20.42,117.92,3.43,89.06,0,0,40.84,0,17.9,0,0,0,161.9,0,95.8,1.4,31.56,43.59,0,0,0,25.77,24.98,19.92,39.84,19.25,0,0,0,0,0,0

