Block,Time,L_NR_2020_07,LT-59,L_NR_2020_05,L_NR_2019_05,L_NR_2012_01,LT_MEJA_Delhi,L_NR_2019_06,L_NR_2022_08,L_NR_2012_04,L_NR_2018_61,L_NR_2020_06,SH-07,L_NR_2023_04,L_NR_2019_11,LT-36,L_NR_2022_09,LT-05,L_NR_2019_19,LT-35,SH-06,L_NR_2022_10,L_NR_2021_13,L_NR_2021_12,L_NR_2021_14,L_NR_2021_17,L_NR_2012_02,L_NR_2021_15,L_NR_2019_07,L_NR_2021_16,L_NR_2012_07,LT-31,L_NR_2020_02
37,09:00:09:15,5.13,6.310000,15.37,32.34,101.370000,0.390000,32.33,1.79,132.830000,30.89,5.12,30.970000,0.000000,7.080000,8.260000,0,66.430000,97.609028,8.060000,20.930000,0,19.35,96.77,28.33,14.67,184.520000,16.3,32.33,29.33,31.930000,8.060000,8.470000

38,09:15-09:30,5.12,6.310000,15.39,32.34,101.370000,0.390000,32.33,1.77,132.830000,29.51,5.13,30.970000,0.000000,7.080000,8.750000,0,66.430000,103.648611,8.530000,20.930000,0,21.56,107.79,31.67,15.67,182.590000,18.94,32.33,31.33,31.930000,8.530000,8.470000

39,09:30-09:45,5.1,6.310000,15.3,32.34,72.340000,0.390000,32.33,1.68,132.830000,28.16,5.1,30.970000,0.000000,7.080000,8.980000,0,66.430000,108.322214,8.750000,20.930000,0,23.54,117.69,40,18.66,135.480000,22.87,32.33,37.34,31.930000,8.750000,8.470000

40,09:45-10:00,5.07,6.310000,15.22,32.34,46.450000,0.390000,32.33,1.73,132.830000,26.55,5.07,30.970000,0.000000,7.080000,9.040000,0,66.430000,112.625051,8.820000,20.930000,0,25.52,127.63,46.67,19.33,129.670000,25.15,32.33,38.67,31.930000,8.820000,8.470000

41,10:00-10:15,5.07,6.310000,15.2,32.34,101.370000,0.390000,32.33,1.68,132.830000,24.14,5.07,30.970000,0.000000,7.080000,9.080000,0,66.430000,115.727777,8.860000,20.930000,0,27.71,138.57,53.33,20.33,134.510000,27.41,32.33,40.67,31.930000,8.860000,8.370000

42,10:15-10:30,5.1,6.310000,15.35,32.34,90.580000,0.390000,32.33,1.75,132.830000,22.26,5.12,30.970000,0.000000,7.080000,9.120000,0,66.430000,117.493794,8.890000,20.930000,0,29.79,148.94,60,20.66,113.220000,29.52,32.33,41.34,31.930000,8.890000,8.370000

43,10:30-10:45,5.14,6.310000,15.47,32.34,70.450000,0.390000,32.33,1.75,132.830000,21.42,5.16,30.970000,0.000000,7.080000,9.140000,0,66.430000,119.630577,8.910000,20.930000,0,31.42,157.11,68.19,24,111.410000,31.12,32.33,48,31.930000,8.910000,8.370000

44,10:45-11:00,0,6.310000,0,32.34,90.580000,0.390000,32.33,1.77,132.830000,20.61,0,30.970000,0.000000,7.080000,9.150000,0,66.430000,122.577191,8.930000,20.930000,0,33.32,166.62,70.67,26,111.410000,32.5,32.33,52,31.930000,8.930000,8.370000

45,11:00-11:15,0,6.310000,0,32.66,80.510000,0.390000,32.67,1.26,132.830000,24.91,0,30.970000,0.000000,7.080000,9.170000,0,66.430000,125.631132,8.950000,20.930000,0,34.19,170.96,73.05,26,158.040000,34.39,32.67,52,31.460000,8.950000,8.370000

46,11:15-11:30,0,6.310000,0,32.66,90.580000,0.390000,32.67,1.32,132.830000,24.59,0,30.970000,0.000000,7.080000,9.160000,0,66.430000,126.801972,8.940000,20.930000,0,34.5,172.5,75.05,26.66,158.040000,35.58,32.67,53.34,31.460000,8.940000,8.370000

47,11:30-11:45,0,6.310000,0,32.66,90.580000,0.390000,32.67,1.26,132.830000,24.15,0,30.970000,0.000000,7.080000,9.190000,0,66.430000,127.455691,8.970000,20.930000,0,34.5,172.5,76.61,27.66,192.570000,36.57,32.67,55.34,31.460000,8.970000,8.370000

48,11:45-12:00,0,6.310000,0,32.66,90.580000,3.960000,32.67,1.23,132.830000,23.79,0,30.970000,0.000000,7.080000,9.160000,0,66.430000,128.460662,8.940000,20.930000,0,38.33,191.67,76.61,28.33,223.760000,37.45,32.67,56.67,74.790000,8.940000,8.370000

49,12:00-12:15,0,6.310000,0,32.66,90.580000,3.960000,32.67,1.32,132.830000,25.07,0,30.970000,0.000000,7.080000,9.160000,0,116.160000,126.587318,8.930000,20.930000,0,38.33,191.67,76.61,29.33,223.760000,38.16,32.67,58.67,74.790000,8.930000,8.190000

50,12:15-12:30,0,6.310000,0,32.66,90.580000,3.960000,32.67,1.2,132.830000,20.51,0,30.970000,0.000000,7.080000,9.100000,0,116.160000,126.694645,8.880000,20.930000,0,38.33,191.67,76.61,23.33,223.760000,38.65,32.67,46.67,74.790000,8.880000,8.190000

51,12:30-12:45,0,6.310000,0,32.66,90.580000,7.920000,32.67,1.24,132.830000,20.39,0,30.970000,0.000000,7.080000,9.140000,0,116.160000,123.201639,8.920000,20.930000,0,38.33,191.67,60,23.33,223.760000,31.92,32.67,46.67,74.790000,8.920000,8.190000

52,12:45-13:00,0,6.310000,0,32.66,90.580000,7.920000,32.67,1.22,132.830000,20.36,0,30.970000,0.000000,7.080000,9.140000,0,116.160000,124.343208,8.920000,20.930000,0,38.33,191.67,63.33,24.33,223.760000,32.21,32.67,48.67,74.790000,8.920000,8.190000

53,13:00-13:15,0,6.630000,0,32.66,101.370000,3.960000,32.67,1.2,132.830000,12.05,0,30.970000,0.000000,7.320000,9.130000,0,66.430000,124.899357,8.910000,20.930000,0,38.33,191.67,66.67,24.33,259.260000,32.51,32.67,48.67,74.790000,8.910000,8.190000

54,13:15-13:30,0,6.630000,0,32.66,101.370000,3.960000,32.67,1.17,132.830000,12.38,0,30.970000,0.000000,7.320000,7.850000,0,66.430000,125.435992,7.660000,20.930000,0,38.33,191.67,70,24.33,259.260000,32.68,32.67,48.67,74.790000,7.660000,8.190000

55,13:30-13:45,0,6.630000,0,32.66,101.370000,3.960000,32.67,1.32,132.830000,12.54,0,30.970000,0.000000,7.320000,7.830000,0,94.900000,123.074798,7.640000,20.930000,0,26.71,133.54,50,24.33,259.260000,32.9,32.67,48.67,74.790000,7.640000,8.190000

56,13:45-14:00,0,6.630000,0,32.66,101.370000,3.960000,32.67,1.18,132.830000,12.7,0,30.970000,0.000000,7.320000,7.820000,0,116.160000,118.576821,7.630000,20.930000,0,28.37,141.88,48.33,17.66,259.260000,23,32.67,35.34,74.790000,7.630000,8.190000

57,14:00-14:15,0,6.630000,0,32.66,101.370000,3.960000,32.67,1.29,132.830000,12.94,0,30.970000,0.000000,7.620000,7.810000,0,116.160000,112.976303,7.620000,20.930000,0,29.21,146.04,46.67,17,259.260000,23,32.67,34,87.290000,7.620000,8.100000

58,14:15-14:30,0,6.630000,0,32.66,101.370000,3.960000,32.67,1.23,132.830000,13.36,0,30.970000,0.000000,7.620000,7.790000,0,116.160000,107.122103,7.600000,20.930000,0,30.04,150.21,46,18.33,259.260000,23,32.67,36.67,87.290000,7.600000,8.100000

59,14:30-14:45,0,6.630000,0,32.66,101.370000,3.960000,32.67,1.18,132.830000,13.71,0,30.970000,0.000000,7.620000,7.780000,0,116.160000,101.189847,7.590000,20.930000,0,30.04,150.21,45.33,20.83,259.260000,23,32.67,41.67,87.290000,7.590000,8.100000

60,14:45-15:00,0,6.630000,0,32.66,101.370000,3.960000,32.67,1.22,132.830000,14.2,0,30.970000,0.000000,7.620000,5.520000,0,116.160000,94.886825,5.390000,17.950000,0,30.04,150.21,45,20.52,259.260000,23,32.67,41.06,87.290000,5.390000,8.100000

61,15:00-15:15,0,6.780000,0,32.66,101.370000,3.960000,32.67,1.22,132.830000,15.1,0,30.970000,0.000000,7.850000,5.720000,0,116.160000,89.208251,5.580000,8.710000,0,29.22,146.09,45.33,35,259.260000,22.54,32.67,70,87.290000,5.580000,8.280000

62,15:15-15:30,0,6.780000,0,32.66,101.370000,3.960000,32.67,0.48,132.830000,16.2,0,30.970000,0.000000,7.850000,5.920000,0,116.160000,84.563919,5.770000,8.710000,0,27.27,136.33,46,31.66,259.260000,21.68,32.67,63.34,87.290000,5.770000,8.280000

63,15:30-15:45,0,6.780000,0,32.66,101.370000,3.960000,32.67,0.66,132.830000,33.02,0,30.970000,0.000000,7.850000,5.720000,0,116.160000,79.021943,5.580000,0.000000,0,25.31,126.57,34,29.33,259.260000,22.58,32.67,58.67,87.290000,5.580000,8.280000

64,15:45-16:00,0,6.780000,0,32.66,101.370000,3.960000,32.67,0.57,132.830000,34.94,0,30.970000,0.000000,7.850000,5.520000,0,116.160000,72.904304,5.390000,0.000000,0,23.36,116.81,34.67,31,259.260000,21.97,32.67,62,87.290000,5.390000,8.280000

65,16:00-16:15,0,6.940000,0,32.66,101.370000,3.960000,32.67,0.41,132.830000,36.14,0,30.970000,0.000000,7.470000,5.330000,0,116.160000,65.820722,5.190000,0.000000,0,22.01,110.08,35.33,29,259.260000,21.07,32.67,58,87.290000,5.190000,9.310000

66,16:15-16:30,0,6.940000,0,32.66,101.370000,3.960000,32.67,0.66,132.830000,39.09,0,30.970000,0.000000,7.470000,5.130000,0,116.160000,57.790711,5.000000,0.000000,0,26.47,132.36,35,28,259.260000,29.64,32.67,56,87.290000,5.000000,9.310000

67,16:30-16:45,0,6.940000,0,32.66,101.370000,3.890000,32.67,0.39,132.830000,39.95,0,30.970000,0.000000,7.470000,4.820000,0,116.160000,48.785,4.700000,0.000000,0,24.69,123.45,49.92,22.33,259.260000,26.56,32.67,44.67,87.290000,4.700000,9.310000

68,16:45-17:00,0,6.940000,0,33,101.370000,3.890000,33,0.47,132.830000,40.15,0,30.970000,0.000000,7.470000,4.100000,0,116.160000,39.506093,3.990000,4.840000,0,22.8,113.99,43.7,19.66,259.260000,23.2,24.64,39.34,87.290000,3.990000,9.310000

69,17:00-17:15,0,7.090000,0,33,101.370000,3.890000,33,0.17,132.830000,41.01,0,30.970000,0.000000,7.470000,3.230000,0,116.160000,31.339484,3.150000,0.000000,0,19.58,97.92,37.07,17.66,259.260000,19.61,14.28,35.34,87.290000,3.150000,9.680000

70,17:15-17:30,0,7.090000,0,33,101.370000,3.890000,33,0.17,132.830000,40.82,0,30.970000,0.000000,7.470000,2.930000,0,116.160000,24.665696,2.870000,8.710000,0,11.76,58.8,30.93,9.33,259.260000,16.1,8.14,18.67,87.290000,2.870000,9.680000

71,17:30-17:45,0,7.090000,0,21.74,101.370000,3.890000,22.48,0.17,132.830000,40.82,0,30.970000,0.000000,7.470000,2.250000,0,116.160000,19.065178,2.190000,8.710000,0,10.09,50.47,24.61,8.67,259.260000,12.4,2.51,17.33,87.290000,2.190000,9.680000

72,17:45-18:00,0,7.090000,0,12.44,101.370000,3.890000,10.48,0.17,132.830000,40.87,0,30.970000,0.000000,7.470000,1.520000,0,116.160000,14.137893,1.490000,8.710000,0,9.69,48.45,18.84,9,259.260000,9.17,0.93,18,87.290000,1.490000,9.680000

73,18:00-18:15,0,7.090000,0,0,101.370000,3.890000,0,0.17,132.830000,44.06,0,30.970000,0.000000,8.080000,0.850000,0,116.160000,10.088738,0.820000,8.710000,0,6.43,32.15,13.91,7.67,259.260000,6.49,0,15.33,87.290000,0.820000,10.050000

74,18:15-18:30,0,7.090000,0,0,101.370000,3.890000,0,0.17,132.830000,44.15,0,30.970000,0.000000,8.080000,0.360000,0,116.160000,6.361564,0.350000,20.930000,0,3.94,19.7,10.01,6.67,259.260000,4.43,0,13.33,87.290000,0.350000,10.050000

75,18:30-18:45,0,7.090000,0,0,101.370000,3.890000,0,0.17,145.160000,44.09,0,30.970000,0.000000,8.080000,0.180000,0,116.160000,3.278352,0.170000,20.930000,0,2.73,13.68,7.01,5.67,259.260000,3.28,0,11.33,87.290000,0.170000,10.050000

76,18:45-19:00,0,7.090000,0,0,101.370000,3.890000,0,0.17,152.900000,44.11,0,30.970000,0.000000,8.080000,0.000000,0,116.160000,1.453793,0.000000,20.930000,0,1.75,8.76,1.74,4.33,259.260000,2.15,0,8.67,87.290000,0.000000,10.050000

77,19:00-19:15,0,7.330000,0,0,101.370000,3.890000,0,0.17,158.700000,44.17,0,30.970000,0.000000,8.080000,0.000000,0,116.160000,0.429308,0.000000,19.590000,0,0.98,4.93,0.04,3,259.260000,1.1,0,6,87.290000,0.000000,10.420000

78,19:15-19:30,0,7.330000,0,0,101.370000,3.890000,0,0.17,165.480000,43.09,0,30.970000,0.000000,8.080000,0.000000,0,116.160000,0,0.000000,19.590000,0,0.44,2.19,0,0.28,259.260000,0.31,0,0.57,87.290000,0.000000,10.420000

79,19:30-19:45,0,7.330000,0,0,101.370000,3.890000,0,0.17,172.250000,42.55,0,30.970000,0.000000,8.080000,0.000000,0,116.160000,0,0.000000,19.590000,0,0.11,0.55,0,0.01,259.260000,0,0,0.03,87.290000,0.000000,10.420000

80,19:45-20:00,0,7.330000,0,0,101.370000,3.890000,0,0.17,178.060000,41.95,0,30.970000,0.000000,8.080000,0.000000,0,116.160000,0,0.000000,19.590000,0,0,0,0,0,259.260000,0,0,0,87.290000,0.000000,10.420000

81,20:00-20:15,0,7.330000,0,0,101.370000,3.890000,0,0.33,184.830000,40.86,0,30.970000,0.000000,8.080000,0.000000,0,116.160000,0,0.000000,19.590000,0,0,0,0,0,259.260000,0,0,0,87.290000,0.000000,10.700000

82,20:15-20:30,0,7.330000,0,0,101.370000,3.890000,0,0.33,197.410000,40.29,0,30.970000,0.000000,8.080000,0.000000,0,116.160000,0,0.000000,19.590000,0,0,0,0,0,259.260000,0,0,0,87.290000,0.000000,10.700000

83,20:30-20:45,0,7.330000,0,0,101.370000,3.890000,0,0.33,210.960000,40.09,0,30.970000,0.000000,8.080000,0.000000,0,116.160000,0,0.000000,19.590000,0,0,0,0,0,259.260000,0,0,0,87.290000,0.000000,10.700000

84,20:45-21:00,0,7.330000,0,0,101.370000,3.890000,0,0.33,210.960000,40.29,0,30.970000,0.000000,8.080000,0.000000,0,116.160000,0,0.000000,19.590000,0,0,0,0,0,259.260000,0,0,0,87.290000,0.000000,10.700000

85,21:00-21:15,0,7.330000,0,0,101.370000,3.840000,0,0.33,210.960000,40.49,0,30.970000,0.000000,7.930000,0.000000,0,116.160000,0,0.000000,0.000000,0,0,0,0,0,259.260000,0,0,0,87.290000,0.000000,10.560000

86,21:15-21:30,0,7.330000,0,0,101.370000,3.840000,0,0.33,210.960000,39.29,0,30.970000,0.000000,7.930000,0.000000,0,116.160000,0,0.000000,0.000000,0,0,0,0,0,259.260000,0,0,0,87.290000,0.000000,10.560000

87,21:30-21:45,0,7.330000,0,0,101.370000,3.840000,0,0.33,210.960000,40.04,0,29.510000,0.000000,7.930000,0.000000,0,116.160000,0,0.000000,0.000000,0,0,0,0,0,259.260000,0,0,0,87.290000,0.000000,10.560000

88,21:45-22:00,0,7.330000,0,0,101.370000,3.840000,0,0.33,210.960000,40.89,0,29.510000,0.000000,7.930000,0.000000,0,116.160000,0,0.000000,0.000000,0,0,0,0,0,259.260000,0,0,0,87.290000,0.000000,10.560000

89,22:00-22:15,0,7.170000,0,0,101.370000,3.840000,0,0.33,210.960000,41.33,0,29.510000,0.000000,7.930000,0.000000,0,116.160000,0,0.000000,0.000000,0,0,0,0,0,259.260000,0,0,0,87.290000,0.000000,10.560000

90,22:15-22:30,0,7.170000,0,0,101.370000,3.840000,0,0.33,210.960000,41.62,0,29.510000,0.000000,7.930000,0.000000,0,116.160000,0,0.000000,0.000000,0,0,0,0,0,259.260000,0,0,0,87.290000,0.000000,10.560000

91,22:30-22:45,0,7.170000,0,0,101.370000,3.840000,0,0.33,210.960000,41.22,0,29.510000,0.000000,7.930000,0.000000,0,116.160000,0,0.000000,0.000000,0,0,0,0,0,259.260000,0,0,0,87.290000,0.000000,10.560000

92,22:45-23:00,0,7.170000,0,0,101.370000,3.840000,0,0.33,210.960000,40.49,0,29.510000,0.000000,7.930000,0.000000,0,116.160000,0,0.000000,0.000000,0,0,0,0,0,259.260000,0,0,0,87.290000,0.000000,10.560000

93,23:00-23:15,0,7.170000,0,0,101.370000,3.840000,0,0.33,210.960000,40.04,0,29.510000,0.000000,7.770000,0.000000,0,116.160000,0,0.000000,0.000000,0,0,0,0,0,259.260000,0,0,0,87.290000,0.000000,10.330000

94,23:15-23:30,0,7.170000,0,0,101.370000,3.840000,0,0.33,210.960000,39.75,0,29.510000,0.000000,7.770000,0.000000,0,116.160000,0,0.000000,0.000000,0,0,0,0,0,259.260000,0,0,0,87.290000,0.000000,10.330000

95,23:30-23:45,0,7.170000,0,0,101.370000,3.840000,0,0.33,210.960000,39.29,0,29.510000,0.000000,7.770000,0.000000,0,116.160000,0,0.000000,0.000000,0,0,0,0,0,259.260000,0,0,0,87.290000,0.000000,10.330000

96,23:45-24:00,0,7.170000,0,0,101.370000,3.840000,0,0.33,210.960000,38.82,0,29.510000,0.000000,7.770000,0.000000,0,116.160000,0,0.000000,0.000000,0,0,0,0,0,259.260000,0,0,0,87.290000,0.000000,10.330000

