Block,Time Block,SALAL,TEHRI,SASAN,TANDA2,SIMHST1,SINGRAULI_HYDRO,SIMHST2,TALST2,UNCHAHAR1,SEWA2,SINGRAULI,TANAKPUR,TelanganaSTPP,TALA,CHAMERA1,JHAJJAR,BSIUL,CHAMERA3,FSTPP I & II,CHAMERA2,DHAULIGNGA,KGSU1AND2,BRBCL,DULHASTI,KGSU3AND4,DADRT2,NTPL,PARBATI3,NLCEXP,NLCIIST1,NLCIIST2,RAMPUR,NLCTS2EXP,NNTPP,RAPPC,RSTPSU1TO6,RIHAND3,RAPPB,RSTPSU7,RIHAND2,RIHAND1,NAPP,KOLDAM,KISHANGANGA,KUDGI,NJPC,MAPS,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KHSTPP-I,DADRI_CRF,DADRI_RF,DADRI_LF,DADRI_GF,ANTA_LF,AURY_GF,ANTA_GF,AURY_CRF,AURY_RF,ANTA_CRF,ANTA_RF,AURY_LF,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,UNCHAHAR2,URI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
58,14:15-14:30,73.1,74.43,400.17,0,0,0,0,0,11.85,0,88.93,11.16,0,12.78,27.2,111.41,6.31,20.68,11.07,21.66,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,95.51,0,0,97.72,0,44,2.14,1.39,0,161.74,0,28.05,52.63,0,0,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

59,14:30-14:45,73.1,74.43,400.17,0,0,0,0,0,11.85,0,132.13,11.16,0,12.78,27.2,111.41,6.31,20.68,11.07,21.66,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,120.33,0,0,56.23,0,44,2.14,1.39,0,161.74,0,28.05,70.75,0,0,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

60,14:45-15:00,73.1,74.43,400.17,0,0,0,0,0,11.85,0,132.13,11.16,0,12.78,27.2,111.41,6.31,20.68,14.12,21.66,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,120.33,0,0,56.23,0,44,2.14,1.39,0,161.74,0,28.05,70.75,0,0,24.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

61,15:00-15:15,73.1,74.43,400.17,0,0,0,0,0,11.85,0,132.13,11.16,0,10.22,27.2,111.41,6.31,24.5,17.35,31.77,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,120.33,0,0,56.23,0,44,2.14,1.39,0,161.74,0,28.05,82.48,0,0,28.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

62,15:15-15:30,73.1,74.43,400.17,0,0,0,0,0,11.85,0,132.13,11.16,0,10.22,27.2,111.41,6.31,24.5,17.35,31.77,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,120.33,0,0,56.23,0,44,2.37,1.39,0,161.74,0,28.05,82.48,0,0,28.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

63,15:30-15:45,73.1,74.43,400.17,0,0,0,0,0,11.85,0,132.13,11.4,0,10.22,27.2,111.41,6.31,24.5,15.15,31.77,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,120.33,0,0,56.23,0,44,3.56,1.39,0,161.74,0,28.05,75.23,0,0,24.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

64,15:45-16:00,73.1,74.43,400.17,0,0,0,0,0,11.85,0,132.13,11.4,0,9.93,27.2,111.41,6.31,24.5,15.15,31.77,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,120.33,0,0,56.23,0,44,3.56,1.39,0,161.74,0,28.05,70.75,0,0,24.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

65,16:00-16:15,73.1,74.43,400.17,0,0,0,0,0,11.85,0,132.13,11.4,0,9.93,27.2,111.41,6.31,24.5,15.15,31.77,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,120.33,0,0,54.87,0,44,5.18,1.39,0,161.74,0,28.05,70.75,0,0,24.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

66,16:15-16:30,73.1,74.43,400.17,0,0,0,0,0,11.85,0,132.13,11.4,0,9.93,40.8,111.41,6.31,24.5,15.15,31.77,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,120.33,0,0,54.87,0,44,5.18,1.39,0,161.74,0,28.05,70.75,0,0,24.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

67,16:30-16:45,73.1,74.43,400.17,0,0,0,0,0,11.85,5.6,132.13,11.4,0,9.93,40.8,111.41,6.31,24.5,11.07,31.77,39.1,0,19.36,52.06,0,365.23,0,3.4,0,0,0,3.43,0,0,58.3,0,120.33,0,0,54.87,0,44,5.18,1.39,0,161.74,0,28.05,52.63,0,0,18.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

68,16:45-17:00,73.1,74.43,400.17,0,0,0,0,0,11.85,11.21,132.13,11.4,0,9.93,40.8,111.41,6.31,24.5,11.07,31.77,39.1,0,19.36,52.06,0,365.23,0,3.4,0,0,0,3.43,0,0,58.3,0,120.33,0,0,54.87,0,44,5.18,1.39,0,161.74,0,28.05,52.63,0,0,18.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

69,17:00-17:15,73.1,74.43,400.17,0,0,0,0,0,11.85,11.21,132.13,11.4,0,9.79,40.8,111.41,1.06,24.5,11.07,31.77,39.1,0,19.36,52.06,0,365.23,0,3.4,0,0,0,3.43,0,0,58.3,0,120.33,0,0,54.87,0,44,5.18,1.39,0,161.74,0,37.4,52.63,0,0,18.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

70,17:15-17:30,73.1,74.43,400.17,0,0,0,0,0,11.85,11.21,132.13,11.4,0,9.79,40.8,111.41,1.06,24.5,12.86,31.77,39.1,0,19.36,52.06,0,365.23,0,14.96,0,0,0,3.43,0,0,58.3,0,120.33,0,0,54.87,0,44,5.18,1.39,0,161.74,0,37.4,63.68,0,0,22.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

71,17:30-17:45,73.1,74.43,400.17,0,0,0,0,0,11.85,11.21,132.13,11.4,0,9.5,40.8,111.41,1.06,24.5,17.35,31.77,39.1,0,19.36,52.06,0,365.23,0,14.96,0,0,0,3.43,0,0,58.3,0,120.33,0,0,54.87,0,44,5.18,1.39,0,161.74,0,37.4,82.48,0,0,28.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

72,17:45-18:00,73.1,74.43,400.17,0,0,0,0,0,11.85,16.81,132.13,11.4,0,9.22,40.8,111.41,1.06,24.5,17.35,31.77,39.1,0,19.36,52.06,0,365.23,0,14.96,0,0,0,3.43,0,0,58.3,0,120.33,0,0,54.87,0,44,5.18,1.39,0,161.74,0,37.4,82.48,0,0,28.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

73,18:00-18:15,73.1,74.43,400.17,0,0,0,0,0,11.85,16.81,137.23,11.4,0,9.22,40.8,111.41,6.31,24.5,17.34,31.77,39.1,0,19.36,52.06,0,365.23,0,32.65,0,0,0,3.43,0,0,58.3,0,123.5,0,0,56.23,0,44,5.18,1.39,0,161.74,0,37.4,93.69,0,0,30.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

74,18:15-18:30,73.1,74.43,400.17,0,0,0,0,0,11.85,16.81,137.23,11.4,0,8.93,40.8,111.41,6.31,24.5,20.13,31.77,39.1,0,19.36,52.06,0,365.23,0,52.37,0,0,0,3.43,0,0,58.3,0,123.5,0,0,56.23,0,44,5.18,2.79,0,161.74,0,37.4,95.7,0,0,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

75,18:30-18:45,73.1,74.43,400.17,0,0,0,0,0,17.75,16.81,137.23,12.03,0,8.54,40.8,111.41,18.93,32.66,20.13,44.18,40.09,0,19.36,53.31,0,365.23,0,52.37,0,0,0,3.5,0,0,58.3,0,123.5,0,0,56.23,0,44,5.18,4.18,0,163.25,0,41.56,95.7,0,0,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,22.93,36.42,42.74,0,0,0,0,0

76,18:45-19:00,73.1,74.43,400.17,0,0,0,0,0,17.75,16.81,137.23,12.03,0,8.54,40.8,111.41,18.93,32.66,20.13,44.18,40.09,0,19.36,53.31,0,365.23,0,52.37,0,0,0,3.5,0,0,58.3,0,123.5,0,0,56.23,0,44,5.18,4.18,0,163.25,0,41.56,95.7,0,0,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,22.93,36.42,42.74,0,0,0,0,0

77,19:00-19:15,73.1,74.43,400.17,0,0,0,0,0,17.75,16.81,137.23,12.03,0,8.54,40.8,111.41,18.93,32.66,20.13,44.18,40.09,0,19.36,53.31,0,430.84,0,52.37,0,0,0,3.5,0,0,58.3,0,123.5,0,0,56.23,0,44,5.18,4.18,0,163.25,0,41.56,95.7,0,0,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,22.93,36.42,42.74,0,0,0,0,0

78,19:15-19:30,73.1,74.43,400.17,0,0,0,0,0,19.53,16.81,137.23,12.03,0,8.54,40.8,222.53,18.93,32.66,20.13,44.18,40.09,0,19.36,53.31,0,513.11,0,52.37,0,0,0,3.5,0,0,58.3,0,123.5,0,0,56.23,0,44,5.18,4.18,0,163.25,0,41.56,95.7,0,0,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,24.93,39.8,42.74,0,0,0,0,0

79,19:30-19:45,73.1,74.43,400.17,0,0,0,0,0,19.53,16.81,137.23,12.03,0,8.82,40.8,227.37,18.93,32.66,20.13,44.18,40.09,0,19.36,53.31,0,599.85,0,52.37,0,0,0,3.5,0,0,58.3,0,123.5,0,0,56.23,0,44,5.18,4.18,0,163.25,0,41.56,95.7,0,0,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,24.93,39.8,42.74,0,0,0,0,0

80,19:45-20:00,73.1,74.43,400.17,0,0,0,0,0,19.53,16.81,137.23,12.03,0,8.97,40.8,212.85,18.93,32.66,20.13,44.18,40.09,0,19.36,53.31,0,599.85,0,20.4,0,0,0,3.5,0,0,58.3,0,123.5,0,0,56.23,0,44,5.18,4.18,0,163.25,0,41.56,95.7,0,0,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,24.93,39.8,42.74,0,0,0,0,0

81,20:00-20:15,73.1,74.43,400.17,0,0,0,0,0,19.53,16.81,137.23,12.03,0,9.24,40.8,192.52,18.93,32.66,20.13,44.18,40.09,0,19.36,53.31,0,599.85,0,20.4,0,0,0,3.5,0,0,58.3,0,123.5,0,0,56.23,0,44,5.18,4.18,0,163.25,0,41.56,95.7,0,0,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,24.93,39.8,42.74,0,0,0,0,0

82,20:15-20:30,73.1,74.43,400.17,0,0,0,0,0,19.53,16.81,137.23,12.03,0,9.39,40.8,182.85,18.93,32.66,20.13,44.18,40.09,0,19.36,53.31,0,599.85,0,20.4,0,0,0,3.5,0,0,58.3,0,123.5,0,0,56.23,0,44,5.18,4.18,0,163.25,0,41.56,95.7,0,0,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,24.93,39.8,42.74,0,0,0,0,0

83,20:30-20:45,73.1,74.43,400.17,0,0,0,0,0,19.53,16.81,137.23,11.4,0,9.53,40.8,162.52,3.19,31.05,20.13,42.8,39.1,0,19.36,52.06,0,599.85,0,29.93,0,0,0,3.43,0,0,58.3,0,123.5,0,0,56.23,0,44,5.18,2.79,0,161.74,0,37.4,95.7,0,0,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,24.93,39.8,42.74,0,0,0,0,0

84,20:45-21:00,73.1,74.43,400.17,0,0,0,0,0,19.53,16.81,137.23,11.4,0,9.56,40.8,157.68,3.19,31.05,20.13,42.8,39.1,0,19.36,52.06,0,599.85,0,29.93,0,0,0,3.43,0,0,58.3,0,123.5,0,0,56.23,0,44,5.18,2.79,0,161.74,0,37.4,95.7,0,0,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,24.93,39.8,42.74,0,0,0,0,0

85,21:00-21:15,73.1,74.43,400.17,0,0,0,0,0,19.53,16.81,137.23,11.4,0,9.39,40.8,143.55,3.19,31.05,20.13,42.8,39.1,0,19.36,52.06,0,585.33,0,29.93,0,0,0,3.43,0,0,58.3,0,123.5,0,0,56.23,0,44,5.18,1.39,0,161.74,0,37.4,95.7,0,0,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,24.93,39.8,42.74,0,0,0,0,0

86,21:15-21:30,73.1,74.43,400.17,0,0,0,0,0,19.53,16.81,137.23,11.4,0,9.39,40.8,143.55,3.19,31.05,20.13,42.8,39.1,0,19.36,52.06,0,585.33,0,29.93,0,0,0,3.43,0,0,58.3,0,123.5,0,0,56.23,0,44,5.18,1.39,0,161.74,0,37.4,95.7,0,0,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,24.93,39.8,42.74,0,0,0,0,0

87,21:30-21:45,73.1,74.43,400.17,0,0,0,0,0,19.53,16.81,137.23,11.4,0,9.39,40.8,123.22,3.19,31.05,20.13,42.8,39.1,0,19.36,52.06,0,585.33,0,20.4,0,0,0,3.43,0,0,58.3,0,123.5,0,0,56.23,0,44,5.18,1.39,0,161.74,0,37.4,95.7,0,0,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,24.93,39.8,42.74,0,0,0,0,0

88,21:45-22:00,73.1,74.43,400.17,0,0,0,0,0,19.53,16.81,137.23,11.4,0,9.39,40.8,118.38,12.62,31.05,20.13,42.8,39.1,0,19.36,52.06,0,585.33,0,20.4,0,0,0,3.43,0,0,58.3,0,123.5,0,0,56.23,0,44,5.18,1.39,0,161.74,0,37.4,95.7,0,0,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,24.93,39.8,42.74,0,0,0,0,0

89,22:00-22:15,73.1,74.43,400.17,0,0,0,0,0,17.81,16.81,137.23,12.03,0,9.39,40.8,111.41,18.93,32.66,20.13,44.18,40.09,0,19.36,53.31,0,585.33,0,20.4,0,0,0,3.5,0,0,58.3,0,123.5,0,0,56.23,0,44,5.18,1.39,0,163.25,0,41.56,95.7,0,0,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,22.47,35.5,42.74,0,0,0,0,0

90,22:15-22:30,73.1,74.43,400.17,0,0,0,0,0,17.48,16.81,137.23,12.03,0,9.39,40.8,111.41,18.93,32.66,20.13,44.18,40.09,0,19.36,53.31,0,585.33,0,20.4,0,0,0,3.5,0,0,58.3,0,123.5,0,0,56.23,0,44,5.18,1.39,0,163.25,0,41.56,95.7,0,0,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,22.47,35.5,42.74,0,0,0,0,0

91,22:30-22:45,73.1,74.43,400.17,0,0,0,0,0,17.48,16.81,137.23,12.03,0,9.68,40.8,111.41,18.93,32.66,20.13,44.18,40.09,0,18.53,53.31,0,585.33,0,20.4,0,0,0,3.5,0,0,58.3,0,123.5,0,0,56.23,0,44,5.18,1.39,0,163.25,0,41.56,95.7,0,0,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,22.47,35.5,42.74,0,0,0,0,0

92,22:45-23:00,73.1,74.43,400.17,0,0,0,0,0,17.48,16.81,137.23,12.03,0,9.68,40.8,111.41,18.93,32.66,20.13,44.18,40.09,0,18.56,53.31,0,585.33,0,20.4,0,0,0,3.5,0,0,58.3,0,123.5,0,0,56.23,0,44,5.18,1.39,0,163.25,0,41.56,95.7,0,0,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,22.47,35.5,42.74,0,0,0,0,0

93,23:00-23:15,73.1,74.43,400.17,0,0,0,0,0,17.48,16.81,137.23,11.16,0,9.68,40.8,111.41,12.62,31.05,20.13,42.8,39.1,0,19.36,52.06,0,527.63,0,17,0,0,0,3.43,0,0,58.3,0,123.5,0,0,56.23,0,44,5.18,1.39,0,161.74,0,37.4,95.7,0,0,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,22.47,35.5,42.74,0,0,0,0,0

94,23:15-23:30,73.1,74.43,400.17,0,0,0,0,0,17.48,16.81,137.23,11.16,0,9.68,40.8,111.41,12.62,31.05,20.13,42.8,39.1,0,19.36,52.06,0,527.63,0,17,0,0,0,3.43,0,0,58.3,0,123.5,0,0,56.23,0,44,5.18,1.39,0,161.74,0,37.4,95.7,0,0,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,22.47,35.5,42.74,0,0,0,0,0

95,23:30-23:45,73.1,74.43,400.17,0,0,0,0,0,17.75,16.81,137.23,11.16,0,9.68,40.8,111.41,12.62,31.05,20.13,42.8,39.1,0,19.36,52.06,0,527.63,0,17,0,0,0,3.43,0,0,58.3,0,123.5,0,0,56.23,0,44,5.18,1.39,0,161.74,0,37.4,95.7,0,0,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,22.93,35.5,42.74,0,0,0,0,0

96,23:45-24:00,73.1,74.43,400.17,0,0,0,0,0,17.75,16.81,137.23,11.16,0,9.68,40.8,111.41,12.62,31.05,20.13,42.8,39.1,0,17.34,52.06,0,527.63,0,17,0,0,0,3.43,0,0,58.3,0,123.5,0,0,56.23,0,44,5.18,1.39,0,161.74,0,37.4,95.7,0,0,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,22.93,35.5,42.74,0,0,0,0,0

