Block,Time,SASAN,SIMHST2,TALST2,AURY_GF,DADRI_CRF,DADRI_RF,DADRT2,RAPPC,RIHAND3,RSTPSU1TO6,CHAMERA2,DULHASTI,KOLDAM,NLCEXP,NLCIIST1,SEWA2,TANDA2,TEHRI,TelanganaSTPP,ANTA_LF,AURY_CRF,FSTPP I & II,JHAJJAR,NJPC,NTPL,PARBATI3,URI,BSIUL,CHAMERA3,KGSU1AND2,KGSU3AND4,NLCTS2EXP,SINGRAULI_HYDRO,UNCHAHAR2,UNCHAHAR4,URI2,VALLURNTECL,ANTA_GF,DADRI_GF,KKNPPU2,NAPP,NNTPP,RAMPUR,RAPPB,RIHAND2,TANAKPUR,UNCHAHAR1,KHSTPP-I,KHSTPP-II,KISHANGANGA,KKNP,KUDGI,SINGRAULI,TALA,UNCHAHAR3,ANTA_CRF,ANTA_RF,BRBCL,CHAMERA1,DHAULIGNGA,KOTESHWR,MAPS,NLCIIST2,RIHAND1,RSTPSU7,SALAL,SIMHST1,AURY_LF,AURY_RF,DADRI_LF
58,14:15-14:30,411.75,0,0,0,0,96.19,686.07,60.23,127.6,0,44.22,53.79,3.64,0,0,0,1.36,76.9,0,0,0,20.8,413.81,167.1,0,3.51,44.16,6.52,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,12.37,27.05,0,46.37,20.01,42.15,40.4,28.98,0,0,0,0,79.01,0,0,77.58,0

59,14:30-14:45,411.75,0,0,0,0,96.19,686.07,60.23,127.6,0,44.22,53.79,3.64,0,0,0,1.36,76.9,0,0,0,20.8,413.81,167.1,0,3.51,44.16,6.52,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,12.37,27.05,0,46.37,20.01,42.15,40.4,28.98,0,0,0,0,79.01,0,0,77.58,0

60,14:45-15:00,411.75,0,0,0,0,96.19,686.07,60.23,127.6,0,44.22,53.79,3.64,0,0,0,1.36,76.9,0,0,0,20.8,413.81,167.1,0,3.51,44.16,6.52,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,9.53,27.05,0,46.37,20.01,42.15,40.4,28.98,0,0,0,0,79.01,0,0,77.58,0

61,15:00-15:15,411.75,0,0,0,0,96.19,686.07,60.23,127.6,0,44.22,53.79,3.64,0,0,0,1.36,76.9,0,0,0,20.8,413.81,167.1,0,3.51,44.16,6.52,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,8.94,27.05,0,46.37,20.01,42.15,40.4,28.98,0,0,0,0,79.01,0,0,77.58,0

62,15:15-15:30,411.75,0,0,0,0,96.19,686.07,60.23,127.6,0,44.22,53.79,3.64,0,0,0,1.36,76.9,0,0,0,20.8,413.81,167.1,0,3.51,44.16,6.52,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,8.94,27.05,0,46.37,20.01,42.15,40.4,28.98,0,0,0,0,79.01,0,0,77.58,0

63,15:30-15:45,411.75,0,0,0,0,96.19,686.07,60.23,127.6,0,44.22,53.79,3.64,0,0,0,1.36,76.9,0,0,0,20.8,413.81,167.1,0,3.51,44.16,6.52,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,8.94,27.05,0,46.37,20.01,42.15,40.4,28.98,0,0,0,0,79.01,0,0,77.58,0

64,15:45-16:00,411.75,0,0,0,0,96.19,686.07,60.23,127.6,0,44.22,53.79,3.64,0,0,0,1.36,76.9,0,0,0,20.8,413.81,167.1,0,3.51,44.16,6.52,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,8.94,27.05,0,46.37,20.01,42.15,40.4,28.98,0,0,0,0,79.01,0,0,77.58,0

65,16:00-16:15,411.75,0,0,0,0,96.19,686.07,60.23,127.6,0,44.22,53.79,3.64,0,0,5.79,1.36,76.9,0,0,0,20.8,413.81,167.1,0,15.46,44.16,6.52,25.31,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,8.94,27.05,0,45.18,20.01,42.15,40.4,28.98,0,0,0,0,79.01,0,0,77.58,0

66,16:15-16:30,411.75,0,0,0,0,96.19,686.07,60.23,127.6,0,32.82,53.79,3.64,0,0,5.79,1.36,76.9,0,0,0,20.8,413.81,167.1,0,15.46,44.16,6.52,25.31,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,8.94,27.05,0,45.18,20.01,42.15,40.4,28.98,0,0,0,0,79.01,0,0,77.58,0

67,16:30-16:45,411.75,0,0,0,0,96.19,686.07,60.23,127.6,0,32.82,53.79,3.64,0,0,5.79,1.36,76.9,0,0,0,20.8,413.81,167.1,0,15.46,44.16,6.52,25.31,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,11.88,27.05,0,45.18,20.01,42.15,40.4,28.98,0,0,0,0,79.01,0,0,77.58,0

68,16:45-17:00,411.75,0,0,0,0,96.19,686.07,60.23,127.6,0,32.82,53.79,3.64,0,0,11.58,1.36,76.9,0,0,0,20.8,413.81,167.1,0,15.46,44.16,6.52,25.31,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,11.82,27.05,0,45.18,20.01,42.15,40.4,28.98,0,0,0,0,79.01,0,0,77.58,0

69,17:00-17:15,411.75,0,0,0,0,96.19,686.07,60.23,127.6,0,32.82,53.79,3.64,0,0,11.58,1.36,76.9,0,0,0,20.8,413.81,167.1,0,15.46,44.16,6.52,25.31,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.78,20.96,33.69,98.87,1.44,0,0,141.78,11.7,27.05,0,45.18,20.01,42.15,40.4,28.98,0,0,0,0,79.01,0,0,77.58,0

70,17:15-17:30,411.75,0,0,0,0,96.19,686.07,60.23,127.6,0,32.82,53.79,3.64,0,0,11.58,1.36,76.9,0,0,0,20.8,413.81,167.1,0,15.46,44.16,6.52,25.31,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.78,20.96,33.69,98.87,1.44,0,0,141.78,11.55,27.05,0,45.18,20.01,42.15,40.4,28.98,0,0,0,0,79.01,0,0,77.58,0

71,17:30-17:45,411.75,0,0,0,0,96.19,686.07,60.23,127.6,0,32.82,53.79,3.64,0,0,11.58,1.36,76.9,0,0,0,20.8,413.81,167.1,0,15.46,44.16,6.52,25.31,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.78,20.96,33.69,98.87,1.44,0,0,141.78,11.23,27.05,0,45.18,20.01,42.15,40.4,38.64,0,0,0,0,79.01,0,0,77.58,0

72,17:45-18:00,411.75,0,0,0,0,96.19,686.07,60.23,127.6,0,32.82,53.79,3.64,0,0,17.37,1.36,76.9,0,0,0,20.8,413.81,167.1,0,15.46,44.16,6.52,25.31,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.78,20.96,33.69,98.87,1.44,0,0,141.78,10.84,27.05,0,45.18,20.01,42.15,40.4,38.64,0,0,0,0,79.01,0,0,77.58,0

73,18:00-18:15,411.75,0,0,0,0,96.19,686.07,60.23,127.6,0,32.82,53.79,3.64,0,0,17.37,0,76.9,0,0,0,17.51,413.81,167.1,0,23.89,44.16,6.52,25.31,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.78,20.96,33.69,98.87,1.44,0,0,141.78,10.68,27.05,0,45.77,20.01,42.15,40.4,38.64,0,0,0,0,79.01,0,0,77.58,0

74,18:15-18:30,411.75,0,0,0,0,96.19,686.07,60.23,127.6,0,32.82,53.79,3.64,0,0,17.37,0,76.9,0,0,0,17.51,413.81,167.1,0,54.11,44.16,6.52,25.31,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.78,20.96,33.69,98.87,2.88,0,0,141.78,10.53,27.05,0,45.77,20.01,42.15,40.4,38.64,0,0,0,0,79.01,0,0,77.58,0

75,18:30-18:45,411.75,0,0,0,0,96.19,686.07,60.23,127.6,0,45.65,55.08,5.34,0,0,17.37,0,76.9,0,0,0,17.51,413.81,168.66,0,54.11,44.16,20.21,33.74,0,0,0,0,42.4,0,33.98,0,0,0,0,44.75,0,3.62,0,121.71,12.43,20.96,33.69,98.87,4.32,0,0,141.78,8.82,27.05,0,45.77,20.01,42.15,41.42,42.94,0,0,0,0,79.01,0,0,77.58,0

76,18:45-19:00,411.75,0,0,0,0,96.19,686.07,60.23,127.6,0,45.65,55.08,5.34,0,0,17.37,0,76.9,0,0,0,17.51,413.81,168.66,0,54.11,44.16,20.21,33.74,0,0,0,0,42.4,0,33.98,0,0,0,0,44.75,0,3.62,0,121.71,12.43,20.57,33.69,98.87,4.32,0,0,141.78,8.84,26.42,0,46.13,20.01,42.15,41.42,42.94,0,0,0,0,79.01,0,0,77.58,0

77,19:00-19:15,411.75,0,0,0,0,96.19,682.83,60.23,127.6,0,45.65,55.08,5.34,0,0,17.37,0,76.9,0,0,0,17.51,406.41,168.66,0,54.11,44.16,20.21,33.74,0,0,0,0,42.4,0,33.98,0,0,0,0,44.75,0,3.62,0,121.71,12.43,20.57,33.69,98.87,4.32,0,0,141.78,8.88,26.42,0,46.37,20.01,42.15,41.42,42.94,0,0,0,0,79.01,0,0,77.58,0

78,19:15-19:30,411.75,0,0,0,0,96.19,682.83,60.23,127.6,0,45.65,55.08,5.34,0,0,17.37,0,76.9,0,0,0,17.51,406.41,168.66,0,54.11,44.16,20.21,33.74,0,0,0,0,42.4,0,33.98,0,0,0,0,44.75,0,3.62,0,121.71,12.43,20.57,33.69,98.87,4.32,0,0,141.78,8.96,26.42,0,46.37,20.01,42.15,41.42,42.94,0,0,0,0,79.01,0,0,77.58,0

79,19:30-19:45,411.75,0,0,0,0,96.19,682.83,60.23,127.6,0,45.65,55.08,5.34,0,0,17.37,0,76.9,0,0,0,17.51,406.41,168.66,0,54.11,44.16,20.21,33.74,0,0,0,0,42.4,0,33.98,0,0,0,0,44.75,0,3.62,0,121.71,10.37,20.57,33.69,98.87,4.32,0,0,141.78,9.9,26.42,0,46.37,20.01,42.15,41.42,42.94,0,0,0,0,79.01,0,0,77.58,0

80,19:45-20:00,411.75,0,0,0,0,96.19,682.83,60.23,127.6,0,45.65,55.08,5.34,0,0,17.37,0,76.9,0,0,0,17.51,406.41,168.66,0,21.08,44.16,20.21,33.74,0,0,0,0,42.4,0,33.98,0,0,0,0,44.75,0,3.62,0,121.71,10.37,20.57,33.69,98.87,4.32,0,0,141.78,10.02,26.42,0,46.37,20.01,42.15,41.42,42.94,0,0,0,0,79.01,0,0,77.58,0

81,20:00-20:15,411.75,0,0,0,0,96.19,682.83,60.23,127.6,0,45.65,55.08,5.34,0,0,17.37,0,76.9,0,0,0,17.51,406.41,168.66,0,21.08,44.16,20.21,33.74,0,0,0,0,42.4,0,33.98,0,0,0,0,44.75,0,3.62,0,121.71,12.43,20.57,33.69,98.87,4.32,0,0,141.78,9.47,26.42,0,46.37,20.01,42.15,41.42,42.94,0,0,0,0,79.01,0,0,77.58,0

82,20:15-20:30,411.75,0,0,0,0,96.19,682.83,60.23,127.6,0,45.65,55.08,5.34,0,0,17.37,0,76.9,0,0,0,17.51,406.41,168.66,0,21.08,44.16,20.21,33.74,0,0,0,0,42.4,0,33.98,0,0,0,0,44.75,0,3.62,0,121.71,12.43,20.57,33.69,98.87,4.32,0,0,141.78,9.58,26.42,0,46.37,20.01,42.15,41.42,42.94,0,0,0,0,79.01,0,0,77.58,0

83,20:30-20:45,411.75,0,0,0,0,96.19,682.83,60.23,127.6,0,44.22,53.79,4.85,0,0,17.37,0,76.9,0,0,0,17.51,406.41,167.1,0,21.08,44.16,3.3,18.27,0,0,0,0,42.4,0,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.78,20.57,33.69,98.87,4.32,0,0,141.78,9.55,26.42,0,46.37,20.01,42.15,40.4,38.64,0,0,0,0,79.01,0,0,77.58,0

84,20:45-21:00,411.75,0,0,0,0,96.19,682.83,60.23,127.6,0,25.36,53.79,4.85,0,0,17.37,0,76.9,0,0,0,17.51,406.41,167.1,0,21.08,44.16,3.3,18.27,0,0,0,0,42.4,0,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.78,20.57,33.69,98.87,4.32,0,0,141.78,9.7,26.42,0,46.37,20.01,42.15,40.4,38.64,0,0,0,0,79.01,0,0,77.58,0

85,21:00-21:15,411.75,0,0,0,0,96.19,682.83,60.23,127.6,0,25.36,53.79,4.85,0,0,17.37,0,76.9,0,0,0,17.51,406.41,167.1,0,21.08,44.16,3.3,18.27,0,0,0,0,42.4,0,33.98,0,0,0,0,44.75,0,3.54,0,121.71,9.74,20.57,33.69,98.87,4.32,0,0,141.78,9.85,26.42,0,46.37,20.01,42.15,40.4,38.64,0,0,0,0,79.01,0,0,77.58,0

86,21:15-21:30,411.75,0,0,0,0,96.19,682.83,60.23,127.6,0,25.36,53.79,4.85,0,0,17.37,0,76.9,0,0,0,17.51,406.41,167.1,0,21.08,44.16,3.3,18.27,0,0,0,0,42.4,0,33.98,0,0,0,0,44.75,0,3.54,0,121.71,9.74,20.57,33.69,98.87,4.32,0,0,141.78,10.02,26.42,0,46.37,20.01,42.15,40.4,38.64,0,0,0,0,79.01,0,0,77.58,0

87,21:30-21:45,411.75,0,0,0,0,96.19,682.83,60.23,127.6,0,25.36,53.79,4.85,0,0,17.37,0,76.9,0,0,0,17.51,406.41,167.1,0,21.08,44.16,3.3,18.27,0,0,0,0,42.4,0,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.78,20.57,33.69,98.87,4.32,0,0,141.78,10.17,26.42,0,46.37,20.01,42.15,40.4,38.64,0,0,0,0,79.01,0,0,77.58,0

88,21:45-22:00,411.75,0,0,0,0,96.19,682.83,60.23,127.6,0,25.36,53.79,4.85,0,0,17.37,0,76.9,0,0,0,17.51,406.41,167.1,0,21.08,44.16,13.04,18.27,0,0,0,0,42.4,0,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.78,20.57,33.69,98.87,4.32,0,0,141.78,10.44,26.42,0,46.37,20.01,42.15,40.4,38.64,0,0,0,0,79.01,0,0,77.58,0

89,22:00-22:15,411.75,0,0,0,0,96.19,682.83,60.23,127.6,0,45.65,55.08,5.34,0,0,17.37,0,76.9,0,0,0,17.51,406.41,168.66,0,21.08,44.16,20.21,33.74,0,0,0,0,42.4,0,33.98,0,0,0,0,44.75,0,3.62,0,121.71,12.43,20.57,33.69,98.87,4.32,0,0,141.78,10.84,26.42,0,46.96,20.01,42.15,41.42,42.94,0,0,0,0,79.01,0,0,77.58,0

90,22:15-22:30,411.75,0,0,0,0,96.19,682.83,60.23,127.6,0,45.65,55.08,5.34,0,0,17.37,0,76.9,0,0,0,17.51,406.41,168.66,0,21.08,44.16,20.21,33.74,0,0,0,0,42.4,0,33.98,0,0,0,0,44.75,0,3.62,0,121.71,12.43,20.57,33.69,98.87,4.32,0,0,141.78,10.96,26.42,0,46.96,20.01,42.15,41.42,42.94,0,0,0,0,79.01,0,0,77.58,0

91,22:30-22:45,411.75,0,0,0,0,96.19,682.83,60.23,127.6,0,45.65,55.08,5.34,0,0,17.37,0,76.9,0,0,0,17.51,406.41,168.66,0,21.08,44.16,20.21,33.74,0,0,0,0,42.4,0,33.98,0,0,0,0,44.75,0,3.62,0,121.71,12.43,20.57,33.69,98.87,4.32,0,0,141.78,11.05,26.42,0,46.96,20.01,42.15,41.42,42.94,0,0,0,0,79.01,0,0,77.58,0

92,22:45-23:00,411.75,0,0,0,0,96.19,682.83,60.23,127.6,0,45.65,55.08,5.34,0,0,17.37,0,76.9,0,0,0,17.51,406.41,168.66,0,21.08,44.16,20.21,33.74,0,0,0,0,42.4,0,33.98,0,0,0,0,44.75,0,3.62,0,121.71,12.43,20.57,33.69,98.87,4.32,0,0,141.78,11.15,26.42,0,46.96,20.01,42.15,41.42,42.94,0,0,0,0,79.01,0,0,77.58,0

93,23:00-23:15,411.75,0,0,0,0,96.19,686.07,60.23,127.6,0,44.22,53.79,4.85,0,0,17.37,0,76.9,0,0,0,17.51,413.81,167.1,0,35.14,44.16,13.04,32.08,0,0,0,0,42.41,0.02,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.78,20.57,33.69,98.87,2.88,0,0,141.78,11.2,26.45,0,48.13,20.01,42.15,40.4,38.64,0,0,0,0,79.01,0,0,77.58,0

94,23:15-23:30,411.75,0,0,0,0,96.19,686.07,60.23,127.6,0,44.22,53.79,4.85,0,0,17.37,0,76.9,0,0,0,17.51,413.81,167.1,0,35.14,44.16,13.04,32.08,0,0,0,0,42.41,0.02,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.78,20.96,33.69,98.87,1.44,0,0,141.78,11.2,27.05,0,48.13,20.01,42.15,40.4,38.64,0,0,0,0,79.01,0,0,77.58,0

95,23:30-23:45,411.75,0,0,0,0,96.19,686.07,60.23,127.6,0,44.22,53.79,4.85,0,0,17.37,0,76.9,0,0,0,17.51,413.81,167.1,0,35.14,44.16,13.04,32.08,0,0,0,0,42.41,0.02,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.78,20.96,33.69,98.87,1.44,0,0,141.78,11.2,27.05,0,48.13,20.01,42.15,40.4,38.64,0,0,0,0,79.6,0,0,77.58,0

96,23:45-24:00,411.75,0,0,0,0,96.19,686.07,60.23,127.6,0,44.22,53.79,4.85,0,0,17.37,0,76.9,0,0,0,17.51,413.81,167.1,0,35.14,44.16,13.04,32.08,0,0,0,0,42.41,0.02,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.78,20.96,33.69,98.87,1.44,0,0,141.78,11.15,27.05,0,48.13,20.01,42.15,40.4,38.64,0,0,0,0,79.6,0,0,77.58,0

