Block,Time Block,BSIUL,CHAMERA3,CHAMERA2,BRBCL,CHAMERA1,JHAJJAR,DHAULIGNGA,FSTPP I & II,KGSU1AND2,DULHASTI,DADRT2,KHSTPP-I,KHSTPP-II,KGSU3AND4,KOLDAM,NAPP,KISHANGANGA,KUDGI,NJPC,MAPS,KOTESHWR,KKNP,KKNPPU2,NTPL,PARBATI3,NLCEXP,NLCIIST2,NLCIIST1,RAMPUR,NLCTS2EXP,NNTPP,RIHAND1,RIHAND3,RAPPC,RAPPB,RIHAND2,SEWA2,SINGRAULI,SASAN,RSTPSU1TO6,RSTPSU7,SALAL,TALA,SIMHST1,SINGRAULI_HYDRO,SIMHST2,UNCHAHAR3,TANAKPUR,TelanganaSTPP,UNCHAHAR2,TEHRI,URI,URI2,TANDA2,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,TALST2,ANTA_CRF,ANTA_RF,ANTA_LF,ANTA_GF,AURY_CRF,DADRI_GF,AURY_GF,DADRI_RF,DADRI_CRF,AURY_RF,DADRI_LF,AURY_LF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
56,13:45-14:00,12.54,30.85,42.53,19.23,40.54,110.69,38.85,10.2,0,51.73,362.89,32.63,105.93,0,5.15,43.6,2.77,0,160.7,0,18.58,0,0,0,20.27,0,0,0,3.4,0,0,81.13,122.71,58.36,0,117.05,0,112.37,375.97,0,0,74.87,10.46,0,0.48,0,14.31,11.09,0,23.12,34.08,36.09,24.86,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,12.54,30.85,42.53,19.23,40.54,110.69,38.85,11.24,0,51.73,362.89,36.73,122.92,0,5.15,43.6,2.77,0,160.7,0,18.58,0,0,0,20.27,0,0,0,3.4,0,0,81.13,122.71,58.36,0,117.05,0,101.13,375.97,0,0,74.87,7.71,0,0.48,0,14.31,11.09,0,23.12,34.08,44.59,24.86,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,12.54,30.85,42.53,19.23,40.54,110.69,38.85,11.24,0,51.73,392.5,36.73,122.92,0,5.15,43.6,2.77,0,160.7,0,18.58,0,0,0,20.27,0,0,0,3.4,0,0,81.13,122.71,58.36,0,117.05,0,89.9,375.97,0,0,74.87,7.71,0,0.48,0,19.03,11.09,0,30.13,51.12,44.59,24.86,1.48,14.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,6.27,30.85,42.53,19.23,40.54,110.69,38.85,11.24,0,51.73,459.82,36.73,122.92,0,5.15,43.6,2.77,0,160.7,0,18.58,0,0,0,6.76,0,0,0,3.4,0,0,81.13,122.71,58.36,0,117.05,0,89.9,375.97,0,0,74.87,7.71,0,0.48,0,19.03,11.09,0,30.13,51.12,36.09,26.29,1.48,14.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,6.27,30.85,42.53,19.23,40.54,110.69,38.85,13.15,0,51.73,497.32,42.61,142.62,0,5.15,43.6,2.77,0,160.7,0,18.58,0,0,0,6.76,0,0,0,3.4,0,0,81.13,122.71,58.36,0,117.05,0,89.9,375.97,0,0,74.87,7.71,0,0.48,0,19.03,11.09,0,30.13,51.12,36.09,26.29,1.48,14.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,6.27,30.85,42.53,19.23,40.54,110.69,38.85,13.15,0,51.73,475.2,42.61,142.62,0,5.15,43.6,2.77,0,160.7,0,18.58,0,0,0,6.76,0,0,0,3.4,0,0,81.13,122.71,58.36,0,117.05,5.49,89.9,375.97,0,0,74.87,7.71,0,0.48,0,22.64,11.09,0,35.579,51.12,33.98,26.29,1.48,14.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,6.27,30.85,42.53,19.23,40.54,110.69,38.85,13.15,0,51.73,498.29,42.61,142.62,0,5.15,43.6,2.77,0,160.7,0,18.58,0,0,0,6.76,0,0,0,3.4,0,0,81.13,122.71,58.36,0,117.05,5.49,89.9,375.97,0,0,74.87,7.71,0,0.48,0,22.64,11.09,0,35.969,51.12,33.98,26.29,1.48,17.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,6.27,30.85,42.53,19.23,40.54,110.69,38.85,13.75,0,51.73,536.76,42.61,142.62,0,5.15,43.6,2.77,0,160.7,0,18.58,0,0,0,20.27,0,0,0,3.4,0,0,81.13,122.71,58.36,0,117.05,9.3,89.9,375.97,0,0,74.87,7.71,0,0.48,0,19.14,11.33,0,30.34,51.12,33.98,26.29,1.48,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,6.27,30.85,42.53,19.23,40.54,110.69,38.85,13.75,0,51.73,552.15,42.61,142.62,0,5.15,43.6,2.77,0,160.7,0,18.58,0,0,0,20.27,0,0,0,3.4,0,0,81.13,122.71,58.36,0,117.05,9.87,89.9,375.97,0,0,74.87,7.71,0,0.48,0,19.14,11.33,0,30.34,51.12,33.98,25.58,1.48,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,6.27,30.85,42.53,19.23,40.54,110.69,38.85,13.75,0,51.73,544.46,42.61,142.62,0,5.15,43.6,2.77,0,160.7,0,18.58,0,0,0,3.79,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,11.13,89.9,375.97,0,0,74.87,7.6,0,0.48,0,19.14,11.33,0,30.34,51.12,33.98,28.43,1.48,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,6.27,30.85,42.53,19.23,40.54,110.69,38.85,13.75,0,51.73,552.15,42.61,142.62,0,5.15,43.6,2.77,0,160.7,0,18.58,0,0,0,3.79,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,11.13,89.9,375.97,0,0,74.87,7.49,0,0.48,0,19.14,11.33,0,30.34,51.12,33.98,28.43,1.48,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,6.27,30.85,42.53,19.23,40.54,177.17,38.85,13.75,0,51.73,566.58,42.61,142.62,0,5.15,43.6,2.77,0,160.7,0,18.58,0,0,0,3.79,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,11.13,89.9,375.97,0,0,74.87,7.38,0,0.48,0,22.64,11.33,0,35.969,51.12,33.98,22.74,1.48,17.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,6.27,30.85,42.53,19.23,40.54,186.79,38.85,13.75,0,51.73,576.19,42.61,142.62,0,5.15,43.6,2.77,0,160.7,0,18.58,0,0,0,3.79,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,11.13,89.9,375.97,0,0,74.87,7.24,0,0.48,0,22.64,11.33,0,35.969,51.12,33.98,22.74,1.48,17.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,1.06,30.85,42.53,19.23,40.54,167.56,38.85,13.75,0,51.73,577.15,42.61,142.62,0,5.15,43.6,2.77,0,160.7,0,18.58,0,0,0,14.87,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,11.13,89.9,375.97,0,0,74.87,7.13,0,0.48,0,22.64,11.33,0,35.969,51.12,27.61,19.89,1.48,17.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,1.06,30.85,42.53,19.23,40.54,177.17,38.85,13.75,0,51.73,577.15,42.61,142.62,0,5.15,43.6,2.77,0,160.7,0,18.58,0,0,0,14.87,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,11.13,89.9,375.97,0,0,74.87,7.1,0,0.48,0,22.64,11.33,0,35.969,51.12,27.61,19.89,1.48,17.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,1.06,30.85,42.53,19.23,40.54,177.17,38.85,13.75,0,51.73,582.55,42.61,142.62,0,5.15,43.6,2.77,0,160.7,0,27.87,0,0,0,14.87,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,11.13,89.9,375.97,0,0,74.87,6.95,0,0.48,0,25.39,11.33,0,40.774,51.12,27.61,19.89,1.48,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,1.06,30.85,42.53,19.23,40.54,183,38.85,13.75,0,51.73,582.55,42.61,142.62,0,5.15,43.6,2.77,0,160.7,0,27.87,0,0,0,14.87,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,11.13,89.9,375.97,0,0,74.87,6.9,0,0.48,0,25.39,11.33,0,40.774,68.16,27.61,19.89,1.48,19.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,6.27,30.85,42.53,19.23,40.54,236.61,38.85,13.75,0,51.73,582.55,42.61,142.62,0,5.15,43.6,2.77,0,160.7,0,37.16,0,0,0,8.11,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,16.7,89.9,375.97,0,0,74.87,6.67,0,0.48,0,25.39,9.37,0,40.242,68.16,33.98,19.89,1.48,19.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,6.27,30.85,42.53,19.23,40.54,332.07,38.85,13.75,0,51.73,580.23,42.61,142.62,0,5.15,43.6,2.77,0,160.7,0,37.16,0,0,0,35.14,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,16.7,89.9,375.97,0,0,74.87,6.47,0,0.48,0,24.82,9.37,0,39.554,68.16,33.98,19.89,1.48,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,6.27,30.85,42.53,19.23,40.54,358.62,38.85,13.75,0,51.73,639.58,42.61,142.62,0,5.15,43.6,4.15,0,160.7,0,37.16,0,0,0,35.14,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,16.7,89.9,375.97,0,0,74.87,6.88,0,0.48,0,24.82,9.37,0,39.554,68.16,27.61,19.89,1.48,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,19.44,32.45,43.9,19.23,40.54,358.62,39.83,13.75,0,54.71,649.86,42.61,142.62,0,5.15,43.6,4.15,0,162.2,0,40.88,0,0,0,35.14,0,0,0,3.48,0,0,81.13,122.71,58.21,0,117.05,16.7,89.9,375.97,0,0,74.87,6.81,0,0.48,0,24.82,9.97,0,39.554,68.16,44.59,19.89,1.48,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,19.44,32.45,43.9,19.23,40.54,380.84,39.83,13.75,0,54.71,653.84,42.61,142.62,0,5.15,43.6,4.15,0,162.2,0,40.88,0,0,0,35.14,0,0,0,3.48,0,0,81.13,122.71,58.21,0,117.05,16.7,89.9,375.97,0,0,74.87,6.88,0,0.48,0,24.82,9.97,0,39.554,68.16,16.99,19.89,1.48,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,19.44,32.45,43.9,19.23,40.54,381.95,39.83,13.75,0,54.71,653.84,42.61,142.62,0,5.15,43.6,4.15,0,162.2,0,40.88,0,0,0,35.14,0,0,0,3.48,0,0,81.13,122.71,58.21,0,117.05,16.7,89.9,375.97,0,0,74.87,7.04,0,0.48,0,24.82,9.97,0,39.554,68.16,16.99,19.89,1.48,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,19.44,32.45,43.9,19.23,40.54,381.95,39.83,13.75,0,54.71,653.84,42.61,142.62,0,5.15,43.6,4.15,0,162.2,0,40.88,0,0,0,35.14,0,0,0,3.48,0,0,81.13,122.71,58.21,0,117.05,16.7,89.9,375.97,0,0,74.87,8.01,0,0.48,0,24.82,9.97,0,39.554,68.16,33.98,19.89,1.48,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,19.44,32.45,43.9,19.23,40.54,381.95,39.83,13.75,0,54.71,653.84,42.61,142.62,0,5.15,43.6,4.15,0,162.2,0,40.88,0,0,0,6.76,0,0,0,3.48,0,0,81.13,122.71,58.21,0,117.05,16.7,89.9,375.97,0,0,74.87,8.15,0,0.48,0,24.82,9.97,0,39.554,68.16,33.98,19.89,1.48,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,19.44,32.45,43.9,19.23,40.54,381.95,39.83,13.75,0,54.71,653.84,42.61,142.62,0,5.15,43.6,4.15,0,162.2,0,40.88,0,0,0,29.74,0,0,0,3.48,0,0,81.13,122.71,58.21,0,117.05,16.7,89.9,375.97,0,0,74.87,8.37,0,0.48,0,24.82,9.97,0,39.554,68.16,44.59,22.74,1.48,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,19.44,32.45,43.9,19.23,40.54,381.95,39.83,13.75,0,54.71,653.84,42.61,142.62,0,5.15,43.6,4.15,0,162.2,0,40.88,0,0,0,29.74,0,0,0,3.48,0,0,81.13,122.71,58.21,0,117.05,16.7,89.9,375.97,0,0,74.87,8.48,0,0.48,0,24.82,9.97,0,39.554,68.16,33.98,22.74,1.48,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,19.44,32.45,43.9,19.23,40.54,381.95,39.83,13.75,0,54.71,653.84,42.61,142.62,0,5.15,43.6,4.15,0,162.2,0,40.88,0,0,0,29.74,0,0,0,3.48,0,0,81.13,122.71,58.21,0,117.05,16.7,89.9,375.97,0,0,74.87,8.54,0,0.43,0,24.82,9.97,0,37.03,51.12,33.98,25.58,1.48,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,6.27,30.85,42.53,19.23,40.54,381.95,38.85,13.75,0,51.73,653.84,42.61,142.62,0,5.15,43.6,4.15,0,160.7,0,37.16,0,0,0,29.74,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,16.7,89.9,375.97,0,0,74.87,8.68,0,0.43,0,24.82,9.37,0,37.03,51.12,33.98,25.58,1.48,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,6.27,30.85,42.53,19.23,40.54,381.95,38.85,13.75,0,51.73,653.84,42.61,142.62,0,5.15,43.6,4.15,0,160.7,0,37.16,0,0,0,29.74,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,16.7,89.9,375.97,0,0,74.87,8.76,0,0.43,0,24.82,9.37,0,37.03,51.12,33.98,25.58,1.48,19.4,0,0,0,0,19.11,0,0,0,0,0,42.7,0,37.48,0,0,0,0,0,0,0

86,21:15-21:30,6.27,30.85,42.53,19.23,40.54,381.95,38.85,13.75,0,51.73,653.84,42.61,142.62,0,5.15,43.6,4.15,0,160.7,0,37.16,0,0,0,20.27,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,16.7,89.9,375.97,0,0,74.87,8.82,0,0.43,0,24.82,9.37,0,37.03,51.12,33.98,25.58,1.48,19.4,0,0,0,0,19.11,0,0,0,0,0,42.7,0,37.48,0,0,0,0,0,0,0

87,21:30-21:45,6.27,30.85,42.53,19.23,40.54,381.95,38.85,13.75,0,51.73,653.84,42.61,142.62,0,5.15,43.6,4.15,0,160.7,0,37.16,0,0,0,20.27,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,16.7,89.9,375.97,0,0,74.87,9.05,0,0.43,0,24.82,9.37,0,37.03,51.12,37.16,25.58,1.48,19.4,0,0,0,0,19.11,0,0,0,0,0,42.7,0,37.48,0,0,0,0,0,0,0

88,21:45-22:00,19.44,32.45,43.9,19.23,40.54,381.95,39.83,13.75,0,54.71,653.84,42.61,142.62,0,5.15,43.6,4.15,0,162.2,0,40.88,0,0,0,20.27,0,0,0,3.48,0,0,81.13,122.71,58.21,0,117.05,16.7,89.9,375.97,0,0,74.87,9.18,0,0.43,0,24.82,9.97,0,37.03,68.16,37.16,25.58,1.48,19.4,0,0,0,0,19.11,0,0,0,0,0,42.7,0,37.48,0,0,0,0,0,0,0

89,22:00-22:15,19.44,32.45,43.9,19.23,40.54,381.95,39.83,13.75,0,54.71,653.84,42.61,142.62,0,5.15,43.6,4.15,0,162.2,0,40.88,0,0,0,20.27,0,0,0,3.48,0,0,69.25,122.71,58.21,0,117.05,16.7,89.9,375.97,0,0,74.87,9.3,0,0.43,0,24.82,9.97,0,37.03,68.16,37.16,25.58,1.48,19.4,0,0,0,0,19.11,0,0,0,0,0,42.7,0,37.48,0,0,0,0,0,0,0

90,22:15-22:30,19.44,32.45,43.9,19.23,40.54,381.95,39.83,13.75,0,54.71,653.84,42.61,142.62,0,5.15,43.6,4.15,0,162.2,0,40.88,0,0,0,20.27,0,0,0,3.48,0,0,69.25,122.71,58.21,0,117.05,16.7,89.9,375.97,0,0,74.87,9.39,0,0.43,0,24.82,9.97,0,37.03,68.16,37.16,25.58,1.48,19.4,0,0,0,0,19.11,0,0,0,0,0,42.7,0,37.48,0,0,0,0,0,0,0

91,22:30-22:45,19.44,32.45,43.9,19.23,40.54,381.95,39.83,13.75,0,54.71,653.84,42.61,142.62,0,5.15,43.6,4.15,0,162.2,0,40.88,0,0,0,20.27,0,0,0,3.48,0,0,69.25,122.71,58.21,0,117.05,16.7,89.9,375.97,0,0,74.87,9.25,0,0.43,0,24.82,9.97,0,37.03,68.16,37.16,28.43,1.48,19.4,0,0,0,0,19.22,0,0,0,0,0,42.7,0,37.48,0,0,0,0,0,0,0

92,22:45-23:00,12.54,30.85,42.53,19.23,40.54,381.95,38.85,13.75,0,51.73,653.84,42.61,142.62,0,5.15,43.6,2.77,0,160.7,0,37.16,0,0,0,20.27,0,0,0,3.4,0,0,69.25,122.71,58.21,0,117.05,16.7,89.9,375.97,0,0,74.87,9.33,0,0.43,0,24.82,9.37,0,37.03,51.12,37.16,28.43,1.48,19.4,0,0,0,0,19.22,0,0,0,0,0,42.7,0,37.48,0,0,0,0,0,0,0

93,23:00-23:15,12.54,30.85,42.53,19.23,40.54,381.95,38.85,13.75,0,51.73,653.84,42.61,142.62,0,5.15,43.6,2.77,0,160.7,0,37.16,0,0,0,20.27,0,0,0,3.4,0,0,69.25,122.71,58.21,0,117.05,16.7,89.9,375.97,0,0,74.87,9.47,0,0.43,0,24.82,9.37,0,37.03,51.12,37.16,28.43,1.48,19.21,0,0,0,0,19.22,0,0,0,0,0,42.7,0,37.48,0,0,0,0,0,0,0

94,23:15-23:30,12.54,30.85,42.53,19.23,40.54,381.95,38.85,13.75,0,51.73,653.84,42.61,142.62,0,5.15,43.6,2.77,0,160.7,0,37.16,0,0,0,20.27,0,0,0,3.4,0,0,69.25,122.71,58.36,0,117.05,16.7,89.9,375.97,0,0,74.87,9.62,0,0.43,0,24.82,9.37,0,37.03,51.12,37.16,28.43,1.48,19.21,0,0,0,0,19.22,0,0,0,0,0,42.7,0,37.48,0,0,0,0,0,0,0

95,23:30-23:45,12.54,30.85,42.53,19.23,40.54,381.95,38.85,13.75,0,51.73,653.84,42.61,142.62,0,5.15,43.6,2.77,0,160.7,0,37.16,0,0,0,20.27,0,0,0,3.4,0,0,69.25,122.71,58.36,0,117.05,16.7,89.9,375.97,0,0,74.87,9.62,0,0.43,0,24.82,9.37,0,37.03,51.12,37.16,25.58,1.48,19.21,0,0,0,0,4.13,0,0,0,0,0,42.7,0,4.17,0,0,0,0,0,0,0

96,23:45-24:00,12.54,30.85,42.53,18.78,40.54,381.95,38.85,13.75,0,51.73,653.84,42.61,142.62,0,5.15,43.6,2.77,0,160.7,0,37.16,0,0,0,20.27,0,0,0,3.4,0,0,69.25,122.71,58.36,0,117.05,16.7,89.9,375.97,0,0,74.87,9.75,0,0.43,0,24.82,9.37,0,37.03,51.12,37.16,25.58,1.48,19.21,0,0,0,0,0,0,0,0,0,0,42.7,0,0,0,0,0,0,0,0,0

